"objectid","addr_guid","rfidtag","containersize","cartlifts","res_vs_comm","yn_longterm_vacant","address","zipcode","neighborhood","oesstucttype","oesclassification","land_use_desc","route_day","latitude","longitude","date"
"9385643",,"113010050126009610022862","96 GALLON RECYCLE","0","COMM","N","1117 SYCAMORE ST","45202","PENDLETON","B","COMMERCIAL","COMMERCIAL","MON-U9-GOLD","39.10856586","-84.51005445","2018-01-01T00:00:00.000"
"9439985",,,,"0","COMM","N","16E 4TH ST","45202","DOWNTOWN","B","COMMERCIAL","OFFICE","MON-U6-GOLD",,,"2017-12-01T00:00:00.000"
"9285376",,"111510055347009610063104","96 GALLON RECYCLE","0","COMM","N","4901 CLEVES WARSAW PIKE","45238","WEST PRICE HILL","B","COMMERCIAL","COMMERCIAL","MON-U11-GREEN","39.11823536","-84.59988021","2018-01-01T00:00:00.000"
"9319753",,"101010060851006410009506","64 GALLON RECYCLE","0","RES","N","2210 HARRISON AV","45211","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U1-GREEN","39.1342266","-84.57326749","2018-01-01T00:00:00.000"
"9438300",,,,"0","COMM","N","638 VINE ST","45202","DOWNTOWN","B","COMMERCIAL","OFFICE","MON-U6-GOLD","39.10355549","-84.51343605","2017-12-01T00:00:00.000"
"9299408",,,,"0","COMM","N","1199 EDISON DR","45216","ROSELAWN","B","COMMERCIAL","HEAVY INDUSTRIA","TUE-U5-GOLD","39.18899779","-84.47825092","2018-01-01T00:00:00.000"
"9492677",,"100910214540006410009191","64 GALLON RECYCLE","2","RES","N","2916 DEBRECK AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U16-GREEN","39.14021251","-84.58416296","2017-12-01T00:00:00.000"
"9445356",,"101510033951009610017969","96 GALLON RECYCLE","0","RES","N","274 EMMING ST","45219","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U8-GOLD","39.12313614","-84.52347916","2017-12-01T00:00:00.000"
"9520210",,"010711062350006411018440","64 GALLON RECYCLE","0","RES","N","258 SENATOR PL","45220","CLIFTON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U2-GREEN","39.1447927","-84.51798095","2017-12-01T00:00:00.000"
"9458669",,"121910005726009610026433","96 GALLON RECYCLE","2","RES","N","2862 LOSANTIVILLE AV","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U8-GOLD","39.18675163","-84.43398382","2017-12-01T00:00:00.000"
"9489577",,"101010060851006410009506","64 GALLON RECYCLE","0","RES","N","2210 HARRISON AV","45211","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U1-GREEN","39.1342266","-84.57326749","2017-12-01T00:00:00.000"
"9424992",,"090310113837009610040473","96 GALLON RECYCLE","1","RES","N","1144 EDWARDS RD","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U6-GOLD","39.13133912","-84.44314589","2017-12-01T00:00:00.000"
"9390893",,,,"0","COMM","N","100 VIENNA WOODS DR","45211","WESTWOOD","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U12-GREEN","39.15353509","-84.58604862","2018-01-01T00:00:00.000"
"9500809",,,,"0","RES","Y","4130 CHAMBERS ST","45223","NORTHSIDE","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","THU-U14-GOLD","39.16099157","-84.53370844","2017-12-01T00:00:00.000"
"9513492",,,,"0","COMM",,,,"CARTHAGE","B","COMMERCIAL","COMMERCIAL - OTHER STRUCTURES","TUE-U9-GREEN",,,"2017-12-01T00:00:00.000"
"9373964",,"122010014631009610081027","96 GALLON RECYCLE","0","RES","N","859 ROCKDALE AV","45229","AVONDALE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U4-GREEN","39.14385574","-84.48743367","2018-01-01T00:00:00.000"
"9461958",,"121210112029009610074924","96 GALLON RECYCLE","0","RES","N","3910 STANDISH AV","45213","KENNEDY HEIGHTS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U4-GOLD","39.18468046","-84.40466242","2017-12-01T00:00:00.000"
"9343771",,,,"0","RES","N","2825 MARSHALL AV","45225","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U16-GOLD","39.13244357","-84.52964955","2018-01-01T00:00:00.000"
"9325603",,"120810151448009610072591","96 GALLON RECYCLE","1","RES","N","6852 HOME CITY AV","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GOLD","39.11928533","-84.69364516","2018-01-01T00:00:00.000"
"9488916",,"111410072228009610062303","96 GALLON RECYCLE","2","RES","N","1889 BALTIMORE AV","45225","NORTH FAIRMOUNT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U9-GREEN","39.13571601","-84.55893384","2017-12-01T00:00:00.000"
"9296456",,"090910204156009610005065","96 GALLON RECYCLE","0","RES","N","421 DORCHESTER AV","45219","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U2-GOLD","39.11772221","-84.50197523","2018-01-01T00:00:00.000"
"9356123",,"090310113441009610003321","96 GALLON RECYCLE","0","RES","N","3732 NORWICH LN","45220","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U3-GREEN","39.15152676","-84.5041072","2018-01-01T00:00:00.000"
"9506774",,"121510184740009610077520","96 GALLON RECYCLE","1","RES","N","6021 CAPRI DR","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U4-GOLD","39.19748531","-84.53252651","2017-12-01T00:00:00.000"
"9370134",,"111510193755009610063582","96 GALLON RECYCLE","0","RES","N","5006 RELLEUM AV","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U11-GREEN","39.11972343","-84.60460072","2018-01-01T00:00:00.000"
"9429868",,"083110022940006410001140","64 GALLON RECYCLE","0","RES","N","1743 HOLLOWAY AV","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GREEN","39.13855603","-84.47239043","2017-12-01T00:00:00.000"
"9326910",,"121810221819009610080136","96 GALLON RECYCLE","0","RES","N","2732 HYDE PARK AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U16-GREEN","39.15066248","-84.44072398","2018-01-01T00:00:00.000"
"9469270",,,,"0","COMM","N","1325 BOWMAN AV","45204","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","MON-U1-GREEN","39.11183233","-84.55182087","2017-12-01T00:00:00.000"
"9349089",,"010411052605006411016963","64 GALLON RECYCLE","1","RES","N","4117 MILLSBRAE AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U7-GREEN","39.15351509","-84.43922783","2018-01-01T00:00:00.000"
"9503118",,,,"0","RES","Y","5650 GLENVIEW AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U19-GOLD","39.19402419","-84.55511186","2017-12-01T00:00:00.000"
"9545534",,,,"0","COMM","N","5258 VIVIAN PL","45232","WINTON HILLS","B","COMMERCIAL","PUBLICLY OWNED - FEDERAL","THU-U1-GOLD","39.18477601","-84.51198761","2017-12-01T00:00:00.000"
"9405931",,"101810230904009610049324","96 GALLON RECYCLE","3","RES","N","2000 CLAUDIA CT","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U13-GREEN","39.09100731","-84.38440774","2017-12-01T00:00:00.000"
"9329748",,,,"0","COMM","N","6142 JOYCE LN","45237","ROSELAWN","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY ATTACHED","TUE-U10-GOLD","39.18643876","-84.45814893","2018-01-01T00:00:00.000"
"9334047",,"121710162243009610025191","96 GALLON RECYCLE","0","RES","N","3577 KROGER AV","45226","MT. LOOKOUT","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U16-GOLD","39.1223809","-84.43143649","2018-01-01T00:00:00.000"
"9381564",,,,"0","COMM","N","3770 ST LAWRENCE AV","45205","EAST PRICE HILL","B","COMMERCIAL","INSTITUTIONAL","MON-U9-GREEN","39.11071308","-84.57583117","2018-01-01T00:00:00.000"
"9507072",,"090210182514009610039830","96 GALLON RECYCLE","1","RES","N","729 CLARK ST","45203","WEST END","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GOLD","39.10760454","-84.52645221","2017-12-01T00:00:00.000"
"9463419",,"101110033806006410010095","64 GALLON RECYCLE","2","RES","N","434 DAYTON ST","45214","WEST END","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U5-GOLD","39.11836984","-84.52514995","2017-12-01T00:00:00.000"
"9356207",,,,"0","COMM","N","2380 NOTTINGHAM RD","45225","VILLAGES AT ROLL HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U6-GREEN","39.15738663","-84.56002402","2018-01-01T00:00:00.000"
"9436519",,"101110061056009610016764","96 GALLON RECYCLE","0","RES","N","974 HATCH ST","45202","MT. ADAMS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U10-GOLD","39.10936992","-84.49585396","2017-12-01T00:00:00.000"
"9535930",,"101110085656009610016868","96 GALLON RECYCLE","0","RES","N","1614 CLAREWOOD AV","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GREEN","39.14179103","-84.47472237","2017-12-01T00:00:00.000"
"9261911",,,,"0","COMM","N","231W 4TH ST","45202","DOWNTOWN","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U6-GOLD",,,"2018-01-01T00:00:00.000"
"9492581",,,,"0","RES","N","2901 HARRISON AV","45211","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U16-GREEN","39.14507145","-84.59545171","2017-12-01T00:00:00.000"
"9267296",,"120912030355006412019923","64 GALLON RECYCLE","1","RES","N","3658 ASHWORTH DR","45208","OAKLEY","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U17-GREEN","39.14349293","-84.41246909","2018-01-01T00:00:00.000"
"9530283",,,,"0","COMM","N","402 KINGS RUN DR","45232","WINTON HILLS","B","COMMERCIAL","PUBLIC SERVICE","THU-U1-GOLD","39.17643051","-84.50910235","2017-12-01T00:00:00.000"
"9261202",,"170507065504009617090770","96 GALLON RECYCLE","0","RES","N","1633 1ST AV","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U10-GREEN","39.11840095","-84.57907261","2018-01-01T00:00:00.000"
"9394226",,,,"0","RES","N","170 WARNER ST","45219","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U12-GOLD","39.12486342","-84.51901649","2018-01-01T00:00:00.000"
"9514463",,,,"0","COMM","N","236 MCCULLOUGH ST","45226","EAST END","B","COMMERCIAL","LIGHT INDUSTRIA","WED-U1-GOLD","39.10885821","-84.43364087","2017-12-01T00:00:00.000"
"9489301",,,,"0","RES","N","2112 YOAST AV","45225","EAST WESTWOOD","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","THU-U9-GREEN","39.14237822","-84.56712552","2017-12-01T00:00:00.000"
"9480527",,,,"0","COMM","N","1120 YORK ST","45214","WEST END","B","COMMERCIAL","NOT APPLICABLE","MON-U5-GOLD","39.11789282","-84.53393942","2017-12-01T00:00:00.000"
"9543369",,,,"0","COMM","N","760E MITCHELL AV","45229","NORTH AVONDALE - PADDOCK HILLS","TWO FAM","RESIDENTIAL","TWO FAMILY","TUE-U6-GREEN",,,"2017-12-01T00:00:00.000"
"9501453",,"082310212600006410000433","64 GALLON RECYCLE","0","RES","N","1303 SPRINGLAWN AV","45223","NORTHSIDE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","THU-U10-GOLD","39.17430589","-84.53306175","2017-12-01T00:00:00.000"
"9372590",,"121710024857009610024776","96 GALLON RECYCLE","1","RES","N","5618 RIVER RD","45233","RIVERSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U7-GOLD","39.09854584","-84.66234128","2018-01-01T00:00:00.000"
"9387139",,,,"0","COMM","N","2685 THOMASVILLE DR","45238","WESTWOOD","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U13-GREEN","39.12742998","-84.59172684","2018-01-01T00:00:00.000"
"9478034",,"151001205744006415021572","64 GALLON RECYCLE","2","RES","N","5033 CLEVES WARSAW PIKE","45238","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U11-GREEN","39.11836855","-84.60612304","2017-12-01T00:00:00.000"
"9467259",,,,"0","COMM","N","5008 RIVER RD","45233","RIVERSIDE","LTU","COMMERCIAL","VACANT","MON-U7-GOLD","39.08678047","-84.64075296","2017-12-01T00:00:00.000"
"9338250",,"112610024744000035102167","35 GALLON RECYCLE","2","RES","N","3276 LINWOOD AV","45226","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GOLD","39.12726307","-84.42730568","2018-01-01T00:00:00.000"
"9443947",,"090210113231006410003099","64 GALLON RECYCLE","2","RES","N","123 DORSEY ST","45202","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U13-GOLD","39.11769888","-84.51339009","2017-12-01T00:00:00.000"
"9528026",,"092610231758009610008024","96 GALLON RECYCLE","3","RES","N","5834 BERTE ST","45228","CALIFORNIA","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U2-GREEN","39.06539277","-84.428837","2017-12-01T00:00:00.000"
"9288396",,"120510220750009610070443","96 GALLON RECYCLE","1","RES","N","1927 CONNECTICUT AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U7-GOLD","39.20020704","-84.5561508","2018-01-01T00:00:00.000"
"9523722",,,,"0","COMM","N","3333 BEEKMAN ST","45225","MILLVALE","B","COMMERCIAL","EDUCATIONAL","THU-U9-GREEN","39.14801893","-84.55149625","2017-12-01T00:00:00.000"
"9440334",,,,"0","COMM","N","972 RIVERSIDE DR","45202","MT. ADAMS","LTU","COMMERCIAL","VACANT","WED-U16-GOLD","39.10537106","-84.4943657","2017-12-01T00:00:00.000"
"9396245",,"121610124310009610078189","96 GALLON RECYCLE","2","RES","N","140 WENTWORTH AV","45220","CLIFTON","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","TUE-U2-GREEN","39.14307869","-84.51389115","2018-01-01T00:00:00.000"
"9386540",,"010611142513006411017841","64 GALLON RECYCLE","1","RES","N","1539 TEAKWOOD AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U8-GOLD","39.2069135","-84.54591778","2018-01-01T00:00:00.000"
"9526755",,"101410164854009610046723","96 GALLON RECYCLE","0","COMM","N","107 SHILLITO PL","45202","DOWNTOWN","B","COMMERCIAL","MIXED USE","MON-U6-GOLD","39.10264427","-84.51525058","2017-12-01T00:00:00.000"
"9446914",,"120510084911009610069964","96 GALLON RECYCLE","0","RES","N","2454 FAIRVIEW AV","45219","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U15-GOLD","39.1274226","-84.52748883","2017-12-01T00:00:00.000"
"9350289",,,,"0","COMM","N","726E MITCHELL AV","45229","NORTH AVONDALE - PADDOCK HILLS","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U6-GREEN",,,"2018-01-01T00:00:00.000"
"9342391",,,,"0","COMM","N","1600 MANSFIELD ST","45202","PENDLETON","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","MON-U9-GOLD","39.11261584","-84.50970938","2018-01-01T00:00:00.000"
"9332900",,"101810020109009610048732","96 GALLON RECYCLE","1","RES","N","5669 KIRBY AV","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U9-GOLD","39.19159972","-84.57515402","2018-01-01T00:00:00.000"
"9460297",,"112910034331009610021922","96 GALLON RECYCLE","2","RES","N","6015 ROBISON RD","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U2-GOLD","39.18103569","-84.41817613","2017-12-01T00:00:00.000"
"9303569",,"092210181336310000089729","18 GALLON RECYCLE","0","COMM","N","2729 EUCLID AV","45219","CORRYVILLE","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U4-GOLD","39.13140206","-84.5078953","2018-01-01T00:00:00.000"
"9271169",,"091910082033009610005979","96 GALLON RECYCLE","0","RES","N","4054 BEECHWOOD AV","45229","NORTH AVONDALE - PADDOCK HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U6-GREEN","39.15892807","-84.48477185","2018-01-01T00:00:00.000"
"9435067",,"100910223511006410009224","64 GALLON RECYCLE","0","RES","N","428 WILKINSON ST","45206","WALNUT HILLS","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U2-GOLD","39.1236618","-84.49926482","2017-12-01T00:00:00.000"
"9461074",,"122010161704009610081549","96 GALLON RECYCLE","0","RES","N","5818 ROBISON RD","45213","PLEASANT RIDGE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U9-GOLD","39.17699339","-84.41650236","2017-12-01T00:00:00.000"
"9292391",,"112210224054006410013412","64 GALLON RECYCLE","1","RES","N","6448 DALY RD","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U3-GOLD","39.20665193","-84.53163711","2018-01-01T00:00:00.000"
"9400200",,,,"0","COMM","N","400 WILMER AV","45226","EAST END","B","COMMERCIAL","PUBLIC SERVICE","WED-U1-GOLD","39.10617422","-84.42577723","2018-01-01T00:00:00.000"
"9287837",,,,"0","COMM","N","2880 COLONIAL RIDGE CT","45212","PLEASANT RIDGE","TWO FAM","RESIDENTIAL","TWO FAMILY","TUE-U1-GOLD","39.17752201","-84.4357067","2018-01-01T00:00:00.000"
"9423659",,,,"0","COMM","N","3212 LINWOOD AV","45226","MT. LOOKOUT","B","COMMERCIAL","COMMERCIAL","WED-U8-GOLD","39.12818018","-84.4299058","2017-12-01T00:00:00.000"
"9439885",,,,"0","RES","Y","1435 VINE ST","45202","OVER-THE-RHINE","B","COMMERCIAL","COMMERCIAL - RETAIL APARTMENTS OVER","MON-U11-GOLD","39.11149872","-84.51582592","2017-12-01T00:00:00.000"
"9322814",,"113010171208006410016561","64 GALLON RECYCLE","2","COMM","N","3637 HERSCHEL AV","45208","HYDE PARK","TWO FAM","RESIDENTIAL","TWO FAMILY","WED-U17-GOLD","39.14246492","-84.42056438","2018-01-01T00:00:00.000"
"9498824",,"121810161208009610026097","96 GALLON RECYCLE","1","RES","N","254 SENATOR PL","45220","CLIFTON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U2-GREEN","39.14481362","-84.51780348","2017-12-01T00:00:00.000"
"9430358",,,,"0","RES","N","1610 DEXTER AV","45206","EVANSTON","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U5-GREEN","39.13422577","-84.47560917","2017-12-01T00:00:00.000"
"9521871",,"083010191315009610037849","96 GALLON RECYCLE","0","RES","N","910 SUMMIT AV","45204","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U6-GREEN","39.10718829","-84.55859689","2017-12-01T00:00:00.000"
"9533441",,,,"0","COMM","N","3424 GOLDEN AV","45226","HYDE PARK","LTU","COMMERCIAL","VACANT","WED-U16-GOLD","39.11997803","-84.43955219","2017-12-01T00:00:00.000"
"9472316",,"100310204659009610012338","96 GALLON RECYCLE","2","RES","N","961 OLIVE AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GREEN","39.11020436","-84.57364623","2017-12-01T00:00:00.000"
"9470987",,"100310212618009610012362","96 GALLON RECYCLE","2","RES","N","1049 WOODLAWN AV","45205","EAST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U3-GREEN","39.11192822","-84.567285","2017-12-01T00:00:00.000"
"9511779",,,,"0","COMM","N","431 EZZARD CHARLES DR","45203","WEST END","B","COMMERCIAL","PUBLIC SERVICE","MON-U5-GOLD","39.10870688","-84.52278383","2017-12-01T00:00:00.000"
"9517792",,,,"0","COMM","N","1045 DALTON AV","45203","QUEENSGATE","B","COMMERCIAL","LIGHT INDUSTRIA","MON-U3-GOLD","39.10800388","-84.53779605","2017-12-01T00:00:00.000"
"9346010",,,,"0","COMM","N","277W MCMICKEN AV","45214","OVER-THE-RHINE","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U14-GOLD",,,"2018-01-01T00:00:00.000"
"9423987",,"090310084712009610040362","96 GALLON RECYCLE","0","RES","N","1209 HIDDEN WOOD PL","45208","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GOLD","39.13331121","-84.42538854","2017-12-01T00:00:00.000"
"9378204",,,,"0","COMM","N","1956E SEYMOUR AV","45237","ROSELAWN","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U10-GOLD",,,"2018-01-01T00:00:00.000"
"9378204",,,,"0","COMM","N","1956E SEYMOUR AV","45237","ROSELAWN","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U10-GOLD",,,"2018-01-01T00:00:00.000"
"9314381",,"101910040702009610059505","96 GALLON RECYCLE","0","RES","N","5537 GOLDENROD DR","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GOLD","39.1957494","-84.57379105","2018-01-01T00:00:00.000"
"9499079",,"150920084111009615089169","96 GALLON RECYCLE","1","RES","Y","93 JUERGENS AV","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U7-GREEN","39.15163027","-84.51325214","2017-12-01T00:00:00.000"
"9362746",,,,"0","COMM","N","2414 PITT AL","45219","CUF","B","COMMERCIAL","PUBLIC SERVICE","MON-U13-GOLD","39.12688172","-84.51274644","2018-01-01T00:00:00.000"
"9311694",,"101710171056009610019799","96 GALLON RECYCLE","2","COMM","N","7859 GLEN ORCHARD DR","45237","ROSELAWN","TWO FAM","RESIDENTIAL","TWO FAMILY","TUE-U7-GOLD","39.20689956","-84.45890287","2018-01-01T00:00:00.000"
"9346111",,"100510232551009610013992","96 GALLON RECYCLE","0","RES","N","2998W MCMICKEN AV","45225","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U16-GOLD",,,"2018-01-01T00:00:00.000"
"9360730",,"090910084330009610004633","96 GALLON RECYCLE","0","RES","N","6780 PARKLAND AV","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GOLD","39.11657586","-84.6942298","2018-01-01T00:00:00.000"
"9470242",,"090210054837006410003059","64 GALLON RECYCLE","0","RES","N","1263 BEECH AV","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U13-GREEN","39.1161784","-84.57730552","2017-12-01T00:00:00.000"
"9439601",,,,"0","COMM","N","1228 CENTRAL PKWY","45202","OVER-THE-RHINE","B","COMMERCIAL","OFFICE","MON-U11-GOLD","39.108702","-84.51933091","2017-12-01T00:00:00.000"
"9427698",,"122010062924009610081204","96 GALLON RECYCLE","1","RES","N","3610 MADISON RD","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GREEN","39.15957498","-84.41947203","2017-12-01T00:00:00.000"
"9508192",,"121010121400009610074064","96 GALLON RECYCLE","2","RES","N","6719 LEBANON ST","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN","39.1913152","-84.48197942","2017-12-01T00:00:00.000"
"9516551",,,,"0","COMM","N","2138 RICE ST","45202","MT. AUBURN","LTU","COMMERCIAL","VACANT","MON-U13-GOLD","39.11943238","-84.51484249","2017-12-01T00:00:00.000"
"9337159",,"093010000450009610009214","96 GALLON RECYCLE","0","RES","N","430 LIBERTY HILL","45202","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U9-GOLD",,,"2018-01-01T00:00:00.000"
"9406395",,,,"0","RES","N","6368 BEECHMONT AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GREEN","39.08825248","-84.38172452","2017-12-01T00:00:00.000"
"9470361",,"091910162133009610006277","96 GALLON RECYCLE","0","RES","N","1240 HENKEL DR","45205","EAST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U13-GREEN","39.11534052","-84.57581667","2017-12-01T00:00:00.000"
"9412701",,"092610102938009610007557","96 GALLON RECYCLE","1","RES","N","4015 EASTERN AV","45226","EAST END","B","COMMERCIAL","COMMERCIAL - RETAIL APARTMENTS OVER","WED-U1-GOLD","39.10889884","-84.43275299","2017-12-01T00:00:00.000"
"9470810",,"100510050450009610013378","96 GALLON RECYCLE","0","RES","Y","3616 LASALLE ST","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GREEN","39.11291551","-84.57107056","2017-12-01T00:00:00.000"
"9438189",,"090210011840006410002879","64 GALLON RECYCLE","1","COMM","N","125W 9TH ST","45202","DOWNTOWN","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U6-GOLD",,,"2017-12-01T00:00:00.000"
"9379374",,"111210100044009610061455","96 GALLON RECYCLE","1","RES","N","5035 SIDNEY RD","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U11-GREEN","39.12330697","-84.6044326","2018-01-01T00:00:00.000"
"9520319",,,,"0","COMM","N","1551 AMBROSE AV","45224","COLLEGE HILL","LTU","COMMERCIAL","VACANT","THU-U1-GOLD","39.20088275","-84.5464043","2017-12-01T00:00:00.000"
"9456633",,"161013075421009616090122","96 GALLON RECYCLE","2","RES","N","1926 ANDINA AV","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U3-GOLD","39.17491885","-84.46098082","2017-12-01T00:00:00.000"
"9311023",,,,"0","COMM",,,,"WEST PRICE HILL","B","COMMERCIAL","COMMERCIAL","MON-U10-GREEN",,,"2018-01-01T00:00:00.000"
