"pci_2015","iri_in_m_2015","fid","oid","featureid","strsegid","networkid","branchid","networknam","branchname","branchuse","from","sectionid","to","category","rank","stsegmtid","surface","area","length","width","assetnhood","cagclass","lane_cnt","objectid","rptclass","slablength","slabwidth","id","constructi","latitude","longitude","polygonid","pointid","strlabel"
"83","267","9250","9249","HAM10763","3304354284033044892832","Cincinnati","Findl9249","Cinti2015","Findlay St","Roadway","Central Av","9250","Kuhfers Al","2","S","14505","AC","3177","101","32","WEST END","5","3","34356","MINOR",,,"5556","1990-01-01T00:00:00.000","39.115823864637","-84.5232744987161","660","13379","FINDLAY ST"
"91","139","1918","1918","HAM15401","2384126492723847234300","Cincinnati","Migno1917","Cinti2015","Mignon Av","Roadway","Shaffer Av","1918","Kling Av","2","S","8008","AC","23681","816","31","WESTWOOD","5","3","26089","MINOR",,,"10423","1990-01-01T00:00:00.000","39.1463464095059","-84.594308428226","3315","63126","MIGNON AV"
"91","139","1918","1918","HAM15401","2384126492723847234300","Cincinnati","Migno1917","Cinti2015","Mignon Av","Roadway","Shaffer Av","1918","Kling Av","2","S","8008","AC","23681","816","31","WESTWOOD","5","3","26089","MINOR",,,"10423","1990-01-01T00:00:00.000","39.1464255733872","-84.5945299014321","3315","63127","MIGNON AV"
"91","139","1918","1918","HAM15401","2384126492723847234300","Cincinnati","Migno1917","Cinti2015","Mignon Av","Roadway","Shaffer Av","1918","Kling Av","2","S","8008","AC","23681","816","31","WESTWOOD","5","3","26089","MINOR",,,"10423","1990-01-01T00:00:00.000","39.1466225197477","-84.5950440980228","3315","63128","MIGNON AV"
"83","267","9250","9249","HAM10763","3304354284033044892832","Cincinnati","Findl9249","Cinti2015","Findlay St","Roadway","Central Av","9250","Kuhfers Al","2","S","14505","AC","3177","101","32","WEST END","5","3","34356","MINOR",,,"5556","1990-01-01T00:00:00.000","39.1158525083836","-84.5237529811497","660","13380","FINDLAY ST"
"91","139","1918","1918","HAM15401","2384126492723847234300","Cincinnati","Migno1917","Cinti2015","Mignon Av","Roadway","Shaffer Av","1918","Kling Av","2","S","8008","AC","23681","816","31","WESTWOOD","5","3","26089","MINOR",,,"10423","1990-01-01T00:00:00.000","39.1466310266618","-84.5950672769875","3315","63129","MIGNON AV"
"59","301","7878","7877","HAM08281","3303077298033033752950","Cincinnati","Findl7877","Cinti2015","Findlay St","Roadway","Linn St","7878","Werner St","2","S","14512","AC","6885","226","31","WEST END","5","3","33969","MINOR",,,"5550","1990-01-01T00:00:00.000","39.1160791518898","-84.5272104659529","661","13381","FINDLAY ST"
"59","301","7878","7877","HAM08281","3303077298033033752950","Cincinnati","Findl7877","Cinti2015","Findlay St","Roadway","Linn St","7878","Werner St","2","S","14512","AC","6885","226","31","WEST END","5","3","33969","MINOR",,,"5550","1990-01-01T00:00:00.000","39.1161433314253","-84.5282611255946","661","13382","FINDLAY ST"
"91","139","1918","1918","HAM15401","2384126492723847234300","Cincinnati","Migno1917","Cinti2015","Mignon Av","Roadway","Shaffer Av","1918","Kling Av","2","S","8008","AC","23681","816","31","WESTWOOD","5","3","26089","MINOR",,,"10423","1990-01-01T00:00:00.000","39.1466414450325","-84.5950891903012","3315","63130","MIGNON AV"
"23","285","2287","2287","HAM08183","3302787300933030772980","Cincinnati","Findl2286","Cinti2015","Findlay St","Roadway","Werner St","2287","Baymiller St","2","S","14513","AC","7890","257","32","WEST END","5","3","32290","MINOR",,,"5534","1990-01-01T00:00:00.000","39.1161433314253","-84.5282611255946","662","13383","FINDLAY ST"
"23","285","2287","2287","HAM08183","3302787300933030772980","Cincinnati","Findl2286","Cinti2015","Findlay St","Roadway","Werner St","2287","Baymiller St","2","S","14513","AC","7890","257","32","WEST END","5","3","32290","MINOR",,,"5534","1990-01-01T00:00:00.000","39.1161889971105","-84.5288785084153","662","13384","FINDLAY ST"
