"asset","assetnhood","distance_traveled","heading","id_ham_pvmnt_plygn","latitude","loadts","longitude","odometer","ppolylabel","reasons","reasons_text","speed","streetfrom","streetto","time"
"445","WEST PRICE HILL","0","W","S-HAM03726","39.119492","20210104112712","-84.602401","20144.6","RELLEUM AV","10","Motion Start","5.3","GLENWAY AV","COVEDALE AV","20210104112709"
"482",,"0","NNE",,"39.266581","20210104104659","-84.601608","8602.2",,"9","Motion Stop","0.0",,,"20210104104657"
"319","MOUNT AUBURN","0.1","E","S-HAM20206","39.122313","20210104081909","-84.506528","33203.1","ALBION PL","10","Motion Start","2.8","AUBURN AV","GILMAN AV","20210104081906"
"395","WALNUT HILLS","0.6","NNE","S-HAM21627","39.133678","20210104120232","-84.487635","40235.8","GILBERT AV","10","Motion Start","9.0","BEECHER ST","E MARTIN LUTHER KING JR DR","20210104120229"
"450","RIVERSIDE","0.1","W","S-HAM09843","39.078444","20210104081508","-84.600439","20051.6","HILLSIDE AV","9","Motion Stop","0.0","MCGINNIS AV","TYLER ST","20210104081504"
"41","ROSELAWN","1.8","E","S-HAM36767","39.196355","20210104083434","-84.455862","34842.6","BLACKSTONE PL","10","Motion Start","6.7","BROOKCREST DR","TERM E OF BROOKCREST DR","20210104083431"
"229",,"1.1","SEE","S-HAM52868","39.188423","20210104105717","-84.642833","90257.8","I-74 EB EXWY","11","Standard Event","65.2","HARRISON RD TO I-74 EB EXWY RAMP","I-74 EB EXWY TO NORTH BEND RD RAMP","20210104105605"
"388","EAST PRICE HILL","0.2","SSW","I-GJ10153079","39.100918","20210104090558","-84.569719","31922.2","BASSETT RD & FAIRBANKS AV","10","Motion Start","5.7",,,"20210104090555"
"334","MOUNT AUBURN","0.6","NNE","S-HAM27881","39.113154","20210104085519","-84.502347","24243.6","READING RD","11","Standard Event","7.9","CITY STEPS","READING RD TO I-71 NB RAMP","20210104085445"
"448","WEST PRICE HILL","0","SSW","S-HAM01944","39.111555","20210104151603","-84.591638","20877.9","LUSITANIA AV","9","Motion Stop","0.0","ST LAWRENCE AV","MIDLAND AV","20210104151600"
"102",,"0","E",,"39.269562","20210104125203","-84.596639","75242.8",,"11","Standard Event","6.9",,,"20210104124919"
"241","ENGLISH WOODS","0.6","SSE","I-GJ11883491","39.1379","20210104071225","-84.548524","55619","HOPPLE ST & WESTWOOD NORTHERN BLVD & BEEKMAN ST","9","Motion Stop","0.0",,,"20210104071222"
"371","WEST END","0.6","E","I-GJ14153179","39.108985","20210104131648","-84.523329","32353.6","EZZARD CHARLES DR & JOHN ST","10","Motion Start","5.0",,,"20210104131644"
"318",,"3","NE","S-HAM52812","39.21683","20210104122100","-84.670827","15183.5","I-275 EB EXWY","11","Standard Event","36.6","I-74 WB TO I-275 EB RAMP","I-275 EB TO RRCC EB RAMP","20210104121905"
"261","CBD/RIVERFRONT","0","S","S-HAM27639","39.099428","20210104102320","-84.517495","55936.4","PLUM ST","10","Motion Start","3.0","W 4TH ST","PERRY ST","20210104102317"
"262","OVER-THE-RHINE","0.1","W","S-HAM21672","39.112918","20210104113737","-84.517367","62783.5","W LIBERTY ST","10","Motion Start","4.7","GOOSE AL","RACE ST","20210104113734"
"63","MADISONVILLE","0.3","E","S-HAM00504","39.163674","20210104023956","-84.393835","99222.9","CHANDLER ST","11","Standard Event","16.2","RAVENNA ST","WHETSEL AV","20210104023935"
"298","MOUNT LOOKOUT","0.1","W","S-HAM66457","39.130297","20210104123608","-84.437106","26603.4","ALPINE TER","11","Standard Event","8.9","ALPINE TER","PAXTON AV","20210104123414"
"158","COLLEGE HILL","0.1","N","S-HAM37992","39.198478","20210104103518","-84.532155","138664.3","CAPRI DR","11","Standard Event","8.7","TERM S OF TAHITI DR","TAHITI DR","20210104103424"
"313","BOND HILL","0.6","SWW","S-HAM30583","39.175222","20210104121228","-84.48943","26576.7","SR 562 WB TO I-75 SB EXWY RAMP","11","Standard Event","34.8","SR 562 WB","I-75 SB EXWY RAMP","20210104121037"
"241","EAST PRICE HILL","0.3","S","S-HAM39386","39.12044","20210104074422","-84.560188","55621.4","PATRICK DR","9","Motion Stop","0.0","MICKEY AV","TERM N OF MICKEY AV","20210104074418"
"438","PENDLETON","0.4","S","S-HAM19098","39.107942","20210104105422","-84.509431","24370.9","E CENTRAL PKWY","9","Motion Stop","0.0","SYCAMORE ST","EGGLESTON AV","20210104105418"
"464","LOWER PRICE HILL","0","N","S-HAM08725","39.103626","20210104102135","-84.550838","8837.8","BURNS ST","11","Standard Event","13.0","STORRS ST","HATMAKER ST","20210104102132"
"291",,"1.3","NEE","S-HAM28847","39.196734","20210104092816","-84.661426","18487.8","HARRISON RD TO I-74 EB EXWY RAMP","11","Standard Event","29.1","HARRISON RD","I-74 EB EXWY RAMP","20210104092813"
"365",,"0","SW",,"39.158283","20210104130427","-84.538609","86159.3",,"12,10",,"6.2",,,"20210104130424"
"480","EAST PRICE HILL","0","W","S-HAM02223","39.108605","20210104091702","-84.57407","7664.4","WIEMAN AV","9","Motion Stop","0.0","OLIVE AV","OAKLAND AV","20210104091659"
"301","CUF","0.1","SE","I-GJ13543478","39.13614","20210104072502","-84.529288","49600","RIDDLE RD & DECKEBACH AV","10","Motion Start","7.4",,,"20210104072459"
"450","SAYLER PARK","0","SE","S-HAM00250","39.106112","20210104093150","-84.686673","20059.5","GRACELY DR","11","Standard Event","14.6","HUEY AV","MERIDIAN ST","20210104093125"
"410","WINTON HILLS","0.9","NNW","S-HAM00116","39.1801","20210104043947","-84.510815","88161.6","WINNESTE AV","11","Standard Event","19.3","CRAFT ST","TOPRIDGE PL","20210104043704"
"301","NORTHSIDE","0","NW","S-HAM52881","39.161444","20210104112727","-84.574324","49613.8","I-74 WB EXWY","11","Standard Event","48.9","I-74 WB EXWY TO MONTANA AV RAMP","I-74 WB TO NORTH BEND RD RAMP","20210104112252"
"373","OVER-THE-RHINE","0","NW","I-GJ14933150","39.106119","20210104110629","-84.514268","46658.8","VINE ST & E COURT ST & W COURT ST","11","Standard Event","11.2",,,"20210104110618"
"250","CAMP WASHINGTON","1.1","S","S-HAM25554","39.140909","20210104095909","-84.541763","106869.5","SPRING GROVE AV","11","Standard Event","28.6","ETHAN AV","BATES AV","20210104095830"
"250","CAMP WASHINGTON","0.1","SWW","I-GJ12693486","39.13716","20210104134910","-84.539262","106891.6","HOPPLE ST & GARRARD AV","10","Motion Start","9.3",,,"20210104134907"
"92","OVER-THE-RHINE","0.6","N","S-HAM09074","39.109568","20210104113959","-84.511686","88002.1","MAIN ST","11","Standard Event","16.8","GREAR AL","E 13TH ST","20210104113911"
"469","QUEENSGATE","0.8","S","S-HAM08708","39.104856","20210104091915","-84.536363","68325.9","DALTON AV","9","Motion Stop","0.0","W 9TH ST","GEST ST","20210104091913"
"393","EAST END","0","NW","S-HAM19022","39.117959","20210104083627","-84.44251","33806.9","RIVERSIDE DR","11","Standard Event","21.7","SETCHELL ST","STRADER AV","20210104083546"
"469","QUEENSGATE","0.2","SEE","S-HAM52558","39.101841","20210104092110","-84.534566","68326.1","DALTON AV","11","Standard Event","34.2","LINN ST","CARR ST","20210104091957"
"395","WEST END","0.1","S","I-GJ14473156","39.106938","20210104081529","-84.519643","40227.3","CENTRAL PKWY & CHARLES ST","11","Standard Event","26.7",,,"20210104081426"
"387","WEST END","0","W","S-HAM27427","39.119845","20210104141515","-84.534632","10710","BANK ST","10","Motion Start","5.6","PORTER AL","BANK ST TO I-75 NB EXWY RAMP","20210104141511"
"291",,"0.3","N",,"39.158069","20210104135134","-84.404263","18518.6",,"10","Motion Start","3.3",,,"20210104135108"
"262","OVER-THE-RHINE","0.5","S","S-HAM25852","39.107277","20210104113911","-84.516216","62783.9","RACE ST","10","Motion Start","5.4","W CENTRAL PKWY","W 12TH ST","20210104113910"
"250","NORTHSIDE","0.3","E","S-HAM07372","39.158755","20210104142202","-84.544816","106894.4","HOFFNER ST","9","Motion Stop","0.0","COLERAIN AV","WEBER PL","20210104142159"
"255",,"1.1","NEE","I-GJ07552954","39.090316","20210104083914","-84.600297","197568.4","GLENHAVEN DR & MT ALVERNO RD & PEDRETTI AV","10","Motion Start","5.0",,,"20210104083911"
"445","WEST PRICE HILL","0","W","S-HAM03726","39.119479","20210104112907","-84.602929","20144.6","RELLEUM AV","9","Motion Stop","0.0","GLENWAY AV","COVEDALE AV","20210104112906"
"380","NORTHSIDE","1.2","SE","I-GJ12383677","39.154414","20210103232926","-84.542256","22670.7","COLERAIN AV & SPRING GROVE AV","10","Motion Start","3.1",,,"20210103232925"
"449","HEIGHTS","0.7","W","S-HAM21480","39.128183","20210104110859","-84.514519","18181.5","CALHOUN ST","10","Motion Start","4.2","DENNIS ST","OHIO AV","20210104110856"
"96",,"0","N",,"39.142288","20210104101640","-84.534462","15888.4",,"6","Cold Start","0.0",,,"20210104101607"
"298",,"0.4","NEE",,"39.13169","20210104093515","-84.461014","26588.1",,"10","Motion Start","4.1",,,"20210104093512"
"93","COLLEGE HILL","1.1","N","I-GJ11414159","39.197704","20210104005536","-84.551629","16737","CEDAR AV & LATHROP PL","9","Motion Stop","0.0",,,"20210104005534"
"482","SAYLER PARK","0.3","SE","S-HAM11110","39.120737","20210104115038","-84.696993","8624.2","FERNBANK AV","9","Motion Stop","0.0","DAHLIA AV","UNNAMED PRIVATE RD","20210104115036"
"420",,"0.9","W","S-HAM50261","39.140133","20210104142251","-84.525879","8146.4","W MARTIN LUTHER KING JR DR","11","Standard Event","32.6","DIXMYTH AV","HOPPLE ST","20210104142141"
"450","SAYLER PARK","0","NE","S-HAM00334","39.114111","20210104120239","-84.687079","20066.5","TWAIN AV","10","Motion Start","4.4","HOME CITY AV","HILLSIDE AV","20210104120236"
"445","WEST PRICE HILL","0","SE","S-HAM01835","39.122753","20210104085148","-84.595958","20140.2","PROSPERITY PL","9","Motion Stop","0.0","ASHBROOK DR","FERGUSON RD","20210104085145"
"328",,"0","NW",,"39.142432","20210104120154","-84.534243","73805.2",,"10","Motion Start","3.7",,,"20210104120150"
"374",,"0.7","S",,"39.272936","20210104134444","-84.597274","34088.3",,"10","Motion Start","3.0",,,"20210104134442"
"197","LOWER PRICE HILL","1.4","S","I-GJ11633160","39.10802","20210104085925","-84.552382","82713.1","STATE AV & GEST ST","10","Motion Start","7.5",,,"20210104085921"
"481","EAST PRICE HILL","0","NNE","S-HAM12963","39.099536","20210104084602","-84.564102","7907","CONSIDINE AV","10","Motion Start","8.8","CAMERON PL","BASSETT RD","20210104084600"
"307","WEST PRICE HILL","0.6","S","I-GJ08953203","39.112477","20210104084737","-84.583202","32987.4","ROSEMONT AV & WESTHAVEN AV","11","Standard Event","31.1",,,"20210104084712"
"250","QUEENSGATE","2.3","SEE","S-HAM38179","39.10053","20210104103459","-84.541553","106877.5","W MEHRING WY","9","Motion Stop","0.0","W 6TH EB ST TO W MEHRING WY RAMP","TERM W OF W 6TH EB ST TO W MEHRING WY RAMP","20210104103456"
"200","CUF","1.1","NNW","S-HAM27344","39.132929","20210104122038","-84.532038","36612.1","CENTRAL PKWY","11","Standard Event","36.2","MARSHALL AV","W MARTIN LUTHER KING JR DR","20210104121850"
"457","NORTHSIDE","0","SWW","S-HAM07257","39.158994","20210104082634","-84.536768","5973.2","WILLIAM P DOOLEY BYPS","11","Standard Event","43.5","OLD LUDLOW AV","MAD ANTHONY ST","20210104082425"
"457","NORTHSIDE","0.6","NEE","S-HAM07511","39.159612","20210104081257","-84.531567","5968.3","SPRING GROVE AV","11","Standard Event","42.3","DANE AV","CRAWFORD AV","20210104081143"
"474","EVANSTON","1.9","NE","S-HAM26394","39.145873","20210104083041","-84.468213","3333.6","MONTGOMERY RD","11","Standard Event","18.5","RUTLAND AV","DANA AV","20210104083031"
"305","WESTWOOD","2.5","NNW","S-HAM15374","39.148327","20210104114521","-84.597954","44873.6","HARRISON AV","9","Motion Stop","0.0","KLING AV","MONTANA AV","20210104114518"
"300","LOWER PRICE HILL","0.5","N","S-HAM61452","39.102617","20210104102330","-84.554898","50827","MARYLAND AV","11","Standard Event","8.5","ELBERON AV","TERM N OF ELBERON AV","20210104102232"
"100",,"1.1","SSE","S-HAM28685","39.257691","20210104133550","-84.601553","79025.4","COLERAIN RD","11","Standard Event","25.4","I-275 WB EXWY TO COLERAIN RD RAMP","DRY RIDGE RD","20210104133330"
"451","EAST PRICE HILL","2.1","NEE","S-HAM02014","39.115285","20210104130018","-84.563618","156048.1","PURCELL AV","10","Motion Start","6.3","GLENWAY AV","LEHMAN RD","20210104130016"
"445","WEST PRICE HILL","0.1","NNW","S-HAM03558","39.124451","20210104142715","-84.603296","20182.9","GLENWAY AV","11","Standard Event","28.1","SIDNEY RD","WEST HIGH ST","20210104142624"
"373",,"0","NEE",,"39.103522","20210104105630","-84.515623","46658.1",,"11","Standard Event","9.3",,,"20210104105605"
"228",,"0","NEE",,"39.142466","20210103221059","-84.533796","212990.7",,"11","Standard Event","6.3",,,"20210103221023"
"449","CUF","0.1","SEE","S-HAM39242","39.127763","20210104084500","-84.528344","18176.1","CLYBOURN PL","10","Motion Start","5.4","FAIRVIEW AV","TERM NW OF FAIRVIEW AV","20210104084458"
"483","OVER-THE-RHINE","0.2","E","S-HAM08995","39.110435","20210104082947","-84.514388","8376.5","MERCER ST","9","Motion Stop","0.0","BOOTS AL","RODNEY AL","20210104082946"
"158","SOUTH FAIRMOUNT","1.7","S","S-HAM08111","39.123586","20210104091505","-84.55155","138650.2","SELIM AV","10","Motion Start","3.5","NORTHSIDE AV","WESTWOOD AV","20210104091502"
"197",,"0.1","N",,"39.147598","20210104113350","-84.548799","82726.6",,"9","Motion Stop","0.0",,,"20210104113349"
"260","EAST PRICE HILL","0.1","SSW","S-HAM01716","39.105723","20210104113808","-84.558006","52032.6","MT HOPE AV","10","Motion Start","5.0","W 8TH ST","PRICE AV","20210104113805"
"215","MOUNT AIRY","0.4","NNW","S-HAM59691","39.200128","20210104094637","-84.579175","94574.5","COLERAIN AV","11","Standard Event","29.0","ROBERS AV","TERM NW OF","20210104094457"
"215",,"0","SWW",,"39.147119","20210104092122","-84.548372","94569.8",,"10","Motion Start","1.4",,,"20210104092120"
"466",,"0.6","SE",,"39.123091","20210104094232","-84.590153","7285.6",,"9","Motion Stop","0.0",,,"20210104094229"
"318",,"0.6","N",,"39.270525","20210104123225","-84.593321","15190",,"11","Standard Event","16.8",,,"20210104123223"
"318","WEST END","0.2","W","S-HAM08373","39.116081","20210104094410","-84.526332","15165","FINDLAY ST","11","Standard Event","5.2","BAUMAN ST","KEYWITT AL","20210104094401"
"293","WINTON HILLS","1","NNW","S-HAM00116","39.180306","20210104043912","-84.511031","19785.3","WINNESTE AV","11","Standard Event","20.5","CRAFT ST","TOPRIDGE PL","20210104043711"
"465","LOWER PRICE HILL","0","W","S-HAM08767","39.107318","20210104145940","-84.541793","8977.6","GEST ST","11","Standard Event","26.7","DALTON AV","EVANS ST","20210104145803"
"206","OVER-THE-RHINE","0","S","I-GJ14333226","39.113617","20210104103155","-84.521208","156593.8","CENTRAL PKWY & W LIBERTY ST","10","Motion Start","7.7",,,"20210104103152"
"153",,"0","SEE",,"39.14695","20210104150708","-84.548486","140593.7",,"11","Standard Event","10.3",,,"20210104150617"
"309",,"1.9","SSW","S-HAM25692","39.179356","20210104135508","-84.495252","23533.8","VINE ST","11","Standard Event","33.6","SPRING GROVE AV","MURRAY RD","20210104135238"
"484","WEST PRICE HILL","0.1","W","S-HAM02236","39.111275","20210104102955","-84.600206","7464.1","RAPID RUN RD","10","Motion Start","4.9","OVERLOOK AV","CORONADO AV","20210104102952"
"418",,"0","SWW","S-HAM53489","39.140731","20210104102036","-84.532895","40130.1","BATES AV","10","Motion Start","3.7","CLIFTON COLONY DR","TERM W OF CLIFTON COLONY DR","20210104102036"
"240","CAMP WASHINGTON","0.1","SWW","S-HAM25597","39.135932","20210104105758","-84.536845","95438.9","RACHEL ST","9","Motion Stop","0.0","HENSHAW AV","COLERAIN AV","20210104105755"
"445","WEST PRICE HILL","0","SEE","S-HAM37149","39.12443","20210104100439","-84.5957","20141.5","ASHBROOK DR","9","Motion Stop","0.0","HARDWICK DR","TERM NW OF HARDWICK DR","20210104100438"
"298","OVER-THE-RHINE","0.3","S","S-HAM09072","39.108681","20210104132245","-84.51325","26611.8","WALNUT ST","9","Motion Stop","0.0","E 12TH ST","E 13TH ST","20210104132242"
"367","WINTON HILLS","1.9","W","S-HAM00156","39.190371","20210104044016","-84.5185","31226.4","DUTCH COLONY DR","11","Standard Event","24.2","HEBRON CT","WINTON RIDGE LN","20210104043954"
"480","WEST PRICE HILL","0.7","NNW","S-HAM03814","39.127553","20210104121127","-84.605406","7669.7","GLENWAY AV","11","Standard Event","27.7","SHIRLEY PL","BOUDINOT AV","20210104121109"
"255",,"0.4","SWW","S-HAM28793","39.2022","20210104145356","-84.715425","197627.2","HAMILTON CLEVES RD","11","Standard Event","47.0","SINGLETREE DR","I-74 EB TO HAMILTON CLVS RAMP","20210104145148"
"228",,"0.1","NWW",,"39.142578","20210103222203","-84.533836","212992",,"9","Motion Stop","0.0",,,"20210103222200"
"328","ENGLISH WOODS","1.4","SEE","I-GJ11883491","39.137764","20210104061319","-84.548698","73747.9","HOPPLE ST & WESTWOOD NORTHERN BLVD & BEEKMAN ST","10","Motion Start","5.0",,,"20210104061316"
"440","LOWER PRICE HILL","1.1","N","I-GJ11703160","39.107799","20210104052740","-84.551542","9509.4","GEST ST & DEPOT ST","9","Motion Stop","0.0",,,"20210104052736"
"317","WEST PRICE HILL","0","S","S-HAM37985","39.105766","20210104093835","-84.597303","38217.6","OVERLOOK AV","10","Motion Start","4.1","TERM SE OF PEDRETTI AV","PEDRETTI AV","20210104093832"
"318","WEST END","0","SWW","S-HAM25768","39.106941","20210104114859","-84.522384","15169.4","CHESTNUT ST","9","Motion Stop","0.0","CENTRAL AV","JOHN ST","20210104114858"
"328","COLLEGE HILL","1.2","NNE","S-HAM16889","39.200574","20210104001504","-84.561394","73697.7","MONTICELLO AV","11","Standard Event","16.8","BELMONT AV","CONNECTICUT AV","20210104001502"
"210","WEST PRICE HILL","0.5","E","S-HAM03823","39.118552","20210104100026","-84.605431","107388.2","CLEVES WARSAW PIKE","10","Motion Start","3.7","NANCY LEE LN","CINC|DELHTP CORPLINE","20210104100023"
"210","WEST PRICE HILL","0","N","S-HAM13571","39.114176","20210104095139","-84.610985","107387.5","GLENNA DR","9","Motion Stop","0.0","JUNIPER AV","HIGHVIEW DR","20210104095136"
"410","NORTHSIDE","0.3","SW","S-HAM29970","39.162166","20210104000749","-84.560367","88127.6","WEST FORK RD","11","Standard Event","10.6","HAYS AV","TODD AV","20210104000708"
"92","WEST END","2.2","SEE","I-GJ13313321","39.121779","20210104092214","-84.532422","87987.6","BRIGHTON BRIDGE APPROACH & CENTRAL AV & HARRISON AV & COLERAIN AV","9","Motion Stop","0.0",,,"20210104092211"
"92","SOUTH CUMMINSVILLE","0.2","E","S-HAM21878","39.14903","20210104075946","-84.547748","87973.5","MILLCREEK RD","11","Standard Event","12.4","LLEWELLYN ST","GERINGER ST","20210104075919"
"334","WALNUT HILLS","0","SEE","S-HAM38422","39.128379","20210104105123","-84.495618","24252.3","JUNE ST","9","Motion Stop","0.0","TERM W OF MAY ST","MAY ST","20210104105120"
"153","COLLEGE HILL","0","S","S-HAM18893","39.201683","20210104143354","-84.547716","140588.8","HAMILTON AV","10","Motion Start","3.5","AMBROSE AV","ELKTON PL","20210104143352"
"262",,"0.1","NW",,"39.147451","20210104144941","-84.548001","62801.1",,"7","Power Off","0.0",,,"20210104144938"
"100","WEST PRICE HILL","0.3","SSE","I-GJ07563266","39.118595","20210104115721","-84.599282","78999.1","CLEVES WARSAW PIKE & GUERLEY RD & GLENWAY AV","10","Motion Start","7.1",,,"20210104115718"
"72","AVONDALE","0","SSW","S-HAM19008","39.142892","20210104082727","-84.491954","108623.1","READING RD","11","Standard Event","31.7","PROSPECT PL","WINDHAM AV","20210104082600"
"480","WEST PRICE HILL","0","NEE","S-HAM03332","39.10993","20210104111159","-84.578069","7666.3","ST LAWRENCE AV","10","Motion Start","6.2","BEECH AV","ACADEMY AV","20210104111156"
"334","CORRYVILLE","0.2","W","S-HAM07856","39.12834","20210104100835","-84.504554","24248.5","WILLIAM H TAFT RD","10","Motion Start","4.5","BELLEVUE AV","HIGHLAND AV","20210104100831"
"127","WEST PRICE HILL","0.2","W","S-HAM13559","39.113491","20210104085438","-84.608158","115886.8","JUNIPER AV","10","Motion Start","8.0","SEIBEL LN","WOODBRIAR LN","20210104085436"
"466","WESTWOOD","0","SE","S-HAM32352","39.123131","20210104095631","-84.585632","7285.6","DUNHAM WY","11","Standard Event","23.0","GUERLEY RD","DUNHAM LN","20210104095443"
"336","EAST WALNUT HILLS","0.1","S","S-HAM32041","39.133071","20210104123901","-84.468673","22165.5","WOLD AV","11","Standard Event","6.5","MADISON RD","DEXTER AV","20210104123855"
"401","ROSELAWN","0","NE","S-HAM56537","39.196413","20210104131115","-84.472597","55540.6","SUMMIT RD","11","Standard Event","36.7","LEWIS DR","TERM NE OF","20210104130926"
"173","COLUMBIA TUSCULUM","1","NWW","S-HAM06990","39.116682","20210104110714","-84.437927","103926.6","COLUMBIA PKWY","11","Standard Event","34.2","DELTA AV","HOGE ST","20210104110701"
"48","NORTHSIDE","1.8","NNW","S-HAM18925","39.185859","20210103231919","-84.544875","97520.8","HAMILTON AV","11","Standard Event","42.3","ROCKFORD PL","SOUTHRIDGE LN","20210103231745"
"445","WEST PRICE HILL","0.4","N","S-HAM11747","39.123154","20210104114337","-84.606582","20145.1","COVEDALE AV","10","Motion Start","5.0","SUMTER AV","SIDNEY RD","20210104114335"
"399","SOUTH FAIRMOUNT","0.8","SSW","S-HAM08128","39.126546","20210104070629","-84.545574","36023.7","BEEKMAN ST","11","Standard Event","20.3","STATE AV","TREMONT ST","20210104070554"
"299","MOUNT LOOKOUT","0.1","SSW","S-HAM09524","39.127904","20210104101243","-84.416199","32524.4","HEEKIN AV","11","Standard Event","6.0","LE BLOND AV","SHATTUC AV","20210104101224"
"144","WEST PRICE HILL","0.2","N","S-HAM38007","39.106716","20210104080243","-84.587757","139304.1","PLEASURE DR","11","Standard Event","12.2","TERM SE OF W 8TH ST","W 8TH ST","20210104080228"
"153",,"0","N",,"39.147342","20210104103219","-84.548252","140572.8",,"12,9",,"0.0",,,"20210104103142"
"144","QUEENSGATE","2.6","NEE","B-3103129","39.101105","20210104095857","-84.525972","139321.7","W 6TH EB ST BRIDGE OVER GEST ST","11","Standard Event","45.7",,,"20210104095818"
"461","MADISONVILLE","0.6","N","S-HAM06608","39.151508","20210104132239","-84.392376","9101.8","WATTERSON ST","9","Motion Stop","0.0","ISLINGTON AV","BRAMBLE AV","20210104132238"
"486",,"2.3","S","S-HAM67136","39.11101","20210104100444","-84.536265","1958.3","DALTON AV","9","Motion Stop","0.0","KENNER ST","FLINT ST","20210104100441"
"456","LOWER PRICE HILL","0","W","S-HAM08767","39.107325","20210104110254","-84.542758","9385.2","GEST ST","11","Standard Event","37.9","DALTON AV","EVANS ST","20210104110206"
"298","MOUNT LOOKOUT","0.2","NWW","S-HAM66457","39.130838","20210104123608","-84.438347","26603.5","ALPINE TER","11","Standard Event","3.5","ALPINE TER","PAXTON AV","20210104123455"
"378","CAMP WASHINGTON","0.6","S","S-HAM21979","39.146135","20210103233154","-84.541393","12180.7","SPRING GROVE AV","11","Standard Event","27.3","ARLINGTON ST","BRASHEARS ST","20210103233039"
"367","NORTHSIDE","0.6","NEE","S-HAM29970","39.160546","20210104002508","-84.563246","31192.8","WEST FORK RD","11","Standard Event","4.3","HAYS AV","TODD AV","20210104002459"
"362","OAKLEY","2.5","NE","S-HAM61877","39.151363","20210104130556","-84.432728","23484.1","MADISON RD","9","Motion Stop","0.0","DRAKEWOOD DR","TERM NE OF","20210104130554"
"317","WEST PRICE HILL","0.2","N","S-HAM03374","39.108578","20210104151327","-84.598274","38261.3","PEDRETTI AV","9","Motion Stop","0.0","CARNATION AV","W 8TH ST","20210104151254"
"100","EAST PRICE HILL","0","S","S-HAM02365","39.103557","20210104083426","-84.570155","78991.4","WELLS ST","10","Motion Start","3.5","SEDLER ST","W 8TH ST","20210104083423"
"276","KENNEDY HEIGHTS","0.1","NNE","S-HAM11537","39.187359","20210104100641","-84.415834","80485.7","TYNE AV","10","Motion Start","4.3","MARY ANNE LN","MONTGOMERY RD","20210104100638"
"197","LOWER PRICE HILL","0","N","S-HAM01749","39.106442","20210104092616","-84.553898","82715.5","GLENWAY AV","11","Standard Event","28.6","W 8TH ST","WILDER AV","20210104092504"
"334","CORRYVILLE","0.1","S","S-HAM07975","39.130435","20210104095810","-84.501619","24247.9","BURNET AV","11","Standard Event","5.5","WILLIAM H TAFT RD","OAK ST","20210104095754"
"474","HYDE PARK","0","S","S-HAM17398","39.14037","20210104102209","-84.44841","3338.3","STETTINIUS AV","10","Motion Start","5.0","ERIE AV","MADISON RD","20210104102206"
"315","CAMP WASHINGTON","1.2","E","S-HAM56066","39.142981","20210104083558","-84.536739","51919.9","MONMOUTH AV","11","Standard Event","24.9","CENTRAL PKWY","WORKHOUSE DR","20210104083534"
"458","CBD/RIVERFRONT","0","SWW","S-HAM53142","39.1077","20210104103221","-84.510836","8311.5","E CENTRAL PKWY","11","Standard Event","8.7","MAIN ST","SYCAMORE ST","20210104103158"
"293",,"0","NNE",,"39.164044","20210104000752","-84.555585","19750.6",,"11","Standard Event","6.4",,,"20210104000613"
"124","SOUTH CUMMINSVILLE","1.5","W","S-HAM21878","39.149","20210104092435","-84.54682","36629.8","MILLCREEK RD","11","Standard Event","22.2","LLEWELLYN ST","GERINGER ST","20210104092347"
"255","NORTHSIDE","0.1","W","S-HAM29485","39.155872","20210104134725","-84.542411","197607.3","ELMORE ST","11","Standard Event","22.6","SPRING GROVE AV","ELMORE CT","20210104134623"
"317","WEST PRICE HILL","0","S","S-HAM54123","39.102564","20210104141614","-84.594318","38260","VIRGIL RD","9","Motion Stop","0.0","ROEBLING RD","CINC|DELHTP CORPLINE","20210104141610"
"100","EAST PRICE HILL","0.1","W","S-HAM38949","39.096344","20210104103251","-84.56842","78994.4","ROSECLIFF DR","11","Standard Event","7.4","CRESTLINE AV","TERM W OF CRESTLINE AV","20210104103234"
"262","CBD/RIVERFRONT","0.1","E","S-HAM09039","39.106546","20210104085248","-84.511691","62771.7","E COURT ST","11","Standard Event","6.9","BOWEN ST","COLEMAN AL","20210104085233"
"291","LINWOOD","1","NE","S-HAM64851","39.130075","20210104134152","-84.405192","18515.5","WOOSTER RD","11","Standard Event","36.3","WOOSTER ROAD BRIDGE","MIAMI AV","20210104134100"
"158","WEST PRICE HILL","0.2","E","S-HAM11745","39.12253","20210104080454","-84.605869","138637.9","HEUWERTH AV","11","Standard Event","12.0","GLENWAY AV","COVEDALE AV","20210104080422"
"302","CUF","0","SE","S-HAM19992","39.121561","20210104065705","-84.525679","50174.9","MOHAWK ST","9","Motion Stop","0.0","BYRON ST","RAVINE ST","20210104065657"
"137","EAST PRICE HILL","0.3","S","S-HAM09867","39.114874","20210104075354","-84.571443","137303.9","CARSON AV","11","Standard Event","11.2","WESSELS LN","MAYFIELD AV","20210104075323"
"334","WALNUT HILLS","0","SSW","S-HAM27987","39.130836","20210104120626","-84.494586","24257.3","MAY ST","9","Motion Stop","0.0","OAK ST","TUXEDO PL","20210104120623"
"450","SAYLER PARK","0.1","SWW","I-GJ00123125","39.107619","20210104092455","-84.685446","20059.4","PRESCOTT ST & MERIDIAN ST","10","Motion Start","4.3",,,"20210104092451"
"328","CBD/RIVERFRONT","0.9","E","S-HAM27588","39.097269","20210104094208","-84.521849","73776.1","W 3RD ST","11","Standard Event","7.5","US 42","GEST ST","20210104094205"
