"district","inclocation_x","latitude_x","longitude_x","cpd_neighborhood","sna_neighborhood","oid","rms_no","viccount","citystatezip","race","sex","age","type","dateoccurred","monthoccured","timeoccured","hroccured","dayoccurred","rmsdup","datetime","dstfull","zip","community_council_neighborhood"
"5","43XX WINTON RD","39.1665333492849","-84.5210171868996","SPRING GROVE VILLAGE","SPRING GROVE VILLAGE","5754","219030966","1",,"BLACK","MALE","21","NONFATAL","2021-12-12T12:00:00.000","DEC","200000","20","SUN","219030966","2021-12-12T20:00:00.000","DISTRICT 5",,"SPRING GROVE VILLAGE"
"3","47XX GREEN GLEN LN","39.123769844362","-84.5953182845898","WEST PRICE HILL","WEST PRICE HILL","5753","219030825","1",,"WHITE","MALE","28","NONFATAL","2021-12-11T12:00:00.000","DEC","043500","4","SAT","219030825","2021-12-11T04:35:00.000","DISTRICT 3",,"WEST PRICE HILL"
"4","X WEST 72ND ST","39.195982024592","-84.4780067359619","CARTHAGE","CARTHAGE","5752","219030802","1",,"BLACK","MALE","33","NONFATAL","2021-12-10T12:00:00.000","DEC","232500","23","FRI","219030802","2021-12-10T23:25:00.000","DISTRICT 4",,"CARTHAGE"
"4","30XX MENTOR AV","39.1339867649269","-84.4850442464548","AVONDALE","WALNUT HILLS","5751","219030720","1",,"BLACK","MALE","50","FATAL","2021-12-09T12:00:00.000","DEC","171600","17","THU","219030720","2021-12-09T17:16:00.000","DISTRICT 4",,"WALNUT HILLS"
,"I-7X N AT .08 MM","39.0992503279067","-84.5105362264138","CBD/RIVERFRONT","DOWNTOWN","5750","219030536","1",,"BLACK","MALE","42","NONFATAL","2021-12-07T12:00:00.000","DEC","182200","18","TUE","219030536","2021-12-07T18:22:00.000","CENTRAL BUSINESS SECTION",,"DOWNTOWN"
"3","31XX SUNSHINE AV","39.1438633345414","-84.5786108510233","WESTWOOD","WESTWOOD","5749","219030371","1",,"WHITE","MALE","55","NONFATAL","2021-12-05T12:00:00.000","DEC","222800","22","SUN","219030371","2021-12-05T22:28:00.000","DISTRICT 3",,"WESTWOOD"
"1","4XX E 13TH ST","39.1096853098451","-84.5082050299887","PENDLETON","PENDLETON","5748","219030360","1",,"BLACK","MALE","19","NONFATAL","2021-12-05T12:00:00.000","DEC","160000","16","SUN","219030360","2021-12-05T16:00:00.000","DISTRICT 1",,"PENDLETON"
"3","12XX AMANDA PL","39.1147173437014","-84.5883311185148","WEST PRICE HILL","WEST PRICE HILL","5747","219030270","1",,"BLACK","MALE","23","FATAL","2021-12-04T12:00:00.000","DEC","171100","17","SAT","219030270","2021-12-04T17:11:00.000","DISTRICT 3",,"WEST PRICE HILL"
"2","33XX FAIRFIELD AV","39.1396676766554","-84.4726434088403","EVANSTON","EVANSTON","5746","219030258","1",,"BLACK","MALE","21","NONFATAL","2021-12-04T12:00:00.000","DEC","164000","16","SAT","219030258","2021-12-04T16:40:00.000","DISTRICT 2",,"EVANSTON"
"5","57XX LANTANA AV","39.1969738420564","-84.5422046461302","COLLEGE HILL","COLLEGE HILL","5745","219029930","1",,"WHITE","FEMALE","37","NONFATAL","2021-12-01T12:00:00.000","DEC","091000","9","WED","219029930","2021-12-01T09:10:00.000","DISTRICT 5",,"COLLEGE HILL"
"5","I-7X AT 3-4 MM","39.1384196212644","-84.5343281218368","CAMP WASHINGTON","CAMP WASHINGTON","5744","219029777","1",,"BLACK","MALE","22","NONFATAL","2021-11-29T12:00:00.000","NOV","164500","16","MON","219029777","2021-11-29T16:45:00.000","DISTRICT 5",,"CAMP WASHINGTON"
"1","XX E CLIFTON AV","39.118015462299","-84.5156276587018","OVER-THE-RHINE","OVER-THE-RHINE","5743","219029686","1",,"BLACK","MALE","26","NONFATAL","2021-11-28T12:00:00.000","NOV","183000","18","SUN","219029686","2021-11-28T18:30:00.000","DISTRICT 1",,"MOUNT AUBURN"
"3","19XX SUTTER AV","39.1415781972523","-84.5568075063609","ENGLISH WOODS","ENGLISH WOODS","5742","219029623","1",,"BLACK","MALE","35","NONFATAL","2021-11-27T12:00:00.000","NOV","221000","22","SAT","219029623","2021-11-27T22:10:00.000","DISTRICT 3",,"ENGLISH WOODS"
"3","23XX FERGUSON RD","39.12748040946","-84.6007359568392","WESTWOOD","WESTWOOD","5741","219029614","1",,"BLACK","MALE","24","FATAL","2021-11-27T12:00:00.000","NOV","152700","15","SAT","219029614","2021-11-27T15:27:00.000","DISTRICT 3",,"WESTWOOD"
"3","24XX NOTTINGHAM RD","39.1574820347956","-84.5606309287887","FAYE APARTMENTS","VILLAGES AT ROLL HILL","5740","219029607","1",,"BLACK","MALE","5","NONFATAL","2021-11-27T12:00:00.000","NOV","161100","16","SAT","219029607","2021-11-27T16:11:00.000","DISTRICT 3",,"VILLAGES AT ROLL HILL"
"2","32XX GEIER DR","39.1640292954777","-84.4271244297943","OAKLEY","OAKLEY","5739","219029556","1",,"BLACK","MALE","22","NONFATAL","2021-11-26T12:00:00.000","NOV","194600","19","FRI","219029556","2021-11-26T19:46:00.000","DISTRICT 2",,"OAKLEY"
"3","22XX MONTANA AV","39.1553408620747","-84.5691932926201","WESTWOOD","WESTWOOD","5738","219029447","1",,"BLACK","MALE","17","NONFATAL","2021-11-25T12:00:00.000","NOV","022000","2","THU","219029447","2021-11-25T02:20:00.000","DISTRICT 3",,"EAST WESTWOOD"
"5","8XX DUTCH COLONY DR","39.1907465516905","-84.5194776934849","WINTON HILLS","WINTON HILLS","5736","219028787","2",,"BLACK","MALE","20","NONFATAL","2021-11-16T12:00:00.000","NOV","210500","21","TUE","219028787","2021-11-16T21:05:00.000","DISTRICT 5",,"WINTON HILLS"
"5","8XX DUTCH COLONY DR","39.1898065516905","-84.5183676934849","WINTON HILLS","WINTON HILLS","5735","219028787","2",,"BLACK","MALE","22","NONFATAL","2021-11-16T12:00:00.000","NOV","210500","21","TUE","219028787","2021-11-16T21:05:00.000","DISTRICT 5",,"WINTON HILLS"
"1","8XX YORK ST","39.118151070365","-84.5288443582438","WEST END","WEST END","5734","219028732","1",,"BLACK","MALE","23","NONFATAL","2021-11-16T12:00:00.000","NOV","092500","9","TUE","219028732","2021-11-16T09:25:00.000","DISTRICT 1",,"WEST END"
"5","X CLINTON SPRINGS LN","39.1581200706324","-84.5056353612157","CLIFTON","CLIFTON","5732","219028695","1",,"BLACK","MALE","33","NONFATAL","2021-11-15T12:00:00.000","NOV","200000","20","MON","219028695","2021-11-15T20:00:00.000","DISTRICT 5",,"CLIFTON"
,"10XX SYCAMORE ST","39.1069852359361","-84.5090604200267","CBD/RIVERFRONT","DOWNTOWN","5733","219028705","1",,"UNKNOWN","MALE","21","NONFATAL","2021-11-15T12:00:00.000","NOV","213500","21","MON","219028705","2021-11-15T21:35:00.000","CENTRAL BUSINESS SECTION",,"DOWNTOWN"
"1","5XX FINDLAY ST","39.1157770881831","-84.5275677070705","WEST END","WEST END","5731","219028521","2",,"BLACK","MALE","23","NONFATAL","2021-11-13T12:00:00.000","NOV","190500","19","SAT","219028521","2021-11-13T19:05:00.000","DISTRICT 1",,"WEST END"
"1","5XX FINDLAY ST","39.1162570881831","-84.5267077070705","WEST END","WEST END","5730","219028521","2",,"BLACK","MALE","44","NONFATAL","2021-11-13T12:00:00.000","NOV","190500","19","SAT","219028521","2021-11-13T19:05:00.000","DISTRICT 1",,"WEST END"
"5","17XX CASEY DR","39.1778102919167","-84.5474803837743","NORTHSIDE","COLLEGE HILL","5729","219028000","1",,"BLACK","MALE","34","FATAL","2021-11-07T12:00:00.000","NOV","123000","12","SUN","219028000","2021-11-07T12:30:00.000","DISTRICT 5",,"NORTHSIDE"
"3","15XX QUEEN CITY AV","39.1262807987077","-84.5481985775012","SOUTH FAIRMOUNT","SOUTH FAIRMOUNT","5728","219027977","1",,"BLACK","MALE","17","FATAL","2021-11-06T12:00:00.000","NOV","223200","22","SAT","219027977","2021-11-06T22:32:00.000","DISTRICT 3",,"SOUTH FAIRMOUNT"
"1","XX E MCMICKEN AV","39.1155272725024","-84.5154179387441","OVER-THE-RHINE","OVER-THE-RHINE","5727","219027569","1",,"BLACK","MALE","49","NONFATAL","2021-11-02T12:00:00.000","NOV","131800","13","TUE","219027569","2021-11-02T13:18:00.000","DISTRICT 1",,"OTR"
"2","16XX RUTH AV","39.1391745753217","-84.4749561910681","EVANSTON","EVANSTON","5726","219027352","1",,"BLACK","MALE","23","NONFATAL","2021-10-31T12:00:00.000","OCT","010000","1","SUN","219027352","2021-10-31T01:00:00.000","DISTRICT 2",,"EVANSTON"
"3","8XX ELBERON AV","39.1070433156706","-84.5655692657865","EAST PRICE HILL","EAST PRICE HILL","5725","219027303","2",,"BLACK","MALE","23","NONFATAL","2021-10-30T12:00:00.000","OCT","015200","1","SAT","219027303","2021-10-30T01:52:00.000","DISTRICT 3",,"EAST PRICE HILL"
"3","8XX ELBERON AV","39.1056233156706","-84.5657692657865","EAST PRICE HILL","EAST PRICE HILL","5724","219027303","2",,"WHITE","FEMALE","34","FATAL","2021-10-30T12:00:00.000","OCT","015200","1","SAT","219027303","2021-10-30T01:52:00.000","DISTRICT 3",,"EAST PRICE HILL"
"5","12XX W GALBRAITH RD","39.2166387826755","-84.5321918847591","COLLEGE HILL","COLLEGE HILL","5722","219027114","1",,"BLACK","MALE","42","FATAL","2021-10-28T12:00:00.000","OCT","005900","0","THU","219027114","2021-10-28T00:59:00.000","DISTRICT 5",,"COLLEGE HILL"
"5","58XX SHADYMIST LN","39.2028015573576","-84.5776753098472","MT AIRY","MT. AIRY","5723","219027153","1",,"BLACK","MALE","74","NONFATAL","2021-10-28T12:00:00.000","OCT","142000","14","THU","219027153","2021-10-28T14:20:00.000","DISTRICT 5",,"MOUNT AIRY"
"1","9XX LIBERTY ST","39.1147434320486","-84.5295351402434","WEST END","WEST END","5721","219027099","1",,"BLACK","MALE","31","NONFATAL","2021-10-27T12:00:00.000","OCT","212900","21","WED","219027099","2021-10-27T21:29:00.000","DISTRICT 1",,"WEST END"
"5","51XX HAWAIIAN TER","39.184299287885","-84.5664862198168","MOUNT AIRY","MT. AIRY","5720","219027090","1",,"BLACK","MALE","40","FATAL","2021-10-27T12:00:00.000","OCT","200500","20","WED","219027090","2021-10-27T20:05:00.000","DISTRICT 5",,"MOUNT AIRY"
"1","14XX LINN ST","39.1113810666553","-84.5274829702462","WEST END","WEST END","5719","219027089","2",,"WHITE","MALE","65","NONFATAL","2021-10-27T12:00:00.000","OCT","212900","21","WED","219027089","2021-10-27T21:29:00.000","DISTRICT 1",,"WEST END"
"1","14XX LINN ST","39.1104010666553","-84.5269629702462","WEST END","WEST END","5718","219027089","2",,"BLACK","MALE","24","NONFATAL","2021-10-27T12:00:00.000","OCT","212900","21","WED","219027089","2021-10-27T21:29:00.000","DISTRICT 1",,"WEST END"
"5","63XX DALY RD","39.2046645460808","-84.5326765664885","COLLEGE HILL","COLLEGE HILL","5717","219027047","1",,"BLACK","MALE","39","NONFATAL","2021-10-27T12:00:00.000","OCT","133400","13","WED","219027047","2021-10-27T13:34:00.000","DISTRICT 5",,"COLLEGE HILL"
"4","20XX E SEYMOUR AV","39.1833854042381","-84.4565817127869","BOND HILL","BOND HILL","5716","219026983","1",,"BLACK","MALE","24","NONFATAL","2021-10-26T12:00:00.000","OCT","200500","20","TUE","219026983","2021-10-26T20:05:00.000","DISTRICT 4",,"ROSELAWN"
"2","17XX KINNEY AV","39.1373578380935","-84.4739886458539","EVANSTON","EVANSTON","5712","219026725","1",,"BLACK","MALE","43","NONFATAL","2021-10-23T12:00:00.000","OCT","192700","19","SAT","219026725","2021-10-23T19:27:00.000","DISTRICT 2",,"EVANSTON"
"2","33XX ALAMO AV","39.1618317016768","-84.4237470361816","OAKLEY","OAKLEY","5715","219026733","2",,"BLACK","FEMALE","37","NONFATAL","2021-10-23T12:00:00.000","OCT","214000","21","SAT","219026733","2021-10-23T21:40:00.000","DISTRICT 2",,"OAKLEY"
"2","33XX ALAMO AV","39.1631417016768","-84.4246970361816","OAKLEY","OAKLEY","5714","219026733","2",,"BLACK","MALE","18","NONFATAL","2021-10-23T12:00:00.000","OCT","214000","21","SAT","219026733","2021-10-23T21:40:00.000","DISTRICT 2",,"OAKLEY"
"1","2XX W MCMICKEN AV","39.1200695507164","-84.5230609381341","OVER-THE-RHINE","OVER-THE-RHINE","5713","219026726","1",,"BLACK","MALE","44","NONFATAL","2021-10-23T12:00:00.000","OCT","192000","19","SAT","219026726","2021-10-23T19:20:00.000","DISTRICT 1",,"OTR"
"3","10XX PARKSON PL","39.1103052825457","-84.5588550110571","EAST PRICE HILL","EAST PRICE HILL","5711","219026669","1",,"BLACK","MALE","19","NONFATAL","2021-10-22T12:00:00.000","OCT","211600","21","FRI","219026669","2021-10-22T21:16:00.000","DISTRICT 3",,"EAST PRICE HILL"
"4","67XX LEEDS LN","39.2190378022582","-84.4806559216185","HARTWELL","HARTWELL","5710","219026663","1",,"BLACK","MALE","37","NONFATAL","2021-10-22T12:00:00.000","OCT","222500","22","FRI","219026663","2021-10-22T22:25:00.000","DISTRICT 4",,
"2","31XX HARVARD AV","39.135268772767","-84.4768122240953","EVANSTON","EVANSTON","5708","219026525","2",,"BLACK","MALE","21","NONFATAL","2021-10-21T12:00:00.000","OCT","134000","13","THU","219026525","2021-10-21T13:40:00.000","DISTRICT 2",,"EVANSTON"
"2","31XX HARVARD AV","39.134708772767","-84.4761822240953","EVANSTON","EVANSTON","5709","219026525","2",,"BLACK","MALE","19","NONFATAL","2021-10-21T12:00:00.000","OCT","134000","13","THU","219026525","2021-10-21T13:40:00.000","DISTRICT 2",,"EVANSTON"
"5","30XX COLERAIN AV","39.1373753738265","-84.5369100815307","CAMP WASHINGTON","CAMP WASHINGTON","5707","219026406","1",,"BLACK","MALE","24","NONFATAL","2021-10-20T12:00:00.000","OCT","131000","13","WED","219026406","2021-10-20T13:10:00.000","DISTRICT 5",,"CAMP WASHINGTON"
"3","17XX ELMORE ST","39.1563536677581","-84.5488378622454","SOUTH CUMMINSVILLE","SOUTH CUMMINSVILLE","5706","219026264","1",,"BLACK","MALE","21","NONFATAL","2021-10-18T12:00:00.000","OCT","223000","22","MON","219026264","2021-10-18T22:30:00.000","DISTRICT 3",,"SOUTH CUMMINSVILLE"
"1","XX E MCMICKEN AV","39.1156712410035","-84.5156258718907","OVER-THE-RHINE","OVER-THE-RHINE","5705","219026135","1",,"BLACK","MALE","38","FATAL","2021-10-17T12:00:00.000","OCT","043600","4","SUN","219026135","2021-10-17T04:36:00.000","DISTRICT 1",,"OTR"
"5","42XX CHERRY ST","39.1644435723218","-84.5431795606599","NORTHSIDE","NORTHSIDE","5704","219026124","1",,"BLACK","FEMALE","32","NONFATAL","2021-10-17T12:00:00.000","OCT","022900","2","SUN","219026124","2021-10-17T02:29:00.000","DISTRICT 5",,"NORTHSIDE"
"1","13XX LINN ST","39.1098608902223","-84.5280967352546","WEST END","WEST END","5703","219026112","1",,"BLACK","MALE","19","NONFATAL","2021-10-16T12:00:00.000","OCT","220200","22","SAT","219026112","2021-10-16T22:02:00.000","DISTRICT 1",,"WEST END"
"3","4XX PURCELL AV","39.0988417536154","-84.5645262378059","EAST PRICE HILL","EAST PRICE HILL","5702","219026093","1",,"BLACK","FEMALE","18","FATAL","2021-10-16T12:00:00.000","OCT","110600","11","SAT","219026093","2021-10-16T11:06:00.000","DISTRICT 3",,"EAST PRICE HILL"
"4","15XX YARMOUTH AV","39.1739991463382","-84.4681291507439","BOND HILL","BOND HILL","5701","219026077","1",,"BLACK","MALE","20","NONFATAL","2021-10-16T12:00:00.000","OCT","120000","12","SAT","219026077","2021-10-16T12:00:00.000","DISTRICT 4",,"BOND HILL"
"3","38XX BOUDINOT AV","39.159191383397","-84.6018399924227","WESTWOOD","WESTWOOD","5700","219026070","1",,"BLACK","MALE","23","NONFATAL","2021-10-16T12:00:00.000","OCT","035400","3","SAT","219026070","2021-10-16T03:54:00.000","DISTRICT 3",,"WESTWOOD"
"4","47XX PADDOCK RD","39.1711246971856","-84.4778265601206","BOND HILL","BOND HILL","5699","219026038","1",,"BLACK","MALE","21","NONFATAL","2021-10-15T12:00:00.000","OCT","220000","22","FRI","219026038","2021-10-15T22:00:00.000","DISTRICT 4",,"PADDOCK HILLS"
"1","17XX JOHN ST","39.1143558263901","-84.5251819426272","WEST END","WEST END","5698","219026034","1",,"BLACK","MALE","38","NONFATAL","2021-10-15T12:00:00.000","OCT","201300","20","FRI","219026034","2021-10-15T20:13:00.000","DISTRICT 1",,"WEST END"
"3","9XX CHATEAU AV","39.1070817523589","-84.5596729045738","EAST PRICE HILL","EAST PRICE HILL","5697","219026032","1",,"WHITE","FEMALE","41","NONFATAL","2021-10-15T12:00:00.000","OCT","203000","20","FRI","219026032","2021-10-15T20:30:00.000","DISTRICT 3",,"EAST PRICE HILL"
"5","XX CRAFT ST","39.1780911998878","-84.5102856423758","WINTON HILLS","WINTON HILLS","5696","219025949","1",,"BLACK","MALE","39","FATAL","2021-10-14T12:00:00.000","OCT","182000","18","THU","219025949","2021-10-14T18:20:00.000","DISTRICT 5",,"WINTON HILLS"
"2","16XX JONATHAN AVE","39.1417015935107","-84.4723926845153","EVANSTON","EVANSTON","5695","219025829","1",,"UNKNOWN","MALE","16","FATAL","2021-10-13T12:00:00.000","OCT","011300","1","WED","219025829","2021-10-13T01:13:00.000","DISTRICT 2",,"EVANSTON"
"4","18XX LAWN AVE","39.1697850930757","-84.4636539729347","BOND HILL","BOND HILL","5694","219025821","1",,"BLACK","MALE","13","NONFATAL","2021-10-13T12:00:00.000","OCT","172000","17","WED","219025821","2021-10-13T17:20:00.000","DISTRICT 4",,"BOND HILL"
"2","35XX MONTGOMERY RD","39.1440018115991","-84.4690024637215","EVANSTON","EVANSTON","5693","219025721","1",,"BLACK","MALE","39","FATAL","2021-10-12T12:00:00.000","OCT","19000113044800","4","TUE","219025721","2021-10-25T04:48:00.000","DISTRICT 2",,"EVANSTON"
"1","17XX JOHN ST","39.1144658263901","-84.5247219426272","WEST END","WEST END","5692","219025629","3",,"BLACK","MALE","38","NONFATAL","2021-10-11T12:00:00.000","OCT","194300","19","MON","219025629","2021-10-11T19:43:00.000","DISTRICT 1",,"WEST END"
"1","17XX JOHN ST","39.1157758263901","-84.5244719426272","WEST END","WEST END","5691","219025629","3",,"BLACK","MALE","37","FATAL","2021-10-11T12:00:00.000","OCT","194300","19","MON","219025629","2021-10-11T19:43:00.000","DISTRICT 1",,"WEST END"
"1","17XX JOHN ST","39.1155458263901","-84.5249819426272","WEST END","WEST END","5690","219025629","3",,"BLACK","FEMALE","25","FATAL","2021-10-11T12:00:00.000","OCT","194300","19","MON","219025629","2021-10-11T19:43:00.000","DISTRICT 1",,"WEST END"
"2","32XX GILBERT AV","39.1378706347453","-84.4767960533156","EVANSTON","EVANSTON","5689","219025618","1",,"BLACK","MALE","20","NONFATAL","2021-10-11T12:00:00.000","OCT","195800","19","MON","219025618","2021-10-11T19:58:00.000","DISTRICT 2",,"EVANSTON"
"3","27XX ANDERSON FERRY RD","39.1346979930014","-84.6132743356571","WESTWOOD","WESTWOOD","5688","219025519","1",,"WHITE","MALE","37","NONFATAL","2021-10-10T12:00:00.000","OCT","214500","21","SUN","219025519","2021-10-10T21:45:00.000","DISTRICT 3",,"WESTWOOD"
"5","I-7X AT 19-1 MM","39.1609513618049","-84.5530981617421","NORTHSIDE","VILLAGES AT ROLL HILL","5687","219025468","1",,"UNKNOWN","MALE","25","NONFATAL","2021-10-10T12:00:00.000","OCT","094500","9","SUN","219025468","2021-10-10T09:45:00.000","DISTRICT 5",,"SOUTH CUMMINSVILLE"
"3","28XX WESTKNOLLS LN","39.1376854397655","-84.5764407899523","WESTWOOD","WESTWOOD","5683","219025430","1",,"BLACK","MALE","17","NONFATAL","2021-10-09T12:00:00.000","OCT","19050930","0","SAT","219025430","2027-07-10T00:00:00.000","DISTRICT 3",,"WESTWOOD"
"4","26XX VINE ST","39.1294494453036","-84.5098725429741","CORRYVILLE","CORRYVILLE","5684","219025441","3",,"UNKNOWN","MALE","43","NONFATAL","2021-10-09T12:00:00.000","OCT","201500","20","SAT","219025441","2021-10-09T20:15:00.000","DISTRICT 4",,"CORRYVILLE"
"4","26XX VINE ST","39.1294794453036","-84.5091625429741","CORRYVILLE","CORRYVILLE","5686","219025441","3",,"BLACK","MALE","23","NONFATAL","2021-10-09T12:00:00.000","OCT","201500","20","SAT","219025441","2021-10-09T20:15:00.000","DISTRICT 4",,"CORRYVILLE"
"4","26XX VINE ST","39.1294194453036","-84.5103625429741","CORRYVILLE","CORRYVILLE","5685","219025441","3",,"BLACK","FEMALE","23","NONFATAL","2021-10-09T12:00:00.000","OCT","201500","20","SAT","219025441","2021-10-09T20:15:00.000","DISTRICT 4",,"CORRYVILLE"
"4","77XX READING RD","39.2026245478331","-84.4558857365968","ROSELAWN","ROSELAWN","5682","219025390","1",,"WHITE","MALE","31","FATAL","2021-10-08T12:00:00.000","OCT","214700","21","FRI","219025390","2021-10-08T21:47:00.000","DISTRICT 4",,"ROSELAWN"
"1","14XX WESTERN AV","39.1113131454042","-84.5330224096589","WEST END","QUEENSGATE","5680","219025208","2",,"WHITE","FEMALE","56","NONFATAL","2021-10-07T12:00:00.000","OCT","062400","6","THU","219025208","2021-10-07T06:24:00.000","DISTRICT 1",,"WEST END"
"1","14XX WESTERN AV","39.1110231454042","-84.5312824096589","WEST END","QUEENSGATE","5681","219025208","2",,"WHITE","MALE","39","NONFATAL","2021-10-07T12:00:00.000","OCT","062400","6","THU","219025208","2021-10-07T06:24:00.000","DISTRICT 1",,"WEST END"
"1","8XX W LIBERTY ST","39.1145793082924","-84.5290223408052","WEST END","WEST END","5679","219024986","2",,"BLACK","MALE","18","NONFATAL","2021-10-04T12:00:00.000","OCT","233400","23","MON","219024986","2021-10-04T23:34:00.000","DISTRICT 1",,"WEST END"
"1","8XX W LIBERTY ST","39.1139893082924","-84.5287823408052","WEST END","WEST END","5678","219024986","2",,"BLACK","MALE","13","NONFATAL","2021-10-04T12:00:00.000","OCT","233400","23","MON","219024986","2021-10-04T23:34:00.000","DISTRICT 1",,"WEST END"
"4","17XX SEYMOUR AV","39.1894887002851","-84.4635644652895","ROSELAWN","ROSELAWN","5677","219024955","1",,"BLACK","MALE","17","NONFATAL","2021-10-04T12:00:00.000","OCT","164100","16","MON","219024955","2021-10-04T16:41:00.000","DISTRICT 4",,"BOND HILL"
"1","5XX DERRICK TURNBOW AV","39.1118570938928","-84.5253923301325","WEST END","WEST END","5676","219024854","1",,"BLACK","MALE","20","NONFATAL","2021-10-03T12:00:00.000","OCT","201400","20","SUN","219024854","2021-10-03T20:14:00.000","DISTRICT 1",,"WEST END"
"1","6XX W MEHRING WY","39.0948449480054","-84.5232611719717","QUEENSGATE","QUEENSGATE","5675","219024714","1",,"UNKNOWN","MALE","59","FATAL","2021-10-02T12:00:00.000","OCT","010000","1","SAT","219024714","2021-10-02T01:00:00.000","DISTRICT 1",,"QUEENSGATE"
"1","7XX WADE ST","39.1132305187132","-84.5254989590431","WEST END","WEST END","5674","219024487","1",,"BLACK","MALE","27","NONFATAL","2021-09-30T12:00:00.000","SEP","004700","0","THU","219024487","2021-09-30T00:47:00.000","DISTRICT 1",,"WEST END"
"4","8XX LEXINGTON AV","39.1450899086745","-84.4877836448435","AVONDALE","AVONDALE","5671","219024276","1",,"BLACK","MALE","18","FATAL","2021-09-27T12:00:00.000","SEP","162800","16","MON","219024276","2021-09-27T16:28:00.000","DISTRICT 4",,"AVONDALE"
"4","30XX ALMS PL","39.1316960138472","-84.4841326446848","WALNUT HILLS","WALNUT HILLS","5673","219024289","1",,"BLACK","MALE","65","FATAL","2021-09-27T12:00:00.000","SEP","220000","22","MON","219024289","2021-09-27T22:00:00.000","DISTRICT 4",,"WALNUT HILLS"
"2","54XX WARD ST","39.1651282890782","-84.3918930154144","MADISONVILLE","MADISONVILLE","5672","219024287","1",,"BLACK","MALE","39","NONFATAL","2021-09-27T12:00:00.000","SEP","221000","22","MON","219024287","2021-09-27T22:10:00.000","DISTRICT 2",,"MADISONVILLE"
"4","78XX NEWBEDFORD AV","39.2059384628258","-84.4576452248705","ROSELAWN","ROSELAWN","5670","219024223","1",,"BLACK","MALE","30","NONFATAL","2021-09-27T12:00:00.000","SEP","103000","10","MON","219024223","2021-09-27T10:30:00.000","DISTRICT 4",,"ROSELAWN"
