"uniqueid","work_type","display_agency","number_key","comp_type","comp_type_desc","sub_type","sub_type_desc","entered_date","data_status","data_status_display","status_class","city_id","x_coord","y_coord","url","last_updated","yn_activity_report","latitude","longitude","neighborhood","full_address","city_county"
"2017858","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400456","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-08-18T00:00:00.000",,"Renewal of Previous Year Registration","OPEN","CINC","1378770","413246","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400456","2015-11-18T00:00:00.000","Y","39.1159812737294","-84.5786947033346","WEST PRICE HILL",,
"2041526","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400578","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-10-13T00:00:00.000",,"Renewal of Previous Year Registration","OPEN","CINC","1383362","408970","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400578","2015-11-18T00:00:00.000","Y","39.1045329757977","-84.5621702108198","EAST PRICE HILL",,
"2039216","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400575","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-10-09T00:00:00.000",,"Renewal of Previous Year Registration","OPEN","CINC","1411534","442098","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400575","2015-11-18T00:00:00.000","Y","39.1971931911532","-84.4654581119817","ROSELAWN",,
"2034080","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400528","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-09-16T00:00:00.000",,"Renewal of Previous Year Registration","OPEN","CINC","1375041","409108","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400528","2015-11-18T00:00:00.000","Y","39.104386354986","-84.5914963105424","WEST PRICE HILL",,
"2024022","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400520","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-09-09T00:00:00.000",,"Case Closed - Building Occupied","CLOS","CINC","1396641","416352","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400520","2015-11-18T00:00:00.000","Y","39.1256195168323","-84.51596820415","CUF",,
"2058494","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400722","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-12-16T00:00:00.000",,"Case Closed - Building Occupied","CLOS","CINC","1415974","421125","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400722","2015-11-18T00:00:00.000","Y","39.1398864522998","-84.448198280023","HYDE PARK",,
"2010731","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400440","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-08-07T00:00:00.000",,"Case Closed - Building Occupied","CLOS","CINC","1436493","397871","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400440","2015-11-18T00:00:00.000","Y","39.0772454627323","-84.3741682365022","MT. WASHINGTON",,
"2047568","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400598","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-10-23T00:00:00.000",,"Case Closed - Building Vacant","CLOS","CINC","1426136","438068","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400598","2015-11-17T00:00:00.000","Y","39.1869919056118","-84.413643913566","KENNEDY HEIGHTS",,
"2034078","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400526","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-09-16T00:00:00.000",,"Case Closed - Building Vacant","CLOS","CINC","1389151","445550","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400526","2015-11-17T00:00:00.000","Y","39.2053042728404","-84.5446940295593","COLLEGE HILL",,
"2034996","VACANT FORECLOSED PROPTY PROGRAM","Cincinnati Trade and Development","VFP1400541","CBHVFPR","Vacant Foreclosed Property Registration","FORECLOS","Foreclosed Property","2014-09-23T00:00:00.000",,"Case Closed - Building Vacant","CLOS","CINC","1424053","413124","http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400541","2015-11-17T00:00:00.000","Y","39.1183984690953","-84.4191209999372","LINWOOD",,
