"work_type","work_subtype","display_agency","number_key","comp_type","comp_type_desc","sub_type","sub_type_desc","entered_date","data_status","data_status_display","status_class","city_id","x_coord","y_coord","url","last_updated","yn_activity_report","neighborhood","latitude","longitude","full_address","city_county"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201246","FPCDCODE","Code Enforcement (Forest Park)","TALGROFP","Tall grass /Occupied property","2022-08-17T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1390328","473202","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201246","2022-08-22T00:00:00.000","Y","N/A","39.2812798774751","-84.5427488486984","1565 JONQUILMEADOW DR","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201251","FPCDCODE","Code Enforcement (Forest Park)","TREE_T_S","Tree/Shrub trim","2022-08-17T00:00:00.000","VIOLATN","Violation Letter","OPEN","FRST","1400542","476050","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201251","2022-08-17T00:00:00.000","Y","N/A","39.2897261880948","-84.5068971895289","819 FAIRBORN RD","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201249","FPCDCODE","Code Enforcement (Forest Park)","TALGROFP","Tall grass /Occupied property","2022-08-17T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1392691","476296","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201249","2022-08-26T00:00:00.000","Y","N/A","39.2899190832401","-84.534649199592","1411 W KEMPER RD","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201248","FPCDCODE","Code Enforcement (Forest Park)","TALGROFP","Tall grass /Occupied property","2022-08-17T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1392533","476321","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201248","2022-08-26T00:00:00.000","Y","N/A","39.2899779304731","-84.5352093020232","1402 KINGSBURY DR","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201235","FPCDCODE","Code Enforcement (Forest Park)","LTRPRVFP","Litter Private Property","2022-08-16T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1400285","470323","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201235","2022-08-26T00:00:00.000","Y","N/A","39.2739902981346","-84.5073552169565","11029 CORONA RD","CNTY"
"CODE ENFORCEMENT",,"City of Blue Ash","BAC2200194","BACDCODE","Blue Ash Property Code","TALGROBA","Grass or weed, too tall","2022-08-16T00:00:00.000","HGW NOTC",,"OPEN","BLUE","1434767","452225","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BAC2200194","2022-08-16T00:00:00.000","N","N/A","39.2263515645195","-84.3842418959449","4534 LESLIE AV","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201226","FPCDCODE","Code Enforcement (Forest Park)","TREE_T_H","Trim Tree/Shrub in ROW trim","2022-08-16T00:00:00.000","VIOLATN","Violation Letter","OPEN","FRST","1398406","475315","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201226","2022-08-16T00:00:00.000","Y","N/A","39.2875780945736","-84.5143843844306","913 GALLATIN CT","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201229","FPCDCODE","Code Enforcement (Forest Park)","TALGRVFP","Tall Grass -Vacant","2022-08-16T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1399518","475454","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201229","2022-08-22T00:00:00.000","Y","N/A","39.2880276766058","-84.510467448721","904 GRETNA LN","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201227","FPCDCODE","Code Enforcement (Forest Park)","TALGROFP","Tall grass /Occupied property","2022-08-16T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1399396","475493","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201227","2022-08-22T00:00:00.000","Y","N/A","39.2881272703181","-84.5109014553343","912 GRETNA LN","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201238","FPCDCODE","Code Enforcement (Forest Park)","LTRPRVFP","Litter Private Property","2022-08-16T00:00:00.000","CITATION","Citation","OPEN","FRST","1400120","471707","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201238","2022-09-01T00:00:00.000","Y","N/A","39.2777792108101","-84.5080466374371","800 NORTHLAND BLVD","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201231","FPCDCODE","Code Enforcement (Forest Park)","VEHINOFP","Vehicle Inoperable/ Junk Prkd","2022-08-16T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1400542","476050","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201231","2022-09-07T00:00:00.000","Y","N/A","39.2897261880948","-84.5068971895289","819 FAIRBORN RD","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201224","FPCDCODE","Code Enforcement (Forest Park)","HSEPNTFP","Building, Paint Stain","2022-08-16T00:00:00.000","VIOLATN","Violation Letter","OPEN","FRST","1400664","476951","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201224","2022-08-16T00:00:00.000","Y","N/A","39.2922068097568","-84.5065369749471","781 SMILEY AV","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201245","FPCDCODE","Code Enforcement (Forest Park)","GRBSTRFP","Storage of Garbage","2022-08-16T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1401212","472091","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201245","2022-08-19T00:00:00.000","Y","N/A","39.2788998690449","-84.50422005251","750 DANBURY RD","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201233","FPCDCODE","Code Enforcement (Forest Park)","TALGROFP","Tall grass /Occupied property","2022-08-16T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1400243","470796","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201233","2022-08-26T00:00:00.000","Y","N/A","39.275286087325","-84.5075406867397","11091 CORONA RD","CNTY"
"CODE ENFORCEMENT","Property Enforcement","City of Forest Park","FPC2201244","FPCDCODE","Code Enforcement (Forest Park)","LTRPRVFP","Litter Private Property","2022-08-16T00:00:00.000","COMPLNCE","Closed - In Compliance","OPEN","FRST","1401950","472422","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FPC2201244","2022-08-24T00:00:00.000","Y","N/A","39.2798533831595","-84.5016394829943","721 WAYCROSS RD","CNTY"
