"stop_id","lastupdate","stop_name","latitude","longitude","street","crossroad","position_","direction","status","location"
"343","2020-10-07T00:00:00.000","Dollar General","29.64523094","-82.2936928","Hawthorne RD","SE 24th ST","Nearside","West","Active","POINT (-82.2936928 29.64523094)"
"1301","2021-02-17T00:00:00.000","Stoneridge Apartments","29.61851945","-82.37269734","SW 34th ST","SW 39th BLVD","Nearside","South","Active","POINT (-82.37269734 29.61851945)"
"1","2020-08-24T00:00:00.000","Rosa Parks Downtown Station","29.64556734","-82.32269681","SE 3rd ST","SE 3rd ST","Nearside","North","Active","POINT (-82.32269681 29.64556734)"
"1057","2021-06-08T00:00:00.000","Linton Oaks Neighborhood","29.64318674","-82.40819003","SW 61st ST","SW 10th PL","Farside","North","Active","POINT (-82.40819003 29.64318674)"
"763","2019-11-27T00:00:00.000","Publix @ N Main Street","29.66376429","-82.32458618","N Main ST","NE 14th AVE","Farside","South","Active","POINT (-82.32458618 29.66376429)"
"920","2019-12-04T00:00:00.000","GRU Administration Building","29.64841357","-82.32146051","SE 4th AVE","SE 4th ST","Nearside","West","Active","POINT (-82.32146051 29.64841357)"
"134","2021-07-02T00:00:00.000","Norwood Neighborhood","29.63637452","-82.31723972","SE 4th ST","SE 14th LN","Farside","North","Suspended","POINT (-82.31723972 29.63637452)"
"1542","2020-04-01T00:00:00.000","The Polos Southwest Entrance","29.61357757","-82.35993945","SW 40th Pl","SW 25th Ter","Nearside","East","Active","POINT (-82.35993945 29.61357757)"
"677","2021-05-10T00:00:00.000","The Landings Apartments","29.618568","-82.340371","SW 13th ST","SW 36th PL","Farside","South","Active","POINT (-82.340371 29.618568)"
"482","2019-11-19T00:00:00.000","University of Florida Energy Research","29.62789494","-82.35930918","SW 23rd TER","Archer RD","Farside","South","Active","POINT (-82.35930918 29.62789494)"
"557","2021-06-04T00:00:00.000","NE 9th Street @ NE 3rd Avenue","29.65420459","-82.31468404","NE 9th ST","NE 3rd AVE","Farside","North","Active","POINT (-82.31468404 29.65420459)"
"1352","2020-02-05T00:00:00.000","Forest Park","29.6329738","-82.38911929","SW 43rd ST","SW 21st PL","Farside","North","Active","POINT (-82.38911929 29.6329738)"
"249","2021-03-10T00:00:00.000","Georgetown Apartments","29.6668006","-82.34052118","NW 16th AVE","NW 13th ST","Farside","West","Active","POINT (-82.34052118 29.6668006)"
"727","2019-11-27T00:00:00.000","Oasis Carwash","29.68860624","-82.32784941","NW 39th AVE","NW 6th ST","Nearside","West","Active","POINT (-82.32784941 29.68860624)"
"803","2019-11-27T00:00:00.000","UF Counseling and Wellness Center","29.64230641","-82.3689536","Radio RD","Bledsoe DR","Nearside","West","Active","POINT (-82.3689536 29.64230641)"
"1040","2021-06-08T00:00:00.000","Okito America","29.60210729","-82.41547584","Archer RD","SW 69th TER","Nearside","West","Active","POINT (-82.41547584 29.60210729)"
"1408","2021-05-28T00:00:00.000","Westbound NW 5th AVE @ NW 17th ST","29.65584739","-82.34454084","NW 5th AVE","NW 17th ST","Nearside","West","Active","POINT (-82.34454084 29.65584739)"
"167","2021-06-11T00:00:00.000","Newberry Rd @ NW 51st St","29.65833394","-82.39689833","Newberry RD","NW 51st ST","Farside","West","Active","POINT (-82.39689833 29.65833394)"
"947","2020-06-09T00:00:00.000","Gainesville Place Apartments @ SW 35th Place","29.61968251","-82.36507941","SW 35th PL","SW 28th TER","Farside","East","Active","POINT (-82.36507941 29.61968251)"
"1002","2019-12-04T00:00:00.000","Santa Fe College @ NW 83rd Street","29.68060993","-82.43026999","NW 83rd ST","NW 31st AVE","Nearside","North","Active","POINT (-82.43026999 29.68060993)"
"324","2019-11-12T00:00:00.000","Eastside High School","29.639827","-82.27243","SE 43rd ST","SE 13th AVE","Farside","North","Active","POINT (-82.27243 29.639827)"
"396","2021-06-08T00:00:00.000","NW 34th St @ NW 53rd Ave","29.70273643","-82.36496801","NW 34th ST","NW 29th ST","Nearside","North","Active","POINT (-82.36496801 29.70273643)"
"1497","2020-10-07T00:00:00.000","Alachua School Bus Parking Lot","29.64857171","-82.300287","SE Hawthorne Rd","SE 20th St","Farside","West","Active","POINT (-82.300287 29.64857171)"
"1387","2020-02-11T00:00:00.000","Sable Chase Neighborhood","29.68877336","-82.37455097","NW 39th AVE","NW 35th ST","Nearside","West","Active","POINT (-82.37455097 29.68877336)"
"434","2021-05-10T00:00:00.000","Direct Auto Insurance","29.664547","-82.339285","NW 13th ST","NW 14th AVE","Farside","South","Active","POINT (-82.339285 29.664547)"
"1013","2019-12-05T00:00:00.000","Pine Woods Apartments","29.68854768","-82.39126286","NW 39th AVE","NW 45th ST","Nearside","East","Active","POINT (-82.39126286 29.68854768)"
"1502","2020-03-24T00:00:00.000","Northbound Metcalfe Elementary School","29.66828465","-82.30574735","NE 15th St","NE 18th Ave","Nearside","North","Active","POINT (-82.30574735 29.66828465)"
"7","2021-06-17T00:00:00.000","Infinity Hall","29.65031427","-82.33460268","SW 2nd AVE","SW 10th ST","Nearside","West","Active","POINT (-82.33460268 29.65031427)"
"1186","2020-01-14T00:00:00.000","Lakeside Residential Building","29.64125278","-82.36422348","Museum RD","Radio RD","Farside","South","Active","POINT (-82.36422348 29.64125278)"
"624","2019-11-20T00:00:00.000","Sunny Food Mart","29.65938254","-82.31019822","NE 8th AVE","NE 12th ST","Farside","West","Active","POINT (-82.31019822 29.65938254)"
"175","2021-06-11T00:00:00.000","Oaks Mall @ SW 62nd Street Northbound","29.657894","-82.408798","NW 62nd ST","Newberry RD","Nearside","North","Active","POINT (-82.408798 29.657894)"
"364","2021-06-08T00:00:00.000","Publix @ NW 13th Street and W University Ave","29.65374","-82.339101","NW 13th ST","W University AVE","Farside","North","Active","POINT (-82.339101 29.65374)"
"516","2019-11-19T00:00:00.000","Quail Ridge Neighborhood","29.67430277","-82.41797849","NW 23rd AVE","NW 71st ST","Nearside","West","Active","POINT (-82.41797849 29.67430277)"
"1192","2020-01-14T00:00:00.000","Turlington Hall","29.648079","-82.343575","Newell DR","Union RD","Farside","South","Active","POINT (-82.343575 29.648079)"
"608","2019-11-20T00:00:00.000","Northbound NE 25th Street @ NE 6th Avenue","29.65713327","-82.29227303","NE 25th ST","NE 6th AVE","Farside","North","Active","POINT (-82.29227303 29.65713327)"
"899","2017-08-08T00:00:00.000","Michelle Garden Apartments","29.66658375","-82.30568848","NE 16th AVE","NE 15th ST","Nearside","West","Active","POINT (-82.30568848 29.66658375)"
"714","2020-07-06T00:00:00.000","Boulware Charter School","29.6738115","-82.3082771","NE 23rd AVE","NE 14th ST","Nearside","East","Active","POINT (-82.3082771 29.6738115)"
"844","2017-08-08T00:00:00.000","Maguire Field","29.6409678","-82.36924759","Bledsoe DR","Radio RD","Nearside","North","Active","POINT (-82.36924759 29.6409678)"
"388","2019-11-13T00:00:00.000","Assembly of Gods Church","29.68872401","-82.36650984","NW 39th AVE","NW 29th TER","Farside","West","Active","POINT (-82.36650984 29.68872401)"
"938","2019-12-04T00:00:00.000","Maguire Village @ SW 34th Street","29.64243211","-82.37264884","SW 34th ST","Radio RD","Nearside","South","Active","POINT (-82.37264884 29.64243211)"
"306","2019-11-12T00:00:00.000","Eastbound University Avenue @ SE 24th Street","29.65177477","-82.29373886","E University AVE","SE 24th ST","Nearside","East","Active","POINT (-82.29373886 29.65177477)"
"822","2019-11-27T00:00:00.000","Palm Garden of Gainesville","29.64988594","-82.40664133","SW 62nd BLVD","SW 4th PL","Nearside","North","Active","POINT (-82.40664133 29.64988594)"
"1467","2020-03-19T00:00:00.000","NE 18th St @ NE 8th Ave","29.65892469","-82.30173143","NE 18 ST","NE 8th Ave","Farside","South","Active","POINT (-82.30173143 29.65892469)"
"1169","2020-01-14T00:00:00.000","Northwood Pines Neighborhood","29.704937","-82.360048","NW 34th ST","NW 25th TER","Nearside","North","Active","POINT (-82.360048 29.704937)"
"12","2018-10-03T00:00:00.000","Norman Field @ SW 8th Avenue","29.64495627","-82.33809468","SW 8th AVE","SW 12th ST","Farside","West","Active","POINT (-82.33809468 29.64495627)"
"1507","2016-03-02T00:00:00.000","UF & Shands at Springhill","29.68898608","-82.4344755","NW 39th Ave","NW 83rd St","Farside","West","Proposed","POINT (-82.4344755 29.68898608)"
"523","2019-11-20T00:00:00.000","Shenandoah Neighborhood","29.6740746","-82.42518282","NW 23rd AVE","NW 77th TER","Farside","East","Active","POINT (-82.42518282 29.6740746)"
"522","2019-11-20T00:00:00.000","The Pentecostals of Gainesville","29.67422327","-82.42841316","NW 23rd AVE","NW 83rd ST","Farside","East","Active","POINT (-82.42841316 29.67422327)"
"84","2021-06-11T00:00:00.000","SE 15th Street @ SE 13th Place","29.63904543","-82.30579603","SE 15th ST","SE 13th PL","Farside","North","Active","POINT (-82.30579603 29.63904543)"
"1594","2021-08-25T00:00:00.000","AT&T Store @ NW 4th Place","29.6562723","-82.4087125","NW 4th Place","NW 62nd Street","Nearside","West","Active","POINT (-82.4087125 29.6562723)"
"739","2019-11-27T00:00:00.000","Eastbound NW 39th Avenue @ NW 10th Street","29.68842063","-82.33446234","NW 39th AVE","NW 10th ST","Farside","East","Active","POINT (-82.33446234 29.68842063)"
"758","2019-11-27T00:00:00.000","David's BBQ","29.67285138","-82.31984135","NE 2nd ST","NE 23rd AVE","Farside","South","Active","POINT (-82.31984135 29.67285138)"
"201","2021-06-11T00:00:00.000","West University Ave @ SW 13th St","29.65198277","-82.33823035","W University AVE","SW 13th ST","Farside","East","Active","POINT (-82.33823035 29.65198277)"
"699","2021-06-08T00:00:00.000","Alachua County Supervisor of Elections","29.65633995","-82.32492072","N Main ST","NE 6th AVE","Farside","North","Active","POINT (-82.32492072 29.65633995)"
"1083","2020-10-07T00:00:00.000","Cricket Club Apartments","29.64793527","-82.42229716","SW 75th ST","SW 8th AVE","Nearside","North","Active","POINT (-82.42229716 29.64793527)"
"986","2019-12-04T00:00:00.000","Bank of America @ NW 43rd Street","29.6777446","-82.388858","NW 43rd ST","NW 27th LN","Nearside","North","Active","POINT (-82.388858 29.6777446)"
"666","2019-11-27T00:00:00.000","Health Science Center Administration","29.63739039","-82.3430339","SW 16th ST","SW 16th AVE","Nearside","South","Active","POINT (-82.3430339 29.63739039)"
"1105","2020-01-08T00:00:00.000","Cricket Club Apartments","29.64811325","-82.42253801","SW 75th ST","SW 8th AVE","Nearside","South","Active","POINT (-82.42253801 29.64811325)"
"965","2019-12-04T00:00:00.000","Gator Corner Dining","29.64853144","-82.35011418","Stadium RD","Gale Lemerand DR","Nearside","East","Active","POINT (-82.35011418 29.64853144)"
"1019","2020-10-07T00:00:00.000","St. Michael's Day School","29.67212113","-82.38910801","NW 43rd ST","NW 23rd AVE","Farside","South","Active","POINT (-82.38910801 29.67212113)"
"1264","2020-01-16T00:00:00.000","Cottage Grove Apartments at Gainesville","29.60950178","-82.34185652","SW 13th ST","SW Williston RD","Farside","South","Active","POINT (-82.34185652 29.60950178)"
"1305","2020-02-05T00:00:00.000","Best Buy @ Butler Plaza","29.621497","-82.380736","SW 37th BLVD","Windmeadows BLVD","Nearside","North","Active","POINT (-82.380736 29.621497)"
"1492","2020-09-02T00:00:00.000","Lowe's @ Butler Plaza Westbound","29.62386136","-82.38131131","Windmeadows Blvd","Clark Butler Blvd","Nearside","West","Active","POINT (-82.38131131 29.62386136)"
"468","2019-11-14T00:00:00.000","Parking & Transportation Services","29.63979111","-82.35038735","Gale Lemerand DR","Mowry RD","Farside","North","Active","POINT (-82.35038735 29.63979111)"
"744","2019-11-27T00:00:00.000","Wade Raulerson Honda Dealership","29.68830659","-82.31852102","NE 39th AVE","N Main ST","Farside","East","Active","POINT (-82.31852102 29.68830659)"
"217","2019-11-06T00:00:00.000","Big Ron's Yoga","29.66099543","-82.33080268","NW 6th ST","NW 10th AVE","Nearside","North","Active","POINT (-82.33080268 29.66099543)"
"1285","2020-01-29T00:00:00.000","Southbound Fort Clarke Boulevard @ Eagle Point","29.669047","-82.43736","Fort Clarke BLVD","NW 17th PL","Nearside","South","Active","POINT (-82.43736 29.669047)"
"929","2019-12-04T00:00:00.000","O'Connell Center @ Stadium Road","29.6485231","-82.35048301","Stadium RD","Gale Lemerand DR","Farside","West","Active","POINT (-82.35048301 29.6485231)"
"1121","2021-06-02T00:00:00.000","Radiant Credit Union @ Archer Rd","29.60508744","-82.40924596","Archer RD","SW 63rd BLVD","Nearside","East","Active","POINT (-82.40924596 29.60508744)"
"255","2019-11-07T00:00:00.000","Burlington @ NW 13th Street","29.67746376","-82.33896085","NW 13th ST","NW 26th PL","Farside","North","Active","POINT (-82.33896085 29.67746376)"
"1525","2020-09-02T00:00:00.000","Northbound NW 34th St @ NW 31st Blvd","29.68658377","-82.3722623","NW 34th St","NW 31st Blvd","Nearside","North","Active","POINT (-82.3722623 29.68658377)"
"553","2021-06-04T00:00:00.000","Alachua County Library Headquarters","29.65176577","-82.32231769","SE 3rd ST","E University AVE","Nearside","North","Active","POINT (-82.32231769 29.65176577)"
"1235","2020-01-15T00:00:00.000","Super Wal-mart @ NE 12th Avenue","29.66283893","-82.30220653","NE 12th AVE","Waldo RD","Nearside","West","Active","POINT (-82.30220653 29.66283893)"
"278","2019-11-07T00:00:00.000","Atlantic Design","29.6660861","-82.33095418","NW 6th ST","NW 16th AVE","Farside","South","Active","POINT (-82.33095418 29.6660861)"
"1395","2020-08-14T00:00:00.000","Southbound NW 55th ST @ NW 9th LN","29.66083227","-82.40158333","NW 55th ST","NW 9th LN","Farside","South","Inactive","POINT (-82.40158333 29.66083227)"
"1561","2020-09-01T00:00:00.000","Haile Plantation I","29.60716487","-82.4381515","SW 51st Road","SW 91st Ter","Farside","West","Active","POINT (-82.4381515 29.60716487)"
"56","2021-06-11T00:00:00.000","SW 2nd Ave @ SW 2nd St","29.650203","-82.326684","SW 2nd AVE","SW 2nd ST","Nearside","East","Active","POINT (-82.326684 29.650203)"
"1063","2021-07-02T00:00:00.000","Linton Oaks Neighborhood","29.64045782","-82.40726909","SW 61st ST","SW 20th AVE","Nearside","South","Suspended","POINT (-82.40726909 29.64045782)"
"979","2020-10-07T00:00:00.000","Landmark Woods Neighborhood","29.66328133","-82.38891734","NW 43rd ST","NW 12th AVE","Nearside","North","Active","POINT (-82.38891734 29.66328133)"
"1139","2020-01-09T00:00:00.000","Casablanca Apartments","29.61991231","-82.36126334","SW 35th PL","SW 27th ST","Nearside","West","Active","POINT (-82.36126334 29.61991231)"
"570","2019-11-20T00:00:00.000","Eastbound NE 8th Avenue @ NE 22nd Street","29.65918177","-82.29602286","NE 8th AVE","NE 22nd ST","Nearside","East","Active","POINT (-82.29602286 29.65918177)"
"33","2018-10-10T00:00:00.000","Spanish Trace Apartments","29.62816728","-82.37429067","Windmeadows BLVD","SW 34th ST","Nearside","East","Active","POINT (-82.37429067 29.62816728)"
"1341","2020-02-05T00:00:00.000","Enclave 4","29.62278261","-82.36676568","Enclave Apartments","Enclave Apartments","Nearside","East","Active","POINT (-82.36676568 29.62278261)"
"1206","2020-01-15T00:00:00.000","Arlington Square Apartments","29.64951749","-82.32230172","SE 3rd ST","SE 2nd PL","Nearside","North","Active","POINT (-82.32230172 29.64951749)"
"1472","2020-03-19T00:00:00.000","Kauffman Tires","29.651786","-82.375868","W University Ave","SW 36th St","Nearside","East","Active","POINT (-82.375868 29.651786)"
"412","2019-11-13T00:00:00.000","Northwood Pines Neighborhood","29.70519255","-82.35971591","NW 34th ST","NW 23rd TER","Nearside","South","Active","POINT (-82.35971591 29.70519255)"
"426","2018-11-07T00:00:00.000","Ridgeview Baptist Church","29.68588793","-82.34743935","NW 19th ST","NW 36th AVE","Nearside","South","Active","POINT (-82.34743935 29.68588793)"
"447","2019-11-14T00:00:00.000","Hunters Run Apartments","29.61278861","-82.35933118","SW 25th TER","Williston RD","Farside","North","Active","POINT (-82.35933118 29.61278861)"
"783","2019-02-28T00:00:00.000","Chevron Gas Station @ Williston Road","29.63507215","-82.31778641","Williston RD","SE 4th ST","Farside","South","Active","POINT (-82.31778641 29.63507215)"
"598","2021-06-08T00:00:00.000","Eastside Plaza Westbound","29.65197077","-82.27698441","E University AVE","SE 39th ST","Farside","West","Active","POINT (-82.27698441 29.65197077)"
"50","2021-07-02T00:00:00.000","Campus USA Credit Union","29.6481866","-82.33707502","SW 12th ST","SW 4th AVE","Nearside","North","Suspended","POINT (-82.33707502 29.6481866)"
"34","2021-06-11T00:00:00.000","Archer Rd @ SW 34th St","29.62758089","-82.37119809","Archer RD","SW 34th ST","Farside","East","Active","POINT (-82.37119809 29.62758089)"
"895","2017-08-08T00:00:00.000","BP Gas Station @ NE 23rd Avenue","29.67372909","-82.29801264","NE 23rd AVE","Waldo RD","Nearside","East","Active","POINT (-82.29801264 29.67372909)"
"374","2020-06-26T00:00:00.000","UF Health Homecare","29.67407376","-82.34277369","NW 23rd AVE","NW 16th TER","Nearside","West","Active","POINT (-82.34277369 29.67407376)"
"528","2019-11-20T00:00:00.000","Northwest Baptist Church","29.6740061","-82.40184483","NW 23rd AVE","NW 55th ST","Nearside","East","Active","POINT (-82.40184483 29.6740061)"
"75","2019-10-30T00:00:00.000","Robinson Heights","29.615717","-82.305947","SE 15th ST","SE 41st AVE","Nearside","South","Active","POINT (-82.305947 29.615717)"
"1482","2020-09-02T00:00:00.000","Lake Alice Conservation Area","29.638446","-82.353818","Mowry Rd","SW 23 Dr","Nearside","West","Active","POINT (-82.353818 29.638446)"
"996","2020-10-07T00:00:00.000","Emerald Woods Neighborhood","29.68890359","-82.41596868","NW 39th AVE","NW 59th ST","Nearside","West","Active","POINT (-82.41596868 29.68890359)"
"18","2019-10-30T00:00:00.000","Shands Hospital @ Davis Cancer Pavilion","29.63702289","-82.34988451","Archer RD","Gale Lemerand DR","Nearside","West","Active","POINT (-82.34988451 29.63702289)"
"788","2019-03-05T00:00:00.000","Winn Dixie @ SW 16th Avenue","29.63629061","-82.32859485","SW 16th AVE","SW 6th ST","Nearside","West","Active","POINT (-82.32859485 29.63629061)"
"277","2019-11-07T00:00:00.000","Acupuncture Center","29.66913227","-82.33092902","NW 6th ST","NW 19th AVE","Farside","South","Active","POINT (-82.33092902 29.66913227)"
"990","2021-06-15T00:00:00.000","Magnolia Parke","29.68878626","-82.39289991","NW 39th AVE","NW 46th TER","Nearside","West","Active","POINT (-82.39289991 29.68878626)"
"1066","2021-06-08T00:00:00.000","SW 24th Ave @ SW 70th Ter","29.63102836","-82.41807139","SW 24th AVE","SW 70th TER","Farside","West","Active","POINT (-82.41807139 29.63102836)"
"508","2019-11-19T00:00:00.000","Millhopper Shopping Center","29.67362143","-82.38766433","NW 16th BLVD","NW 43rd ST","Nearside","West","Active","POINT (-82.38766433 29.67362143)"
"704","2019-02-07T00:00:00.000","Kangaroo @ N Main St","29.66639816","-82.32439379","N Main ST","NE 16th AVE","Nearside","North","Active","POINT (-82.32439379 29.66639816)"
"162","2019-10-31T00:00:00.000","Tire Kingdom @ Newberry Road","29.65380844","-82.384512","Newberry RD","NW 39th RD","Farside","West","Active","POINT (-82.384512 29.65380844)"
"810","2020-08-17T00:00:00.000","Windsor Terrace Apartments","29.63422252","-82.37490668","SW 20th AVE","SW 34th ST","Farside","West","Active","POINT (-82.37490668 29.63422252)"
"849","2017-08-08T00:00:00.000","Hume Hall","29.64483661","-82.35198835","Museum RD","Gale Lemerand DR","Nearside","East","Active","POINT (-82.35198835 29.64483661)"
"1136","2020-01-09T00:00:00.000","Wilmot Gardens","29.639628","-82.349386","Mowry RD","Gale Lemerand DR",,"West","Active","POINT (-82.349386 29.639628)"
"1270","2021-06-04T00:00:00.000","SW 32nd Ter @ Old Archer Rd","29.626849","-82.37054","Gainesville Place Entrance","Old Archer Road","Farside","South","Active","POINT (-82.37054 29.626849)"
"969","2019-12-04T00:00:00.000","Nationwide Insurance @ Williston Road","29.6061827","-82.36775094","Williston RD","SW 29Th Dr","Farside","West","Active","POINT (-82.36775094 29.6061827)"
"1024","2020-01-07T00:00:00.000","Landmark Woods Neighborhood","29.66322427","-82.38917833","NW 43rd ST","NW 12th AVE","Farside","South","Active","POINT (-82.38917833 29.66322427)"
"1091","2020-01-07T00:00:00.000","Home Depot @ NW 4th Boulevard","29.65618235","-82.41849854","NW 4th BLVD","NW 75th ST","Nearside","West","Active","POINT (-82.41849854 29.65618235)"
"182","2021-06-08T00:00:00.000","Gainesville Health and Fitness","29.65727377","-82.39470833","Newberry RD","NW 48th BLVD","Nearside","East","Active","POINT (-82.39470833 29.65727377)"
"473","2019-11-14T00:00:00.000","Reitz Student Union","29.64514027","-82.34698268","McCarty DR","Museum RD","Nearside","South","Active","POINT (-82.34698268 29.64514027)"
"1289","2020-02-04T00:00:00.000","Pepboys Auto @ Newberry RD","29.65959694","-82.42497132","Newberry RD","NW 76th BLVD","Nearside","East","Active","POINT (-82.42497132 29.65959694)"
"488","2019-11-19T00:00:00.000","Countryside at the University Apartments","29.61598136","-82.35541365","SW 23rd TER","Williston RD","Nearside","South","Active","POINT (-82.35541365 29.61598136)"
"295","2019-11-12T00:00:00.000","Williams Elementary School","29.6457296","-82.30893653","SE 7th AVE","SE 12th TER","Farside","East","Active","POINT (-82.30893653 29.6457296)"
"1487","2020-09-02T00:00:00.000","New RTS Maintenance Facility North","29.63811265","-82.32569067","SE 1st St","SE 13th AVE","Nearside","North","Active","POINT (-82.32569067 29.63811265)"
"1581","2021-07-02T00:00:00.000","McKnight Brain Institute","29.64189","-82.343671","Newell Dr","Newell Dr","Farside","North","Suspended","POINT (-82.343671 29.64189)"
"1309","2020-02-05T00:00:00.000","Williston Plaza","29.60638462","-82.37261401","SW 48th LN","SW 34th ST","Nearside","West","Active","POINT (-82.37261401 29.60638462)"
"749","2019-11-27T00:00:00.000","Village Green Apartments","29.68351123","-82.30587477","NE 15th ST","NE 31st AVE","Farside","South","Active","POINT (-82.30587477 29.68351123)"
"644","2019-11-20T00:00:00.000","Kangaroo @ SW 34th Street","29.62244298","-82.3725812","SW 34th ST","SW 35th AVE","Farside","North","Active","POINT (-82.3725812 29.62244298)"
"222","2021-06-11T00:00:00.000","Hand N' Hand Day Care Northbound","29.67056243","-82.33075352","NW 6th ST","NW 19th LN","Farside","North","Active","POINT (-82.33075352 29.67056243)"
"1109","2020-10-07T00:00:00.000","Tower 24 Shopping Center","29.62891728","-82.42259316","SW 75th ST","SW 26th AVE","Nearside","South","Active","POINT (-82.42259316 29.62891728)"
"1239","2020-09-23T00:00:00.000","Caroline Manor Affordable Housing","29.65200294","-82.2919187","E University AVE","NE 25th ST","Nearside","West","Active","POINT (-82.2919187 29.65200294)"
"769","2019-11-27T00:00:00.000","The Collier Companies","29.65376363","-82.32512619","N Main ST","NW 2nd AVE","Nearside","South","Active","POINT (-82.32512619 29.65376363)"
"873","2017-08-08T00:00:00.000","BP Gas Station @ NE 23rd Avenue","29.67387093","-82.29795153","NE 23rd AVE","Waldo RD","Farside","West","Active","POINT (-82.29795153 29.67387093)"
"1158","2020-01-14T00:00:00.000","Walker Hall","29.64968846","-82.34155571","Union RD","Newell DR","Farside","East","Active","POINT (-82.34155571 29.64968846)"
