"board","first_name","last_name","year_appointed"
"2","Lauren","Springer","2010"
"2","Carol","Terrano","1999"
"2","Mary","Torres","2015"
"2","Karolina","Tosi","2010"
"2","Rebecca","Trent","2014"
"2","Anthony","Tudela","2013"
"2","Santiago","Vargas","2012"
"2","Maria Magdalena","Vielma","2016"
"3","David","Rosero","1996"
"3","Sonya","Davis","2012"
"3","Marlene","Tapper","2017"
"3","Vasantrai","Gandhi","1990"
"3","Lisa","Mesulam","1993"
"3","Shiv","Dass","2001"
"3","Arthur","Teiler","2001"
"3","Edmund","Rosenbaum","2006"
"3","William","Meehan","2010"
"3","Dorothy","Phelan","2010"
"3","Jairo","Rodriguez","2012"
"3","Philip","Papas","2013"
"3","Patricia","Glunt","2015"
"3","Agha","Saleh","2015"
"3","Camilo","Zamora","2015"
"3","Kevin","Hughes","2016"
"3","Richard","Mink","2016"
"3","Edward","Kiernan","2017"
"3","Carlos Andres","Lopez","2017"
"3","Veronica","Ng","2017"
"3","Nuala","O'Doherty","2017"
"3","Lobsang","Salaka","2017"
"3","Nabaraj","KC","2018"
"3","Vivian","Dock","1984"
"3","Rafael","Moreno","1990"
"3","Jimmy","Smith","1990"
"3","Hamlett","Wallace","1993"
"3","Steven","Kulhanek","1996"
"3","Joyce","Hucless Julian","1999"
"3","Leoncio","Romero","2000"
"3","Margaret","Dozier","2002"
"3","Edwin","Westley","2003"
"3","Marta","LeBreton","2004"
"3","Ann","Brown","2006"
"3","Elba","Buendia","2011"
"3","Caridad","Mak","2011"
"3","Alice Pat","Thorpe","2011"
"3","Shanel","Thomas","2012"
"3","Laverne","Nimmons","2013"
"3","Fausto","Rodriguez","2013"
"3","Ladisla","Perez","2014"
"3","Renetta","English","2015"
"3","Larinda","Hooks","2015"
"3","Peter","Herron","2017"
"3","Esteban","Peralta","2017"
"3","Frank","Taylor","2017"
"3","Richard","Mullings","2018"
"3","K. Toi","Washington-Simon","2018"
"4","Karin","Abreu","2018"
"4","Priscilla","Carrow","1992"
"4","Giancarlo","Castano-Jimenez","2013"
"4","Lucy","Cerezo-Scully","2011"
"4","Chaio-Chung","Chen","2016"
"4","Lynda","Coral","2017"
"4","Erica","Cruz","2014"
"4","Judith","D'Andrea","1979"
"4","Marialena","Giampino","2015"
"4","Kristen","Gonzalez","2018"
"4","Jennifer","Gutierrez","2016"
"4","James","Lisa","2001"
"4","Salvatore","Lombardo","1999"
"4","Peter","Manganaro","2002"
"4","Patricia","Martin","2012"
"4","Matthew","McElroy","2018"
"4","Rovenia","McGowan","1989"
"4","Edgar","Moya","2005"
"4","Ruby","Muhammad","2017"
"4","Sandra","Munoz","2013"
"4","Gurdip","Narula","2008"
"4","Georgina","Oliver","1997"
"4","Alexandra","Owens","2018"
"4","Albert","Perna","2008"
"4","Alexa","Ponce","2016"
"4","Ashley","Reed","2015"
"4","Oscar","Rios","2016"
"4","Neil","Roman","2017"
"4","Cristian","Romero","2015"
"4","Clara","Salas","1985"
"4","Gigi","Salvador","2001"
"4","Lucy","Schilero","2016"
"4","A. Redd","Sevilla","2011"
"4","Malikah Khadijah","Shabazz","2017"
"4","Alton Derrick","Smith","2012"
"4","Gregory","Spock","2017"
"4","Dewan","Tarek","2018"
"4","Marcello","Testa","2012"
"4","Vivian","Tseng","2017"
"4","Damian","Vargas","2012"
"4","Louis","Walker","1990"
"4","Rosa","Wong","2014"
"4","Minwen","Yang","2013"
"4","Lester","Youngblood","2012"
"5","Vincent","Arcuri","1976"
"5","Antonetta","Binanti","2018"
"5","Tobias","Bloch","2015"
"5","Robert","Cermeli","1990"
"5","Walter","Clayton","2009"
"5","Peter","Comber","2005"
"5","Debra","Cox","2017"
"5","Patricia","Crowley","2000"
"5","Brian","Dooley","2007"
"5","Jerome","Drake","2007"
"5","Dmytro","Fedkowskyj","2008"
"5","Sarah","Feldman","2015"
"5","Steven","Fiedler","1999"
"5","Patricia","Grayson","2006"
"5","Mohan","Gyawali-Chhetri","2017"
"5","Frederick","Haller","1988"
"5","Frederick","Hoefferle","1996"
"5","Richard","Huber","2018"
"5","Paul","Kerzner","1972"
"5","John","Killcommons","2009"
"5","Maryann","Lattanzio","2017"
"5","Edward","Lettau","2017"
"5","Michael","LoCascio","2007"
"5","John","Maier","2008"
"5","Edgar","Mantel","2018"
"5","Katherine","Masi","2005"
"5","Eileen","Moloney","1998"
"5","Margaret","O'Kane","2008"
"5","Michael","O'Kane","1992"
"5","Donald Robert","Passantino","1991"
"5","Michael","Porcelli","1996"
"5","Theodore","Renz","1979"
"5","Kelvin","Rodriguez","2016"
"5","Luis","Rodriguez","2012"
"5","Lee","Rottenberg","2003"
"5","Walter","Sanchez","1987"
"5","Carmen","Santana","2015"
"5","Connie","Santos","1987"
"5","Christopher Carl","Sperrazza","2017"
"5","Dennis","Stephan","2018"
"5","Catherine","Sumsky","2005"
"5","Barbara","Toscano","2011"
"5","Patrick","Trinchese","2017"
"5","Maryanna","Zero","2005"
"6","Anisa","Ayon","2018"
"6","Naomi","Altman","2009"
"6","Peter","Beadle","2013"
"6","Miriam","Berfas","2005"
"6","Gregory","Carlson","2004"
"6","Heidi","Chain","1999"
"6","Sheridan","Chu","2017"
"6","Joann","Ciorciari","1993"
"6","Christopher","Collett","1995"
"6","John","Dereszawsky","2004"
"6","Kurt","Fakira","2018"
"6","Ethan","Felder","2016"
"6","Gloria","Ferreras","2007"
"6","Steven","Goldberg","1985"
"6","Gail","Gordon","1982"
"6","Brendan","Griffith","2016"
"6","Bruce","Grossberg","2016"
"6","Joseph","Hennessy","1977"
"6","Oded","Horodniceanu","2018"
"6","Myrna","Jacobson","2013"
"6","Emanuil","Kalendarev","2018"
"6","Joyce","Kevelson","2011"
"6","Soumaly","King","2017"
"6","Prameet","Kumar","2016"
"6","Mark","Laster","2016"
"6","Norman","Leibowitz","2005"
"6","James","Makin","2017"
"6","Jack","Medina","2009"
"6","Renee","Mehrra","2003"
"6","Yaniv","Meirov","2014"
"6","Edward","Murray","2017"
"6","Rafael","Nektalov","2013"
"6","Karl","Neumann","2017"
"6","Elizabeth","Newton","2017"
"6","Hersh","Parekh","2015"
"6","Shari","Rolnick","2016"
"6","David","Schneier","2007"
"6","Herbert","Schonhaut","2018"
"6","Jean","Silva","2012"
"6","Robert","Silver","2000"
"6","Marsha","Silverstein","2014"
"6","Joyce","Singerman","2007"
"6","Susan Mae","Wanderman","1987"
"6","Brent","Weitzberg","2015"
"6","Alexa","Weitzman","2017"
"6","Joan","Weston","2017"
"6","Edwin","Wong","2015"
"7","Alfredo","Centola","2018"
"7","James","Cervino","2011"
"7","Chin-Hsiang","Chiang","1995"
"7","John","Choe","2017"
"7","Kim","Cody","2013"
"7","Nicholas","Corrado","2012"
"7","Richard","Forman","2017"
"7","Vincent","Gianelli","2015"
"7","Eugene","Kelty","1984"
"7","Phil","Konigsberg","2009"
"7","Peter","Kwiath","2009"
"7","Frank","Macchio","1997"
"7","Barbara","McHugh","2010"
"7","Selma","Moses","2003"
"7","Belal","Salim","2015"
"7","Warren","Schreiber","2002"
"7","Kevin","Shields","2012"
"7","Matthew","Silverstein","2014"
"7","Joshua","Sussman","2003"
"7","Peter","Sutich","2010"
"7","Joseph","Sweeney","1985"
"7","Charles","Apelian","1988"
"7","Tyler","Cassell","2003"
"7","Michael","Cheng","2016"
"7","Christine","Colligan","2018"
"7","Arlene","Fleishman","2009"
"7","Fred","Fu","2004"
"7","Pablo","Hernandez","2002"
"7","Jeff","Huang","2012"
"7","Lawrence","Hughes","2016"
"7","Esther","Lee","2002"
"7","Li Mei","Li","2017"
"7","Richard","McEachern","2011"
"7","Kim","O'hanian","2001"
"7","Millicent","O'Meally","1988"
"7","Terrence","Park","1999"
"7","John","Park","2018"
"7","Kris","Ram","2007"
"7","Marc","Schiffman","2007"
"7","Harpreet","Singh","2015"
"7","Alison","Tan","2015"
"7","John","Tsavalos","1996"
"7","Peter","Tu","2007"
"7","Clarissa","Wong","2014"
"7","Dian","Yu","2018"
"7","Linna","Yu","1989"
"7","Lei","Zhao","2017"
"7","Jie","Zhu","2014"
"8","Fakrul Islam","Delwar","2014"
"8","Allen","Eisenstein","1996"
"8","Mary","Fischer","1999"
"8","Florence","Fisher","1987"
"8","Carolann","Foley","1996"
"8","Kevin","Forrestal","2000"
"8","Howard","Fried","2002"
"8","Bhitihara-Martha","Fulton","2016"
"8","James","Gallagher","1994"
"8","John","Gebhard","2017"
"8","Joshua","Glickman","1994"
"8","Marc","Haken","2004"
"8","Michael","Hannibal","2010"
"8","Robert","Harris","1997"
"8","Tamara","Hirsch","1987"
"8","Robert","Hoyt Block","2012"
"8","Steven","Konigsberg","1996"
"8","Paul","Lazauskas","2013"
"8","Mark","Lefkof","1978"
"8","Bright Dae-Jung","Limm","2014"
"8","Meshulam","Lisker","2005"
"8","Elke","Maerz","2012"
"8","Frank","Magri","2005"
"8","Jennifer","Martin","2014"
"8","Dilip","Nath","2018"
"8","Shlomo","Nisanov","2014"
"8","Tamara","Osherov","2008"
"8","Simon","Pelman","1984"
"8","Frances","Peterson","1996"
"8","Charlton","Rhee","1998"
"8","Jesse","Rosenbaum","1998"
"8","Seymour","Schwartz","1996"
"8","Douglas","Sherman","2015"
"8","Harbachan","Singh","2002"
"8","Penny Maureen","Stern","2017"
"8","Martha","Taylor","1995"
"8","Mohammed","Tohin","2014"
"8","Rachel","Van Arsdale","2016"
"8","Jacob","Weinberg","2007"
"8","Stanley","Weinblatt","1987"
"8","Albert","Willingham","1987"
"9","Inderpaul","Ahluwalia","2012"
"9","Sherry","Algredo","2018"
"9","Faiuze","Ali","2017"
"9","Dolores","Baldassare","2018"
"9","Julio","Batista","2012"
"9","Dulal","Bhattacharjee","2008"
"9","Kamal","Bhuiyan","2014"
"9","Zoila","Bofill","2017"
"9","Latchman","Budhai","2002"
"9","John","Carter","1991"
"9","James","Coccovillo","1995"
"9","Nick","Comaianni","2003"
"9","Andrea","Crawford","2003"
"9","Sandra","Datnarain","2008"
"9","Joan","DeCamp","1985"
"9","Stephen","Esposito","2002"
"9","Jan","Fenster","2015"
"9","Laraine","Fletcher","2014"
"9","Linda","Fogal","2013"
"9","Daniel","Grieve","2017"
"9","Sylvia","Hack","1974"
"9","Joseph","Iaboni","2006"
"9","Sherman","Kane","2007"
"9","Marian","Molina","2011"
"9","Ivan","Mrakovcic","2000"
"9","Kevin","O'Leary","2009"
"9","Daniel","Pollack","2001"
"9","Cristal","Rivera","2017"
"9","Mohamed","Safie","2003"
"9","Regina","Santoro","2002"
"9","Jagir","Singh","2013"
"9","Jarnail","Singh","2014"
"9","Maharani","Singh","2011"
"9","Matthew","Singh","2015"
"9","Mohinder","Singh","2016"
"9","Raghbir","Singh","2009"
"9","J. Richard","Smith","2003"
"9","Naima","Sultana","2018"
"9","Marie","Turley","1989"
"9","Naidoo","Veerapen","2007"
"9","Seth","Welins","2009"
"9","Kenichi","Wilson","2013"
"10","Mohamed","Amin","2018"
"10","Luis","Amorium","2006"
"10","Angela","Antonino","1989"
"10","Joann","Ariola","2011"
"10","Pamela","Baumann","2009"
"10","Anthony","Bellantoni","2011"
"10","Elizabeth","Braton","1979"
"10","John","Calcagnile","1997"
"10","James","Caruso","2000"
"10","Rosemary","Ciulla-Frisone","2001"
"10","Anthony","Cosentino","1982"
"10","Frank","Dardani","1996"
"10","Anoop","Dhanpat","2018"
"10","Irene","Dimoh","2010"
"10","Geoffrey","Duldulao","1998"
"10","John","Fazio","1976"
"10","Edna","Fraylom","2016"
"10","Anthony","Gellineau","2011"
"10","Ryan","Graham","2016"
"10","Peter","Granickas","2000"
"10","Romeo","Hitlall","2008"
"10","Elaine","Holland","2011"
"10","Pierre","Kishun","2016"
"10","Phillip","Lynch, Jr.","2010"
"10","Carmela","Malizia","2003"
"10","Ruben","Martinez","2011"
"10","Dorothy","Mitchell","2002"
"10","Fazlurrahman","Mohamed","2016"
"10","Silvestro","Pace","1999"
"10","Jose","Quijano","2012"
"10","Bhola","Ramsundar","2011"
"10","Katherine","Randall","2017"
"10","George","Russo","2009"
"10","Mohammad","Salim","2013"
"10","Nellie","Santiago","1976"
"10","Nasiruddin","Shuayb","2018"
"10","Dip","Sookram-Singh","2015"
"10","Jody","Stahl","2018"
"10","Isabel","Van Putten","1999"
"10","Marilyn","Vecchio","2008"
"10","Linda","Walker","2006"
"11","Barbara","Gillespie","2018"
"11","Roy","Giusetti","2006"
"11","Rosemarie","Guidice","2018"
"11","Bernard","Haber","1969"
"11","Christine","Haider","1991"
"11","Laura","James","2002"
"11","Mohan","Jethwani","1982"
"11","Stanley","Jin","2016"
"11","George","Karahalis","2005"
"11","John","Kelly IV","2017"
"11","Anthony","Koutsouradis","2012"
"11","Linda","Lee","2013"
"11","William","Liao","2017"
"11","Robert","Liatto","2011"
"11","Janet","McEneaney","2008"
"11","George","Mihaltses","2013"
"11","Eileen","Miller","2007"
"11","Douglas","Montgomery","2012"
"11","Allan","Palzer","1971"
"11","Wendy","Pelle-Beer","2018"
"11","Stephen","Pivawer","1998"
"11","Christina","Schere","2007"
"11","John","Shehas","2015"
"11","Jyothi","Sriram","2012"
"11","Benjamin","Turner","2017"
"11","Henry","Wang","2018"
"11","Alex","Yagudaev","2008"
"12","Amir","Abbady","2018"
"12","Melvin","Artis","2009"
"12","Yasinul","Ashraf","2018"
"12","Nigel","Barker","2017"
"12","Jacqueline","Boyce","1990"
"12","Maxine","Brannon","2016"
"12","Kenny","Carter","2016"
"12","Manuel","Caughman","2000"
"12","Brittany","Chambers","2017"
"12","Rene","Cheatham-Hill","2011"
"12","Clifton","Diaz","2018"
"12","Barbara","Duncan","2000"
"12","Alexandra","Dyer","2017"
"12","Danny","Englander","2015"
"12","Mabel","Everett","2014"
"12","Joan","Flowers","2014"
"12","Marcia","Francis","2018"
"12","Nadi","Ghaness","2011"
"12","Thomas","Greenaway","2000"
"12","Glenn","Greenidge","2012"
"12","Dora","Griszell","2017"
"12","Nurul","Haque","2018"
"12","Ian","Harris","2015"
"12","James","Heyliger","1977"
"12","Richard","Hogan","2012"
"12","Derek","Irby","2018"
"12","Khondokar Tarikul","Islam","2016"
"12","Audrey Lee","Jacobs","2016"
"12","Aiysha","Jaggassar-Johnson","2012"
"12","Celeste","James","2009"
"12","Clementine","James","2017"
"12","Bilal","Karriem","2009"
"12","Michele","Keller","1992"
"12","Michelle","Kirkland","2017"
"12","Greg","Mays","2012"
"12","Edward","McKay","2006"
"12","Tunisia","Morrison","2017"
"12","Kemar","Newman","2017"
"12","Jean","Phelps","2018"
"12","Rodney","Pride","2014"
"12","Kamal","Saleem","2014"
"12","Florence","Simmons","2012"
"12","Yvette","Sledge","2012"
"12","Geraldine","Taylor-Brown","2016"
"12","Carlene","Thorbes","2009"
"12","Toni","Totten","2016"
"12","Brian","White","2014"
"12","Benjamin","Wright","1990"
"13","Fay","Hill","2013"
"13","Vernal","Holder","2014"
"13","Violet","Huie","2009"
"13","Mohamood","Ishmael","2013"
"13","Frank","Joseph II","2017"
"13","Rhonda","Kontner","2013"
"13","Antony","Kuncheria","2011"
"13","Andy","Laine","2018"
"13","Jonathan","Logan","2015"
"13","Kangela","Moore","2008"
"13","Curlene","Nelson","2017"
"13","Marcia","O'Brien","2011"
"13","Michael","O'Keeffe","2016"
"13","Tameka","Pierre-Louis","2015"
"13","Celeste","Powers","2015"
"13","Nagassar","Ramgarib","2000"
"13","Anup Kumar","Ramnauth","2006"
"13","Peter","Richards","1996"
"13","Ashok","Satkalmi","2010"
"13","Steven","Taylor","2017"
"13","Mathew","Thomas","2014"
"13","Sanu","Thomas","2003"
"13","Lourdes","Villanueva Hartrick","2017"
"13","Pritpal","Walia","2011"
"13","Clive","Williams","2011"
"13","Nantasha","Williams","2018"
"13","Jackie","Wilson","2007"
"13","Gerald","Wind","2009"
"14","Audrey","Amsterdam-Handy","2018"
"14","Khaleel","Anderson","2016"
"14","Shalom","Becker","1997"
"14","Edward","Benson","2016"
"14","Louis","Caucig","1998"
"14","Glenn","Collins","2017"
"14","Stephen","Cooper","1985"
"14","John","Cori","2013"
"14","Gerald","David","1977"
"14","Mordechai","Dicker","2008"
"14","Ahmad","Edwards","2014"
"14","Noreen","Ellis","2012"
"14","Temima","Feldman","2017"
"14","Patricia","Gillespie","2015"
"14","Dave","Heffernan","2000"
"14","Martin","Ingram","2009"
"14","Tamera","Jacobs","2018"
"14","Felicia","Johnson","2000"
"14","Betty","Leon","1998"
"14","Denise","Lopresti Neibel","2017"
"14","Annette","Lord Cohen","2002"
"14","Ife","Maijeh","2018"
"14","Desiree","Maple","2016"
"14","Rosalyn","Mason","2018"
"14","John","McCambridge","2003"
"14","Sonia","Moise","2014"
"14","Helen","Montero","2018"
"14","Aldean","Moore","1993"
"14","Daniel","Mundy","1993"
"14","Ellen","O'Reilly","2000"
"14","Dolores","Orr","1990"
"14","Harold","Paez","2018"
"14","Isaac","Parsee","1999"
"14","Eugene","Pasternak","1993"
"14","Eddy","Pastore","2014"
"14","Linda","Plummer","2018"
"14","Harvey","Rudnick","2005"
"14","Daniel","Ruscillo, Jr.","2010"
"14","Sender","Schwartz","2011"
"14","Eli","Shapiro","2005"
"14","Karen","Sloane Payne","2011"
"14","Christopher","Tedesco","2014"
"14","Thomas","Tobin","1997"
"14","Carole","Trachtenberg","2006"
"14","Michael","Tubridy","1989"
"14","Jose","Velez","2004"
"14","Edwin","Williams","2013"
"14","Rachel","Williams","2015"
"14","Tyrone","Worsley","2018"
