"b","block","lot","e","init_year","qtr","ex_years","ab_pct","tax_year","exempt_amt","cost_of_alt","abate_grant","amt_remain","total_tax","abatement"
"1","39","1055",,"1978",,"12","90","1984","11236","14440","1203","4572","1599","1203"
"1","39","1055",,"1978",,"12","90","1985","12445","14440","1203","3369","1742","1203"
"1","39","1055",,"1978",,"12","90","1986","14466","14440","1203","2165","1853","1203"
"1","39","1055",,"1978",,"12","90","1987","17419","14440","1203","962","1933","1203"
"1","39","1055",,"1978",,"12","90","1988","19726","14440","962",,"2006","962"
"1","39","1055",,"1978",,"12","90","1989","20543","14440",,,"2060",
"1","39","1056",,"1978",,"12","90","1984","11190","14379","1198","4553","1593","1198"
"1","39","1056",,"1978",,"12","90","1985","12394","14379","1198","3354","1734","1198"
"1","39","1056",,"1978",,"12","90","1986","14405","14379","1198","2156","1844","1198"
"1","39","1057",,"1978",,"12","90","1984","10720","13775","1147","4362","1526","1147"
"1","39","1057",,"1978",,"12","90","1985","11874","13775","1147","3214","1661","1147"
"1","39","1057",,"1978",,"12","90","1986","13802","13775","1147","2066","1767","1147"
"1","39","1058",,"1978",,"12","90","1984","6488","8337","694","2639","923","694"
"1","39","1058",,"1978",,"12","90","1985","7186","8337","694","1944","1006","694"
"1","39","1058",,"1978",,"12","90","1986","8353","8337","694","1250","1070","694"
"1","39","1058",,"1978",,"12","90","1987","10057","8337","694","555","1116","694"
"1","39","1058",,"1978",,"12","90","1988","11388","8337","555",,"1158","555"
"1","39","1058",,"1978",,"12","90","1989","11859","8337",,,"1189",
"1","39","1059",,"1978",,"12","90","1984","6488","8337","694","2639","923","694"
"1","39","1059",,"1978",,"12","90","1985","7186","8337","694","1944","1006","694"
"1","39","1059",,"1978",,"12","90","1986","8353","8337","694","1250","1070","694"
"1","39","1059",,"1978",,"12","90","1987","10057","8337","694","555","1116","694"
"1","39","1059",,"1978",,"12","90","1988","11388","8337","555",,"1158","555"
"1","39","1059",,"1978",,"12","90","1989","11859","8337",,,"1189",
"1","39","1060",,"1978",,"12","90","1984","6488","8337","694","2639","923","694"
"1","39","1060",,"1978",,"12","90","1985","7186","8337","694","1944","1006","694"
"1","39","1060",,"1978",,"12","90","1986","8353","8337","694","1250","1070","694"
"1","39","1060",,"1978",,"12","90","1987","10057","8337","694","555","1116","694"
"1","39","1060",,"1978",,"12","90","1988","11388","8337","555",,"1158","555"
"1","39","1060",,"1978",,"12","90","1989","11859","8337",,,"1189",
"1","39","1061",,"1978",,"12","90","1984","6488","8337","694","2639","923","694"
"1","39","1061",,"1978",,"12","90","1985","7186","8337","694","1944","1006","694"
"1","39","1061",,"1978",,"12","90","1986","8353","8337","694","1250","1070","694"
"1","39","1061",,"1978",,"12","90","1987","10057","8337","694","555","1116","694"
"1","39","1061",,"1978",,"12","90","1988","11388","8337","555",,"1158","555"
"1","39","1061",,"1978",,"12","90","1989","11859","8337",,,"1189",
"1","39","1062",,"1978",,"12","90","1984","6488","8337","694","2639","923","694"
"1","39","1062",,"1978",,"12","90","1985","7186","8337","694","1944","1006","694"
"1","39","1062",,"1978",,"12","90","1986","8353","8337","694","1250","1070","694"
"1","39","1062",,"1978",,"12","90","1987","10057","8337","694","555","1116","694"
"1","39","1062",,"1978",,"12","90","1988","11388","8337","555",,"1158","555"
"1","39","1062",,"1978",,"12","90","1989","11859","8337",,,"1189",
"1","39","1063",,"1978",,"12","90","1984","6959","8942","745","2831","990","745"
"1","39","1063",,"1978",,"12","90","1985","7708","8942","745","2086","1078","745"
"1","39","1063",,"1978",,"12","90","1986","8960","8942","745","1341","1146","745"
"1","39","1063",,"1978",,"12","90","1987","10789","8942","745","596","1196","745"
"1","39","1063",,"1978",,"12","90","1988","12218","8942","596",,"1242","596"
"1","39","1063",,"1978",,"12","90","1989","12724","8942",,,"1275",
"1","39","1064",,"1978",,"12","90","1984","10530","13533","1127","4285","1499","1127"
"1","39","1064",,"1978",,"12","90","1985","11664","13533","1127","3157","1633","1127"
"1","39","1064",,"1978",,"12","90","1986","13558","13533","1127","2029","1736","1127"
"1","39","1064",,"1978",,"12","90","1987","16325","13533","1127","902","1811","1127"
"1","39","1064",,"1978",,"12","90","1988","18487","13533","902",,"1880","902"
"1","39","1064",,"1978",,"12","90","1989","19253","13533",,,"1930",
"1","39","1065",,"1978",,"12","90","1984","17349","22293","1857","7059","2469","1857"
"1","39","1065",,"1978",,"12","90","1985","19216","22293","1857","5201","2690","1857"
"1","39","1065",,"1978",,"12","90","1986","22338","22293","1857","3344","2860","1857"
"1","39","1065",,"1978",,"12","90","1987","26899","22293","1857","1486","2984","1857"
"1","39","1065",,"1978",,"12","90","1988","30462","22293","1486",,"3098","1486"
"1","39","1065",,"1978",,"12","90","1989","31725","22293",,,"3180",
"1","39","1066",,"1978",,"12","90","1984","10625","13653","1137","4323","1512","1137"
"1","39","1066",,"1978",,"12","90","1985","11769","13653","1137","3185","1647","1137"
"1","39","1066",,"1978",,"12","90","1986","13680","13653","1137","2048","1751","1137"
"1","39","1066",,"1978",,"12","90","1987","16473","13653","1137","910","1827","1137"
"1","39","1066",,"1978",,"12","90","1988","18655","13653","910",,"1897","910"
"1","39","1067",,"1978",,"12","90","1984","6582","8457","704","2678","936","704"
"1","39","1067",,"1978",,"12","90","1985","7290","8457","704","1973","1020","704"
"1","39","1067",,"1978",,"12","90","1986","8473","8457","704","1268","1085","704"
"1","39","1068",,"1978",,"12","90","1984","11566","14862","1238","4706","1646","1238"
"1","39","1068",,"1978",,"12","90","1985","12811","14862","1238","3467","1793","1238"
"1","39","1068",,"1978",,"12","90","1986","14892","14862","1238","2229","1907","1238"
"1","39","1068",,"1978",,"12","90","1987","17932","14862","1238","990","1989","1238"
"1","39","1068",,"1978",,"12","90","1988","20307","14862","990",,"2065","990"
"1","39","1068",,"1978",,"12","90","1989","21149","14862",,,"2120",
"1","39","1069",,"1978",,"12","90","1984","11378","14621","1218","4629","1619","1218"
"1","39","1069",,"1978",,"12","90","1985","12603","14621","1218","3411","1764","1218"
"1","39","1069",,"1978",,"12","90","1986","14650","14621","1218","2193","1876","1218"
"1","39","1069",,"1978",,"12","90","1987","17641","14621","1218","974","1957","1218"
"1","39","1069",,"1978",,"12","90","1988","19978","14621","974",,"2031","974"
"1","39","1069",,"1978",,"12","90","1989","20806","14621",,,"2085",
"1","39","1070",,"1978",,"12","90","1984","6959","8942","745","2831","990","745"
"1","39","1070",,"1978",,"12","90","1985","7708","8942","745","2086","1078","745"
"1","39","1070",,"1978",,"12","90","1986","8960","8942","745","1341","1146","745"
"1","39","1070",,"1978",,"12","90","1987","10789","8942","745","596","1196","745"
"1","39","1070",,"1978",,"12","90","1988","12218","8942","596",,"1242","596"
"1","39","1070",,"1978",,"12","90","1989","12724","8942",,,"1275",
"1","39","1071",,"1978",,"12","90","1984","6582","8457","704","2678","936","704"
"1","39","1071",,"1978",,"12","90","1985","7290","8457","704","1973","1020","704"
"1","39","1071",,"1978",,"12","90","1986","8473","8457","704","1268","1085","704"
"1","39","1071",,"1978",,"12","90","1987","10201","8457","704","564","1132","704"
"1","39","1071",,"1978",,"12","90","1988","11551","8457","564",,"1175","564"
"1","39","1071",,"1978",,"12","90","1989","12029","8457",,,"1206",
"1","39","1072",,"1978",,"12","90","1984","6582","8457","704","2678","936","704"
"1","39","1072",,"1978",,"12","90","1985","7290","8457","704","1973","1020","704"
"1","39","1072",,"1978",,"12","90","1986","8473","8457","704","1268","1085","704"
"1","39","1072",,"1978",,"12","90","1987","10201","8457","704","564","1132","704"
"1","39","1072",,"1978",,"12","90","1988","11551","8457","564",,"1175","564"
"1","39","1072",,"1978",,"12","90","1989","12029","8457",,,"1206",
"1","39","1073",,"1978",,"12","90","1984","6582","8457","704","2678","936","704"
"1","39","1073",,"1978",,"12","90","1985","7290","8457","704","1973","1020","704"
"1","39","1073",,"1978",,"12","90","1986","8473","8457","704","1268","1085","704"
"1","39","1073",,"1978",,"12","90","1987","10201","8457","704","564","1132","704"
"1","39","1073",,"1978",,"12","90","1988","11551","8457","564",,"1175","564"
"1","39","1073",,"1978",,"12","90","1989","12029","8457",,,"1206",
"1","39","1074",,"1978",,"12","90","1984","7052","9062","755","2869","1004","755"
"1","39","1074",,"1978",,"12","90","1985","7811","9062","755","2114","1093","755"
"1","39","1074",,"1978",,"12","90","1986","9078","9062","755","1359","1162","755"
"1","39","1074",,"1978",,"12","90","1987","10929","9062","755","604","1212","755"
"1","39","1074",,"1978",,"12","90","1988","12375","9062","604",,"1259","604"
"1","39","1074",,"1978",,"12","90","1989","12886","9062",,,"1293",
"1","39","1075",,"1978",,"12","90","1984","10672","13714","1142","4342","1519","1142"
"1","39","1075",,"1978",,"12","90","1985","11821","13714","1142","3200","1654","1142"
"1","39","1075",,"1978",,"12","90","1986","13741","13714","1142","2057","1759","1142"
"1","39","1075",,"1978",,"12","90","1987","16546","13714","1142","914","1836","1142"
"1","39","1075",,"1978",,"12","90","1988","18737","13714","914",,"1905","914"
"1","39","1075",,"1978",,"12","90","1989","19513","13714",,,"1956",
"1","39","1076",,"1978",,"12","90","1984","17490","22475","1872","7117","2489","1872"
"1","39","1076",,"1978",,"12","90","1985","19373","22475","1872","5244","2711","1872"
"1","39","1076",,"1978",,"12","90","1986","22519","22475","1872","3371","2884","1872"
"1","39","1076",,"1978",,"12","90","1987","27116","22475","1872","1498","3008","1872"
"1","39","1076",,"1978",,"12","90","1988","30707","22475","1498",,"3122","1498"
"1","39","1076",,"1978",,"12","90","1989","31979","22475",,,"3206",
"1","39","1077",,"1978",,"12","90","1984","10766","13835","1152","4380","1532","1152"
"1","39","1077",,"1978",,"12","90","1985","11925","13835","1152","3228","1669","1152"
"1","39","1077",,"1978",,"12","90","1986","13861","13835","1152","2075","1775","1152"
"1","39","1077",,"1978",,"12","90","1987","16689","13835","1152","922","1852","1152"
"1","39","1077",,"1978",,"12","90","1988","18898","13835","922",,"1922","922"
"1","39","1077",,"1978",,"12","90","1989","19680","13835",,,"1974",
"1","39","1078",,"1978",,"12","90","1984","6677","8579","714","2716","950","714"
"1","39","1078",,"1978",,"12","90","1985","7396","8579","714","2001","1034","714"
"1","39","1078",,"1978",,"12","90","1986","8597","8579","714","1287","1100","714"
"1","39","1078",,"1978",,"12","90","1987","10351","8579","714","572","1148","714"
"1","39","1078",,"1978",,"12","90","1988","11721","8579","572",,"1192","572"
"1","39","1078",,"1978",,"12","90","1989","12206","8579",,,"1224",
"1","39","1079",,"1978",,"12","90","1984","11707","15043","1253","4763","1666","1253"
"1","39","1079",,"1978",,"12","90","1985","12967","15043","1253","3510","1814","1253"
"1","39","1079",,"1978",,"12","90","1986","15073","15043","1253","2256","1929","1253"
"1","39","1079",,"1978",,"12","90","1987","18150","15043","1253","1003","2013","1253"
"1","39","1079",,"1978",,"12","90","1988","20554","15043","1003",,"2090","1003"
"1","39","1079",,"1978",,"12","90","1989","21406","15043",,,"2146",
"1","39","1080",,"1978",,"12","90","1984","11518","14801","1233","4686","1639","1233"
"1","39","1080",,"1978",,"12","90","1985","12758","14801","1233","3453","1785","1233"
"1","39","1080",,"1978",,"12","90","1986","14829","14801","1233","2220","1898","1233"
"1","39","1081",,"1978",,"12","90","1984","7052","9062","755","2869","1004","755"
"1","39","1081",,"1978",,"12","90","1985","7811","9062","755","2114","1093","755"
"1","39","1081",,"1978",,"12","90","1986","9078","9062","755","1359","1162","755"
"1","39","1081",,"1978",,"12","90","1987","10929","9062","755","604","1212","755"
"1","39","1081",,"1978",,"12","90","1988","12375","9062","604",,"1259","604"
"1","39","1081",,"1978",,"12","90","1989","12886","9062",,,"1293",
"1","39","1082",,"1978",,"12","90","1984","6677","8579","714","2716","950","714"
"1","39","1082",,"1978",,"12","90","1985","7396","8579","714","2001","1034","714"
"1","39","1082",,"1978",,"12","90","1986","8597","8579","714","1287","1100","714"
"1","39","1082",,"1978",,"12","90","1987","10351","8579","714","572","1148","714"
"1","39","1082",,"1978",,"12","90","1988","11721","8579","572",,"1192","572"
"1","39","1082",,"1978",,"12","90","1989","12206","8579",,,"1224",
"1","39","1083",,"1978",,"12","90","1984","6677","8579","714","2716","950","714"
"1","39","1083",,"1978",,"12","90","1985","7396","8579","714","2001","1034","714"
"1","39","1083",,"1978",,"12","90","1986","8597","8579","714","1287","1100","714"
"1","39","1083",,"1978",,"12","90","1987","10351","8579","714","572","1148","714"
"1","39","1083",,"1978",,"12","90","1988","11721","8579","572",,"1192","572"
"1","39","1083",,"1978",,"12","90","1989","12206","8579",,,"1224",
"1","39","1084",,"1978",,"12","90","1984","6677","8579","714","2716","950","714"
"1","39","1084",,"1978",,"12","90","1985","7396","8579","714","2001","1034","714"
"1","39","1084",,"1978",,"12","90","1986","8597","8579","714","1287","1100","714"
"1","39","1084",,"1978",,"12","90","1987","10351","8579","714","572","1148","714"
"1","39","1084",,"1978",,"12","90","1988","11721","8579","572",,"1192","572"
"1","39","1084",,"1978",,"12","90","1989","12206","8579",,,"1224",
"1","39","1085",,"1978",,"12","90","1984","7146","9183","765","2907","1017","765"
"1","39","1085",,"1978",,"12","90","1985","7915","9183","765","2142","1108","765"
"1","39","1085",,"1978",,"12","90","1986","9200","9183","765","1377","1178","765"
"1","39","1085",,"1978",,"12","90","1987","11077","9183","765","612","1229","765"
"1","39","1085",,"1978",,"12","90","1988","12543","9183","612",,"1275","612"
"1","39","1085",,"1978",,"12","90","1989","13062","9183",,,"1310",
"1","39","1086",,"1978",,"12","90","1984","10814","13896","1158","4400","1539","1158"
"1","39","1086",,"1978",,"12","90","1985","11978","13896","1158","3242","1676","1158"
"1","39","1086",,"1978",,"12","90","1986","13923","13896","1158","2084","1782","1158"
"1","39","1086",,"1978",,"12","90","1987","16765","13896","1158","926","1860","1158"
"1","39","1086",,"1978",,"12","90","1988","18985","13896","926",,"1930","926"
"1","39","1086",,"1978",,"12","90","1989","19772","13896",,,"1982",
"1","39","1087",,"1978",,"12","90","1984","17676","22716","933","8152","933","933"
"1","39","1087",,"1978",,"12","90","1985","19579","22716","1893","6259","2741","1893"
"1","39","1087",,"1978",,"12","90","1986","22760","22716","1893","4366","2915","1893"
"1","39","1087",,"1978",,"12","90","1987","27407","22716","1893","2473","3041","1893"
"1","39","1087",,"1978",,"12","90","1988","31037","22716","1893","580","3156","1893"
"1","39","1087",,"1978",,"12","90","1989","32323","22716","580",,"3240","580"
"1","39","1088",,"1978",,"12","90","1984","10906","14016","1168","4438","1552","1168"
"1","39","1088",,"1978",,"12","90","1985","12080","14016","1168","3270","1691","1168"
"1","39","1088",,"1978",,"12","90","1986","14042","14016","1168","2102","1798","1168"
"1","39","1088",,"1978",,"12","90","1987","16908","14016","1168","934","1876","1168"
"1","39","1088",,"1978",,"12","90","1988","19147","14016","934",,"1947","934"
"1","39","1089",,"1978",,"12","90","1984","6770","8700","725","2754","963","725"
"1","39","1089",,"1978",,"12","90","1985","7499","8700","725","2029","1049","725"
"1","39","1089",,"1978",,"12","90","1986","8716","8700","725","1304","1116","725"
"1","39","1089",,"1978",,"12","90","1987","10494","8700","725","579","1164","725"
"1","39","1089",,"1978",,"12","90","1988","11883","8700","579",,"1208","579"
"1","39","1089",,"1978",,"12","90","1989","12375","8700",,,"1241",
"1","39","1090",,"1978",,"12","90","1984","11848","15225","1268","4821","1686","1268"
"1","39","1090",,"1978",,"12","90","1985","13123","15225","1268","3552","1836","1268"
"1","39","1090",,"1978",,"12","90","1986","15253","15225","1268","2283","1953","1268"
"1","39","1090",,"1978",,"12","90","1987","18366","15225","1268","1014","2038","1268"
"1","39","1090",,"1978",,"12","90","1988","20798","15225","1014",,"2115","1014"
"1","39","1090",,"1978",,"12","90","1989","21659","15225",,,"2172",
"1","39","1091",,"1978",,"12","90","1984","11658","14982","1248","4744","1659","1248"
"1","39","1091",,"1978",,"12","90","1985","12913","14982","1248","3495","1807","1248"
"1","39","1091",,"1978",,"12","90","1986","15011","14982","1248","2247","1922","1248"
"1","39","1091",,"1978",,"12","90","1987","18076","14982","1248","998","2005","1248"
"1","39","1091",,"1978",,"12","90","1988","20471","14982","998",,"2081","998"
"1","39","1091",,"1978",,"12","90","1989","21320","14982",,,"2137",
"1","39","1092",,"1978",,"12","90","1984","7146","9183","765","2907","1017","765"
"1","39","1092",,"1978",,"12","90","1985","7915","9183","765","2142","1108","765"
"1","39","1092",,"1978",,"12","90","1986","9200","9183","765","1377","1178","765"
"1","39","1092",,"1978",,"12","90","1987","11077","9183","765","612","1229","765"
"1","39","1092",,"1978",,"12","90","1988","12543","9183","612",,"1275","612"
"1","39","1092",,"1978",,"12","90","1989","13062","9183",,,"1310",
"1","39","1093",,"1978",,"12","90","1984","6770","8700","725","2754","963","725"
"1","39","1093",,"1978",,"12","90","1985","7499","8700","725","2029","1049","725"
"1","39","1093",,"1978",,"12","90","1986","8716","8700","725","1304","1116","725"
"1","39","1093",,"1978",,"12","90","1987","10494","8700","725","579","1164","725"
"1","39","1093",,"1978",,"12","90","1988","11883","8700","579",,"1208","579"
"1","39","1093",,"1978",,"12","90","1989","12375","8700",,,"1241",
"1","39","1094",,"1978",,"12","90","1984","6770","8700","725","2754","963","725"
"1","39","1094",,"1978",,"12","90","1985","7499","8700","725","2029","1049","725"
"1","39","1094",,"1978",,"12","90","1986","8716","8700","725","1304","1116","725"
"1","39","1094",,"1978",,"12","90","1987","10494","8700","725","579","1164","725"
"1","39","1094",,"1978",,"12","90","1988","11883","8700","579",,"1208","579"
"1","39","1094",,"1978",,"12","90","1989","12375","8700",,,"1241",
"1","39","1095",,"1978",,"12","90","1984","6770","8700","725","2754","963","725"
"1","39","1095",,"1978",,"12","90","1985","7499","8700","725","2029","1049","725"
"1","39","1095",,"1978",,"12","90","1986","8716","8700","725","1304","1116","725"
"1","39","1095",,"1978",,"12","90","1987","10494","8700","725","579","1164","725"
"1","39","1095",,"1978",,"12","90","1988","11883","8700","579",,"1208","579"
"1","39","1095",,"1978",,"12","90","1989","12375","8700",,,"1241",
"1","39","1096",,"1978",,"12","90","1984","7240","9303","775","2946","1030","775"
"1","39","1096",,"1978",,"12","90","1985","8019","9303","775","2170","1122","775"
"1","39","1096",,"1978",,"12","90","1986","9320","9303","775","1395","1193","775"
"1","39","1096",,"1978",,"12","90","1987","11222","9303","775","620","1245","775"
"1","39","1096",,"1978",,"12","90","1988","12708","9303","620",,"1292","620"
"1","39","1096",,"1978",,"12","90","1989","13234","9303",,,"1327",
"1","39","1097",,"1978",,"12","90","1984","10955","14077","1173","4457","1559","1173"
"1","39","1097",,"1978",,"12","90","1985","12134","14077","1173","3284","1698","1173"
"1","39","1097",,"1978",,"12","90","1986","14105","14077","1173","2111","1806","1173"
"1","39","1097",,"1978",,"12","90","1987","16985","14077","1173","938","1884","1173"
"1","39","1097",,"1978",,"12","90","1988","19235","14077","938",,"1956","938"
"1","39","1097",,"1978",,"12","90","1989","20032","14077",,,"2008",
"1","39","1098",,"1978",,"12","90","1984","17866","22958","1913","7269","2543","1913"
"1","39","1098",,"1978",,"12","90","1985","19789","22958","1913","5356","2770","1913"
"1","39","1098",,"1978",,"12","90","1986","23004","22958","1913","3443","2946","1913"
"1","39","1098",,"1978",,"12","90","1987","27702","22958","1913","1530","3073","1913"
"1","39","1098",,"1978",,"12","90","1988","31372","22958","1530",,"3189","1530"
"1","39","1098",,"1978",,"12","90","1989","32673","22958",,,"3275",
"1","39","1099",,"1978",,"12","90","1984","11048","14197","1183","4495","1572","1183"
"1","39","1099",,"1978",,"12","90","1985","12237","14197","1183","3312","1712","1183"
"1","39","1099",,"1978",,"12","90","1986","14225","14197","1183","2129","1821","1183"
"1","39","1100",,"1978",,"12","90","1984","7522","9666","805","3060","1070","805"
"1","39","1100",,"1978",,"12","90","1985","8332","9666","805","2255","1166","805"
"1","39","1100",,"1978",,"12","90","1986","9685","9666","805","1449","1240","805"
"1","39","1100",,"1978",,"12","90","1987","11661","9666","805","644","1293","805"
"1","39","1100",,"1978",,"12","90","1988","13205","9666","644",,"1343","644"
"1","39","1100",,"1978",,"12","90","1989","13752","9666",,,"1378",
"1","39","1101",,"1978",,"12","90","1984","10344","13292","1107","4209","1472","1107"
"1","39","1101",,"1978",,"12","90","1985","11457","13292","1107","3101","1603","1107"
"1","39","1101",,"1978",,"12","90","1986","13319","13292","1107","1993","1705","1107"
"1","39","1101",,"1978",,"12","90","1987","16039","13292","1107","886","1779","1107"
"1","39","1101",,"1978",,"12","90","1988","18164","13292","886",,"1846","886"
"1","39","1102",,"1978",,"12","90","1984","7522","9666","805","3060","1070","805"
"1","39","1102",,"1978",,"12","90","1985","8332","9666","805","2255","1166","805"
"1","39","1102",,"1978",,"12","90","1986","9685","9666","805","1449","1240","805"
"1","39","1102",,"1978",,"12","90","1987","11661","9666","805","644","1293","805"
"1","39","1102",,"1978",,"12","90","1988","13205","9666","644",,"1343","644"
"1","39","1102",,"1978",,"12","90","1989","13752","9666",,,"1378",
"1","39","1103",,"1978",,"12","90","1984","7522","9666","805","3060","1070","805"
"1","39","1103",,"1978",,"12","90","1985","8332","9666","805","2255","1166","805"
"1","39","1103",,"1978",,"12","90","1986","9685","9666","805","1449","1240","805"
"1","39","1103",,"1978",,"12","90","1987","11661","9666","805","644","1293","805"
"1","39","1103",,"1978",,"12","90","1988","13205","9666","644",,"1343","644"
"1","39","1103",,"1978",,"12","90","1989","13752","9666",,,"1378",
"1","39","1104",,"1978",,"12","90","1984","10814","13896","1158","4400","1539","1158"
"1","39","1104",,"1978",,"12","90","1985","11978","13896","1158","3242","1676","1158"
"1","39","1104",,"1978",,"12","90","1986","13923","13896","1158","2084","1782","1158"
"1","39","1104",,"1978",,"12","90","1987","16765","13896","1158","926","1860","1158"
"1","39","1104",,"1978",,"12","90","1988","18985","13896","926",,"1930","926"
"1","39","1104",,"1978",,"12","90","1989","19772","13896",,,"1982",
"1","39","1105",,"1978",,"12","90","1984","11096","14258","1188","4515","1579","1188"
"1","39","1105",,"1978",,"12","90","1985","12290","14258","1188","3326","1720","1188"
"1","39","1105",,"1978",,"12","90","1986","14286","14258","1188","2138","1829","1188"
"1","39","1105",,"1978",,"12","90","1987","17203","14258","1188","950","1908","1188"
"1","39","1105",,"1978",,"12","90","1988","19482","14258","950",,"1981","950"
"1","39","1105",,"1978",,"12","90","1989","20289","14258",,,"2034",
"1","39","1106",,"1978",,"12","90","1984","10344","13292","1107","4209","1472","1107"
"1","39","1106",,"1978",,"12","90","1985","11457","13292","1107","3101","1603","1107"
"1","39","1106",,"1978",,"12","90","1986","13319","13292","1107","1993","1705","1107"
"1","39","1106",,"1978",,"12","90","1987","16039","13292","1107","886","1779","1107"
"1","39","1106",,"1978",,"12","90","1988","18164","13292","886",,"1846","886"
"1","39","1106",,"1978",,"12","90","1989","18917","13292",,,"1896",
"1","39","1107",,"1978",,"12","90","1984","11142","14318","1193","4533","1586","1193"
"1","39","1107",,"1978",,"12","90","1985","12341","14318","1193","3340","1727","1193"
"1","39","1107",,"1978",,"12","90","1986","14344","14318","1193","2147","1836","1193"
"1","39","1107",,"1978",,"12","90","1987","17271","14318","1193","954","1916","1193"
"1","39","1107",,"1978",,"12","90","1988","19558","14318","954",,"1989","954"
"1","39","1107",,"1978",,"12","90","1989","20368","14318",,,"2042",
"1","39","1108",,"1978",,"12","90","1984","7616","9786","815","3099","1084","815"
"1","39","1108",,"1978",,"12","90","1985","8436","9786","815","2283","1180","815"
"1","39","1108",,"1978",,"12","90","1986","9807","9786","815","1468","1255","815"
"1","39","1108",,"1978",,"12","90","1987","11809","9786","815","652","1309","815"
"1","39","1108",,"1978",,"12","90","1988","13373",,,,"1359",
"1","39","1109",,"1978",,"12","90","1984","10484","13472","1122","4266","1492","1122"
"1","39","1109",,"1978",,"12","90","1985","11612","13472","1122","3143","1625","1122"
"1","39","1109",,"1978",,"12","90","1986","13497","13472","1122","2020","1728","1122"
"1","39","1109",,"1978",,"12","90","1987","16252","13472","1122","898","1803","1122"
"1","39","1109",,"1978",,"12","90","1988",,"13472","898",,"3578","898"
"1","39","1110",,"1978",,"12","90","1984","7616","9786","815","3099","1084","815"
"1","39","1110",,"1978",,"12","90","1985","8436","9786","815","2283","1180","815"
"1","39","1110",,"1978",,"12","90","1986","9807","9786","815","1468","1255","815"
"1","39","1110",,"1978",,"12","90","1987","11809","9786","815","652","1309","815"
"1","39","1110",,"1978",,"12","90","1988","13373","9786","652",,"1359","652"
"1","39","1110",,"1978",,"12","90","1989","13927","9786",,,"1395",
"1","39","1111",,"1978",,"12","90","1984","7616","9786","815","3099","1084","815"
"1","39","1111",,"1978",,"12","90","1985","8436","9786","815","2283","1180","815"
"1","39","1111",,"1978",,"12","90","1986","9807","9786","815","1468","1255","815"
"1","39","1111",,"1978",,"12","90","1987","11809","9786","815","652","1309","815"
"1","39","1111",,"1978",,"12","90","1988","13373","9786","652",,"1359","652"
"1","39","1111",,"1978",,"12","90","1989","13927","9786",,,"1395",
"1","39","1112",,"1978",,"12","90","1984","10955","14077","1173","4457","1559","1173"
"1","39","1112",,"1978",,"12","90","1985","12134","14077","1173","3284","1698","1173"
"1","39","1112",,"1978",,"12","90","1986","14105","14077","1173","2111","1806","1173"
"1","39","1112",,"1978",,"12","90","1987","16985","14077","1173","938","1884","1173"
"1","39","1112",,"1978",,"12","90","1988","19235","14077","938",,"1956","938"
"1","39","1112",,"1978",,"12","90","1989","20032","14077",,,"2008",
"1","39","1113",,"1978",,"12","90","1984","11237","14440","1203","4572","1599","1203"
"1","39","1113",,"1978",,"12","90","1985","12446","14440","1203","3369","1742","1203"
"1","39","1113",,"1978",,"12","90","1986","14467","14440","1203","2165","1853","1203"
"1","39","1113",,"1978",,"12","90","1987","17420","14440","1203","962","1933","1203"
"1","39","1113",,"1978",,"12","90","1988","19727","14440","962",,"2006","962"
"1","39","1113",,"1978",,"12","90","1989","20544","14440",,,"2060",
"1","39","1114",,"1978",,"12","90","1984","10484","13472","1122","4266","1492","1122"
"1","39","1114",,"1978",,"12","90","1985","11612","13472","1122","3143","1625","1122"
"1","39","1114",,"1978",,"12","90","1986","13497","13472","1122","2020","1728","1122"
"1","39","1114",,"1978",,"12","90","1987","16252","13472","1122","898","1803","1122"
"1","39","1114",,"1978",,"12","90","1988","18404","13472","898",,"1872","898"
"1","39","1114",,"1978",,"12","90","1989","19166","13472",,,"1922",
"1","39","1115",,"1978",,"12","90","1984","11283","14499","1208","4591","1606","1208"
"1","39","1115",,"1978",,"12","90","1985","12497","14499","1208","3383","1749","1208"
"1","39","1115",,"1978",,"12","90","1986","14526","14499","1208","2174","1860","1208"
"1","39","1115",,"1978",,"12","90","1987","17491","14499","1208","966","1941","1208"
"1","39","1115",,"1978",,"12","90","1988","19807","14499","966",,"2014","966"
"1","39","1115",,"1978",,"12","90","1989","20627","14499",,,"2068",
"1","39","1116",,"1978",,"12","90","1984","7711","9908","825","3131","1097","825"
"1","39","1116",,"1978",,"12","90","1985","8541","9908","825","2306","1195","825"
"1","39","1116",,"1978",,"12","90","1986","9927","9908","825","1480","1271","825"
"1","39","1116",,"1978",,"12","90","1987","11952","9908","825","655","1326","825"
"1","39","1116",,"1978",,"12","90","1988","13534","9908","655",,"1376","655"
"1","39","1116",,"1978",,"12","90","1989","14094","9908",,,"1413",
"1","39","1117",,"1978",,"12","90","1984","10625","13653","1137","4323","1512","1137"
"1","39","1117",,"1978",,"12","90","1985","11769","13653","1137","3185","1647","1137"
"1","39","1117",,"1978",,"12","90","1986","13680","13653","1137","2048","1751","1137"
"1","39","1118",,"1978",,"12","90","1984","7711","9908","825","3131","1097","825"
"1","39","1118",,"1978",,"12","90","1985","8541","9908","825","2306","1195","825"
"1","39","1118",,"1978",,"12","90","1986","9927","9908","825","1480","1271","825"
"1","39","1118",,"1978",,"12","90","1987","11952","9908","825","655","1326","825"
