"id","name","latitude","longitude","domain","asset_class","nta_code","responsible_agency","operated_by","owner","number","street","city","postcode","borough","bin","bbl","num_floors","connected_to_fiber","wireless_on_roof","fiber_pathways_in_building","landmarked","senior_center_flag","community_cornerstone_center_flag","franchise_agreement","community_board","council_district","census_tract","nta","target_neighborhood_id","target_neighborhood"
"FDNY-100117","Q4430","40.7565452","-73.80639406","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN52","Nyc Fire Department","NYCFDNY","City Owned",,"45 AVE & 160 ST","Queens","11358","Queens",,,,,,,,,,,"407","20","119100","East Flushing",,"N"
"FDNY-100118","M1798","40.86131167","-73.9212319999999","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN01","Nyc Fire Department","NYCFDNY","City Owned",,"10 AVE & W 202 ST","Manhattan","10034","Manhattan",,,,,,,,,,,"112","10","29900","Marble Hill-Inwood","MN-2","Y"
"FDNY-100119","R0563","40.61805942","-74.12362161","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI07","Nyc Fire Department","NYCFDNY","City Owned",,"UTTER AVE & MANOR RD","Staten Island","10314","Staten Island",,,,,,,,,,,"501","50","14700","Westerleigh","SI-1","Y"
"FDNY-100120","R2413","40.56593022","-74.13205095000001","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI25","Nyc Fire Department","NYCFDNY","City Owned",,"COMBS AVE 250' N OF CLARKE AVE/RVFD","Staten Island","10306","Staten Island",,,,,,,,,,,"503","50","13800","Oakwood-Oakwood Beach",,"N"
"FDNY-100121","B3013","40.61821719","-73.95814639","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK43","Nyc Fire Department","NYCFDNY","City Owned",,"AVENUE M & E 17 ST","Brooklyn","11230","Brooklyn",,,,,,,,,,,"314","48","53800","Midwood","BK-1","Y"
"FDNY-100122","R1983","40.61022205","-74.1489379","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI28","Nyc Fire Department","NYCFDNY","City Owned",,"WYONA AVE & HAWTHORNE AVE","Staten Island","10314","Staten Island",,,,,,,,,,,"501","50","25100","Port Richmond","SI-1","Y"
"FDNY-100123","B0143","40.71790704","-73.94665225","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK90","Nyc Fire Department","NYCFDNY","City Owned",,"MANHATTAN AVE & FROST ST","Brooklyn","11211","Brooklyn",,,,,,,,,,,"301","34","49700","East Williamsburg",,"N"
"FDNY-100124","B2992","40.61801126","-73.96004232","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK43","Nyc Fire Department","NYCFDNY","City Owned",,"AVE M & EAST 15 ST","Brooklyn","11230","Brooklyn",,,,,,,,,,,"314","48","76800","Midwood","BK-1","Y"
"FDNY-100125","Q9336","40.75414368","-73.85715508","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN26","Nyc Fire Department","NYCFDNY","City Owned",,"37 AVE & 111 ST","Queens","11368","Queens",,,,,,,,,,,"403","21","38100","North Corona","QN-1","Y"
"FDNY-100126","M0089","40.70808367","-74.00340211","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN25","Nyc Fire Department","NYCFDNY","City Owned",,"PEARL ST & BEEKMAN ST","Manhattan","10038","Manhattan",,,,,,,,,,,"101","1","1501","Battery Park City-Lower Manhattan",,"N"
"FDNY-100127","B2587","40.63824637","-73.99594166","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK88","Nyc Fire Department","NYCFDNY","City Owned",,"11 AVE & 48 ST","Brooklyn","11219","Brooklyn",,,,,,,,,,,"312","44","22000","Borough Park",,"N"
"FDNY-100128","Q1314","40.58866769","-73.80274869","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN12","Nyc Fire Department","NYCFDNY","City Owned",,"ROCKAWAY BEACH BLVD & BEACH 75 ST","Queens","11692","Queens",,,,,,,,,,,"414","32","94203","Hammels-Arverne-Edgemere","QN-3","Y"
"FDNY-100129","X3778","40.89171407","-73.90558681","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX22","Nyc Fire Department","NYCFDNY","City Owned",,"FIELDSTON RD & W 245 ST","Bronx","10471","Bronx",,,,,,,,,,,"208","11","33500","North Riverdale-Fieldston-Riverdale","BX-3","Y"
"FDNY-100130","Q4123","40.70347577","-73.89981967","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN20","Nyc Fire Department","NYCFDNY","City Owned",,"68 RD & 60 ST","Queens","11385","Queens",,,,,,,,,,,"405","30","58500","Ridgewood",,"N"
"FDNY-100131","B2616","40.63178263","-74.01582528","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK31","Nyc Fire Department","NYCFDNY","City Owned",,"68 ST & 7 AVE E/S OF VZ BRIDGE APP","Brooklyn","11220","Brooklyn",,,,,,,,,,,"310","43","12600","Bay Ridge",,"N"
"FDNY-100132","B1709","40.67357377","-73.90207722","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK85","Nyc Fire Department","NYCFDNY","City Owned",,"LIBERTY AVE & SNEDIKER AVE","Brooklyn","11207","Brooklyn",,,,,,,,,,,"305","37","114400","East New York (Pennsylvania Ave)","BK-1","Y"
"FDNY-100133","Q7019","40.72843098","-73.88858241","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN30","Nyc Fire Department","NYCFDNY","City Owned",,"SW CORNER 73 ST & 57 AVE","Queens","11378","Queens",,,,,,,,,,,"405","30","49302","Maspeth",,"N"
"FDNY-100134","Q1422","40.57803909","-73.85511219","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN10","Nyc Fire Department","NYCFDNY","City Owned",,"CRONSTON AVE & BEACH 135 ST","Queens","11694","Queens",,,,,,,,,,,"414","32","92800","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","QN-3","Y"
"FDNY-100135","B2453","40.63679269","-73.95743328","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK42","Nyc Fire Department","NYCFDNY","City Owned",,"FOSTER AVE & E 21 ST","Brooklyn","11210","Brooklyn",,,,,,,,,,,"314","45","77000","Flatbush","BK-1","Y"
"FDNY-100136","Q2305","40.78726003","-73.81286381","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN49","Nyc Fire Department","NYCFDNY","City Owned",,"N/B CI PWAY AT 150 ST","Queens","11357","Queens",,,,,,,,,,,"407","19","98700","Whitestone",,"N"
"FDNY-100137","Q7402","40.75529168","-73.90846545","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN70","Nyc Fire Department","NYCFDNY","City Owned",,"32 AVE & 51 ST","Queens","11377","Queens",,,,,,,,,,,"401","26","16300","Astoria","QN-1","Y"
"FDNY-100138","X4030","40.82178334","-73.8378736","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX09","Nyc Fire Department","NYCFDNY","City Owned",,"BRUSH AVE & ROHR PL","Bronx","10465","Bronx",,,,,,,,,,,"210","13","9000","Soundview-Castle Hill-Clason Point-Harding Park","BX-1","Y"
"FDNY-100139","R1031","40.60604576","-74.08434222","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI14","Nyc Fire Department","NYCFDNY","City Owned",,"ELBE AVE & SABLE AVE","Staten Island","10304","Staten Island",,,,,,,,,,,"502","50","5000","Grasmere-Arrochar-Ft. Wadsworth",,"N"
"FDNY-100140","Q7171","40.75399761","-73.94243021","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN68","Nyc Fire Department","NYCFDNY","City Owned",,"41 AVE & 21 ST","Queens","11101","Queens",,,,,,,,,,,"401","26","2500","Queensbridge-Ravenswood-Long Island City","QN-1","Y"
"FDNY-100141","Q5256","40.71469631","-73.77529928","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN61","Nyc Fire Department","NYCFDNY","City Owned",,"HILLSIDE AVE & 187 ST","Queens","11423","Queens",,,,,,,,,,,"412","27","48000","Jamaica","QN-2","Y"
"FDNY-100142","R3814","40.5474525","-74.14995202","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI54","Nyc Fire Department","NYCFDNY","City Owned",,"NELSON AVE & BELDEN ST","Staten Island","10308","Staten Island",,,,,,,,,,,"503","51","15601","Great Kills",,"N"
"FDNY-100143","Q6615","40.71699938","-73.78961771","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN06","Nyc Fire Department","NYCFDNY","City Owned",,"CROYDEN RD & MAYFIELD RD","Queens","11432","Queens",,,,,,,,,,,"408","24","45800","Jamaica Estates-Holliswood","QN-2","Y"
"FDNY-100144","Q4485","40.76037161","-73.81508733","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN51","Nyc Fire Department","NYCFDNY","City Owned",,"SANFORD AVE & 149 ST","Queens","11355","Queens",,,,,,,,,,,"407","20","116300","Murray Hill",,"N"
"FDNY-100145","B1905","40.65774692","-73.89610851","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK82","Nyc Fire Department","NYCFDNY","City Owned",,"LINDEN BLVD & WILLIAMS AVE","Brooklyn","11207","Brooklyn",,,,,,,,,,,"305","42","109800","East New York","BK-1","Y"
"FDNY-100146","Q4918","40.72834297","-73.82954332","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN37","Nyc Fire Department","NYCFDNY","City Owned",,"JEWEL AVE/VAN ARSDALE AVE & 136 ST","Queens","11367","Queens",,,,,,,,,,,"408","24","80900","Kew Gardens Hills","QN-2","Y"
"FDNY-100147","B3884","40.59521085","-73.99238931","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK29","Nyc Fire Department","NYCFDNY","City Owned",,"BATH AVE & BAY 37 ST","Brooklyn","11214","Brooklyn",,,,,,,,,,,"311","47","30200","Bensonhurst East",,"N"
"FDNY-100148","Q7528","40.77393148","-73.92165606","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN72","Nyc Fire Department","NYCFDNY","City Owned",,"HOYT AVE N & 24 ST","Queens","11102","Queens",,,,,,,,,,,"401","22","9500","Steinway","QN-1","Y"
"FDNY-100149","Q6806","40.7066598","-73.72964716","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN34","Nyc Fire Department","NYCFDNY","City Owned",,"109 AVE & 227 ST","Queens","11429","Queens",,,,,,,,,,,"413","27","58000","Queens Village","QN-2","Y"
"FDNY-100150","R3768","40.55520322","-74.20190242","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI48","Nyc Fire Department","NYCFDNY","City Owned",,"CODY PL & CROCKER CT","Staten Island","10312","Staten Island",,,,,,,,,,,"503","51","17010","Arden Heights",,"N"
"FDNY-100151","B2540","40.63123292","-73.98130754","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK88","Nyc Fire Department","NYCFDNY","City Owned",,"17 AVE & 46 ST","Brooklyn","11204","Brooklyn",,,,,,,,,,,"312","44","47600","Borough Park",,"N"
"FDNY-100152","Q3106","40.72915082","-73.8604723","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN18","Nyc Fire Department","NYCFDNY","City Owned",,"QUEENS BLVD & 64 RD","Queens","11374","Queens",,,,,,,,,,,"406","29","69300","Rego Park",,"N"
"FDNY-100153","M1584","40.8221734","-73.95210583","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN04","Nyc Fire Department","NYCFDNY","City Owned",,"HAMILTON PL & W 139 ST","Manhattan","10031","Manhattan",,,,,,,,,,,"109","7","22500","Hamilton Heights","MN-2","Y"
"FDNY-100154","R4392","40.52402543","-74.21401058","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI01","Nyc Fire Department","NYCFDNY","City Owned",,"AMBOY RD 75' E OF SHARROTT AVE","Staten Island","10309","Staten Island",,,,,,,,,,,"503","51","19800","Annadale-Huguenot-Prince's Bay-Eltingville",,"N"
"FDNY-100155","Q3206","40.72915439","-73.84944778","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN17","Nyc Fire Department","NYCFDNY","City Owned",,"66 RD & YELLOWSTONE BLVD","Queens","11375","Queens",,,,,,,,,,,"406","29","71304","Forest Hills",,"N"
"FDNY-100156","Q7989","40.74524191","-73.869288","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN29","Nyc Fire Department","NYCFDNY","City Owned",,"43 AVE OPP 95 ST","Queens","11373","Queens",,,,,,,,,,,"404","25","46300","Elmhurst","QN-1","Y"
"FDNY-100157","Q7339","40.70589893","-73.86108261","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN19","Nyc Fire Department","NYCFDNY","City Owned",,"78 AVE & 88 ST","Queens","11385","Queens",,,,,,,,,,,"405","30","63700","Glendale",,"N"
"FDNY-100158","R0224","40.63395556","-74.08574929","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI35","Nyc Fire Department","NYCFDNY","City Owned",,"CEBRA AVE & VICTORY BLVD","Staten Island","10301","Staten Island",,,,,,,,,,,"501","49","7500","New Brighton-Silver Lake","SI-1","Y"
"FDNY-100159","Q5755","40.6831333","-73.74935675","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN66","Nyc Fire Department","NYCFDNY","City Owned",,"131 AVE & 218 ST","Queens","11413","Queens",,,,,,,,,,,"413","31","62600","Laurelton","QN-2","Y"
"FDNY-100160","M1014","40.76984667","-73.9668471","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN40","Nyc Fire Department","NYCFDNY","City Owned",,"MADISON AVE & E 69 ST","Manhattan","10065","Manhattan",,,,,,,,,,,"108","4","12200","Upper East Side-Carnegie Hill",,"N"
"FDNY-100161","X2609","40.82510524","-73.86295905","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX09","Nyc Fire Department","NYCFDNY","City Owned",,"BRUCKNER BLVD N/B & THERIOT AVE","Bronx","10473","Bronx",,,,,,,,,,,"209","18","4200","Soundview-Castle Hill-Clason Point-Harding Park","BX-1","Y"
"FDNY-100162","Q6451","40.7614709","-73.71691484","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN45","Nyc Fire Department","NYCFDNY","City Owned",,"60 AVE & HEWLETT ST","Queens","11362","Queens",,,,,,,,,,,"411","23","152902","Douglas Manor-Douglaston-Little Neck",,"N"
"FDNY-100163","R3695","40.561078","-74.16982656","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI54","Nyc Fire Department","NYCFDNY","City Owned",,"RICHMOND AVE & ARTHUR KILL RD","Staten Island","10312","Staten Island",,,,,,,,,,,"503","51","14607","Great Kills",,"N"
"FDNY-100164","M1378","40.7979438","-73.94212011","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN34","Nyc Fire Department","NYCFDNY","City Owned",,"LEXINGTON AVE & E 115 ST","Manhattan","10029","Manhattan",,,,,,,,,,,"111","8","18200","East Harlem North","MN-2","Y"
"FDNY-100165","B2023","40.67358165","-73.89335128","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK82","Nyc Fire Department","NYCFDNY","City Owned",,"GLENMORE AVE & WYONA ST","Brooklyn","11207","Brooklyn",,,,,,,,,,,"305","37","115200","East New York","BK-1","Y"
"FDNY-100166","M0482","40.73264377","-73.981562","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN21","Nyc Fire Department","NYCFDNY","City Owned",,"STUYVESANT TWN SVC RD 1 AVE & E 16 ST","Manhattan","10003","Manhattan",,,,,,,,,,,"106","2","4800","Gramercy",,"N"
"FDNY-100167","B2379","40.63999206","-73.92149332","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK58","Nyc Fire Department","NYCFDNY","City Owned",,"PRESTON CT BTW E 56 ST & RALPH AVE","Brooklyn","11234","Brooklyn",,,,,,,,,,,"318","45","94401","Flatlands","BK-1","Y"
"FDNY-100168","R1583","40.60801798","-74.11606167","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI24","Nyc Fire Department","NYCFDNY","City Owned",,"SLOSSON AVE & MOTLEY AVE","Staten Island","10314","Staten Island",,,,,,,,,,,"502","50","17700","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",,"N"
"FDNY-100169","B2816","40.61515271","-74.00203158","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK28","Nyc Fire Department","NYCFDNY","City Owned",,"16 AVE & 77 ST","Brooklyn","11228","Brooklyn",,,,,,,,,,,"311","43","18200","Bensonhurst West",,"N"
"FDNY-100170","X3468","40.86968361","-73.86822921","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX07","Nyc Fire Department","NYCFDNY","City Owned",,"ADEE AVE & OLINVILLE AVE","Bronx","10467","Bronx",,,,,,,,,,,"211","15","33600","Bronxdale",,"N"
"FDNY-100171","Q5270","40.68250274","-73.82130359","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN55","Nyc Fire Department","NYCFDNY","City Owned",,"109 AVE & 120 ST","Queens","11420","Queens",,,,,,,,,,,"410","28","16600","South Ozone Park","QN-2","Y"
"FDNY-100172","X2965","40.8494181","-73.91112232","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX41","Nyc Fire Department","NYCFDNY","City Owned",,"JEROME AVE & MOUNT HOPE PL","Bronx","10453","Bronx",,,,,,,,,,,"205","14","23301","Mount Hope","BX-1","Y"
"FDNY-100173","M1262","40.78775317","-73.94746094","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN33","Nyc Fire Department","NYCFDNY","City Owned",,"3 AVE & E 100 ST","Manhattan","10029","Manhattan",,,,,,,,,,,"111","5","16600","East Harlem South","MN-2","Y"
"FDNY-100174","M1483","40.80248977","-73.93089359","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN34","Nyc Fire Department","NYCFDNY","City Owned",,"1 AVE & E 126 ST","Manhattan","10035","Manhattan",,,,,,,,,,,"111","8","24200","East Harlem North","MN-2","Y"
"FDNY-100175","B0628","40.68946752","-73.96910363","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK69","Nyc Fire Department","NYCFDNY","City Owned",,"VANDERBILT AVE & DEKALB AVE","Brooklyn","11205","Brooklyn",,,,,,,,,,,"302","35","19700","Clinton Hill","BK-1","Y"
"FDNY-100176","Q1401","40.58113253","-73.84592173","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN10","Nyc Fire Department","NYCFDNY","City Owned",,"CRONSTON AVE & BEACH 124 ST","Queens","11694","Queens",,,,,,,,,,,"414","32","93401","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","QN-3","Y"
"FDNY-100177","M1151","40.78704606","-73.97758535","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN12","Nyc Fire Department","NYCFDNY","City Owned",,"BROADWAY & W 84 ST","Manhattan","10024","Manhattan",,,,,,,,,,,"107","6","17100","Upper West Side",,"N"
"FDNY-100178","X3722","40.87691333","-73.90657623","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX29","Nyc Fire Department","NYCFDNY","City Owned",,"BROADWAY & W 230 ST","Bronx","10463","Bronx",,,,,,,,,,,"208","11","28900","Spuyten Duyvil-Kingsbridge","BX-3","Y"
"FDNY-100179","B1816","40.68582132","-73.87737336","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK83","Nyc Fire Department","NYCFDNY","City Owned",,"ETNA AVE & RICHMOND ST","Brooklyn","11208","Brooklyn",,,,,,,,,,,"305","37","117601","Cypress Hills-City Line","BK-1","Y"
"FDNY-100180","Q5436","40.70838463","-73.73861196","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN34","Nyc Fire Department","NYCFDNY","City Owned",,"110 AVE & SPRINGFIELD BLVD","Queens","11429","Queens",,,,,,,,,,,"413","27","58200","Queens Village","QN-2","Y"
"FDNY-100181","B1311","40.66153948","-73.98273252","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK40","Nyc Fire Department","NYCFDNY","City Owned",,"8 AVE & 16 ST","Brooklyn","11215","Brooklyn",,,,,,,,,,,"307","39","16900","Windsor Terrace","BK-1","Y"
"FDNY-100182","R1876","40.5832691","-74.1041134","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI45","Nyc Fire Department","NYCFDNY","City Owned",,"ADAMS AVE & NORTH RAILROAD AVE","Staten Island","10306","Staten Island",,,,,,,,,,,"502","50","11402","New Dorp-Midland Beach",,"N"
"FDNY-100183","R1223","40.59278577","-74.06831811","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI36","Nyc Fire Department","NYCFDNY","City Owned",,"SAND LA & OLYMPIA BLVD","Staten Island","10305","Staten Island",,,,,,,,,,,"502","50","7000","Old Town-Dongan Hills-South Beach",,"N"
"FDNY-100184","X3785","40.89263163","-73.90990306","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX22","Nyc Fire Department","NYCFDNY","City Owned",,"ARLINGTON AVE & W 246 ST","Bronx","10471","Bronx",,,,,,,,,,,"208","11","30701","North Riverdale-Fieldston-Riverdale","BX-3","Y"
"FDNY-100185","B0455","40.69373505","-73.99044693","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK38","Nyc Fire Department","NYCFDNY","City Owned",,"COURT ST & MONTAGUE ST","Brooklyn","11201","Brooklyn",,,,,,,,,,,"302","33","1100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",,"N"
"FDNY-100186","M1019","40.76649344","-73.95695607","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN31","Nyc Fire Department","NYCFDNY","City Owned",,"1 AVE & E 70 ST","Manhattan","10021","Manhattan",,,,,,,,,,,"108","5","12600","Lenox Hill-Roosevelt Island",,"N"
"FDNY-100187","Q1095","40.60573893","-73.757706","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN15","Nyc Fire Department","NYCFDNY","City Owned",,"MOTT AVE & MCBRIDE ST","Queens","11691","Queens",,,,,,,,,,,"414","31","100802","Far Rockaway-Bayswater","QN-3","Y"
"FDNY-100188","M1340","40.80545283","-73.96772277","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN09","Nyc Fire Department","NYCFDNY","City Owned",,"RIVERSIDE DR & W 111 ST","Manhattan","10025","Manhattan",,,,,,,,,,,"109","7","19900","Morningside Heights","MN-2","Y"
"FDNY-100189","X4903","40.86828265","-73.90106211","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX30","Nyc Fire Department","NYCFDNY","City Owned",,"UNIVERSITY AVE & W KINGSBRIDGE RD","Bronx","10468","Bronx",,,,,,,,,,,"207","14","26500","Kingsbridge Heights",,"N"
"FDNY-100190","R0026","40.64536605","-74.08785112","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI22","Nyc Fire Department","NYCFDNY","City Owned",,"JERSEY ST 500' S OF RICHMOND TERR","Staten Island","10301","Staten Island",,,,,,,,,,,"501","49","8100","West New Brighton-New Brighton-St. George","SI-1","Y"
"FDNY-100191","Q9509","40.71997671","-73.86523871","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN21","Nyc Fire Department","NYCFDNY","City Owned",,"WOODHAVEN BLVD & 65 AVE","Queens","11379","Queens",,,,,,,,,,,"405","30","65501","Middle Village",,"N"
"FDNY-100192","R1494","40.58663049","-74.09220985","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI36","Nyc Fire Department","NYCFDNY","City Owned",,"SEA VIEW AVE & HYLAN BLVD","Staten Island","10305","Staten Island",,,,,,,,,,,"502","50","9602","Old Town-Dongan Hills-South Beach",,"N"
"FDNY-100193","X3085","40.84069738","-73.84906246","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX59","Nyc Fire Department","NYCFDNY","City Owned",,"DORSEY & SEDDON STS","Bronx","10461","Bronx",,,,,,,,,,,"210","13","20400","Westchester-Unionport","BX-1","Y"
"FDNY-100194","R4852","40.50483163","-74.24163828","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI11","Nyc Fire Department","NYCFDNY","City Owned",,"YETMAN AVE & HYLAN BLVD","Staten Island","10307","Staten Island",,,,,,,,,,,"503","51","24401","Charleston-Richmond Valley-Tottenville",,"N"
"FDNY-100195","X2658","40.82025032","-73.84504791","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX09","Nyc Fire Department","NYCFDNY","City Owned",,"SOLON PL & HAVEMEYER AVE","Bronx","10473","Bronx",,,,,,,,,,,"209","18","9000","Soundview-Castle Hill-Clason Point-Harding Park","BX-1","Y"
"FDNY-100196","B1984","40.65301502","-73.89428989","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK50","Nyc Fire Department","NYCFDNY","City Owned",,"WILLIAMS AVE 600' S OF STANLEY AVE","Brooklyn","11236","Brooklyn",,,,,,,,,,,"318","42","98200","Canarsie","BK-1","Y"
"FDNY-100197","Q4554","40.76568772","-73.82912909","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN22","Nyc Fire Department","NYCFDNY","City Owned",,"LEAVITT ST & 137 ST","Queens","11354","Queens",,,,,,,,,,,"407","20","88901","Flushing",,"N"
"FDNY-100198","R4882","40.50436703","-74.25089386","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI11","Nyc Fire Department","NYCFDNY","City Owned",,"MASSACHUSETTS AVE 500' N OF HYLAN BLVD","Staten Island","10307","Staten Island",,,,,,,,,,,"503","51","24401","Charleston-Richmond Valley-Tottenville",,"N"
"FDNY-100199","Q5373","40.69290356","-73.77360351","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN08","Nyc Fire Department","NYCFDNY","City Owned",,"LINDEN BLVD & 176 ST","Queens","11434","Queens",,,,,,,,,,,"412","27","43200","St. Albans","QN-2","Y"
"FDNY-100200","R1772","40.60126175","-74.13311765","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI05","Nyc Fire Department","NYCFDNY","City Owned",,"BUCHANAN AVE & HAROLD ST","Staten Island","10314","Staten Island",,,,,,,,,,,"502","49","18902","New Springville-Bloomfield-Travis",,"N"
"FDNY-100201","M0529","40.73716857","-74.00146275","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN23","Nyc Fire Department","NYCFDNY","City Owned",,"GREENWICH AVE & BANK ST","Manhattan","10011","Manhattan",,,,,,,,,,,"102","3","7700","West Village",,"N"
"FDNY-100202","M0256","40.7164457","-73.98836626","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN28","Nyc Fire Department","NYCFDNY","City Owned",,"NORFOLK ST & GRAND ST","Manhattan","10002","Manhattan",,,,,,,,,,,"103","1","1401","Lower East Side","MN-1","Y"
"FDNY-100203","Q7109","40.72200551","-73.91655468","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN31","Nyc Fire Department","NYCFDNY","City Owned",,"MASPETH AVE & PAGE PL","Queens","11378","Queens",,,,,,,,,,,"402","30","21900","Hunters Point-Sunnyside-West Maspeth",,"N"
"FDNY-100204","R1108","40.6231246","-74.16759586","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI12","Nyc Fire Department","NYCFDNY","City Owned",,"LISK AVE & SOUTH AVE","Staten Island","10303","Staten Island",,,,,,,,,,,"501","49","32300","Mariner's Harbor-Arlington-Port Ivory-Graniteville","SI-1","Y"
"FDNY-100205","Q7361","40.75539132","-73.93503981","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN68","Nyc Fire Department","NYCFDNY","City Owned",,"38 AVE & 27 ST","Queens","11101","Queens",,,,,,,,,,,"401","26","5100","Queensbridge-Ravenswood-Long Island City","QN-1","Y"
"FDNY-100206","Q7817","40.74573086","-73.90211693","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN63","Nyc Fire Department","NYCFDNY","City Owned",,"ROOSEVELT AVE & 62 ST","Queens","11377","Queens",,,,,,,,,,,"402","26","26100","Woodside","QN-1","Y"
"FDNY-100207","R0374","40.63889764","-74.11768776","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI22","Nyc Fire Department","NYCFDNY","City Owned",,"BROADWAY & MARKHAM RD","Staten Island","10310","Staten Island",,,,,,,,,,,"501","49","13302","West New Brighton-New Brighton-St. George","SI-1","Y"
