"year","timestamp","target","without_measures","with_state_measures","with_city_permit_reductions","city_permit_reductions"
,"2020-01-01T00:15:16.000",,,,,
"2019","2019-02-28T19:37:57.000","1543322","1093430","1024836","1024818.2","17.8"
"2019","2019-03-31T19:38:32.000","1543322","1093430","1024836","1024739.34","96.66"
"2019","2019-04-04T19:45:19.000","1543322","1093430","1024836","1024825.45","10.55"
"2019","2019-04-05T19:45:39.000","1543322","1093430","1024836","1024833.88","2.12"
"2019","2019-04-09T19:46:41.000","1543322","1093430","1024836","1024829.09","6.91"
"2019","2019-04-02T19:42:43.000","1543322","1093430","1024836","1024818.08","17.92"
"2019","2019-04-12T19:47:36.000","1543322","1093430","1024836","1024827.09","8.91"
"2019","2019-04-07T19:46:09.000","1543322","1093430","1024836",,
"2019","2019-04-11T19:47:21.000","1543322","1093430","1024836","1024834.58","1.42"
"2019","2019-04-08T19:46:24.000","1543322","1093430","1024836","1024832.4","3.6"
"2019","2019-04-03T19:45:03.000","1543322","1093430","1024836","1024825.1","10.9"
"2019","2019-04-06T19:45:53.000","1543322","1093430","1024836",,
"2019","2019-04-13T19:47:52.000","1543322","1093430","1024836",,
"2019","2019-04-01T19:42:25.000","1543322","1093430","1024836","1024830.19","5.81"
"2019","2019-04-10T19:47:07.000","1543322","1093430","1024836","1024811.05","24.95"
"2019","2019-01-31T19:37:40.000","1543322","1093430","1024836","1024829.4","6.6"
"2019","2019-04-14T07:40:19.000","1543322","1093430","1024836",,
"2019","2019-04-16T14:30:36.000","1543322","1093430","1024836","1024808.05","27.95"
"2019","2019-04-15T14:30:07.000","1543322","1093430","1024836","1024826.38","9.62"
"2019","2019-04-17T13:48:00.000","1543322","1093430","1024836","1024831.28","4.72"
"2019","2019-04-19T00:15:20.000","1543322","1093430","1024836","1024829.56","6.44"
"2019","2019-04-20T00:15:14.000","1543322","1093430","1024836","1024825.48","10.52"
"2019","2019-04-21T00:15:16.000","1543322","1093430","1024836",,
"2019","2019-04-22T00:16:30.000","1543322","1093430","1024836",,
"2019","2019-04-23T00:15:18.000","1543322","1093430","1024836","1024818.58","17.42"
"2019","2019-04-24T00:15:16.000","1543322","1093430","1024836","1024826.19","9.81"
"2019","2019-04-25T00:15:27.000","1543322","1093430","1024836","1024822.47","13.53"
"2019","2019-04-26T00:19:44.000","1543322","1093430","1024836","1024829.43","6.57"
"2019","2019-04-27T00:16:08.000","1543322","1093430","1024836","1024824.32","11.68"
"2019","2019-04-28T00:15:14.000","1543322","1093430","1024836",,
"2019","2019-04-29T00:15:30.000","1543322","1093430","1024836",,
"2019","2019-04-30T00:15:28.000","1543322","1093430","1024836","1024833.85","2.15"
"2019","2019-05-01T00:15:14.000","1543322","1093430","1024836","1024824.97","11.03"
"2019","2019-05-02T00:19:40.000","1543322","1093430","1024836","1024832.47","3.53"
"2019","2019-05-03T00:15:15.000","1543322","1093430","1024836","1024831.12","4.88"
"2019","2019-05-04T00:16:41.000","1543322","1093430","1024836","1024834.46","1.54"
"2019","2019-05-05T00:15:15.000","1543322","1093430","1024836",,
"2019","2019-05-06T00:15:19.000","1543322","1093430","1024836",,
"2019","2019-05-07T00:15:51.000","1543322","1093430","1024836","1024818.73","17.27"
"2019","2019-05-08T00:15:16.000","1543322","1093430","1024836","1024833.51","2.49"
"2019","2019-05-09T00:15:16.000","1543322","1093430","1024836","1024823.02","12.98"
"2019","2019-05-10T00:15:16.000","1543322","1093430","1024836","1024827.83","8.17"
"2019","2019-05-11T00:15:17.000","1543322","1093430","1024836","1024826.87","9.13"
"2019","2019-05-12T00:15:16.000","1543322","1093430","1024836",,
"2019","2019-05-13T00:15:41.000","1543322","1093430","1024836",,
"2019","2019-05-14T00:15:31.000","1543322","1093430","1024836","1024830.75","5.25"
"2019","2019-05-15T00:15:16.000","1543322","1093430","1024836","1024832.39","3.61"
"2019","2019-05-16T00:15:15.000","1543322","1093430","1024836","1024828.45","7.55"
"2019","2019-05-17T00:15:16.000","1543322","1093430","1024836","1024824.44","11.56"
"2019","2019-05-18T00:15:15.000","1543322","1093430","1024836","1024826.11","9.89"
"2019","2019-05-19T00:15:15.000","1543322","1093430","1024836",,
"2019","2019-05-20T00:15:21.000","1543322","1093430","1024836",,
"2019","2019-05-21T00:15:15.000","1543322","1093430","1024836","1024828.58","7.42"
"2019","2019-05-22T00:19:51.000","1543322","1093430","1024836","1024836.54","-0.54"
"2019","2019-05-23T00:15:20.000","1543322","1093430","1024836","1024829.73","6.27"
"2019","2019-05-24T00:15:15.000","1543322","1093430","1024836","1024832.92","3.08"
"2019","2019-05-25T00:15:15.000","1543322","1093430","1024836","1024835.61","0.39"
"2019","2019-05-26T00:15:15.000","1543322","1093430","1024836",,
