project_id,project_name,project_description,current_phase,current_phase_type,regions,latlon,Location 1,latitude,longitude,project_url,project_image
330063,KINGSTOWN OLD BRIDGE LND,Landings & Marinas Project,Ongoing,default,Kingstown,"39.203714,-76.059029","Riverview Place,
Kingstown, MD 21620
(39.203714, -76.059029)",39.203714,-76.059029,,
330065,PUB LDGS-LAND UNDESIGNAT,Landings & Marinas Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
330067,PUB LNDGS-MAINT & IMPROV,Landings & Marinas Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
330069,MATAPKE PIER PARKING LOT,Landings & Marinas Project,Ongoing,default,Stevensville,"39.954428,-76.355528","Eareckson Lane,
Stevensville, MD 21666
(39.954428, -76.355528)",39.954428,-76.355528,,
330071,RMNCKE MTPK PAY MACHINES,Landings & Marinas Project,Ongoing,default,Stevensville,"39.954428,-76.355528","Eareckson Lane,
Stevensville, MD 21666
(39.954428, -76.355528)",39.954428,-76.355528,,
340015,BOE TOURNAMT FIELD MAINT,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
320037,RELOCATE PIER ONE RD,Airport Project,Complete,default,Stevensville,"38.976165,-76.328391","Wallman Way
Stevensville, MD 21666
(38.976165, -76.328391)",38.976165,-76.328391,,
320049,NEW AIRPORT TERMINAL BLD,Airport Project,Planning,default,Stevensville,"38.976165,-76.328391","Wallman Way
Stevensville, MD 21666
(38.976165, -76.328391)",38.976165,-76.328391,,
340017,QAC TOURNAMT FIELD MAINT,Board of Education Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
390007,SCATTERED SITE HOUSING\,Housing & Comm Svcs Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
390065,SSH-120 BUZZARD LANE,Housing & Comm Svcs Project,Ongoing,default,Church Hill,"39.139234,-75.985964","New Street,
Church Hill, MD 21623
(39.139234, -75.985964)",39.139234,-75.985964,,
400003,COUNTY FACILITIES PRGM,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400007,GASB/TAX SYSTEM UPDATE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400015,COUNTY WIDE MAPPING,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400027,STRATEGIC PLANNING,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400031,IT INFRASTRUCTURE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400045,LAND PRESERVATION-TRANSF,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400077,WETLANDS MITIGATION,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400111,LAND-UNDESIG-PARKS,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400127,PUBLIC LANDINGS ALLOC,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400201,LAND SALES PROCEEDS,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400215,PREVENTIVE PARK MAINT,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400217,ALLOCATION TO VFD'S,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400221,CAPITAL EQMT - PARKS,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400235,SOLID WASTE CAP EQUIP,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400241,CASH DEPOSIT AGREEMTS-CD,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400269,TX DITCH-BEAVERDAM,General Govt Project,Ongoing,default,Ingleside,"39.069121,-75.863297","Ell Downes Road,
Ingleside, MD 21644
(39.069121, -75.863297)",39.069121,-75.863297,,
400271,TX DITCH-LONGMARSH-STABL,General Govt Project,Ongoing,default,Ingleside,"39.103145,-75.837372","Long Marsh,
Henderson, MD 21640
(39.103145, -75.837372)",39.103145,-75.837372,,
400281,DET CTR FURN & CARPET,General Govt Project,Ongoing,default,Centreville,"39.043121,-76.054014","Green Street,
Centreville, MD 21617
(39.043121, -76.054014)",39.043121,-76.054014,,
400293,4-H PARK IMPROVMTS,General Govt Project,Ongoing,default,Centreville,"39.02897,-76.110222","4-H Park Road,
Centreville, MD 21617
(39.02897, -76.110222)",39.02897,-76.110222,,
400313,COUNTY-WIDE MAPPING-911,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400359,PUBLIC DRAINAGE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400391,CRSS CO CONNEC TRAIL PS1,General Govt Project,Ongoing,default,Stevensville,"38.971309,-76.32945","Romancoke Road,
Stevensville, MD 21666
(38.971309, -76.32945)",38.971309,-76.32945,,
400393,DAVIDSON PROPERTY IMPS,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400443,KENNARD ALUMNI ASSOC,General Govt Project,Ongoing,default,Centreville,"39.038451,-76.055792","Railroad Avenue,
Centreville, MD 21617
(39.038451, -76.055792)",39.038451,-76.055792,,
400457,GIS&STRAT PLAN LAND USE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400485,RESTR ALLOC-SCAT SITE HS,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400491,EMERGENCY GENERATORS,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400501,DPW YARD MTBE REMEDIATN,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400513,BAY CITY/MATEPEAKE TRAIL,General Govt Project,Ongoing,default,Stevensville,"38.971309,-76.32945","Romancoke Road,
Stevensville, MD 21666
(38.971309, -76.32945)",38.971309,-76.32945,,
400519,TALISMAN/KUDNER IMPROVMT,General Govt Project,Ongoing,default,Grasonville,"38.939389,-76.191854","Holly Lane Acres,
Grasonville, MD 21638
(38.939389, -76.191854)",38.939389,-76.191854,,
400521,SCHAFFER LAND-CTY COMPLE,General Govt Project,Ongoing,default,Centreville,"39.036342,-76.058042","Vincit Street,
Centreville, MD 21617
(39.036342, -76.058042)",39.036342,-76.058042,,
400573,HSG - NCI - 107 WATKINS,General Govt Project,Ongoing,default,Grasonville,"38.952526,-76.180248","Watkins Road,
Grasonville, MD 21638
(38.952526, -76.180248)",38.952526,-76.180248,,
400581,MATAPEAKE BUSINESS PAR,General Govt Project,Ongoing,default,Stevensville,"38.957615,-76.349496","Camp Wright Lane,
Stevensville, MD 21666
(38.957615, -76.349496)",38.957615,-76.349496,,
400607,GRASONVIL TENNIS COURTS,General Govt Project,Ongoing,default,Grasonville,"38.963267,-184689","Main St
Grasonville, MD 21638
(38.963267, -184689.0)",38.963267,-184689,,
400615,GRASONVILLE COMM CENTER,General Govt Project,Ongoing,default,Grasonville,"38.963267,-184689","Main St
Grasonville, MD 21638
(38.963267, -184689.0)",38.963267,-184689,,
400631,CREP EASEMNTS-50%CO/50%S,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400647,WATERSHED IMPRVMT PRGR,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400651,QAC RECREATION TRAIL MAP,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400653,COASTAL COMMTY INITIATIV,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400657,BOE TOURNAMNT FIELD MAIN,General Govt Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
400659,QAC TOURNAMNT FIELD MAIN,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400661,FIBER OPTIC - DET CENTER,General Govt Project,Ongoing,default,Centreville,"39.043121,-76.054014","Green Street,
Centreville, MD 21617
(39.043121, -76.054014)",39.043121,-76.054014,,
400663,SHERIFF CARS -REPLACEMEN,General Govt Project,Ongoing,default,Centreville,"39.042405,-76.061002","Railroad Avenue,
Centreville, MD 21617
(39.042405, -76.061002)",39.042405,-76.061002,,
400665,EMS SUPERVISOR RECHASSIS,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400667,EMS - ROUTE 8 GARAGE,General Govt Project,Ongoing,default,Stevensville,"38.957615,-76.349496","Camp Wright Lane,
Stevensville, MD 21666
(38.957615, -76.349496)",38.957615,-76.349496,,
400669,EMS - HARDWARE REPLACEMN,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400671,EMS - WIRELESS NETWORK,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400673,EMS - RADIO SYSTM UPGRAD,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400675,IT -FIBER INSTRASTRUCTUR,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400677,SW TRNSFR STAT IMPROVMNT,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400679,AGING- TRANS DEV PLAN,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400681,FERRY PT HABITAT ENH,General Govt Project,Ongoing,default,Chester,"38.979518,-76.248444","Swan Cove Lane,
Chester, MD 21619
(38.979518, -76.248444)",38.979518,-76.248444,,
400683,EMS LIFEPAK 12 UPGRADE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400685,XRAY SCANNER - CIR CRT,General Govt Project,Ongoing,default,Centreville,"39.045502,-76.064117","Church Hill Road,
Centreville, MD 21617
(39.045502, -76.064117)",39.045502,-76.064117,,
400687,AG PRES-MILLIKEN FARM,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400699,AGING-VEHIX REPLACE SSTA,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400701,RT 18 TRLS PHS III,General Govt Project,Ongoing,default,Kent Island,"38.97767,-76.290047","Castle Marina Road,
Chester, MD 21619
(38.97767, -76.290047)",38.97767,-76.290047,,
400703,OLD LOVE PT PARK RT1320,General Govt Project,Ongoing,default,Stevensville,"38.981096,-76.315268","Cockey Lane,
Stevensville, MD 21666
(38.981096, -76.315268)",38.981096,-76.315268,,
400705,CONQUEST GREENHOUSE,General Govt Project,Ongoing,default,Centreville,"39.092706,-76.126091","Conquest Beach Road,
Centreville, MD 21617
(39.092706, -76.126091)",39.092706,-76.126091,,
400707,RUBBLE SURCHARGE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400709,SHELTER GRANT MD-13-CD-3,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400711,EMS -REPLACEMENT VEHICLE,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400713,LIGHTING UPGR -FACILITIE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400715,CAP EQMT - GEN SERVICES,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400717,EMS PHASE IV ST N COUNTY,General Govt Project,Ongoing,default,Sudlersville,"39.19656,-75.968293","Hoffecker Road,
Kingstown, MD 21620
(39.19656, -75.968293)",39.19656,-75.968293,,
400719,DET CTR - TRANSPORT VEHI,General Govt Project,Ongoing,default,Centreville,"39.043121,-76.054014","Green Street,
Centreville, MD 21617
(39.043121, -76.054014)",39.043121,-76.054014,,
400721,CAP EQMT -ANIMAL SERVICE,General Govt Project,Ongoing,default,Crumpton,"39.238237,-75.921567","4th Street,
Church Hill, MD 21628
(39.238237, -75.921567)",39.238237,-75.921567,,
400723,C HILL PK-B GRASS & IRRI,General Govt Project,Ongoing,default,Church Hill,"39.146377,-75.975247","Church Hill Park Trail,
Church Hill, MD 21628
(39.146377, -75.975247)",39.146377,-75.975247,,
400725,RT 18 BALLFIELD LIGHTING,General Govt Project,Ongoing,default,Centreville,"39.028767,-76.110864","4-H Park Road,
Centreville, MD 21617
(39.028767, -76.110864)",39.028767,-76.110864,,
400729,CEC EMERGNCY BLKHD REPAI,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400731,COASTAL BAYS GRNT-KENNAR,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400733,CIRC CRT-SECURITY EQMT,General Govt Project,Ongoing,default,Centreville,"39.045502,-76.064117","Church Hill Road,
Centreville, MD 21617
(39.045502, -76.064117)",39.045502,-76.064117,,
400743,CHESTERWYE VEHICLE,General Govt Project,Ongoing,default,Grasonville,"38.9587,-76.203463","James Ln
Grasonville, MD 21638
(38.9587, -76.203463)",38.9587,-76.203463,,
400747,TEMP MONITOR ALERT SYSTM,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400749,QACTV EQUIPMENT,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400751,SHERIFF - RECORDS MNGMNT,General Govt Project,Ongoing,default,Centreville,"39.042405,-76.061002","Safety Drive,
Centreville, MD 21617
(39.042405, -76.061002)",39.042405,-76.061002,,
400753,EMS - EMERGENCY EQUIPMEN,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Railroad Avenue,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400755,DET CENTER - CAPITAL EQM,General Govt Project,Ongoing,default,Centreville,"39.043121,-76.054014","Green Street,
Centreville, MD 21617
(39.043121, -76.054014)",39.043121,-76.054014,,
400757,COMM & COMPREHENSIVE PLA,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400759,CAPITAL EQUIPMENT - AGIN,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400761,RT 18 EQUIPMENT SHED,General Govt Project,Ongoing,default,Centreville,"39.028767,-76.110864","4-H Park Road,
Centreville, MD 21617
(39.028767, -76.110864)",39.028767,-76.110864,,
400763,ADA COMPLIANCE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400765,CHRIST CHURCH-STAIN GLAS,General Govt Project,Ongoing,default,Stevensville,"38.981096,-76.315268","Cockey Lane,
Stevensville, MD 21666
(38.981096, -76.315268)",38.981096,-76.315268,,
400767,ARTIFICIAL TURF FLDS-STD,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400771,CR IS TRL REPAIRS-RT1519,General Govt Project,Ongoing,default,Stevensville,"38.971309,-76.32945","Romancoke Road,
Stevensville, MD 21666
(38.971309, -76.32945)",38.971309,-76.32945,,
400775,MALPF PROGRAM,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400777,ALLOCATION TO PHA,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400779,BATTING CAGES,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400781,FRMER ANML HLTH LAB RENO,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400783,GEN SERV WAREHOUSE & SHO,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400785,NIELSEN BUILDING HVAC,General Govt Project,Ongoing,default,Centreville,"39.046136,-76.065669","Bethel Church,
Centreville, MD 21617
(39.046136, -76.065669)",39.046136,-76.065669,,
400787,OLD LOVE PT PK - PHASE I,General Govt Project,Ongoing,default,Stevensville,"38.981096,-76.315268","Cockey Lane,
Stevensville, MD 21666
(38.981096, -76.315268)",38.981096,-76.315268,,
400789,VFD COMMUNICATION EQMT,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400791,EMS - TACTICAL MEDIC,General Govt Project,Ongoing,default,Centreville,"39.033723,-76.01832","Safety Drive,
Centreville, MD 21617
(39.033723, -76.01832)",39.033723,-76.01832,,
400793,RADIO TOWER INSP/REPAIR,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400795,RADIO EXPANSION,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400797,DET CTR - JMS UPGRADE,General Govt Project,Ongoing,default,Centreville,"39.043121,-76.054014","Green Street,
Centreville, MD 21617
(39.043121, -76.054014)",39.043121,-76.054014,,
400799,P&Z CAPITAL EQUIPMENT,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400801,REENGINEERING TECHNOLOGY,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400803,COMMERCIAL/RESI BROADBAN,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400805,CENTREVILLE LIBRARY RENO,General Govt Project,Ongoing,default,Centreville,"39.043083,-76.065924","S Commerce St
Centreville, MD 21617
(39.043083, -76.065924)",39.043083,-76.065924,,
400807,PARKS BLDG STABLILIZATIO,General Govt Project,Ongoing,default,Centreville,"39.02897,-76.110222","4-H Park Road,
Centreville, MD 21617
(39.02897, -76.110222)",39.02897,-76.110222,,
400809,PARKS PARKING LOT PAVING,General Govt Project,Ongoing,default,Centreville,"39.02897,-76.110222","4-H Park Road,
Centreville, MD 21617
(39.02897, -76.110222)",39.02897,-76.110222,,
400811,PARKS SURVEYS,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400813,W M PARK BATHROOMS,General Govt Project,Ongoing,default,Centreville,"39.069633,-76.039613","Bloomfield Farm Lane,
Centreville, MD 21617
(39.069633, -76.039613)",39.069633,-76.039613,,
400815,W M PARK LACROSSE FIELDS,General Govt Project,Ongoing,default,Centreville,"39.069633,-76.039613","Bloomfield Farm Lane,
Centreville, MD 21617
(39.069633, -76.039613)",39.069633,-76.039613,,
400817,911 PHONE SYSTEM REPLACE,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
400819,DET CTR-GPOD REPLACEMENT,General Govt Project,Ongoing,default,Centreville,"39.043121,-76.054014","Green Street,
Centreville, MD 21617
(39.043121, -76.054014)",39.043121,-76.054014,,
400823,LAND ACQ-CHSTR RV HEIGHT,General Govt Project,Ongoing,default,County-Wide,"39.045469,-76.066214","107 N Liberty St
Centreville, MD 21617
(39.045469, -76.066214)",39.045469,-76.066214,,
700133,BOE SECURITY ENTR,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700195,EQMT & VEHICLES,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700203,TEXTBOOKS,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700223,BOE PARKING LOT EXPANSIO,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
700239,CHES COLL-HLTH & ATH BLD,Ches College Project,Complete,default,Wye Mills,"38.952185,-76.083655","Powell Street,
Centreville, MD 21617
(38.952185, -76.083655)",38.952185,-76.083655,,
700243,TECHNOLOGY PLAN,Board of Education Project,Ongoing,default,County-Wide,"39.047677,-76.06675","Powell Street,
Centreville, MD 21617
(39.047677, -76.06675)",39.047677,-76.06675,,
