"file_number","file_name","location_acres","decision_date","allocation_area","planning_area","location_description","use_type_1","number_of_houses_1","use_type_2","number_of_houses_2","use_type_3","number_of_houses_3","coordinates"
"SDP-01-097","TAYLOR FARM","6.658","2001-07-05T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF RED DAHLIA DR","Single Family Detached","12",,,,,"(39.3157, -76.8847)"
"SDP-03-038","SPRINGER PROPERTY","1.49","2003-04-24T00:00:00.000","Ellicott City","Ellicott City","WEST SIDE OF WATERLOO RD 100' NORTH OF ELKO DR","Single Family Detached","3",,,,,"(39.2267, -76.8051)"
"SDP-12-016","WAHL PROPERTY  (4361 College Avenue)","8.97","2012-07-09T00:00:00.000","Ellicott City","Ellicott City","COLLEGE AVE S OF HIGH CASTLE RD","Single Family Detached","1",,,,,"(39.2539, -76.7787)"
"SDP-05-122","HARWOOD PARK","0.48","2006-08-31T00:00:00.000","Elkridge","Elkridge","S SIDE OF BEECHFIELD AVE N OF ATHOL AVE","Single Family Detached","6",,,,,"(39.1925, -76.7371)"
"SDP-10-082","Shipleys Grant Phs III IV","5","2010-07-15T00:00:00.000","Elkridge","Elkridge","MD RT 108 AT SNOWDEN RIVER PKY","Single Family Attached","81",,,,,"(39.2143, -76.802)"
"SDP-04-120","MONTJOY - PH. 4","1.6","2004-07-28T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF EXECUTIVE PARK DR","APT","42",,,,,"(39.2395, -76.8172)"
"SDP-13-022","Riverside Estates Section 4 Block H Lot 53","0.62","2013-07-31T00:00:00.000","Southeast","Southeast","NEWBERRY DR SOUTH OF JUDY LN","Single Family Detached","1",,,,,"(39.1755, -76.8861)"
"SDP-08-001","HARWOOD PARK","0.171","2008-01-15T00:00:00.000","Elkridge","Elkridge","SW OF EUCLID AVE NW OF HIGHLAND AVE","Single Family Detached","1",,,,,"(39.1957, -76.739)"
"SDP-10-036","FOREST GREEN","6.201","2011-08-01T00:00:00.000","Ellicott City","Ellicott City","SOUTH OF BALTIMORE NATIONAL PIKE","APT","38",,,,,"(39.2784, -76.8577)"
"SDP-03-118","GLYNCHESTER FARMS","15.75","2003-06-30T00:00:00.000","Elkridge","Elkridge","E SIDE OF ILCHESTER RD S OF LANDING RD","Single Family Detached","45",,,,,"(39.2322, -76.7698)"
"SDP-07-136","MAPLE LAWN FARMS","1.47","2007-09-05T00:00:00.000","Southeast","Southeast","S SIDE WATER ST","Single Family Detached","10",,,,,"(39.1541, -76.8975)"
"SDP-05-127","DEVINE PROPERTY","1.51","2006-05-04T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF SYLVAN RD 200' N OF CHURCH RD","Single Family Detached","3",,,,,"(39.2687, -76.8079)"
"SDP-05-055","EMERSON","0.851","2005-01-12T00:00:00.000","Southeast","Southeast","W SIDE STEPHENS RD S OF GORMAN RD","Single Family Detached","5",,,,,"(39.1348, -76.8475)"
"SDP-02-043","EMERSON (Formerly R-ED West)","1.251","2002-02-21T00:00:00.000","Southeast","Southeast","NW OF I-95 & GORMAN ROAD","Single Family Detached","5",,,,,"(39.1414, -76.8509)"
"SDP-00-045","PROFFEN PROPERTY","1.114","2000-02-08T00:00:00.000","Elkridge","Elkridge","NW SIDE OF LOUDON AVE 100' S OF ATHOL AVE","Single Family Detached","4",,,,,"(39.1934, -76.7336)"
"SDP-09-039","GTW'S WAVERLY WOODS","88.995","2010-01-21T00:00:00.000","Senior East","Ellicott City","W SIDE OF MARRIOTTSVILLE RD OPPOSITE WARWICK WAY","SFD-Age Restricted","84","SFA-Age Restricted","6",,,"(39.3105, -76.9027)"
"SDP-02-077","PATAPSCO PARK ESTATES","0.495","2002-04-16T00:00:00.000","Ellicott City","Ellicott City","W SIDE ELIZA DORSEY DR 600' NE OF MT. HEBRON DR","Single Family Detached","1",,,,,"(39.3078, -76.827)"
"SDP-07-108","MUSACCHIO PROPERTY","0.467","2007-07-02T00:00:00.000","Ellicott City","Ellicott City","S SIDE CHESTNUT CREST DR","Single Family Detached","1",,,,,"(39.288, -76.7926)"
"SDP-02-014","BONNIE BRANCH OVERLOOK","10.27","2001-12-05T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF BONNIE BRANCH RD 1800' S OF WHARF LN","Single Family Detached","10",,,,,"(39.2374, -76.785)"
"SDP-05-044","VILLAGE CREST","23.48","2006-03-09T00:00:00.000","Ellicott City,Senior East","Ellicott City","W SIDE OF VILLAGE CREST DR","SFA-Age Restricted","0",,,,,"(39.2538, -76.7908)"
"SDP-02-044","NEW COLONY VILLAGE-PHASE 7","2.28","2002-06-24T00:00:00.000","Elkridge","Elkridge","SE QUADRANT OF I-95 & MD RT 175","Single Family Detached","6",,,,,"(39.1772, -76.7837)"
"SDP-00-079","GTW'S WAVERLY WOODS","0.42","2000-03-15T00:00:00.000","Ellicott City","Ellicott City","S SIDE OF DORCHESTER WAY 200' E OF PETERSBORO RD","Single Family Detached","1",,,,,"(39.3078, -76.8793)"
"SDP-07-086","TIBER RIDGE","4.01","2007-10-16T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF ST. JOHN'S LN 200' S OF FREDERICK RD","Single Family Detached","9",,,,,"(39.2709, -76.8263)"
"SDP-03-023","KINDLER ESTATES","3","2003-03-10T00:00:00.000","Southeast","Southeast","TERMINUS OF WOODSTREAM WAY","Single Family Detached","1",,,,,"(39.1583, -76.8792)"
"SDP-05-004","GTW'S WAVERLY WOODS","2.509","2004-12-08T00:00:00.000","Ellicott City","Ellicott City","N & S SIDE OF ENFIELD DR","Single Family Attached","44",,,,,"(39.3088, -76.8885)"
"SDP-04-105","MAYFIELD WOODS","1.444","2004-09-27T00:00:00.000","Elkridge","Elkridge","E & W SIDES OF EMA'S CT AT MAYFIELD AVE","Single Family Detached","4",,,,,"(39.1971, -76.7926)"
"SDP-06-050","PATUXENT SQUARE APARTMENTS & RETAIL","3.363","2007-03-20T00:00:00.000","Route 1","Southeast","NW SIDE WASHINGTON BLVD S OF BREWERS CT","APT-MIHU","12","APT","68",,,"(39.1145, -76.8345)"
"SDP-06-060","ZEIGLER PROPERTY","1.063","2006-04-19T00:00:00.000","Ellicott City","Ellicott City","S SIDE OF I-70 300' W OF MILLBROOK RD","Single Family Detached","3",,,,,"(39.2953, -76.8394)"
"SDP-05-028","THE OAKS","1.24","2005-08-25T00:00:00.000","Ellicott City","Ellicott City","N SIDE EDGEWOOD RD 440' E OF GOVERNORS RUN","Single Family Detached","1",,,,,"(39.2887, -76.7971)"
"SDP-03-162","CENTENNIAL WOODS","4.26","2003-10-29T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF CENTENNIAL LN 1500' N OF MAXINE ST","Single Family Detached","10",,,,,"(39.2503, -76.866)"
"SDP-03-119","NORTH LAUREL PARK","0.49","2003-05-30T00:00:00.000","Southeast","Southeast","SW QUADRANT OF FULTON AVE & PARK AVE","Single Family Detached","3",,,,,"(39.1152, -76.8467)"
"SDP-03-076","THE WOODS OF PARK PLACE","5.892","2003-09-09T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF CHURCH RD E OF PARK DR","Single Family Detached","15",,,,,"(39.2756, -76.7987)"
"SDP-12-009","Allview Estates Lots 44 & 45","1.242","2011-11-01T00:00:00.000","Columbia","Columbia","NE SIDE ALLVIEW DR OPPOSITE BEECHWOOD DR","Single Family Detached","2",,,,,"(39.1933, -76.8613)"
"SDP-01-007","OAK PLACE","1.53","2000-10-19T00:00:00.000","Elkridge","Elkridge","TERMINUS OF JOHN CALVERT CT","Single Family Detached","4",,,,,"(39.2108, -76.7558)"
"SDP-08-109","RIVERWATCH CONDOMINIUMS (RIVERWATCH)-PH 3","4.818","2009-10-22T00:00:00.000","ELK - Growth & Revitalization","Elkridge","NE & SW OF FURNACE AVE N OF RAILROAD AVE","APT","0",,,,,"(39.2148, -76.7057)"
"SDP-03-056","STONE LAKE","0.89","2003-01-28T00:00:00.000","Southeast","Southeast","SOUTH SIDE OF WEATHERED STONE WAY","Single Family Detached","3",,,,,"(39.1381, -76.8357)"
"SDP-05-064","JASMYN WOODS","2.34","2005-03-18T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF HORSESHOE RD 550' WEST OF ROSECROFT TERRACE","Single Family Detached","7",,,,,"(39.2302, -76.8078)"
"SDP-06-132","ROCKBURN VIEW","1.4","2006-12-15T00:00:00.000","Elkridge","Elkridge","S SIDE MONTGOMERY RD 350' E OF ROCKBURN WOODS WAY","Single Family Detached","3",,,,,"(39.2133, -76.7687)"
"SDP-09-040","STONE LAKE","5.56","2009-05-11T00:00:00.000","Southeast","Southeast","N SIDE OF GORMAN RD OPPOSITE STEPHENS RD","Single Family Detached","21",,,,,"(39.1376, -76.8385)"
"SDP-07-128","HOGG PROPERTY","3.24","2007-12-26T00:00:00.000","Ellicott City","Ellicott City","HOGG CT & MAPLE CLIFFE WAY","Single Family Detached","21",,,,,"(39.2603, -76.7944)"
"SDP-00-124","VILLAGE OF RIVER HILL","3.88","2000-07-31T00:00:00.000","Columbia","Columbia","E OF INDIAN SUMMER DR & S OF EARLY LILACS PATH","Single Family Detached","15",,,,,"(39.2076, -76.9266)"
"SDP-08-095","FOLKENBER PROPERTY (SHERMAN PROPERTY)","0.273","2009-04-01T00:00:00.000","Southeast","Southeast","W SIDE OLD SCAGGSVILLE RD N OF DONNA LN","Single Family Detached","1",,,,,"(39.1215, -76.8645)"
"SDP-01-031","TOWN CENTER","8.4","2001-05-04T00:00:00.000","Columbia","Columbia","AREA BETWEEN BROKEN LAND PKY & GOV. WARFIELD PKY","Single Family Attached","127",,,,,"(39.217, -76.8658)"
"SDP-04-086","ILCHESTER HILLS","1.43","2004-05-28T00:00:00.000","Elkridge","Elkridge","E SIDE OF ILCHESTER RD 1000' N OF BEECHWOOD RD","Single Family Attached","12",,,,,"(39.2421, -76.7665)"
"SDP-13-078","Rockburn View","3.51","2014-03-24T00:00:00.000","Established Communities","Elkridge","S SIDE MONTGOMERY RD W OF ROCKBURN WOODS WAY","Single Family Detached","8",,,,,"(39.2138, -76.7718)"
"SDP-16-001","MORRIS PLACE","5.984","2016-12-17T00:00:00.000","ELK - Growth & Revitalization","Elkridge","WEST SIDE OF US RT 1 SOUTH SIDE OF CEMETERY LN","Single Family Attached","68","SFA-MIHU","11",,,"(39.1812, -76.7719)"
"SDP-16-063","SAMUEL'S GRANT","34.021","2016-10-26T00:00:00.000","Established Communities","Elkridge","TERMINUS OF CALVERT DR","Single Family Detached","24",,,,,"(39.2061, -76.7571)"
"SDP-14-058","GROVEMENT OVERLOOK","1.063","2014-07-10T00:00:00.000","Established Communities","Elkridge","E SIDE LANDING RD S OF WOOLTON CT","Single Family Detached","5",,,,,"(39.2246, -76.7533)"
"SDP-12-030","Harwood Park","0.137","2012-07-10T00:00:00.000","Elkridge","Elkridge","CORNER OF EUCLID AVE & HIGHLAND AVE","Single Family Detached","2",,,,,"(39.1955, -76.738)"
"SDP-14-072","OXFORD SQUARE - PARCEL Y","6.96","2016-08-09T00:00:00.000","ELK - Growth & Revitalization","Elkridge","TERMINUS OF SAINT MARGARETS BLVD","Single Family Attached","132","SFA-MIHU","24",,,"(39.1849, -76.7391)"
"SDP-04-041","FENNER PROPERTY","0.495","2004-02-13T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF CENTENNIAL LN","Single Family Detached","1",,,,,"(39.2717, -76.8635)"
"SDP-14-028","HARWOOD PARK","0.138","2014-05-16T00:00:00.000","Established Communities","Elkridge","SW QUADRANT OF EUCLID AVE & MELROSE AVE","Single Family Detached","2",,,,,"(39.1939, -76.7371)"
"SDP-05-077","STONE LAKE","0.8","2005-03-28T00:00:00.000","Southeast","Southeast","N SIDE OF RIVER GLADE RUN","Single Family Detached","3",,,,,"(39.139, -76.8348)"
"SDP-12-013","O'KANE PROPERTY","5","2012-03-28T00:00:00.000","Elkridge","Elkridge","TERMINUS OF WHARFF LN","Single Family Detached","1",,,,,"(39.2401, -76.7756)"
"SDP-15-073","HARVEY S. REED LOTS 12 & 13","1.9511","2016-04-04T00:00:00.000","Established Communities","Ellicott City","W SIDE BETHANY LN BETWEEN GERMAN RD & REED LN","Single Family Detached","2",,,,,"(39.2897, -76.8579)"
"SDP-07-018","JUNEAU HILLS","4.399","2007-05-11T00:00:00.000","Ellicott City","Ellicott City","SE SIDE OF COLUMBIA PIKE S OF SEARS HOUSE CT","Single Family Detached","7",,,,,"(39.261, -76.8099)"
"SDP-13-042","Cypress Springs Phase 3","3.07","2014-01-28T00:00:00.000","Elkridge","Elkridge","WEST SIDE OF CLAREMONT DR","Single Family Detached","11",,,,,"(39.2156, -76.7184)"
"SDP-06-031","WIERKOWSKI PROPERTY","2.29","2006-01-03T00:00:00.000","Elkridge","Elkridge","TERMINUS OF SUMMER HOME TERR","Single Family Detached","1",,,,,"(39.2154, -76.7267)"
"SDP-12-004","MAPLE LAWN FARMS","2.62","2011-11-09T00:00:00.000","Southeast","Southeast","MORRIS ST & GUNSTON ST","Single Family Detached","27",,,,,"(39.1527, -76.8963)"
"SDP-17-022","MAPLE LAWN SOUTH","11.49","2017-06-15T00:00:00.000","SE - Growth & Revitalization","Southeast","S SIDE SCAGGSVILLE RD E OF MURPHY RD","Single Family Detached","64",,,,,"(39.1491, -76.9175)"
"SDP-08-037","EMERSON","4.649","2008-12-04T00:00:00.000","Southeast","Southeast","W SIDE PALACE HALL DR","Single Family Attached","45",,,,,"(39.1394, -76.8572)"
"SDP-14-010","TOTARO PROPERTY","0.635","2014-07-10T00:00:00.000","Established Communities","Southeast","NORTHWEST CORNER OF RT. 1 AND HOWARD STREET","Single Family Detached","2",,,,,"(39.1367, -76.8152)"
"SDP-10-045","CAHILL OVERLOOK LOTS 1 &2","0.83","2010-04-26T00:00:00.000","Ellicott City","Ellicott City","E SIDE COLLEGE AVE N OF ROSS RD","Single Family Detached","2",,,,,"(39.2656, -76.7951)"
"SDP-05-014","BONNIELASS","3.19","2005-06-01T00:00:00.000","Elkridge","Elkridge","E SIDE OF BONNIE BRANCH RD 1600' S OF WHARFF LN","Single Family Detached","9",,,,,"(39.2366, -76.7803)"
"SDP-04-152","ELKRIDGE TOWN CENTER - PH 4","14.57","2007-02-20T00:00:00.000","Elkridge","Elkridge","S SIDE GREENFIELD RD AT WASHINGTON BLVD","APT","0",,,,,"(39.2041, -76.7325)"
"SDP-07-046","FARD PROPERTY","0.544","2007-03-29T00:00:00.000","Columbia","Columbia","TERMINUS OF HOWES LN","Single Family Detached","1",,,,,"(39.1999, -76.8636)"
"SDP-00-101","VILLAGE OF RIVER HILL","1.95","2000-05-31T00:00:00.000","Columbia","Columbia","TERMINUS OF FLOWING WATER TRAIL","Single Family Detached","11",,,,,"(39.2075, -76.9298)"
"SDP-04-107","CIEPIELA PROPERTY","0.37","2004-06-11T00:00:00.000","Elkridge","Elkridge","E SIDE HANOVER RD 350' S OF WASHINGTON BLVD","Single Family Detached","1",,,,,"(39.206, -76.7228)"
"SDP-07-090","STEEPLECHASE","1.58","2007-06-18T00:00:00.000","Ellicott City","Ellicott City","W SIDE ST. JOHN'S LN 500' N OF CHURCHGATE RD","Single Family Detached","3",,,,,"(39.2857, -76.8299)"
"SDP-03-079","DANIELS MILL OVERLOOK","2.483","2003-09-12T00:00:00.000","Ellicott City","Ellicott City","S SIDE STONEHOUSE DR 600' SW OF WATERWHEEL CT","Single Family Detached","0",,,,,"(39.2998, -76.8136)"
"SDP-03-048","APPLE GROVE SUBDIVISION","0.914","2002-12-31T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF HIGH RIDGE RD 300' N OF ROSEMAR DR","Single Family Detached","2",,,,,"(39.2935, -76.8041)"
"SDP-13-056","Montgomery Crossing - PH1","3.98","2014-02-18T00:00:00.000","Established Communities","Elkridge","S SIDE MONTGOMERY RD W OF MARSHALEE DR","Single Family Detached","2",,,,,"(39.2113, -76.7587)"
"SDP-09-019","TROTTER CROSSING","5.421","2009-05-14T00:00:00.000","Columbia","Columbia","W SIDE TROTTER RD 1900' N OF SOUTH WIND CIR","Single Family Detached","9",,,,,"(39.2145, -76.9218)"
"SDP-03-001","VILLAGE OF HARPER'S CHOICE","1.828","2002-09-06T00:00:00.000","Columbia","Columbia","E SIDE OF MANORSTONE LN 1500' S OF MD RT 108","Single Family Detached","1",,,,,"(39.2273, -76.9081)"
"SDP-05-106","TIPTON OVERLOOK","2.41","2005-12-07T00:00:00.000","Southeast","Southeast","TERMINUS OF TIPTON DR","Single Family Detached","7",,,,,"(39.1415, -76.882)"
"SDP-12-078","CATTERTON PROPERTY","1.96","2013-10-17T00:00:00.000","Elkridge","Elkridge","N SIDE OF MONTGOMERY RD OPPOSITE BELLANCA DR","Single Family Detached","3",,,,,"(39.2147, -76.7645)"
"SDP-09-017","PRATT PROPERTY","0.96","2009-12-03T00:00:00.000","Ellicott City","Ellicott City","EAST SIDE OF CENTENNIAL LANE 600' S OF MAXINE ST","Single Family Detached","2",,,,,"(39.2442, -76.8667)"
"SDP-05-116","MAPLE LAWN FARMS","1.55","2005-06-06T00:00:00.000","Southeast","Southeast","N & S OF IAGER BLVD & W SIDE LIBERTY ST","Single Family Attached","27",,,,,"(39.1583, -76.9069)"
"SDP-17-029","PINE ACRES","12.02","2017-05-31T00:00:00.000","Established Communities","Elkridge","MONTGOMERY RD AT PARKVIEW CT","Single Family Detached","21",,,,,"(39.2139, -76.7645)"
"SDP-15-044","THE VINE - BUCH APARTMENTS","8.8942","2016-08-10T00:00:00.000","SE - Growth & Revitalization","Southeast","JOHNS HOPKINS RD","APT-MIHU","43","APT","240",,,"(39.1485, -76.8991)"
"SDP-03-146","EMERSON","9.578","2004-03-17T00:00:00.000","Southeast","Southeast","S SIDE OF SKYLARK BLVD W SIDE OF PALACE HALL DR","Single Family Attached","89",,,,,"(39.141, -76.8562)"
"SDP-01-064","VILLAGE OF RIVER HILL","1.089","2001-01-19T00:00:00.000","Columbia","Columbia","TERMINUS FLOATING CLOUDS PATH & LAUREL LEAVES LN","Single Family Detached","3",,,,,"(39.2092, -76.9253)"
"SDP-04-080","THE COURTYARDS AT WAVERLY WOODS - EAST - PH.1 & 2","35.078","2004-12-09T00:00:00.000","Senior East","Ellicott City","SE QUADRANT MARRIOTTSVILLE RD & OLD FREDERICK RD","SFA-Age Restricted","108","APT-Age Restricted-MIHU-Offsite","36","APT-Age Restricted","112","(39.3142, -76.8967)"
"SDP-12-036","Kelly Property Parcel 261","0.366","2012-03-08T00:00:00.000","Columbia","Columbia","S SIDE CARTERSVILLE RD E OF COLEMAN THOMAS RD","Single Family Detached","1",,,,,"(39.1695, -76.8331)"
"SDP-05-006","AUTUMN VIEW","1.54","2005-04-13T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF FOUR QUARTER RD & WINDING ROSS WAY","Single Family Attached","29",,,,,"(39.2532, -76.7861)"
"SDP-04-056","GTW'S WAVERLY WOODS","5.566","2003-12-04T00:00:00.000","Ellicott City","Ellicott City","NW SIDE OF DORCHESTER WAY, ALSO CHATTERTON WAY","Single Family Detached","15",,,,,"(39.3135, -76.879)"
"SDP-04-102","KLEIN AVENUE","0.58","2004-05-18T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF KLEIN AVE OPPOSITE SMITH AVE","Single Family Detached","1",,,,,"(39.2707, -76.8073)"
"SDP-07-015","WORTHINGTON WEST","4.056","2007-04-25T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF MONTGOMERY RD 300' S OF WORTHINGTON WAY","Single Family Detached","8",,,,,"(39.2334, -76.7932)"
"SDP-05-022","CHERRYTREE PARK - PH. 3","5.179","2005-09-27T00:00:00.000","Southeast","Southeast","SE QUADRANT US RT 29 & MD RT 216","Single Family Attached","49","SFA-MIHU","5",,,"(39.1409, -76.903)"
"SDP-07-045","STONEHOUSE OVERLOOK","1.5","2007-04-18T00:00:00.000","Ellicott City","Ellicott City","S SIDE STONEHOUSE DR E OF PATAPSCO VALLEY DR","Single Family Detached","8",,,,,"(39.3013, -76.8164)"
"SDP-11-033","MAHANES PROPERTY","0.931","2012-01-30T00:00:00.000","Columbia","Columbia","N SIDE OF GUILFORD RD. 130 FT SE OF SASSAFRAS CT","Single Family Detached","3",,,,,"(39.1708, -76.8619)"
"SDP-03-083","LAND OF WILLIAM H. BURKE JR., TRUSTEE","2.3","2003-02-26T00:00:00.000","Columbia","Columbia","TERMINUS OF FOXCROFT WAY","Single Family Detached","3",,,,,"(39.2189, -76.809)"
"SDP-16-025","STELLA GLEN II","1.79","2016-05-11T00:00:00.000","Established Communities","Columbia","SHAKER DR","Single Family Detached","2",,,,,"(39.192, -76.8654)"
"SDP-13-023","WALDEN WOODS","18.612","2014-12-22T00:00:00.000","SE - Growth & Revitalization","Southeast","E SIDE GORMAN RD 1400' N OF SKYLARK BLVD","SFD-Age Restricted","10","SFA-Age Restricted","87",,,"(39.1439, -76.8535)"
"SDP-01-063","C & M PARTNERSHIP","0.23","2001-01-19T00:00:00.000","Columbia","Columbia","S SIDE OF GUILFORD RD 1200' W OF OAKLAND MILLS RD","Single Family Detached","1",,,,,"(39.1644, -76.8347)"
"SDP-12-012","MAPLE LAWN FARMS","0.41","2012-03-19T00:00:00.000","Southeast","Southeast","INTERSECTION OF MULBERRY ST & ELMWOOD ST","Single Family Detached","2",,,,,"(39.1594, -76.9077)"
"SDP-13-050","Cascade Overlook","1.32","2013-07-31T00:00:00.000","Established Communities","Elkridge","NE QUADRANT ILCHESTER RD & LANDING RD","Single Family Detached","6",,,,,"(39.2363, -76.7697)"
"SDP-06-018","PROPERTY OF ATHOL & LISA MORGAN","1.21","2007-08-09T00:00:00.000","Ellicott City","Ellicott City","S SIDE OLD FREDERICK RD OPPOSITE TILLER DR","Single Family Detached","1",,,,,"(39.2995, -76.834)"
"SDP-12-024","Grovemont Overlook","6.11","2012-08-30T00:00:00.000","Elkridge","Elkridge","LANDING RD800' SOUTH OF WOOLTON CT","Single Family Detached","31",,,,,"(39.2247, -76.7542)"
"SDP-17-009","ESTATES AT PATAPSCO PARK","25.15","2017-02-24T00:00:00.000","Established Communities","Ellicott City","NORTH SIDE OF RT 99 AT VALLEY VIEW WAY","Single Family Detached","136",,,,,"(39.307, -76.8183)"
"SDP-09-062","TALBOTS WOODS II, LTS 9,11","0.682","2009-10-02T00:00:00.000","Elkridge","Elkridge","TERMINUS OF SERENA DYLAN WAY","Single Family Detached","2",,,,,"(39.2286, -76.7701)"
"SDP-06-058","HOWARD HEIGHTS","1.12","2006-07-24T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF SOUTHVIEW RD","Single Family Detached","2",,,,,"(39.2886, -76.8364)"
"SDP-14-024","DOWNTOWN COLUMBIA","4.96","2015-12-17T00:00:00.000","Downtown Columbia","Columbia","E SIDE OF BROKEN LAND PKWY N OF LITTLE PATUXENT PKWY","APT","437",,,,,"(39.2154, -76.8657)"
"SDP-09-045","GUILFORD GARDENS","17.97","2010-02-18T00:00:00.000","Columbia,Senior East","Columbia","EAST SIDE OF OAKLAND MILLS ROAD","APT-MIHU","22","APT-Age Restricted-MIHU","5","APT-Age Restricted","40","(39.1713, -76.8304)"
"SDP-00-121","TERRA MARIA","0.25","2000-09-22T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF TERRA MARIA WAY 300' N OF MD RT 144","Single Family Detached","1",,,,,"(39.2865, -76.8892)"
"SDP-17-046","WHISKEY BOTTOM POINT, LOTS 1-6","1.72","2017-08-02T00:00:00.000","Established Communities","Southeast","TERMINUS OF HOMESTRETCH CT","Single Family Detached","6",,,,,"(39.116, -76.8343)"
"SDP-08-102","NORDAU SUBDIVISION","0.594","2008-12-03T00:00:00.000","Southeast","Southeast","NE SIDE FAWN RUN","Single Family Detached","2",,,,,"(39.1568, -76.8147)"
"SDP-03-065","LOWE PROPERTY","1","2003-04-29T00:00:00.000","Elkridge","Elkridge","WEST SIDE OF ILCHESTER RD 200' S OF WHARFF LN","Single Family Detached","1",,,,,"(39.2346, -76.7728)"
"SDP-10-033","Zaiser Property, Lots 1 - 10","3.69","2010-03-30T00:00:00.000","Elkridge","Elkridge","E SIDE ILCHESTER RD S OF LANDING RD","Single Family Detached","10",,,,,"(39.2352, -76.7709)"
"SDP-16-032","THE PRESERVE AT RIVER HILL","5.673","2016-05-24T00:00:00.000","Established Communities","Columbia","TROTTER RD N OF SUMMER SUNRISE DR","Single Family Detached","8",,,,,"(39.1993, -76.9213)"
"SDP-06-112","EMERSON","4.23","2007-05-11T00:00:00.000","Southeast","Southeast","WEST SIDE OF IRON LEAF TRAIL S SIDE OF ETERNAL RINGS RD","Single Family Attached","37",,,,,"(39.1332, -76.8476)"
"SDP-08-078","HOWARD SQUARE","5.8","2011-07-25T00:00:00.000","Elkridge","Elkridge","E OF OLD WATERLOO RD N OF US RT 1","Single Family Attached","42","SFA-MIHU","15",,,"(39.1747, -76.7794)"
"SDP-07-024","EMERSON","1.829","2007-01-11T00:00:00.000","Southeast","Southeast","BOUNDLESS SHADE TERR & MEADOW FLOWERS CT","Single Family Detached","10",,,,,"(39.1284, -76.8463)"
"SDP-05-015","DONHAM HEIGHTS","0.853","2004-10-20T00:00:00.000","Columbia","Columbia","NORTH SIDE OF LARK BROWN RD OPPOSITE BENSON DR","Single Family Detached","3",,,,,"(39.1889, -76.7984)"
"SDP-14-062","AUTUMN OVERLOOK","11.7117","2014-07-30T00:00:00.000","Established Communities","Ellicott City","E SIDE COLLEGE AVE AT WEAVER'S CT","Single Family Detached","20",,,,,"(39.2632, -76.794)"
"SDP-05-113","GREGORY SUBDIVISION (ALL SAINTS PROPERTY)","0.68","2005-09-19T00:00:00.000","Southeast","Southeast","E SIDE OF ALL SAINTS RD AT OLD SCAGGSVILLE RD","Single Family Detached","1",,,,,"(39.1132, -76.8564)"
"SDP-07-141","MOORES' II ESTATE","2.234","2008-03-06T00:00:00.000","Southeast","Southeast","S SIDE OF MISSION RD 600' SW OF REDONDO WAY","Single Family Detached","4",,,,,"(39.1577, -76.8134)"
"SDP-02-045","EMERSON (Formerly R-ED West)","0.911","2002-02-04T00:00:00.000","Southeast","Southeast","NW OF I-95 & GORMAN ROAD","Single Family Detached","4",,,,,"(39.1414, -76.8509)"
"SDP-01-091","BOCK PROPERTY","0.321","2001-03-20T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF HORSESHOE RD 100' E OF ROSECROFT TERR","Single Family Detached","1",,,,,"(39.2293, -76.8047)"
"SDP-15-033","HARWOOD PARK LOTS 393-396 (#6412-6414 EUCLID AVE)","0.2755","2016-06-29T00:00:00.000","Established Communities","Elkridge","EUCLID AVE SOUTH OF MELROSE AVE","Single Family Detached","4",,,,,"(39.1934, -76.7368)"
"SDP-08-051","THE WOODS AT TIBER BRANCH II","36.857","2008-07-31T00:00:00.000","Ellicott City","Ellicott City","N SIDE OLD COLUMBIA PIKE OPPOSITE BRITTANY DR","Single Family Detached","54",,,,,"(39.263, -76.8138)"
"SDP-01-102","MILL TOWNE OVERLOOK","3.3","2001-06-01T00:00:00.000","Ellicott City","Ellicott City","S SIDE OF OLD COLUMBIA PIKE W OF OVERLOOK DR","Single Family Detached","11",,,,,"(39.2602, -76.8081)"
"SDP-11-011","HARWOOD PARK","0.138","2010-12-22T00:00:00.000","Elkridge","Elkridge","CORNER OF ATHOL AVE & LOUDON AVE","Single Family Detached","1",,,,,"(39.1929, -76.7349)"
"SDP-01-100","VILLAGE OF RIVER HILL","0.434","2001-06-11T00:00:00.000","Columbia","Columbia","SW SIDE OF INDIAN SUMMER DR OPP. SUMMER SKY PATH","Single Family Detached","3",,,,,"(39.2122, -76.9288)"
