"year","state","county","state_fips_code","county_fips_code","combined_fips_code","birth_rate","lower_confidence_limit","upper_confidence_limit"
"2019","Alabama","Cullman","01","043","1043","32.302805","28.9","36.0"
"2020","Alabama","Cullman","01","043","1043","30.246417","26.2","34.7"
"2003","Alabama","Dale","01","045","1045","62.446018","54.9","70.7"
"2004","Alabama","Dale","01","045","1045","59.577685","53.8","65.8"
"2005","Alabama","Dale","01","045","1045","56.527461","51.8","61.5"
"2006","Alabama","Dale","01","045","1045","56.770751","52.4","61.4"
"2007","Alabama","Dale","01","045","1045","55.945844","51.6","60.5"
"2008","Alabama","Dale","01","045","1045","53.37285","49.2","57.8"
"2009","Alabama","Dale","01","045","1045","49.797021","45.7","54.1"
"2010","Alabama","Dale","01","045","1045","44.896255","41.1","48.9"
"2011","Alabama","Dale","01","045","1045","41.595402","38.0","45.4"
"2012","Alabama","Dale","01","045","1045","39.781643","36.3","43.5"
"2013","Alabama","Dale","01","045","1045","36.856041","33.6","40.4"
"2014","Alabama","Dale","01","045","1045","34.892702","31.7","38.3"
"2015","Alabama","Dale","01","045","1045","33.499782","30.4","36.8"
"2016","Alabama","Dale","01","045","1045","32.188611","29.1","35.5"
"2017","Alabama","Dale","01","045","1045","31.627351","28.4","35.1"
"2018","Alabama","Dale","01","045","1045","31.200571","27.7","35.1"
"2019","Alabama","Dale","01","045","1045","31.811091","27.5","36.5"
"2020","Alabama","Dale","01","045","1045","31.314292","26.2","37.2"
"2003","Alabama","Dallas","01","047","1047","76.138754","68.3","84.6"
"2004","Alabama","Dallas","01","047","1047","76.090116","70.0","82.5"
"2005","Alabama","Dallas","01","047","1047","75.472929","70.4","80.8"
"2006","Alabama","Dallas","01","047","1047","78.658828","73.7","83.9"
"2007","Alabama","Dallas","01","047","1047","79.853532","74.8","85.1"
"2008","Alabama","Dallas","01","047","1047","77.557162","72.6","82.8"
"2009","Alabama","Dallas","01","047","1047","72.734627","67.9","77.8"
"2010","Alabama","Dallas","01","047","1047","64.959836","60.4","69.7"
"2011","Alabama","Dallas","01","047","1047","58.783124","54.5","63.3"
"2012","Alabama","Dallas","01","047","1047","54.359127","50.2","58.7"
"2013","Alabama","Dallas","01","047","1047","48.377265","44.5","52.5"
"2014","Alabama","Dallas","01","047","1047","43.829369","40.2","47.7"
"2015","Alabama","Dallas","01","047","1047","40.181434","36.7","43.9"
"2016","Alabama","Dallas","01","047","1047","36.795258","33.4","40.5"
"2017","Alabama","Dallas","01","047","1047","34.561878","31.0","38.4"
"2018","Alabama","Dallas","01","047","1047","32.722876","28.9","36.9"
"2019","Alabama","Dallas","01","047","1047","32.150054","27.6","37.2"
"2020","Alabama","Dallas","01","047","1047","30.600981","25.3","36.6"
"2003","Alabama","De Kalb","01","049","1049","72.289237","64.9","80.2"
"2004","Alabama","De Kalb","01","049","1049","69.498624","64.0","75.3"
"2005","Alabama","De Kalb","01","049","1049","66.437263","62.0","71.1"
"2006","Alabama","De Kalb","01","049","1049","67.260344","63.1","71.6"
"2007","Alabama","De Kalb","01","049","1049","66.977495","62.9","71.3"
"2008","Alabama","De Kalb","01","049","1049","64.686778","60.7","68.9"
"2009","Alabama","De Kalb","01","049","1049","61.041634","57.2","65.1"
"2010","Alabama","De Kalb","01","049","1049","55.574179","52.0","59.3"
"2011","Alabama","De Kalb","01","049","1049","51.651203","48.2","55.3"
"2012","Alabama","De Kalb","01","049","1049","49.269244","45.9","52.8"
"2013","Alabama","De Kalb","01","049","1049","45.170716","42.0","48.6"
"2014","Alabama","De Kalb","01","049","1049","42.006143","38.9","45.2"
"2015","Alabama","De Kalb","01","049","1049","39.310709","36.4","42.4"
"2016","Alabama","De Kalb","01","049","1049","36.480154","33.7","39.5"
"2017","Alabama","De Kalb","01","049","1049","34.35472","31.5","37.4"
"2018","Alabama","De Kalb","01","049","1049","32.308929","29.3","35.5"
"2019","Alabama","De Kalb","01","049","1049","31.266666","27.8","35.0"
"2020","Alabama","De Kalb","01","049","1049","29.23717","25.2","33.7"
"2003","Alabama","Elmore","01","051","1051","48.800109","43.2","54.9"
"2004","Alabama","Elmore","01","051","1051","47.465472","43.2","52.0"
"2005","Alabama","Elmore","01","051","1051","45.929001","42.5","49.6"
"2006","Alabama","Elmore","01","051","1051","47.037478","43.8","50.4"
"2007","Alabama","Elmore","01","051","1051","47.308937","44.1","50.6"
"2008","Alabama","Elmore","01","051","1051","46.073329","43.0","49.3"
"2009","Alabama","Elmore","01","051","1051","43.828064","40.8","47.0"
"2010","Alabama","Elmore","01","051","1051","40.131322","37.3","43.1"
"2011","Alabama","Elmore","01","051","1051","37.586076","34.9","40.5"
"2012","Alabama","Elmore","01","051","1051","36.055556","33.4","38.9"
"2013","Alabama","Elmore","01","051","1051","33.001869","30.5","35.7"
"2014","Alabama","Elmore","01","051","1051","30.419238","28.0","33.0"
"2015","Alabama","Elmore","01","051","1051","28.09607","25.8","30.5"
"2016","Alabama","Elmore","01","051","1051","25.773503","23.6","28.1"
"2017","Alabama","Elmore","01","051","1051","24.094855","21.9","26.5"
"2018","Alabama","Elmore","01","051","1051","22.581218","20.2","25.1"
"2019","Alabama","Elmore","01","051","1051","21.897841","19.2","24.9"
"2020","Alabama","Elmore","01","051","1051","20.54735","17.4","24.1"
"2003","Alabama","Escambia","01","053","1053","64.539638","56.1","73.8"
"2004","Alabama","Escambia","01","053","1053","65.44399","58.7","72.7"
"2005","Alabama","Escambia","01","053","1053","65.877556","60.2","71.9"
"2006","Alabama","Escambia","01","053","1053","69.904838","64.5","75.6"
"2007","Alabama","Escambia","01","053","1053","72.512469","67.1","78.2"
"2008","Alabama","Escambia","01","053","1053","72.505942","67.1","78.2"
"2009","Alabama","Escambia","01","053","1053","70.346071","65.0","76.0"
"2010","Alabama","Escambia","01","053","1053","65.091188","60.0","70.5"
"2011","Alabama","Escambia","01","053","1053","60.893249","56.0","66.1"
"2012","Alabama","Escambia","01","053","1053","58.060022","53.2","63.2"
"2013","Alabama","Escambia","01","053","1053","53.181822","48.6","58.1"
"2014","Alabama","Escambia","01","053","1053","49.469394","45.1","54.1"
"2015","Alabama","Escambia","01","053","1053","46.415527","42.2","50.9"
"2016","Alabama","Escambia","01","053","1053","43.357344","39.3","47.8"
"2017","Alabama","Escambia","01","053","1053","41.307684","37.1","45.8"
"2018","Alabama","Escambia","01","053","1053","39.444417","34.9","44.4"
"2019","Alabama","Escambia","01","053","1053","38.894545","33.6","44.8"
"2020","Alabama","Escambia","01","053","1053","37.124702","30.9","44.2"
"2003","Alabama","Etowah","01","055","1055","58.563183","53.2","64.3"
"2004","Alabama","Etowah","01","055","1055","57.524901","53.5","61.8"
"2005","Alabama","Etowah","01","055","1055","56.227672","52.9","59.7"
"2006","Alabama","Etowah","01","055","1055","58.141408","54.9","61.6"
"2007","Alabama","Etowah","01","055","1055","58.901139","55.6","62.3"
"2008","Alabama","Etowah","01","055","1055","57.735855","54.5","61.1"
"2009","Alabama","Etowah","01","055","1055","55.300238","52.1","58.6"
"2010","Alabama","Etowah","01","055","1055","51.020347","48.0","54.1"
"2011","Alabama","Etowah","01","055","1055","48.172247","45.3","51.2"
"2012","Alabama","Etowah","01","055","1055","46.788431","43.9","49.8"
"2013","Alabama","Etowah","01","055","1055","43.798179","41.0","46.7"
"2014","Alabama","Etowah","01","055","1055","41.668848","39.0","44.5"
"2015","Alabama","Etowah","01","055","1055","39.998051","37.4","42.8"
"2016","Alabama","Etowah","01","055","1055","38.207668","35.6","40.9"
"2017","Alabama","Etowah","01","055","1055","37.286004","34.7","40.0"
"2018","Alabama","Etowah","01","055","1055","36.503397","33.7","39.4"
"2019","Alabama","Etowah","01","055","1055","36.989122","33.6","40.6"
"2020","Alabama","Etowah","01","055","1055","36.271994","32.0","40.9"
"2003","Alabama","Fayette","01","057","1057","52.936016","43.1","64.2"
"2004","Alabama","Fayette","01","057","1057","52.414197","44.3","61.5"
"2005","Alabama","Fayette","01","057","1057","51.668482","44.8","59.2"
"2006","Alabama","Fayette","01","057","1057","53.954712","47.5","61.0"
"2007","Alabama","Fayette","01","057","1057","55.346477","49.0","62.2"
"2008","Alabama","Fayette","01","057","1057","54.956413","48.7","61.7"
"2009","Alabama","Fayette","01","057","1057","53.349618","47.2","60.0"
"2010","Alabama","Fayette","01","057","1057","49.865225","44.0","56.3"
"2011","Alabama","Fayette","01","057","1057","47.567522","41.8","53.8"
"2012","Alabama","Fayette","01","057","1057","46.507843","40.8","52.8"
"2013","Alabama","Fayette","01","057","1057","43.696085","38.2","49.7"
"2014","Alabama","Fayette","01","057","1057","41.690031","36.3","47.6"
"2015","Alabama","Fayette","01","057","1057","40.139445","34.8","46.1"
"2016","Alabama","Fayette","01","057","1057","38.445273","33.0","44.5"
"2017","Alabama","Fayette","01","057","1057","37.554885","31.8","44.1"
"2018","Alabama","Fayette","01","057","1057","36.717849","30.3","44.0"
"2019","Alabama","Fayette","01","057","1057","37.063113","29.6","45.7"
"2020","Alabama","Fayette","01","057","1057","36.179161","27.7","46.4"
"2003","Alabama","Franklin","01","059","1059","65.054151","55.8","75.3"
"2004","Alabama","Franklin","01","059","1059","65.189765","57.8","73.2"
"2005","Alabama","Franklin","01","059","1059","64.883881","58.7","71.5"
"2006","Alabama","Franklin","01","059","1059","67.942714","62.1","74.2"
"2007","Alabama","Franklin","01","059","1059","69.442491","63.7","75.5"
"2008","Alabama","Franklin","01","059","1059","68.431781","62.8","74.4"
"2009","Alabama","Franklin","01","059","1059","65.606581","60.2","71.4"
"2010","Alabama","Franklin","01","059","1059","60.35378","55.2","65.8"
"2011","Alabama","Franklin","01","059","1059","56.589973","51.7","61.8"
"2012","Alabama","Franklin","01","059","1059","54.591215","49.7","59.8"
"2013","Alabama","Franklin","01","059","1059","50.893279","46.2","55.9"
"2014","Alabama","Franklin","01","059","1059","48.329656","43.8","53.2"
"2015","Alabama","Franklin","01","059","1059","46.283171","41.8","51.1"
"2016","Alabama","Franklin","01","059","1059","43.92843","39.5","48.7"
"2017","Alabama","Franklin","01","059","1059","42.2409","37.7","47.1"
"2018","Alabama","Franklin","01","059","1059","40.301554","35.4","45.6"
"2019","Alabama","Franklin","01","059","1059","39.472496","33.8","45.8"
"2020","Alabama","Franklin","01","059","1059","37.271278","30.8","44.7"
"2003","Alabama","Geneva","01","061","1061","46.900589","39.2","55.7"
"2004","Alabama","Geneva","01","061","1061","48.374266","41.9","55.6"
"2005","Alabama","Geneva","01","061","1061","49.577444","44.0","55.7"
"2006","Alabama","Geneva","01","061","1061","53.687498","48.3","59.5"
"2007","Alabama","Geneva","01","061","1061","56.92268","51.5","62.8"
"2008","Alabama","Geneva","01","061","1061","58.092648","52.6","64.0"
"2009","Alabama","Geneva","01","061","1061","57.567024","52.1","63.4"
"2010","Alabama","Geneva","01","061","1061","54.690334","49.4","60.4"
"2011","Alabama","Geneva","01","061","1061","52.854114","47.6","58.5"
"2012","Alabama","Geneva","01","061","1061","52.137056","46.9","57.8"
"2013","Alabama","Geneva","01","061","1061","49.175078","44.2","54.6"
"2014","Alabama","Geneva","01","061","1061","46.72837","41.9","52.0"
"2015","Alabama","Geneva","01","061","1061","44.364472","39.6","49.5"
"2016","Alabama","Geneva","01","061","1061","41.534871","36.9","46.6"
"2017","Alabama","Geneva","01","061","1061","39.304169","34.5","44.5"
"2018","Alabama","Geneva","01","061","1061","37.028593","31.9","42.7"
"2019","Alabama","Geneva","01","061","1061","35.920018","30.1","42.5"
"2020","Alabama","Geneva","01","061","1061","33.659284","27.1","41.3"
"2003","Alabama","Greene","01","063","1063","56.345946","43.8","71.2"
"2004","Alabama","Greene","01","063","1063","56.03617","45.4","68.2"
"2005","Alabama","Greene","01","063","1063","55.414771","46.3","65.7"
"2006","Alabama","Greene","01","063","1063","57.977896","49.5","67.5"
"2007","Alabama","Greene","01","063","1063","59.507733","51.3","68.6"
"2008","Alabama","Greene","01","063","1063","59.11722","51.2","67.9"
"2009","Alabama","Greene","01","063","1063","57.42345","49.7","66.0"
"2010","Alabama","Greene","01","063","1063","53.745374","46.3","61.9"
"2011","Alabama","Greene","01","063","1063","51.548166","44.3","59.6"
"2012","Alabama","Greene","01","063","1063","50.914208","43.6","59.1"
"2013","Alabama","Greene","01","063","1063","48.623258","41.4","56.7"
"2014","Alabama","Greene","01","063","1063","47.289023","40.0","55.4"
"2015","Alabama","Greene","01","063","1063","46.495318","39.1","54.9"
"2016","Alabama","Greene","01","063","1063","45.56105","37.8","54.3"
"2017","Alabama","Greene","01","063","1063","45.542072","37.1","55.2"
"2018","Alabama","Greene","01","063","1063","45.603852","36.2","56.6"
"2019","Alabama","Greene","01","063","1063","47.162992","36.1","60.4"
"2020","Alabama","Greene","01","063","1063","47.215521","34.5","62.9"
"2003","Alabama","Hale","01","065","1065","45.23547","36.6","55.2"
"2004","Alabama","Hale","01","065","1065","45.257082","38.1","53.4"
"2005","Alabama","Hale","01","065","1065","45.01821","38.9","51.8"
"2006","Alabama","Hale","01","065","1065","47.332834","41.5","53.7"
"2007","Alabama","Hale","01","065","1065","48.787226","43.1","54.9"
"2008","Alabama","Hale","01","065","1065","48.604558","43.0","54.6"
"2009","Alabama","Hale","01","065","1065","47.242368","41.8","53.2"
"2010","Alabama","Hale","01","065","1065","44.162281","38.9","49.9"
"2011","Alabama","Hale","01","065","1065","42.156553","37.0","47.7"
"2012","Alabama","Hale","01","065","1065","41.26628","36.2","46.9"
"2013","Alabama","Hale","01","065","1065","38.82169","33.9","44.3"
"2014","Alabama","Hale","01","065","1065","37.044776","32.2","42.4"
"2015","Alabama","Hale","01","065","1065","35.545548","30.7","41.0"
"2016","Alabama","Hale","01","065","1065","33.861365","28.9","39.4"
"2017","Alabama","Hale","01","065","1065","32.825384","27.5","38.9"
"2018","Alabama","Hale","01","065","1065","31.822386","25.9","38.6"
"2019","Alabama","Hale","01","065","1065","31.824955","25.0","39.9"
"2020","Alabama","Hale","01","065","1065","30.783715","23.1","40.2"
"2003","Alabama","Henry","01","067","1067","46.169247","36.9","57.0"
"2004","Alabama","Henry","01","067","1067","46.404039","38.6","55.3"
"2005","Alabama","Henry","01","067","1067","46.348558","39.6","53.9"
"2006","Alabama","Henry","01","067","1067","48.828686","42.5","55.8"
"2007","Alabama","Henry","01","067","1067","50.259133","44.1","57.0"
"2008","Alabama","Henry","01","067","1067","49.844321","43.9","56.4"
"2009","Alabama","Henry","01","067","1067","48.073103","42.3","54.4"
"2010","Alabama","Henry","01","067","1067","44.418601","39.0","50.4"
"2011","Alabama","Henry","01","067","1067","41.789451","36.5","47.6"
"2012","Alabama","Henry","01","067","1067","40.171993","35.0","45.9"
"2013","Alabama","Henry","01","067","1067","37.064571","32.1","42.5"
"2014","Alabama","Henry","01","067","1067","34.683048","29.9","40.0"
"2015","Alabama","Henry","01","067","1067","32.73075","28.0","38.0"
"2016","Alabama","Henry","01","067","1067","30.762276","26.1","36.0"
"2017","Alabama","Henry","01","067","1067","29.53017","24.6","35.1"
"2018","Alabama","Henry","01","067","1067","28.464955","23.1","34.7"
"2019","Alabama","Henry","01","067","1067","28.427567","22.3","35.7"
"2020","Alabama","Henry","01","067","1067","27.51214","20.6","36.0"
"2003","Alabama","Houston","01","069","1069","57.439301","52.0","63.3"
"2004","Alabama","Houston","01","069","1069","56.432322","52.3","60.7"
"2005","Alabama","Houston","01","069","1069","55.19724","51.8","58.7"
"2006","Alabama","Houston","01","069","1069","57.358954","54.1","60.8"
"2007","Alabama","Houston","01","069","1069","58.641399","55.3","62.1"
"2008","Alabama","Houston","01","069","1069","58.088031","54.8","61.6"
"2009","Alabama","Houston","01","069","1069","55.99782","52.7","59.4"
"2010","Alabama","Houston","01","069","1069","51.444872","48.4","54.6"
"2011","Alabama","Houston","01","069","1069","47.754377","44.8","50.8"
"2012","Alabama","Houston","01","069","1069","45.112274","42.3","48.1"
"2013","Alabama","Houston","01","069","1069","40.930301","38.3","43.7"
"2014","Alabama","Houston","01","069","1069","37.921689","35.4","40.6"
"2015","Alabama","Houston","01","069","1069","35.656124","33.2","38.2"
"2016","Alabama","Houston","01","069","1069","33.588358","31.2","36.1"
"2017","Alabama","Houston","01","069","1069","32.477046","30.1","35.0"
"2018","Alabama","Houston","01","069","1069","31.648591","29.1","34.3"
"2019","Alabama","Houston","01","069","1069","32.014772","29.0","35.3"
"2020","Alabama","Houston","01","069","1069","31.4257","27.6","35.6"
"2003","Alabama","Jackson","01","071","1071","54.901578","48.1","62.4"
"2004","Alabama","Jackson","01","071","1071","54.661164","49.3","60.4"
"2005","Alabama","Jackson","01","071","1071","54.147556","49.7","58.9"
"2006","Alabama","Jackson","01","071","1071","56.75951","52.5","61.3"
"2007","Alabama","Jackson","01","071","1071","58.381589","54.1","62.9"
"2008","Alabama","Jackson","01","071","1071","57.998298","53.7","62.5"
"2009","Alabama","Jackson","01","071","1071","56.193371","52.0","60.6"
"2010","Alabama","Jackson","01","071","1071","52.1798","48.2","56.4"
"2011","Alabama","Jackson","01","071","1071","49.383343","45.5","53.5"
"2012","Alabama","Jackson","01","071","1071","47.598839","43.8","51.7"
"2013","Alabama","Jackson","01","071","1071","43.692255","40.1","47.6"
"2014","Alabama","Jackson","01","071","1071","40.302863","36.8","44.0"
"2015","Alabama","Jackson","01","071","1071","37.214399","33.9","40.7"
"2016","Alabama","Jackson","01","071","1071","33.976984","30.8","37.4"
"2017","Alabama","Jackson","01","071","1071","31.455208","28.3","34.9"
"2018","Alabama","Jackson","01","071","1071","29.095061","25.7","32.8"
"2019","Alabama","Jackson","01","071","1071","27.80849","24.0","32.1"
"2020","Alabama","Jackson","01","071","1071","25.710821","21.3","30.7"
"2003","Alabama","Jefferson","01","073","1073","49.077573","46.8","51.4"
"2004","Alabama","Jefferson","01","073","1073","48.759184","47.2","50.4"
"2005","Alabama","Jefferson","01","073","1073","48.121442","46.7","49.6"
"2006","Alabama","Jefferson","01","073","1073","50.445051","48.9","52.0"
"2007","Alabama","Jefferson","01","073","1073","51.750275","50.2","53.3"
"2008","Alabama","Jefferson","01","073","1073","51.318915","49.8","52.9"
"2009","Alabama","Jefferson","01","073","1073","49.345295","47.9","50.9"
"2010","Alabama","Jefferson","01","073","1073","44.399276","43.0","45.8"
"2011","Alabama","Jefferson","01","073","1073","40.749913","39.4","42.1"
"2012","Alabama","Jefferson","01","073","1073","38.20257","36.9","39.5"
"2013","Alabama","Jefferson","01","073","1073","34.08695","32.9","35.3"
"2014","Alabama","Jefferson","01","073","1073","30.945023","29.8","32.1"
"2015","Alabama","Jefferson","01","073","1073","28.447306","27.4","29.6"
"2016","Alabama","Jefferson","01","073","1073","26.119927","25.1","27.2"
"2017","Alabama","Jefferson","01","073","1073","24.497077","23.5","25.5"
"2018","Alabama","Jefferson","01","073","1073","22.945097","22.0","23.9"
"2019","Alabama","Jefferson","01","073","1073","22.075573","21.0","23.2"
"2020","Alabama","Jefferson","01","073","1073","20.483192","19.1","22.0"
"2003","Alabama","Lamar","01","075","1075","56.713578","45.6","69.7"
"2004","Alabama","Lamar","01","075","1075","56.72634","47.4","67.3"
"2005","Alabama","Lamar","01","075","1075","56.385475","48.4","65.3"
"2006","Alabama","Lamar","01","075","1075","59.133438","51.6","67.4"
"2007","Alabama","Lamar","01","075","1075","60.576509","53.2","68.6"
"2008","Alabama","Lamar","01","075","1075","59.863137","52.7","67.7"
"2009","Alabama","Lamar","01","075","1075","57.625382","50.6","65.3"
"2010","Alabama","Lamar","01","075","1075","53.232432","46.6","60.5"
"2011","Alabama","Lamar","01","075","1075","50.120967","43.7","57.1"
"2012","Alabama","Lamar","01","075","1075","48.368892","42.1","55.3"
"2013","Alabama","Lamar","01","075","1075","44.885719","38.9","51.5"
"2014","Alabama","Lamar","01","075","1075","42.272629","36.4","48.7"
"2015","Alabama","Lamar","01","075","1075","40.074099","34.3","46.5"
"2016","Alabama","Lamar","01","075","1075","37.63338","31.8","44.2"
"2017","Alabama","Lamar","01","075","1075","35.873381","29.8","42.8"
"2018","Alabama","Lamar","01","075","1075","34.1236","27.6","41.7"
"2019","Alabama","Lamar","01","075","1075","33.432381","26.0","42.2"
"2020","Alabama","Lamar","01","075","1075","31.657754","23.5","41.7"
"2003","Alabama","Lauderdale","01","077","1077","39.355254","34.9","44.2"
"2004","Alabama","Lauderdale","01","077","1077","38.635663","35.3","42.2"
"2005","Alabama","Lauderdale","01","077","1077","37.676342","34.9","40.6"
"2006","Alabama","Lauderdale","01","077","1077","38.806243","36.2","41.6"
"2007","Alabama","Lauderdale","01","077","1077","38.943803","36.3","41.7"
"2008","Alabama","Lauderdale","01","077","1077","37.600391","35.0","40.3"
"2009","Alabama","Lauderdale","01","077","1077","35.312194","32.8","37.9"
"2010","Alabama","Lauderdale","01","077","1077","31.846877","29.6","34.3"
"2011","Alabama","Lauderdale","01","077","1077","29.393319","27.2","31.7"
"2012","Alabama","Lauderdale","01","077","1077","27.88193","25.8","30.1"
"2013","Alabama","Lauderdale","01","077","1077","25.459204","23.5","27.6"
"2014","Alabama","Lauderdale","01","077","1077","23.655886","21.8","25.7"
"2015","Alabama","Lauderdale","01","077","1077","22.196272","20.4","24.1"
"2016","Alabama","Lauderdale","01","077","1077","20.679905","18.9","22.6"
"2017","Alabama","Lauderdale","01","077","1077","19.603982","17.8","21.5"
"2018","Alabama","Lauderdale","01","077","1077","18.52461","16.6","20.6"
"2019","Alabama","Lauderdale","01","077","1077","17.971707","15.8","20.4"
"2020","Alabama","Lauderdale","01","077","1077","16.770062","14.2","19.7"
"2003","Alabama","Lawrence","01","079","1079","48.356615","41.2","56.3"
"2004","Alabama","Lawrence","01","079","1079","49.078717","43.2","55.4"
"2005","Alabama","Lawrence","01","079","1079","49.578617","44.6","54.9"
"2006","Alabama","Lawrence","01","079","1079","52.900042","48.2","58.0"
"2007","Alabama","Lawrence","01","079","1079","55.109382","50.4","60.1"
"2008","Alabama","Lawrence","01","079","1079","55.206268","50.5","60.2"
"2009","Alabama","Lawrence","01","079","1079","53.647641","49.0","58.6"
"2010","Alabama","Lawrence","01","079","1079","49.924717","45.5","54.7"
"2011","Alabama","Lawrence","01","079","1079","47.330842","43.0","52.0"
"2012","Alabama","Lawrence","01","079","1079","45.891471","41.5","50.6"
"2013","Alabama","Lawrence","01","079","1079","42.679643","38.5","47.2"
"2014","Alabama","Lawrence","01","079","1079","40.169133","36.1","44.5"
"2015","Alabama","Lawrence","01","079","1079","37.944501","34.0","42.2"
"2016","Alabama","Lawrence","01","079","1079","35.589171","31.7","39.8"
"2017","Alabama","Lawrence","01","079","1079","33.991963","29.9","38.4"
"2018","Alabama","Lawrence","01","079","1079","32.538821","28.1","37.4"
"2019","Alabama","Lawrence","01","079","1079","32.160357","27.0","37.9"
"2020","Alabama","Lawrence","01","079","1079","30.728936","24.8","37.6"
"2003","Alabama","Lee","01","081","1081","26.147861","23.5","29.0"
"2004","Alabama","Lee","01","081","1081","25.733517","23.8","27.8"
"2005","Alabama","Lee","01","081","1081","25.196693","23.6","26.9"
"2006","Alabama","Lee","01","081","1081","26.220977","24.6","27.9"
"2007","Alabama","Lee","01","081","1081","26.720608","25.1","28.4"
"2008","Alabama","Lee","01","081","1081","26.204507","24.6","27.9"
"2009","Alabama","Lee","01","081","1081","24.991843","23.4","26.6"
"2010","Alabama","Lee","01","081","1081","22.91147","21.5","24.4"
"2011","Alabama","Lee","01","081","1081","21.444323","20.1","22.9"
"2012","Alabama","Lee","01","081","1081","20.560639","19.2","22.0"
"2013","Alabama","Lee","01","081","1081","18.8833","17.6","20.2"
"2014","Alabama","Lee","01","081","1081","17.536461","16.3","18.8"
"2015","Alabama","Lee","01","081","1081","16.367003","15.2","17.6"
"2016","Alabama","Lee","01","081","1081","15.171353","14.1","16.3"
"2017","Alabama","Lee","01","081","1081","14.338782","13.3","15.5"
"2018","Alabama","Lee","01","081","1081","13.577447","12.4","14.8"
"2019","Alabama","Lee","01","081","1081","13.304305","12.0","14.8"
"2020","Alabama","Lee","01","081","1081","12.593074","11.0","14.4"
"2003","Alabama","Limestone","01","083","1083","54.117965","48.0","60.8"
"2004","Alabama","Limestone","01","083","1083","52.626023","48.0","57.6"
"2005","Alabama","Limestone","01","083","1083","50.625815","46.8","54.6"
"2006","Alabama","Limestone","01","083","1083","51.026985","47.5","54.8"
"2007","Alabama","Limestone","01","083","1083","50.019461","46.6","53.6"
"2008","Alabama","Limestone","01","083","1083","47.13138","43.9","50.6"
"2009","Alabama","Limestone","01","083","1083","43.125909","40.1","46.3"
"2010","Alabama","Limestone","01","083","1083","37.824908","35.1","40.7"
"2011","Alabama","Limestone","01","083","1083","33.941696","31.4","36.6"
"2012","Alabama","Limestone","01","083","1083","31.449618","29.0","34.0"
"2013","Alabama","Limestone","01","083","1083","28.261508","26.0","30.7"
"2014","Alabama","Limestone","01","083","1083","26.032435","23.9","28.3"
"2015","Alabama","Limestone","01","083","1083","24.33295","22.3","26.5"
"2016","Alabama","Limestone","01","083","1083","22.626218","20.7","24.7"
"2017","Alabama","Limestone","01","083","1083","21.407095","19.5","23.5"
"2018","Alabama","Limestone","01","083","1083","20.245989","18.2","22.4"
"2019","Alabama","Limestone","01","083","1083","19.739371","17.4","22.3"
"2020","Alabama","Limestone","01","083","1083","18.569877","15.8","21.7"
"2003","Alabama","Lowndes","01","085","1085","63.631859","52.3","76.6"
"2004","Alabama","Lowndes","01","085","1085","63.244982","53.9","73.7"
"2005","Alabama","Lowndes","01","085","1085","62.456091","54.5","71.2"
"2006","Alabama","Lowndes","01","085","1085","64.870134","57.4","73.0"
"2007","Alabama","Lowndes","01","085","1085","65.589963","58.2","73.6"
"2008","Alabama","Lowndes","01","085","1085","63.661176","56.4","71.5"
"2009","Alabama","Lowndes","01","085","1085","59.934228","52.8","67.7"
"2010","Alabama","Lowndes","01","085","1085","54.0088","47.3","61.4"
"2011","Alabama","Lowndes","01","085","1085","49.530032","43.0","56.7"
"2012","Alabama","Lowndes","01","085","1085","46.538246","40.1","53.6"
"2013","Alabama","Lowndes","01","085","1085","42.039708","35.9","48.9"
"2014","Alabama","Lowndes","01","085","1085","38.575819","32.6","45.3"
"2015","Alabama","Lowndes","01","085","1085","35.718249","29.7","42.5"
"2016","Alabama","Lowndes","01","085","1085","32.886203","26.8","39.9"
"2017","Alabama","Lowndes","01","085","1085","30.834743","24.5","38.3"
"2018","Alabama","Lowndes","01","085","1085","28.943232","22.2","37.1"
"2019","Alabama","Lowndes","01","085","1085","28.053642","20.6","37.3"
"2020","Alabama","Lowndes","01","085","1085","26.304933","18.3","36.6"
"2003","Alabama","Macon","01","087","1087","34.613109","28.9","41.0"
"2004","Alabama","Macon","01","087","1087","34.322351","29.7","39.4"
"2005","Alabama","Macon","01","087","1087","33.891069","30.0","38.1"
"2006","Alabama","Macon","01","087","1087","35.387181","31.7","39.4"
"2007","Alabama","Macon","01","087","1087","36.122084","32.5","40.1"
"2008","Alabama","Macon","01","087","1087","35.504873","31.9","39.4"
"2009","Alabama","Macon","01","087","1087","33.849025","30.3","37.7"
"2010","Alabama","Macon","01","087","1087","30.849862","27.5","34.5"
"2011","Alabama","Macon","01","087","1087","28.640365","25.5","32.1"
"2012","Alabama","Macon","01","087","1087","27.312954","24.2","30.7"
"2013","Alabama","Macon","01","087","1087","25.115606","22.1","28.4"
"2014","Alabama","Macon","01","087","1087","23.520152","20.6","26.7"
"2015","Alabama","Macon","01","087","1087","22.236399","19.4","25.4"
"2016","Alabama","Macon","01","087","1087","20.876942","18.0","24.1"
"2017","Alabama","Macon","01","087","1087","19.941428","16.9","23.4"
"2018","Alabama","Macon","01","087","1087","19.035217","15.7","22.9"
"2019","Alabama","Macon","01","087","1087","18.749463","14.9","23.2"
"2020","Alabama","Macon","01","087","1087","17.845958","13.6","23.0"
