"year","date","statefips","countyfips","ctfips","latitude","longitude","ds_pm_pred","ds_pm_stdd"
"2016","01JAN2016","12","87","12087972600","24.54941","-81.79179","15.1221","14.1372"
"2016","01JAN2016","12","87","12087972400","24.55265","-81.79997","15.4522","15.9828"
"2016","01JAN2016","12","87","12087972300","24.55602","-81.79279","14.9035","13.3271"
"2016","01JAN2016","12","87","12087972000","24.55621","-81.76469","15.7851","13.8618"
"2016","01JAN2016","12","87","12087972200","24.55726","-81.78251","15.1854","14.6137"
"2016","01JAN2016","12","87","12087972500","24.56459","-82.0285","14.8108","13.0258"
"2016","01JAN2016","12","87","12087972100","24.57235","-81.78296","15.2648","13.5305"
"2016","01JAN2016","12","87","12087971900","24.57262","-81.75174","15.54","14.2374"
"2016","01JAN2016","12","87","12087971800","24.58431","-81.74028","15.4855","13.579"
"2016","01JAN2016","12","87","12087971700","24.58777","-81.68611","16.0226","14.5712"
"2016","01JAN2016","12","87","12087980100","24.63057","-82.88652","13.1294","12.6381"
"2016","01JAN2016","12","87","12087971600","24.64368","-81.57569","16.728","16.7882"
"2016","01JAN2016","12","87","12087971401","24.66783","-81.35738","17.2622","16.5343"
"2016","01JAN2016","12","87","12087971501","24.67897","-81.50178","16.535","14.7769"
"2016","01JAN2016","12","87","12087971502","24.70117","-81.43447","17.0146","14.4882"
"2016","01JAN2016","12","87","12087971300","24.70156","-81.10151","17.9936","15.4313"
"2016","01JAN2016","12","87","12087971200","24.70733","-81.079","17.6537","14.1012"
"2016","01JAN2016","12","87","12087971402","24.71772","-81.34519","17.1254","13.9912"
"2016","01JAN2016","12","87","12087971100","24.72785","-81.04803","17.7978","14.5083"
"2016","01JAN2016","12","87","12087971001","24.73611","-81.002","17.9598","14.3722"
"2016","01JAN2016","12","87","12087971002","24.79364","-80.87312","18.6183","14.6421"
"2016","01JAN2016","12","87","12087970900","24.90654","-80.66353","20.4551","16.0644"
"2016","01JAN2016","12","87","12087970800","24.97615","-80.55987","21.4935","15.2271"
"2016","01JAN2016","12","87","12087970700","25.01759","-80.51426","21.9081","15.0418"
"2016","01JAN2016","12","87","12087970600","25.05795","-80.47629","22.4245","15.3036"
"2016","01JAN2016","12","87","12087970500","25.08928","-80.44142","23.0301","15.6029"
"2016","01JAN2016","12","87","12087970400","25.12046","-80.4126","22.5267","14.5002"
"2016","01JAN2016","12","87","12087970300","25.15725","-80.37818","22.6815","14.1385"
"2016","01JAN2016","12","87","12087970200","25.25985","-80.32549","23.389","14.0045"
"2016","01JAN2016","12","86","12086011404","25.29854","-80.64961","29.2803","17.0147"
"2016","01JAN2016","12","86","12086011401","25.38095","-80.40041","28.6635","14.43"
"2016","01JAN2016","12","86","12086980100","25.41688","-80.2182","20.0522","11.2071"
"2016","01JAN2016","12","86","12086011403","25.44786","-80.49152","36.5658","15.7179"
"2016","01JAN2016","12","86","12086011300","25.46557","-80.4856","37.4028","15.4203"
"2016","01JAN2016","12","86","12086011007","25.46952","-80.43224","33.3576","14.5093"
"2016","01JAN2016","12","86","12086011101","25.47283","-80.46975","36.8592","15.8915"
"2016","01JAN2016","12","86","12086011001","25.47848","-80.45514","35.3676","14.8598"
"2016","01JAN2016","12","86","12086011009","25.48329","-80.42429","32.6947","14.2584"
"2016","01JAN2016","12","86","12086011003","25.48542","-80.44281","34.0417","14.703"
"2016","01JAN2016","12","86","12086011202","25.48564","-80.48546","37.3683","15.4114"
"2016","01JAN2016","12","86","12086011008","25.48858","-80.41479","31.3315","14.1778"
"2016","01JAN2016","12","86","12086011005","25.49105","-80.42788","32.3554","14.3758"
"2016","01JAN2016","12","86","12086980700","25.49347","-80.39111","29.7335","13.5256"
"2016","01JAN2016","12","86","12086011201","25.49385","-80.49718","36.6076","14.9391"
"2016","01JAN2016","12","86","12086010900","25.49696","-80.43964","33.6591","14.7989"
"2016","01JAN2016","12","86","12086010704","25.49972","-80.36706","28.0807","13.7659"
"2016","01JAN2016","12","86","12086011102","25.50143","-80.46119","34.9203","14.9118"
"2016","01JAN2016","12","86","12086010801","25.50465","-80.42281","31.5923","14.2721"
"2016","01JAN2016","12","87","12087980000","25.51092","-81.04069","24.541","17.0541"
"2016","01JAN2016","12","86","12086010802","25.51696","-80.42285","31.5176","14.0214"
"2016","01JAN2016","12","86","12086010703","25.5295","-80.39736","28.7866","13.1673"
"2016","01JAN2016","12","86","12086980600","25.54643","-80.32778","23.6282","10.9583"
"2016","01JAN2016","12","86","12086010500","25.54976","-80.38509","27.4637","12.923"
"2016","01JAN2016","12","86","12086010400","25.55028","-80.41318","29.8141","13.613"
"2016","01JAN2016","12","86","12086010300","25.55113","-80.47524","33.2715","15.1601"
"2016","01JAN2016","12","86","12086010617","25.55142","-80.34838","24.9307","11.6659"
"2016","01JAN2016","12","86","12086010614","25.55357","-80.36776","26.6454","12.6468"
"2016","01JAN2016","12","86","12086010612","25.56718","-80.34107","24.025","11.6556"
"2016","01JAN2016","12","86","12086010609","25.57039","-80.36181","24.7726","11.5815"
"2016","01JAN2016","12","86","12086010209","25.5744","-80.39397","27.1986","12.3998"
"2016","01JAN2016","12","86","12086010210","25.57473","-80.38124","26.5604","12.3095"
"2016","01JAN2016","12","86","12086010613","25.57553","-80.31682","22.59","11.3472"
"2016","01JAN2016","12","86","12086010608","25.57678","-80.34714","24.3581","11.6281"
