"data_as_of","start_date","end_date","mmwr_year","mmwr_week","week_ending_date","sex","age_group","total_deaths"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","0 years","424"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","1-4 years","85"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","10-14 years","73"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","15-19 years","212"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","20-24 years","423"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","25-29 years","555"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","30-34 years","660"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","35-39 years","821"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","40-44 years","884"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","45-49 years","1424"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","5-9 years","46"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","50-54 years","2306"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","55-59 years","3718"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","60-64 years","4850"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","65-69 years","5646"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","70-74 years","6594"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","75-79 years","7316"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","80-84 years","8382"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","85 years and over","21716"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","All Ages","66139"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","All Sexes","Unknown","4"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","0 years","165"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","1-4 years","39"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","10-14 years","29"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","15-19 years","55"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","20-24 years","120"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","25-29 years","171"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","30-34 years","225"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","35-39 years","298"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","40-44 years","333"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","45-49 years","545"
"2021-03-21T00:00:00.000","2017-12-31T00:00:00.000","2018-01-06T00:00:00.000","2018","1","2018-01-06T00:00:00.000","F","5-9 years","25"
