"location","month","plocaltransmissionave","plocaltransmissionmin","plocaltransmissionmax","localcases"
"Montreal","2013-12-01T00:00:00.000","0","0","0","0"
"Atlantic City","2014-01-01T00:00:00.000","0","0","0","0"
"Atlanta","2014-01-01T00:00:00.000","0","0","0","0"
"Hartford","2014-01-01T00:00:00.000","0","0","0","0"
"Belem","2014-01-01T00:00:00.000","0","0","0","0"
"Birmingham, US","2014-01-01T00:00:00.000","0","0","0","0"
"Nashville","2014-01-01T00:00:00.000","0","0","0","0"
"Boston","2014-01-01T00:00:00.000","0","0","0","0"
"Buffalo","2014-01-01T00:00:00.000","0","0","0","0"
"Baltimore","2014-01-01T00:00:00.000","0","0","0","0"
"Belize","2014-01-01T00:00:00.000","0","0","0","0"
"Akron","2014-01-01T00:00:00.000","0","0","0","0"
"Charleston, SC, US","2014-01-01T00:00:00.000","0","0","0.01","0"
"Cleveland","2014-01-01T00:00:00.000","0","0","0","0"
"Charlotte","2014-01-01T00:00:00.000","0","0","0","0"
"Columbus, OH, US","2014-01-01T00:00:00.000","0","0","0","0"
"Cartagena","2014-01-01T00:00:00.000","0","0","0","0"
"Cumana","2014-01-01T00:00:00.000","0","0","0","0"
"Cincinnati","2014-01-01T00:00:00.000","0","0","0","0"
"Dallas","2014-01-01T00:00:00.000","0","0","0","0"
"Dayton","2014-01-01T00:00:00.000","0","0","0","0"
"Washington DC","2014-01-01T00:00:00.000","0","0","0","0"
"Denver","2014-01-01T00:00:00.000","0","0","0","0"
"Des Moines","2014-01-01T00:00:00.000","0","0","0","0"
"Detroit","2014-01-01T00:00:00.000","0","0","0","0"
"El Paso","2014-01-01T00:00:00.000","0","0","0","0"
"New York","2014-01-01T00:00:00.000","0","0","0","0"
"Fortaleza","2014-01-01T00:00:00.000","0","0","0.01","0"
"Grand Rapids","2014-01-01T00:00:00.000","0","0","0","0"
"Greensboro","2014-01-01T00:00:00.000","0","0","0","0"
"Greenville, SC, US","2014-01-01T00:00:00.000","0","0","0","0"
"Guayaquil","2014-01-01T00:00:00.000","0","0","0.01","0"
"Goiania","2014-01-01T00:00:00.000","0","0","0","0"
"Huntsville","2014-01-01T00:00:00.000","0","0","0","0"
"Wichita","2014-01-01T00:00:00.000","0","0","0","0"
"Indianapolis","2014-01-01T00:00:00.000","0","0","0","0"
"Jackson","2014-01-01T00:00:00.000","0","0","0","0"
"Jacksonville, FL, US","2014-01-01T00:00:00.000","0","0","0.03","0"
"Las Vegas","2014-01-01T00:00:00.000","0","0","0","0"
"Lubbock","2014-01-01T00:00:00.000","0","0","0","0"
"Lexington","2014-01-01T00:00:00.000","0","0","0","0"
"Lima","2014-01-01T00:00:00.000","0","0","0.03","0"
"Little Rock","2014-01-01T00:00:00.000","0","0","0","0"
"Odessa","2014-01-01T00:00:00.000","0","0","0","0"
"Manaus","2014-01-01T00:00:00.000","0","0","0","0"
"Kansas City","2014-01-01T00:00:00.000","0","0","0","0"
"Chicago","2014-01-01T00:00:00.000","0","0","0","0"
"Memphis","2014-01-01T00:00:00.000","0","0","0","0"
"Mexico City","2014-01-01T00:00:00.000","0","0","0.01","0"
"Milwaukee","2014-01-01T00:00:00.000","0","0","0","0"
"Monroe","2014-01-01T00:00:00.000","0","0","0","0"
"Montserrat","2014-01-01T00:00:00.000","0","0","0","0"
"Minneapolis","2014-01-01T00:00:00.000","0","0","0","0"
"New Orleans","2014-01-01T00:00:00.000","0","0","0.04","0"
"Maturin","2014-01-01T00:00:00.000","0","0","0","0"
"Oklahoma City","2014-01-01T00:00:00.000","0","0","0","0"
"Omaha","2014-01-01T00:00:00.000","0","0","0","0"
"Norfolk","2014-01-01T00:00:00.000","0","0","0","0"
"Philadelphia","2014-01-01T00:00:00.000","0","0","0","0"
"Pittsburgh","2014-01-01T00:00:00.000","0","0","0","0"
"Porlamar","2014-01-01T00:00:00.000","0","0","0","0"
"Pensacola","2014-01-01T00:00:00.000","0","0","0.01","0"
"Providence","2014-01-01T00:00:00.000","0","0","0","0"
"Raleigh","2014-01-01T00:00:00.000","0","0","0","0"
"Recife","2014-01-01T00:00:00.000","0","0","0","0"
"Richmond","2014-01-01T00:00:00.000","0","0","0","0"
"Rochester, NY, US","2014-01-01T00:00:00.000","0","0","0","0"
"San Diego","2014-01-01T00:00:00.000","0","0","0.02","0"
"San Antonio, US","2014-01-01T00:00:00.000","0","0","0","0"
"Louisville","2014-01-01T00:00:00.000","0","0","0","0"
"Seattle","2014-01-01T00:00:00.000","0","0","0","0"
"Salt Lake City","2014-01-01T00:00:00.000","0","0","0","0"
"Salvador","2014-01-01T00:00:00.000","0","0","0","0"
"St. Louis","2014-01-01T00:00:00.000","0","0","0","0"
"Syracuse","2014-01-01T00:00:00.000","0","0","0","0"
"Tegucigalpa","2014-01-01T00:00:00.000","0","0","0","0"
"Tallahassee","2014-01-01T00:00:00.000","0","0","0.01","0"
"Tulsa","2014-01-01T00:00:00.000","0","0","0","0"
"Knoxville","2014-01-01T00:00:00.000","0","0","0","0"
"Springdale","2014-01-01T00:00:00.000","0","0","0","0"
"Ottawa","2014-01-01T00:00:00.000","0","0","0","0"
"Quebec City","2014-01-01T00:00:00.000","0","0","0","0"
"Toronto","2014-01-01T00:00:00.000","0","0","0","0"
"Montreal","2014-01-01T00:00:00.000","0","0","0","0"
"Atlantic City","2014-02-01T00:00:00.000","0","0","0","0"
"Austin","2014-02-01T00:00:00.000","0","0","0.01","0"
"Barranquilla","2014-02-01T00:00:00.000","0","0","0","0"
"Hartford","2014-02-01T00:00:00.000","0","0","0","0"
"Belem","2014-02-01T00:00:00.000","0","0","0.01","0"
"Birmingham, US","2014-02-01T00:00:00.000","0","0","0","0"
"Nashville","2014-02-01T00:00:00.000","0","0","0","0"
"Boston","2014-02-01T00:00:00.000","0","0","0","0"
"Buffalo","2014-02-01T00:00:00.000","0","0","0","0"
"Baltimore","2014-02-01T00:00:00.000","0","0","0","0"
"Belize","2014-02-01T00:00:00.000","0","0","0","0"
"Akron","2014-02-01T00:00:00.000","0","0","0","0"
"Charleston, SC, US","2014-02-01T00:00:00.000","0","0","0.03","0"
"Cleveland","2014-02-01T00:00:00.000","0","0","0","0"
"Charlotte","2014-02-01T00:00:00.000","0","0","0","0"
"Columbus, OH, US","2014-02-01T00:00:00.000","0","0","0","0"
"Cumana","2014-02-01T00:00:00.000","0","0","0","0"
"Cincinnati","2014-02-01T00:00:00.000","0","0","0","0"
"Dayton","2014-02-01T00:00:00.000","0","0","0","0"
"Washington DC","2014-02-01T00:00:00.000","0","0","0","0"
"Denver","2014-02-01T00:00:00.000","0","0","0","0"
"Des Moines","2014-02-01T00:00:00.000","0","0","0","0"
"Detroit","2014-02-01T00:00:00.000","0","0","0","0"
"El Paso","2014-02-01T00:00:00.000","0","0","0","0"
"New York","2014-02-01T00:00:00.000","0","0","0","0"
"Fortaleza","2014-02-01T00:00:00.000","0","0","0","0"
"Grand Rapids","2014-02-01T00:00:00.000","0","0","0","0"
"Greensboro","2014-02-01T00:00:00.000","0","0","0","0"
"Greenville, SC, US","2014-02-01T00:00:00.000","0","0","0","0"
"Guatemala City","2014-02-01T00:00:00.000","0","0","0.01","0"
"Guayaquil","2014-02-01T00:00:00.000","0","0","0","0"
"Goiania","2014-02-01T00:00:00.000","0","0","0","0"
"Huntsville","2014-02-01T00:00:00.000","0","0","0","0"
"Wichita","2014-02-01T00:00:00.000","0","0","0","0"
"Indianapolis","2014-02-01T00:00:00.000","0","0","0","0"
"Jackson","2014-02-01T00:00:00.000","0","0","0","0"
"Las Vegas","2014-02-01T00:00:00.000","0","0","0","0"
"Lubbock","2014-02-01T00:00:00.000","0","0","0","0"
"Lexington","2014-02-01T00:00:00.000","0","0","0","0"
"Lima","2014-02-01T00:00:00.000","0","0","0.02","0"
"Little Rock","2014-02-01T00:00:00.000","0","0","0","0"
"Odessa","2014-02-01T00:00:00.000","0","0","0","0"
"Manaus","2014-02-01T00:00:00.000","0","0","0.01","0"
"Kansas City","2014-02-01T00:00:00.000","0","0","0","0"
"Chicago","2014-02-01T00:00:00.000","0","0","0","0"
"Memphis","2014-02-01T00:00:00.000","0","0","0","0"
"Mexico City","2014-02-01T00:00:00.000","0","0","0.02","0"
"Milwaukee","2014-02-01T00:00:00.000","0","0","0","0"
"Monroe","2014-02-01T00:00:00.000","0","0","0","0"
"Montserrat","2014-02-01T00:00:00.000","0","0","0","0"
"Minneapolis","2014-02-01T00:00:00.000","0","0","0","0"
"Maturin","2014-02-01T00:00:00.000","0","0","0","0"
"Myrtle Beach","2014-02-01T00:00:00.000","0","0","0.02","0"
"Oklahoma City","2014-02-01T00:00:00.000","0","0","0","0"
"Omaha","2014-02-01T00:00:00.000","0","0","0","0"
"Norfolk","2014-02-01T00:00:00.000","0","0","0","0"
"Philadelphia","2014-02-01T00:00:00.000","0","0","0","0"
"Pittsburgh","2014-02-01T00:00:00.000","0","0","0","0"
"Porlamar","2014-02-01T00:00:00.000","0","0","0","0"
"Pensacola","2014-02-01T00:00:00.000","0","0","0.03","0"
"Providence","2014-02-01T00:00:00.000","0","0","0","0"
"Raleigh","2014-02-01T00:00:00.000","0","0","0","0"
"Richmond","2014-02-01T00:00:00.000","0","0","0","0"
"Rochester, NY, US","2014-02-01T00:00:00.000","0","0","0","0"
"San Diego","2014-02-01T00:00:00.000","0","0","0.02","0"
"San Antonio, US","2014-02-01T00:00:00.000","0","0","0.02","0"
"Louisville","2014-02-01T00:00:00.000","0","0","0","0"
"Seattle","2014-02-01T00:00:00.000","0","0","0","0"
"San Francisco","2014-02-01T00:00:00.000","0","0","0.03","0"
"Salt Lake City","2014-02-01T00:00:00.000","0","0","0","0"
"Salvador","2014-02-01T00:00:00.000","0","0","0","0"
"St. Louis","2014-02-01T00:00:00.000","0","0","0","0"
"Syracuse","2014-02-01T00:00:00.000","0","0","0","0"
"Tegucigalpa","2014-02-01T00:00:00.000","0","0","0","0"
"Tallahassee","2014-02-01T00:00:00.000","0","0","0.01","0"
"Tulsa","2014-02-01T00:00:00.000","0","0","0","0"
"Knoxville","2014-02-01T00:00:00.000","0","0","0","0"
"Quito","2014-02-01T00:00:00.000","0","0","0.01","0"
"Springdale","2014-02-01T00:00:00.000","0","0","0","0"
"Ottawa","2014-02-01T00:00:00.000","0","0","0","0"
"Quebec City","2014-02-01T00:00:00.000","0","0","0","0"
"Toronto","2014-02-01T00:00:00.000","0","0","0","0"
"Montreal","2014-02-01T00:00:00.000","0","0","0","0"
"Atlantic City","2014-03-01T00:00:00.000","0","0","0","0"
"Barranquilla","2014-03-01T00:00:00.000","0","0","0.01","0"
"Hartford","2014-03-01T00:00:00.000","0","0","0","0"
"Birmingham, US","2014-03-01T00:00:00.000","0","0","0.05","0"
"Nashville","2014-03-01T00:00:00.000","0","0","0.03","0"
"Boston","2014-03-01T00:00:00.000","0","0","0","0"
"Buffalo","2014-03-01T00:00:00.000","0","0","0","0"
"Baltimore","2014-03-01T00:00:00.000","0","0","0","0"
"Belize","2014-03-01T00:00:00.000","0","0","0","0"
"Akron","2014-03-01T00:00:00.000","0","0","0","0"
"Cleveland","2014-03-01T00:00:00.000","0","0","0","0"
"Columbus, OH, US","2014-03-01T00:00:00.000","0","0","0","0"
"Cumana","2014-03-01T00:00:00.000","0","0","0","0"
"Cincinnati","2014-03-01T00:00:00.000","0","0","0","0"
"Dayton","2014-03-01T00:00:00.000","0","0","0","0"
"Washington DC","2014-03-01T00:00:00.000","0","0","0","0"
"Denver","2014-03-01T00:00:00.000","0","0","0","0"
"Des Moines","2014-03-01T00:00:00.000","0","0","0","0"
"Detroit","2014-03-01T00:00:00.000","0","0","0","0"
"El Paso","2014-03-01T00:00:00.000","0","0","0","0"
"Fortaleza","2014-03-01T00:00:00.000","0","0","0","0"
"Grand Rapids","2014-03-01T00:00:00.000","0","0","0","0"
"Greensboro","2014-03-01T00:00:00.000","0","0","0","0"
"Greenville, SC, US","2014-03-01T00:00:00.000","0","0","0","0"
"Guayaquil","2014-03-01T00:00:00.000","0","0","0.01","0"
"Goiania","2014-03-01T00:00:00.000","0","0","0.01","0"
"Huntsville","2014-03-01T00:00:00.000","0","0","0","0"
"Wichita","2014-03-01T00:00:00.000","0","0","0","0"
"Indianapolis","2014-03-01T00:00:00.000","0","0","0","0"
"Jackson","2014-03-01T00:00:00.000","0","0","0.01","0"
"Las Vegas","2014-03-01T00:00:00.000","0","0","0","0"
"Lubbock","2014-03-01T00:00:00.000","0","0","0.01","0"
"Lexington","2014-03-01T00:00:00.000","0","0","0","0"
"Little Rock","2014-03-01T00:00:00.000","0","0","0.01","0"
"Odessa","2014-03-01T00:00:00.000","0","0","0.01","0"
"Manaus","2014-03-01T00:00:00.000","0","0","0","0"
"Kansas City","2014-03-01T00:00:00.000","0","0","0","0"
"Chicago","2014-03-01T00:00:00.000","0","0","0","0"
"Milwaukee","2014-03-01T00:00:00.000","0","0","0","0"
"Monroe","2014-03-01T00:00:00.000","0","0","0","0"
"Montserrat","2014-03-01T00:00:00.000","0","0","0","0"
"Minneapolis","2014-03-01T00:00:00.000","0","0","0","0"
"Maturin","2014-03-01T00:00:00.000","0","0","0","0"
"Oklahoma City","2014-03-01T00:00:00.000","0","0","0.01","0"
"Omaha","2014-03-01T00:00:00.000","0","0","0","0"
"Norfolk","2014-03-01T00:00:00.000","0","0","0","0"
"Philadelphia","2014-03-01T00:00:00.000","0","0","0","0"
"Pittsburgh","2014-03-01T00:00:00.000","0","0","0","0"
"Porlamar","2014-03-01T00:00:00.000","0","0","0","0"
"Providence","2014-03-01T00:00:00.000","0","0","0","0"
"Recife","2014-03-01T00:00:00.000","0","0","0","0"
"Richmond","2014-03-01T00:00:00.000","0","0","0","0"
"Rochester, NY, US","2014-03-01T00:00:00.000","0","0","0","0"
"Louisville","2014-03-01T00:00:00.000","0","0","0","0"
"Seattle","2014-03-01T00:00:00.000","0","0","0","0"
"Salt Lake City","2014-03-01T00:00:00.000","0","0","0","0"
"Salvador","2014-03-01T00:00:00.000","0","0","0","0"
"St. Louis","2014-03-01T00:00:00.000","0","0","0","0"
"Syracuse","2014-03-01T00:00:00.000","0","0","0","0"
"Tegucigalpa","2014-03-01T00:00:00.000","0","0","0.01","0"
"Tulsa","2014-03-01T00:00:00.000","0","0","0.01","0"
"Knoxville","2014-03-01T00:00:00.000","0","0","0","0"
"Springdale","2014-03-01T00:00:00.000","0","0","0.01","0"
"Ottawa","2014-03-01T00:00:00.000","0","0","0","0"
"Quebec City","2014-03-01T00:00:00.000","0","0","0","0"
"Toronto","2014-03-01T00:00:00.000","0","0","0","0"
"Montreal","2014-03-01T00:00:00.000","0","0","0","0"
"Atlantic City","2014-04-01T00:00:00.000","0","0","0","0"
"Hartford","2014-04-01T00:00:00.000","0","0","0","0"
"Boston","2014-04-01T00:00:00.000","0","0","0","0"
"Buffalo","2014-04-01T00:00:00.000","0","0","0","0"
"Belize","2014-04-01T00:00:00.000","0","0","0","0"
"Akron","2014-04-01T00:00:00.000","0","0","0","0"
"Cleveland","2014-04-01T00:00:00.000","0","0","0","0"
"Cumana","2014-04-01T00:00:00.000","0","0","0","0"
"Cincinnati","2014-04-01T00:00:00.000","0","0","0.03","0"
"Dayton","2014-04-01T00:00:00.000","0","0","0.01","0"
"Denver","2014-04-01T00:00:00.000","0","0","0","0"
"Des Moines","2014-04-01T00:00:00.000","0","0","0","0"
"El Paso","2014-04-01T00:00:00.000","0","0","0.01","0"
"Fortaleza","2014-04-01T00:00:00.000","0","0","0.01","0"
"Grand Rapids","2014-04-01T00:00:00.000","0","0","0","0"
"Greensboro","2014-04-01T00:00:00.000","0","0","0.02","0"
"Greenville, SC, US","2014-04-01T00:00:00.000","0","0","0","0"
"Goiania","2014-04-01T00:00:00.000","0","0","0.01","0"
"Huntsville","2014-04-01T00:00:00.000","0","0","0.01","0"
"Wichita","2014-04-01T00:00:00.000","0","0","0.01","0"
"Jackson","2014-04-01T00:00:00.000","0","0","0.02","0"
"Las Vegas","2014-04-01T00:00:00.000","0","0","0","0"
"Lubbock","2014-04-01T00:00:00.000","0","0","0","0"
"Lexington","2014-04-01T00:00:00.000","0","0","0.01","0"
"Little Rock","2014-04-01T00:00:00.000","0","0","0.02","0"
"Odessa","2014-04-01T00:00:00.000","0","0","0","0"
"Kansas City","2014-04-01T00:00:00.000","0","0","0.01","0"
"Memphis","2014-04-01T00:00:00.000","0","0","0.03","0"
"Milwaukee","2014-04-01T00:00:00.000","0","0","0","0"
"Monroe","2014-04-01T00:00:00.000","0","0","0","0"
"Montserrat","2014-04-01T00:00:00.000","0","0","0","0"
"Minneapolis","2014-04-01T00:00:00.000","0","0","0","0"
"Maturin","2014-04-01T00:00:00.000","0","0","0","0"
"Oklahoma City","2014-04-01T00:00:00.000","0","0","0.02","0"
"Omaha","2014-04-01T00:00:00.000","0","0","0","0"
"Norfolk","2014-04-01T00:00:00.000","0","0","0.03","0"
"Pittsburgh","2014-04-01T00:00:00.000","0","0","0.01","0"
"Porlamar","2014-04-01T00:00:00.000","0","0","0","0"
"Providence","2014-04-01T00:00:00.000","0","0","0","0"
"Richmond","2014-04-01T00:00:00.000","0","0","0.04","0"
"Rochester, NY, US","2014-04-01T00:00:00.000","0","0","0","0"
"San Diego","2014-04-01T00:00:00.000","0","0","0.05","0"
"Seattle","2014-04-01T00:00:00.000","0","0","0","0"
"Salt Lake City","2014-04-01T00:00:00.000","0","0","0","0"
"Syracuse","2014-04-01T00:00:00.000","0","0","0","0"
"Knoxville","2014-04-01T00:00:00.000","0","0","0.02","0"
"Springdale","2014-04-01T00:00:00.000","0","0","0.01","0"
"Ottawa","2014-04-01T00:00:00.000","0","0","0","0"
"Quebec City","2014-04-01T00:00:00.000","0","0","0","0"
"Montreal","2014-04-01T00:00:00.000","0","0","0","0"
"Atlantic City","2014-05-01T00:00:00.000","0","0","0.04","0"
"Akron","2014-05-01T00:00:00.000","0","0","0.04","0"
"Denver","2014-05-01T00:00:00.000","0","0","0.01","0"
"Fortaleza","2014-05-01T00:00:00.000","0","0","0","0"
"Greenville, SC, US","2014-05-01T00:00:00.000","0","0","0.03","0"
"Lexington","2014-05-01T00:00:00.000","0","0","0.03","0"
"Monroe","2014-05-01T00:00:00.000","0","0","0.01","0"
"Montserrat","2014-05-01T00:00:00.000","0","0","0.01","0"
"Providence","2014-05-01T00:00:00.000","0","0","0.02","0"
"Seattle","2014-05-01T00:00:00.000","0","0","0.03","0"
"Salt Lake City","2014-05-01T00:00:00.000","0","0","0.04","0"
"Ottawa","2014-05-01T00:00:00.000","0","0","0.02","0"
"Quebec City","2014-05-01T00:00:00.000","0","0","0","0"
"Fortaleza","2014-06-01T00:00:00.000","0","0","0.01","0"
"Montserrat","2014-06-01T00:00:00.000","0","0","0","0"
"Fortaleza","2014-07-01T00:00:00.000","0","0","0","0"
"Montserrat","2014-08-01T00:00:00.000","0","0","0","0"
"Quebec City","2014-09-01T00:00:00.000","0","0","0.01","0"
"Atlantic City","2014-10-01T00:00:00.000","0","0","0.02","0"
"Buffalo","2014-10-01T00:00:00.000","0","0","0.03","0"
"Akron","2014-10-01T00:00:00.000","0","0","0.01","0"
"Denver","2014-10-01T00:00:00.000","0","0","0","0"
"Des Moines","2014-10-01T00:00:00.000","0","0","0.01","0"
"Grand Rapids","2014-10-01T00:00:00.000","0","0","0.01","0"
"Greenville, SC, US","2014-10-01T00:00:00.000","0","0","0.02","0"
"Huntsville","2014-10-01T00:00:00.000","0","0","0.02","0"
"Wichita","2014-10-01T00:00:00.000","0","0","0.04","0"
"Lubbock","2014-10-01T00:00:00.000","0","0","0.02","0"
"Odessa","2014-10-01T00:00:00.000","0","0","0.02","0"
"Milwaukee","2014-10-01T00:00:00.000","0","0","0.03","0"
"Monroe","2014-10-01T00:00:00.000","0","0","0","0"
"Minneapolis","2014-10-01T00:00:00.000","0","0","0.01","0"
"Omaha","2014-10-01T00:00:00.000","0","0","0.01","0"
"Providence","2014-10-01T00:00:00.000","0","0","0.01","0"
"Seattle","2014-10-01T00:00:00.000","0","0","0.02","0"
"Salt Lake City","2014-10-01T00:00:00.000","0","0","0.01","0"
"Syracuse","2014-10-01T00:00:00.000","0","0","0.01","0"
"Knoxville","2014-10-01T00:00:00.000","0","0","0.04","0"
"Springdale","2014-10-01T00:00:00.000","0","0","0.04","0"
"Ottawa","2014-10-01T00:00:00.000","0","0","0","0"
"Quebec City","2014-10-01T00:00:00.000","0","0","0","0"
"Montreal","2014-10-01T00:00:00.000","0","0","0","0"
"Atlantic City","2014-11-01T00:00:00.000","0","0","0","0"
"Hartford","2014-11-01T00:00:00.000","0","0","0","0"
"Buffalo","2014-11-01T00:00:00.000","0","0","0","0"
"Akron","2014-11-01T00:00:00.000","0","0","0","0"
"Cleveland","2014-11-01T00:00:00.000","0","0","0","0"
"Columbus, OH, US","2014-11-01T00:00:00.000","0","0","0","0"
"Cincinnati","2014-11-01T00:00:00.000","0","0","0","0"
"Dayton","2014-11-01T00:00:00.000","0","0","0","0"
"Denver","2014-11-01T00:00:00.000","0","0","0","0"
"Des Moines","2014-11-01T00:00:00.000","0","0","0","0"
