"location","month","pinfectedtravelerave","infectedtravelermin","infectedtravelermax","localcases"
"Zurich","2013-12-01T00:00:00.000","0.01","0.01","0.03","0"
"Zakinthos","2013-12-01T00:00:00.000","0","0","0","0"
"Villahermosa","2013-12-01T00:00:00.000","0","0","0","0"
"Casablanca","2013-12-01T00:00:00.000","0","0","0","0"
"Cuzco","2013-12-01T00:00:00.000","0","0","0","0"
"Cuiaba","2013-12-01T00:00:00.000","0","0","0","0"
"Bozeman","2013-12-01T00:00:00.000","0","0","0","0"
"Distrito Federal, BR","2013-12-01T00:00:00.000","0","0","0.01","0"
"Arica","2013-12-01T00:00:00.000","0","0","0","0"
"Cochabamba","2013-12-01T00:00:00.000","0","0","0","0"
"Tijuana","2013-12-01T00:00:00.000","0","0","0","0"
"Toluca","2013-12-01T00:00:00.000","0","0","0","0"
"Huntington","2013-12-01T00:00:00.000","0","0","0","0"
"Maceio","2013-12-01T00:00:00.000","0","0","0","0"
"Leon, MX","2013-12-01T00:00:00.000","0","0","0","0"
"Boise","2013-12-01T00:00:00.000","0","0","0","0"
"Victoria, CA","2013-12-01T00:00:00.000","0","0","0","0"
"Puerto Vallarta","2013-12-01T00:00:00.000","0","0","0","0"
"Ciudad Juarez","2013-12-01T00:00:00.000","0","0","0","0"
"Tampico","2013-12-01T00:00:00.000","0","0","0","0"
"Petrolina","2013-12-01T00:00:00.000","0","0","0","0"
"Gulfport","2013-12-01T00:00:00.000","0","0","0","0"
"San Jose del Cabo","2013-12-01T00:00:00.000","0","0","0","0"
"Chengdu","2013-12-01T00:00:00.000","0","0","0","0"
"Natal","2013-12-01T00:00:00.000","0","0","0","0"
"Aracaju","2013-12-01T00:00:00.000","0","0","0","0"
"Nassau","2014-01-01T00:00:00.000","0.1","0.04","0.17","0"
"Annaba","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Anapa","2014-01-01T00:00:00.000","0","0","0","0"
"Allentown","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Albuquerque","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Aberdeen","2014-01-01T00:00:00.000","0","0","0","0"
"Atlantic City","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Izmir","2014-01-01T00:00:00.000","0","0","0","0"
"Buenos Aires","2014-01-01T00:00:00.000","0.22","0.09","0.38","0"
"Sochi","2014-01-01T00:00:00.000","0","0","0","0"
"Agen","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Malaga","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Ajaccio","2014-01-01T00:00:00.000","0.24","0.1","0.41","0"
"Albany","2014-01-01T00:00:00.000","0.09","0.03","0.16","0"
"Alicante","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Algiers","2014-01-01T00:00:00.000","0.11","0.04","0.19","0"
"Amarillo","2014-01-01T00:00:00.000","0","0","0.01","0"
"Amsterdam","2014-01-01T00:00:00.000","0.8","0.5","0.97","0"
"Anchorage","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Antigua","2014-01-01T00:00:00.000","0.93","0.68","1","0"
"Stockholm","2014-01-01T00:00:00.000","0.33","0.14","0.53","0"
"Aspen","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Asuncion","2014-01-01T00:00:00.000","0","0","0","0"
"Athens","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Atlanta","2014-01-01T00:00:00.000","0.77","0.47","0.96","0"
"Aruba","2014-01-01T00:00:00.000","0.47","0.23","0.72","0"
"Abu Dhabi","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Aurillac","2014-01-01T00:00:00.000","0","0","0.01","0"
"Austin","2014-01-01T00:00:00.000","0.09","0.04","0.17","0"
"Asheville","2014-01-01T00:00:00.000","0.02","0.01","0.05","0"
"Scranton","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Anguilla","2014-01-01T00:00:00.000","0.6","0.31","0.84","0"
"Antalya","2014-01-01T00:00:00.000","0","0","0","0"
"Phoenix","2014-01-01T00:00:00.000","0.31","0.14","0.52","0"
"Barranquilla","2014-01-01T00:00:00.000","0.01","0.01","0.03","0"
"Barcelona","2014-01-01T00:00:00.000","0.19","0.08","0.32","0"
"Bermuda","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Hartford","2014-01-01T00:00:00.000","0.5","0.25","0.75","0"
"Belem","2014-01-01T00:00:00.000","0","0","0","0"
"Berlin","2014-01-01T00:00:00.000","0.15","0.06","0.27","0"
"Brest","2014-01-01T00:00:00.000","0.2","0.08","0.35","0"
"Beirut","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Bucaramanga","2014-01-01T00:00:00.000","0","0","0","0"
"Barbados","2014-01-01T00:00:00.000","0.64","0.34","0.87","0"
"Bergen","2014-01-01T00:00:00.000","0","0","0","0"
"Milan","2014-01-01T00:00:00.000","0.75","0.44","0.94","0"
"Birmingham, US","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Birmingham, UK","2014-01-01T00:00:00.000","0.07","0.03","0.13","0"
"Bastia","2014-01-01T00:00:00.000","0.21","0.09","0.37","0"
"Bilbao","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Biarritz","2014-01-01T00:00:00.000","0.22","0.09","0.38","0"
"Bejaia","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Bodrum","2014-01-01T00:00:00.000","0","0","0","0"
"Badajoz","2014-01-01T00:00:00.000","0","0","0","0"
"Bangkok","2014-01-01T00:00:00.000","0","0","0","0"
"Batna","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Billund","2014-01-01T00:00:00.000","0","0","0","0"
"Bologna","2014-01-01T00:00:00.000","0.09","0.04","0.17","0"
"Nashville","2014-01-01T00:00:00.000","0.17","0.07","0.3","0"
"Bordeaux","2014-01-01T00:00:00.000","0.76","0.43","0.94","0"
"Bogota","2014-01-01T00:00:00.000","0.15","0.06","0.26","0"
"Mumbai","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"Bonaire","2014-01-01T00:00:00.000","0.63","0.34","0.87","0"
"Boston","2014-01-01T00:00:00.000","0.95","0.79","1","0"
"Porto Seguro","2014-01-01T00:00:00.000","0","0","0","0"
"Blagoveshchensk","2014-01-01T00:00:00.000","0","0","0","0"
"Bremen","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Bari","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Berne","2014-01-01T00:00:00.000","0","0","0","0"
"Bristol","2014-01-01T00:00:00.000","0.05","0.02","0.09","0"
"Brussels","2014-01-01T00:00:00.000","0.16","0.07","0.29","0"
"Biskra","2014-01-01T00:00:00.000","0","0","0.01","0"
"Basel","2014-01-01T00:00:00.000","0.31","0.14","0.51","0"
"Baton Rouge","2014-01-01T00:00:00.000","0","0","0","0"
"Burlington, VT, US","2014-01-01T00:00:00.000","0.17","0.07","0.3","0"
"Budapest","2014-01-01T00:00:00.000","0.07","0.03","0.12","0"
"Buffalo","2014-01-01T00:00:00.000","0.39","0.18","0.62","0"
"Brive-La-Gaillarde","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Baltimore","2014-01-01T00:00:00.000","0.39","0.18","0.62","0"
"Belize","2014-01-01T00:00:00.000","0","0","0","0"
"Columbia, SC< US","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Akron","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Guangzhou","2014-01-01T00:00:00.000","0.06","0.02","0.1","0"
"Haiti","2014-01-01T00:00:00.000","0.71","0.4","0.92","0"
"Cayenne","2014-01-01T00:00:00.000","0.81","0.52","0.97","0"
"Caracas","2014-01-01T00:00:00.000","0.19","0.08","0.33","0"
"Paris","2014-01-01T00:00:00.000","1","1","1","0"
"Clermont-Ferrand","2014-01-01T00:00:00.000","0.11","0.05","0.2","0"
"Sao Paulo","2014-01-01T00:00:00.000","0.37","0.17","0.59","0"
"Jakarta","2014-01-01T00:00:00.000","0","0","0.01","0"
"Cologne","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Campo Grande","2014-01-01T00:00:00.000","0","0","0","0"
"Charlottesville","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"Chania","2014-01-01T00:00:00.000","0","0","0","0"
"Charleston, SC, US","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"Cedar Rapids","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"St. Vincent & Grenadines","2014-01-01T00:00:00.000","0.11","0.04","0.19","0"
"Cleveland","2014-01-01T00:00:00.000","0.22","0.09","0.37","0"
"Cali","2014-01-01T00:00:00.000","0.09","0.04","0.17","0"
"Charlotte","2014-01-01T00:00:00.000","0.58","0.3","0.82","0"
"Calvi","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"Columbus, OH, US","2014-01-01T00:00:00.000","0.26","0.11","0.45","0"
"Belo Horizonte","2014-01-01T00:00:00.000","0.06","0.02","0.12","0"
"Cordoba, AR","2014-01-01T00:00:00.000","0.11","0.04","0.2","0"
"Colorado Springs","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Copenhagen","2014-01-01T00:00:00.000","0.32","0.14","0.53","0"
"Campinas","2014-01-01T00:00:00.000","0","0","0","0"
"Corpus Christi","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Charleston, WV, US","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Catania","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Cartagena","2014-01-01T00:00:00.000","0","0","0","0"
"Cumana","2014-01-01T00:00:00.000","0","0","0","0"
"Cancun","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"Curacao","2014-01-01T00:00:00.000","0.94","0.74","1","0"
"Cincinnati","2014-01-01T00:00:00.000","0.13","0.05","0.23","0"
"Curitiba","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Cayman Islands","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Cuba","2014-01-01T00:00:00.000","0.14","0.05","0.24","0"
"Constantine","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Dallas","2014-01-01T00:00:00.000","0.41","0.19","0.64","0"
"Dayton","2014-01-01T00:00:00.000","0.02","0.01","0.05","0"
"Washington DC","2014-01-01T00:00:00.000","0.95","0.77","1","0"
"Castres","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Delhi","2014-01-01T00:00:00.000","0.01","0.01","0.03","0"
"Denver","2014-01-01T00:00:00.000","0.4","0.18","0.63","0"
"Djerba","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Dalaman","2014-01-01T00:00:00.000","0","0","0","0"
"Moscow","2014-01-01T00:00:00.000","0.5","0.24","0.75","0"
"Dominica","2014-01-01T00:00:00.000","1","1","1","1"
"Dresden","2014-01-01T00:00:00.000","0","0","0","0"
"Des Moines","2014-01-01T00:00:00.000","0.04","0.02","0.07","0"
"Detroit","2014-01-01T00:00:00.000","0.63","0.34","0.87","0"
"Dublin","2014-01-01T00:00:00.000","0.05","0.02","0.1","0"
"Dusseldorf","2014-01-01T00:00:00.000","0.2","0.08","0.35","0"
"Dubai","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Dzaoudzi","2014-01-01T00:00:00.000","0","0","0","0"
"Edinburgh","2014-01-01T00:00:00.000","0.05","0.02","0.1","0"
"Vail","2014-01-01T00:00:00.000","0","0","0.01","0"
"BVI","2014-01-01T00:00:00.000","1","1","1","1"
"El Paso","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Medellin","2014-01-01T00:00:00.000","0.09","0.04","0.16","0"
"Metz","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"St. Eustatius","2014-01-01T00:00:00.000","0.94","0.74","1","0"
"Evansville","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"New York","2014-01-01T00:00:00.000","1","1","1","0"
"Fargo","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Fresno","2014-01-01T00:00:00.000","0","0","0.01","0"
"Fayetteville","2014-01-01T00:00:00.000","0","0","0.01","0"
"Rome","2014-01-01T00:00:00.000","0.31","0.13","0.51","0"
"Martinique","2014-01-01T00:00:00.000","1","1","1","1"
"Fort Lauderdale","2014-01-01T00:00:00.000","0.75","0.45","0.95","0"
"Florianopolis","2014-01-01T00:00:00.000","0","0","0.01","0"
"Florence","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"Madeira","2014-01-01T00:00:00.000","0","0","0","0"
"Flint","2014-01-01T00:00:00.000","0","0","0","0"
"Fortaleza","2014-01-01T00:00:00.000","0","0","0.01","0"
"Frankfurt","2014-01-01T00:00:00.000","0.1","0.04","0.19","0"
"Figari","2014-01-01T00:00:00.000","0.1","0.04","0.18","0"
"Sioux Falls","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Guadalajara","2014-01-01T00:00:00.000","0","0","0","0"
"Turks & Caicos","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Spokane","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Georgetown","2014-01-01T00:00:00.000","0.17","0.07","0.29","0"
"Rio de Janeiro","2014-01-01T00:00:00.000","0.16","0.07","0.29","0"
"Glasgow","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Seoul","2014-01-01T00:00:00.000","0","0","0","0"
"Grenada","2014-01-01T00:00:00.000","0.06","0.03","0.12","0"
"Goteborg","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Killeen","2014-01-01T00:00:00.000","0","0","0","0"
"Grand Rapids","2014-01-01T00:00:00.000","0.07","0.03","0.13","0"
"Graz","2014-01-01T00:00:00.000","0","0","0","0"
"Greensboro","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Greenville, SC, US","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Guatemala City","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Geneva","2014-01-01T00:00:00.000","0.32","0.14","0.53","0"
"Westerland","2014-01-01T00:00:00.000","0","0","0","0"
"Guayaquil","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Goiania","2014-01-01T00:00:00.000","0","0","0","0"
"Hanover","2014-01-01T00:00:00.000","0.07","0.03","0.12","0"
"Hamburg","2014-01-01T00:00:00.000","0.16","0.07","0.28","0"
"Helsinki","2014-01-01T00:00:00.000","0.12","0.05","0.21","0"
"Heraklion","2014-01-01T00:00:00.000","0","0","0.01","0"
"Hong Kong","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Tokyo","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Honolulu","2014-01-01T00:00:00.000","0","0","0.01","0"
"Houston","2014-01-01T00:00:00.000","0.26","0.11","0.44","0"
"Hurghada","2014-01-01T00:00:00.000","0","0","0","0"
"Huntsville","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Niagara Falls","2014-01-01T00:00:00.000","0","0","0","0"
"Ibiza","2014-01-01T00:00:00.000","0","0","0","0"
"Wichita","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Kiev","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Foz do Iguacu","2014-01-01T00:00:00.000","0","0","0","0"
"Tehran","2014-01-01T00:00:00.000","0","0","0.01","0"
"Wilmington, NC, US","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Indianapolis","2014-01-01T00:00:00.000","0.23","0.1","0.4","0"
"Istanbul","2014-01-01T00:00:00.000","0.19","0.08","0.34","0"
"Osaka","2014-01-01T00:00:00.000","0","0","0","0"
"Jackson","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Jacksonville, FL, US","2014-01-01T00:00:00.000","0.09","0.03","0.16","0"
"Jersey","2014-01-01T00:00:00.000","0","0","0","0"
"Mikonos","2014-01-01T00:00:00.000","0","0","0","0"
"Santorini","2014-01-01T00:00:00.000","0","0","0","0"
"Kemerovo","2014-01-01T00:00:00.000","0","0","0","0"
"Kaliningrad","2014-01-01T00:00:00.000","0","0","0","0"
"Kos","2014-01-01T00:00:00.000","0","0","0","0"
"Khabarovsk","2014-01-01T00:00:00.000","0","0","0","0"
"Jamaica","2014-01-01T00:00:00.000","0.7","0.4","0.92","0"
"Krasnodar","2014-01-01T00:00:00.000","0","0","0","0"
"Samara","2014-01-01T00:00:00.000","0","0","0","0"
"Lannion","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Las Vegas","2014-01-01T00:00:00.000","0.15","0.06","0.26","0"
"Los Angeles","2014-01-01T00:00:00.000","0.82","0.53","0.98","0"
"Leeds","2014-01-01T00:00:00.000","0","0","0.01","0"
"Lubbock","2014-01-01T00:00:00.000","0","0","0","0"
"Larnaca","2014-01-01T00:00:00.000","0","0","0","0"
"A Coruna","2014-01-01T00:00:00.000","0","0","0","0"
"London","2014-01-01T00:00:00.000","0.83","0.54","0.98","0"
"Londrina","2014-01-01T00:00:00.000","0","0","0.01","0"
"Lourdes","2014-01-01T00:00:00.000","0.13","0.05","0.22","0"
"St. Petersburg","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Lexington","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Lafayette","2014-01-01T00:00:00.000","0","0","0","0"
"Limoges","2014-01-01T00:00:00.000","0","0","0.01","0"
"Lille","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Lima","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Lisbon","2014-01-01T00:00:00.000","0.15","0.06","0.27","0"
"Little Rock","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Ljubljana","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Las Palmas","2014-01-01T00:00:00.000","0","0","0","0"
"La Paz, BO","2014-01-01T00:00:00.000","0","0","0","0"
"La Rochelle","2014-01-01T00:00:00.000","0","0","0","0"
"Dominican Rep.","2014-01-01T00:00:00.000","1","0.95","1","0"
"Lorient","2014-01-01T00:00:00.000","0.08","0.03","0.15","0"
"Luxembourg","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Lyon","2014-01-01T00:00:00.000","0.61","0.31","0.83","0"
"Madrid","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"Odessa","2014-01-01T00:00:00.000","0","0","0","0"
"Menorca","2014-01-01T00:00:00.000","0","0","0","0"
"Manchester","2014-01-01T00:00:00.000","0.07","0.03","0.12","0"
"Manaus","2014-01-01T00:00:00.000","0","0","0","0"
"Maracaibo","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Puerto Rico","2014-01-01T00:00:00.000","1","1","1","0"
"Mombasa","2014-01-01T00:00:00.000","0","0","0","0"
"Kansas City","2014-01-01T00:00:00.000","0.22","0.09","0.38","0"
"Orlando","2014-01-01T00:00:00.000","0.42","0.2","0.66","0"
"Harrisburg","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Chicago","2014-01-01T00:00:00.000","0.84","0.55","0.98","0"
"Mendoza","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Memphis","2014-01-01T00:00:00.000","0.06","0.02","0.1","0"
"Mexico City","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"McAllen","2014-01-01T00:00:00.000","0","0","0","0"
"Managua","2014-01-01T00:00:00.000","0.05","0.02","0.1","0"
"Maringa","2014-01-01T00:00:00.000","0","0","0","0"
"Manchester, US","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Miami","2014-01-01T00:00:00.000","0.99","0.95","1","0"
"Merida","2014-01-01T00:00:00.000","0","0","0","0"
"Monastir","2014-01-01T00:00:00.000","0","0","0.01","0"
"Milwaukee","2014-01-01T00:00:00.000","0.16","0.06","0.28","0"
"Malta","2014-01-01T00:00:00.000","0","0","0","0"
"Male","2014-01-01T00:00:00.000","0","0","0","0"
"Moline","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Monroe","2014-01-01T00:00:00.000","0","0","0","0"
"Montserrat","2014-01-01T00:00:00.000","0","0","0","0"
"Manila","2014-01-01T00:00:00.000","0.09","0.03","0.16","0"
"Mobile","2014-01-01T00:00:00.000","0","0","0.01","0"
"Montpellier","2014-01-01T00:00:00.000","0.36","0.16","0.57","0"
"Marseille","2014-01-01T00:00:00.000","0.74","0.42","0.93","0"
"Mauritius","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Madison","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Minneapolis","2014-01-01T00:00:00.000","0.71","0.41","0.92","0"
"New Orleans","2014-01-01T00:00:00.000","0.2","0.08","0.35","0"
"Monterrey","2014-01-01T00:00:00.000","0","0","0","0"
"Munich","2014-01-01T00:00:00.000","0.16","0.07","0.29","0"
"Maturin","2014-01-01T00:00:00.000","0","0","0","0"
"Montevideo","2014-01-01T00:00:00.000","0","0","0","0"
"Myrtle Beach","2014-01-01T00:00:00.000","0.09","0.04","0.16","0"
"Naples","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Nairobi","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Nice","2014-01-01T00:00:00.000","0.61","0.31","0.84","0"
"Newcastle","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"St. Kitts & Nevis","2014-01-01T00:00:00.000","1","0.98","1","0"
"Nantes","2014-01-01T00:00:00.000","0.32","0.14","0.52","0"
"Nuremberg","2014-01-01T00:00:00.000","0.01","0.01","0.03","0"
"Navegantes","2014-01-01T00:00:00.000","0","0","0","0"
"Oakland","2014-01-01T00:00:00.000","0","0","0","0"
"Oklahoma City","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Olbia","2014-01-01T00:00:00.000","0","0","0","0"
"Omaha","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"Ontario","2014-01-01T00:00:00.000","0","0","0","0"
"Porto","2014-01-01T00:00:00.000","0","0","0","0"
"Norfolk","2014-01-01T00:00:00.000","0.16","0.07","0.29","0"
"Oran","2014-01-01T00:00:00.000","0.07","0.03","0.12","0"
"Oslo","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Bucharest","2014-01-01T00:00:00.000","0.07","0.03","0.13","0"
"Asturias","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Plattsburgh","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Paramaribo","2014-01-01T00:00:00.000","0.22","0.09","0.38","0"
"Portland, OR, US","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Pereira","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Beijing","2014-01-01T00:00:00.000","0.07","0.03","0.14","0"
"Paphos","2014-01-01T00:00:00.000","0","0","0","0"
"Perpignan","2014-01-01T00:00:00.000","0.15","0.06","0.26","0"
"Newport News","2014-01-01T00:00:00.000","0.02","0.01","0.04","0"
"Philadelphia","2014-01-01T00:00:00.000","0.8","0.5","0.97","0"
"Peoria","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Pittsburgh","2014-01-01T00:00:00.000","0.4","0.18","0.63","0"
"Palma de Mallorca","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Palermo","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Porlamar","2014-01-01T00:00:00.000","0","0","0","0"
"Pensacola","2014-01-01T00:00:00.000","0.04","0.01","0.07","0"
"Porto Alegre","2014-01-01T00:00:00.000","0.09","0.04","0.16","0"
"Trinidad & Tobago","2014-01-01T00:00:00.000","0.48","0.23","0.72","0"
"Prague","2014-01-01T00:00:00.000","0.09","0.04","0.16","0"
"Pisa","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Pasco","2014-01-01T00:00:00.000","0","0","0","0"
"Guadeloupe","2014-01-01T00:00:00.000","1","1","1","1"
"Panama City","2014-01-01T00:00:00.000","0.59","0.31","0.84","0"
"Pau","2014-01-01T00:00:00.000","0.35","0.15","0.56","0"
"Providence","2014-01-01T00:00:00.000","0.09","0.04","0.16","0"
"Shanghai","2014-01-01T00:00:00.000","0.21","0.09","0.37","0"
"Portland, ME, US","2014-01-01T00:00:00.000","0.12","0.05","0.22","0"
"Setif","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"Raleigh","2014-01-01T00:00:00.000","0.19","0.08","0.33","0"
"Rodez","2014-01-01T00:00:00.000","0.07","0.03","0.14","0"
"Recife","2014-01-01T00:00:00.000","0","0","0","0"
"Rockford","2014-01-01T00:00:00.000","0","0","0","0"
"Riverton","2014-01-01T00:00:00.000","0","0","0","0"
"Richmond","2014-01-01T00:00:00.000","0.17","0.07","0.31","0"
"Reno","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Rennes","2014-01-01T00:00:00.000","0.03","0.01","0.06","0"
"Roanoke","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Rochester, NY, US","2014-01-01T00:00:00.000","0.15","0.06","0.27","0"
"Fort Myers","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Reunion","2014-01-01T00:00:00.000","0.25","0.11","0.43","0"
"Saba","2014-01-01T00:00:00.000","0.92","0.69","1","0"
"San Salvador","2014-01-01T00:00:00.000","0.03","0.01","0.05","0"
"San Diego","2014-01-01T00:00:00.000","0.08","0.03","0.14","0"
"San Pedro Sula","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"San Antonio, US","2014-01-01T00:00:00.000","0.06","0.02","0.11","0"
"Savannah","2014-01-01T00:00:00.000","0.07","0.03","0.13","0"
"St. Barthelemy","2014-01-01T00:00:00.000","1","1","1","1"
"Santiago","2014-01-01T00:00:00.000","0.06","0.02","0.12","0"
"Louisville","2014-01-01T00:00:00.000","0.07","0.03","0.12","0"
"Rio De Janeiro","2014-01-01T00:00:00.000","0","0","0","0"
"Seattle","2014-01-01T00:00:00.000","0.15","0.06","0.26","0"
"St. Martin","2014-01-01T00:00:00.000","1","1","1","1"
"San Francisco","2014-01-01T00:00:00.000","0.44","0.21","0.68","0"
"Springfield, MO, US","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Shreveport","2014-01-01T00:00:00.000","0.02","0.01","0.03","0"
"Singapore","2014-01-01T00:00:00.000","0","0","0","0"
"San Jose, US","2014-01-01T00:00:00.000","0","0","0","0"
"San Jose, CR","2014-01-01T00:00:00.000","0.09","0.03","0.16","0"
"Thessaloniki","2014-01-01T00:00:00.000","0","0","0","0"
"Salt Lake City","2014-01-01T00:00:00.000","0.13","0.05","0.24","0"
"St. Lucia","2014-01-01T00:00:00.000","0.59","0.29","0.82","0"
"Sacramento","2014-01-01T00:00:00.000","0.04","0.02","0.07","0"
"Orange County","2014-01-01T00:00:00.000","0.01","0","0.01","0"
"Salvador","2014-01-01T00:00:00.000","0","0","0","0"
"Sharm el-Sheikh","2014-01-01T00:00:00.000","0","0","0","0"
"St. Louis","2014-01-01T00:00:00.000","0.18","0.08","0.32","0"
"Stuttgart","2014-01-01T00:00:00.000","0.04","0.02","0.08","0"
"USVI","2014-01-01T00:00:00.000","1","0.97","1","0"
"Lamezia Terme","2014-01-01T00:00:00.000","0","0","0","0"
"Sevilla","2014-01-01T00:00:00.000","0","0","0","0"
"Strasbourg","2014-01-01T00:00:00.000","0.25","0.11","0.43","0"
"Sydney","2014-01-01T00:00:00.000","0.01","0","0.02","0"
"Syracuse","2014-01-01T00:00:00.000","0.22","0.09","0.39","0"
"Salzburg","2014-01-01T00:00:00.000","0","0","0","0"
"Tenerife","2014-01-01T00:00:00.000","0","0","0","0"
"Podgorica","2014-01-01T00:00:00.000","0","0","0","0"
"Tegucigalpa","2014-01-01T00:00:00.000","0","0","0","0"
"Tallahassee","2014-01-01T00:00:00.000","0.04","0.02","0.08","0"
"Tallinn","2014-01-01T00:00:00.000","0","0","0","0"
"Toulon","2014-01-01T00:00:00.000","0.25","0.1","0.42","0"
"Toulouse","2014-01-01T00:00:00.000","0.42","0.19","0.64","0"
