"data_as_of","start_date","end_date","sex","age_years","total_deaths","covid19_deaths"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","0-05 Months","20919","111"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","0-05 Months","25778","141"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","06-11 Months","1827","40"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","06-11 Months","2315","50"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","01 Year","1657","37"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","01 Year","2082","49"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","02 Years","1067","18"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","02 Years","1397","17"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","03 Years","813","12"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","03 Years","1137","16"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","04 Years","673","20"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","04 Years","878","8"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","05 Years","604","14"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","05 Years","817","16"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","06 Years","554","16"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","06 Years","729","15"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","07 Years","536","17"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","07 Years","646","13"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","08 Years","498","14"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","08 Years","596","15"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","09 Years","472","15"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","09 Years","654","27"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","10 Years","515","16"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","10 Years","718","18"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","11 Years","573","17"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","11 Years","815","15"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","12 Years","699","20"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","12 Years","903","27"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","13 Years","839","33"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","13 Years","1292","29"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","14 Years","1001","32"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","14 Years","1786","21"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","15 Years","1155","48"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","15 Years","2438","51"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","16 Years","1459","39"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","16 Years","3398","57"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Female","17 Years","1729","63"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","Male","17 Years","4545","74"
