"date_time","fiscal_year","budgeted_ft","budgeted_pt","total_fte_s","employee_turnover","tenn_avg_turnover","city_of_franklin_s_salaries_will_target_to_the_70th_percentile_of_the_equivalent_job_expectations_as_reflected_in_the_marketplace","of_employees_female","of_franklin_female","of_employees_minority","of_franklin_minority","of_employees_who_had_accidents","number_of_lost_work_days_by_employees","credit_hours_reimbursed"
"2012-06-30T00:00:00.000","2012","693","62","608.12","490.0","680.0",,"22","52.2","6.6","15.6","104","185","0"
"2013-06-30T00:00:00.000","2013","699","69","674.93","750.0","840.0",,"21","52.2","7.1","15.6","69","158","345"
"2014-06-30T00:00:00.000","2014","700","67","635","760.0","720.0",,"23","52.2","7.3","15.6","92","81","239"
"2015-06-30T00:00:00.000","2015","705","66","675","675.00","800",,"19","52.2","7.5","15.6","46","95","192"
