"date_time","fiscal_year","tons_res_refuse","tons_comm_refuse","tons_recycling","diversion_rate","tons_yard_waste_diverted","total_all_tons_diverted","tons_private_refuse","batteries_lbs","target_batteries","oil_gal","target_oil","paint_lbs","target_paint","anti_freeze_gal","target_anti_freeze","electronics_lbs","target_electronics","landfill_fee_per_ton","residential_curbside_recycling"
"2011-06-30T00:00:00.000","2011","19049","7784","1966","10.3","3272","5556","35805","6763",,"955",,"180864",,"300",,"190860",,"25.5","40"
"2012-06-30T00:00:00.000","2012","17846","7927","2409","13.5","3472","6209","25808","15622","9341","881","576","316800","142684","908","651","331380","216820","25.5","48"
"2013-06-30T00:00:00.000","2013","16810","7058","2846","16.9","3863","7301","22738","21624","9808","1527","605","324504","149818","448","684","245280","227661","32","46"
"2014-06-30T00:00:00.000","2014","17331","7644","3113","18","5277","8605","30180","17484","10298","1008","635","335880","157309","324","718","167568","239044","32","47"
"2015-06-30T00:00:00.000","2015","18848","8064","3251","14.6","4643","7897","53235","40824","10813","1888","667","425000","165175","696","754","145240","250996","33.09","57"
"2016-06-30T00:00:00.000","2016","18424","7886","3464","17","4660","7904","69083","18937","11354","1594","700","419200","173433","846","791","131100","263546","33.09","59"
