"date_time","fiscal_year","citizens_ranking_neighborhoods_as_good_or_excellent","of_leed_certified_buildings_in_franklin","_90_citizen_satisfaction_on_services_from_survey","walkability_score_for_franklin","bicycle_friendly_community","of_nonattainment_air_quailty_days_in_franklin","his_preserv_rank_usa","poverty_rate_for_franklin","poverty_rate_for_tn","assessd_value","square_miles","assessed_value_per_sq_mi","of_cert_of_app_issued","value_of_cert_of_app"
"2016-06-30T00:00:00.000","2016","93.00","18",,"23","No","0","4","7.400","17.200","3576977148","41.78","85614580","106","20688515"
"2019-06-30T00:00:00.000","2019","94.00","27",,,"No","0",,"6.600","13.900","5008158858","42.15","118817529","70","6811741"
