"date_time","fiscal_year","smarter_city","reduce_fossil_fuel_use","electric_costs_city_wide","reduce_city_electric_use_by_20","gas_costs_city_wide","city_natural_gas_usage","increase_of_leed_buildings"
"2014-06-30T00:00:00.000","2014","No","5.66","2909144.64","27280094","91930.71","97815.76","11"
"2015-06-30T00:00:00.000","2015","No","5.76","2929688.44","26912017","97698.96","101264.06","12"
"2016-06-30T00:00:00.000","2016","No","5.87","2904616.25","27921913","57264.63","68766.72","18"
"2017-06-30T00:00:00.000","2017","No",,"2672170.01","26790143","74497.45","77891.82","22"
"2018-06-30T00:00:00.000","2018","No",,"2702953.47","23861360","95759.24","98177.04","27"
"2019-06-30T00:00:00.000","2019","No",,"2872428.69","25041728","81183.23","94819.00","27"
"2020-06-30T00:00:00.000","2020","No",,"2771415.58","24705955","90208.59","95958.00","30"
