"date_time","fiscal_year","energy_costs_for_w_s","unaccounted_water","sanitatry_score","water_quality_violations","iwrp_completed","strategic_schedule_adopted","platinum_status_tva"
"2013-06-30T00:00:00.000","2013","1596686","17.9",,"0","8","Adopted","Platinum"
"2012-06-30T00:00:00.000","2012","1595352","22","97","0","5","Adopted",
"2014-06-30T00:00:00.000","2014","1543096","16.4","97","0","10","Adopted","Gold"
"2015-06-30T00:00:00.000","2015","1293381","16.3",,"0","11","Adopted","Gold"
"2016-06-30T00:00:00.000","2016","1568533","15.7","99","0","15","Adopted","Platinum"
