"date_time","fiscal_year","citizens_ranking_neighborhoods_as_good_or_excellent","of_leed_certified_buildings_in_franklin","_90_citizen_satisfaction_on_services_from_survey","walkability_score_for_franklin","bicycle_friendly_community","of_nonattainment_air_quailty_days_in_franklin","his_preserv_rank_usa","poverty_rate_for_franklin","poverty_rate_for_tn","assessd_value","square_miles","assessed_value_per_sq_mi","of_cert_of_app_issued","value_of_cert_of_app"
"2007-06-30T00:00:00.000","2007",,,,,"No","0",,,,"2308134853","41.12","56131684",,
"2008-06-30T00:00:00.000","2008",,,,,"No","0",,,,"2386231040","41.18","57946358",,
"2009-06-30T00:00:00.000","2009",,,,,"No","0",,,,"2543231533","41.49","61297458",,
"2010-06-30T00:00:00.000","2010",,,,,"No","0",,"7.400","16.900","2689334028","41.51","64787618",,
"2011-06-30T00:00:00.000","2011",,"6",,,"No","0",,"5.00","12.400","2769192347","41.51","66711451","40","1943385"
"2012-06-30T00:00:00.000","2012",,"8",,,"No","0","4","5.900","12.700","3178038662","41.51","76560796","46","8397036"
"2013-06-30T00:00:00.000","2013",,"9",,"32","No","0","4","6.200","13.00","3217787361","41.52","77499696","78","6397899"
"2014-06-30T00:00:00.000","2014",,"11",,,"No","0","4","6.700","13.300","3333559875","41.53","80268718","68","11751522"
