"year","county","blm","usfs","state","county_and_municipal","industry","nip","native_american","total_of_volume","total_private","total_public"
"1972","DESCHUTES","0","88265","0","0","13147","0","0","101412","13147","88265"
"1972","DOUGLAS","382865","467210","19706","0","625042","83631","0","1578454","708673","869781"
"1972","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1972","GRANT","3707","263399","0","0","23540","18734","0","309380","42274","267106"
"1972","HARNEY","36","74933","1075","0","851","246","0","77141","1097","76044"
"1972","HOOD RIVER","0","34911","2072","6625","15746","2782","0","62136","18528","43608"
"1972","JACKSON","149549","205828","0","0","191010","11616","2900","560903","205526","355377"
"1972","JEFFERSON","113720","18886","0","0","10782","1093","13669","158150","25544","132606"
"1972","JOSEPHINE","113720","70497","0","1515","1575","7109","0","194416","8684","185732"
"1972","KLAMATH","25710","226667","4477","235","284265","13317","0","554671","297582","257089"
"1972","LAKE","0","136945","0","0","191839","12624","0","341408","204463","136945"
"1972","LANE","224292","851369","10771","175","559088","51404","0","1697099","610492","1086607"
"1972","LINCOLN","23707","121927","24612","20","88699","12493","0","271458","101192","170266"
"1972","LINN","91042","198449","7405","0","269241","121692","0","687829","390933","296896"
"1972","MALHEUR","0","0","0","0","0","0","0","0","0","0"
"1972","MARION","5428","64744","6284","0","11567","4171","0","92194","15738","76456"
"1972","MORROW","0","11782","0","0","16150","10380","0","38312","26530","11782"
"1972","MULTNOMAH","0","18992","0","0","1200","653","0","20845","1853","18992"
"1972","POLK","23801","2928","14029","0","41813","11767","0","94338","53580","40758"
"1972","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1972","TILLAMOOK","46895","67168","36095","0","101595","820","0","252573","102415","150158"
"1972","UMATILLA","450","41422","0","0","6082","15119","0","63073","21201","41872"
"1972","UNION","101","111435","250","0","12460","15718","377","140341","28555","111786"
"1972","WALLOWA","171","72337","4121","0","8734","8570","0","93933","17304","76629"
"1972","WASCO","0","83245","0","0","3925","8589","66432","162191","78946","83245"
"1972","WASHINGTON","385","0","1440","1200","1405","8835","0","13265","10240","3025"
"1972","WHEELER","0","29615","0","0","13593","2836","0","46044","16429","29615"
"1972","YAMHILL","45759","8036","17","4342","14516","5201","0","77871","19717","58154"
"1973","BAKER","2759","57056","75","0","0","7453","0","67343","7453","59890"
"1973","BENTON","57844","16775","7784","0","61978","30665","0","175046","92643","82403"
"1973","CLACKAMAS","49322","262380","3248","3142","92765","56497","0","467354","149262","318092"
"1973","CLATSOP","0","0","62988","4127","144174","19631","0","230920","163805","67115"
"1973","COLUMBIA","0","0","7801","6599","80591","30018","0","125009","110609","14400"
"1973","COOS","195122","66182","62306","3540","326732","32928","0","686810","359660","327150"
"1973","CROOK","4674","49712","0","0","752","4347","0","59485","5099","54386"
"1973","CURRY","26813","138620","1864","0","64650","21689","0","253636","86339","167297"
"1973","DESCHUTES","902","148690","0","0","140","0","0","149732","140","149592"
"1973","DOUGLAS","426124","453938","30967","744","536262","51669","0","1499704","587931","911773"
"1973","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1973","GRANT","2030","247186","0","0","28743","12623","0","290582","41366","249216"
"1973","HARNEY","0","73189","0","0","1655","389","0","75233","2044","73189"
"1973","HOOD RIVER","0","38649","0","0","2260","565","0","41474","2825","38649"
"1973","JACKSON","124251","182919","1664","360","94529","17225","0","420948","111754","309194"
"1973","JEFFERSON","0","35319","0","0","6398","515","19233","61465","26146","35319"
"1973","JOSEPHINE","89132","61042","2457","4785","7006","12583","0","177005","19589","157416"
"1973","KLAMATH","30369","208741","7142","0","252834","11116","0","510202","263950","246252"
"1973","LAKE","0","97578","0","0","118219","10550","0","226347","128769","97578"
"1973","LANE","214208","834847","8940","85","541706","75266","0","1675052","616972","1058080"
"1973","LINCOLN","51563","129514","6851","0","88299","18059","0","294286","106358","187928"
"1973","LINN","71435","219793","8972","0","251323","141720","0","693243","393043","300200"
"1973","MALHEUR","376","0","0","0","0","1661","0","2037","1661","376"
"1973","MARION","12840","38894","1289","0","12834","6685","0","72542","19519","53023"
"1973","MORROW","0","19338","0","0","5863","0","0","25201","5863","19338"
"1973","MULTNOMAH","27","49443","0","2356","1086","9962","0","62874","11048","51826"
"1973","POLK","31602","4413","9280","0","39343","15234","0","99872","54577","45295"
"1973","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1973","TILLAMOOK","63376","88624","58995","519","124033","5211","0","340758","129244","211514"
"1973","UMATILLA","0","53559","0","0","5350","7373","0","66282","12723","53559"
"1973","UNION","692","75791","0","0","13569","16575","0","106627","30144","76483"
"1973","WALLOWA","2485","57705","319","26","16325","9877","0","86737","26202","60535"
"1973","WASCO","80","58994","0","0","4421","4080","75330","142905","83831","59074"
"1973","WASHINGTON","222","0","2591","0","6800","10355","0","19968","17155","2813"
"1973","WHEELER","1524","54567","2180","0","12165","6968","0","77404","19133","58271"
"1973","YAMHILL","41035","12317","0","9332","9363","8500","0","80547","17863","62684"
"1974","BAKER","0","28393","0","0","10884","15328","0","54605","26212","28393"
"1974","BENTON","45077","9045","9256","0","48038","5796","0","117212","53834","63378"
"1974","CLACKAMAS","28498","177255","313","198","121178","8504","0","335946","129682","206264"
"1974","CLATSOP","0","0","30488","272","118299","8368","0","157427","126667","30760"
"1974","COLUMBIA","464","0","1228","114","57481","12796","0","72083","70277","1806"
"1974","COOS","125108","30529","61883","7260","268871","24217","0","517868","293088","224780"
"1974","CROOK","0","77886","0","0","7163","640","0","85689","7803","77886"
"1974","CURRY","16259","99607","5434","0","80101","5170","0","206571","85271","121300"
"1974","DESCHUTES","0","85780","0","0","6090","0","0","91870","6090","85780"
"1974","DOUGLAS","287569","364134","29013","446","591620","56708","0","1329490","648328","681162"
"1974","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1974","GRANT","4223","258395","0","0","37354","39050","0","339022","76404","262618"
"1974","HARNEY","0","50870","0","0","9","93","0","50972","102","50870"
"1974","HOOD RIVER","0","33438","0","2959","7732","108","0","44237","7840","36397"
"1974","JACKSON","81124","149112","0","0","245397","17398","0","493031","262795","230236"
"1974","JEFFERSON","0","33653","0","0","3222","0","27103","63978","30325","33653"
"1974","JOSEPHINE","70566","55880","2710","3071","7660","5312","0","145199","12972","132227"
"1974","KLAMATH","21249","203344","9423","0","262200","34243","0","530459","296443","234016"
"1974","LAKE","0","130461","0","0","138315","42467","0","311243","180782","130461"
"1974","LANE","162891","610623","3317","246","401893","94314","0","1273284","496207","777077"
"1974","LINCOLN","23927","116161","16014","0","96423","3660","0","256185","100083","156102"
"1974","LINN","59731","190953","10669","0","337529","66794","0","665676","404323","261353"
"1974","MALHEUR","0","0","0","0","0","0","0","0","0","0"
"1974","MARION","6073","44871","4983","0","9492","5398","0","70817","14890","55927"
"1974","MORROW","0","10148","0","0","4704","614","0","15466","5318","10148"
"1974","MULTNOMAH","0","48910","0","0","3106","2640","0","54656","5746","48910"
"1974","POLK","20872","0","497","0","57699","3704","0","82772","61403","21369"
"1974","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1974","TILLAMOOK","40495","44114","31876","0","140973","4982","0","262440","145955","116485"
"1974","UMATILLA","0","42213","0","0","17804","13754","0","73771","31558","42213"
"1974","UNION","188","71612","0","0","58603","73243","0","203646","131846","71800"
"1974","WALLOWA","0","57188","0","0","17531","5372","0","80091","22903","57188"
"1974","WASCO","0","75509","0","0","20394","4355","83474","183732","108223","75509"
"1974","WASHINGTON","0","0","8169","0","25965","6927","0","41061","32892","8169"
"1974","WHEELER","6","52655","0","0","29661","4689","0","87011","34350","52661"
"1974","YAMHILL","31168","9870","0","520","15946","6387","0","63891","22333","41558"
"1975","BAKER","0","58622","0","0","0","4349","0","62971","4349","58622"
"1975","BENTON","17594","14925","4304","1546","46952","2204","0","87525","49156","38369"
"1975","CLACKAMAS","10903","149267","7","495","94490","5156","3033","263351","102679","160672"
"1975","CLATSOP","0","0","27668","389","183468","5844","0","217369","189312","28057"
"1975","COLUMBIA","54","0","1101","756","89866","6287","0","98064","96153","1911"
"1975","COOS","99559","22906","35637","4216","318470","17511","0","498299","335981","162318"
"1975","CROOK","3192","68509","0","0","1284","1519","0","74504","2803","71701"
"1975","CURRY","9221","69621","230","0","62032","14172","0","155276","76204","79072"
"1975","DESCHUTES","0","60169","0","0","14336","906","0","75411","15242","60169"
"1975","DOUGLAS","178311","304125","13281","2587","621255","42681","0","1162240","663936","498304"
"1975","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1975","GRANT","176","213703","0","0","20515","4299","0","238693","24814","213879"
"1975","HARNEY","16","66555","0","0","0","1504","0","68075","1504","66571"
"1975","HOOD RIVER","0","40345","0","2570","1926","6238","0","51079","8164","42915"
"1975","JACKSON","71474","97648","0","0","140933","13767","0","323822","154700","169122"
"1975","JEFFERSON","0","50135","0","0","19829","0","30267","100231","50096","50135"
"1975","JOSEPHINE","37682","51474","1269","4165","3319","7173","0","105082","10492","94590"
"1975","KLAMATH","9648","208623","0","0","264741","50357","0","533369","315098","218271"
"1975","LAKE","0","104112","0","0","187413","16397","0","307922","203810","104112"
"1975","LANE","98844","397630","10957","17","479727","31849","0","1019024","511576","507448"
"1975","LINCOLN","16521","71079","9072","0","177905","11920","0","286497","189825","96672"
"1975","LINN","26387","196442","9173","0","371975","60230","0","664207","432205","232002"
"1975","MALHEUR","0","3070","0","0","0","599","0","3669","599","3070"
"1975","MARION","6321","28790","6460","246","14708","3524","0","60049","18232","41817"
"1975","MORROW","0","21224","0","0","7624","4754","0","33602","12378","21224"
"1975","MULTNOMAH","0","37595","0","77","4139","1086","0","42897","5225","37672"
"1975","POLK","7839","0","5351","0","54000","3074","0","70264","57074","13190"
"1975","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1975","TILLAMOOK","18502","22773","34301","299","101722","5489","0","183086","107211","75875"
"1975","UMATILLA","1321","62717","0","0","18523","3660","0","86221","22183","64038"
"1975","UNION","2106","77294","0","0","23355","6826","0","109581","30181","79400"
"1975","WALLOWA","0","56538","0","0","19460","10909","0","86907","30369","56538"
"1975","WASCO","0","79674","0","0","0","2611","89322","171607","91933","79674"
"1975","WASHINGTON","0","0","1054","211","14933","8255","0","24453","23188","1265"
"1975","WHEELER","203","20563","0","0","25675","4359","0","50800","30034","20766"
"1975","YAMHILL","10242","4553","0","2416","34162","3205","0","54578","37367","17211"
"1976","BAKER","378","80360","0","0","1317","7894","0","89949","9211","80738"
"1976","BENTON","25081","4768","5750","3","47568","8577","0","91747","56145","35602"
"1976","CLACKAMAS","29465","214111","1192","711","105066","14200","0","364745","119266","245479"
"1976","CLATSOP","0","0","69292","236","202887","6646","0","279061","209533","69528"
"1976","COLUMBIA","42","0","2880","1153","93001","9228","0","106304","102229","4075"
"1976","COOS","145545","39612","23835","6339","266556","19178","0","501065","285734","215331"
"1976","CROOK","87","86893","0","0","8370","1061","0","96411","9431","86980"
"1976","CURRY","10468","75510","330","1019","46862","22789","0","156978","69651","87327"
"1976","DESCHUTES","2229","91730","0","0","41443","13","0","135415","41456","93959"
"1976","DOUGLAS","343908","302409","14380","1033","615499","31075","0","1308304","646574","661730"
"1976","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1976","GRANT","511","209561","0","0","14578","10406","0","235056","24984","210072"
"1976","HARNEY","0","81043","0","0","0","2204","0","83247","2204","81043"
"1976","HOOD RIVER","0","41798","0","917","3003","1075","0","46793","4078","42715"
"1976","JACKSON","106426","147153","964","3931","117996","10280","0","386750","128276","258474"
"1976","JEFFERSON","0","53862","0","0","12885","0","33205","99952","46090","53862"
"1976","JOSEPHINE","80482","51436","13","2653","5006","9036","0","148626","14042","134584"
"1976","KLAMATH","17041","207844","8028","0","126981","32735","0","392629","159716","232913"
"1976","LAKE","20","146339","0","0","160936","4372","0","311667","165308","146359"
"1976","LANE","160885","566774","13319","158","392246","48122","0","1181504","440368","741136"
"1976","LINCOLN","9467","117977","11559","961","147264","7634","0","294862","154898","139964"
"1976","LINN","48556","243781","10388","0","376928","82009","0","761662","458937","302725"
"1976","MALHEUR","0","0","0","0","0","559","0","559","559","0"
"1976","MARION","14756","37913","8918","90","16411","8112","0","86200","24523","61677"
"1976","MORROW","0","34792","0","0","16576","2277","0","53645","18853","34792"
"1976","MULTNOMAH","0","19478","0","335","3537","2160","0","25510","5697","19813"
"1976","POLK","13000","0","7314","440","57766","7976","0","86496","65742","20754"
"1976","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1976","TILLAMOOK","49211","47768","24459","160","134860","6323","0","262781","141183","121598"
"1976","UMATILLA","4776","78316","0","0","6605","6351","0","96048","12956","83092"
"1976","UNION","387","70495","28","0","43801","14139","0","128850","57940","70910"
"1976","WALLOWA","254","45309","0","0","8158","12021","0","65742","20179","45563"
"1976","WASCO","0","59642","0","0","1615","2792","74353","138402","78760","59642"
"1976","WASHINGTON","0","0","792","241","10123","10631","0","21787","20754","1033"
"1976","WHEELER","3720","10922","0","0","26742","5083","0","46467","31825","14642"
"1976","YAMHILL","15221","378","0","4830","34568","7300","0","62297","41868","20429"
"1977","BAKER","1015","77664","0","0","6115","9285","0","94079","15400","78679"
"1977","BENTON","22410","10750","7792","0","37040","26498","0","104490","63538","40952"
"1977","CLACKAMAS","29011","174728","4405","0","61361","14195","0","283700","75556","208144"
"1977","CLATSOP","885","0","46125","0","138541","5918","0","191469","144459","47010"
"1977","COLUMBIA","0","0","1309","286","89045","20836","0","111476","109881","1595"
"1977","COOS","142281","23390","35597","0","280371","31687","0","513326","312058","201268"
"1977","CROOK","127","95075","0","0","3275","1420","0","99897","4695","95202"
"1977","CURRY","21303","102133","0","0","73205","11478","0","208119","84683","123436"
"1977","DESCHUTES","3577","102626","0","0","6429","382","0","113014","6811","106203"
"1977","DOUGLAS","299476","298334","22530","0","797822","28544","0","1446706","826366","620340"
"1977","GILLIAM","0","0","0","0","1122","0","0","1122","1122","0"
"1977","GRANT","11215","186242","771","0","5811","11726","0","215765","17537","198228"
"1977","HARNEY","0","63259","0","0","575","0","0","63834","575","63259"
"1977","HOOD RIVER","0","31397","0","6385","11249","1131","0","50162","12380","37782"
"1977","JACKSON","83374","139392","41","0","131249","9436","0","363492","140685","222807"
"1977","JEFFERSON","0","51254","0","0","5740","0","28354","85348","34094","51254"
"1977","JOSEPHINE","60036","53114","692","3900","7819","7103","0","132664","14922","117742"
"1977","KLAMATH","21550","202594","5845","0","102433","17506","0","349928","119939","229989"
"1977","LAKE","0","74515","0","0","184576","10011","0","269102","194587","74515"
"1977","LANE","163699","602270","13636","0","328004","43093","0","1150702","371097","779605"
"1977","LINCOLN","15404","93330","15496","0","158340","17434","0","300004","175774","124230"
"1977","LINN","45582","159513","11563","0","384204","27072","0","627934","411276","216658"
"1977","MALHEUR","0","11","0","0","0","4161","0","4172","4161","11"
"1977","MARION","13111","40278","9880","0","40656","7446","0","111371","48102","63269"
"1977","MORROW","167","18915","0","0","10681","1320","0","31083","12001","19082"
"1977","MULTNOMAH","20","12522","0","0","6352","4745","0","23639","11097","12542"
"1977","POLK","20125","2316","6038","0","49197","11385","0","89061","60582","28479"
"1977","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1977","TILLAMOOK","41132","32401","41156","0","135911","10770","0","261370","146681","114689"
"1977","UMATILLA","100","42234","0","0","15649","10191","0","68174","25840","42334"
"1977","UNION","0","73606","0","0","21184","30189","0","124979","51373","73606"
"1977","WALLOWA","1145","40414","0","0","10072","17737","0","69368","27809","41559"
"1977","WASCO","0","64408","0","0","3854","8708","86387","163357","98949","64408"
"1977","WASHINGTON","57","0","4988","5","9213","15327","0","29590","24540","5050"
"1977","WHEELER","164","31023","50","0","5815","20675","0","57727","26490","31237"
"1977","YAMHILL","23629","12979","0","0","13747","15809","0","66164","29556","36608"
"1978","BAKER","2410","69341","0","0","9166","9142","0","90059","18308","71751"
"1978","BENTON","16763","7366","4722","0","46336","5900","0","81087","52236","28851"
"1978","CLACKAMAS","21291","163138","0","50","139172","16554","0","340205","155726","184479"
"1978","CLATSOP","0","0","55370","0","150126","4624","0","210120","154750","55370"
"1978","COLUMBIA","1633","0","3960","915","132351","40255","0","179114","172606","6508"
"1978","COOS","159395","22571","64904","3955","287308","33716","0","571849","321024","250825"
"1978","CROOK","635","94356","0","0","5515","255","0","100761","5770","94991"
"1978","CURRY","10902","144814","1678","0","73157","5143","0","235694","78300","157394"
"1978","DESCHUTES","3392","96685","0","0","5450","96","0","105623","5546","100077"
"1978","DOUGLAS","92070","412748","27044","25","665617","48169","0","1245673","713786","531887"
"1978","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1978","GRANT","0","204161","0","0","12193","12049","0","228403","24242","204161"
"1978","HARNEY","0","59457","0","0","152","740","0","60349","892","59457"
"1978","HOOD RIVER","0","23254","0","10214","10940","1586","0","45994","12526","33468"
"1978","JACKSON","96450","163891","788","0","136463","13465","0","411057","149928","261129"
"1978","JEFFERSON","0","25645","0","0","6043","692","16834","49214","23569","25645"
"1978","JOSEPHINE","78865","59331","0","3100","5743","6919","0","153958","12662","141296"
"1978","KLAMATH","17099","205417","3207","0","158850","20923","0","405496","179773","225723"
"1978","LAKE","0","138613","0","0","98156","1599","0","238368","99755","138613"
"1978","LANE","204587","588891","7464","0","324304","33406","0","1158652","357710","800942"
"1978","LINCOLN","18026","103285","21820","100","186531","10690","0","340452","197221","143231"
"1978","LINN","47262","267586","8952","0","369915","13950","0","707665","383865","323800"
"1978","MALHEUR","0","0","0","0","0","121","0","121","121","0"
"1978","MARION","7615","45178","10818","0","21222","5263","0","90096","26485","63611"
"1978","MORROW","0","13095","0","0","7018","480","0","20593","7498","13095"
"1978","MULTNOMAH","19","9921","0","0","6487","1168","0","17595","7655","9940"
"1978","POLK","4767","0","6315","0","63920","5849","0","80851","69769","11082"
"1978","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1978","TILLAMOOK","36937","19555","14764","500","142002","5284","0","219042","147286","71756"
"1978","UMATILLA","966","42398","0","0","9189","23525","1192","77270","33906","43364"
"1978","UNION","152","80164","796","0","25298","27615","0","134025","52913","81112"
"1978","WALLOWA","6","52439","0","0","15540","13720","0","81705","29260","52445"
"1978","WASCO","0","68364","0","0","8154","4451","103149","184118","115754","68364"
"1978","WASHINGTON","1355","0","2065","0","10739","11126","0","25285","21865","3420"
"1978","WHEELER","0","41261","0","0","5825","3375","0","50461","9200","41261"
"1978","YAMHILL","14871","9306","0","2791","23906","4847","0","55721","28753","26968"
"1979","BAKER","681","60878","0","0","5880","6760","0","74199","12640","61559"
"1979","BENTON","40693","82351","1039","3500","33592","8700","0","169875","42292","127583"
"1979","CLACKAMAS","36844","200634","3452","100","75402","12374","0","328806","87776","241030"
"1979","CLATSOP","0","0","72413","345","177532","7573","0","257863","185105","72758"
"1979","COLUMBIA","4834","0","5088","1395","127094","10122","0","148533","137216","11317"
"1979","COOS","118473","27125","50611","5756","210127","24363","0","436455","234490","201965"
"1979","CROOK","566","41125","0","0","4100","710","0","46501","4810","41691"
"1979","CURRY","14580","84599","187","0","49322","7300","0","155988","56622","99366"
"1979","DESCHUTES","0","94675","0","9","20420","3290","0","118394","23710","94684"
"1979","DOUGLAS","277803","376435","17341","415","676384","20993","0","1369371","697377","671994"
"1979","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1979","GRANT","10871","156212","0","0","8290","8280","0","183653","16570","167083"
"1979","HARNEY","372","52838","0","0","2430","0","0","55640","2430","53210"
"1979","HOOD RIVER","0","46650","0","7515","8420","627","0","63212","9047","54165"
"1979","JACKSON","114749","158311","168","0","95194","7692","0","376114","102886","273228"
"1979","JEFFERSON","0","19652","0","0","6280","620","34844","61396","41744","19652"
"1979","JOSEPHINE","63393","83107","111","3500","7420","5241","0","162772","12661","150111"
"1979","KLAMATH","20100","196324","2900","0","159800","11900","0","391024","171700","219324"
"1979","LAKE","0","114229","0","0","55860","2040","0","172129","57900","114229"
"1979","LANE","139571","705079","1965","0","369380","29672","0","1245667","399052","846615"
"1979","LINCOLN","22258","59576","17286","100","99185","10281","0","208686","109466","99220"
"1979","LINN","37179","197826","5908","0","375620","9922","0","626455","385542","240913"
"1979","MALHEUR","0","0","0","0","0","1300","0","1300","1300","0"
"1979","MARION","6624","40744","7719","7","30607","5977","0","91678","36584","55094"
"1979","MORROW","0","8580","0","0","9740","1860","0","20180","11600","8580"
"1979","MULTNOMAH","0","41682","0","0","6468","1554","0","49704","8022","41682"
"1979","POLK","12019","0","4312","0","60893","4103","0","81327","64996","16331"
"1979","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1979","TILLAMOOK","21443","55224","27211","386","142556","4929","0","251749","147485","104264"
"1979","UMATILLA","0","59470","1575","0","21240","7860","1062","91207","30162","61045"
"1979","UNION","0","59701","0","0","45400","12870","0","117971","58270","59701"
"1979","WALLOWA","0","77193","0","0","22120","6160","0","105473","28280","77193"
"1979","WASCO","0","36871","0","375","5100","2630","74640","119616","82370","37246"
"1979","WASHINGTON","51","0","4145","0","18489","11312","0","33997","29801","4196"
"1979","WHEELER","0","20674","0","0","1770","320","0","22764","2090","20674"
"1979","YAMHILL","12728","9278","0","5246","21266","6131","0","54649","27397","27252"
"1980","BAKER","182","40570","0","483","2580","3190","0","47005","5770","41235"
"1980","BENTON","20017","46735","7141","0","26502","4820","0","105215","31322","73893"
"1980","CLACKAMAS","14196","216127","1963","72","50161","10579","0","293098","60740","232358"
"1980","CLATSOP","0","0","60583","169","135838","2831","0","199421","138669","60752"
"1980","COLUMBIA","6712","0","2278","85","97513","9751","0","116339","107264","9075"
"1980","COOS","56078","3813","30074","4351","190350","12375","0","297041","202725","94316"
"1980","CROOK","0","46897","1","0","8240","1010","0","56148","9250","46898"
"1980","CURRY","73070","55098","3","0","37150","4015","0","169336","41165","128171"
"1980","DESCHUTES","0","75384","0","0","11310","1280","0","87974","12590","75384"
"1980","DOUGLAS","186545","181722","13944","483","729556","23501","0","1135751","753057","382694"
"1980","GILLIAM","0","0","0","0","0","210","0","210","210","0"
"1980","GRANT","115","101865","0","0","9150","7850","0","118980","17000","101980"
"1980","HARNEY","0","31113","0","0","2400","0","0","33513","2400","31113"
"1980","HOOD RIVER","0","42539","0","6650","10912","130","0","60231","11042","49189"
"1980","JACKSON","87417","133632","5","0","87996","8525","0","317575","96521","221054"
"1980","JEFFERSON","0","33054","0","0","5550","150","13803","52557","19503","33054"
"1980","JOSEPHINE","71337","60805","0","3250","9877","4109","0","149378","13986","135392"
"1980","KLAMATH","11130","151091","4405","0","200600","15150","0","382376","215750","166626"
"1980","LAKE","0","123048","0","0","81490","460","0","204998","81950","123048"
"1980","LANE","144031","493188","17031","0","309605","15623","0","979478","325228","654250"
"1980","LINCOLN","3136","56620","3607","146","105914","3743","0","173166","109657","63509"
"1980","LINN","33202","135951","9564","12","406659","3926","0","589314","410585","178729"
"1980","MALHEUR","0","0","0","0","0","0","0","0","0","0"
"1980","MARION","4942","45924","2543","379","20925","2727","0","77440","23652","53788"
"1980","MORROW","0","13967","0","0","10840","2890","0","27697","13730","13967"
"1980","MULTNOMAH","0","27251","0","0","5294","724","0","33269","6018","27251"
"1980","POLK","18162","1078","3116","0","58321","1116","0","81793","59437","22356"
"1980","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1980","TILLAMOOK","32887","50529","28905","523","115914","4082","0","232840","119996","112844"
"1980","UMATILLA","3323","50939","23","25","33030","16570","867","104777","50467","54310"
"1980","UNION","1068","46045","0","0","73900","16210","0","137223","90110","47113"
"1980","WALLOWA","0","60345","0","0","33200","10300","0","103845","43500","60345"
"1980","WASCO","0","39115","0","0","7500","3700","90132","140447","101332","39115"
"1980","WASHINGTON","521","0","513","0","13701","8015","0","22750","21716","1034"
"1980","WHEELER","0","22962","0","0","12050","2100","0","37112","14150","22962"
"1980","YAMHILL","29200","11301","0","2300","25517","2834","0","71152","28351","42801"
"1981","BAKER","760","50571","0","533","3910","11020","0","66794","14930","51864"
"1981","BENTON","26633","14256","919","3805","34265","6095","0","85973","40360","45613"
"1981","CLACKAMAS","29981","144403","5515","50","28333","7725","0","216007","36058","179949"
"1981","CLATSOP","0","0","71440","180","127537","854","0","200011","128391","71620"
"1981","COLUMBIA","394","0","2577","1183","90518","6031","0","100703","96549","4154"
"1981","COOS","53079","5332","36129","3537","203183","14588","0","315848","217771","98077"
"1981","CROOK","0","46020","0","0","9590","20","0","55630","9610","46020"
"1981","CURRY","5004","43745","301","0","28471","3884","0","81405","32355","49050"
"1981","DESCHUTES","516","112603","0","0","17420","1440","0","131979","18860","113119"
"1981","DOUGLAS","199894","170716","6779","0","598577","19478","0","995444","618055","377389"
"1981","GILLIAM","0","0","0","0","0","60","0","60","60","0"
"1981","GRANT","0","99903","0","0","5820","5000","0","110723","10820","99903"
"1981","HARNEY","0","15030","0","0","0","0","0","15030","0","15030"
"1981","HOOD RIVER","0","26881","18","5214","645","90","0","32848","735","32113"
"1981","JACKSON","65872","137236","762","0","52821","7271","0","263962","60092","203870"
"1981","JEFFERSON","0","22384","0","0","10720","0","28323","61427","39043","22384"
"1981","JOSEPHINE","41419","25476","8","4473","3481","3943","0","78800","7424","71376"
"1981","KLAMATH","13144","141307","4916","0","185330","19700","0","364397","205030","159367"
"1981","LAKE","0","81204","0","0","65070","280","0","146554","65350","81204"
"1981","LANE","118448","328373","2901","130","315894","13256","0","779002","329150","449852"
"1981","LINCOLN","17582","31566","7729","811","65404","5117","0","128209","70521","57688"
"1981","LINN","32047","136199","14087","0","327823","4643","0","514799","332466","182333"
"1981","MALHEUR","0","0","0","0","0","230","0","230","230","0"
"1981","MARION","2215","51691","12407","50","16116","2857","0","85336","18973","66363"
"1981","MORROW","0","27756","0","0","19210","300","0","47266","19510","27756"
"1981","MULTNOMAH","23","41906","0","0","8711","697","0","51337","9408","41929"
"1981","POLK","13171","0","3895","716","64894","5562","0","88238","70456","17782"
"1981","SHERMAN","0","0","0","0","0","0","0","0","0","0"
"1981","TILLAMOOK","33366","17024","37027","50","101757","2158","0","191382","103915","87467"
"1981","UMATILLA","0","32200","0","200","26910","4220","288","63818","31418","32400"
"1981","UNION","182","56851","0","200","39950","11120","0","108303","51070","57233"
"1981","WALLOWA","0","61085","0","0","22340","9690","0","93115","32030","61085"
"1981","WASCO","0","34090","0","0","2240","630","66086","103046","68956","34090"
"1981","WASHINGTON","162","0","4149","1300","11031","7615","0","24257","18646","5611"
"1981","WHEELER","0","14872","0","0","3380","670","0","18922","4050","14872"
"1981","YAMHILL","23128","10393","4284","1851","30815","3829","0","74300","34644","39656"
"1982","BAKER","0","48256","0","222","1171","3677","0","53326","4848","48478"
"1982","BENTON","19919","2671","4369","0","34701","5333","0","66993","40034","26959"
"1982","CLACKAMAS","8234","110445","897","0","26211","11125","1742","158654","39078","119576"
"1982","CLATSOP","0","0","54007","2","120371","5256","0","179636","125627","54009"
"1982","COLUMBIA","1337","0","192","945","135777","22072","0","160323","157849","2474"
"1982","COOS","30135","8538","36406","12098","248975","8637","0","344789","257612","87177"
"1982","CROOK","0","39182","0","0","14518","96","0","53796","14614","39182"
"1982","CURRY","2608","23563","359","0","44261","11573","0","82364","55834","26530"
"1982","DESCHUTES","0","90837","0","0","13105","1349","0","105291","14454","90837"
"1982","DOUGLAS","68431","137826","18203","85","694122","39970","0","958637","734092","224545"
"1982","GILLIAM","0","0","0","0","0","0","0","0","0","0"
"1982","GRANT","235","100315","0","0","31213","3040","0","134803","34253","100550"
"1982","HARNEY","0","47723","0","0","24246","6","0","71975","24252","47723"
"1982","HOOD RIVER","0","17850","0","1312","5504","487","0","25153","5991","19162"
"1982","JACKSON","17877","62011","0","78","104368","2415","0","186749","106783","79966"
"1982","JEFFERSON","0","16942","0","0","24011","0","42144","83097","66155","16942"
"1982","JOSEPHINE","13044","17760","108","1587","3290","1857","0","37646","5147","32499"
