"date","company","product_name","brand_name","reason"
"2022-09-08T00:00:00.000","Apogee Garden Products","Big Time Roots","Apogee Garden Products","MislabeledUnregistered"
"2022-09-08T00:00:00.000","DANDELION ENTERPRISES","0.01-0-0.01 Tappin' Roots","Dandelion Enterprises","Unregistered"
"2022-09-08T00:00:00.000","ECOLOGICAL LABORATORIES INC","0-0-5 K Potassium Supplement","Microbe Life Hydroponics","Unregistered"
"2022-09-08T00:00:00.000","GREEN AIR PRODUCTS","12-0-12 Grow Nutrient #1 Original Mush Style","Green Air Products Ask Any Vegetable THe Genesis Formula Pure Elemental Fertilizer","Unregistered"
"2022-09-08T00:00:00.000","GREEN AIR PRODUCTS","3-10-19 Microbase Original Mush Style","Green Air Products Ask Any Vegetable The Genesis Formula Pure Elemental Fertilizer","Unregistered"
"2022-09-08T00:00:00.000","GROW MORE INC","8-6-13 Vegetative & Bloom","Mendicino Producer's Choice","Unregistered"
"2022-09-08T00:00:00.000","NUTES NUTRIENTS LLC","0-6-8 PK Punisher","Nutes","Unregistered"
"2022-09-08T00:00:00.000","ORGANIC LABORATORIES INC","4-2-6 Tomato Maker","Organic Laboratories, Inc.","Unregistered"
"2022-09-08T00:00:00.000","REFORESTATION TECHNOLOGIES INTERNATIONAL","Azos Red Liquid Vegetative Growth Promoter","Xtreme Gardening","Unregistered"
"2022-09-08T00:00:00.000","Zelda Horticulture","Essential Oil Intensifier","Zelda Horticulture","Unregistered"
"2022-08-18T00:00:00.000","ELITE GARDEN WHOLESALE","0-5-4 Base Nutrient B","Elite","Unregistered"
"2022-08-18T00:00:00.000","ELITE GARDEN WHOLESALE","1-3-14 Resin D","Elite","Unregistered"
"2022-08-18T00:00:00.000","ELITE GARDEN WHOLESALE","4-0-1 Base Nutrient A","Elite","Unregistered"
"2022-08-18T00:00:00.000","EMERALD HARVEST","Root Wizard Massive Root Builder (w/ 2.0 X 10^7 CFU/ml Bacillus subtilis)","Emerald Harvest","UnregisteredMislabeled"
"2022-08-18T00:00:00.000","FAUST BIO AGRICULTURAL SERVICES INC","VAM-Endo Mix Mycorrhizal root and soil inoculant","Faust Bio-Agricultural Services, Inc.","Mislabeled"
"2022-08-18T00:00:00.000","Forest Floor Soil and Mineral Company","Crater Lake Cal-Mag trace minerals with chelated calcium and magnesium","Forest Floor","MislabeledUnregistered"
"2022-08-18T00:00:00.000","GH INC","SubCulture-M Mycorrhizal Root Inoculant (w/ No Glomus monosporum)","General Hydroponics","UnregisteredMislabeled"
"2022-08-18T00:00:00.000","GREEN AIR PRODUCTS","15-0-8 Grow Nutrient #2 Original Mush Style","Green Air Products Ask Any Vegetable The Genesis Formula Pure Elemental Fertilizer","Unregistered"
"2022-08-18T00:00:00.000","GREEN AIR PRODUCTS","6-15-17 Bloom Nutrient #3 Original Mush Style","Green Air Products Ask Any Vegetable The Genesis Formula Pure Elemental Fertilizer","Unregistered"
"2022-08-18T00:00:00.000","GREEN AIR PRODUCTS","Synergy Organic Plant Synergist","Bio-Genesis","UnregisteredMislabeled"
"2022-08-18T00:00:00.000","NUTES NUTRIENTS LLC","0-0-1 Silica Trich Rush","Nutes","Unregistered"
"2022-08-18T00:00:00.000","NUTES NUTRIENTS LLC","1-4-8 Microbooster","Nutes","Unregistered"
"2022-08-18T00:00:00.000","NUTES NUTRIENTS LLC","2-6-8 Flower","Nutes","Unregistered"
"2022-08-18T00:00:00.000","NUTES NUTRIENTS LLC","4-0-0 Cal-Magnum","Nutes","Unregistered"
"2022-08-18T00:00:00.000","NUTES NUTRIENTS LLC","4-0-1 Veg Node Stretcher","Nutes","Unregistered"
"2022-08-18T00:00:00.000","NUTES NUTRIENTS LLC","4-0-3 Veg Builder","Nutes","Unregistered"
"2022-08-18T00:00:00.000","NUTES NUTRIENTS LLC","Sugar Flush","Nutes","Unregistered"
"2022-08-17T00:00:00.000","SURECROP FARM SERVICE","25-3-10 w/70% Duration 45","Sure Crop","Unregistered"
"2022-08-17T00:00:00.000","U S BORAX INC","Granubor 2 Sodium Borate 14.3% B","20 Mule Team Borax","Unregistered"
"2022-08-12T00:00:00.000","AGROLIQUID","PrimAgro C-Tech (w/ no Hydrophobic Fulvic Acids)","Primagro Technology C-Tech","Mislabeled"
"2022-08-12T00:00:00.000","AGROLIQUID","PrimAgro C-Tech (w/3.5% Hydrophobic Fulvic Acid)","Primagro Technology C-Tech","MislabeledUnregistered"
"2022-08-01T00:00:00.000","BLACKSMITH BIOSCIENCE","Armory SP Beneficial Bacillus Blend","Blacksmith Bioscience","Unregistered"
"2022-07-18T00:00:00.000","COMPASS MINERALS USA INC","1-10-0 PMZ Dry Seed Nutrition and Flow Agent","Rocket Seeds","Unregistered"
"2022-07-18T00:00:00.000","Hello Nature Bioscience","5-0-0 Trainer","Hello Nature","MislabeledUnregistered"
"2022-07-18T00:00:00.000","Hello Nature Bioscience","TIFIMax Trichoderma Atroviride Micronized Powder Concentrated Formulation","Hello Nature","MislabeledUnregistered"
"2022-07-18T00:00:00.000","HELLO NATURE USA INC","5-0-0 ProBlue","Hello Nature","MislabeledUnregistered"
"2022-07-05T00:00:00.000","AURORA INNOVATIONS INC","Coco Fiber","Roots Organics","Mislabeled"
"2022-07-05T00:00:00.000","BIOBIZZ WORLDWIDE SL","0.1-0-0.2 Alg-A-Mic NA Liquified Seaweed Concentrate","Biobizz From Dutch Origins","MislabeledUnregistered"
"2022-07-05T00:00:00.000","BIOBIZZ WORLDWIDE SL","0.2-0-0.1 Top-Max NA","Biobizz From Dutch Origins","MislabeledUnregistered"
"2022-07-05T00:00:00.000","BIOBIZZ WORLDWIDE SL","0.4-0-0 Coco-Mix NA","Biobizz From Dutch Origins","MislabeledUnregistered"
"2022-07-05T00:00:00.000","BIOBIZZ WORLDWIDE SL","1-0.1-0.1 Bio-Heaven NA","Biobizz From Dutch Origins","MislabeledUnregistered"
