Sale,Title,County,Description,Map,Sale catalog
2016 Spring,Long Hollow,Gilliam,T5S R24E Sec 36: Tx Lt 2400,https://data.oregon.gov/views/skej-zmnx/files/d31acaed-d5f7-498c-9524-1156c4918f0d?filename=56107-LS+2015+Long+Hollow+Map.pdf,https://data.oregon.gov/views/skej-zmnx/files/9d6d418e-7bc5-4cce-9879-6e04efddcf0a?filename=RMNWBrochureSample.pdf
2016 Spring,Thirty Mile Creek North,Gilliam,T5S R21E Sec 13: Tx Lt 2300,https://data.oregon.gov/views/skej-zmnx/files/d27bda07-90ad-4dea-9942-2a4e4e84bce3?filename=56109-LS+2015+Thirty+Mile+Creek+North+Map.pdf,https://data.oregon.gov/views/skej-zmnx/files/91e864b5-5438-45e7-8caa-effe46ede0a0?filename=RMNWBrochureSample.pdf
2016 Spring,Thirty Mile Creek South,Gilliam,T5S R21E Sec 13: Tx Lt 2400,https://data.oregon.gov/views/skej-zmnx/files/c4c09994-5334-4ddd-80fd-996322fab609?filename=56110-LSS+2015+Thirty+Mile+Creek+South+Map.pdf,https://data.oregon.gov/views/skej-zmnx/files/355685a0-9aa7-4871-afcf-41485f26e0c5?filename=RMNWBrochureSample.pdf
2016 Spring,Portuguese Canyon,Grant,T9S R26E Sec 3: Tx Lt 800,https://data.oregon.gov/views/skej-zmnx/files/d01f761c-ce8c-41eb-a1bd-b6015e22c5f4?filename=56114-LS+2015+Portuguese+Canyon+Map.pdf,https://data.oregon.gov/views/skej-zmnx/files/f83a6627-b30f-42b4-b6de-ca4ea64ba8c3?filename=RMNWBrochureSample.pdf
2016 Spring,Old Mill Canyon,Wheeler,T8S R21E Sec 16: Tx Lt 1600,https://data.oregon.gov/views/skej-zmnx/files/6f964de2-af57-42ad-9844-0aacbacf0f99?filename=56119-LS+2015Old+Mill+Canyon++Map.pdf,https://data.oregon.gov/views/skej-zmnx/files/fb86463f-8a6e-4cbf-940d-863b4e0713b3?filename=RMNWBrochureSample.pdf
2016 Spring,Fopiano Ranch,Wheeler,T11S R23E Sec 26: Tx Lt 3300,https://data.oregon.gov/views/skej-zmnx/files/49b40d69-229a-43e9-8ee9-eab7f702be4d?filename=56118-LS+2015Fopiano+Map.pdf,https://data.oregon.gov/views/skej-zmnx/files/e26fc9ed-d64c-4ccb-aae3-f1b1bcf246d6?filename=RMNWBrochureSample.pdf
