"the_geom","id","fac_id","bike_id","system_id","system_name","year","asofdate","fac_name","address","city","state","zipcode","cbsa_code","longitude","latitude","station_type"
"POINT (-117.13493 32.75513)","12469","CA9210403","172","59","DiscoverBike (was DecoBike in 2016 and 2017)","2017","201712","-","2711 El Cajon Blvd. (El Cajon Blvd. & Oregan St)","San Diego","CA","92104","41740","-117.13493","32.75513","-"
"POINT (-93.62457 41.58388)","15890","IA5030904","bcycle_desmoines_2316","14","Des Moines B-cycle","2018","201812","DART Central Station","620 Cherry St.","Des Moines","IA","50309","19780","-93.62457","41.58388","-"
"POINT (-98.2335 26.20536)","23641","TX7850102","bcycle_mcallen_3303","28","McAllen B-cycle","2019","201912","Archer Park","1353 Beech Avenue","McAllen","TX","78501","32580","-98.2335","26.20536","-"
"POINT (-87.672552 41.907655)","6955","IL6060261","61","60","Divvy","2016","201612","Wood St & Milwaukee Ave","Wood St & Milwaukee Ave","Chicago","IL","60602","16980","-87.672552","41.907655","-"
"POINT (-77.023086 38.8997)","18155","DC2059001","31228","56","Capital Bikeshare","2018","201812","8th & H St NW","8th & H St NW","Washington","DC","20590","47900","-77.023086","38.8997","-"
"POINT (-78.87949973 42.87777046)","19452","NY1420212","hub_1724","76","Reddy Bikes","2018","201812","Canalside at Scott Street and Main Street (Free)","3-7 Marine Drive","Buffalo","NY","14202","15380","-78.87949973","42.87777046","-"
"POINT (-87.583945 41.791728)","7286","IL60602389","424","60","Divvy","2016","201612","Museum of Science and Industry","Museum of Science and Industry","Chicago","IL","60602","16980","-87.583945","41.791728","-"
"POINT (-73.95212324 40.72311651)","667","NY1122213","-","3","Citi Bike","2015","201512","-","-","Brooklyn","NY","11222","35620","-73.95212324","40.72311651","-"
"POINT (-86.75014 36.17682)","4878","TN3721904","bcycle_nashville_2177","21","Nashville B-cycle","2016","201612","5 Points East Nashville: S 11th St","109 S. 11th St.","Nashville","TN","37219","34980","-86.75014","36.17682","-"
"POINT (-74.016584 40.715338)","14933","NY10007119","5297.02","3","Citi Bike","2018","201812","Vesey Pl & River Terrace","Vesey Pl & River Terrace","New York","NY","10007","35620","-74.016584","40.715338","-"
"POINT (-73.984764 40.697666)","8756","NY1000777","4781.03","3","Citi Bike","2017","201712","Concord St & Bridge St","Concord St & Bridge St","Brooklyn","NY","10007","35620","-73.984764","40.697666","-"
"POINT (-116.1925075 43.61232393)","1819","ID8371201","-","36","Boise Green Bike","2015","201512","St. Luke's","101-199 East Bannock Street","Boise","ID","83712","14260","-116.1925075","43.61232393","-"
"POINT (-73.959223 40.759107)","9092","NY1002206","6682.08","3","Citi Bike","2017","201712","-","-","New York","NY","10022","35620","-73.959223","40.759107","-"
"POINT (-71.071806 42.290333)","20652","MA0212413","C32038","129",,"2018","201812","Washington St at Talbot Ave","-","Boston","MA","2124","14460","-71.071806","42.290333","-"
"POINT (-73.95739 40.71469)","8829","NY1121122","5267.09","3","Citi Bike","2017","201712","-","-","Brooklyn","NY","11211","35620","-73.95739","40.71469","-"
"POINT (-77.464271 37.545224)","20766","VA2322006","-","136","RVA Bike Share","2018","201812","Petronius Jones Park- Randolph","301 S. Allen Ave","Richmond","VA","23220","40060","-77.464271","37.545224","-"
"POINT (-87.753933 41.88051)","7397","IL6064413","540","60","Divvy","2016","201612","-","Laramie Ave & Madison St","Chicago","IL","60644","16980","-87.753933","41.88051","-"
"POINT (-84.19846 39.75859)","6015","OH4540209","bcycle_linkdayton_3020","47","Link Dayton B-cycle (relaunched 06/2020; stations for 2020 are those prior to re-launch)","2016","201612","West Third","361 W Third Street","Dayton","OH","45402","19380","-84.19846","39.75859","-"
"POINT (-73.9596214 40.8086249)","9306","NY1002718","7727.07","3","Citi Bike","2017","201712","-","Amsterdam Ave & W 119 St","New York","NY","10027","35620","-73.9596214","40.8086249","-"
"POINT (-93.241042 44.96293)","1296","MN5540605","-","25","Nice Ride Minnesota (became partially dockless in 2018)","2015","201512","22nd Ave S & Franklin Ave","2200 Franklin Ave","Minneapolis","MN","55406","33460","-93.241042","44.96293","-"
"POINT (-84.39626455 33.78168611)","19612","GA3031808","hub_4033","77","Relay Bike Share","2018","201812","VIRTUAL HUB - GRADUATE LIVING CENTER","307 10th Street Northwest Graduate Living Center","Atlanta","GA","30318","12060","-84.39626455","33.78168611","-"
"POINT (-84.1831 39.74651)","11528","OH4541002","bcycle_linkdayton_3505","47","Link Dayton B-cycle (relaunched 06/2020; stations for 2020 are those prior to re-launch)","2017","201712","Miami Valley Hospital","Warren St & Oak St.","Dayton","OH","45410","19380","-84.1831","39.74651","-"
"POINT (-71.05260458 42.41034691)","20727","MA0214908","V32008","129",,"2018","201812","Broadway at Maple St","-","Everett","MA","2149","14460","-71.05260458","42.41034691","-"
"POINT (-87.684146 41.962391)","12700","IL60602225","243","60","Divvy","2017","201712","Lincoln Ave & Leavitt St","Lincoln Ave & Leavitt St","Chicago","IL","60602","16980","-87.684146","41.962391","-"
"POINT (-76.998347 38.899972)","6528","DC2059301","31615","56","Capital Bikeshare","2016","201612","6th & H St NE","6th & H St NE","Washington","DC","20593","47900","-76.998347","38.899972","-"
"POINT (-73.9471673 40.7839636)","9223","NY1012814","7338.02","3","Citi Bike","2017","201712","-","2 Ave & E 96 St","New York","NY","10128","35620","-73.9471673","40.7839636","-"
"POINT (-118.4781128 34.0275129)","1957","CA9040413","-","39","Breeze","2015","201512","32.  Broadway Street and 20th Street","Back on Broadway Broadway Street","Santa Monica","CA","90404","31100","-118.4781128","34.0275129","-"
"POINT (-74.00495 40.70838)","22048","NY1003809","5065.14","3","Citi Bike","2019","201912","-","Cliff St & Fulton St","New York","NY","10038","35620","-74.00495","40.70838","-"
"POINT (-87.634428 41.926756)","12508","IL6060234","34","60","Divvy","2017","201712","Cannon Dr & Fullerton Ave","Cannon Dr & Fullerton Ave","Chicago","IL","60602","16980","-87.634428","41.926756","-"
"POINT (-77.188014 39.099376)","18430","MD2076801","32016","56","Capital Bikeshare","2018","201812","Fallsgrove Dr & W Montgomery Ave","Fallsgrove Dr & W Montgomery Ave","Rockville","MD","20768","47900","-77.188014","39.099376","-"
"POINT (-116.203444 43.62930382)","5583","ID8370223","hub_1677","36","Boise Green Bike","2016","201612","Hyde Park","Alturas Street","Boise","ID","83702","14260","-116.203444","43.62930382","-"
"POINT (-116.2126815 43.62019198)","10791","ID8370232","hub_3322","36","Boise Green Bike","2017","201712","The Handlebar","1583-1699 West Main Street","Boise","ID","83702","14260","-116.2126815","43.62019198","-"
"POINT (-77.001949 38.900412)","18312","DC2059401","31616","56","Capital Bikeshare","2018","201812","3rd & H St NE","3rd & H St NE","Washington","DC","20594","47900","-77.001949","38.900412","-"
"POINT (-118.4851295 34.02684157)","1951","CA9040407","-","39","Breeze","2015","201512","24.  Arizona Avenue and 16th Street","16th Street","Santa Monica","CA","90404","31100","-118.4851295","34.02684157","-"
"POINT (-87.642985 41.900219)","12813","IL60602338","364","60","Divvy","2017","201712","Larrabee St & Oak St","Larrabee St & Oak St","Chicago","IL","60602","16980","-87.642985","41.900219","-"
"POINT (-93.26634 44.98112)","4993","MN5540105","30028","25","Nice Ride Minnesota (became partially dockless in 2018)","2016","201612","Washington & Marquette","100 Washington Ave. S","Minneapolis","MN","55401","33460","-93.26634","44.98112","-"
"POINT (-73.991908 40.716059)","14945","NY10007151","5342.1","3","Citi Bike","2018","201812","Allen St & Hester St","Allen St & Hester St","New York","NY","10007","35620","-73.991908","40.716059","-"
"POINT (-118.3938083 34.07357509)","19705","CA9021005","1432","81","Beverly Hills Bikeshare","2018","201812","3rd and Maple","9233-9259 West 3rd Street","Beverly Hills","CA","90210","31080","-118.3938083","34.07357509","-"
"POINT (-76.611982 39.275014)","13769","MD2122401","50","82","Baltimore Bikeshare","2017","201712","Ostend and Light","1251 Light St.","Baltimore","MD","21230","12580","-76.611982","39.275014","-"
"POINT (-77.028226 38.887237)","6375","DC2056901","31217","56","Capital Bikeshare","2016","201612","USDA / 12th & Independence Ave SW","USDA / 12th & Independence Ave SW","Washington","DC","20569","47900","-77.028226","38.887237","-"
"POINT (-71.056868 42.360583)","89","MA0210805","-","1","Hubway (03/2018 re-launched as Blue Bikes)","2015","201512","-","Faneuil Hall - Union St. at North St.","Boston","MA","2108","14460","-71.056868","42.360583","-"
"POINT (-95.644711 39.066641)","16837","KS6661601","hub_853","34","Topeka Metro Bikes","2018","201812","Oakland Community Center","Oakland Community Center Northeast Sardou Avenue","Topeka","KS","66616","45820","-95.644711","39.066641","-"
"POINT (-118.3447695 34.090785)","8078","CA9004608","1","80","WeHo Pedals","2016","201612","-","SM Blvd & Formosa","Los Angeles","CA","90046","31080","-118.3447695","34.090785","-"
"POINT (-95.39655 29.69151)","16093","TX7705404","bcycle_houston_4184","17","Houston B-cycle","2018","201812","UTHSC Housing & Rec Center","Bertner Ave & West Rd","Houston","TX","77054","26420","-95.39655","29.69151","-"
"POINT (-104.981047 39.749854)","15667","CO8020512","bcycle_denver_1750","7","Denver B-cycle","2018","201812","-","Park Ave West and Tremont","Denver","CO","80205","19740","-104.981047","39.749854","-"
"POINT (-78.81952286 42.9541375)","7904","NY1421404","hub_1756","76","Reddy Bikes","2016","201612","University Station","Main Circle, University at Buffalo School of Public Health and Health Professions, Buffalo","Buffalo","NY","14214","15380","-78.81952286","42.9541375","-"
"POINT (-73.952918 40.676368)","14685","NY1121615","4066.15","3","Citi Bike","2018","201812","-","Bedford Ave & Bergen St","Brooklyn","NY","11216","35620","-73.952918","40.676368","-"
"POINT (-80.13652 25.97344)","19744","FL3318005","bcycle_aventura_3534","85","Aventura","2018","201812","Waterways Park","3301 NE 213th St.","Miami","FL","33180","33100","-80.13652","25.97344","-"
"POINT (-87.646303 41.949275)","12690","IL60602215","232","60","Divvy","2017","201712","Pine Grove Ave & Waveland Ave","Pine Grove Ave & Waveland Ave","Chicago","IL","60602","16980","-87.646303","41.949275","-"
"POINT (-79.939362 40.456505)","1550","PA1521237","-","29","Healthy Ride","2015","201512","Liberty Ave & Baum Blvd","Liberty Ave & Baum Blvd","Pittsburgh","PA","15212","38300","-79.939362","40.456505","-"
"POINT (-97.74378 30.26634)","11660","TX7870102","bcycle_austin_2495","53","Austin B-cycle","2017","201712","4th & Congress","120 W. 4th St.","Austin","TX","78701","12420","-97.74378","30.26634","-"
"POINT (-117.158333 32.731389)","12463","CA9216301","163","59","DiscoverBike (was DecoBike in 2016 and 2017)","2017","201712","6th Ave El Prado","6th Ave El Prado","San Diego","CA","92163","41740","-117.158333","32.731389","-"
"POINT (-97.74805 30.26753)","17921","TX7870126","bcycle_austin_3455","53","Austin B-cycle","2018","201812","Republic Square @ Federal Courthouse Plaza","Federal Courthouse Plaza","Austin","TX","78701","12420","-97.74805","30.26753","-"
"POINT (-95.75809658 39.05702973)","23905","KS6660614","hub_2159","34","Topeka Metro Bikes","2019","201912","Bus Shelter - Security Benefit","Southwest Security Benefit Place","Topeka","KS","66606","45820","-95.75809658","39.05702973","-"
"POINT (-85.312602 35.049398)","2281","TN3740206","-","54","Bike Chattanooga","2015","201512","-","610 Pine Street","Chattanooga","TN","37402","16860","-85.312602","35.049398","-"
"POINT (-77.0315 38.9308)","18298","DC2053201","31602","56","Capital Bikeshare","2018","201812","Park Rd & Holmead Pl NW","Park Rd & Holmead Pl NW","Washington","DC","20532","47900","-77.0315","38.9308","-"
"POINT (-74.005226 40.751396)","15139","NY10007236","6425.04","3","Citi Bike","2018","201812","11 Ave & W 27 St","11 Ave & W 27 St","New York","NY","10007","35620","-74.005226","40.751396","-"
"POINT (-93.320212 44.937817)","10273","MN5541602","30166","25","Nice Ride Minnesota (became partially dockless in 2018)","2017","201712","W 36th Street & W Calhoun Parkway","3187 W 36th St","Minneapolis","MN","55416","33460","-93.320212","44.937817","-"
"POINT (-73.9605909 40.7981856)","15381","NY1002517","7606.01","3","Citi Bike","2018","201812","-","W 106 St & Central Park West","New York","NY","10025","35620","-73.9605909","40.7981856","-"
"POINT (-105.07566 40.58812)","7550","CO8052414","e8802f37-9704-4f5c-bcfe-bdfeb39e3616","65","Fort Collins Bike Share (became PACE dockless in 2018)","2016","201612","Walnut/Linden Station","-","Ft Collins","CO","80524","22660","-105.07566","40.58812","-"
"POINT (-118.24835 34.04682)","19188","CA9001307","bcycle_lametro_3038","73","Metro Bike Share Los Angeles","2018","201812","Main & 5th","458 S Main Street","Los Angeles","CA","90013","31080","-118.24835","34.04682","-"
"POINT (-104.9887 39.73713)","22808","CO8020418","bcycle_denver_1758","7","Denver B-cycle","2019","201912","Denver Public Library","10 W 14th Avenue Pkwy","Denver","CO","80204","19740","-104.9887","39.73713","-"
"POINT (-74.00004 40.743453)","22258","NY10007248","6224.05","3","Citi Bike","2019","201912","W 20 St & 8 Ave","W 20 St & 8 Ave","New York","NY","10007","35620","-74.00004","40.743453","-"
"POINT (-77.094875 38.88786)","11791","VA2063301","31022","56","Capital Bikeshare","2017","201712","Clarendon Metro / Wilson Blvd & N Highland St","Clarendon Metro / Wilson Blvd & N Highland St","Arlington","VA","20633","47900","-77.094875","38.88786","-"
"POINT (-77.0447 38.799267)","18394","VA2231404","31903","56","Capital Bikeshare","2018","201812","Royal & Wilkes St","Royal & Wilkes St","Alexandria","VA","22314","47900","-77.0447","38.799267","-"
"POINT (-79.922023 40.458972)","1555","PA1521242","-","29","Healthy Ride","2015","201512","Shady Ave and Ellsworth Ave","Shady Ave and Ellsworth Ave","Pittsburgh","PA","15212","38300","-79.922023","40.458972","-"
"POINT (-86.14727 39.77643)","17775","IN4620411","bcycle_pacersbikeshare_2626","48","Indiana Pacers Bikeshare","2018","201812","Mass Ave. and Park","-","Indianapolis","IN","46204","26900","-86.14727","39.77643","-"
"POINT (-90.09504206 29.9856186)","20096","LA7011952","hub_3715","109","New Orleans Bikeshare","2018","201812","City Park - Casino Building","56 Dreyfous Drive","New Orleans","LA","70119","35380","-90.09504206","29.9856186","-"
"POINT (-116.2079501 43.61486995)","16951","ID8370246","hub_5480","36","Boise Green Bike","2018","201812","JUMP Temporary Hub","1000 West Front Street","Boise City","ID","83702","14260","-116.2079501","43.61486995","-"
"POINT (-98.49947 29.42459)","4905","TX7820540","bcycle_sanantonio_1818","22","San Antonio B-cycle","2016","201612","-","Dolorosa St. @ Market Sq.","San Antonio","TX","78205","41700","-98.49947","29.42459","-"
"POINT (-79.95121121 40.4451508)","23651","PA1521303","1098","29","Healthy Ride","2019","201912","S Bellefield Ave & Filmore St","-","Pittsburgh","PA","15213","38300","-79.95121121","40.4451508","-"
"POINT (-122.338203 47.623165)","8201","WA9810438","-","26","Pronto","2016","201612","Republican St & Westlake Ave N","Republican St & Westlake Ave N","Seattle","WA","98104","42660","-122.338203","47.623165","-"
"POINT (-82.46402264 27.96055679)","20991","FL3360231","435","33","Coast Bike Share","2018","201812","T-Armature Works","-","Tampa","FL","33602","45300","-82.46402264","27.96055679","-"
"POINT (-110.989165 32.225402)","14182","AZ8574505","-","110","tugo","2017","201712","Commerce Park SMART","-","Tucson","AZ","85745","46060","-110.989165","32.225402","-"
"POINT (-87.62408 41.87785)","12739","IL60602264","284","60","Divvy","2017","201712","Michigan Ave & Jackson Blvd","Michigan Ave & Jackson Blvd","Chicago","IL","60602","16980","-87.62408","41.87785","-"
"POINT (-95.39273 29.74483)","1111","TX7700224","-","17","Houston B-cycle","2015","201512","1919 Runnels","1919 Runnels","Houston","TX","77002","26420","-95.39273","29.74483","-"
"POINT (-87.575839 41.75712)","3173","IL60602363","-","60","Divvy","2015","201512","Jeffery Blvd & 76th St","Jeffery Blvd & 76th St","Chicago","IL","60602","16980","-87.575839","41.75712","-"
"POINT (-87.91194 43.04923)","17789","WI5320203","bcycle_bublr_2775","50","Bublr Bikes","2018","201812","Schlitz Park","123 W Cherry St","Milwaukee","WI","53202","33340","-87.91194","43.04923","-"
"POINT (-80.143356 25.788892)","15527","FL3320501","156","5","Citi Bike Miami","2018","201812","16th Street Bay Rd","16th Street Bay Rd","Miami Beach","FL","33205","33100","-80.143356","25.788892","-"
"POINT (-80.129013 25.794)","9438","FL3322401","182","5","Citi Bike Miami","2017","201712","18th Street Collins Ave","18th Street Collins Ave","Miami Beach","FL","33224","33100","-80.129013","25.794","-"
"POINT (-77.038785 38.906602)","18166","DC2062901","31239","56","Capital Bikeshare","2018","201812","17th & Rhode Island Ave NW","17th & Rhode Island Ave NW","Washington","DC","20629","47900","-77.038785","38.906602","-"
"POINT (-74.00295 40.749718)","9033","NY10007172","6382.05","3","Citi Bike","2017","201712","W 26 St & 10 Ave","W 26 St & 10 Ave","New York","NY","10007","35620","-74.00295","40.749718","-"
"POINT (-98.48728 29.41094)","16249","TX7820505","bcycle_sanantonio_2210","22","San Antonio B-cycle","2018","201812","-","936 S. Presa St.","San Antonio","TX","78205","41700","-98.48728","29.41094","-"
"POINT (-87.682779 41.906717)","18986","IL60602295","315","60","Divvy","2018","201812","Leavitt St & Hirsch St","Leavitt St & Hirsch St","Chicago","IL","60602","16980","-87.682779","41.906717","-"
"POINT (-77.025762 38.887312)","18329","DC2074401","31633","56","Capital Bikeshare","2018","201812","Independence Ave & L'Enfant Plaza SW/DOE","Independence Ave & L'Enfant Plaza SW/DOE","Washington","DC","20744","47900","-77.025762","38.887312","-"
"POINT (-71.089886 42.350851)","14420","MA0221512","B32016","1","Hubway (03/2018 re-launched as Blue Bikes)","2018","201812","-","Beacon St / Mass Ave","Boston","MA","2215","14460","-71.089886","42.350851","-"
"POINT (-87.645925 41.891)","12550","IL6060276","84","60","Divvy","2017","201712","Union Ave & Grand Ave","Union Ave & Grand Ave","Chicago","IL","60602","16980","-87.645925","41.891","-"
"POINT (-95.72417066 39.03668006)","1687","KN6660433","-","34","Topeka Metro Bikes","2015","201512","Faith Lutheran Church","3741-3899 Southwest 17th Street","Topeka","KS","66604","45820","-95.72417066","39.03668006","-"
"POINT (-73.984907 40.747659)","482","NY10007303","-","3","Citi Bike","2015","201512","E 33 St & 5 Ave","E 33 St & 5 Ave","New York","NY","10007","35620","-73.984907","40.747659","-"
"POINT (-80.235583 25.730382)","22728","FL3326501","609","5","Citi Bike Miami","2019","201912","Charthouse Dr S. Bayshore Dr","Charthouse Dr S. Bayshore Dr","Miami","FL","33265","33100","-80.235583","25.730382","-"
"POINT (-73.957481 40.785785)","4167","NY1002421","7344.05","3","Citi Bike","2016","201612","-","E 91 St & Park Ave","New York","NY","10024","35620","-73.957481","40.785785","-"
"POINT (-74.010455 40.717488)","353","NY1000776","-","3","Citi Bike","2015","201512","Duane St & Greenwich St","Duane St & Greenwich St","New York","NY","10007","35620","-74.010455","40.717488","-"
"POINT (-97.388615 27.796647)","19842","TX7840104","86c4fa37-cab5-4641-a474-95b0e33fa049","92","Corpus Christi","2018","201812","Peoples St. T-Head","-","Corpus Christi","TX","78401","18580","-97.388615","27.796647","-"
"POINT (-117.156876 32.709411)","6809","CA9210601","8","59","DiscoverBike (was DecoBike in 2016 and 2017)","2016","201612","J Street 9th Ave","J Street 9th Ave","San Diego","CA","92106","41740","-117.156876","32.709411","-"
"POINT (-82.64220983 27.77559447)","10508","FL3370119","hub_2279","33","Coast Bike Share","2017","201712","SP - Mirror Lake Dr and 7th St","701 Mirror Lake Drive North","St Petersburg","FL","33701","45300","-82.64220983","27.77559447","-"
"POINT (-97.74926 30.25103)","2251","TX7870402","-","53","Austin B-cycle","2015","201512","South Congress & James","South Congress & James","Austin","TX","78704","12420","-97.74926","30.25103","-"
"POINT (-73.941648 40.786994)","22486","NY1002905","7436.11","3","Citi Bike","2019","201912","-","2 Ave  & E 104 St","New York","NY","10029","35620","-73.941648","40.786994","-"
"POINT (-98.48975 29.42757)","23370","TX7820539","bcycle_sanantonio_2451","22","San Antonio B-cycle","2019","201912","-","301 E Travis St","San Antonio","TX","78205","41700","-98.48975","29.42757","-"
"POINT (-77.0388 38.9319)","2364","DC2052001","-","56","Capital Bikeshare","2015","201512","Lamont & Mt Pleasant NW","Lamont & Mt Pleasant NW","Washington","DC","20520","47900","-77.0388","38.9319","-"
"POINT (-95.74265242 39.05816927)","23969","KS6660628","hub_5419","34","Topeka Metro Bikes","2019","201912","Bus stop - 6th & Fairlawn","4757-4799 Southwest 6th Avenue","Topeka","KS","66606","45820","-95.74265242","39.05816927","-"
"POINT (-118.453715 34.020181)","11009","CA9040519","hub_1045","39","Breeze","2017","201712","67.  Ocean Park Boulevard and 30th Street","3007 Ocean Park Boulevard","Santa Monica","CA","90405","31080","-118.453715","34.020181","-"
"POINT (-75.17975 39.99119)","17657","PA1913206","bcycle_indego_3096","43","Inde'go","2018","201812","29th & Dauphin","2301 N. 29th Street","Philadelphia","PA","19132","37980","-75.17975","39.99119","-"
"POINT (-112.0708653 33.45664123)","1856","AZ8500424","-","37","Grid","2015","201512","McKinley / 2nd St.","200-252 East McKinley Street","Phoenix","AZ","85004","38060","-112.0708653","33.45664123","-"
"POINT (-80.132148 25.792726)","15533","FL3321101","163","5","Citi Bike Miami","2018","201812","Washington Ave 17th Street (The Fillmore)","Washington Ave 17th Street (The Fillmore)","Miami Beach","FL","33211","33100","-80.132148","25.792726","-"
"POINT (-72.62858355 42.32029284)","21387","MA0106010","32","139","ValleyBike","2018","201812","313 Main Street/Bridge Street","1 Bridge Street","Northampton","MA","1060","44140","-72.62858355","42.32029284","-"
"POINT (-71.07782811 42.35096144)","21472","MA0211615","D32045","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","Dartmouth St at Newbury St","-","Boston","MA","2116","14460","-71.07782811","42.35096144","-"
"POINT (-74.00348559 40.6830456)","3681","NY1123126","4348.07","3","Citi Bike","2016","201612","-","Carroll St & Columbia St","Brooklyn","NY","11231","35620","-74.00348559","40.6830456","-"
"POINT (-82.914457 40.051782)","18692","OH4321908","97","58","COGO","2018","201812","Fenlon St & Gramercy St","Fenlon St & Gramercy St","Columbus","OH","43219","18140","-82.914457","40.051782","-"
"POINT (-87.6435 41.91021)","12501","IL6060227","27","60","Divvy","2017","201712","Larrabee St & North Ave","Larrabee St & North Ave","Chicago","IL","60602","16980","-87.6435","41.91021","-"
"POINT (-86.80085 36.15326)","1201","TN3721925","-","21","Nashville B-cycle","2015","201512","Saint Thomas Midtown: Church St. and 20th Ave N","2000 Church St.","Nashville","TN","37219","34980","-86.80085","36.15326","-"
"POINT (-122.4130036 37.7638471)","11176","CA9411008","112","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","Harrison St at 17th St","Harrison St at 17th St","San Francisco","CA","94110","41860","-122.4130036","37.7638471","-"
"POINT (-112.055171 33.436672)","10845","AZ8503408","hub_1325","37","Grid","2017","201712","Buckeye / 13th St","1245b East Buckeye Road","Phoenix","AZ","85034","38060","-112.055171","33.436672","-"
"POINT (-118.3880711 34.0823438)","19688","CA9006919","hub_1856","80","WeHo Pedals","2018","201812","-","SM Blvd & Willey Ln","West Hollywood","CA","90069","31080","-118.3880711","34.0823438","-"
"POINT (-116.2126815 43.62019198)","16899","ID8370232","hub_3322","36","Boise Green Bike","2018","201812","The Handlebar","1583-1699 West Main Street","Boise","ID","83702","14260","-116.2126815","43.62019198","-"
"POINT (-95.726896 39.04304)","5445","KS6660405","hub_646","34","Topeka Metro Bikes","2016","201612","Annie's Place","4117 Southwest Huntoon Street","Topeka","KS","66604","45820","-95.726896","39.04304","-"
"POINT (-75.13983 39.96062)","2078","PA1912308","-","43","Inde'go","2015","201512","Spring Garden Station, MFL","117 Spring Garden St.","Philadelphia","PA","19123","37980","-75.13983","39.96062","-"
"POINT (-73.9333349 40.7949879)","9242","NY1002922","7450.05","3","Citi Bike","2017","201712","-","Pleasant Ave & E 116 St","New York","NY","10029","35620","-73.9333349","40.7949879","-"
"POINT (-95.701174 39.035527)","10659","KS6660415","hub_761","34","Topeka Metro Bikes","2017","201712","Washburn University - Morgan Hall - South","1989 Southwest College Avenue Washburn University","Topeka","KS","66604","45820","-95.701174","39.035527","-"
"POINT (-73.994442 40.750967)","4044","NY10007298","6450.05","3","Citi Bike","2016","201612","8 Ave & W 31 St","8 Ave & W 31 St","New York","NY","10007","35620","-73.994442","40.750967","-"
"POINT (-105.121914 40.138721)","13870","CO8050107","b4066d1b-30bf-4348-b244-0e158ee44bfc","90","Longmont","2017","201712","Tasty Weasel Station","-","Longmont","CO","80501","14500","-105.121914","40.138721","-"
"POINT (-71.104412 42.370803)","3535","MA0213906","M32026","1","Hubway (03/2018 re-launched as Blue Bikes)","2016","201612","-","359 Broadway - Broadway at Fayette Street","Cambridge","MA","2139","14460","-71.104412","42.370803","-"
"POINT (-122.4231805 37.7423139)","17327","CA9410729","146","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","30th St at San Jose Ave","30th St at San Jose Ave","San Francisco","CA","94110","41860","-122.4231805","37.7423139","-"
"POINT (-97.75019 30.24891)","6143","TX7870403","bcycle_austin_2504","53","Austin B-cycle","2016","201612","South Congress & Elizabeth","101 Elizabeth St. W","Austin","TX","78704","12420","-97.75019","30.24891","-"
"POINT (-98.47447 29.4611)","4932","TX7820526","bcycle_sanantonio_2212","22","San Antonio B-cycle","2016","201612","-","3874 N St. Mary's","San Antonio","TX","78205","41700","-98.47447","29.4611","-"
"POINT (-118.3838654 34.084814)","19682","CA9006916","hub_1834","80","WeHo Pedals","2018","201812","-","SM Blvd & San Vicente Blvd Hub","West Hollywood","CA","90069","31080","-118.3838654","34.084814","-"
"POINT (-118.1920525 33.76712213)","7602","CA9080242","1861","72","Long Beach, CA Bikeshare","2016","201612","Ocean/Pine","111 East Ocean Boulevard","Long Beach","CA","90802","31080","-118.1920525","33.76712213","-"
"POINT (-74.06763 40.725603)","9343","NJ0730602","JC055","3","Citi Bike","2017","201712","-","-","Jersey City","NJ","7306","35620","-74.06763","40.725603","-"
"POINT (-71.039431 42.369536)","14400","MA0212812","A32031","1","Hubway (03/2018 re-launched as Blue Bikes)","2018","201812","-","East Boston Neighborhood Health Center - 20 Maverick Square","Boston","MA","2128","14460","-71.039431","42.369536","-"
"POINT (-117.163844 32.728825)","12459","CA9210136","158","59","DiscoverBike (was DecoBike in 2016 and 2017)","2017","201712","-","2239 1st Ave (1st. Ave and juniper)","San Diego","CA","92101","41740","-117.163844","32.728825","-"
"POINT (-73.949655 40.781122)","15362","NY1012808","7524.09","3","Citi Bike","2018","201812","-","West End Ave & W 94 St","New York","NY","10128","35620","-73.949655","40.781122","-"
"POINT (-95.371 29.73837)","23192","TX7700405","bcycle_houston_3683","17","Houston B-cycle","2019","201912","Baldwin Park","1701 Elgin Street","Houston","TX","77004","26420","-95.371","29.73837","-"
"POINT (-73.954692 40.805159)","22544","NY1002524","7688.12","3","Citi Bike","2019","201912","-","Frederick Douglass Blvd & W 117 St","New York","NY","10026","35620","-73.954692","40.805159","-"
"POINT (-79.983543 40.452124)","10388","PA1521219","1017","29","Healthy Ride","2017","201712","21st St & Penn Ave","21st St & Penn Ave","Pittsburgh","PA","15212","38300","-79.983543","40.452124","-"
"POINT (-73.67867 42.771159)","14297","NY1218020","-","113","CDPHP","2017","201712","Powers Park-2nd and 112th","-","Troy","NY","12182","10580","-73.67867","42.771159","-"
"POINT (-111.8909 40.76404)","23057","UT8411104","bcycle_greenbikeslc_2257","15","GreenBikes","2019","201912","Rocky Mountain Power Station","225 S. Main St.","Salt Lake City","UT","84111","41620","-111.8909","40.76404","-"
"POINT (-95.747083 39.000975)","5455","KS6661402","hub_671","34","Topeka Metro Bikes","2016","201612","YMCA southwest","-","Topeka","KS","66614","45820","-95.747083","39.000975","-"
"POINT (-86.16133 39.77356)","6058","IN4620415","bcycle_pacersbikeshare_2873","48","Indiana Pacers Bikeshare","2016","201612","Gibson Building","-","Indianapolis","IN","46204","26900","-86.16133","39.77356","-"
