"trdtype","usastate","commodity2","disagmot","mexstate","canprov","country","value","shipwt","freight_charges","df","contcode","month","year"
"1","AK","02","5","NL",,"2010","55564","0","0","1","0","01","2022"
"1","AK","02","5","QT",,"2010","17735","0","0","2","0","01","2022"
"1","AK","03","5",,"XC","1220","619664","0","12317","1","X","01","2022"
"1","AK","03","5",,"XO","1220","87254","0","1584","1","X","01","2022"
"1","AK","05","5",,"XC","1220","33661","0","792","1","X","01","2022"
"1","AK","21","5","BC",,"2010","22972","0","0","1","0","01","2022"
"1","AK","23","5",,"XC","1220","58643","0","396","1","X","01","2022"
"1","AK","23","6","JA",,"2010","28793","0","0","1","0","01","2022"
"1","AK","26","5","SO",,"2010","46140","0","0","1","1","01","2022"
"1","AK","27","3",,"XC","1220","3029","5788","296","1","X","01","2022"
"1","AK","27","5",,"XC","1220","6653546","0","128028","1","X","01","2022"
"1","AK","27","5",,"XY","1220","51075","0","1001","1","X","01","2022"
"1","AK","27","6","PU",,"2010","31323","0","0","1","0","01","2022"
"1","AK","28","5","CH",,"2010","27480","0","0","1","0","01","2022"
"1","AK","28","5","SL",,"2010","20876","0","0","1","0","01","2022"
"1","AK","32","5","BC",,"2010","20058","0","0","1","0","01","2022"
"1","AK","32","5","CM",,"2010","34242","0","0","1","0","01","2022"
"1","AK","32","5","CM",,"2010","35092","0","0","2","0","01","2022"
"1","AK","33","5","CO",,"2010","89254","0","0","1","0","01","2022"
"1","AK","39","5",,"XY","1220","9365","0","183","1","X","01","2022"
"1","AK","39","5","BC",,"2010","3545","0","0","1","0","01","2022"
"1","AK","39","5","CM",,"2010","35636","0","0","2","0","01","2022"
"1","AK","40","5","MX",,"2010","3516","0","0","2","0","01","2022"
"1","AK","40","5","PU",,"2010","10305","0","0","1","0","01","2022"
"1","AK","48","5","QT",,"2010","12664","0","0","1","0","01","2022"
"1","AK","49","5","CO",,"2010","5368","0","0","2","0","01","2022"
"1","AK","54","5",,"XO","1220","7042","0","137","1","X","01","2022"
"1","AK","63","3",,"XC","1220","8941","1023","205","1","X","01","2022"
"1","AK","63","5",,"XO","1220","27874","0","2535","1","X","01","2022"
"1","AK","73","3",,"XC","1220","36067","21856","3279","1","X","01","2022"
"1","AK","73","3",,"XC","1220","2676","87","332","2","X","01","2022"
"1","AK","73","5",,"XY","1220","8029","0","157","2","X","01","2022"
"1","AK","73","5","CM",,"2010","17528","0","0","2","0","01","2022"
"1","AK","82","5","DG",,"2010","2728","0","0","1","0","01","2022"
"1","AK","83","5",,"XA","1220","4349","0","41","1","X","01","2022"
"1","AK","83","5","CM",,"2010","4100","0","0","2","0","01","2022"
"1","AK","84","3",,"XA","1220","29011","61","1001","1","X","01","2022"
"1","AK","84","3",,"XA","1220","3466","39","377","2","X","01","2022"
"1","AK","84","3",,"XC","1220","3037","35","331","1","X","01","2022"
"1","AK","84","3",,"XO","1220","16233","4","173","1","X","01","2022"
"1","AK","84","5",,"XY","1220","215524","0","2981","1","X","01","2022"
"1","AK","84","5","CM",,"2010","147455","0","0","2","0","01","2022"
"1","AK","84","5","DF",,"2010","4697","0","0","1","0","01","2022"
"1","AK","84","5","DG",,"2010","2867","0","0","1","0","01","2022"
"1","AK","84","5","TB",,"2010","28982","0","0","1","0","01","2022"
"1","AK","85","3",,"XA","1220","85701","403","885","1","X","01","2022"
"1","AK","85","3",,"XC","1220","51554","101","4680","1","X","01","2022"
"1","AK","85","3",,"XO","1220","10223","39","79","1","X","01","2022"
"1","AK","85","3",,"XQ","1220","2773","1","130","1","X","01","2022"
"1","AK","85","5",,"XC","1220","5890","0","115","1","X","01","2022"
"1","AK","85","5",,"XO","1220","3226","0","198","1","X","01","2022"
"1","AK","85","5",,"XY","1220","7878","0","154","1","X","01","2022"
"1","AK","85","5","CM",,"2010","5982","0","0","2","0","01","2022"
"1","AK","87","5",,"XM","1220","4098","0","38","1","X","01","2022"
"1","AK","87","5",,"XO","1220","149587","0","1480","2","X","01","2022"
"1","AK","87","5",,"XY","1220","172498","0","1731","1","X","01","2022"
"1","AK","88","3",,"XA","1220","3389","32","79","1","X","01","2022"
"1","AK","88","3",,"XC","1220","504419","265","45457","1","X","01","2022"
"1","AK","88","3",,"XO","1220","15292","61","1165","1","X","01","2022"
"1","AK","88","3",,"XY","1220","203562","81","20","1","X","01","2022"
"1","AK","88","5",,"XA","1220","13833","0","434","1","X","01","2022"
"1","AK","88","5",,"XY","1220","108583","0","1982","1","X","01","2022"
"1","AK","90","3",,"XA","1220","3715","13","291","1","X","01","2022"
"1","AK","90","3",,"XQ","1220","41861","17704","432","1","X","01","2022"
"1","AK","94","5","TL",,"2010","44983","0","0","2","0","01","2022"
"1","AK","95","5",,"XY","1220","10562","0","206","1","X","01","2022"
"1","AK","98","5",,"XC","1220","10075","0","355","1","X","01","2022"
"1","AK","98","8",,"XA","1220","664","0","60","1","X","01","2022"
"1","AK","98","8",,"XC","1220","4185","0","320","1","X","01","2022"
"1","AK","98","8",,"XM","1220","273","0","5","1","X","01","2022"
"1","AL","01","3","XX",,"2010","528480","751","0","1","0","01","2022"
"1","AL","02","5",,"XO","1220","665348","0","19660","1","X","01","2022"
"1","AL","02","5","CO",,"2010","130400","0","0","1","0","01","2022"
"1","AL","02","5","MX",,"2010","16320","0","0","1","0","01","2022"
"1","AL","02","5","QT",,"2010","12750","0","0","1","0","01","2022"
"1","AL","02","5","QT",,"2010","4718","0","0","2","0","01","2022"
"1","AL","03","5",,"XO","1220","4450","0","61","1","X","01","2022"
"1","AL","04","5",,"XC","1220","876907","0","14823","1","X","01","2022"
"1","AL","04","5","QT",,"2010","99900","0","0","1","0","01","2022"
"1","AL","05","5",,"XO","1220","16514","0","656","1","X","01","2022"
"1","AL","05","5","QT",,"2010","170769","0","0","1","0","01","2022"
"1","AL","07","5",,"XO","1220","21393","0","823","2","X","01","2022"
"1","AL","09","5",,"XC","1220","36988","0","725","1","X","01","2022"
"1","AL","12","1","XX",,"2010","28556240","49140006","0","1","0","01","2022"
"1","AL","12","5",,"XC","1220","123510","0","5273","1","X","01","2022"
"1","AL","12","5",,"XM","1220","26099","0","511","1","X","01","2022"
"1","AL","12","5",,"XO","1220","361494","0","43754","1","X","01","2022"
"1","AL","12","5","JA",,"2010","486200","0","0","1","0","01","2022"
"1","AL","12","5","MX",,"2010","1383148","0","0","1","0","01","2022"
"1","AL","12","5","SI",,"2010","153650","0","0","1","0","01","2022"
"1","AL","15","5",,"XM","1220","20040","0","392","1","X","01","2022"
"1","AL","15","5",,"XO","1220","38630","0","1730","1","X","01","2022"
"1","AL","15","5","NL",,"2010","103366","0","0","1","0","01","2022"
"1","AL","16","5",,"XO","1220","698990","0","23760","1","X","01","2022"
"1","AL","16","5","MX",,"2010","20592","0","0","1","0","01","2022"
"1","AL","17","1","XX",,"2010","341000","906967","0","1","0","01","2022"
"1","AL","17","1","XX",,"2010","2230803","6241156","0","1","1","01","2022"
"1","AL","18","5",,"XO","1220","145795","0","997","1","X","01","2022"
"1","AL","19","5",,"XC","1220","50514","0","8095","1","X","01","2022"
"1","AL","19","5",,"XO","1220","40325","0","2805","1","X","01","2022"
"1","AL","19","5",,"XS","1220","107497","0","10366","1","X","01","2022"
"1","AL","21","5",,"XO","1220","99406","0","1948","1","X","01","2022"
"1","AL","23","5",,"XM","1220","19039","0","373","1","X","01","2022"
"1","AL","23","5",,"XO","1220","937592","0","17329","1","X","01","2022"
"1","AL","23","6",,"XA","1220","318124","0","6222","1","X","01","2022"
"1","AL","23","6",,"XO","1220","95731","0","1980","1","X","01","2022"
"1","AL","25","5",,"XO","1220","13629","0","650","1","X","01","2022"
"1","AL","25","5",,"XO","1220","288891","0","5663","2","X","01","2022"
"1","AL","26","5","MX",,"2010","5200","0","0","1","0","01","2022"
"1","AL","26","6","NL",,"2010","342623","0","0","1","0","01","2022"
"1","AL","27","1","XX",,"2010","293703","189496","0","1","1","01","2022"
"1","AL","27","5",,"XA","1220","53877","0","1120","1","X","01","2022"
"1","AL","27","5",,"XO","1220","121621","0","7583","1","X","01","2022"
"1","AL","27","5","NL",,"2010","49140","0","0","1","0","01","2022"
"1","AL","27","6","CO",,"2010","1892870","0","0","1","0","01","2022"
"1","AL","27","6","MX",,"2010","397690","0","0","1","0","01","2022"
"1","AL","27","6","NL",,"2010","546393","0","0","1","0","01","2022"
"1","AL","27","6","PU",,"2010","49345","0","0","1","0","01","2022"
"1","AL","28","3","XX",,"2010","4101","20","0","1","0","01","2022"
"1","AL","28","5",,"XA","1220","13970","0","209","1","X","01","2022"
"1","AL","28","5",,"XC","1220","25281","0","972","1","X","01","2022"
"1","AL","28","5",,"XM","1220","6385","0","482","1","X","01","2022"
"1","AL","28","5",,"XO","1220","934254","0","39843","1","X","01","2022"
"1","AL","28","5",,"XO","1220","4891","0","492","2","X","01","2022"
"1","AL","28","5",,"XQ","1220","101113","0","2018","1","X","01","2022"
"1","AL","28","5",,"XS","1220","14089","0","294","1","X","01","2022"
"1","AL","28","5","CM",,"2010","39196","0","0","1","0","01","2022"
"1","AL","28","5","DF",,"2010","19235","0","0","1","0","01","2022"
"1","AL","28","5","MX",,"2010","939363","0","0","1","0","01","2022"
"1","AL","28","5","NL",,"2010","87489","0","0","1","0","01","2022"
"1","AL","28","5","QT",,"2010","28447","0","0","1","0","01","2022"
"1","AL","28","6",,"XO","1220","83198","0","1631","1","X","01","2022"
"1","AL","28","6","DF",,"2010","30640","0","0","1","0","01","2022"
"1","AL","28","6","NL",,"2010","7970414","0","0","1","0","01","2022"
"1","AL","29","1","XX",,"2010","317699","274399","0","1","1","01","2022"
"1","AL","29","3",,"XC","1220","7583","128","79","1","X","01","2022"
"1","AL","29","3",,"XO","1220","5709","1274","93","1","X","01","2022"
"1","AL","29","5",,"XA","1220","115783","0","2264","1","X","01","2022"
"1","AL","29","5",,"XC","1220","4037","0","79","1","X","01","2022"
"1","AL","29","5",,"XO","1220","2343574","0","91840","1","X","01","2022"
"1","AL","29","5",,"XO","1220","17517","0","1126","2","X","01","2022"
"1","AL","29","5",,"XS","1220","33805","0","663","1","X","01","2022"
"1","AL","29","5","CM",,"2010","38929","0","0","1","0","01","2022"
"1","AL","29","5","GT",,"2010","36898","0","0","1","0","01","2022"
"1","AL","29","5","JA",,"2010","3825","0","0","1","0","01","2022"
"1","AL","29","5","MX",,"2010","144996","0","0","1","0","01","2022"
"1","AL","29","5","NL",,"2010","36043","0","0","1","0","01","2022"
"1","AL","29","5","NL",,"2010","100589","0","0","2","0","01","2022"
"1","AL","29","6",,"XA","1220","381459","0","9900","1","X","01","2022"
"1","AL","29","6",,"XC","1220","184835","0","3960","1","X","01","2022"
"1","AL","29","6",,"XM","1220","610609","0","19619","1","X","01","2022"
"1","AL","29","6",,"XQ","1220","362206","0","10695","1","X","01","2022"
"1","AL","29","6","QT",,"2010","135418","0","0","1","1","01","2022"
"1","AL","30","3",,"XO","1220","81261","186","1933","1","X","01","2022"
"1","AL","30","3","XX",,"2010","7052","2","0","1","0","01","2022"
"1","AL","30","5",,"XO","1220","22985","0","449","1","X","01","2022"
"1","AL","31","5",,"XO","1220","218499","0","1232","1","X","01","2022"
"1","AL","31","6",,"XC","1220","24421","0","478","1","X","01","2022"
"1","AL","32","3",,"XQ","1220","3041","29","59","1","X","01","2022"
"1","AL","32","5",,"XO","1220","1907877","0","23992","1","X","01","2022"
"1","AL","32","5",,"XQ","1220","7444","0","154","1","X","01","2022"
"1","AL","32","5","BC",,"2010","5566","0","0","1","0","01","2022"
"1","AL","32","5","MX",,"2010","15439","0","0","1","0","01","2022"
"1","AL","32","5","MX",,"2010","74579","0","0","1","1","01","2022"
"1","AL","32","5","MX",,"2010","15221","0","0","2","0","01","2022"
"1","AL","32","5","QT",,"2010","7003","0","0","1","0","01","2022"
"1","AL","32","5","SO",,"2010","27871","0","0","1","0","01","2022"
"1","AL","33","3",,"XC","1220","2918","2","57","1","X","01","2022"
"1","AL","33","5",,"XO","1220","4502","0","142","1","X","01","2022"
"1","AL","33","5","MX",,"2010","96943","0","0","1","0","01","2022"
"1","AL","34","3",,"XO","1220","2582","28","50","1","X","01","2022"
"1","AL","34","3",,"XQ","1220","6242","1074","166","1","X","01","2022"
"1","AL","34","5",,"XA","1220","3962","0","85","1","X","01","2022"
"1","AL","34","5",,"XC","1220","8176","0","117","1","X","01","2022"
"1","AL","34","5",,"XM","1220","14171","0","420","1","X","01","2022"
"1","AL","34","5",,"XO","1220","115970","0","3633","1","X","01","2022"
"1","AL","34","5",,"XO","1220","9184","0","446","2","X","01","2022"
"1","AL","34","5","AG",,"2010","10273","0","0","1","0","01","2022"
"1","AL","34","5","DF",,"2010","15787","0","0","1","0","01","2022"
"1","AL","34","5","GT",,"2010","8755","0","0","1","1","01","2022"
"1","AL","34","5","MX",,"2010","14770","0","0","1","0","01","2022"
"1","AL","34","5","NL",,"2010","13969","0","0","1","0","01","2022"
"1","AL","34","5","SO",,"2010","5780","0","0","1","0","01","2022"
"1","AL","35","5",,"XO","1220","36495","0","2406","1","X","01","2022"
"1","AL","35","5","BC",,"2010","13680","0","0","1","0","01","2022"
"1","AL","35","5","CO",,"2010","17107","0","0","1","0","01","2022"
"1","AL","35","5","SO",,"2010","3305","0","0","1","0","01","2022"
"1","AL","37","5","MX",,"2010","31828","0","0","1","0","01","2022"
"1","AL","38","3",,"XO","1220","16720","13","382","1","X","01","2022"
"1","AL","38","3",,"XQ","1220","6645","1","59","1","X","01","2022"
"1","AL","38","5",,"XA","1220","3974","0","75","1","X","01","2022"
"1","AL","38","5",,"XC","1220","135712","0","2659","1","X","01","2022"
"1","AL","38","5",,"XM","1220","113519","0","1904","1","X","01","2022"
"1","AL","38","5",,"XM","1220","28477","0","513","2","X","01","2022"
"1","AL","38","5",,"XO","1220","1391137","0","64739","1","X","01","2022"
"1","AL","38","5",,"XO","1220","15676","0","328","2","X","01","2022"
"1","AL","38","5",,"XQ","1220","10916","0","142","2","X","01","2022"
"1","AL","38","5",,"XS","1220","558204","0","10971","1","X","01","2022"
"1","AL","38","5","AG",,"2010","3936","0","0","1","0","01","2022"
"1","AL","38","5","CO",,"2010","154227","0","0","1","0","01","2022"
"1","AL","38","5","HG",,"2010","64819","0","0","1","0","01","2022"
"1","AL","38","5","MX",,"2010","135752","0","0","1","0","01","2022"
"1","AL","38","5","NL",,"2010","89479","0","0","1","0","01","2022"
"1","AL","38","5","OT",,"2010","12471","0","0","1","0","01","2022"
"1","AL","38","5","QT",,"2010","5665","0","0","1","0","01","2022"
"1","AL","38","5","SL",,"2010","16020","0","0","1","0","01","2022"
"1","AL","38","5","SL",,"2010","44610","0","0","2","0","01","2022"
"1","AL","38","6",,"XA","1220","256512","0","6353","1","X","01","2022"
"1","AL","38","6",,"XO","1220","844799","0","18778","1","X","01","2022"
"1","AL","38","6","JA",,"2010","43348","0","0","1","0","01","2022"
"1","AL","38","8","PU",,"2010","15791","0","0","1","X","01","2022"
"1","AL","39","3",,"XA","1220","3337","2","25","1","X","01","2022"
"1","AL","39","3",,"XC","1220","5898","20","354","1","X","01","2022"
"1","AL","39","3",,"XO","1220","25498","761","1322","1","X","01","2022"
"1","AL","39","3",,"XQ","1220","5148","1","30","2","X","01","2022"
"1","AL","39","3","XX",,"2010","12419","24","0","2","0","01","2022"
"1","AL","39","5",,"XA","1220","50132","0","1631","1","X","01","2022"
"1","AL","39","5",,"XA","1220","11157","0","1494","2","X","01","2022"
"1","AL","39","5",,"XB","1220","90069","0","8940","1","X","01","2022"
"1","AL","39","5",,"XB","1220","4309","0","576","2","X","01","2022"
"1","AL","39","5",,"XC","1220","452745","0","21561","1","X","01","2022"
"1","AL","39","5",,"XC","1220","18670","0","378","2","X","01","2022"
"1","AL","39","5",,"XM","1220","387020","0","8752","1","X","01","2022"
"1","AL","39","5",,"XM","1220","18956","0","332","2","X","01","2022"
"1","AL","39","5",,"XO","1220","5268841","0","196803","1","X","01","2022"
"1","AL","39","5",,"XO","1220","289615","0","7620","2","X","01","2022"
"1","AL","39","5",,"XQ","1220","171184","0","11553","1","X","01","2022"
"1","AL","39","5",,"XQ","1220","11267","0","522","2","X","01","2022"
"1","AL","39","5",,"XS","1220","188565","0","4600","1","X","01","2022"
"1","AL","39","5",,"XS","1220","2684","0","53","2","X","01","2022"
"1","AL","39","5","AG",,"2010","30240","0","0","1","0","01","2022"
"1","AL","39","5","BC",,"2010","187783","0","0","1","0","01","2022"
"1","AL","39","5","BC",,"2010","17398","0","0","2","0","01","2022"
"1","AL","39","5","CH",,"2010","110357","0","0","1","0","01","2022"
"1","AL","39","5","CH",,"2010","4057","0","0","2","0","01","2022"
"1","AL","39","5","CO",,"2010","665081","0","0","1","0","01","2022"
"1","AL","39","5","CO",,"2010","311139","0","0","1","1","01","2022"
"1","AL","39","5","CO",,"2010","59839","0","0","2","0","01","2022"
"1","AL","39","5","DF",,"2010","71515","0","0","1","0","01","2022"
"1","AL","39","5","DG",,"2010","363105","0","0","1","0","01","2022"
"1","AL","39","5","DG",,"2010","16440","0","0","2","0","01","2022"
"1","AL","39","5","GT",,"2010","119866","0","0","1","0","01","2022"
"1","AL","39","5","GT",,"2010","24787","0","0","2","0","01","2022"
"1","AL","39","5","JA",,"2010","118392","0","0","1","0","01","2022"
"1","AL","39","5","MX",,"2010","1200960","0","0","1","0","01","2022"
"1","AL","39","5","MX",,"2010","59569","0","0","1","1","01","2022"
"1","AL","39","5","MX",,"2010","31590","0","0","2","0","01","2022"
"1","AL","39","5","NL",,"2010","435900","0","0","1","0","01","2022"
"1","AL","39","5","NL",,"2010","195666","0","0","1","1","01","2022"
"1","AL","39","5","NL",,"2010","234206","0","0","2","0","01","2022"
"1","AL","39","5","OT",,"2010","730614","0","0","1","0","01","2022"
"1","AL","39","5","PU",,"2010","88360","0","0","1","0","01","2022"
"1","AL","39","5","QT",,"2010","812856","0","0","1","0","01","2022"
"1","AL","39","5","SL",,"2010","240884","0","0","1","0","01","2022"
"1","AL","39","5","SL",,"2010","178660","0","0","2","0","01","2022"
