"operator_id","operator_name","op_strcity","op_state","op_strzip","op_country","url","federal_state_local","ticket_revenue","private_contract_revenue","advertising_revenue","public_contract_revenue","federal_funding_revenue","state_funding_revenue","local_funding_revenue","other_funding_revenue","trip_purpose_commuter_transit","trip_purpose_pleasure","trip_purpose_emergency","trip_purpose_roadway_conn","trip_purpose_lifeline","trip_purpose_nps","trip_purpose_other","trip_purpose_other_desc","accepts_public_funding","pub_fund_type_1","pub_fund_source_1","pub_fund_prog_1","pub_fund_type_2","pub_fund_source_2","pub_fund_prog_2","pub_fund_type_3","pub_fund_source_3","pub_fund_prog_3","pub_fund_type_4","pub_fund_source_4","pub_fund_prog_4","pub_fund_type_5","pub_fund_source_5","pub_fund_prog_5","pub_fund_type_6","pub_fund_source_6","pub_fund_prog_6","pub_fund_type_7","pub_fund_source_7","pub_fund_prog_7","pub_fund_type_8","pub_fund_source_8","pub_fund_prog_8","census_year","data_year"
"20","Cuttyhunk Ferry Company, Inc.","New Bedford","MA","02740","United States","http://cuttyhunkferryco.com","false",,,,,,,,,"false","false","false","false","false","false","false",,"true","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"23","Delaware DOT","Georgetown","DE","19947","United States","https://www.deldot.gov/Programs/woodland_ferry/index.shtml","true","90","10","0","0","0","0","0","0","true","false","false","false","true","false","false",,"true","STATE","Delaware DOT","Maintenance and Operations","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"24","Cape May - Lewes Ferry","North Cape May","NJ","08024","United States","http://www.cmlf.com","false","100","0","0","0","0","0","0","0","true","true","false","true","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"29","Eastern U. P. Transportation Authority","Sault Ste. Marie","MI","49783","United States","http://www.eupta.net/ferry-system/","true",,,,,,,,,"false","false","false","false","false","false","false",,"true","FEDERAL","Federal Highway Administration","Federal Ferry  Boat Program","STATE","Michigan Dept. of Transportation","State Marine Capital","STATE","Michigan Dept. of Transportation","Operating","LOCAL","Eastern Upper Peninsula Transportation Authority","Fare Revenue","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"31","Expeditions","Lahaina","HI","96761","United States","http://www.go-lanai.com","false",,,,,,,,,"true","true","true","false","true","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"32","SeaStreak LLC","Atlantic Highlands","NJ","07716","United States","https://seastreak.com/","false",,,,,,,,,"true","true","true","false","true","false","false",,"true","STATE","NCDOT","NCDOT","STATE","RIDOT","RIDOT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"34","Fire Island Ferries Inc.","Bay Shore","NY","11706","United States","http://www.fireislandferries.com","false","84","1","3","12","0","0","0","0","true","true","false","false","false","true","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"35","Fishers Island Ferry District","Fishers Isalnd","NY","06390-0607","United States","http://www.fiferry.com","true","60","14","1","1","2","1","21","0","true","true","true","false","true","false","false",,"true","LOCAL","Town of Southold","property taxes","LOCAL","UPS","freight charges","FEDERAL","FEMA","grants","STATE","NYS","capital grant","FEDERAL","USPS","mail currier service","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"40","Golden Gate Bridge Highway and Transportation District","San Francisco","CA","94129-0601","United States","http://www.goldengateferry.org","true","76.6","1","0.2","0","0","16.2","0","6","true","true","true","false","false","false","false",,"true","FEDERAL","Federal Transit Agency","Section 5307 (capital)","FEDERAL","Federal Transit Agency","Section 5337 (capital)","FEDERAL","Federal Highway Administration","Highway Bridge Program (capital)","STATE","California Department of Transportation","PTMISEA (capital); LCTOP [capital and operating]; SGR (capital)","STATE","Metropolitan Transportation Commission","TDA/STA (operating); RM2 (capital and operating)","LOCAL","San Francisco County Transportation Authority","Prop K (capital)","NA","NA","NA","NA","NA","NA","2020","2019"
"41","Grand Island Ferry Service","Munising","MI","49862","United States","http://grandislandferry.com","true","100","0","0","0","0","0","0","0","true","true","true","false","false","false","false",,"true","FEDERAL","US Forest Service","Recreation Program","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"42","Grand Portage-Isle Royale Transportation Line, Inc.","Grand Portage","MN","55605","United States","http://www.isleroyaleboats.com","false","100","0","0","0","0","0","0","0","false","false","false","false","false","true","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"51","Hontoon Island State Park","DeLand","FL","32720","United States","https://www.floridastatepark.org/","true","0","0","0","0","0","0","0","100","true","false","false","false","false","false","true","State Park Service Access","false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"53","St. Johns River Ferry","Jacksonville","FL","32233","United States","http://www.stjohnsriverferry.com","false","0","0","0","0","0","0","100","0","true","false","false","false","false","false","false",,"true","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"56","Hy-Line (Hyannis Harbor Tours Inc.)","Hyannis","MA","02601","United States","http://www.hylinecruises.com","true","100","0","0","0","0","0","0","0","true","true","false","false","true","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"60","Island Commuter Corp.","Falmouth","MA","02540","United States","http://www.islandqueen.com","false","95","5","0","0","0","0","0","0","true","true","false","false","true","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"63","The Isle Royale Line","Copper Harbor","MI","49918","United States","http://www.isleroyale.com","false","100","0","0","0","0","0","0","0","false","false","false","false","false","true","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"64","Isle Royale National Park","Houghton","MI","49931-1869","United States","http://www.nps.gov/isro/planyourvisit/index.htm","true","50","5","0","0","45","0","0","0","false","false","false","false","false","true","false",,"true","FEDERAL","National Park Service","Isle Royale National Park","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"75","Lake Champlain Transportation Co.","Burlington","VT","05401","United States","http://www.ferries.com","false",,,,,,,,,"true","true","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"77","Lake Michigan Car Ferry","Ludington","MI","49431","United States","http://www.ssbadger.com","false","100","0","0","0","0","0","0","0","true","true","false","true","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"79","Valley View Ferry Authority","Nicholasville","KY","40340","United States","https://www.lexingtonky.gov/boards/valley-view-ferry-authority","true","0","0","0","0","0","80","20","0","true","true","false","true","false","false","false",,"true","FEDERAL","Federal Highway Administration","Ferry Boat Program Grant","STATE","Kentucky Trasportation Cabinet","Six Year Highway Plan-State Funding","LOCAL","Madiosn County Fiscal Court","Valley View Ferry Authority","LOCAL","Lexington - Fayette Urban County Government","Valley View Ferry Authority","LOCAL","Jessamine County Fiscal Court","Valley View Ferry Authority","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"86","Madeline Island Ferry Line Inc.","La Pointe","WI","54850","United States","http://www.madferry.com","false",,,,,,,,,"false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"87","State of Maine","Rockland","ME","04841-0645","United States","http://www.maine.gov/mdot/msfs/index.htm","true","50","0","0","0","0","50","0","0","true","false","true","false","true","false","false",,"true","STATE","Maine DOT","Highway Fund","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"88","U.S. DOI - Mammoth Cave National Park","Mammoth Cave","KY","42259","United States","http://www.nps.gov/maca/index.htm","true",,,,,,,,,"false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"89","Manitou Island Transit, Inc","Leland","MI","49654","United States","http://www.manitoutransit.com","true","100","0","0","0","0","0","0","0","false","true","false","false","false","true","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"90","Marion County Department of Public Works","Salem","OR","97305","United States","http://www.co.marion.or.us/PW/ferries/","true","78.9","0.3","0","0","0.3","14.9","5.4","0.05","true","true","true","true","false","false","false",,"true","STATE","Oregon Department of Transportation","Buena Vista Ferry","LOCAL","Yamhill County","Daniel Matheny V","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"91","Massachusetts Bay Lines Inc.","Boston","MA","02110","United States","https://www.massbaylines.com/","false",,,,,,,,,"false","false","false","false","false","false","false",,"true","STATE","MBTA","Hingham Commuter service","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"93","Miller Boat Line Inc.","Put-In-Bay","OH","43456","United States","http://www.millerferry.com","false",,,,,,,,,"false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"97","Hornblower Marine Services  - Mobile Bay Ferry","Dauphin Island","AL","36528","United States","http://www.mobilebayferry.com","true","100","0","0","0","0","0","0","0","true","true","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"104","Puerto Rico Maritime Transport Authority","San Juan","PR","00940","United States","http://www.dtop.gov.pr/","true","13.65","0.82","0","0","0","82.54","0","2.99","true","true","false","false","true","false","false",,"true","STATE","Local government funds","General Fund","FEDERAL","FTA","530,953,075,311","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"105","Akers Ferry Canoe Rental, Inc.","Salem","MO","65560","United States","https://www.currentrivercanoe.com/","true","0","100","0","0","0","0","0","0","true","true","true","true","true","true","false",,"true","FEDERAL","Ozark National Scenic Riverways/National Park Service","Operation of the National Park System/ Base and Project Funds","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"106","Alaska Marine Highway System","Ketchikan","AK","99901","United States","http://www.dot.state.ak.us/amhs","true","32.28","0","0","0","0.26","67.46","0","0","true","true","true","true","true","true","false",,"true","STATE","State of Alaska","Alaska Marine Highway System Operation","FEDERAL","Federal Highway Administration","Ferry Boat Program Fund","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"110","Angel Island - Tiburon Ferry Co.","Tiburon","CA","94920","United States","http://www.angelislandferry.com","false","100","0","0","0","0","0","0","0","false","true","false","false","false","false","true","State Park Access","false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"113","Arkansas State Highway and Transportation Department","Little Rock","AR","72203-2261","United States","https://www.arkansas.com/attractions/detail/peel-ferry/18735/","true","0","0","0","0","0","100","0","0","true","false","true","true","false","false","false",,"true","STATE","Arkansas State Highway Department","Peel Ferry","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"115","Augusta Ferry Authority","Augusta","KY","41102","United States","https://transportation.ky.gov/Ferries/Pages/default.aspx","false",,,,,,,,,"true","false","true","true","false","false","false",,"true","STATE","Ky. Dept. of Transporation","State Ferry Boat Funding","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"116","Balboa Island Ferry","Balboa Island","CA","92662","United States","http://www.balboaislandferry.com","false","100","0","0","0","0","0","0","0","true","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"122","Bay State Cruise Company","Boston","MA","02210","United States","http://www.baystatecruisecompany.com","false","40","40","0","0","0","0","0","20","true","true","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"124","Beaver Island Transportation Authority","Charlevoix","MI","49720","United States","http://www.bibco.com","false","92","1","0","0","0","7","0","0","true","false","false","false","false","false","false",,"true","STATE","MI Dept of Transporation","Local Operating Funds","STATE","MI Dept of Transporation","Marine Capital","FEDERAL","FHWA","Ferry Boat Construction","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"125","Black Ball Transport Inc.","Port Angeles","WA","98362","United States","http://www.cohoferry.com","false","100","0","0","0","0","0","0","0","true","true","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"127","Blue and Gold Fleet","San Francisco","CA","94133","United States","http://www.blueandgoldfleet.com/ferry-services","false",,,,,,,,,"false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"130","Boston Harbor Cruises LLC","Boston","MA","02110","United States","http://www.bostonharborcruises.com/boston-commuter-boat-services","false","75","0","0","25","0","0","0","0","true","true","false","false","false","true","true","Commercial Service","true","STATE","MBTA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"133","Bridgeport and Port Jefferson Steamboat Company","Port Jefferson","NY","11777","United States","http://www.88844ferry.com/","false",,,,,,,,,"true","true","false","false","false","false","false",,"true","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"135","Butler County Fiscal Court","Morgantown","KY","42261","United States","https://transportation.ky.gov/Ferries/Pages/default.aspx","true",,,,,,,,,"false","false","false","false","false","false","false",,"true","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"137","CALTRANS","Oakland","CA","94623","United States","http://www.dot.ca.gov/d4","true","0","0","0","0","0","100","0","0","false","false","false","true","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"142","New York Waterway","Weehawken","NJ","07086","United States","http://www.nywaterway.com","false","85.88","6.76","2.8","4.56","0","0","0","0","true","false","false","false","false","false","false",,"true","FEDERAL","FTA","49 USC 5337","FEDERAL","FTA","49 USC 5307","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"143","Transportation District Commission of Hampton Roads","Hampton","VA","23661","United States","https://gohrt.com/routes/ferry/","true","19.6","6.9","0","0","19.3","18.5","35.7","0","true","true","false","false","false","false","false",,"true","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"147","North Ferry Company Inc","Shelter Island Heights","NY","11965","United States","http://www.northferry.com","false","100","0","0","0","0","0","0","0","true","true","true","true","true","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"148","New York City DOT Ferry Division","Staten Island","NY","10301","United States","http://www.nyc.gov/html/dot/html/ferrybus/ferrybus.shtml","true","0","2.67","0.36","0","2.91","24","70","0","true","true","false","false","false","false","false",,"true","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"152","Ship Island Ferry","Gulfport","MS","39501","United States","http://www.msshipisland.com","false",,,,,,,,,"false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"153","Patriot Party Boats Inc.","Falmouth","MA","02540","United States","http://www.patriotpartyboats.com","true","100","0","0","0","0","0","0","0","true","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"155","Pierce County Public Works and Utilities - Steilacoom Ferry","Tacoma","WA","98409-7322","United States","http://www.co.pierce.wa.us/1793/Ferry","true","41","0","0","0","17","5","11","26","true","false","false","true","true","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"156","Plaquemines Parish Ferry Department","Belle Chasse","LA","70037","United States","http://plaqueminesparish.com/ferry/","true","17","0","0","0","83","0","0","0","true","false","true","true","false","false","false",,"true","FEDERAL","FHWA","Ferry Boat Formula Fund","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"157","Plaunt Transportation Company Inc.","Cheboygan","MI","49721","United States","Plaunttransportation.com","true","95","5","0","0","0","0","0","0","true","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"174","Sayville Ferry Service Inc.","Sayville","NY","11782","United States","http://www.sayvilleferry.com","true",,,,,,,,,"false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"181","City of Sistersville","Sistersville","WV","26175","United States","http://sistersvilleferry.com/index.html","true","30","10","10","0","30","5","0","15","true","true","true","true","false","false","false",,"true","STATE","West Virginia Division of Highways","Toll Credit Program","FEDERAL","Federal Transit Administration","Section 5311","FEDERAL","Federal Highway Administration","Ferry Boat Program","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"182","Skagit County Department of Public Works","Anacortes","WA","98221","United States","http://www.skagitcounty.net/Departments/PublicWorksFerry/main.htm","true","37.78","0","0","0","0","6.61","55.61","0","true","false","true","true","true","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"185","Smith's Ferry Services","St. Thomas","VI","00802","United States","http://www.smithsferry.com","false","95","5","0","0","0","0","0","0","false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"186","Sonnys Boat Line Inc.","Middle Bass","OH","43446","United States","http://middlebassferry.net","false","100","0","0","0","0","0","0","0","false","true","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"188","South Ferry Inc.","Shelter Island","NY","11964","United States","http://www.southferry.com","false","100","0","0","0","0","0","0","0","true","true","true","true","true","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"192","State of Georgia, Department of Natural Resources","Sapelo Island","GA","31327","United States","www.gadnr.org","true","20","0","0","1","0","79","0","0","true","true","true","false","true","false","false",,"true","STATE","GA DNR","Wildlife Resoures Division","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"193","Ste. Genevieve - Modoc Ferry Inc.","Perryville","MO","63775","United States","http://www.stegenmodocferry.com/","true","58","0","0","0","0","42","0","0","true","false","false","false","false","false","false",,"true","STATE","Missouri Department of Transportation","Multi- Modal Division","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"194","Tangier and Chesapeake Cruises","Reedville","VA","22539","United States","http://www.tangiercruise.com","false",,,,,,,,,"false","false","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"196","Tennessee Department of Transportation","Nashville","TN","37243","United States","https://www.tn.gov/tdot/maintenance/ferry-services.html","true","100","0","0","0","0","0","0","0","true","true","true","true","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
"198","Bald Head Island Transportation Inc.","Southport","NC","28461","United States","https://baldheadislandferry.com/","false","98","2","0","0","0","0","0","0","true","true","false","false","false","false","false",,"false","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2020","2019"
