"year","locationabbr","locationdesc","topictype","topicdesc","datasource","data_value_type","data_value","gender","age","geolocation","source_file_uscb","data_pulled","locationid","topictypeid","topicid","measureid","stratificationid1","stratificationid2","submeasureid","displayorder"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","4876250","Total","Total","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","1GEN","8AGE","CEN01","1"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","3779874","Total","18+","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","1GEN","10AGE","CEN02","2"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","1096376","Total","<18","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","1GEN","11AGE","CEN03","3"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","2359355","Male","Total","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","2GEN","8AGE","CEN04","4"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","1799897","Male","18+","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","2GEN","10AGE","CEN05","5"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","559458","Male","<18","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","2GEN","11AGE","CEN06","6"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","2516895","Female","Total","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","3GEN","8AGE","CEN07","7"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","1979977","Female","18+","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","3GEN","10AGE","CEN08","8"
"2019","AL","Alabama","Census","Census - Population","United States Census Bureau","Count","536918","Female","<18","
,  
(32.840571122, -86.631860762)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","01","CEN","100CEN","100POP","3GEN","11AGE","CEN09","9"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","737068","Total","Total","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","1GEN","8AGE","CEN01","1"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","552674","Total","18+","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","1GEN","10AGE","CEN02","2"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","184394","Total","<18","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","1GEN","11AGE","CEN03","3"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","384915","Male","Total","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","2GEN","8AGE","CEN04","4"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","289956","Male","18+","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","2GEN","10AGE","CEN05","5"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","94959","Male","<18","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","2GEN","11AGE","CEN06","6"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","352153","Female","Total","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","3GEN","8AGE","CEN07","7"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","262718","Female","18+","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","3GEN","10AGE","CEN08","8"
"2019","AK","Alaska","Census","Census - Population","United States Census Bureau","Count","89435","Female","<18","
,  
(64.845079957001, -147.722059036)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","02","CEN","100CEN","100POP","3GEN","11AGE","CEN09","9"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","7050299","Total","Total","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","1GEN","8AGE","CEN01","1"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","5414955","Total","18+","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","1GEN","10AGE","CEN02","2"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","1635344","Total","<18","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","1GEN","11AGE","CEN03","3"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","3504509","Male","Total","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","2GEN","8AGE","CEN04","4"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","2670328","Male","18+","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","2GEN","10AGE","CEN05","5"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","834181","Male","<18","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","2GEN","11AGE","CEN06","6"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","3545790","Female","Total","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","3GEN","8AGE","CEN07","7"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","2744627","Female","18+","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","3GEN","10AGE","CEN08","8"
"2019","AZ","Arizona","Census","Census - Population","United States Census Bureau","Count","801163","Female","<18","
,  
(34.86597028, -111.763811277)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","04","CEN","100CEN","100POP","3GEN","11AGE","CEN09","9"
"2019","AR","Arkansas","Census","Census - Population","United States Census Bureau","Count","2999370","Total","Total","
,  
(34.748650124, -92.274490743)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","05","CEN","100CEN","100POP","1GEN","8AGE","CEN01","1"
"2019","AR","Arkansas","Census","Census - Population","United States Census Bureau","Count","2295102","Total","18+","
,  
(34.748650124, -92.274490743)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","05","CEN","100CEN","100POP","1GEN","10AGE","CEN02","2"
"2019","AR","Arkansas","Census","Census - Population","United States Census Bureau","Count","704268","Total","<18","
,  
(34.748650124, -92.274490743)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","05","CEN","100CEN","100POP","1GEN","11AGE","CEN03","3"
"2019","AR","Arkansas","Census","Census - Population","United States Census Bureau","Count","1471760","Male","Total","
,  
(34.748650124, -92.274490743)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","05","CEN","100CEN","100POP","2GEN","8AGE","CEN04","4"
"2019","AR","Arkansas","Census","Census - Population","United States Census Bureau","Count","1111641","Male","18+","
,  
(34.748650124, -92.274490743)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","05","CEN","100CEN","100POP","2GEN","10AGE","CEN05","5"
"2019","AR","Arkansas","Census","Census - Population","United States Census Bureau","Count","360119","Male","<18","
,  
(34.748650124, -92.274490743)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","05","CEN","100CEN","100POP","2GEN","11AGE","CEN06","6"
"2019","AR","Arkansas","Census","Census - Population","United States Census Bureau","Count","1527610","Female","Total","
,  
(34.748650124, -92.274490743)","ACS S0101 AGE AND SEX","2021-03-26T00:00:00.000","05","CEN","100CEN","100POP","3GEN","8AGE","CEN07","7"
