Case Number,Police Agency Code,Offense,Date/Time Reported,Hour Reported,Date/Time Occurred,Hour Occurred,Date/Time Found,Hour Found,Street Number,Street Direction,Street Name,Apartment/Floor,city,state,zip,geox,geoy,Reported As,Tract Code,Tract Description,Zone Code,Zone Description,District Code,District Description,Reporting Area Code,Reporting Area Description,Neighborhood Code,Neighborhood Description,Subdivision Code,Subdivision Description,Weather Code,Weather Description,Location Code,Location Description,Forcible,Weapon Code,Weapon Description,Incident Disposition Code,Incident Disposition Descr.,location,Beats,Neighborhoods
2015000064,JCPD,LARCENY - FROM VEHICLE,01/06/2015 05:02:37 PM,1702,01/06/2015 04:30:00 PM,1630,01/06/2015 05:00:00 PM,1700,31XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.02001953125,-84.2696914672852,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,25,OTHER BLUNT OBJECT,,,"(34.02001953125, -84.2696914672852)",7,55
2015000124,JCPD,LARCENY - FROM VEHICLE,01/11/2015 10:38:42 AM,1038,01/11/2015 09:30:00 AM,0930,01/11/2015 10:30:00 AM,1030,31XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.02001953125,-84.2696914672852,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,25,OTHER BLUNT OBJECT,,,"(34.02001953125, -84.2696914672852)",7,55
2015000149,JCPD,LARCENY - FROM VEHICLE,01/12/2015 07:31:50 AM,0731,01/11/2015 04:30:00 PM,1630,01/12/2015 07:31:50 AM,0731,26XX,,LONG POINTE,,JOHNS CREEK,GA,30076,34.0180511474609,-84.2824859619141,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,LGPT,LONG POINTE,,,27,TOWNHOME/CONDO,Y,50,JIMMY/PRY TOOL OR DEVICE,,,"(34.0180511474609, -84.2824859619141)",,
2015000148,JCPD,LARCENY - PARTS FROM VEHICLE,01/12/2015 08:10:01 AM,0810,01/11/2015 08:00:00 PM,2000,01/12/2015 08:10:00 AM,0810,31XX,,ADDISON LN,,JOHNS CREEK,GA,30005,34.0640983581543,-84.2093887329102,ENTERING AUTO,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0640983581543, -84.2093887329102)",1,13
2015000147,JCPD,LARCENY - PARTS FROM VEHICLE,01/12/2015 07:44:56 AM,0744,01/11/2015 08:00:00 PM,2000,01/12/2015 07:44:00 AM,0744,31XX,,ADDISON LN,,JOHNS CREEK,GA,30005,34.0639381408691,-84.2143020629883,LARCENY,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0639381408691, -84.2143020629883)",4,
2015000139,JCPD,LARCENY - FROM VEHICLE,01/12/2015 02:29:34 AM,0229,01/11/2015 10:00:00 PM,2200,01/12/2015 02:05:00 AM,0205,29XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.021110534668,-84.2763977050781,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,Y,25,OTHER BLUNT OBJECT,,,"(34.021110534668, -84.2763977050781)",7,
2015000143,JCPD,LARCENY - FROM VEHICLE,01/12/2015 03:23:46 AM,0323,01/11/2015 10:00:00 PM,2200,01/12/2015 02:05:00 AM,0205,29XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.021110534668,-84.2763977050781,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,Y,25,OTHER BLUNT OBJECT,,,"(34.021110534668, -84.2763977050781)",7,
2015000141,JCPD,LARCENY - FROM VEHICLE,01/12/2015 02:44:56 AM,0244,01/11/2015 10:00:00 PM,2200,01/12/2015 02:30:00 AM,0230,29XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.021110534668,-84.2763977050781,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,Y,25,OTHER BLUNT OBJECT,,,"(34.021110534668, -84.2763977050781)",7,
2015000144,JCPD,LARCENY - FROM VEHICLE,01/12/2015 03:26:55 AM,0326,01/11/2015 10:30:00 PM,2230,01/12/2015 02:00:00 AM,0200,29XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.0195808410645,-84.2747116088867,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,20,BLUNT OBJECT (CLUB  HAMMER),,,"(34.0195808410645, -84.2747116088867)",7,
2015000137,JCPD,LARCENY - FROM VEHICLE,01/12/2015 02:05:42 AM,0205,01/11/2015 10:30:00 PM,2230,01/12/2015 02:00:00 AM,0200,29XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.0195808410645,-84.2747116088867,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,20,BLUNT OBJECT (CLUB  HAMMER),,,"(34.0195808410645, -84.2747116088867)",7,
2015000138,JCPD,LARCENY - FROM VEHICLE,01/12/2015 02:26:11 AM,0226,01/11/2015 10:30:00 PM,2230,01/12/2015 02:00:00 AM,0200,29XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.0195808410645,-84.2747116088867,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,20,BLUNT OBJECT (CLUB  HAMMER),,,"(34.0195808410645, -84.2747116088867)",7,
2015000161,JCPD,LARCENY - FROM VEHICLE,01/12/2015 10:05:06 PM,2205,01/12/2015 09:08:00 PM,2108,01/12/2015 10:00:00 PM,2200,117XX,,MEDLOCK BRIDGE RD,400,JOHNS CREEK,GA,30097,34.0645408630371,-84.172737121582,ENTERING AUTO,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,Y,95,UNKNOWN/NOT STATED,,,"(34.0645408630371, -84.172737121582)",1,
2015000225,JCPD,LARCENY - PARTS FROM VEHICLE,01/15/2015 10:46:13 PM,2246,01/15/2015 08:00:00 AM,0800,01/15/2015 10:00:00 PM,2200,31XX,,RIVERMONT PKWY,,JOHNS CREEK,GA,30022,33.9978179931641,-84.2685699462891,LARCENY,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,RVMT,RIVERMONT,,,13,HIGHWAY /ROAD /ALLEY,N,N,NONE,,,"(33.9978179931641, -84.2685699462891)",7,204
2015000248,JCPD,LARCENY - FROM VEHICLE,01/17/2015 03:48:28 PM,1548,01/17/2015 02:30:00 PM,1430,01/17/2015 03:48:00 PM,1548,106XX,,PARSONS RD,,JOHNS CREEK,GA,30097,34.0362815856934,-84.1806564331055,ENTERING AUTO,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0362815856934, -84.1806564331055)",3,159
2015000250,JCPD,LARCENY - FROM VEHICLE,01/17/2015 05:59:55 PM,1759,01/17/2015 05:00:00 PM,1700,01/17/2015 05:59:55 PM,1759,31XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.0192718505859,-84.2690353393555,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,Y,50,JIMMY/PRY TOOL OR DEVICE,,,"(34.0192718505859, -84.2690353393555)",7,
2015000266,JCPD,LARCENY - FROM VEHICLE,01/18/2015 02:53:16 PM,1453,01/18/2015 01:30:00 AM,0130,01/18/2015 08:00:00 AM,0800,8XX,,KINGS ARMS WAY,,JOHNS CREEK,GA,30022,34.0045547485352,-84.2680053710938,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,MAYF,MAYFAIR,,,13,HIGHWAY /ROAD /ALLEY,N,N,NONE,,,"(34.0045547485352, -84.2680053710938)",7,44
2015000272,JCPD,LARCENY - FROM VEHICLE,01/19/2015 11:31:32 AM,1131,01/18/2015 05:30:00 PM,1730,01/19/2015 11:25:32 AM,1125,33XX,,MERGANSER LN,,JOHNS CREEK,GA,30022,34.0117301940918,-84.2645950317383,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,BRWT,BRIDGEWATER,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0117301940918, -84.2645950317383)",7,105
2015000275,JCPD,LARCENY - PARTS FROM VEHICLE,01/19/2015 04:38:00 PM,1638,01/19/2015 04:00:00 PM,1600,01/19/2015 04:38:00 PM,1638,59XX,,STATE BRIDGE RD,,JOHNS CREEK,GA,30097,34.0121765136719,-84.1898956298828,LARCENY,,,4,JOHNS CREEK 4,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,08,DEPARTMENT/DISCOUNT STORE,N,N,NONE,,,"(34.0121765136719, -84.1898956298828)",3,208
2015000363,JCPD,LARCENY - FROM VEHICLE,01/25/2015 11:22:59 AM,1122,01/25/2015 10:00:00 AM,1000,01/25/2015 11:15:00 AM,1115,107XX,,ROGERS BRIDGE RD/BELL RD,,JOHNS CREEK,GA,30097,34.0406265258789,-84.1436386108398,ENTERING AUTO,,,2,JOHNS CREEK 2,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,95,UNKNOWN/NOT STATED,,,"(34.0406265258789, -84.1436386108398)",2,
2015000378,JCPD,LARCENY - FROM VEHICLE,01/26/2015 02:17:19 PM,1417,01/26/2015 01:17:18 PM,1317,01/26/2015 01:17:19 PM,1317,113XX,,MEDLOCK BRIDGE RD,201,JOHNS CREEK,GA,30097,34.0561828613281,-84.1764068603516,LARCENY,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0561828613281, -84.1764068603516)",1,
2015000443,JCPD,LARCENY - FROM VEHICLE,01/30/2015 03:13:23 PM,1513,01/29/2015 08:00:00 PM,2000,01/30/2015 10:00:00 AM,1000,53XX,,N HILLBROOKE TRC,,JOHNS CREEK,GA,30005,34.0588455200195,-84.2077178955078,LARCENY,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,HILL,HILLBROOKE,,,20,RESIDENCE / HOME,N,N,NONE,,,"(34.0588455200195, -84.2077178955078)",4,6
2015000579,JCPD,LARCENY - FROM VEHICLE,02/09/2015 07:07:24 AM,0707,02/08/2015 09:00:00 PM,2100,02/09/2015 07:07:24 AM,0707,8XX,,KINGS ARMS WAY,,JOHNS CREEK,GA,30022,34.0054817199707,-84.2689895629883,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,MAYF,MAYFAIR,,,20,RESIDENCE / HOME,N,N,NONE,,,"(34.0054817199707, -84.2689895629883)",7,254
2015000601,JCPD,LARCENY - FROM VEHICLE,02/10/2015 01:58:28 PM,1358,02/09/2015 10:00:00 PM,2200,02/10/2015 06:00:00 AM,0600,3XX,,LANDING ENTRY,,JOHNS CREEK,GA,30022,34.0176620483398,-84.2551040649414,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,JNBL,JONES BRIDGE LANDING,,,20,RESIDENCE / HOME,N,N,NONE,,,"(34.0176620483398, -84.2551040649414)",7,202
