"id","address","latitude","longitude","status","submit_date","issue_date","owner_occupied","construction_type","building_use","roofing_material","dwelling_units","condo_association","firm_name","roof_work_description","proposed_work_description","demolition_description","dumpster_license_number","licensed_class","debris_removal_date","debris_removal_location","roof_deck_insulation_removal","layers_of_roof_covering","temporary_dumpster_count","deck_insulation_tapered","roof_structure_slope","license_expiration_date","license_number","method_of_removal","description_other","roof_covering_classification","above_deck_insulation","type_of_demolition","photovoltaic_products","flashing_installation","temporary_dumpster_permit","building_cost","geocoded_column"
"170037","54 Pemberton St, Cambridge, MA 02140","42.3913","-71.1262","Complete","2022-04-07T00:00:00.000","2022-04-25T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Oasis Construction ","Roof Replacement<br>- Strip off 1 layers existing roofing (shingle) labor to install drip edge, ice/water shield, felt paper, architectural asphalt shingles, accessories as needed (pipe booth, ridge vent, flashing etc)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-31T00:00:00.000","EZ Disposal - Hudson MA","false",,"1",,"false","2022-11-21T00:00:00.000","CS-101754","Dumpster","","","","No demolition required","true","false","true","5250","(42.391281, -71.126184)"
"170255","6 Riedesel Ave, Cambridge, MA 02138","42.3785","-71.1318","Complete","2022-04-11T00:00:00.000","2022-04-22T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Joseph S. Savini Inc.","Remove current shingles and underlayment, replace defective wood, install new underlayment and new asphalt shingles.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of roof and defective wood","","Construction Supervisor","2022-04-19T00:00:00.000","101 Gerard Street Roxbury by dumptruck","false",,,,"false","2023-07-22T00:00:00.000","CS-036954","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"15995","(42.378495, -71.131829)"
"170290","37 Royal Ave, Cambridge, MA 02138","42.3824","-71.1324","Complete","2022-04-11T00:00:00.000","2022-04-22T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","3","false","RB Farina Roofing & Construction","Full Roof Replacement - completion of 20 square(s) of new 60 mil EPDM Membrane installation.<br>(See Contract for additional information)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-28T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"true","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","Class B","","No demolition required","false","false",,"23470","(42.38245, -71.132398)"
"169155","321 Pearl St, Cambridge, MA 02139","42.3569","-71.1112","Complete","2022-04-02T00:00:00.000","2022-04-21T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","<span style='color: rgb(97, 99, 101); font-family: ""Benton Sans"", sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 500; letter-spacing: normal; orphans: 2; text-align: start; text-ind","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-06T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"9547","(42.356906, -71.111193)"
"171518","2 Hampshire Ct, Cambridge, MA 02139","42.3731","-71.0995","Complete","2022-04-18T00:00:00.000","2022-04-21T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","6","false","Rafael's Enterprise Inc","strip one layer, put 1/2 inch insulation board , new rubber roof, new drip edge, attachments to be used are MH drill point fast screws with MH 3&quot; insulation plates, low voc adhesive.","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2022-04-30T00:00:00.000","Swift Demolition, Revere MA",,"1","1",,,"2023-09-02T00:00:00.000","CS-112131","Dumpster","","Class A","","No demolition required","false","false","true","15400","(42.373134, -71.099546)"
"169148","5 Tenney St, Cambridge, MA 02140","42.3927","-71.1214","Complete","2022-04-02T00:00:00.000","2022-04-21T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Roof Replacement - Installation of 15 square(s) of Architectural Shingles ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-29T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"10785","(42.392719, -71.121436)"
"171475","64 Frost St, Cambridge, MA 02140","42.3846","-71.1175","Complete","2022-04-20T00:00:00.000","2022-04-21T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"true","O'LYN Contractors ","Strip and re-shingle the existing asphalt shingle roof&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of existing roofing material&nbsp;","","Construction Supervisor","2022-05-20T00:00:00.000","CL Noonan- West Bridgewater ","false",,,,"false","2023-08-27T00:00:00.000","CS-103929","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"24465","(42.384596, -71.117512)"
"171040","81 Pine St, Cambridge, MA 02139","42.3654","-71.098","Complete","2022-04-15T00:00:00.000","2022-04-20T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","6","true","Portanova Roofing Inc.","Peal main roof of exisiting rubber. Replace any wet insulation. Install new 1&quot; insulation board on top of existing insulation board mechanically fastened using screws and plates. Adhere new black rubber EPDM .06 to insulation board. Install new white","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2022-05-31T00:00:00.000","graham watse",,"1","1",,,"2023-09-21T00:00:00.000","CS-107403","Dumpster","","Class C","","No demolition required","false","true","true","22995","(42.365449, -71.097958)"
"170212","28 Whitney Ave, Cambridge, MA 02139","42.3592","-71.1129","Complete","2022-04-11T00:00:00.000","2022-04-20T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"true","Pride Exteriors Corp.","Strip and re-roof entire house - approx. 35 SQ asphalt shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-30T00:00:00.000","Karbowski Container - 159 Center St., Raynham, MA","false",,"1",,"false","2023-07-09T00:00:00.000","CS-085746","Dumpster","","","","No demolition required","false","true","true","25400","(42.359195, -71.112869)"
"170295","281 Albany St, Cambridge, MA 02139","42.3578","-71.1027","Complete","2022-04-11T00:00:00.000","2022-04-20T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","Marshall Roofing & Sheet Metal Co., Inc.","Install a new 115-mil Carlisle Syntec fleeceback TPO membrane on top of the existing roof system. &nbsp;The TPO roof membrane will be mechanically fastened using Carlisle HP-X Fasteners and Piranha plates @ 12&quot; o.c.","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2022-05-03T00:00:00.000","Not applicable",,"1",,,,"2022-09-07T00:00:00.000","CS-092843","None","","Class A","","No demolition required","false","true",,"165500","(42.357818, -71.102697)"
"171101","16 Gold Star Rd, Cambridge, MA 02140","42.3986","-71.1309","Complete","2022-04-16T00:00:00.000","2022-04-20T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","CAN Construction","&nbsp;product will be CertainTeed Landmark Pro shingles, Ice and wafter shield and synthetic underlaymen, 1 1/4 nail<br>we will also install 4skylight by VELUX &nbsp;3 of the, fixed skylight and 44 1/4 x 45 3/4 and one of them crank open and 21 x 37 7/8.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-25T00:00:00.000","Zoom Dumpster company  ","false",,"1",,"false","2024-07-30T00:00:00.000","CS-115567","Dumpster","","","","No demolition required","false","false","true","21885","(42.398641, -71.13087)"
"171060","145 Upland Rd, Cambridge, MA 02140","42.3871","-71.1251","Complete","2022-04-15T00:00:00.000","2022-04-19T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Aspen Roofing Services, Inc. ","remove existing roofing down to wood decking, insatll ice and water protection and reroof with new asphalt shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove existing shingle roof down to wood decking","","Construction Supervisor","2022-05-15T00:00:00.000","shingles","false",,,,"false","2023-11-20T00:00:00.000","CS-054528","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"18650","(42.387066, -71.125063)"
"169150","1 Aberdeen Ct, Cambridge, MA 02138","42.3759","-71.1458","Complete","2022-04-02T00:00:00.000","2022-04-19T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","RB Farina Roofing & Construction","Full Roof Replacement - Installation of 14 square(s) of Architectural Shingles<br>EPDM Rubber Roof Membrane Replacement - Installation of 2 square(s) of new 60 mil EPDM Membrane ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-29T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","Asphalt Shingles / Membrane","","","No demolition required","false","false",,"12660.5","(42.375863, -71.145769)"
"169157","4 Aberdeen Ct, Cambridge, MA 02138","42.3758","-71.1455","Complete","2022-04-02T00:00:00.000","2022-04-19T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Full Roof Replacement - Installation of 11 square(s) of Architectural Shingles<br>Gutters Replacement<br>Boot pipe Replacement<br>(See contract for additional info)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-06T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"9317.2","(42.375807, -71.145491)"
"169827","11 Chauncy St, Unit B, Cambridge, MA 02138","42.3799","-71.1218","Complete","2022-04-06T00:00:00.000","2022-04-15T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","4","true","Ranch","remove roofing materials on low pitch/ flat roof and install .060 Genflex rubber roofing materials. Disassemble existing deck to access installing roofing materials. Reassemble the deck when roofing is complete and replace deck boards only as needed.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-30T00:00:00.000","Rooftop Recycling Boxborough by Ranch Roofing Inc","false",,"1",,"true","2023-04-05T00:00:00.000","CS-098135","Dumpster","","Class A","","No demolition required","false","false","true","24430","(42.379867, -71.121795)"
"168681","2 Ballord Pl, Cambridge, MA 02139","42.3639","-71.1134","Complete","2022-03-30T00:00:00.000","2022-04-13T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","keren","Strip and re-roof 10Sq. in total.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip the roof.","","Construction Supervisor","2022-04-05T00:00:00.000","Roof Top Recycling ","false",,,,"false","2024-06-02T00:00:00.000","CS-115244","Daily Removal","","","","Exterior demolition in work area only.","false","true",,"5200","(42.363909, -71.113401)"
"170155","28 Essex St, Cambridge, MA 02139","42.3665","-71.1017","Complete","2022-04-08T00:00:00.000","2022-04-12T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"true","Hennelly&Son ","Iso will be secured using screws and tension plates, rubber will be bonded to iso board using bonding glue,seams will be secured using seam tape,penetrations will be flashed with uncured epdm peel and stick flashing, 3&quot;x3&quot; drip edge will be secu","Roof Recover - Installation of new roof covering over existing roof covering","Removing existing epdm roof","","Construction Supervisor Specialty","2022-04-12T00:00:00.000","Re-energy Boston",,"1",,,,"2023-10-11T00:00:00.000","CSSL-106079","Daily Removal","Epdm rubber",,"","Exterior demolition in work area only.","false","false",,"30300","(42.366466, -71.101737)"
"168686","179 Prospect St, Cambridge, MA 02139","42.3698","-71.1009","Complete","2022-03-31T00:00:00.000","2022-04-11T00:00:00.000","false","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","false","Martin joe Mcdonagh","Strip and reroof with 30 year architect shingle with 6&rsquo; of ice and water shield &amp; rhino underlayment, shingles attached with 1 1/4 &ldquo; roofing nails.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Home Improvement Contractor","2022-04-06T00:00:00.000","Cl noonan","false",,,,"false","2023-09-22T00:00:00.000","196769","Daily Removal","","Class A","","No demolition required","false","false",,"21750","(42.369844, -71.10086)"
"167424","80 Cambridgepark Dr, Cambridge, MA 02138","42.3931","-71.1419","Complete","2022-03-15T00:00:00.000","2022-04-11T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Clay or Concrete Tile","254","false","R & S Landscaping Inc","Per suggestion of board of health, We will remove older existing pavers on pedestals as emergency work, in order to provide safe conditions. We will replace with new pavers in exact same places &amp; pattern, structure and waterproofing and utilities NOT ","Roof Recover - Installation of new roof covering over existing roof covering","Remove pavers into truck and haul off site, possibly recycle, will be kept in my over stock","","Construction Supervisor","2022-06-30T00:00:00.000","only when broken ( porcelian without mortar), It will be disposed at Miles River in ipswich, they repurpose by crushing. ",,"1",,,,"2022-05-23T00:00:00.000","CS-095141","Daily Removal","","Class A","","Exterior demolition in work area only.","false","false",,"311840","(42.393135, -71.141874)"
"167687","40 Grozier Rd, Unit 1, Cambridge, MA 02138","42.3786","-71.1418","Active","2022-03-23T00:00:00.000","2022-04-11T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","western isles const. inc","Strip the entire asphalt roofing and install 100% ice and water barrier. install new arc roofing shingles and new ridgevent. install a new rubber roof on the right side dormer roof.<br>no work on the deck roofs.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","strip roofing","","Construction Supervisor","2022-04-30T00:00:00.000","champion city dump","false",,,,"false","2022-06-30T00:00:00.000","CS-084520","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"38650","(42.37861, -71.14184)"
"169971","10 Russell St, Cambridge, MA 02140","42.3922","-71.1231","Complete","2022-04-08T00:00:00.000","2022-04-08T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Associate Roofing Inc.","Remove and replace 18SQ of asphalt shingle. Install new ice and water shield 6&#39; on eaves, 18&quot; on rakes and flashing areas, 3&#39; in valleys, synthetic underlayment on remaining deck area, aluminum drip edge on rakes and eaves.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2022-04-09T00:00:00.000","Trojan Recycling Inc. by dump truck","false",,,,"false","2023-10-28T00:00:00.000","CSSL-098770","Daily Removal","","","","No demolition required","false","false",,"13950","(42.392222, -71.123058)"
"167783","20 Craigie St, Cambridge, MA 02138","42.3784","-71.1283","Complete","2022-03-24T00:00:00.000","2022-04-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Slate Shingle",,"false","Vacca Contracting","Remove and replace existing copper roofs with in kind copper roof system.<br>Remove and replace existing slate roof tiles with new slate tiles.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove copper roofs and slate roof tiles","","Construction Supervisor","2022-05-31T00:00:00.000","Grants Disposal","false",,,,"false","2022-10-15T00:00:00.000","CS-108684","Daily Removal","","","","Exterior demolition in work area only.","false","true",,"125000","(42.378363, -71.128345)"
"169957","9 Murdock St, Cambridge, MA 02139","42.3715","-71.0988","Complete","2022-04-08T00:00:00.000","2022-04-08T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Albertone Venancio","Replacment asphalt shingle, install a waterproof membrane at entire roofing, 1 1/4 galvanazed nail to be use.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","csl","2022-04-13T00:00:00.000","Thompson Brothers Industries","false",,,,"false","2022-06-06T00:00:00.000","cs-110498","Container","","","","No demolition required","false","false",,"4850","(42.371527, -71.098809)"
"169896","117 Otis St, Unit 117A, Cambridge, MA 02141","42.3709","-71.0836","Complete","2022-04-07T00:00:00.000","2022-04-07T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","FRS Roofing","<span style=""color: rgb(119, 119, 119); font-family: Roboto, sans-serif; font-size: 14px; font-style: italic; font-variant-ligatures: no-common-ligatures; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-06-30T00:00:00.000","Salem Resource","false",,,,"true","2023-05-25T00:00:00.000","CS-107602","None","","","","No demolition required","false","false",,"17779","(42.370864, -71.083624)"
"167153","147 Mt Auburn St, Cambridge, MA 02138","42.3743","-71.1249","Complete","2022-03-15T00:00:00.000","2022-04-04T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","North River Builders Inc.","In-Kind replacement rear shed roof. Underlayment will be grace ice and water shield. Nails will hold the shingles. <br>(No Skylights under this permit where a building permit is required)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove the existing single layer of asphalt shingles.&nbsp;","","Restricted 1&2 Family ","2022-04-09T00:00:00.000","Lincoln Removal LLC","false",,,,"false","2022-03-21T00:00:00.000","CSFA-084784","Container","","","","Exterior demolition in work area only.","false","true",,"15580","(42.374282, -71.124929)"
"168977","34 Sherman St, Cambridge, MA 02138","42.3856","-71.1304","Complete","2022-03-23T00:00:00.000","2022-04-04T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Oasis Construction Inc","Roof Replacement<br>- Strip off 1 layers existing roofing (shingle) labor to install drip edge, ice/water shield, felt paper, architectural asphalt shingles, accessories as needed (pipe booth, ridge vent, flashing etc)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-31T00:00:00.000","EZ Disposal - Hudson, MA","false",,"1",,"false","2022-11-21T00:00:00.000","CS-101754","Dumpster","","","","No demolition required","true","false","true","1050","(42.385622, -71.130363)"
"168075","2 Potter Pk, Cambridge, MA 02138","42.3841","-71.1205","Complete","2022-03-26T00:00:00.000","2022-04-01T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","Roof Replacement - 05 square(s) of new 60 mil EPDM Membrane installation.<br>(See contract for further details)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-29T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"true","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"6750","(42.384105, -71.120474)"
"167869","325 Columbia St, Cambridge, MA 02139","42.371","-71.0957","Complete","2022-03-24T00:00:00.000","2022-04-01T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","9","false","E.M. SNOW INC. ","strip rubber roofing material, install 1&quot; polyiso insulation, .060 rubber, .032 flashing, terminate as needed","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","stripping of old rubber roofing&nbsp;","","Construction Supervisor","2022-05-31T00:00:00.000","CL NOONAN 415 WEST ST WEST BRIDGEWATER ","true",,"1","false","true","2022-08-03T00:00:00.000","CS-069399","Dumpster","","Class A","6.5","Exterior demolition in work area only.","false","true","true","55000","(42.370999, -71.095703)"
"166429","730 Memorial Dr, Cambridge, MA 02139","42.3574","-71.1145","Complete","2022-03-15T00:00:00.000","2022-03-31T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","Supreme Systems Inc","Remove existing roof down to the structural deck and install insulation. Install wood nailer and adhere 115 Mil Fleeceback TPO membrane","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","CSL","2022-06-30T00:00:00.000","CL Noonan","false",,"1",,"false","2023-09-06T00:00:00.000","CSSL-106059","Dumpster","","Class B","","No demolition required","false","true","true","235710","(42.357384, -71.114493)"
"167405","750 Massachusetts Ave, Cambridge, MA 02139","42.3662","-71.1054","Complete","2022-03-22T00:00:00.000","2022-03-31T00:00:00.000",,"Masonry / Wood (Type III)","Commercial / Mixed Use","Membrane",,"false","W.P. Walsh Associates Inc.","Overlay 1 existing layer of bald asphalt flat roof with 1/2&quot; HD ISO recovery board screwed down every 2 sq. feet with 3&quot; galv. plates and HD roof screws. Fully adhere .060 Carlisle EPDM complete with all required seams and penetration flashing. ","Roof Recover - Installation of new roof covering over existing roof covering","","","unrestricted","2022-04-30T00:00:00.000","James G. Grant Co.  Hyde Park, MA by truck",,"1",,,,"2023-05-29T00:00:00.000","CS-099101","Minimal","","Class A","","No demolition required","false","true",,"105600","(42.36623, -71.105417)"
"168070","53 Webster Ave, Cambridge, MA 02141","42.368","-71.0927","Complete","2022-03-26T00:00:00.000","2022-03-30T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","FRS Roofing","<span style=""color: rgb(119, 119, 119); font-family: Roboto, sans-serif; font-size: 14px; font-style: italic; font-variant-ligatures: no-common-ligatures; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-31T00:00:00.000","Salem Resource","false",,,,"false","2023-05-25T00:00:00.000","CS-107602","None","","","","No demolition required","false","false",,"6250","(42.368035, -71.092656)"
"167539","12 Bigelow St, Cambridge, MA 02139","42.3679","-71.1053","Complete","2022-03-23T00:00:00.000","2022-03-30T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Roof Replacement - Installation of 18 square(s) of Architectural Shingles on the Number 12 of the Bigelow St Cambridge, left side of the Build only.<br>Siding Replacement <br>(See attached contract for any additional information)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-22T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"16210","(42.367899, -71.105335)"
"166897","136 Vassal Ln, Unit 136, Cambridge, MA 02138","42.3835","-71.1383","Complete","2022-03-18T00:00:00.000","2022-03-29T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Membrane",,"false","Cornerstone building associates","Completely strip and remove existing rubber and underlayents<br>Install &frac12;&quot; foam board and glue EDPm membrane&nbsp;<br><br>","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Edpm vulcanised rubber","","CS","2022-03-31T00:00:00.000","TBD","false",,"1",,"true","2022-12-17T00:00:00.000","101575","Dumpster","","","","Exterior demolition in work area only.","false","false","true","12300","(42.383462, -71.138258)"
"167561","5 Hemlock Rd, Cambridge, MA 02138","42.3805","-71.1324","Complete","2022-03-23T00:00:00.000","2022-03-29T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","Roof Replacement - 5 square(s) of new 60 mil EPDM Membrane installation.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-22T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"true","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"6475","(42.380471, -71.132432)"
"166375","221 Mt Auburn St, Cambridge, MA 02138","42.3749","-71.1299","Complete","2022-03-15T00:00:00.000","2022-03-29T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","14","true","WS Aiken LLC","<span style='color: rgb(97, 99, 101); font-family: ""Benton Sans"", sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 500; letter-spacing: normal; orphans: 2; text-align: start; text-ind","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removing existing roof&nbsp;","","Construction Supervisor","2022-07-01T00:00:00.000","20 Railroad Street, Revere, MA 02151/E-Z Disposal","false",,"1",,"true","2024-12-01T00:00:00.000","CS-116084","Dumpster","","Class A","","Exterior demolition in work area only.","false","false","true","521000","(42.374878, -71.12995)"
"167553","180 Fayerweather St, Cambridge, MA 02138","42.3854","-71.1345","Complete","2022-03-23T00:00:00.000","2022-03-29T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","3","false","RB Farina Roofing & Construction","EPDM Rubber Membrane Roof Replacement - 2 square(s) of new 60 mil EPDM Membrane installation.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-22T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","Class A","","No demolition required","false","false",,"3887","(42.385379, -71.134457)"
"167046","19 Bellevue Ave, Cambridge, MA 02140","42.3861","-71.1259","Active","2022-03-19T00:00:00.000","2022-03-28T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","carrijo home improvement","Strip exiting old asphalt roof and install new GAF Timberline arquitectural shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-05-31T00:00:00.000","GMello transfer station , Georgetown MA","false",,,,"false","2022-09-22T00:00:00.000","CS-101996","Daily Removal","","","","No demolition required","false","false",,"12900","(42.38613, -71.125931)"
"167160","60 Crescent St, Cambridge, MA 02138","42.3828","-71.1141","Complete","2022-03-21T00:00:00.000","2022-03-22T00:00:00.000","true","Steel/Concrete, Non-Combustible (Type I/II)","One or Two Family Dwelling","Other / Mixed",,"false","Manuel Cunin","Rubber Roof: strip &amp; install new rubber","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-03-28T00:00:00.000","Trailer","false",,,,"true","2025-01-05T00:00:00.000","CS-116058","Minimal","Rubber Roof","","","No demolition required","false","true",,"21360","(42.382791, -71.114071)"
"167180","58 Bishop Allen Dr, Cambridge, MA 02139","42.3648","-71.1007","Complete","2022-03-21T00:00:00.000","2022-03-22T00:00:00.000","false","Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","false","keren","Strip an re-roof with ice and water underlayment and coil nails. Asphalt shingles.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","strip Roof","","Construction Supervisor","2022-03-23T00:00:00.000","Roof Top Recycling","false",,"1",,"true","2024-06-02T00:00:00.000","CS-115244","Dumpster","","Class B","","Exterior demolition in work area only.","false","true","true","10.9","(42.364765, -71.100652)"
