"permitnumber","permittype","companycompany","address","cross_street","start_date","end_date"
"CBP14832","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-09-30T07:00:00.000","2015-09-30T16:00:00.000"
"CBP14824","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-09T07:00:00.000","2015-09-09T16:00:00.000"
"CBP14824","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-09T07:00:00.000","2015-09-09T16:00:00.000"
"CBP14799","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-29T07:00:00.000","2015-08-29T16:00:00.000"
"CBP14799","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-29T07:00:00.000","2015-08-29T16:00:00.000"
"CBP14815","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-02T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14815","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-02T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14841","Crane, Boom, Pump Truck"," R. Troland",,,"2015-09-15T07:00:00.000","2015-09-18T16:00:00.000"
"CBP14841","Crane, Boom, Pump Truck"," R. Troland",,,"2015-09-15T07:00:00.000","2015-09-18T16:00:00.000"
"CBP14802","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-31T07:00:00.000","2015-09-03T19:00:00.000"
"CBP14802","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-31T07:00:00.000","2015-09-03T19:00:00.000"
"CBP14831","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-09-16T07:00:00.000","2015-09-16T16:00:00.000"
"CBP14831","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-09-16T07:00:00.000","2015-09-16T16:00:00.000"
"CBP14796","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-08-26T07:00:00.000","2015-08-26T16:00:00.000"
"CBP14796","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-08-26T07:00:00.000","2015-08-26T16:00:00.000"
"CBP14764","Crane, Boom, Pump Truck"," Cambridge Landscaping",,,"2015-08-14T07:00:00.000","2015-08-14T16:00:00.000"
"CBP14764","Crane, Boom, Pump Truck"," Cambridge Landscaping",,,"2015-08-14T07:00:00.000","2015-08-14T16:00:00.000"
"CBP14772","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-13T07:00:00.000","2015-08-13T16:00:00.000"
"CBP14772","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-13T07:00:00.000","2015-08-13T16:00:00.000"
"CBP14837","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-09-14T07:00:00.000","2015-09-25T16:00:00.000"
"CBP14837","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-09-14T07:00:00.000","2015-09-25T16:00:00.000"
"CBP14785","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-08-22T09:00:00.000","2015-08-22T16:00:00.000"
"CBP14785","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-08-22T09:00:00.000","2015-08-22T16:00:00.000"
"CBP14805","Crane, Boom, Pump Truck"," Titan Moving",,,"2015-09-14T07:00:00.000","2015-09-14T16:00:00.000"
"CBP14805","Crane, Boom, Pump Truck"," Titan Moving",,,"2015-09-14T07:00:00.000","2015-09-14T16:00:00.000"
"CBP14810","Crane, Boom, Pump Truck"," Mouhab Rizkallah",,,"2015-08-31T07:00:00.000","2015-09-01T16:00:00.000"
"CBP14810","Crane, Boom, Pump Truck"," Mouhab Rizkallah",,,"2015-08-31T07:00:00.000","2015-09-01T16:00:00.000"
"CBP14791","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION",,,"2015-08-27T07:00:00.000","2015-08-27T16:00:00.000"
"CBP14791","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION",,,"2015-08-27T07:00:00.000","2015-08-27T16:00:00.000"
"CBP14763","Crane, Boom, Pump Truck"," Jaynes Industrial",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14763","Crane, Boom, Pump Truck"," Jaynes Industrial",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14786","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-22T07:00:00.000","2015-08-22T16:00:00.000"
"CBP14786","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-22T07:00:00.000","2015-08-22T16:00:00.000"
"CBP14847","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-10-01T07:00:00.000","2015-10-01T16:00:00.000"
"CBP14847","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-10-01T07:00:00.000","2015-10-01T16:00:00.000"
"CBP14827","Crane, Boom, Pump Truck"," M.L. McDonald Sales Co",,,"2015-09-11T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14827","Crane, Boom, Pump Truck"," M.L. McDonald Sales Co",,,"2015-09-11T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14806","Crane, Boom, Pump Truck"," Tremont Interiors",,,"2015-08-31T07:00:00.000","2015-08-31T16:00:00.000"
"CBP14806","Crane, Boom, Pump Truck"," Tremont Interiors",,,"2015-08-31T07:00:00.000","2015-08-31T16:00:00.000"
"CBP14819","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-11T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14819","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-11T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14793","Crane, Boom, Pump Truck"," Tremont Interiors",,,"2015-08-24T07:00:00.000","2015-08-24T16:00:00.000"
"CBP14793","Crane, Boom, Pump Truck"," Tremont Interiors",,,"2015-08-24T07:00:00.000","2015-08-24T16:00:00.000"
"CBP14852","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-09-26T09:00:00.000","2015-09-26T16:00:00.000"
"CBP14852","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-09-26T09:00:00.000","2015-09-26T16:00:00.000"
"CBP14769","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-17T07:00:00.000","2015-08-17T16:00:00.000"
"CBP14769","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-17T07:00:00.000","2015-08-17T16:00:00.000"
"CBP14843","Crane, Boom, Pump Truck"," General Safety Services",,,"2015-09-12T09:00:00.000","2015-09-12T16:00:00.000"
"CBP14843","Crane, Boom, Pump Truck"," General Safety Services",,,"2015-09-12T09:00:00.000","2015-09-12T16:00:00.000"
"CBP14842","Crane, Boom, Pump Truck"," Heritage Flag Co.",,,"2015-09-14T07:00:00.000","2015-09-14T16:00:00.000"
"CBP14842","Crane, Boom, Pump Truck"," Heritage Flag Co.",,,"2015-09-14T07:00:00.000","2015-09-14T16:00:00.000"
"CBP14783","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-20T07:00:00.000","2015-08-20T16:00:00.000"
"CBP14783","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-20T07:00:00.000","2015-08-20T16:00:00.000"
"CBP14803","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-08-31T07:00:00.000","2015-09-01T16:00:00.000"
"CBP14803","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-08-31T07:00:00.000","2015-09-01T16:00:00.000"
"CBP14804","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-02T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14804","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-02T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14846","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-09-21T22:00:00.000","2015-09-24T05:00:00.000"
"CBP14846","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-09-21T22:00:00.000","2015-09-24T05:00:00.000"
"CBP14817","Crane, Boom, Pump Truck"," Signs by J",,,"2015-09-05T09:00:00.000","2015-09-15T16:00:00.000"
"CBP14817","Crane, Boom, Pump Truck"," Signs by J",,,"2015-09-05T09:00:00.000","2015-09-15T16:00:00.000"
"CBP14813","Crane, Boom, Pump Truck"," Wise Construction Corp",,,"2015-09-04T07:00:00.000","2015-09-05T16:00:00.000"
"CBP14813","Crane, Boom, Pump Truck"," Wise Construction Corp",,,"2015-09-04T07:00:00.000","2015-09-05T16:00:00.000"
"CBP14773","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14773","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14798","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-08-26T07:00:00.000","2015-08-26T16:00:00.000"
"CBP14798","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-08-26T07:00:00.000","2015-08-26T16:00:00.000"
"CBP14848","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-09-19T09:00:00.000","2015-09-26T16:00:00.000"
"CBP14848","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-09-19T09:00:00.000","2015-09-26T16:00:00.000"
"CBP14849","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-09-19T09:00:00.000","2015-09-26T16:00:00.000"
"CBP14849","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-09-19T09:00:00.000","2015-09-26T16:00:00.000"
"CBP14767","Crane, Boom, Pump Truck"," Astro Crane",,,"2015-08-24T13:00:00.000","2015-08-24T16:00:00.000"
"CBP14767","Crane, Boom, Pump Truck"," Astro Crane",,,"2015-08-24T13:00:00.000","2015-08-24T16:00:00.000"
"CBP14780","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14780","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14834","Crane, Boom, Pump Truck"," CJ Shaughnessy",,,"2015-09-11T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14834","Crane, Boom, Pump Truck"," CJ Shaughnessy",,,"2015-09-11T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14787","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-24T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14787","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-24T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14779","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-09-05T09:00:00.000","2015-09-05T16:00:00.000"
"CBP14779","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-09-05T09:00:00.000","2015-09-05T16:00:00.000"
"CBP14774","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-08-22T09:00:00.000","2015-08-22T16:00:00.000"
"CBP14774","Crane, Boom, Pump Truck"," Shaughnessy & Ahern",,,"2015-08-22T09:00:00.000","2015-08-22T16:00:00.000"
"CBP14792","Crane, Boom, Pump Truck"," Marr Rigging",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14792","Crane, Boom, Pump Truck"," Marr Rigging",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14762","Crane, Boom, Pump Truck"," Jaynes Industrial",,,"2015-08-20T07:00:00.000","2015-08-20T16:00:00.000"
"CBP14762","Crane, Boom, Pump Truck"," Jaynes Industrial",,,"2015-08-20T07:00:00.000","2015-08-20T16:00:00.000"
"CBP14853","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-10-03T07:00:00.000","2015-10-03T16:00:00.000"
"CBP14853","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-10-03T07:00:00.000","2015-10-03T16:00:00.000"
"CBP14784","Crane, Boom, Pump Truck"," Bay Crane",,,"2015-08-22T07:00:00.000","2015-08-22T18:00:00.000"
"CBP14784","Crane, Boom, Pump Truck"," Bay Crane",,,"2015-08-22T07:00:00.000","2015-08-22T18:00:00.000"
"CBP14833","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-09-08T22:00:00.000","2015-09-10T05:00:00.000"
"CBP14833","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-09-08T22:00:00.000","2015-09-10T05:00:00.000"
"CBP14825","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-09-18T05:00:00.000","2015-09-18T06:00:00.000"
"CBP14825","Crane, Boom, Pump Truck"," Glancy Crane",,,"2015-09-18T05:00:00.000","2015-09-18T06:00:00.000"
"CBP14775","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-08-18T07:00:00.000","2015-08-24T16:00:00.000"
"CBP14775","Crane, Boom, Pump Truck"," Marr Equipment",,,"2015-08-18T07:00:00.000","2015-08-24T16:00:00.000"
"CBP14835","Crane, Boom, Pump Truck"," Sacco's Specialized Moving",,"Massachusetts Ave","2015-09-10T07:00:00.000","2015-09-10T16:00:00.000"
"CBP14835","Crane, Boom, Pump Truck"," Sacco's Specialized Moving",,"Massachusetts Ave","2015-09-10T07:00:00.000","2015-09-10T16:00:00.000"
"CBP14800","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14800","Crane, Boom, Pump Truck"," Turner Construction",,,"2015-08-25T07:00:00.000","2015-08-25T16:00:00.000"
"CBP14795","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-02T07:00:00.000","2015-09-02T16:00:00.000"
"CBP14795","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-02T07:00:00.000","2015-09-02T16:00:00.000"
"CBP14781","Crane, Boom, Pump Truck"," Jeff Painting",,,"2015-08-19T07:00:00.000","2015-08-19T16:00:00.000"
"CBP14781","Crane, Boom, Pump Truck"," Jeff Painting",,,"2015-08-19T07:00:00.000","2015-08-19T16:00:00.000"
"CBP14816","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-02T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14816","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-09-02T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14839","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-23T09:00:00.000","2015-09-24T16:00:00.000"
"CBP14839","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-23T09:00:00.000","2015-09-24T16:00:00.000"
"CBP14844","Crane, Boom, Pump Truck"," Acme Waterproofing",,,"2015-09-14T07:00:00.000","2015-09-14T13:00:00.000"
"CBP14844","Crane, Boom, Pump Truck"," Acme Waterproofing",,,"2015-09-14T07:00:00.000","2015-09-14T13:00:00.000"
"CBP14789","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-08-31T22:00:00.000","2015-09-04T05:00:00.000"
"CBP14789","Crane, Boom, Pump Truck"," NES Rentals",,,"2015-08-31T22:00:00.000","2015-09-04T05:00:00.000"
"CBP14766","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14766","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14836","Crane, Boom, Pump Truck"," Ashmont Welding  Co.",,,"2015-09-12T09:00:00.000","2015-09-12T16:00:00.000"
"CBP14836","Crane, Boom, Pump Truck"," Ashmont Welding  Co.",,,"2015-09-12T09:00:00.000","2015-09-12T16:00:00.000"
"CBP14777","Crane, Boom, Pump Truck"," Greenwood Industries Inc.",,,"2015-08-14T07:00:00.000","2015-08-15T15:30:00.000"
"CBP14777","Crane, Boom, Pump Truck"," Greenwood Industries Inc.",,,"2015-08-14T07:00:00.000","2015-08-15T15:30:00.000"
"CBP14788","Crane, Boom, Pump Truck"," Cambridge Landscaping",,,"2015-09-04T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14788","Crane, Boom, Pump Truck"," Cambridge Landscaping",,,"2015-09-04T07:00:00.000","2015-09-04T16:00:00.000"
"CBP14807","Crane, Boom, Pump Truck"," Valleycrest",,,"2015-09-02T07:00:00.000","2015-09-02T16:00:00.000"
"CBP14807","Crane, Boom, Pump Truck"," Valleycrest",,,"2015-09-02T07:00:00.000","2015-09-02T16:00:00.000"
"CBP14821","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-15T07:00:00.000","2015-09-15T16:00:00.000"
"CBP14821","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-15T07:00:00.000","2015-09-15T16:00:00.000"
"CBP14845","Crane, Boom, Pump Truck"," Knollmeyer Building",,,"2015-09-17T09:00:00.000","2015-09-17T16:00:00.000"
"CBP14845","Crane, Boom, Pump Truck"," Knollmeyer Building",,,"2015-09-17T09:00:00.000","2015-09-17T16:00:00.000"
"CBP14822","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-16T07:00:00.000","2015-09-16T16:00:00.000"
"CBP14822","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-16T07:00:00.000","2015-09-16T16:00:00.000"
"CBP14823","Crane, Boom, Pump Truck"," Stabilt Construction",,,"2015-09-21T07:00:00.000","2015-09-23T16:00:00.000"
"CBP14823","Crane, Boom, Pump Truck"," Stabilt Construction",,,"2015-09-21T07:00:00.000","2015-09-23T16:00:00.000"
"CBP14820","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-14T07:00:00.000","2015-09-14T16:00:00.000"
"CBP14820","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-14T07:00:00.000","2015-09-14T16:00:00.000"
"CBP14809","Crane, Boom, Pump Truck"," Wise Construction Corp",,,"2015-09-01T07:00:00.000","2015-09-03T16:00:00.000"
"CBP14809","Crane, Boom, Pump Truck"," Wise Construction Corp",,,"2015-09-01T07:00:00.000","2015-09-03T16:00:00.000"
"CBP14838","Crane, Boom, Pump Truck"," Grande Masonry",,,"2015-09-08T09:00:00.000","2015-09-12T16:00:00.000"
"CBP14838","Crane, Boom, Pump Truck"," Grande Masonry",,,"2015-09-08T09:00:00.000","2015-09-12T16:00:00.000"
"CBP14828","Crane, Boom, Pump Truck"," Atlantic Power Cleaning",,,"2015-09-10T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14828","Crane, Boom, Pump Truck"," Atlantic Power Cleaning",,,"2015-09-10T07:00:00.000","2015-09-11T16:00:00.000"
"CBP14808","Crane, Boom, Pump Truck"," Callahan",,,"2015-08-28T07:00:00.000","2015-09-18T16:00:00.000"
"CBP14808","Crane, Boom, Pump Truck"," Callahan",,,"2015-08-28T07:00:00.000","2015-09-18T16:00:00.000"
"CBP14840","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-24T07:00:00.000","2015-09-25T16:00:00.000"
"CBP14840","Crane, Boom, Pump Truck"," Brownstone Masonry & Restoration",,,"2015-09-24T07:00:00.000","2015-09-25T16:00:00.000"
"CBP14826","Crane, Boom, Pump Truck"," Pierce Property Services",,,"2015-09-10T11:00:00.000","2015-09-10T13:00:00.000"
"CBP14826","Crane, Boom, Pump Truck"," Pierce Property Services",,,"2015-09-10T11:00:00.000","2015-09-10T13:00:00.000"
"CBP14776","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14776","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC",,,"2015-08-18T07:00:00.000","2015-08-18T16:00:00.000"
"CBP14851","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-09-22T07:00:00.000","2015-09-22T10:00:00.000"
"CBP14851","Crane, Boom, Pump Truck"," Gilbane Company",,,"2015-09-22T07:00:00.000","2015-09-22T10:00:00.000"
"CBP14797","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-08-26T11:00:00.000","2015-08-26T16:00:00.000"
"CBP14797","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.",,,"2015-08-26T11:00:00.000","2015-08-26T16:00:00.000"
"CBP14812","Crane, Boom, Pump Truck"," Marr Rigging",,,"2015-09-01T07:00:00.000","2015-09-01T16:00:00.000"
"CBP14812","Crane, Boom, Pump Truck"," Marr Rigging",,,"2015-09-01T07:00:00.000","2015-09-01T16:00:00.000"
"CBP14213","Crane, Boom, Pump Truck"," Schernecker Property Services, Inc.","4 Arlington St
Cambridge, MA 
(42.386482, -71.119468)",,"2014-10-31T00:00:00.000","2014-10-31T00:00:00.000"
"CBP12591","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2012-02-23T00:00:00.000","2012-02-23T00:00:00.000"
"CBP12591","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2012-02-23T00:00:00.000","2012-02-23T00:00:00.000"
"CBP14130","Crane, Boom, Pump Truck"," Marr Equipment","10 Cambridge Ctr
Cambridge, MA 
(42.364266, -71.08787)",,"2014-09-13T00:00:00.000","2014-09-13T00:00:00.000"
"CBP12166","Crane, Boom, Pump Truck"," Marr Equipment","303 Third St
Cambridge, MA 
(42.364457, -71.08313)",,"2011-01-10T00:00:00.000","2011-01-14T00:00:00.000"
"CBP12119","Crane, Boom, Pump Truck"," Pureview","7 Cambridge Ctr
Cambridge, MA 
(42.364294, -71.088412)",,"2010-11-06T00:00:00.000","2010-11-06T00:00:00.000"
"CBP11973","Crane, Boom, Pump Truck"," NES Rentals","166 Albany St
Cambridge, MA 
(42.359804, -71.098259)",,"2010-08-02T00:00:00.000","2010-08-06T00:00:00.000"
"CBP11985","Crane, Boom, Pump Truck"," Maltby & Company","24 Berkeley St
Cambridge, MA 
(42.378614, -71.126226)",,"2010-08-10T00:00:00.000","2010-08-10T00:00:00.000"
"CBP14326","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","300 Massachusetts Ave
Cambridge, MA 
(42.362135, -71.098255)",,"2014-12-22T00:00:00.000","2014-12-22T00:00:00.000"
"CBP12726","Crane, Boom, Pump Truck"," Streamline Waterproofing","20 Sidney St
Cambridge, MA 
(42.362305, -71.100242)",,"2012-05-14T00:00:00.000","2012-05-18T00:00:00.000"
"CBP14192","Crane, Boom, Pump Truck"," Barrett Tree Service East, Inc.","11 Garden St
Cambridge, MA 
(42.376898, -71.122524)",,"2014-10-15T00:00:00.000","2014-10-15T00:00:00.000"
"CBP12123","Crane, Boom, Pump Truck"," Marr Rigging","301 Binney St
Cambridge, MA 
(42.366544, -71.088033)",,"2010-11-10T00:00:00.000","2010-11-10T00:00:00.000"
"CBP12164","Crane, Boom, Pump Truck"," Marr Equipment","303 Third St
Cambridge, MA 
(42.364457, -71.08313)",,"2010-12-29T00:00:00.000","2010-12-30T00:00:00.000"
"CBP12975","Crane, Boom, Pump Truck"," Ashmont Welding  Co.","100 Cambridgeside Pl
Cambridge, MA 
(42.367027, -71.076016)",,"2012-09-13T00:00:00.000","2012-09-13T00:00:00.000"
"CBP13727","Crane, Boom, Pump Truck"," HALLAMORE CORPORATION","215 First St
Cambridge, MA 
(42.364179, -71.078505)",,"2014-01-31T00:00:00.000","2014-01-31T00:00:00.000"
"CBP11318","Crane, Boom, Pump Truck"," City Crane","Linsky Way
Cambridge, MA 
(42.364666, -71.079371)","First St","2009-03-11T00:00:00.000","2009-03-11T00:00:00.000"
"CBP13221","Crane, Boom, Pump Truck"," Shaughnessy & Ahern","4 Cambridge Ctr
Cambridge, MA 
(42.363654, -71.086891)",,"2013-03-02T00:00:00.000","2013-03-02T00:00:00.000"
"CBP11634","Crane, Boom, Pump Truck"," Glancy Crane","Jfk St
Cambridge, MA 
(42.371702, -71.120864)","Massachusetts Ave","2009-11-07T00:00:00.000","2009-11-07T00:00:00.000"
"CBP13599","Crane, Boom, Pump Truck"," Collins Crane & Rigging","1 Canal Pk
Cambridge, MA 
(42.367984, -71.074696)",,"2013-11-09T00:00:00.000","2013-11-09T00:00:00.000"
"CBP12982","Crane, Boom, Pump Truck"," NES Rentals","One Kendall Square Complex
Cambridge, MA 
(42.365487, -71.091014)",,"2012-09-17T00:00:00.000","2012-09-18T00:00:00.000"
"CBP13702","Crane, Boom, Pump Truck"," Triple G Scaffold","3 Cambridge Ctr
Cambridge, MA 
(42.363344, -71.086183)",,"2014-01-15T00:00:00.000","2014-01-15T00:00:00.000"
"CBP12875","Crane, Boom, Pump Truck"," Skanska","Prescott St
Cambridge, MA 
(42.373705, -71.113742)",,"2012-07-27T00:00:00.000","2012-07-27T00:00:00.000"
"CBP13100","Crane, Boom, Pump Truck"," JOHN MORIARTY & ASSOC","610 Main St
Cambridge, MA 
(42.362922, -71.093153)",,"2012-11-21T00:00:00.000","2012-11-21T00:00:00.000"
"CBP11002","Crane, Boom, Pump Truck"," Tree Specialist Inc","17 Francis Ave
Cambridge, MA 
(42.37892, -71.112145)",,"2008-06-17T00:00:00.000","2008-06-17T00:00:00.000"
"CBP13643","Crane, Boom, Pump Truck"," New England Finish","650 Kendall St
Cambridge, MA 
(42.364626, -71.081809)",,"2013-12-06T00:00:00.000","2013-12-06T00:00:00.000"
"CBP12962","Crane, Boom, Pump Truck"," Shaughnessy AmQuip, LLC","60 Vassar St
Cambridge, MA 
(42.361869, -71.091337)",,"2012-08-31T00:00:00.000","2012-08-31T00:00:00.000"
"CBP13698","Crane, Boom, Pump Truck"," Plumb House Inc.","80 Fawcett St
Cambridge, MA 
(42.392142, -71.146124)",,"2013-12-30T00:00:00.000","2014-01-03T00:00:00.000"
"CBP11743","Crane, Boom, Pump Truck"," Marr Equipment","Linsky Way
Cambridge, MA 
(42.364666, -71.079371)","First St","2010-02-23T00:00:00.000","2010-02-23T00:00:00.000"
"CBP11669","Crane, Boom, Pump Truck"," Marr Equipment","Massachusetts Ave
Cambridge, MA 
(42.393435, -71.125779)",,"2009-11-19T00:00:00.000","2009-11-19T00:00:00.000"
"CBP13728","Crane, Boom, Pump Truck"," Triboro Crane and Rigging","650 East Kendall St
Cambridge, MA 
(42.364531, -71.081115)",,"2014-02-03T00:00:00.000","2014-02-03T00:00:00.000"
"CBP11106","Crane, Boom, Pump Truck"," Valleycrest/Schumacher  Valleycrest","One Kendall Square Complex
Cambridge, MA 
(42.365487, -71.091014)",,"2008-08-12T00:00:00.000","2008-08-12T00:00:00.000"
"CBP11576","Crane, Boom, Pump Truck"," New England Finish","50 Rogers St
Cambridge, MA 
(42.365942, -71.078884)",,"2009-09-28T00:00:00.000","2009-09-29T00:00:00.000"
"CBP10861","Crane, Boom, Pump Truck"," Bond Brothers","Ames St
Cambridge, MA 
(42.361465, -71.088295)","Amherst St","2008-02-19T00:00:00.000","2008-02-22T00:00:00.000"
"CBP13527","Crane, Boom, Pump Truck"," Siena Construction","190 Massachusetts Ave
Cambridge, MA 
(42.361091, -71.09648)",,"2013-09-23T00:00:00.000","2013-09-23T00:00:00.000"
"CBP12972","Crane, Boom, Pump Truck"," Bay Crane","75 Ames St
Cambridge, MA 
(42.361917, -71.088274)",,"2012-09-08T00:00:00.000","2012-09-08T00:00:00.000"
