"id","geocoded_column","latitude","longitude","applicant_submit_date","issue_date","_of_pool_heaters","_of_heat_pumps","_of_refrigeration_units","_of_radiant_heat_units","_of_steam_generators","_of_fan_coils","_of_temporary_heat_and_l","_of_solar_heat_systems","_of_high_pressure_unit_psi","_of_furnaces","_of_ductless_split_systems","_of_condensers","_of_ventilation_units","_of_boilers","_of__bathroom_exhaust_fans","_of_energy_recovery_systems","_of_cogen_generators","_of__down_draft_exhaust","company_name","permit_type","does_the_proposed_work_include","does_the_proposed_work_include_1","does_the_proposed_work_include_2","building_permit_number","_of_hydro_air_systems","_of_draft_inducers","_of_direct_vent_fireplaces","_of_gas_generators","_of_stove_hoods_commercial","_of_range_hoods_residential","_of_process_piping_feet","_of_evaporative_coils","_of_air_handling_unit_duct","cooling_tower_location","weight_of_cooling_tower_in","total_tonnage_for_cooling","number_of_cooling_tower_units","number_of_cooling_tower_units_1","total_tonnage_for_ac_units","number_of_ac_units_over_25","number_of_ac_units_up_to"
"185504","139 Cushing St
Cambridge, MA 
(42.378703, -71.152283)","42.3787","-71.1517","2022-07-14T00:00:00.000","2022-07-25T00:00:00.000","","","","","","","","","","","1",,"","",,"","","","Keys North Atlantic Inc","New","true","false","false","","","","","","","","","","",,"","","","","","",""
"185739","2285 Massachusetts Ave
Cambridge, MA 
(42.394942, -71.127409)","42.395","-71.1273","2022-07-18T00:00:00.000","2022-07-25T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Spinale AC/TB Heating and Air Conditioning","Renovation","false",,,"","","","","","","","","","1",,"","","","","","",""
"185073","383 Windsor St
Cambridge, MA 
(42.3705, -71.09414)","42.3705","-71.0943","2022-07-14T00:00:00.000","2022-07-25T00:00:00.000","","3","","","","","","","","","3",,"","",,"","","","Correct Temp INC","Renovation","true","false","false","","","","","","","","","","15",,"","","","","","",""
"185509","50 Cushing St
Cambridge, MA 
(42.376189, -71.151638)","42.3762","-71.1518","2022-07-14T00:00:00.000","2022-07-25T00:00:00.000","","","","","","","","","","","1",,"","",,"","","","Keyes North Atlantic Inc.","New","true","false","false","","","","","","","","","","",,"","","","","","",""
"184488","21 rc
Cambridge, MA ","42.3836","-71.1317","2022-07-12T00:00:00.000","2022-07-25T00:00:00.000","","2","","","","","","","","","1",,"","",,"","","","St Jean Heating and Cooling","New","true","false","false","","","","","","","2","","6","1",,"","","","","","",""
"180865","30 Prince St
Cambridge, MA 
(42.3606, -71.11039)","42.3605","-71.1106","2022-06-15T00:00:00.000","2022-07-22T00:00:00.000","","","","","","","","","","","1",,"","",,"","","","Addario, Inc.","New","true","false","false","","","","","","","","","","",,"","","","","","",""
"181154","105 Belmont St
Cambridge, MA ","42.3753","-71.1543","2022-06-16T00:00:00.000","2022-07-18T00:00:00.000","","2","","","","","","","","","10",,"","",,"2","","","Accutemp Engineering","New","true","false","false","","","","","","","2","","","",,"","","","","","",""
"185541","1 Allston Ct
Cambridge, MA 
(42.359181, -71.109738)","42.3592","-71.1098","2022-07-18T00:00:00.000","2022-07-18T00:00:00.000","","","","","","","","","","","",,"","",,"","","","T&J HEATING AND AIR CONDITIONING INC","Renovation","true","false","false","","","","","","","1","","","",,"","","","","","",""
"183910","27 Wood St
Cambridge, MA 
(42.387568, -71.129657)","42.3876","-71.1296","2022-07-07T00:00:00.000","2022-07-15T00:00:00.000","","","","","","","","","","3","",,"","",,"","","","Ice Tech Corp","Renovation","true","false","false","","","","","","","3","","3","3",,"","","","","","",""
"181312","63 Sparks St
Cambridge, MA 
(42.379095, -71.130959)","42.379","-71.1311","2022-06-20T00:00:00.000","2022-07-14T00:00:00.000","0","0","0","0","0","0","0","","0","1","0",,"0","0",,"","0","0","Atlantic Heating & A.C.","Replacement","false",,,"","0","0","0","0","0","0","0","0","0",,"","","","","","",""
"183528","267 Grove St
Cambridge, MA 
(42.386019, -71.160183)","42.3861","-71.16","2022-07-06T00:00:00.000","2022-07-14T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Unique Indoor Comfort","New","true","false","false","","1","","","","","","","","",,"","","","","","",""
"184639","21 Essex St
Cambridge, MA 
(42.366289, -71.101985)","42.3663","-71.1021","2022-07-12T00:00:00.000","2022-07-13T00:00:00.000","","","","","","","","","","","2",,"","",,"","","","Mouradian Plumbing and Heating","New","true","false","false","","","","","","","","","","",,"","","","","","",""
"184411","1 Rogers St
Cambridge, MA 
(42.36581, -71.077496)","42.3664","-71.0773","2022-07-11T00:00:00.000","2022-07-13T00:00:00.000","","5","","","","30","","","","","",,"","",,"","","","Cox Engineering","Renovation","false",,,"","","","","","","","","","",,"","","","","","",""
"184348","1 Rogers St
Cambridge, MA 
(42.36581, -71.077496)","42.3664","-71.0772","2022-07-11T00:00:00.000","2022-07-13T00:00:00.000","","4","","","","46","","","","","",,"","",,"","","2","Cox Engineering","New","true","false","false","","","","","","","","","","",,"","","","","","",""
"184627","286 Pearl St
Cambridge, MA 
(42.357766, -71.110115)","42.3577","-71.11","2022-05-06T00:00:00.000","2022-07-12T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Light it up","Replacement","false",,,"","","","","","","","","","",,"","","","","","",""
"183008","150 Cambridgepark
Cambridge, MA 
(42.394861, -71.145995)","42.3944","-71.1461","2022-07-01T00:00:00.000","2022-07-12T00:00:00.000","","","","","","21","","","","","",,"","",,"","","","Environmental Systems Inc","Renovation","false",,,"","","","","","","","700","","",,"","","","","","",""
"183574","182 Memorial Dr
Cambridge, MA 
(42.358244, -71.090121)","42.3585","-71.0904","2022-07-06T00:00:00.000","2022-07-12T00:00:00.000","","","","","","14","","","","","",,"","",,"","","","Charles P Blouin Inc","Renovation","false",,,"","","","","","","","","","7",,"","","","","","",""
"183009","150 Cambridgepark
Cambridge, MA 
(42.394861, -71.145995)","42.3944","-71.1461","2022-07-01T00:00:00.000","2022-07-12T00:00:00.000","","","","","","37","","","","","",,"","",,"","","","Environmental Systems Inc","Renovation","false",,,"","","","","","","","1400","","",,"","","","","","",""
"129117","101 Rogers St
Cambridge, MA 
(42.366488, -71.082748)","42.3665","-71.0828","2021-06-24T00:00:00.000","2022-07-12T00:00:00.000","0","5","0","0","0","35","0","0","0","0","4",,"0","0",,"2","0","0","E. Amanti & Sons Inc.","New","false",,,"","0","0","0","0","0","0","0","0","0",,"","","","","","",""
"183455","77 Massachusetts Ave
Cambridge, MA 
(42.358969, -71.093527)","42.3591","-71.0933","2022-07-05T00:00:00.000","2022-07-12T00:00:00.000","0","","0","","0","","","0","0","0","",,"","",,"","","","Finbarr Mechanical","Renovation","false",,,"","","0","","","","","","","",,"","","","","","",""
"183606","325 Vassar St
Cambridge, MA 
(42.354838, -71.105603)","42.3549","-71.1057","2022-06-29T00:00:00.000","2022-07-12T00:00:00.000","","","","","","","","","","","2",,"","",,"","","","Finbarr Mechanical","Renovation","true","true","false","BLDC.179212.2022","","","","","","","","","",,"","","","","","0","2"
"183828","10 Canal Pk
Cambridge, MA 
(42.368171, -71.074614)","42.3687","-71.0755","2022-04-26T00:00:00.000","2022-07-11T00:00:00.000","","","","","","","","","","","",,"","",,"","","","J. M. Service Company LLC","Replacement","true","false","true","177172","","","","","","","","","",,"15000","200","1","0","200","",""
"183281","1688 Massachusetts Ave
Cambridge, MA 
(42.382672, -71.119692)","42.3827","-71.1198","2022-07-04T00:00:00.000","2022-07-11T00:00:00.000","","","","","","","","","","","2",,"2","",,"","","","W.E. Brovero HVAC LLC","Replacement","false",,,"","","","","","","","","2","2",,"","","","","","",""
"179881","112-R Magazine St
Cambridge, MA 
(42.360077, -71.110022)","42.3599","-71.1096","2022-06-09T00:00:00.000","2022-07-08T00:00:00.000","","1","","","","4","","","","","1",,"","",,"","","","Greater Boston HVAC","New","true","false","false","","","","","","","","","","",,"","","","","","",""
"182881","80 Gerrys Landing Rd
Cambridge, MA 
(42.371951, -71.134867)","42.3714","-71.1355","2022-06-27T00:00:00.000","2022-07-08T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,"0","0","0","Finbarr Mechanical ","Replacement","true","true","false","179439","0","0","0","0","0","0","0","0","2",,"","","","","","1","0"
"179585","314 Main St
Cambridge, MA 
(42.362421, -71.086764)","42.3622","-71.0868","2022-06-07T00:00:00.000","2022-07-07T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Pinnacle Piping & Service","New","false",,,"","","","","","","","","","1",,"","","","","","",""
"183800","2 Rindgefield St
Cambridge, MA 
(42.393021, -71.127881)","42.393","-71.1278","2022-07-07T00:00:00.000","2022-07-07T00:00:00.000","","","","","","","","","","1","1",,"","",,"","","","Central Cooling & Heating, Inc","Replacement","true","false","false","","","","","","","","","","",,"","","","","","",""
"181406","1 Jfk St
Cambridge, MA 
(42.37344, -71.119439)","42.3733","-71.1197","2022-06-21T00:00:00.000","2022-07-07T00:00:00.000","","","","","","","","","","","",,"3","",,"","","","Sensible Systems Inc.","New","false",,,"","","","","","","","","","3",,"","","","","","",""
"172577","300 Third St
Cambridge, MA 
(42.365613, -71.082467)","42.3655","-71.0823","2022-04-27T00:00:00.000","2022-07-07T00:00:00.000","","","","","","","","","","","",,"","6",,"","","","Environmental Systems Inc","Replacement","false",,,"","","","","","","","","","",,"","","","","","",""
"182333","95 Pearl St
Cambridge, MA 
(42.362466, -71.105034)","42.3627","-71.1052","2022-06-23T00:00:00.000","2022-07-07T00:00:00.000","","","","2","","","","","","","",,"","",,"","","","Benjamin William Construction Group LLC","New","false",,,"","","","","","","","","","",,"","","","","","",""
"181461","100 Auburn St
Cambridge, MA 
(42.362472, -71.103169)","42.3624","-71.1032","2022-06-21T00:00:00.000","2022-07-07T00:00:00.000","","","","","","","","","","2","",,"","",,"","","","Atlantic Heating & A.C.","Replacement","true","false","false","","","","","","","","","2","0",,"","","","","","",""
"182337","4 William St
Cambridge, MA 
(42.362853, -71.105087)","42.3628","-71.1052","2022-06-27T00:00:00.000","2022-07-07T00:00:00.000","","","","1","","","","","","","",,"","",,"","","","Benjamin William Construction Group LLC","New","false",,,"","","","","","","","","","",,"","","","","","",""
"183544","11 Blackstone St
Cambridge, MA 
(42.362522, -71.114517)","42.3625","-71.1144","2022-07-06T00:00:00.000","2022-07-07T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Atlantic Heating & A..C.","Replacement","true","false","false","","","","","","","","","","1",,"","","","","","",""
"180040","122 Hamilton St
Cambridge, MA 
(42.358851, -71.107091)","42.3588","-71.1072","2022-06-09T00:00:00.000","2022-07-07T00:00:00.000","","1","","","","","","","","","",,"","",,"","","","Addario, Inc.","Replacement","false",,,"","1","","","","","","","","",,"","","","","","",""
"182334","2 William St
Cambridge, MA 
(42.362779, -71.104949)","42.3628","-71.105","2022-06-27T00:00:00.000","2022-07-07T00:00:00.000","","","","1","","","","","","","",,"","",,"","","","Benjamin William Construction Group LLC","New","false",,,"","","","","","","","","","",,"","","","","","",""
"182339","87 Pearl St
Cambridge, MA 
(42.362604, -71.104887)","42.3627","-71.1049","2022-06-27T00:00:00.000","2022-07-07T00:00:00.000","","","","1","","","","","","","",,"","",,"","","","Benjamin William Construction Group LLC","New","false",,,"","","","","","","","","","",,"","","","","","",""
"183546","45 Market St
Cambridge, MA 
(42.368649, -71.096575)","42.3687","-71.0964","2022-07-06T00:00:00.000","2022-07-06T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Atlantic Heating & A.C.","Replacement","true","false","false","","","","","","","","","1","",,"","","","","","",""
"183058","90 Inman St
Cambridge, MA 
(42.37148, -71.101953)","42.3715","-71.1018","2022-07-01T00:00:00.000","2022-07-06T00:00:00.000","","","","","","","","","","","3",,"","",,"","","","Climate Zone","Replacement","true","false","false","","","","","","","","","","",,"","","","","","",""
"182997","300 Technology Sq
Cambridge, MA 
(42.363415, -71.091263)","42.3634","-71.0918","2022-07-01T00:00:00.000","2022-07-05T00:00:00.000","","","2","","","","","","","","",,"","",,"","","","EMCOR Services Northeast, Inc.","Renovation","true","false","false","","","","","","","","","","",,"","","","","","",""
"181426","177 Elm St
Cambridge, MA 
(42.371135, -71.09648)","42.3712","-71.0967","2022-06-21T00:00:00.000","2022-06-30T00:00:00.000","","2","","","","","","","","","",,"","",,"","","","AS8 Corporation","New","true","false","false","","","","","","","","","0","2",,"","","","","","",""
"182662","485 Massachusetts Ave
Cambridge, MA 
(42.363994, -71.101357)","42.3642","-71.1013","2022-06-29T00:00:00.000","2022-06-30T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Accutemp Engineering ","Renovation","false",,,"","","","","","","","","","",,"","","","","","",""
"174483","185 Green St
Cambridge, MA 
(42.363707, -71.102402)","42.3638","-71.1024","2021-07-13T00:00:00.000","2022-06-30T00:00:00.000","","","","","","","","","","","",,"","",,"","","","DeRenzis Mechanical","Replacement","true","true","false","147071","","","","","","","","","",,"","","","","","","5"
"182373","229 Elm St
Cambridge, MA 
(42.372077, -71.095903)","42.3722","-71.096","2022-06-27T00:00:00.000","2022-06-29T00:00:00.000","","","","","","","","","","3","",,"","",,"","","","RPM HVAC ","Renovation","true","false","false","","","","","","","","","3","",,"","","","","","",""
"179959","12 Lakeview Ave
Cambridge, MA 
(42.377163, -71.138701)","42.377","-71.139","2022-06-08T00:00:00.000","2022-06-29T00:00:00.000","","12","","9","","","","","","","1",,"1","2",,"2","","","Gas Associates, Inc","New","false",,,"","","","","","","1","","","12",,"","","","","","",""
"182323","17 Maple Ave
Cambridge, MA 
(42.372209, -71.104929)","42.3722","-71.1051","2022-06-20T00:00:00.000","2022-06-28T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Davide  Vecchi Home Repair ","Renovation","false",,,"","","","","","","1","","","",,"","","","","","",""
"182481","190 Massachusetts Ave
Cambridge, MA 
(42.361145, -71.096563)","42.361","-71.0965","2022-06-28T00:00:00.000","2022-06-28T00:00:00.000","","","","","","","","","","","",,"1","",,"","","","RH Northrop Corp","Renovation","false",,,"","","","","","1","","","","",,"","","","","","",""
"181786","19 Ellsworth Ave
Cambridge, MA 
(42.373556, -71.106779)","42.3736","-71.1068","2022-06-22T00:00:00.000","2022-06-27T00:00:00.000","","","","","","","","","","","",,"","",,"","","","HIGH END HVAC INC.","New","true","false","false","","1","","","","","","","","",,"","","","","","",""
"181675","37 Harris St
Cambridge, MA 
(42.383554, -71.113884)","42.3836","-71.1138","2022-06-22T00:00:00.000","2022-06-24T00:00:00.000","","","","","","","","","","","6",,"","",,"","","","ATlantic Heating & A.C.","New","true","false","false","","","","","","","","","","",,"","","","","","",""
"181830","150 Cambridgepark Dr
Cambridge, MA 
(42.394861, -71.145995)","42.3946","-71.146","2022-06-21T00:00:00.000","2022-06-23T00:00:00.000","","","","","","1","","","","","2",,"","",,"","","","PH Mechanical Corp.","New","true","true","false","155714","","","","","","","","","",,"","","","","","0","2"
"181028","16 Gray Gdns E
Cambridge, MA 
(42.384117, -71.127037)","42.384","-71.127","2022-06-16T00:00:00.000","2022-06-23T00:00:00.000","","","","","","","","","","","1",,"","",,"","","","Skill HVAC Services","New","true","false",,"","","","","","","","","","",,"","","","","","",""
"176858","40 Thorndike St
Cambridge, MA 
(42.369555, -71.079521)","42.3695","-71.0796","2022-05-23T00:00:00.000","2022-06-22T00:00:00.000","0","70","0","0","0","0","0","0","0","0","2",,"5","4",,"3","0","2","E.M. Duggan, Inc.","Renovation","true","true","true","BLDC-97328-2021","0","","0","0","0","0","0","0","0",,"17100","1125","1","0","1125","2","0"
"180219","304 Washington St
Cambridge, MA 
(42.365258, -71.098127)","42.3652","-71.0981","2022-06-10T00:00:00.000","2022-06-22T00:00:00.000","","","","","","","","","","","1",,"","",,"","","","Sila Services","New","false",,,"","","","","","","","","3","",,"","","","","","",""
"171697","100 Cambridgeside Pl
Cambridge, MA 
(42.367005, -71.076013)","42.3691","-71.0771","2022-03-22T00:00:00.000","2022-06-17T00:00:00.000","0","21","0","0","0","7","0","0","0","0","1",,"0","4",,"1","0","0","Grodsky","Renovation","true","false","true","BLDC-132949-2021","0","0","0","0","0","0","0","0","20",,"112027","500","1","0","500","",""
"180335","46 Pearl St
Cambridge, MA 
(42.363737, -71.103628)","42.3637","-71.1035","2022-06-13T00:00:00.000","2022-06-17T00:00:00.000","","","","","","","","","","","",,"","",,"","","","Thermo HVAC","New","false",,,"","","","","","","","200","2","2",,"","","","","","",""
"180756","35 Landsdowne St
Cambridge, MA 
(42.360767, -71.099777)","42.361","-71.1002","2022-06-15T00:00:00.000","2022-06-16T00:00:00.000","","","","","","1","","","","","",,"","",,"","","","JC Cannistraro","New","false",,,"","","","","","","","","","",,"","","","","","",""
"179960","175 Cambridge St
Cambridge, MA 
(42.370887, -71.07884)","42.371","-71.0788","2022-04-20T00:00:00.000","2022-06-16T00:00:00.000","","","","","","","","","","","",,"1","",,"","","","Air Cleaning Specialists of New England LLC","Replacement","false",,,"","","","","","","","","","",,"","","","","","",""
"180921","200 Technology Sq
Cambridge, MA 
(42.363408, -71.091264)","42.3629","-71.0912","2022-06-16T00:00:00.000","2022-06-16T00:00:00.000","","","","","","7","","","","","",,"","",,"","","","Poirier & Springer, Inc.","Renovation","false",,,"","","","","","","","","","",,"","","","","","",""
"179901","20 Union St
Cambridge, MA 
(42.36948, -71.095432)","42.3695","-71.0953","2022-06-09T00:00:00.000","2022-06-16T00:00:00.000","","","","","","","","","","","",,"","",,"2","","","Hegarty Plumbing & Heating, Inc.","New","true","false","false","","","","","","","1","","4","4",,"","","","","","",""
"175356","48 Quincy St
Cambridge, MA 
(42.375917, -71.11426)","42.3757","-71.1142","2022-05-16T00:00:00.000","2022-06-15T00:00:00.000","","","","","","","","","","","",,"","",,"","","","BREEN & SULLIVAN MECHANICAL SERVICES","Renovation","false",,,"","","","","","","","","","",,"","","","","","",""
