Title,Author,Project URL,Dataset URL,Date,Image
Business Climate Dashboard,City of Cambridge,https://cambridgema.ecdev.org/business-climate/us-place-cambridge-7,,08/20/2018,https://data.cambridgema.gov/views/wtcw-2b22/files/dcc4da9b-eb16-452a-a228-4981b41400e5
Development Log Dashboard,City of Cambridge,https://www.cambridgema.gov/CDD/developmentlog,https://data.cambridgema.gov/Planning/Development-Log-Current-Edition/wjwg-93qh,01/30/2018,https://data.cambridgema.gov/views/wtcw-2b22/files/30ed2182-c379-43f6-883d-dd6083ae4a6e
Non-Profits Dashboard,City of Cambridge,http://www.cambridgema.gov/CDD/News/2017/11/nonprofitdataset.aspx,https://data.cambridgema.gov/Economic-Development/Non-Profit-Corporations/qyv9-s3hq,11/30/2017,https://data.cambridgema.gov/views/wtcw-2b22/files/865a5daa-c06c-4319-a063-d8035a737100
Dogs of Cambridge Data Story,City of Cambridge,https://data.cambridgema.gov/stories/s/qjvj-bebc,https://data.cambridgema.gov/General-Government/Dogs-of-Cambridge/sckh-3xyx,10/18/2017,https://data.cambridgema.gov/views/wtcw-2b22/files/898668f6-bd9f-40e0-979b-e7529df8e67f
Tree Foliage Map,City of Cambridge,https://cityofcambridge.shinyapps.io/Foliage/,https://data.cambridgema.gov/Public-Works/Street-Trees/ni4i-5bnn,09/12/2017,https://data.cambridgema.gov/views/wtcw-2b22/files/cb2609c4-c29d-488b-87cc-ab58358da82f
Green Building Dashboard,City of Cambridge,https://app.powerbi.com/view?r=eyJrIjoiZTk0OWZmYTctZDljNy00N2MxLTg0OWUtYTEyYzZiZWY1YTNkIiwidCI6ImMwNmE4YmU3LTg0NzktNGQ3My1iMzUxLTkzYmM5YmE4Mjk1YyIsImMiOjN9,https://data.cambridgema.gov/Energy-and-the-Environment/Green-Building-Article-22-Review-Project-Log/ay64-ymwq,05/01/2017,https://data.cambridgema.gov/views/wtcw-2b22/files/ab115419-0b83-4c65-8be7-5a9f98d8703d
Pay Equity Dashboard,City of Cambridge Mayor's Office,https://www.cambridgema.gov/Departments/citymanagersoffice/payequitydashboard,,04/01/2017,https://data.cambridgema.gov/views/wtcw-2b22/files/6c926283-8ed5-41fe-8eae-590d355dee7a
Equity and Inclusion Dashboard,City of Cambridge,https://www.cambridgema.gov/Departments/equityandinclusion/interactiveequityandinclusiondashboard,,04/01/2017,https://data.cambridgema.gov/views/wtcw-2b22/files/2f13de35-224f-4810-8dc4-e86efb43e18e
Envision Cambridge Engagement Map,City of Cambridge,http://envision.cambridgema.gov/engagement-data/,https://data.cambridgema.gov/Planning/Envision-Cambridge-Mobile-Engagement-Feedback/sx7w-cut7,02/27/2017,https://data.cambridgema.gov/views/wtcw-2b22/files/529de078-f36f-4d14-8d5e-07f4158b2d4b
