"the_geom","id","street","street_nam","street_typ","street_id","alias","l_from","l_to","r_from","r_to","zip_left","zip_right","fromnode","tonode","direction","restrictio","label","roadways","majorroad"
"MULTILINESTRING ((-71.11345316355894 42.369273805960866, -71.11356610054415 42.369280414486276, -71.11427589390567 42.36933002242795))","Green_St_16","Green St","Green","St","345.0","Green St Ext, Little Green St","694","702","701","703","02139","02139","1478.0","1473.0","0","F","Green St","F","0"
"MULTILINESTRING ((-71.11352620873004 42.36794199437317, -71.11353115901503 42.367719274280674))","Putnam_Ave_22","Putnam Ave","Putnam","Ave","634.0",,"-1","-1","71","71","02139","02139","1557.0","1576.0","0","F","Putnam Ave","F","2"
"MULTILINESTRING ((-71.11353115901503 42.367719274280674, -71.1140165191767 42.36772979484514))","Flagg_St_1","Flagg St","Flagg","St","284.0",,"-1","-1","5","7","02138","02138","1576.0","1575.0","1","F","Flagg St","F","0"
"MULTILINESTRING ((-71.11484567045713 42.36574385902086, -71.1148702275977 42.365654841035905, -71.1149831890964 42.36525516006076, -71.11500650750354 42.365175056146306))","Banks_St_1","Banks St","Banks","St","62.0",,"220","226","-1","-1","02138","02138","1700","1745.0","0","F","Banks St","F","0"
"MULTILINESTRING ((-71.11027077776664 42.36899132152397, -71.1103654855305 42.369025504281204, -71.11064241011125 42.369125338519154, -71.11073476096406 42.36915772934211))","Massach_Ave_29","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","1000","1000","975","975","02138","02139","1502.0","1488.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.11073476096406 42.36915772934211, -71.11083304769444 42.36919370747289, -71.1117633950909 42.369531848195805, -71.11186050422371 42.36956694336267))","Massach_Ave_30","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","1008","1010","983","1013","02138","02138","1488.0","1457.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.11607153522485 42.36430185560951, -71.1159967007895 42.365151638982624, -71.11599022597464 42.3652246647275))","Memoria_Dr_32","Memorial Dr","Memorial","Dr","530.0",,"-1","-1","880","880","02138","02138","1801.0","1740.0","0","T","Memorial Dr","F","1"
"MULTILINESTRING ((-71.11593750815524 42.36579564110721, -71.11593086460496 42.36590252819521, -71.11592562688742 42.365972896300086, -71.11593353794756 42.366254492524526, -71.11596306982736 42.36653434983009, -71.11599098091195 42.36668503798213, -71.11605434844189 42.366938280882884, -71.11613327308925 42.36719517039381, -71.11629885294214 42.36763052183953, -71.11635922307529 42.36778041259))","Memoria_Dr_34","Memorial Dr","Memorial","Dr","530.0",,"-1","-1","900","900","02138","02138","1697.0","1570.0","0","T","Memorial Dr","F","1"
"MULTILINESTRING ((-71.11482018982967 42.36440460852457, -71.11487546067987 42.364400320759714, -71.11498126596734 42.36439175673608, -71.11607153522485 42.36430185560951))","Western_Ave_1","Western Ave","Western","Ave","807.0",,"-1","-1","381","387","02139","02139","1792.0","1801.0","1","F","Western Ave","F","2"
"MULTILINESTRING ((-71.13080607264892 42.39358744926338, -71.13080237415144 42.39340300923894))","Rice_St_1","Rice St","Rice","St","649.0",,"-1","-1","99","113","02140","02140","192.0","204.0","0","F","Rice St","F","0"
"MULTILINESTRING ((-71.13498864572374 42.39201124211095, -71.13569932349763 42.391986547635796))","Jackson_Cir_2","Jackson Cir","Jackson","Cir","430.0",,"45","76","77","108","02140","02140","236.0","238.0","0","F","Jackson Cir","F","0"
"MULTILINESTRING ((-71.1331072278855 42.39350749339256, -71.13324300855258 42.39351506078912, -71.13384743077071 42.393552603512035, -71.13414781479644 42.393570489774525))","Rindge_Ave_14","Rindge Ave","Rindge","Ave","654.0",,"244","244","223","237","02140","02140","198.0","194.0","0","T","Rindge Ave","F","2"
"MULTILINESTRING ((-71.13089197526442 42.39719893137988, -71.13156370941914 42.39724117465048))","Harvey_St_1","Harvey St","Harvey","St","372.0",,"24","34","17","35","02140","02140","94.0","93.0","1","F","Harvey St","F","0"
"MULTILINESTRING ((-71.13054077772598 42.39126465736218, -71.13060690669612 42.39126218049426, -71.1308401371335 42.39125313269646, -71.13096036930057 42.39124728935174))","Verdun_St_3","Verdun St","Verdun","St","772.0",,"2","6","1","5","02140","02140","259.0","260.0","0","F","Verdun St","F","0"
"MULTILINESTRING ((-71.13184316286419 42.39012477827169, -71.13175910142073 42.39011114570581, -71.13086335370866 42.38995858704656, -71.1307072615209 42.389925130012976, -71.13070127010137 42.389924205243595, -71.13068210522582 42.3899161310751, -71.1306641248898 42.38990806070554, -71.13066290862785 42.389907151261525, -71.1306557007886 42.38990534448581, -71.13063650995645 42.38990171560453, -71.13060049207726 42.38989537096104, -71.13051760531827 42.38988352489626, -71.13048040292726 42.38987717641147, -71.1304455644795 42.389871713606404))","Bolton_St_1","Bolton St","Bolton","St","94.0",,"75","85","74","80","02140","02140","308.0","319.0","0","F","Bolton St","F","0"
"MULTILINESTRING ((-71.13722149049893 42.38664469284304, -71.13731601955116 42.386717159679584, -71.13775401043559 42.38704908913127, -71.13790718673847 42.38716452001613))","Field_St_4","Field St","Field","St","280.0",,"66","74","75","75","02138","02138","407.0","387.0","0","F","Field St","F","0"
"MULTILINESTRING ((-71.1304448826648 42.39081171673483, -71.13087235913724 42.39088259590525, -71.13095283073827 42.3908962176002))","Pembert_St_5","Pemberton St","Pemberton","St","606.0",,"177","177","-1","-1","02140","02140","278.0","273.0","0","F","Pemberton St","F","0"
"MULTILINESTRING ((-71.13095283073827 42.3908962176002, -71.13103929405182 42.390910736550715, -71.13184382709322 42.391046976645576, -71.1318966412603 42.39105515826818))","Pembert_St_6","Pemberton St","Pemberton","St","606.0",,"177","199","190","196","02140","02140","273.0","265.0","0","F","Pemberton St","F","0"
"MULTILINESTRING ((-71.13270533500672 42.39027187119421, -71.13252039453549 42.390240108177686, -71.131917599964 42.390138379988706, -71.13184316286419 42.39012477827169))","Bolton_St_2","Bolton St","Bolton","St","94.0",,"61","73","68","70","02140","02140","304.0","308.0","0","F","Bolton St","F","0"
"MULTILINESTRING ((-71.13270533500672 42.39027187119421, -71.13271293560403 42.39041000399795, -71.13274535718746 42.391035588474274, -71.13275408120177 42.39119065568289))","Sherman_St_10","Sherman St","Sherman","St","700.0",,"143","151","140","140","02140","02140","304.0","263.0","0","F","Sherman St","F","2"
"MULTILINESTRING ((-71.08001013439436 42.3703211182374, -71.08002869431023 42.37024009842305, -71.08016122591964 42.36964717477594))","Third_St_13","Third St","Third","St","744.0","3rd St","-1","-1","83","101","02141","02141","1382.0","1438.0","0","T","Third St","F","0"
"MULTILINESTRING ((-71.08016122591964 42.36964717477594, -71.08164875444982 42.36982988960041, -71.08181321653933 42.369850985913025))","Thorndi_St_3","Thorndike St","Thorndike","St","747.0",,"66","80","59","83","02141","02141","1438.0","1420.0","0","T","Thorndike St","F","0"
"MULTILINESTRING ((-71.08314010824904 42.371443581717394, -71.08329015451396 42.37146283999908, -71.08464686619728 42.371636150998974, -71.08478973440675 42.37165535396071))","Cambrid_St_6","Cambridge St","Cambridge","St","122.0",,"424","506","425","501","02141","02141","1284.0","1260.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08553530891346 42.3717516158473, -71.08567818340572 42.37176993962065, -71.08612001835448 42.371824984850186))","Cambrid_St_8","Cambridge St","Cambridge","St","122.0",,"564","580","561","575","02141","02141","1252.0","1246.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08478973440675 42.37165535396071, -71.08496019131174 42.37167737292891, -71.08540922370753 42.371735108619696, -71.08553530891346 42.3717516158473))","Cambrid_St_7","Cambridge St","Cambridge","St","122.0",,"520","550","519","555","02141","02141","1260.0","1252.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08461315064426 42.37237465292131, -71.08463907359233 42.372270498985465, -71.08475762198499 42.37178355117172, -71.08478973440675 42.37165535396071))","Sixth_St_10","Sixth St","Sixth","St","703.0","6th St","6","10","1","13","02141","02141","1197.0","1260.0","0","T","Sixth St","F","0"
"MULTILINESTRING ((-71.08408381913159 42.37228720731392, -71.08414956901186 42.37197382427022))","Gore-S_Pl_1","Gore Street Pl","Gore Street","Pl","336.0",,"2","4","3","5","02141","02141","1200","1231.0","0","F","Gore Street Pl","F","0"
"MULTILINESTRING ((-71.1207374857437 42.37321670159728, -71.12078580880404 42.37317498636076, -71.12084018037795 42.37312437280456, -71.12085708841876 42.373106592062136, -71.12086806483121 42.3730843738106, -71.1208754525669 42.37304963075921, -71.120878044869 42.37301846663768, -71.12087817300522 42.372997090733975, -71.12087590655702 42.37297389585014, -71.12086410865435 42.37294177875621, -71.12084393721834 42.372898959618304, -71.12081890689952 42.372864137152575, -71.1207843190339 42.372818581290055))","Mt-A_St_15","Mt Auburn St","Mt Auburn","St","549.0","Mount Auburn St","-1","-1","-1","-1","02138","02138","1129.0","2223.0","1","F","Mt Auburn St","F","2"
"MULTILINESTRING ((-71.0851382685244 42.372557437611086, -71.08518263348962 42.372575406673086, -71.08519580970683 42.37258080513998, -71.08523773803508 42.37259788728893))","Gore_St_9","Gore St","Gore","St","335.0",,"-1","-1","-1","-1","02141","02141","1179.0","1175.0","0","T","Gore St","F","0"
"MULTILINESTRING ((-71.0794422584415 42.372416453450235, -71.07966024353226 42.372525970622476, -71.07976562759497 42.37257802667157))","Monsign-O_Hwy_9","Monsignor OBrien Hwy","Monsignor OBrien","Hwy","541.0","Msr OBrien Hwy","-1","-1","-1","-1","02141","02141","1196.0","1178.0","0","F","Monsignor OBrien Hwy","T","1"
"MULTILINESTRING ((-71.08102545824165 42.37322770022631, -71.08178831970956 42.373616293612955, -71.08191771479709 42.37367556955877, -71.08209983432458 42.37375910247382))","Monsign-O_Hwy_11","Monsignor OBrien Hwy","Monsignor OBrien","Hwy","541.0","Msr OBrien Hwy","250","264","241","245","02141","02141","1123.0","2137.0","0","F","Monsignor OBrien Hwy","T","1"
"MULTILINESTRING ((-71.08110326923013 42.37291167366397, -71.08174315850468 42.372996873254635))","Stevens_Ct_1","Stevens Ct","Stevens","Ct","727.0",,"-1","-1","-1","-1","02141","02141","1151.0","1142.0","0","F","Stevens Ct","F","0"
"MULTILINESTRING ((-71.07985597762053 42.36820261854222, -71.07998323846049 42.36821913619383, -71.08044664363295 42.36828141674327, -71.08057385613621 42.36829968977597))","Hurley_St_3","Hurley St","Hurley","St","421.0",,"88","88","77","79","02141","02141","1533.0","1527.0","0","F","Hurley St","F","0"
"MULTILINESTRING ((-71.07986290917655 42.36535409391946, -71.08008740332464 42.36538254665152, -71.08211022282357 42.36563937844294, -71.08240551396723 42.3656778802177))","Binney_St_3","Binney St","Binney","St","83.0",,"100","100","75","125","02142","02142","2188.0","2142.0","0","F","Binney St","T","2"
"MULTILINESTRING ((-71.07969459923163 42.366092131363104, -71.07971437794848 42.36600576501655, -71.07982698182968 42.36551523246905, -71.07986290917655 42.36535409391946))","Second_St_3","Second St","Second","St","689.0","2nd St","-1","-1","-1","-1","02142","02142","1676.0","2188.0","0","F","Second St","F","0"
"MULTILINESTRING ((-71.0837817541943 42.36870695659649, -71.08392702657522 42.368725291260986, -71.08529924840873 42.368900434635016, -71.08543372216359 42.36891785035389))","Hurley_St_6","Hurley St","Hurley","St","421.0",,"296","346","303","341","02141","02141","1512.0","1500","0","F","Hurley St","F","0"
"MULTILINESTRING ((-71.08362345255131 42.36938620222548, -71.08364820928007 42.36927938246119, -71.08375449873465 42.36882803657981, -71.0837817541943 42.36870695659649))","Fifth_St_6","Fifth St","Fifth","St","281.0","5th St","132","136","129","145","02141","02141","1463.0","1512.0","0","T","Fifth St","F","0"
"MULTILINESTRING ((-71.08212979724183 42.36849603910395, -71.08228223567379 42.368516185536244, -71.08359085990898 42.368682200092955, -71.0837817541943 42.36870695659649))","Hurley_St_5","Hurley St","Hurley","St","421.0",,"254","290","241","291","02141","02141","1518.0","1512.0","0","F","Hurley St","F","0"
"MULTILINESTRING ((-71.08197152119418 42.36917440454144, -71.0821539852893 42.36919822755626, -71.08343377146548 42.369362355410466, -71.08362345255131 42.36938620222548))","Spring_St_5","Spring St","Spring","St","716.0",,"84","114","89","115","02141","02141","1477.0","1463.0","0","T","Spring St","F","0"
"MULTILINESTRING ((-71.08200073913905 42.366388334755136, -71.08207122793182 42.36626562855657, -71.08229853302522 42.36586905618684, -71.08240551396723 42.3656778802177))","Third_St_7","Third St","Third","St","744.0","3rd St","270","270","275","275","02142","02142","1655.0","2142.0","0","T","Third St","F","0"
"MULTILINESTRING ((-71.08163117621818 42.36703829909254, -71.08169436826783 42.366928052171424, -71.08193873805943 42.36649770807642, -71.08200073913905 42.366388334755136))","Third_St_8","Third St","Third","St","744.0","3rd St","252","252","245","255","02142","02142","1612.0","1655.0","0","T","Third St","F","0"
"MULTILINESTRING ((-71.08057385613621 42.36829968977597, -71.0807791796371 42.36832450388743, -71.08195812876153 42.36847401148762, -71.08212979724183 42.36849603910395))","Hurley_St_4","Hurley St","Hurley","St","421.0",,"200","236","193","235","02141","02141","1527.0","1518.0","0","F","Hurley St","F","0"
"MULTILINESTRING ((-71.08032435680103 42.3689652622346, -71.08051885792018 42.36898734811323, -71.08182144375505 42.369155144395215, -71.08197152119418 42.36917440454144))","Spring_St_4","Spring St","Spring","St","716.0",,"52","80","67","79","02141","02141","1496.0","1477.0","0","T","Spring St","F","0"
"MULTILINESTRING ((-71.07969410035561 42.368879184170176, -71.07984894403299 42.36889937005462, -71.08019231331129 42.368944282102035, -71.08032435680103 42.3689652622346))","Spring_St_3","Spring St","Spring","St","716.0",,"44","50","-1","-1","02141","02141","1503.0","1496.0","1","F","Spring St","F","0"
"MULTILINESTRING ((-71.07986290917655 42.36535409391946, -71.07987648002266 42.36529978319384, -71.07990364515422 42.365187621953666, -71.0799816056407 42.36484843606895, -71.08000878824721 42.36473358565551))","Second_St_2","Second St","Second","St","689.0","2nd St","-1","-1","-1","-1","02142","02142","2188.0","1771.0","0","F","Second St","F","0"
"MULTILINESTRING ((-71.07969410035561 42.368879184170176, -71.07972129688565 42.36876257775957, -71.07983128727575 42.36830411426196, -71.07985597762053 42.36820261854222))","Lopez_Ave_2","Lopez Ave","Lopez","Ave","495.0",,"12","22","3","23","02141","02141","1503.0","1533.0","0","F","Lopez Ave","F","0"
"MULTILINESTRING ((-71.07922451553358 42.36812100630966, -71.07936138518753 42.368139343454395, -71.07973832582609 42.368187946952574, -71.07985597762053 42.36820261854222))","Hurley_St_2","Hurley St","Hurley","St","421.0",,"62","66","57","63","02141","02141","1538.0","1533.0","0","F","Hurley St","F","0"
"MULTILINESTRING ((-71.07953868313503 42.36676871886422, -71.07956220092716 42.36666546267353, -71.07966615298736 42.36621320612211, -71.07969459923163 42.366092131363104))","Second_St_4","Second St","Second","St","689.0","2nd St","160","160","175","175","02142","02142","1631.0","1676.0","0","F","Second St","F","0"
"MULTILINESTRING ((-71.07820624843872 42.36514222426141, -71.07844153985862 42.36517159791482, -71.07929868618119 42.365281645800806, -71.07986290917655 42.36535409391946))","Binney_St_2","Binney St","Binney","St","83.0",,"50","64","65","65","02142","02142","2133.0","2188.0","0","F","Binney St","T","2"
"MULTILINESTRING ((-71.0790662209526 42.368797611637135, -71.07920668162063 42.36881593465849, -71.07958965203535 42.36886543878666, -71.07969410035561 42.368879184170176))","Spring_St_2","Spring St","Spring","St","716.0",,"30","38","-1","-1","02141","02141","1506.0","1503.0","1","F","Spring St","F","0"
"MULTILINESTRING ((-71.07938162243481 42.36744442377097, -71.0794076112777 42.36733135284689, -71.0795152139439 42.36687021901276, -71.07953868313503 42.36676871886422))","Second_St_5","Second St","Second","St","689.0","2nd St","150","150","155","155","02141","02141","1585.0","1631.0","0","F","Second St","F","0"
"MULTILINESTRING ((-71.07803434256297 42.365878435097436, -71.07822999368614 42.36590409642697, -71.07952053276865 42.366070118747956, -71.07969459923163 42.366092131363104))","Rogers_St_2","Rogers St","Rogers","St","667.0",,"50","50","25","39","02142","02142","1687.0","1676.0","0","F","Rogers St","F","0"
"MULTILINESTRING ((-71.07922451553358 42.36812100630966, -71.07924554622316 42.36803019924567, -71.0793543886593 42.36756105744085, -71.07938162243481 42.36744442377097))","Second_St_6","Second St","Second","St","689.0","2nd St","110","110","105","137","02141","02141","1538.0","1585.0","0","F","Second St","F","0"
"MULTILINESTRING ((-71.07787840905097 42.366555047820626, -71.07810412180926 42.366584386982424, -71.07936343678864 42.36674579616092, -71.07953868313503 42.36676871886422))","Bent_St_1","Bent St","Bent","St","77.0",,"70","72","55","55","02141","02141","1646.0","1631.0","0","F","Bent St","F","0"
"MULTILINESTRING ((-71.0790662209526 42.368797611637135, -71.07908600739952 42.36871033992651, -71.07919485961868 42.36824564378463, -71.07922451553358 42.36812100630966))","Second_St_7","Second St","Second","St","689.0","2nd St","86","90","79","97","02141","02141","1506.0","1538.0","0","F","Second St","F","0"
"MULTILINESTRING ((-71.07890664866953 42.3694821972544, -71.07893142527581 42.369373594898406, -71.07903776644456 42.368919564251485, -71.0790662209526 42.368797611637135))","Second_St_8","Second St","Second","St","689.0","2nd St","-1","-1","55","55","02141","02141","1454.0","1506.0","0","F","Second St","F","0"
"MULTILINESTRING ((-71.07756298002745 42.367908204396265, -71.07775028629929 42.36793205220633, -71.07909126028378 42.36810449332223, -71.07922451553358 42.36812100630966))","Hurley_St_1","Hurley St","Hurley","St","421.0",,"20","22","11","39","02141","02141","1549.0","1538.0","0","F","Hurley St","F","0"
"MULTILINESTRING ((-71.07740467425542 42.368583901944746, -71.07763398343548 42.36861325520299, -71.07893895316006 42.368781998497965, -71.0790662209526 42.368797611637135))","Spring_St_1","Spring St","Spring","St","716.0",,"10","22","-1","-1","02141","02141","1515.0","1506.0","1","F","Spring St","F","0"
"MULTILINESTRING ((-71.07803434256297 42.365878435097436, -71.07806026633213 42.365769837048944, -71.07815675675819 42.365355861774376, -71.07820624843872 42.36514222426141))","First_St_5","First St","First","St","282.0","1st St","-1","-1","161","161","02142","02142","1687.0","2133.0","0","F","First St","F","2"
"MULTILINESTRING ((-71.07787840905097 42.366555047820626, -71.07790567477932 42.36643396916776, -71.07801201836881 42.36597993916779, -71.07803434256297 42.365878435097436))","First_St_6","First St","First","St","282.0","1st St","144","150","143","159","02142","02142","1646.0","1687.0","0","F","First St","F","2"
"MULTILINESTRING ((-71.07728190789292 42.36502119191196, -71.07740675652691 42.36503770358648, -71.077933737877 42.36510645704159, -71.07820624843872 42.36514222426141))","Binney_St_1","Binney St","Binney","St","83.0",,"-1","-1","11","11","02142","02142","2173.0","2133.0","0","F","Binney St","T","2"
"MULTILINESTRING ((-71.07772133719052 42.367229844967596, -71.07775221535735 42.36709986136045, -71.07784751968853 42.36668678764777, -71.07787840905097 42.366555047820626))","First_St_7","First St","First","St","282.0","1st St","122","122","113","123","02142","02141","1598.0","1646.0","0","F","First St","F","2"
"MULTILINESTRING ((-71.07665146001418 42.365688923587605, -71.07677746413623 42.36570988560735, -71.07699468909628 42.36574633035079, -71.07785066246925 42.365855506573595, -71.07803434256297 42.365878435097436))","Rogers_St_1","Rogers St","Rogers","St","667.0",,"10","10","1","1","02142","02142","1695.0","1687.0","0","F","Rogers St","F","0"
"MULTILINESTRING ((-71.07756298002745 42.367908204396265, -71.07758899008762 42.367792472200286, -71.0776953514208 42.367342009988164, -71.07772133719052 42.367229844967596))","First_St_8","First St","First","St","282.0","1st St","110","110","99","119","02141","02141","1549.0","1598.0","0","F","First St","F","2"
"MULTILINESTRING ((-71.07740467425542 42.368583901944746, -71.07743190015053 42.368469052373065, -71.07753828025331 42.36801057771532, -71.07756298002745 42.367908204396265))","First_St_9","First St","First","St","282.0","1st St","80","90","73","95","02141","02141","1515.0","1549.0","0","F","First St","F","2"
"MULTILINESTRING ((-71.07724997251286 42.369256923230445, -71.07727102420446 42.369163454856995, -71.07737995012596 42.368689842433106, -71.07740467425542 42.368583901944746))","First_St_10","First St","First","St","282.0","1st St","60","60","51","69","02141","02141","1469.0","1515.0","0","F","First St","F","2"
"MULTILINESTRING ((-71.084098226723 42.36735554366684, -71.08430829276946 42.36738481405053, -71.0854896553916 42.36753163248244, -71.08574056864485 42.367561952987074))","Bent_St_3","Bent St","Bent","St","77.0",,"250","250","225","255","02141","02141","1591.0","1581.0","0","F","Bent St","F","0"
"MULTILINESTRING ((-71.08163117621818 42.36703829909254, -71.08182324887893 42.3670630631625, -71.08396978225663 42.36733905372205, -71.084098226723 42.36735554366684))","Bent_St_2","Bent St","Bent","St","77.0",,"180","210","169","215","02141","02141","1612.0","1591.0","0","F","Bent St","F","0"
"MULTILINESTRING ((-71.08590251403092 42.366870231809415, -71.08591609762105 42.36681323125318, -71.08603599861807 42.366303126409996, -71.08606064320861 42.36620698014689, -71.08607544149811 42.36615091692374))","Sixth_St_1","Sixth St","Sixth","St","703.0","6th St","-1","-1","157","157","02142","02142","1627.0","1671.0","0","F","Sixth St","F","0"
"MULTILINESTRING ((-71.08527304394123 42.36959533338179, -71.08541272344546 42.36900509131056, -71.08543372216359 42.36891785035389))","Sixth_St_6","Sixth St","Sixth","St","703.0","6th St","72","82","69","73","02141","02141","1449.0","1500","0","T","Sixth St","F","0"
"MULTILINESTRING ((-71.08240551396723 42.3656778802177, -71.08263962525099 42.36570724098063, -71.0839673614403 42.365878671875784, -71.08443313327231 42.36593916135202))","Binney_St_4","Binney St","Binney","St","83.0",,"174","174","195","195","02142","02142","2142.0","1681.0","0","F","Binney St","T","2"
"MULTILINESTRING ((-71.08443313327231 42.36593916135202, -71.0846948582246 42.36597306310198, -71.08578250833465 42.366113311189025, -71.08607544149811 42.36615091692374))","Binney_St_5","Binney St","Binney","St","83.0",,"220","220","225","225","02142","02142","1681.0","1671.0","0","F","Binney St","T","2"
"MULTILINESTRING ((-71.08426132674461 42.36667096349329, -71.08426380227942 42.366660270520846, -71.08431331546983 42.366440374084576, -71.08440840446019 42.366047765110764, -71.08442076980033 42.36599613871614, -71.08443313327231 42.36593916135202))","Fifth_St_2","Fifth St","Fifth","St","281.0","5th St","-1","-1","-1","-1","02142","02142","1639.0","1681.0","0","F","Fifth St","F","0"
"MULTILINESTRING ((-71.084098226723 42.36735554366684, -71.08412421287119 42.36724159358968, -71.0842192925154 42.366850768454064, -71.08426132674461 42.36667096349329))","Fifth_St_3","Fifth St","Fifth","St","281.0","5th St","-1","-1","-1","-1","02141","02141","1591.0","1639.0","0","F","Fifth St","F","0"
"MULTILINESTRING ((-71.08394118222756 42.36803034905001, -71.08396962110585 42.36790927328351, -71.08407103868647 42.367472178589445, -71.084098226723 42.36735554366684))","Fifth_St_4","Fifth St","Fifth","St","281.0","5th St","190","190","-1","-1","02141","02141","1546.0","1591.0","0","F","Fifth St","F","0"
"MULTILINESTRING ((-71.08032435680103 42.3689652622346, -71.0803550176404 42.36886735551423, -71.0805250981569 42.368409110593156, -71.08057385613621 42.36829968977597))","Third_St_11","Third St","Third","St","744.0","3rd St","134","160","143","161","02141","02141","1496.0","1527.0","0","T","Third St","F","0"
"MULTILINESTRING ((-71.08057385613621 42.36829968977597, -71.08062851120144 42.36821613968646, -71.08071701374068 42.368095283680645, -71.08077641246625 42.3680161962224, -71.08103772761291 42.36774984732628, -71.0811199980822 42.367664613927694))","Third_St_10","Third St","Third","St","744.0","3rd St","170","198","171","195","02141","02141","1527.0","1568.0","0","T","Third St","F","0"
"MULTILINESTRING ((-71.0811199980822 42.367664613927694, -71.08123121217689 42.36756164931688, -71.08145751310103 42.36731833202239, -71.08148908584165 42.3672667758386, -71.0815266530702 42.36721524145516, -71.08157526260602 42.36713345256167, -71.08163117621818 42.36703829909254))","Third_St_9","Third St","Third","St","744.0","3rd St","202","222","201","235","02141","02141","1568.0","1612.0","0","T","Third St","F","0"
"MULTILINESTRING ((-71.07969459923163 42.366092131363104, -71.07985065134234 42.366113199805284, -71.08184826311712 42.36636906589094, -71.08200073913905 42.366388334755136))","Rogers_St_3","Rogers St","Rogers","St","667.0",,"-1","-1","71","71","02142","02142","1676.0","1655.0","1","F","Rogers St","F","0"
"MULTILINESTRING ((-71.08458284665518 42.36528035398288, -71.08458891892222 42.365274146846055, -71.08459389301774 42.365249221097336, -71.08476088160785 42.36451740085894, -71.08478806115836 42.36440167122178))","Fifth_St_1","Fifth St","Fifth","St","281.0","5th St","-1","-1","-1","-1","02142","02142","1723.0","1789.0","0","F","Fifth St","F","0"
"MULTILINESTRING ((-71.09488247908517 42.36015371648134, -71.09511583162866 42.36029352610186, -71.09578605661184 42.36069237636197, -71.0960122636013 42.36082771360296))","Massach_Ave_3","Massachusetts Ave","Massachusetts","Ave","520.0","Mass Ave","134","134","139","155","02139","02139","1995.0","1971.0","0","F","Massachusetts Ave","F","1"
"MULTILINESTRING ((-71.0960122636013 42.36082771360296, -71.09629418284128 42.36070395748425, -71.09723991935068 42.36029028232378, -71.09726645317102 42.360277917100454, -71.09730016501928 42.36026554956409))","Albany_St_3","Albany St","Albany","St","11.0",,"138","138","-1","-1","02139","02139","1971.0","1988.0","0","F","Albany St","F","2"
"MULTILINESTRING ((-71.08993295221265 42.36270941302308, -71.08994282658932 42.362670235273164, -71.0900118635335 42.36258582640841, -71.09009273823082 42.362524647199415, -71.0901591100344 42.36248031980999, -71.09352300328692 42.3608189428005, -71.09461130635576 42.360286397869764, -71.09488247908517 42.36015371648134))","Vassar_St_5","Vassar St","Vassar","St","771.0",,"6","76","15","77","02139","02139","1874.0","1995.0","0","F","Vassar St","F","2"
"MULTILINESTRING ((-71.09308940907515 42.35818805460883, -71.0932362735663 42.35813956477614, -71.09517946098866 42.35748528866436, -71.09519396979582 42.35747288158472))","Amherst_St_1","Amherst St","Amherst","St","25.0",,"-1","-1","201","201","02139","02139","2037.0","2053.0","0","F","Amherst St","F","0"
"MULTILINESTRING ((-71.09519396979582 42.35747288158472, -71.09520492148057 42.35744973260631, -71.0952049841639 42.35743993643967, -71.09520379748066 42.357434581294875, -71.09519912732767 42.35741853939385, -71.09519318802042 42.357404249240275, -71.09515515788286 42.35733998607721, -71.09507658498393 42.35722832699321))","Danfort_St_2","Danforth St","Danforth","St","207.0",,"-1","-1","-1","-1","02139","02139","2053.0","2060.0","0","F","Danforth St","F","0"
"MULTILINESTRING ((-71.09507658498393 42.35722832699321, -71.095222233361 42.357184275765086, -71.09670185313534 42.35668785513101, -71.09687763736542 42.35662876013169))","Amherst_Aly_3","Amherst Aly","Amherst","Aly","24.0",,"-1","-1","-1","-1","02139","02139","2060.0","2077.0","0","F","Amherst Aly","F","0"
"MULTILINESTRING ((-71.07984810534197 42.37101996514751, -71.07999574423782 42.37103921894251, -71.08134879962637 42.371214311784286, -71.08149289269767 42.37123267264286))","Cambrid_St_4","Cambridge St","Cambridge","St","122.0",,"260","324","241","315","02141","02141","1319.0","1303.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.07968486336542 42.37171702364793, -71.07981209440835 42.37173351390039, -71.08115197041818 42.37190592651839, -71.08132845890562 42.37192794539033))","Gore_St_2","Gore St","Gore","St","335.0",,"60","74","47","79","02141","02141","1254.0","1236.0","0","T","Gore St","F","0"
"MULTILINESTRING ((-71.07693438049066 42.370635953437436, -71.07707184677052 42.37002343126304, -71.07709166589248 42.36993174205758))","First_St_12","First St","First","St","282.0","1st St","2","2","1","1","02141","02141","1350.0","1409.0","0","F","First St","F","2"
"MULTILINESTRING ((-71.0857009269143 42.37104920688689, -71.08573057132271 42.37092456781403, -71.08583322413476 42.37047855808134, -71.08585917358343 42.37036993108149))","Seventh_St_2","Seventh St","Seventh","St","693.0","7th St","80","80","75","87","02141","02141","1317.0","1379.0","1","T","Seventh St","F","0"
