"nodenumber","intersection","intersectingstreetcount","zip_code","longitude","latitude","neighborhood","election_ward","election_precinct","election_polling_address","representation_district","senate_district","cad_reporting_district","police_sector","police_car_route","police_walking_route","police_neighborhood","police_business_district","street_sweeping_district","census_tract_2010","census_block_group_2010","census_block_2010","census_block_id_2010","commercial_district"
"58","Kassul Pk & Whittemore Ave","2","02140","-71.1388","42.3987","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","355000","1","1004","250173550001004","Concord Alewife/Fresh Pond"
"59","Kimball St & Whittemore Ave","2","02140","-71.138","42.3987","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","355000","1","1004","250173550001004","Concord Alewife/Fresh Pond"
"61","Gold Star Rd & Gold Star Road Pl","2","02140","-71.131","42.3986","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1103","5","11R","11D","11","9","G","355000","2","2012","250173550002012",
"62","Harrison Ave & Whittemore Ave","2","02140","-71.1371","42.3986","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","355000","1","1005","250173550001005",
"63","Madison Ave & Whittemore Ave","2","02140","-71.1361","42.3986","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","355000","1","1002","250173550001002",
"65","Magoun St & Whittemore Ave","2","02140","-71.1352","42.3985","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","355000","1","1002","250173550001002",
"66","Massachusetts Ave & Tyler Ct","2","02140","-71.1315","42.3985","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1103","5","11R","11D","11","9","G","355000","2","2009","250173550002009","Porter Square/North Mass. Ave."
"67","Camp St & Fair Oaks St","2","02140","-71.1303","42.3984","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1103","5","11R","11D","11","9","G","355000","2","2012","250173550002012",
"68","Alewife Brook Pkwy & Concord Tpk","2","02140","-71.1412","42.3984","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","354900","3","3002","250173549003002",
"69","Gold Star Rd & Massachusetts Ave","2","02140","-71.1313","42.3983","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1103","5","11R","11D","11","9","G","355000","2","2009","250173550002009","Porter Square/North Mass. Ave."
"2138","Cedar St & Massachusetts Ave","2","02140","-71.1309","42.398","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","355000","2","2009","250173550002009","Porter Square/North Mass. Ave."
"74","Cameron Ave & Fair Oaks St","2","02140","-71.1296","42.398","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1103","5","11R","11D","11","9","G","355000","3","2012","250173550002012",
"79","Alewife Brook Pkwy & Concord Tpk","2","02140","-71.1413","42.3978","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","354900","3","3002","250173549003002",
"83","Clifton St & Harvey St","2","02140","-71.1364","42.3975","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","354900","3","3019","250173549003019",
"85","Harvey St & Jackson St","2","02140","-71.1353","42.3975","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3020","250173549003020",
"2204","Cameron Ave & Harvey St & Massachusetts Ave","3","02140","-71.1303","42.3974","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3002","250173550003002","Porter Square/North Mass. Ave."
"87","Clay St & Harvey St","2","02140","-71.1343","42.3974","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","354900","3","3020","250173549003020",
"90","Harvey St & Montgomery St","2","02140","-71.1333","42.3974","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","354900","1","3021","250173549003021",
"91","Harvey St & Reed St & Westley Ave","3","02140","-71.1322","42.3973","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1111","5","11R","11D","11","9","G","354900","1","1000","250173549001000",
"92","Alewife Brook Pkwy & Concord Tpk","2","02140","-71.1412","42.3973","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1110","5","11R",,"11","10","G","354900","3","3007","250173549003007",
"93","Harrington Rd & Harvey St","2","02140","-71.1316","42.3972","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354900","1","1000","250173549001000",
"94","Cedar St & Harvey St","2","02140","-71.1309","42.3972","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1000","250173548001000",
"95","Alewife Brook Pkwy & Concord Tpk","2","02140","-71.1413","42.3972","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1110","5","11R",,"11","10",,"354900","3","3011","250173549003011",
"97","Alberta Ter & Massachusetts Ave","2","02140","-71.1299","42.3971","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3002","250173550003002","Porter Square/North Mass. Ave."
"98","Locke St & Shea Rd","2","02140","-71.1276","42.397","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3001","250173550003001",
"100","Alewife Brook Pkwy & Alewife T Station Access Rd & Concord Tpk","3","02140","-71.1411","42.3969","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3008","250173549003008","Concord Alewife/Fresh Pond"
"2156","Dudley St & Massachusetts Ave","2","02140","-71.1294","42.3966","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3002","250173550003002","Porter Square/North Mass. Ave."
"101","Jackson St & Theriault Ct","2","02140","-71.1353","42.3967","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3020","250173549003020",
"104","Clifton St & Theriault Ct","2","02140","-71.1363","42.3966","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3019","250173549003019",
"106","George St & Montgomery St","2","02140","-71.1332","42.3966","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","3021","250173549003021",
"107","Clay St & George St","2","02140","-71.1343","42.3965","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3020","250173549003020",
"108","Alberta Ter & Cedar St","2","02140","-71.1309","42.3965","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1001","250173548001001",
"110","Locke St & Woodbridge St","2","02140","-71.127","42.3964","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3005","250173550003005",
"111","Reed St & Reed Street Ter","2","02140","-71.1322","42.3963","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1004","250173549001004",
"112","Montgomery St & Reed Street Ter","2","02140","-71.1332","42.3963","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1004","250173549001004",
"113","Massachusetts Ave & Shea Rd","2","02140","-71.1289","42.3962","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3003","250173550003003","Porter Square/North Mass. Ave."
"2170","Massachusetts Ave & Norris St","2","02140","-71.1287","42.396","North Cambridge","11","2","70 Rindge Ave","24th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3003","250173550003003","Porter Square/North Mass. Ave."
"116","Meacham Rd & Orchard St","2",,"-71.1261","42.396",,,,,,,,,,,,,,,,,,
"119","Locke St & Meacham Rd","2","02140","-71.1264","42.3958","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3005","250173550003005",
"120","Cedar St & Dudley St","2","02140","-71.1309","42.3958","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1004","250173548001004",
"121","Dudley St & Reed St","2","02140","-71.1322","42.3958","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1006","250173549001006",
"122","Belmont Ct & Dudley St","2","02140","-71.1325","42.3958","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1004","250173549001004",
"123","Dudley St & Montgomery St","2","02140","-71.1332","42.3958","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1004","250173549001004",
"124","Dudley Ct & Dudley St","2","02140","-71.1335","42.3957","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3023","250173549003023",
"125","Clay St & Dudley St","2","02140","-71.1342","42.3957","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3020","250173549003020",
"127","Dudley St & Jackson St","2","02140","-71.1353","42.3957","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3020","250173549003020",
"126","Massachusetts Ave & Woodbridge St","2","02140","-71.1283","42.3957","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3008","250173550003008","Porter Square/North Mass. Ave."
"128","Clifton St & Dudley St","2","02140","-71.1363","42.3957","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3027","250173549003027",
"2168","Massachusetts Ave & Rice St","2","02140","-71.1279","42.3953","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3008","250173550003008","Porter Square/North Mass. Ave."
"133","Reed St & Reed Street Ct","2","02140","-71.1321","42.3953","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354900","1","1006","250173549001006",
"137","Cedar St & McLean Pl","2","02140","-71.1308","42.3953","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354900","1","1006","250173549001006",
"138","Blanchard Rd & Flanders Rd","2",,"-71.1586","42.3953",,,,,,,,,,,,,,,,,,
"140","Drummond Pl & Norris St","2","02140","-71.1301","42.3952","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1004","250173548001004",
"2167","Massachusetts Ave & Meacham Rd","2","02140","-71.1276","42.3951","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3009","250173550003009","Porter Square/North Mass. Ave."
"145","Hooper Pl & Massachusetts Ave","2","02140","-71.1275","42.395","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3009","250173550003009","Porter Square/North Mass. Ave."
"146","Day St & Orchard St","2",,"-71.1248","42.3949",,,,,,,,,,,,,,,,,,
"149","Cedar St & Norris St","2","02140","-71.1308","42.3947","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1004","250173548001004",
"153","Montgomery St & Olive Pl","2","02140","-71.1332","42.3947","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1005","250173549001005",
"2199","Alewife Brook Pkwy & Cambridgepark Dr","2","02140","-71.1406","42.3947","North Cambridge","11","3","50 Churchill Ave","24th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","3","3029","250173549003029","Concord Alewife/Fresh Pond"
"2166","Hollis St & Massachusetts Ave","2","02140","-71.1272","42.3947","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1102","5","11R","11B","11","9","G","355000","3","3009","250173550003009","Porter Square/North Mass. Ave."
"2164","Alewife T Station Access Rd & Cambridgepark Dr & Cambridgepark Pl","3","02140","-71.1423","42.3946","North Cambridge","11","1","1 Jackson Pl","24th Middlesex","Second Middlesex","1110","5","11R",,"11","10",,"354900","3","3031","250173549003031","Concord Alewife/Fresh Pond"
"2163","Dover St & Massachusetts Ave","2","02140","-71.127","42.3945","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3009","250173550003009","Porter Square/North Mass. Ave."
"167","Frances Pl & Montgomery St","2","02140","-71.1331","42.3944","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1005","250173549001005",
"170","Rice Cir & Rice St","2","02140","-71.1295","42.3944","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1006","250173548001006",
"172","Normandy Ave & Normandy Ter & Normandy Terrace Ext","3","02138","-71.1547","42.3943","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1202","4","13R","12C","12","10","J","354600","4","4005","250173546004005",
"174","Mooney St & Smith Pl","2","02138","-71.1503","42.3942","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1201","4","13R","12C","12","10",,"354600","4","4002","250173546004002","Concord Alewife/Fresh Pond"
"176","Chester St & Orchard St","2",,"-71.1238","42.3941",,,,,,,,,,,,,,,,,,
"2162","Alewife Brook Pkwy & Rindge Ave","2","02140","-71.1405","42.3941","North Cambridge","11","1","1 Jackson Pl","24th Middlesex","Second Middlesex","1110","5","11R",,"11","10","G","354900","3","3028","250173549003028",
"2161","Day St & Massachusetts Ave","2","02140","-71.1264","42.394","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3012","250173550003012","Porter Square/North Mass. Ave."
"179","Normandy Ave & South Normandy Ave","2","02138","-71.1562","42.394","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1202","4","13R","12C","12","10","J","354600","4","4005","250173546004005",
"180","Hollis St & Rindgefield St","2","02140","-71.1284","42.3939","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1009","250173548001009",
"184","Elm St N & Russell St","2",,"-71.1209","42.3938",,,,,,,,,,,,,,,,,,
"187","Hollis St & Kimball Ln","2","02140","-71.1286","42.3937","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1009","250173548001009",
"2160","Haskell St & Massachusetts Ave","2","02140","-71.1261","42.3937","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3013","250173550003013","Porter Square/North Mass. Ave."
"190","Clifton St & Rindge Ave & Clifton St","3","02140","-71.1362","42.3937","North Cambridge","11","1","1 Jackson Pl","24th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","2","2001","250173549002001",
"191","Jackson Pl & Jackson St & Rindge Ave","3","02140","-71.1352","42.3936","North Cambridge","11","2","70 Rindge Ave","24th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","2","2001","250173549002001",
"192","Cedar St & Rice St","2","02140","-71.1308","42.3936","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1010","250173548001010",
"193","Hollis Pk & Hollis St","2","02140","-71.1287","42.3936","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1009","250173548001009",
"194","Clay St & Rindge Ave","2","02140","-71.1341","42.3936","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","2","2000","250173549002000",
"195","Blanchard Rd & Normandy Ave","2","02138","-71.1581","42.3936","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1202","4","13R","12C","12","10","J","354600","4","4005","250173546004005",
"197","Milton St & Orchard St","2",,"-71.1231","42.3935",,,,,,,,,,,,,,,,,,
"198","Montgomery St & Rindge Ave","2","02140","-71.1331","42.3935","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","2","2000","250173549002000",
"199","Griswold St & Loomis St","2","02138","-71.1556","42.3936","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1202","4","13R","12C","12","10","J","354600","4","4015","250173546004015",
"200","Rindge Ave & Sherman St","2","02140","-71.1329","42.3935","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","2","1008","250173549001008",
"201","Reed St & Rindge Ave & Sargent St","3","02140","-71.1321","42.3935","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1108","5","11R","11C","11","9","G","354900","1","1006","250173549001006",
"202","Reed St & Rindge Ave & Sargent St","3","02140","-71.132","42.3935","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1107","5","11R","11B","11","9","G","354900","1","1006","250173549001006",
"203","Hollis St & St Gerard Ter","2","02140","-71.1288","42.3934","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","1","1006","250173548001006",
"204","Rice St & Rindge Ave","2","02140","-71.1308","42.3934","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","2","1010","250173548001010",
"205","Fawcett St & Smith Pl","2","02138","-71.1504","42.3935","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1201","4","13R","12C","12","10",,"354600","4","4002","250173546004002","Concord Alewife/Fresh Pond"
"206","Middlesex St & Rindge Ave","2","02140","-71.131","42.3934","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1107","5","11R","11B","11","9","G","354800","2","1010","250173548001010",
"208","South Normandy Ave & Sunset Rd","2","02138","-71.1572","42.3934","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1202","4","13R","12C","12","10","J","354600","4","4014","250173546004014",
"210","Elm St N & Tenney St","2",,"-71.1205","42.3932",,,,,,,,,,,,,,,,,,
"2159","Chester St & Massachusetts Ave","2","02140","-71.1253","42.393","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","355000","3","3013","250173550003013","Porter Square/North Mass. Ave."
"213","Blanchard Rd & South Normandy Ave","2","02138","-71.1579","42.3931","Cambridge Highlands","9","2","450 Concord Ave","29th Middlesex","Second Middlesex","1202","4","13R","12C","12","10","J","354600","4","4014","250173546004014",
"214","Rindge Ave & Yerxa Rd","2","02140","-71.1291","42.393","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1106","5","11R","11B","11","9","G","354800","2","2003","250173548002003",
"215","Hollis St & Rindge Ave","2","02140","-71.129","42.393","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1107","5","11R","11B","11","9","G","354800","2","2003","250173548002003",
"216","Orchard St & Russell St","2",,"-71.1223","42.3929",,,,,,,,,,,,,,,,,,
"218","Elm St N & Miller Ave","2",,"-71.1202","42.3928",,,,,,,,,,,,,,,,,,
"219","Rindge Ave & Rindgefield St","2","02140","-71.128","42.3927","North Cambridge","11","2","70 Rindge Ave","29th Middlesex","Second Middlesex","1107","5","11R","11B","11","9","G","354800","2","2003","250173548002003",
