"trackingnumber","classification","location","toweddatetime","state","year","make","model","color","towedby","reason"
"22073270","MV OBSTRUCTING  ","0XX KIRKLAND ST","2022-07-29T13:08:27.000","MA             ","2013","MAZD                     ","3              ","GRAY                     ","PHILS:CITY               ","77 KIRKLAND ST/ EMERGENCY REPAIR                  "
"22073251","MV OBSTRUCTING  ","0XX DAVENPORT ST","2022-07-29T12:43:55.000","MA             ","2021","SUBA                     ","FORESTER       ",,"PHILS:CITY               ",
"22073251","MV OBSTRUCTING  ","0XX DAVENPORT ST","2022-07-29T12:39:11.000","MA             ","2007","CHRY                     ","ASPEN          ","WHITE                    ","B&B:CITY                 ",
"22073248","MV OBSTRUCTING  ","0XX PUTNAM AVE","2022-07-29T11:58:00.000","MA             ","2008","HOND                     ","ACCORD         ","GRAY                     ","B&B:CITY                 ",
"22073242","MV OBSTRUCTING  ","1XX CHARLES ST","2022-07-29T11:50:57.000","MA             ","2008","TOYT                     ","PRIUS          ","GREEN                    ","PHILS:CITY               ",
"22073233","MV OBSTRUCTING  ","OXFORD ST","2022-07-29T11:19:19.000","MA             ","2009","TOYT                     ","SCION          ","BLUE                     ","PHILS:CITY               ",
"22073200","MV OBSTRUCTING  ","0XX PEARL ST","2022-07-29T10:00:37.000","MA             ","2014","HYUN                     ","SONATA         ","BLUE                     ","B&B:CITY                 ","MV OBSTRUCT                                       "
"22073193","MV OBSTRUCTING  ","0XX MAPLE AVE","2022-07-29T09:57:19.000","MA             ","2009","VOLK                     ","RABBIT         ","BLACK                    ","PHILS:CITY               ","PERMIT                                            "
"22073182","MV OBSTRUCTING  ","0XX PEARL ST","2022-07-29T09:13:37.000","MA             ","2003","HOND                     ","CIVIC          ","GRAY                     ","B&B:CITY                 ","REVO/INSURANCE                                    "
"22073158","MV OBSTRUCTING  ","3XX FRANKLIN ST","2022-07-29T09:02:10.000","MA             ","2012","HYUN                     ","ACCENT         ","GRAY                     ","PHILS:CITY               ","PERMIT SPOT                                       "
"22073165","MV OBSTRUCTING  ","0XX COGSWELL AVE","2022-07-29T08:44:13.000","CA             ","15","BMW                      ",,,"B&B:CITY                 ","OBSTRUCTING                                       "
"22073157","MV OBSTRUCTING  ","1XX WASHINGTON ST","2022-07-29T08:29:16.000","MA             ","2012","FORD                     ","ESCAPE         ","RED                      ","PHILS:CITY               ","MV OBSTRUCTING                                    "
"22073161","MV OBSTRUCTING  ","1XX CAMBRIDGEPARK DR","2022-07-29T08:11:44.000","MA             ","2022","MAZD                     ","CX30           ","BLACK                    ","B&B:CITY                 ","OBSTRUCTING                                       "
"22073153","PARK & WALK     ","COOLIDGE AVE","2022-07-29T08:03:13.000","MA             ","2016","JEEP                     ","COMPAS         ","GRAY                     ","PHILS:CITY               ","REVO/INS                                          "
"22072842","PRIVATE TOWS    ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T22:08:06.000","MA             ","2021","VOLK                     ","PASSAT         ","GRAY                     ","B&B:PRIVATE              ","203 CONC TRNPK CC# 102746                         "
"22073008","MV IN TOW ZONE  ","0XX ESSEX ST","2022-07-28T19:00:09.000","NJ             ","2012","SUBARU                   ","OUTB           ",,"B&B:CITY                 ",
"22072919","MV OBSTRUCTING  ","0XX BIGELOW ST","2022-07-28T16:00:15.000","MA             ","2006","TOYT                     ","CAMRY          ","GRAY                     ","PHILS:CITY               ",
"22072842","PRIVATE TOWS    ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T14:30:20.000","CT             ","2020","NISS                     ","ROGUE          ","GRAY                     ","B&B:PRIVATE              ","1145 MASS CC: 102768                              "
"22072904","RECOVERY OF MV  ","16XX MASSACHUSETTS AVE","2022-07-28T14:27:34.000","MA             ","2013","TOYT                     ","HIGHLA         ","GRAY                     ","B&B:CITY                 ","1692 MASS AVE                                     "
"22072849","MV STOP         ","PROSPECT ST","2022-07-28T11:45:44.000","MA             ","2014","KIA                      ","SOUL           ","GRAY                     ","PHILS:CITY               ","PROSPECT & ST MARY RD                             "
"22072842","PRIVATE TOWS    ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T11:35:24.000","ID             ","2020","NISSAN                   ","ALTIMA         ","WHITE                    ","BOST:PRIVATE             ","DANFORTH ST CLAIM #2225                           "
"22072842","PRIVATE TOWS    ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T11:07:38.000","MI             ","2009","HONDA                    ","CIVIC          ",,"B&B:PRIVATE              ","1145MASS AVE/C#102640                             "
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T11:03:52.000","MA             ","2013","SUBA                     ","XV             ","UTIL                     ","B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T11:03:45.000","MA             ","2006","SUBA                     ","LEGACY         ","GRAY                     ","PHILS:CITY               ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T11:00:45.000","MA             ","2012","TOYT                     ","COROLL         ","GRAY                     ","PHILS:CITY               ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:59:05.000","MA             ","2010","MERZ                     ","GLK350         ","GRAY                     ","PHILS:CITY               ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:58:27.000","MA             ","2018","AUDI                     ","A4             ","BLACK                    ","PHILS:CITY               ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:58:20.000","MA             ","2008","TOYT                     ","CAMRY          ","BLUE                     ","PHILS:CITY               ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:58:12.000","MA             ","2015","JEEP                     ","CHEROK         ","GRAY                     ","PHILS:CITY               ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:53:26.000","OH             ",,,,,"PHILS:CITY               ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:53:11.000","MA             ","2022","FORD                     ","F150           ","RED                      ","B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:53:02.000","MA             ","2019","SUBA                     ","IMPREZ         ","BLACK                    ","B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:47:35.000","MA             ","2006","HOND                     ","ELEMEN         ",,"B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:47:25.000","MA             ","2012","TOYT                     ","CAMRYS         ","BLACK                    ","B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:47:17.000","MA             ","2013","VOLK                     ","TIGUAN         ","GRAY                     ","B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:44:32.000","MA             ","2014","CHEV                     ","CRUZE          ","BLUE                     ","B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:44:26.000","RI             ",,,,,"B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:44:13.000","MA             ","2011","HOND                     ","ACCORD         ","GRAY                     ","B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:44:05.000","NH             ",,,,,"B&B:CITY                 ",
"22072744","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-28T10:43:58.000","MA             ","2005","MERZ                     ","E320W4         ","GRAY                     ","B&B:CITY                 ",
"22072802","MV OBSTRUCTING  ","0XX CHURCH ST","2022-07-28T10:26:02.000","MA             ","2018","CHEV                     ","SILVER         ","BLACK                    ","B&B:CITY                 ","OBSTRUCTING                                       "
"22072780","MV OBSTRUCTING  ","0XX ASH ST","2022-07-28T09:06:08.000","MA             ","2015","SUBA                     ","IMPREZA        ",,"PHILS:CITY               ","POSTED                                            "
"22072767","MV OBSTRUCTING  ","0XX MAGAZINE ST","2022-07-28T08:49:26.000","MA             ","2004","MNNI                     ","COOPER         ","RED                      ","B&B:CITY                 ","PERMIT                                            "
"22072766","MV OBSTRUCTING  ","0XX KIRKLAND ST","2022-07-28T08:45:09.000","MA             ","2004","HYUN                     ","ELANTR         ","RED                      ","PHILS:CITY               ","MV OBSTRUCTING                                    "
"22072759","MV STOP         ","MASSACHUSETTS AVE","2022-07-28T08:18:21.000","MA             ","2009","VOLK                     ","CC             ","BLACK                    ","B&B:CITY                 ","UNLIC OPERATION                                   "
"22072724","MV ACCIDENT B3  ","18XX MASSACHUSETTS AVE","2022-07-28T03:54:15.000",,"2010","HOND                     ","CIVIC          ",,"PHILS:CITY               ",
"22072654","MV STOP         ","1XX BERKSHIRE ST","2022-07-27T22:15:40.000","MA             ","2016","BMW                      ","535IXD         ","BLUE                     ","B&B:CITY                 ",
"22072321","PRIVATE TOWS    ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T20:41:00.000","MA             ","2013","MERZ                     ","C300           ","WHITE                    ","B&B:PRIVATE              ","FROM 203 CONCORD TPKE - CC2749                    "
"22072614","MV STOP         ","GALILEI WAY","2022-07-27T20:12:33.000","MA             ","2005","NISS                     ","SENTRA         ","GRAY                     ","PHILS:CITY               ",
"22072541","DIRECT PATROL A ","BROADWAY","2022-07-27T16:55:29.000","MA             ","2011","NISS                     ","JUKE           ","BLACK                    ","B&B:CITY                 ","REVOK/INSC                                        "
"22072464","MV OBSTRUCTING  ","0XX BIGELOW ST","2022-07-27T12:51:23.000","MA             ","2016","TOYT                     ","CORROL         ","RED                      ","PHILS:CITY               ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T11:43:36.000","MA             ","2019","SUBA                     ","OUTBAC         ","RED                      ","PHILS:CITY               ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T11:25:54.000","MA             ","2018","TESL                     ","MODEL3         ","GRAY                     ","B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T11:25:22.000","MA             ","2022","TOYT                     ","COROLLA        ",,"B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:58:41.000","CT             ","2016","JEEP                     ","PATRIOT        ",,"B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:56:47.000","MA             ","2019","HOND                     ","CR-V           ","GRAY                     ","B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:56:42.000","MA             ","2013","SUBA                     ","IMPREZ         ","GRAY                     ","B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:56:29.000","MA             ","2014","BMW                      ","328            ","BLUE                     ","B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:56:22.000","MA             ","2017","AUDI                     ","Q7             ","BLUE                     ","B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:56:14.000","MA             ","2014","CADI                     ","SRX            ","BLACK                    ","B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:56:02.000","MA             ","2015","LEXS                     ","RC             ","BLACK                    ","B&B:CITY                 ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:55:43.000","MA             ","2012","CHEV                     ","MALIBU         ","GRAY                     ","PHILS:CITY               ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:55:21.000","MA             ","2017","TOYT                     ","PRIUS          ","BLUE                     ","PHILS:CITY               ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:54:16.000","MA             ","2012","TOYT                     ","CAMRY          ","WHITE                    ","PHILS:CITY               ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:54:07.000","MA             ","1997","DODG                     ","DAKOTA         ","BLACK                    ","PHILS:CITY               ",
"22072362","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T09:53:59.000","MA             ","2019","VOLV                     ","S60            ","RED                      ","PHILS:CITY               ",
"22072339","GBC             ","UNKNOWN","2022-07-27T09:27:37.000","MA             ","2019","FORD                     ","F150           ","WHITE                    ","B&B:CITY                 ",
"22072354","MV OBSTRUCTING  ","0XX HEWS ST","2022-07-27T08:27:52.000","MA             ","2004","TOYT                     ","SIENNA         ","GRAY                     ","B&B:CITY                 ",
"22072367","MV STOP         ","COOLIDGE AVE","2022-07-27T08:08:45.000","MA             ","2015","HOND                     ","CIVIC          ","GRAY                     ","PHILS:CITY               ","REVO/INSC                                         "
"22072321","PRIVATE TOWS    ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-27T00:56:36.000","MA             ","2019","VOLK                     ","TIGUAN         ","GRAY                     ","B&B:PRIVATE              ","FROM 80 FAWCETT - CC102738                        "
"22072260","MV STOP         ","GREEN ST","2022-07-26T21:49:37.000","MA             ","2011","NISS                     ","ALTIMA         ","BLUE                     ","PHILS:CITY               ",
"22072242","MV OBSTRUCTING  ","18XX MASSACHUSETTS AVE","2022-07-26T21:43:00.000","MA             ","2019","MERZ                     ","E450W4         ","GRAY                     ","B&B:CITY                 ","OBSTRUCTING                                       "
"22072208","MV STOP         ","SOMERVILLE AVE","2022-07-26T18:58:52.000","MA             ","2015","AUDI                     ","A3             ","BLACK                    ","B&B:CITY                 ","EXPI/NONR                                         "
"22072058","MV OBSTRUCTING  ","MAPLE AVE","2022-07-26T13:38:00.000","MA             ","2022","MAZD                     ","3              ","BLACK                    ","PHILS:CITY               ",
"22072058","MV OBSTRUCTING  ","MAPLE AVE","2022-07-26T13:37:54.000","MA             ","2008","MAZD                     ","CX-7           ","WHITE                    ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T12:36:40.000","MA             ","2006","HOND                     ","RIDGEL         ","GRAY                     ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T12:01:44.000","MA             ","2019","VOLK                     ","GOLF           ","GRAY                     ","PHILS:CITY               ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:54:18.000","MA             ","2019","VOLK                     ","GOLF           ","GRAY                     ","PHILS:CITY               ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:54:04.000","MA             ","2019","VOLK                     ","GOLF           ","GRAY                     ","PHILS:CITY               ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:50:08.000","MA             ","2011","INFI                     ","G37            ","BLUE                     ","PHILS:CITY               ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:39:57.000","FL             ",,,,,"B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:39:49.000","WA             ",,,,,"PHILS:CITY               ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:39:36.000","MA             ","2011","TOYT                     ","PRIUS          ","WHITE                    ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:39:29.000","MA             ","2010","TOYT                     ","COROLL         ","GRAY                     ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:39:20.000","MA             ","2016","TOYT                     ","RAV4           ","WHITE                    ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:39:09.000","NY             ",,,,,"PHILS:CITY               ",
"22072054","MV OBSTRUCTING  ","0XX FAYETTE ST","2022-07-26T11:39:03.000","MA             ","2019","JEEP                     ","CHEROKEE       ",,"PHILS:CITY               ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:38:56.000","MA             ","2005","HYUN                     ","SANTA          ","BLUE                     ","PHILS:CITY               ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:28:08.000","MA             ","2001","GMC                      ","SIERRA         ","RED                      ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:28:03.000","MA             ","2009","HOND                     ","CR-V           ","GREEN                    ","B&B:CITY                 ",
"22072049","MV OBSTRUCTING  ","ATHENS ST","2022-07-26T11:28:00.000","TX             ","20",,"AUDI           ",,"B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:17:38.000","MA             ","2006","FORD                     ","DRWSUP         ","RED                      ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:17:34.000","MA             ","2015","HOND                     ","CRV            ","BROWN                    ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:46.000","MA             ","2015","NISS                     ","SENTRA         ","BLUE                     ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:39.000","MA             ","2005","MERZ                     ","C320           ","GRAY                     ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:33.000","MA             ","2012","FORD                     ","FUSION         ","BLUE                     ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:26.000","MA             ","2009","HOND                     ","FIT            ","BLACK                    ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:19.000","MA             ","2017","TOYT                     ","RAV4           ","BLACK                    ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:14.000","MA             ","2020","NISS                     ","ROGUE          ","TWAG                     ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:08.000","MA             ","2019","VOLV                     ","XC60           ","GRAY                     ","B&B:CITY                 ",
"22071982","STREET CLEANING ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T11:16:01.000","MA             ","2018","YAMA                     ","XV250          ","BLACK                    ","B&B:CITY                 ",
"22072050","PRIVATE TOWS    ","GENERAL LOCATIONS IN CAMBRIDGE","2022-07-26T10:52:04.000","MA             ","2009","HOND                     ","CRV            ","BLUE                     ","OTR:PRIVATE TOW-SEE REA  ","BOSTONIAN                                         "
"22072012","BLOCKED DRIVE   ","0XX ASH ST","2022-07-26T10:19:48.000","MA             ","2010","HOND                     ","INSIGH         ","GRAY                     ","B&B:CITY                 ","BLOCKED DRIVEWAY                                  "
