Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,cambridge_cdd_zoning,cambridge_zipcodes,cambridge_neighborhoods
24735,08/20/2010 02:23:00 AM,Monday,Auto,Auto,,Brattle St,ELIOT ST," Brattle St & ELIOT ST Cambridge, MA",42.373216999999997,-71.120737000000005,,,,
24474,07/13/2010 06:01:00 PM,Tuesday,Auto,Bicycle,,Brattle St,HILLIARD ST," Brattle St & HILLIARD ST Cambridge, MA",42.374856000000001,-71.122344999999996,,,,
24279,06/01/2010 04:37:00 PM,Tuesday,Auto,Auto,48,JFK St,Winthrop Sq,"48 JFK St Cambridge, MA",42.372197999999997,-71.120307999999994,,,,
24634,08/19/2010 09:30:00 AM,Thursday,Auto,Fixed Object,,POTTER ST,Third St," POTTER ST & Third St Cambridge, MA",42.363843000000003,-71.083457999999993,,,,
24271,06/01/2010 11:23:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Warren St," Cambridge St & Warren St Cambridge, MA",42.372101999999998,-71.088275999999993,,,,
24126,04/15/2010 01:22:00 PM,Thursday,Truck,Fixed Object,19,Third St,,"19 Third St Cambridge, MA",42.371986,-71.079718,,,,
23833,02/20/2010 12:00:00 AM,Unknown,Auto,Parked Vehicle,700,HURON AVE,,"700 HURON AVE Cambridge, MA",42.380859999999998,-71.15455,,,,
23928,01/30/2010 12:00:00 AM,Saturday,Auto,Parked Vehicle,26,Alpine St,,"26 Alpine St Cambridge, MA",42.384165000000003,-71.137978000000004,,,,
24226,05/21/2010 09:30:00 AM,Friday,Bus (Other),Auto,149,Putnam Ave,,"149 Putnam Ave Cambridge, MA",42.365799000000003,-71.113701000000006,,,,
23771,02/08/2010 11:29:00 AM,Monday,Auto,Auto,,GARDEN ST,LINNAEAN ST," GARDEN ST & LINNAEAN ST Cambridge, MA",42.382061,-71.126735999999994,,,,
24433,07/08/2010 08:19:00 AM,,Auto,Fixed Object,,Sixth St,Rogers St," Sixth St & Rogers St Cambridge, MA",42.366869999999999,-71.085903000000002,,,,
23795,02/13/2010 11:28:00 AM,Saturday,Auto,Taxi,77,Massachusetts Ave,,"77 Massachusetts Ave Cambridge, MA",42.359127999999998,-71.093339,,,,
23856,02/28/2010 02:00:00 PM,Sunday,Auto,Auto,,Massachusetts Ave,Cameron Ave," Massachusetts Ave & Cameron Ave Cambridge, MA",42.397440000000003,-71.130266000000006,,,,
24264,05/28/2010 10:25:00 AM,Monday,Auto,Auto,,FULKERSON ST,Otis St," FULKERSON ST & Otis St Cambridge, MA",42.371223000000001,-71.087055000000007,,,,
23869,03/03/2010 06:45:00 PM,Wednesday,Auto,Bicycle,187,Hampshire St,,"187 Hampshire St Cambridge, MA",42.372746999999997,-71.099429999999998,,,,
24563,08/03/2010 09:55:00 AM,Tuesday,Truck,Fixed Object,,GREEN ST,HANCOCK ST," GREEN ST & HANCOCK ST Cambridge, MA",42.367783000000003,-71.109441000000004,,,,
24308,06/07/2010 10:15:00 AM,Monday,Auto,Bicycle,,MAIN ST,Bishop Allen Dr," MAIN ST & Bishop Allen Dr Cambridge, MA",42.363332999999997,-71.098364000000004,,,,
23674,01/08/2010 07:19:00 AM,Friday,Auto,Parked Vehicle,,Chestnut St,MAGAZINE ST," Chestnut St & MAGAZINE ST Cambridge, MA",42.358387999999998,-71.111880999999997,,,,
24102,04/24/2010 12:00:00 AM,Saturday,Auto,Parked Vehicle,14,Roosevelt Towers,,"14 Roosevelt Towers Cambridge, MA",42.373863999999998,-71.092208999999997,,,,
23645,01/03/2010 12:00:00 AM,Sunday,Auto,Auto,10,Clinton St,,"10 Clinton St Cambridge, MA",42.368200999999999,-71.106099999999998,,,,
24618,08/15/2010 03:00:00 PM,Sunday,Auto,Pedestrian,,Cambridge St,Columbia St," Cambridge St & Columbia St Cambridge, MA",42.372911999999999,-71.094511999999995,,,,
24147,05/04/2010 01:30:00 PM,Tuesday,Auto,Parked Vehicle,5,MAPLE AVE,,"5 MAPLE AVE Cambridge, MA",42.371713,-71.105484000000004,,,,
23790,02/12/2010 06:40:00 AM,Friday,Auto,Auto,,MASON ST,PHILLIPS PL," MASON ST & PHILLIPS PL Cambridge, MA",42.376261,-71.123608000000004,,,,
23969,03/26/2010 03:49:00 PM,Friday,Auto,Parked Vehicle,121,Washington Ave,,"121 Washington Ave Cambridge, MA",42.364365999999997,-71.094130000000007,,,,
24366,06/21/2010 11:29:00 AM,Monday,Auto,Auto,1920,Massachusetts Ave,Porter Rd,"1920 Massachusetts Ave Cambridge, MA",42.389043999999998,-71.119951,,,,
23748,02/01/2010 07:44:00 AM,Monday,Auto,Parked Vehicle,,SCIARAPPA ST,Otis St," SCIARAPPA ST & Otis St Cambridge, MA",42.370531999999997,-71.081654999999998,,,,
23800,02/15/2010 06:59:00 PM,Monday,Auto,Auto,,River St,Franklin St," River St & Franklin St Cambridge, MA",42.364893000000002,-71.105806999999999,,,,
24043,04/12/2010 03:24:00 PM,Monday,Auto,Parked Vehicle,156,Rindge Ave,MIDDLESEX ST,"156 Rindge Ave Cambridge, MA",42.393306000000003,-71.130917999999994,,,,
24225,05/20/2010 03:13:00 PM,Thursday,Auto,Auto,186,Alewife Brook Pky,,"186 Alewife Brook Pky Cambridge, MA",42.391032000000003,-71.141350000000003,,,,
23695,01/15/2010 12:00:00 AM,Friday,Auto,Parked Vehicle,3,Cogswell Ave,,"3 Cogswell Ave Cambridge, MA",42.391680999999998,-71.124037000000001,,,,
23967,03/26/2010 09:00:00 AM,Friday,MBTA Bus,Auto,799,Concord Ave,,"799 Concord Ave Cambridge, MA",42.391447999999997,-71.155467000000002,,,,
24540,07/29/2010 03:14:00 PM,Thursday,Auto,Auto,1221,Cambridge St,,"1221 Cambridge St Cambridge, MA",42.373423000000003,-71.097669999999994,,,,
24340,06/14/2010 12:00:00 AM,Monday,Auto,Parked Vehicle,32,Creighton St,,"32 Creighton St Cambridge, MA",42.390048,-71.122859000000005,,,,
23729,01/26/2010 06:59:00 PM,Tuesday,Auto,Pedestrian,,Binney St,Broadway," Binney St & Broadway Cambridge, MA",42.364795999999998,-71.089417999999995,,,,
24025,04/09/2010 07:47:00 AM,Friday,Auto,Auto,,Broadway,QUINCY ST," Broadway & QUINCY ST Cambridge, MA",42.374831999999998,-71.114476999999994,,,,
23768,02/06/2010 03:45:00 PM,Saturday,Auto,Auto,535,Windsor St,,"535 Windsor St Cambridge, MA",42.368747999999997,-71.094873000000007,,,,
24116,04/20/2010 11:49:00 AM,Tuesday,Auto,Auto,35,White St,,"35 White St Cambridge, MA",42.388905999999999,-71.119191999999998,,,,
24074,04/19/2010 09:00:00 PM,Monday,Auto,Auto,,Cambridge St,Camelia Ave," Cambridge St & Camelia Ave Cambridge, MA",42.374284000000003,-71.105138999999994,,,,
24212,05/18/2010 05:45:00 PM,Tuesday,Auto,Bicycle,,Cottage St,River St," Cottage St & River St Cambridge, MA",42.364041999999998,-71.108254000000002,,,,
23758,02/03/2010 05:00:00 PM,Wednesday,Auto,Parked Vehicle,1220,Cambridge St,,"1220 Cambridge St Cambridge, MA",42.373241,-71.097773000000004,,,,
24401,06/29/2010 06:20:00 PM,,Auto,Auto,373,Broadway,,"373 Broadway Cambridge, MA",42.371029,-71.104990000000001,,,,
24456,07/12/2010 01:30:00 PM,,Auto,Auto,,Sidney St,ERIE ST," Sidney St & ERIE ST Cambridge, MA",42.358376999999997,-71.104875000000007,,,,
23953,03/24/2010 12:04:00 AM,Wednesday,Auto,Parked Vehicle,23,Sidney St,,"23 Sidney St Cambridge, MA",42.362220999999998,-71.100582000000003,,,,
24174,05/08/2010 09:23:00 PM,Saturday,Auto,Fixed Object,20,Rindge Ave,,"20 Rindge Ave Cambridge, MA",42.392456000000003,-71.125907999999995,,,,
24445,07/11/2010 06:24:00 PM,,Auto,Auto,,Western Ave,HOWARD ST," Western Ave & HOWARD ST Cambridge, MA",42.364749000000003,-71.110774000000006,,,,
23939,03/20/2010 08:19:00 PM,Saturday,Auto,Auto,312,Evereteze Way,,"312 Evereteze Way Cambridge, MA",42.372917999999999,-71.092329000000007,,,,
24513,07/22/2010 11:39:00 AM,Thursday,Auto,Parked Vehicle,679,Concord Ave,SMITH PL,"679 Concord Ave Cambridge, MA",42.390376000000003,-71.150384000000003,,,,
24170,05/07/2010 11:29:00 AM,Friday,Auto,Auto,1600,Cambridge St,,"1600 Cambridge St Cambridge, MA",42.374471,-71.107017999999997,,,,
24081,04/20/2010 12:00:00 PM,Tuesday,Auto,Parked Vehicle,,Carlisle St,Tremont St," Carlisle St & Tremont St Cambridge, MA",42.372239,-71.097660000000005,,,,
24060,04/14/2010 06:59:00 PM,Wednesday,Auto,Auto,,Concord Ave,Appleton St," Concord Ave & Appleton St Cambridge, MA",42.383349000000003,-71.133027999999996,,,,
24550,07/30/2010 12:00:00 PM,Friday,Auto,Bicycle,,Cambridge St,Cardinal Medeiros Ave," Cambridge St & Cardinal Medeiros Ave Cambridge, MA",42.372123000000002,-71.088455999999994,,,,
24535,07/29/2010 09:14:00 AM,Thursday,Auto,Auto,,Broadway,MAPLE AVE," Broadway & MAPLE AVE Cambridge, MA",42.371178,-71.105739,,,,
23720,01/22/2010 03:00:00 PM,Friday,Auto,Auto,14,SUMNER RD,,"14 SUMNER RD Cambridge, MA",42.376185,-71.112382999999994,,,,
23677,01/03/2010 06:00:00 PM,Sunday,Auto,Parked Vehicle,169,Monsignor OBrien Hwy,,"169 Monsignor OBrien Hwy Cambridge, MA",42.371808000000001,-71.077769000000004,,,,
24276,06/01/2010 07:05:00 PM,Tuesday,Auto,Auto,,ROSELAND ST,Massachusetts Ave," ROSELAND ST & Massachusetts Ave Cambridge, MA",42.386820999999998,-71.119181999999995,,,,
24153,05/05/2010 12:00:00 AM,Wednesday,Auto,Parked Vehicle,401,Cambridge St,,"401 Cambridge St Cambridge, MA",42.371488999999997,-71.082768000000002,,,,
24301,06/05/2010 08:39:00 AM,Saturday,Auto,Auto,551,MOUNT AUBURN ST,,"551 MOUNT AUBURN ST Cambridge, MA",42.375337000000002,-71.145072999999996,,,,
24272,06/01/2010 02:00:00 PM,Tuesday,Auto,Auto,,Cambridge St,PROSPECT ST," Cambridge St & PROSPECT ST Cambridge, MA",42.373379999999997,-71.098140000000001,,,,
24101,04/22/2010 02:29:00 PM,Thursday,Auto,Bicycle,,MOUNT AUBURN ST,Brattle St," MOUNT AUBURN ST & Brattle St Cambridge, MA",42.375281999999999,-71.145695000000003,,,,
23811,02/18/2010 09:52:00 AM,Thursday,Auto,Pedestrian,,Brattle St,Appian Way," Brattle St & Appian Way Cambridge, MA",42.374856000000001,-71.122344999999996,,,,
24532,07/28/2010 12:00:00 PM,Wednesday,Auto,Auto,,Cambridge St,Antrim St," Cambridge St & Antrim St Cambridge, MA",42.373781000000001,-71.101236999999998,,,,
24621,08/15/2010 08:19:00 PM,Sunday,Auto,Parked Vehicle,,Cambridge St,Third St," Cambridge St & Third St Cambridge, MA",42.371020000000001,-71.079847999999998,,,,
24228,05/21/2010 10:31:00 AM,Friday,Auto,Auto,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564000000002,-71.122185000000002,,,,
24443,07/10/2010 11:00:00 AM,,Auto,Parked Vehicle,,Putnam Ave,GREEN ST," Putnam Ave & GREEN ST Cambridge, MA",42.369273999999997,-71.113453000000007,,,,
23705,01/19/2010 12:30:00 PM,Tuesday,Auto,Auto,,Columbia St,Cambridge St," Columbia St & Cambridge St Cambridge, MA",42.372911999999999,-71.094511999999995,,,,
24478,07/15/2010 08:29:00 AM,Thursday,Auto,Parked Vehicle,38,KIRKLAND ST,,"38 KIRKLAND ST Cambridge, MA",42.376722000000001,-71.112616000000003,,,,
23938,03/20/2010 03:45:00 PM,Saturday,Auto,Parked Vehicle,,Bishop Allen Dr,Columbia St," Bishop Allen Dr & Columbia St Cambridge, MA",42.364153999999999,-71.099474000000001,,,,
24650,08/24/2010 10:08:00 AM,Tuesday,Auto,Fixed Object,1,Hampshire St,,"1 Hampshire St Cambridge, MA",42.365231999999999,-71.090064999999996,,,,
24082,04/20/2010 05:00:00 PM,Tuesday,Auto,Bicycle,336,Rindge Ave,,"336 Rindge Ave Cambridge, MA",42.393734000000002,-71.137420000000006,,,,
23991,04/01/2010 05:19:00 PM,Thursday,Auto,Auto,,Cambridge St,Berkshire St," Cambridge St & Berkshire St Cambridge, MA",42.372292000000002,-71.089748999999998,,,,
24169,05/07/2010 10:09:00 AM,Friday,Auto,Auto,213,Concord Ave,,"213 Concord Ave Cambridge, MA",42.382671000000002,-71.131263000000004,,,,
24486,07/16/2010 11:29:00 PM,Friday,Auto,Auto,,Belmont St,MOUNT AUBURN ST," Belmont St & MOUNT AUBURN ST Cambridge, MA",42.374597999999999,-71.149917000000002,,,,
24341,06/14/2010 03:49:00 PM,Monday,Auto,Auto,19,Brattle St,JFK St,"19 Brattle St Cambridge, MA",42.373441999999997,-71.120397999999994,,,,
24300,06/05/2010 07:32:00 AM,Saturday,Auto,Auto,,River St,Franklin St," River St & Franklin St Cambridge, MA",42.364893000000002,-71.105806999999999,,,,
23818,02/19/2010 02:45:00 PM,Friday,Auto,Auto,,HURON AVE,FAYERWEATHER ST," HURON AVE & FAYERWEATHER ST Cambridge, MA",42.381304999999998,-71.137337000000002,,,,
24122,04/28/2010 10:30:00 AM,Thursday,Motorcycle,Parked Vehicle,,OXFORD AVE,EVERETT ST," OXFORD AVE & EVERETT ST Cambridge, MA",42.379809999999999,-71.116491999999994,,,,
24278,05/20/2010 03:13:00 PM,Sunday,Auto,Auto,186,Alewife Brook Pky,,"186 Alewife Brook Pky Cambridge, MA",42.391032000000003,-71.141350000000003,,,,
24138,05/01/2010 12:49:00 PM,Saturday,Auto,Auto,,Albany St,Massachusetts Ave," Albany St & Massachusetts Ave Cambridge, MA",42.360827999999998,-71.096012000000002,,,,
23712,01/21/2010 11:29:00 PM,Thursday,Auto,Fixed Object,,Massachusetts Ave,Washburn Ave," Massachusetts Ave & Washburn Ave Cambridge, MA",42.398823999999998,-71.131961000000004,,,,
24036,04/12/2010 08:00:00 AM,Monday,Auto,Auto,799,Concord Ave,,"799 Concord Ave Cambridge, MA",42.391447999999997,-71.155467000000002,,,,
24040,04/08/2010 11:29:00 AM,Thursday,Auto,Auto,,Fairmont Ave,PLEASANT ST," Fairmont Ave & PLEASANT ST Cambridge, MA",42.361733000000001,-71.110910000000004,,,,
23716,01/23/2010 07:28:00 PM,Saturday,Auto,Auto,,Dewolfe St,GRANT ST," Dewolfe St & GRANT ST Cambridge, MA",42.369895,-71.116821999999999,,,,
24181,05/10/2010 06:53:00 PM,Monday,Auto,Auto,,Concord Ave,Wheeler St," Concord Ave & Wheeler St Cambridge, MA",42.388627999999997,-71.144098,,,,
23935,03/19/2010 06:40:00 PM,Friday,Auto,Auto,,Concord Ave,Alewife Brook Pky," Concord Ave & Alewife Brook Pky Cambridge, MA",42.388463000000002,-71.143449000000004,,,,
24206,05/17/2010 02:49:00 PM,Monday,Auto,Bicycle,212,Windsor St,,"212 Windsor St Cambridge, MA",42.366461000000001,-71.095544000000004,,,,
24545,07/30/2010 09:40:00 AM,Friday,Auto,Bicycle,,MEMORIAL DR,Vassar St," MEMORIAL DR & Vassar St Cambridge, MA",42.353437999999997,-71.107140999999999,,,,
23992,04/01/2010 06:30:00 PM,Thursday,Auto,Bicycle,1293,Cambridge St,,"1293 Cambridge St Cambridge, MA",42.373589000000003,-71.098999000000006,,,,
24310,06/07/2010 07:12:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,FOREST ST," Massachusetts Ave & FOREST ST Cambridge, MA",42.385379999999998,-71.119336000000004,,,,
24142,05/01/2010 06:08:00 PM,Saturday,Auto,Auto,,GARDEN ST,Massachusetts Ave," GARDEN ST & Massachusetts Ave Cambridge, MA",42.375487,-71.119919999999993,,,,
24600,08/12/2010 03:00:00 PM,Thursday,Auto,Fixed Object,450,Concord Ave,,"450 Concord Ave Cambridge, MA",42.386127000000002,-71.139809,,,,
23670,01/10/2010 09:00:00 AM,Sunday,Auto,Auto,,Cambridge St,Cardinal Medeiros Ave," Cambridge St & Cardinal Medeiros Ave Cambridge, MA",42.372123000000002,-71.088455999999994,,,,
23824,02/20/2010 05:29:00 PM,Saturday,Auto,Miscellaneous,700,HURON AVE,,"700 HURON AVE Cambridge, MA",42.380859999999998,-71.15455,,,,
24137,05/01/2010 01:25:00 AM,Saturday,Motorcycle,Auto,485,Massachusetts Ave,,"485 Massachusetts Ave Cambridge, MA",42.364145000000001,-71.101292999999998,,,,
24354,06/17/2010 09:00:00 AM,Thursday,Auto,Truck,,Sixth St,Cambridge St," Sixth St & Cambridge St Cambridge, MA",42.371654999999997,-71.084789999999998,,,,
24521,07/26/2010 11:00:00 AM,Monday,Auto,Auto,,Western Ave,Blackstone St," Western Ave & Blackstone St Cambridge, MA",42.364404999999998,-71.114819999999995,,,,
24592,08/11/2010 07:30:00 AM,Wednesday,Auto,Parked Vehicle,10,LINE ST,,"10 LINE ST Cambridge, MA",42.377786999999998,-71.106924000000006,,,,
23760,02/04/2010 08:15:00 AM,Thursday,Auto,Auto,,ELIOT ST,JFK St," ELIOT ST & JFK St Cambridge, MA",42.371416000000004,-71.121105,,,,
24417,07/04/2010 09:47:00 PM,Sunday,Auto,Bicycle,,Broadway,Columbia St," Broadway & Columbia St Cambridge, MA",42.367871000000001,-71.097359999999995,,,,
23668,01/08/2010 05:51:00 PM,Friday,Auto,Auto,220,Massachusetts Ave,,"220 Massachusetts Ave Cambridge, MA",42.361241999999997,-71.097061999999994,,,,
24156,05/06/2010 09:24:00 AM,Thursday,Truck,Auto,,Fairmont Ave,Andrew St," Fairmont Ave & Andrew St Cambridge, MA",42.362037000000001,-71.111389000000003,,,,
23754,02/02/2010 09:00:00 AM,Tuesday,Auto,Parked Vehicle,,ESSEX ST,Bishop Allen Dr," ESSEX ST & Bishop Allen Dr Cambridge, MA",42.365853000000001,-71.102331000000007,,,,
23753,02/01/2010 06:14:00 PM,Monday,Auto,Auto,,SHERMAN ST,Cadbury Rd," SHERMAN ST & Cadbury Rd Cambridge, MA",42.387115999999999,-71.131619999999998,,,,
24440,07/09/2010 09:30:00 AM,,Auto,Auto,274,Putnam Ave,River St,"274 Putnam Ave Cambridge, MA",42.362571000000003,-71.113480999999993,,,,
23799,02/14/2010 06:55:00 AM,Sunday,Auto,Auto,35,PLEASANT ST,,"35 PLEASANT ST Cambridge, MA",42.364452,-71.107902999999993,,,,
24162,05/01/2010 11:29:00 PM,Saturday,Auto,Parked Vehicle,2406,Massachusetts Ave,,"2406 Massachusetts Ave Cambridge, MA",42.368924999999997,-71.110257000000004,,,,
24497,07/19/2010 08:29:00 AM,Monday,MBTA Bus,Parked Vehicle,22,JFK St,,"22 JFK St Cambridge, MA",42.373004999999999,-71.119643999999994,,,,
24293,06/03/2010 08:52:00 PM,Thursday,Auto,Bicycle,472,Massachusetts Ave,,"472 Massachusetts Ave Cambridge, MA",42.363773000000002,-71.101286000000002,,,,
23756,01/26/2010 11:39:00 AM,Tuesday,Truck,Pedestrian,,Western Ave,Massachusetts Ave," Western Ave & Massachusetts Ave Cambridge, MA",42.365574000000002,-71.103990999999994,,,,
23955,03/21/2010 09:11:00 AM,Sunday,Auto,Pedestrian,1692,Massachusetts Ave,,"1692 Massachusetts Ave Cambridge, MA",42.382829000000001,-71.119856999999996,,,,
24284,06/03/2010 11:29:00 AM,Wednesday,Taxi,Auto,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872000000001,-71.119394,,,,
24414,07/03/2010 03:00:00 PM,Saturday,Auto,Parked Vehicle,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.369137000000002,-71.077147999999994,,,,
24598,07/11/2010 06:14:00 PM,Wednesday,Auto,Auto,,PROSPECT ST,Hampshire St," PROSPECT ST & Hampshire St Cambridge, MA",42.372202000000001,-71.098974999999996,,,,
24289,06/03/2010 02:49:00 PM,Thursday,Auto,Bicycle,1544,Cambridge St,,"1544 Cambridge St Cambridge, MA",42.374378999999998,-71.106301999999999,,,,
23639,01/01/2010 02:04:00 AM,Friday,Taxi,Auto,,Cambridge St,SCIARAPPA ST," Cambridge St & SCIARAPPA ST Cambridge, MA",42.371232999999997,-71.081492999999995,,,,
24114,04/18/2010 09:45:00 PM,Sunday,Auto,Auto,5,Third St,,"5 Third St Cambridge, MA",42.372261999999999,-71.079742999999993,,,,
23904,03/12/2010 06:17:00 PM,Friday,Auto,Pedestrian,5,Chauncy St,,"5 Chauncy St Cambridge, MA",42.380195999999998,-71.120858999999996,,,,
24587,08/10/2010 02:00:00 PM,Tuesday,Auto,Parked Vehicle,812,MEMORIAL DR,,"812 MEMORIAL DR Cambridge, MA",42.361199999999997,-71.115055999999996,,,,
24571,08/03/2010 09:24:00 AM,Tuesday,Truck,Parked Vehicle,,Crawford St,Chatham St," Crawford St & Chatham St Cambridge, MA",42.370936,-71.107292000000001,,,,
24496,07/18/2010 12:14:00 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,EXETER PARK," Massachusetts Ave & EXETER PARK Cambridge, MA",42.384802999999998,-71.119405,,,,
23844,02/25/2010 10:30:00 AM,Thursday,Auto,Auto,,Peabody St,Massachusetts Ave," Peabody St & Massachusetts Ave Cambridge, MA",42.374070000000003,-71.118838999999994,,,,
23957,03/23/2010 12:14:00 PM,Tuesday,Truck,Parked Vehicle,,JFK St,HARVARD ST," JFK St & HARVARD ST Cambridge, MA",42.373542999999998,-71.119219000000001,,,,
24135,04/30/2010 05:45:00 PM,Friday,Auto,Auto,35,White St,,"35 White St Cambridge, MA",42.388905999999999,-71.119191999999998,,,,
24396,06/29/2010 11:45:00 AM,Tuesday,Auto,Auto,245,Massachusetts Ave,FRONT ST,"245 Massachusetts Ave Cambridge, MA",42.361730999999999,-71.097239999999999,,,,
24429,07/07/2010 10:09:00 PM,,Auto,Fixed Object,,Blanchard Rd,Concord Ave," Blanchard Rd & Concord Ave Cambridge, MA",42.390875000000001,-71.157256000000004,,,,
24309,06/07/2010 01:15:00 PM,Monday,Taxi,Auto,777,PLEASANT ST,MEMORIAL DR,"777 PLEASANT ST Cambridge, MA",42.358901000000003,-71.115555999999998,,,,
24572,07/30/2010 08:00:00 AM,Saturday,Auto,Auto,659,GREEN ST,,"659 GREEN ST Cambridge, MA",42.369193000000003,-71.112859,,,,
24249,05/26/2010 12:00:00 PM,Wednesday,Motorcycle,Auto,,OXFORD AVE,EVERETT ST," OXFORD AVE & EVERETT ST Cambridge, MA",42.379809999999999,-71.116491999999994,,,,
24229,05/21/2010 12:30:00 PM,Friday,Auto,Moped,,Massachusetts Ave,Upland Rd," Massachusetts Ave & Upland Rd Cambridge, MA",42.388173000000002,-71.119415000000004,,,,
24507,07/21/2010 08:23:00 AM,Wednesday,Auto,Auto,,Broadway,Ames St," Broadway & Ames St Cambridge, MA",42.363981000000003,-71.087416000000005,,,,
24403,06/30/2010 02:55:00 AM,,Auto,Miscellaneous,264,Walden St,,"264 Walden St Cambridge, MA",42.385962999999997,-71.131296000000006,,,,
23780,02/10/2010 10:02:00 AM,Wednesday,Auto,Auto,397,Walden St,SAVILLE ST,"397 Walden St Cambridge, MA",42.383257,-71.134913999999995,,,,
24090,04/22/2010 11:00:00 PM,Thursday,Miscellaneous,Auto,,Broadway,Galileo Galilei Way," Broadway & Galileo Galilei Way Cambridge, MA",42.364812000000001,-71.089386000000005,,,,
23819,02/20/2010 10:05:00 AM,Saturday,Auto,Auto,2002,Massachusetts Ave,,"2002 Massachusetts Ave Cambridge, MA",42.368924999999997,-71.110257000000004,,,,
24639,08/20/2010 09:59:00 PM,Friday,Auto,Auto,,MOUNT AUBURN ST,JFK St," MOUNT AUBURN ST & JFK St Cambridge, MA",42.372565999999999,-71.120144999999994,,,,
24248,05/26/2010 12:14:00 PM,Wednesday,Bus (Other),Auto,1246,Massachusetts Ave,PLYMPTON ST,"1246 Massachusetts Ave Cambridge, MA",42.372487999999997,-71.116148999999993,,,,
23796,02/13/2010 11:29:00 AM,Saturday,Auto,Auto,,KIRKLAND ST,MYRTLE AVE," KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.377966999999998,-71.107827999999998,,,,
24538,07/29/2010 01:16:00 PM,Thursday,Auto,Auto,,Cambridge St,PROSPECT ST," Cambridge St & PROSPECT ST Cambridge, MA",42.373379999999997,-71.098140000000001,,,,
24056,04/15/2010 02:29:00 PM,Thursday,Auto,Auto,,GARDEN ST,HURON AVE," GARDEN ST & HURON AVE Cambridge, MA",42.383868,-71.129311999999999,,,,
24334,06/11/2010 06:20:00 PM,Friday,Auto,Auto,589,MOUNT AUBURN ST,,"589 MOUNT AUBURN ST Cambridge, MA",42.375303000000002,-71.145643000000007,,,,
23652,01/04/2010 10:12:00 PM,Monday,Auto,Auto,2360,Massachusetts Ave,DUDLEY ST,"2360 Massachusetts Ave Cambridge, MA",42.396307,-71.129259000000005,,,,
24091,04/23/2010 08:29:00 AM,Friday,Auto,Auto,,Western Ave,PLEASANT ST," Western Ave & PLEASANT ST Cambridge, MA",42.365079000000001,-71.106949999999998,,,,
24437,07/09/2010 05:39:00 PM,,Auto,Miscellaneous,,Massachusetts Ave,HARVARD SQ," Massachusetts Ave & HARVARD SQ Cambridge, MA",42.374383999999999,-71.118787999999995,,,,
23886,03/06/2010 02:13:00 PM,Saturday,Auto,Auto,1010,Massachusetts Ave,,"1010 Massachusetts Ave Cambridge, MA",42.369376000000003,-71.111709000000005,,,,
24324,06/10/2010 12:00:00 AM,Thursday,Auto,Auto,8,DOUGLASS ST,,"8 DOUGLASS ST Cambridge, MA",42.364372000000003,-71.100603000000007,,,,
24336,06/12/2010 12:45:00 PM,Saturday,Auto,Fixed Object,699,MOUNT AUBURN ST,,"699 MOUNT AUBURN ST Cambridge, MA",42.375056999999998,-71.148745000000005,,,,
24361,06/18/2010 06:59:00 PM,Friday,Auto,Parked Vehicle,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.369137000000002,-71.077147999999994,,,,
24064,04/16/2010 11:26:00 PM,Friday,Auto,Auto,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102082999999993,,,,
23779,02/09/2010 06:30:00 PM,Tuesday,Auto,Auto,110,MOUNT AUBURN ST,Bennett St,"110 MOUNT AUBURN ST Cambridge, MA",42.372889999999998,-71.121973999999994,,,,
24022,04/08/2010 05:25:00 PM,Thursday,Auto,Bicycle,576,Massachusetts Ave,,"576 Massachusetts Ave Cambridge, MA",42.364778999999999,-71.102991000000003,,,,
24609,08/13/2010 03:00:00 PM,Friday,Auto,Motorcycle,11,Cambridge Ctr,,"11 Cambridge Ctr Cambridge, MA",42.372861,-71.094549999999998,,,,
23745,01/31/2010 04:30:00 PM,Sunday,Auto,Auto,58,OXFORD AVE,,"58 OXFORD AVE Cambridge, MA",42.378252000000003,-71.155376000000004,,,,
24088,04/22/2010 08:00:00 AM,Thursday,Auto,Auto,,Cambridge St,Massachusetts Ave," Cambridge St & Massachusetts Ave Cambridge, MA",42.376798999999998,-71.119803000000005,,,,
23878,03/04/2010 07:38:00 AM,Thursday,Auto,Auto,699,MOUNT AUBURN ST,,"699 MOUNT AUBURN ST Cambridge, MA",42.375056999999998,-71.148745000000005,,,,
24333,06/11/2010 12:30:00 PM,Friday,Auto,Auto,372,HURON AVE,,"372 HURON AVE Cambridge, MA",42.380946000000002,-71.138914999999997,,,,
23691,01/17/2010 02:19:00 PM,Sunday,Auto,Auto,,Putnam Ave,PLEASANT ST," Putnam Ave & PLEASANT ST Cambridge, MA",42.360131000000003,-71.112776999999994,,,,
