Title,Link,Dataset Id,Image
Welcome to the City of Cambridge Open Data Portal,/browse,,https://data.cambridgema.gov/views/mfs6-yu9a/files/53b34dbe-eeb5-4397-bf12-2895b0e790a7
Read our white paper on Open Data Collaborations,https://data.cambridgema.gov/General-Government/Summer-2016-Open-Data-Collaboration-Research-Repor/m56g-gj9h,,https://data.cambridgema.gov/views/mfs6-yu9a/files/eca4212b-8680-4f44-9caf-b6ee3b5d87e4
Check out our new Civic Innovation Challenge Inventory,https://data.cambridgema.gov/General-Government/Civic-Innovation-Challenge-Inventory/x96z-hdnh,,https://data.cambridgema.gov/views/mfs6-yu9a/files/6224d35c-6d3a-4f65-a52e-1ab0c34678a1
