"company_name","company_name_additional","doing_business_as_dba","street_address","zip_code","first_issue_date","permit_start_date","permit_end_date","licensed_capacity","monday_opening","monday_close","tuesday_opening","tuesday_close","wednesday_opening","wednesday_close","thursday_opening","thursday_close","friday_opening","friday_close","saturday_opening","saturday_close","sunday_opening","sunday_close"
"Hi-Rise Bread Company, Inc.","Hi-Rise Bread Company, Inc.","Hi-Rise Bread Company, Inc.","208 Concord Ave","02138","1995-06-06T16:07:38.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00"
"Harvard Cooperative Society",,"Harvard Cooperative Society","1400 Massachusetts Avenue","02138","1995-07-27T13:30:56.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","46","04:00:00","18:00:00","04:00:00","18:00:00","04:00:00","18:00:00","04:00:00","18:00:00","04:00:00","18:00:00","04:00:00","18:00:00","05:00:00","16:00:00"
"Mount Auburn Hospital",,"Mount Auburn Hospital","330 Mt Auburn St","02138","1996-04-19T19:43:01.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","310","01:30:00","15:00:00","01:30:00","15:00:00","01:30:00","15:00:00","01:30:00","15:00:00","01:30:00","15:00:00","01:30:00","15:00:00","01:30:00","15:00:00"
"Vinfen Corporation",,"Vinfen Corporation","950 Cambridge St","02141","1996-08-21T19:01:25.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","22","03:00:00","11:00:00","03:00:00","11:00:00","03:00:00","11:00:00","03:00:00","11:00:00","03:00:00","11:00:00","03:00:00","11:00:00","03:00:00","11:00:00"
"Tealuxe, Inc.",,"Tealuxe","Zero Brattle Street","02138","1996-12-02T21:39:27.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","16","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:30:00","03:30:00","17:30:00","03:30:00","17:00:00"
"Simon K. Yu","Simon K. Yu","Simon's Coffeehouse","1736 Mass Ave","02138","1996-12-17T14:41:46.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","23","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00","01:00:00","18:00:00"
"Kolbeh Of Cambridge, Inc.",,"Kolbeh Of Kabob","1500 Cambridge St","02139","1996-12-24T14:04:28.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","49","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00"
"Starbucks Corporation",,"Starbucks Coffee #7241","31 Church St","02138","1997-01-21T15:35:06.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","20:00:00","01:00:00","20:00:00","01:00:00","19:00:00"
"The Royal Bharat, Inc.",,"Punjabi Dhaba","225 Hampshire St","02139","1997-01-21T15:43:48.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00"
"Rutu, Inc.",,"Tanjore","18 Eliot St","02138","1997-02-23T16:19:40.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","60","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Whole Foods Market Group, Inc.",,"Whole Foods Market","186 Alewife Brook Pkwy","02138","1997-03-06T18:15:50.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","106","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00"
"Le & Pham, Inc",,"Le's","36 John F Kennedy Street","02138","1997-05-01T18:08:44.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","124","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"One Broadway Donuts LLC","One Broadway Donuts, LLC","Dunkin Donuts-Baskin Robbins","One Broadway. Kendall Sq","02142","1997-09-22T19:30:09.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","14","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00"
"Sweet Cupcakes, Inc.",,"Sweet","0 Brattle Street","02138","1997-11-13T21:30:26.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","6","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00"
"Star Markets Company, Inc.",,"Star Market #7589","20 Sidney St","02139","1997-12-31T16:45:54.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00"
"Monroe, Inc.",,"The Village Kitchen","359 Huron Ave","02138","1997-12-31T16:46:42.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","16","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00"
"Walpole Handmade Chocolates LLC","J & M Chocolates Confections, Inc.","L.A. Burdick Chocolate","52d Brattle St","02138","1997-12-31T20:09:41.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","28","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00","02:00:00","19:00:00"
"Starbucks Corporation",,"Starbucks Coffee #7436","100 Cambridgeside Pl",,"1997-12-31T21:38:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","28","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00"
"The Oggi Group, LLC",,"Oggi Gourmet","30 Dunster St","02138","1998-02-23T19:53:01.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","30","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","19:00:00","16:00:00",,
"NMC Corp.",,"Full Moon","344 Huron Ave","02138","1998-06-05T17:04:18.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","80","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","04:00:00","20:00:00"
"Yasumasa Itoh",,"Tampopo","1815 Mass Avenue","02140","1998-07-21T17:51:48.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","13","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00","07:00:00","16:00:00"
"Epstein-Kendall LLC","Epstein-Kendall LLC","Dunkin Donuts","222 Broadway","02139","1998-10-14T18:29:11.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00"
"Guhania Corporation",,"Passage To India","1900 Mass Avenue","02140","1998-11-20T15:06:49.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","46","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Kaizen Corp., III",,"Anna's Taqueria","822 Somerville Ave","02140","1998-12-08T20:02:27.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00"
"Pemberton Fruit Orchards, Inc.",,"Pemberton Farms","2225 Mass Ave","02140","1998-12-08T20:04:22.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","15","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","02:00:00","17:00:00","03:00:00","16:00:00"
"Peet's Coffee & Tea, Inc.",,"Peet's Coffee & Tea","100 Mt Auburn Street","02138","1998-12-11T20:55:34.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","31","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00","01:00:00","19:00:00"
"Starbucks Corporation",,"Starbucks Coffee # 8742","6 Cambridge Center","02142","1998-12-30T19:56:17.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","44","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00"
"Delops, Inc.",,"D'Angelo Sandwich Shop","100 Cambridgeside Pl","02141","1999-01-21T20:22:37.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","0","05:00:00","16:30:00","05:00:00","16:30:00","05:00:00","16:30:00","05:00:00","16:30:00","05:00:00","16:30:00","05:00:00","16:30:00","06:00:00","14:00:00"
"Fawaz Abu-Rubayah",,"Beantown Taqueria","245 Mass Ave","02139","1999-01-21T20:25:07.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00"
"Kaizen Corp., V",,"Anna's Taqueria","84 Massachusetts Avenue","02139","1999-01-21T20:27:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00"
"Skampa Enterprises, Inc.","Skampa Enterprises, Inc.","Skampa Place","424 Cambridge St","02141","1999-02-04T21:13:50.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00"
"Rangzen Tibet, Inc.","Rangzen Tibet, Inc.","Rangzen Tibetan Restaurant","24 Pearl St","02139","1999-08-16T14:47:36.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","35","06:30:00","17:00:00","06:30:00","17:00:00","06:30:00","17:00:00","06:30:00","17:00:00","06:30:00","17:00:00","06:30:00","17:00:00",,
"E.L.G. Ventures, Inc.",,"Oleana","134 Hampshire St","02139","2000-11-06T15:36:00.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","82","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"JCSK, Inc","JCSK, Inc","The Cellar","991 Mass Avenue","02138","2000-11-27T18:28:22.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","79","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","18:00:00","20:00:00"
"Lanes And Games Inc",,"Lanes And Games","195 Concord Turnpike","02140","2001-01-08T15:10:04.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","334","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","20:00:00"
"Cuchi Cuchi Limited",,"Cuchi Cuchi","795 Main Street","02139","2001-01-08T15:38:27.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","120","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00"
"Mona Lisa Restaurant, Inc.",,"Mona Lisa Restaurant","1625 Cambridge St.","02138","2004-01-07T18:36:18.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00","01:30:00","18:00:00"
"R & B Cafe Corporation","R & B Cafe Corporation","Sarah's Market & Cafe","200 Concord Ave","02138","2001-04-03T14:53:57.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","17","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00"
"Crystal Lunch, Inc.",,"Cantab Lounge And The Third Rail","738 Mass Avenue","02139","2001-08-07T20:23:20.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","250","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","18:00:00","20:00:00"
"Shalimar, Inc.","Shalimar, Inc.","Dosa Factory","571 Mass Avenue","02139","2001-10-30T16:57:24.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","38","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00"
"G Street Associates, Inc.",,"Grafton Street Pub & Grille","1 Bow Street","02138","2001-11-09T18:19:20.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","170","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"242 Incorporated","242 Incorporated","Cambridge 1","27 Church St","02138","2001-11-09T18:33:52.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","92","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Basta Pasta, Inc.",,"Basta Pasta","319 Western Avenue","02139","2002-01-10T16:40:02.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00","06:00:00","19:00:00"
"Dado Tea LLP",,"Dado Tea","955 Mass Avenue","02139","2002-01-10T16:42:12.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","31","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00"
"CBD, Ltd.",,"Darwin's Ltd.","1629 Cambridge St","02138","2002-06-04T14:32:42.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","36","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00"
"Galleria Donuts, LLC",,"Dunkin Donuts","100 Cambridgeside Pl","02141","2002-08-29T18:31:46.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","0","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00","00:00:00","18:00:00"
"Coleman Murray, Inc.","Coleman Murray, Inc.","The Field","20-24 Prospect Street","02139","2003-02-04T15:51:25.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","70","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Middle East Restaurant Inc","Middle East Restaurant","Middle East Restaurant/Zuzu","472 Mass Avenue","02139","2003-02-20T14:57:34.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","1347","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","05:00:00","20:00:00"
"Aceituna Cafe LLC","Aceituna Cafe LLC","Aceituna Cafe","605 West Kendall St.","02142","2003-02-20T16:15:11.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","87","02:00:00","13:30:00","02:00:00","13:30:00","02:00:00","13:30:00","02:00:00","13:30:00","02:00:00","13:30:00",,,,
"Brilliant Foods, LLC",,"Summer Shack","149 Alewife Brook Parkway","02140","2003-02-25T19:30:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","375","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Aramark Services, Inc.",,"Aramark @ Biogen Idec","12 Cambridge Ctr","02142","2003-03-10T16:54:24.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","224","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00",,,,
"Hank, Inc.",,"Bukowski Tavern","1279-1283 Cambridge Street","02139","2003-04-04T14:51:55.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","99","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","05:00:00","20:00:00"
"Helmand Boston, Inc.",,"Helmand","143 First Street","02141","2003-08-01T19:24:54.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","119","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Paddy's Lunch, Inc.",,"Paddy's Lunch, Inc.","260 Walden Street","02138","2003-08-15T14:17:16.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","60","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"J.H. Restaurant Cambridge, LLC",,"John Harvard's Brew House","33 Dunster St","02138","2003-08-28T15:03:54.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","327","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Sodexo Operations, LLC",,"Sodexo Operations Llc","500 Kendall Street","02142","2003-12-30T19:52:38.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","200","02:00:00","09:30:00","02:00:00","09:30:00","02:00:00","09:30:00","02:00:00","09:30:00","02:00:00","09:30:00",,,,
"Compass Group USA, Inc.",,"Bon Appetit Management Co.","99 Brattle St","02138","2004-01-09T21:03:43.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","175","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00","02:00:00","10:00:00",,,,
"Compass Group USA, Inc.",,"Bon Appetit Management Co.","47 Oxford St","02138","2004-01-12T18:49:47.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","80","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","19:00:00","03:00:00","19:00:00","03:00:00","18:00:00"
"Mass Ave Partners, Inc.",,"Dunkin Donuts/Baskin Robbins","2472-2482 Mass. Avenue","02140","2004-04-22T17:20:17.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","20","00:00:00","17:00:00","00:00:00","17:00:00","00:00:00","17:00:00","00:00:00","17:00:00","00:00:00","17:00:00","00:00:00","17:00:00","00:00:00","17:00:00"
"Jaturong Corporation",,"Similans","145 First Street","02142","2004-07-14T19:47:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","99","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Sugar & Spice Restaurant Inc.",,"Sugar & Spice Restaurant","1933 Mass Avenue","02140","2005-02-23T18:07:23.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","60","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Eastern End, Inc.","Eastern End, Inc.","Eastside","561 Cambridge Street","02141","2005-05-02T18:02:05.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","80","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","05:00:00","20:00:00"
"Charbel Salemeh",,"Cafe Barada","165 Pearl St","02139","2005-06-21T19:30:43.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","49","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Compass Group USA, Inc.",,"Bon Appetit Management Co.","1815 Massachusetts Avenue","02138","2005-08-01T19:08:34.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","82","03:00:00","15:00:00","03:00:00","15:00:00","03:00:00","15:00:00","03:00:00","15:00:00","03:00:00","12:00:00",,,,
"Cafe Zing, Inc.",,"Cafe Zing","25 White St","02140","2005-08-08T18:38:31.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","15","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00"
"Cambridge Wok & Roll, Inc.",,"Wok & Roll Restaurant","1908 Mass Avenue","02140","2005-09-13T17:13:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","35","06:30:00","17:15:00","06:30:00","17:15:00","06:30:00","17:15:00","06:30:00","17:15:00","06:30:00","17:15:00","06:30:00","17:15:00","06:30:00","17:15:00"
"T & D Corner Restaurant, Inc",,"Corner Restaurant","2366 Mass Ave","02140","2005-12-27T19:19:36.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","70","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Corazon, Inc.",,"Green Street","280 Green Street","02139","2005-12-29T15:36:53.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","160","05:00:00","21:00:00","05:00:00","21:00:00","05:00:00","21:00:00","05:00:00","21:00:00","05:00:00","21:00:00","05:00:00","21:00:00","05:00:00","21:00:00"
"Karma Life, LLC",,"Karma","1120 Massachusetts Ave","02138","2006-01-04T17:30:56.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","10","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","03:00:00","15:00:00","03:00:00","15:00:00"
"Harvard Square Pancakes, Inc.",,"International House Of Pancakes","16-18 Eliot Street","02138","2006-01-05T17:45:36.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","84","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00","02:00:00","23:00:00"
"Curlocom, LLC",,"Plough And Stars","12 Goodwin Place","02445","2006-01-27T13:59:49.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","60","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Trattoria Pulcinnella, Inc",,"Trattoria Pulcinnella","147 Huron Ave","02138","2006-02-07T20:40:56.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","47","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Norton's Woods, Inc.",,"American Academy Of Arts & Sciences","136 Irving St","02138","2006-03-03T14:17:53.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","431","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Altruista, LLC",,"Dante","5 Cambridge Parkway","02142","2006-03-09T19:50:13.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","266","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","18:00:00","20:00:00"
"Cillstifiann, Inc.",,"The Druid","492-4100","02139","2006-03-16T14:48:10.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","99","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"North Point Cafe, Inc.",,"Lingo","8 Education St","02141","2006-03-16T15:09:44.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","188","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00"
"Bertucci's Restaurant Corp.",,"Bertucci's Brick Oven Ristorante","2-C Gill Street","01801","2006-04-05T18:49:07.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","214","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Market In The Square, LLC",,"Market In The Square","45 Brattle St","02138","2006-05-15T19:17:57.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","20","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00"
"Schlumberger Technology Corporation",,"Schlumberger-Doll Research","One Hampshire Street","02139","2006-06-07T14:20:40.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","170","02:30:00","10:00:00","02:30:00","10:00:00","02:30:00","10:00:00","02:30:00","10:00:00","02:30:00","10:00:00",,,,
"Iamb, Inc.",,"Central Kitchen","567 Massachsuetts Avenue","02139","2006-06-27T16:35:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","150","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","21:00:00","12:00:00","21:00:00","12:00:00","21:00:00","12:00:00","20:00:00"
