"year","zone","sex","age_group","population","prevalence","crude_prevalence_rate"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14324","911","6.36"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","13281","965","7.27"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","8997","654","7.27"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6472","404","6.24"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5655","327","5.78"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","0 to 9","7505","1166","15.54"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","9069","1739","19.18"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8685","607","6.99"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9946","381","3.83"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13669","484","3.54"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","13830","507","3.67"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","8878","368","4.15"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5355","229","4.28"
"2004-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2926","137","4.68"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6668","700","10.50"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7888","1252","15.87"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8201","908","11.07"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10263","908","8.85"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12751","1037","8.13"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","11381","987","8.67"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","7371","600","8.14"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5514","426","7.73"
"2004-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4749","263","5.54"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","0 to 9","7142","1179","16.51"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","10 to 19","8440","1571","18.61"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8241","614","7.45"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9813","423","4.31"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12590","541","4.30"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11420","460","4.03"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","7502","279","3.72"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4571","210","4.59"
"2004-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2494","133","5.33"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","0 to 9","7871","824","10.47"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","10 to 19","9670","1494","15.45"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9888","1064","10.76"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","12457","1039","8.34"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17341","1397","8.06"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","15544","1333","8.58"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","10485","832","7.94"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7594","542","7.14"
"2004-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6359","393","6.18"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","0 to 9","8475","1293","15.26"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","10 to 19","10201","1912","18.74"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9828","678","6.90"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","12104","588","4.86"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16649","714","4.29"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","15382","649","4.22"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","10469","497","4.75"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6635","342","5.15"
"2004-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3699","203","5.49"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","0 to 9","17598","1952","11.09"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","10 to 19","24818","4623","18.63"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","25113","3186","12.69"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28395","2870","10.11"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33195","3439","10.36"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","27206","2985","10.97"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","16695","1777","10.64"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11613","1011","8.71"
"2005-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9234","677","7.33"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","0 to 9","18254","3030","16.60"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","10 to 19","25615","5792","22.61"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","24371","2471","10.14"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","25909","1466","5.66"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31478","1714","5.45"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","25489","1308","5.13"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","15711","896","5.70"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9515","539","5.66"
"2005-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4730","290","6.13"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","0 to 9","6943","712","10.25"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","10 to 19","8439","1429","16.93"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8528","779","9.13"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9929","728","7.33"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","14139","966","6.83"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","13676","1057","7.73"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","9248","702","7.59"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6503","416","6.40"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5655","331","5.85"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","0 to 9","7390","1100","14.88"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","9058","1884","20.80"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8634","695","8.05"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9810","438","4.46"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13427","518","3.86"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14094","554","3.93"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","9151","386","4.22"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5460","246","4.51"
"2005-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2948","134","4.55"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6601","697","10.56"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7929","1339","16.89"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8180","990","12.10"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10038","944","9.40"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12749","1101","8.64"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","11690","1067","9.13"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","7663","659","8.60"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5526","425","7.69"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4813","282","5.86"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","0 to 9","7102","1154","16.25"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","10 to 19","8424","1732","20.56"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8216","700","8.52"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9619","456","4.74"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12510","557","4.45"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11749","505","4.30"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","7733","310","4.01"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4671","214","4.58"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2544","131","5.15"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","0 to 9","7797","853","10.94"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","10 to 19","9655","1624","16.82"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9867","1124","11.39"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","12088","1106","9.15"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17268","1480","8.57"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","15952","1449","9.08"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","10922","912","8.35"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7641","577","7.55"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6406","397","6.20"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","0 to 9","8326","1315","15.79"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","10 to 19","10222","2088","20.43"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9778","755","7.72"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","11810","624","5.28"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16537","786","4.75"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","15697","704","4.48"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","10854","538","4.96"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6775","337","4.97"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3785","224","5.92"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","0 to 9","17469","1891","10.82"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","10 to 19","24814","4781","19.27"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","25660","3466","13.51"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28556","3043","10.66"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33438","3659","10.94"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","27807","3110","11.18"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","17883","2032","11.36"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11675","1070","9.16"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9535","714","7.49"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","0 to 9","18133","2961","16.33"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","10 to 19","25674","6077","23.67"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","24948","2802","11.23"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26122","1574","6.03"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31744","1807","5.69"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","26216","1464","5.58"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","16779","969","5.78"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9802","559","5.70"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4888","298","6.10"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","0 to 9","6938","686","9.89"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","10 to 19","8391","1504","17.92"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8507","857","10.07"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9706","751","7.74"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","13841","981","7.09"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","13836","1084","7.83"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","9738","782","8.03"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6633","441","6.65"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5684","344","6.05"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","0 to 9","7285","1042","14.30"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","9062","1997","22.04"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8605","782","9.09"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9539","461","4.83"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13127","527","4.01"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14190","578","4.07"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","9722","439","4.52"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5568","240","4.31"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2926","145","4.96"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6644","728","10.96"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7924","1385","17.48"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8064","981","12.17"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9947","1016","10.21"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12668","1129","8.91"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","11850","1121","9.46"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","8110","751","9.26"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5569","455","8.17"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4854","294","6.06"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","0 to 9","6976","1097","15.73"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","10 to 19","8556","1852","21.65"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8093","775","9.58"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9574","502","5.24"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12346","556","4.50"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11897","548","4.61"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","8256","334","4.05"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4780","223","4.67"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2593","142","5.48"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","0 to 9","7766","900","11.59"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","10 to 19","9583","1684","17.57"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9870","1202","12.18"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11924","1177","9.87"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","16976","1538","9.06"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","16153","1511","9.35"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","11651","1041","8.93"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7706","604","7.84"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6497","428","6.59"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","0 to 9","8249","1281","15.53"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","10 to 19","10238","2243","21.91"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9726","867","8.91"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","11583","651","5.62"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16321","819","5.02"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","15863","749","4.72"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","11450","599","5.23"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6950","368","5.29"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3850","221","5.74"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","0 to 9","17251","1856","10.76"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","10 to 19","24723","4854","19.63"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","26048","3675","14.11"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28680","3229","11.26"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33558","3782","11.27"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","28334","3276","11.56"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","19162","2232","11.65"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11798","1124","9.53"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9696","738","7.61"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","0 to 9","18016","2817","15.64"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","10 to 19","25692","6217","24.20"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","25179","3141","12.47"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26327","1706","6.48"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31564","1873","5.93"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","26935","1590","5.90"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","17912","1049","5.86"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","10012","586","5.85"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","80 +","5034","300","5.96"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","0 to 9","6843","652","9.53"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","10 to 19","8390","1555","18.53"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8434","919","10.90"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9568","800","8.36"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","13374","1000","7.48"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","14016","1121","8.00"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","10295","866","8.41"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6666","465","6.98"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5699","350","6.14"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","0 to 9","7209","1000","13.87"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","9011","2082","23.11"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8609","887","10.30"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9315","489","5.25"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","12763","544","4.26"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14140","602","4.26"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","10251","474","4.62"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5709","275","4.82"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2969","149","5.02"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6644","709","10.67"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7844","1421","18.12"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8071","1022","12.66"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9805","1055","10.76"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12436","1147","9.22"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","12039","1161","9.64"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","8673","807","9.30"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5576","474","8.50"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4897","304","6.21"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","0 to 9","7010","1044","14.89"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","10 to 19","8618","1944","22.56"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8004","859","10.73"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9430","533","5.65"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12122","557","4.59"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12108","576","4.76"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","8680","362","4.17"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4898","237","4.84"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2636","146","5.54"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","0 to 9","7741","863","11.15"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","10 to 19","9595","1782","18.57"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9813","1278","13.02"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11718","1233","10.52"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","16569","1593","9.61"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","16388","1560","9.52"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","12334","1169","9.48"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7879","644","8.17"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6534","442","6.76"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","0 to 9","8114","1266","15.60"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","10 to 19","10322","2361","22.87"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9641","1001","10.38"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","11328","655","5.78"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","15858","862","5.44"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","16128","776","4.81"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","12083","651","5.39"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","7139","391","5.48"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3936","237","6.02"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","0 to 9","17417","1786","10.25"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","10 to 19","24449","4858","19.87"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","26549","3941","14.84"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","29016","3416","11.77"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33426","3871","11.58"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","29287","3445","11.76"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","20196","2484","12.30"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","12047","1184","9.83"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9873","778","7.88"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","0 to 9","18202","2697","14.82"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","10 to 19","25377","6331","24.95"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","25857","3544","13.71"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26643","1809","6.79"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31626","1942","6.14"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","27762","1726","6.22"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","18843","1127","5.98"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","10324","635","6.15"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","80 +","5228","301","5.76"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","0 to 9","6812","628","9.22"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","10 to 19","8434","1593","18.89"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8394","988","11.77"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9475","843","8.90"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","12976","1021","7.87"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","14203","1169","8.23"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","10744","948","8.82"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6767","487","7.20"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5741","376","6.55"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","0 to 9","7239","959","13.25"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","8991","2151","23.92"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8674","1007","11.61"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9274","512","5.52"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","12467","542","4.35"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14176","639","4.51"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","10698","507","4.74"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5877","287","4.88"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","3015","153","5.07"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6766","653","9.65"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7876","1473","18.70"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8031","1054","13.12"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9775","1117","11.43"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12226","1203","9.84"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","12230","1225","10.02"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","9051","861","9.51"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5739","496","8.64"
