"waterbody","station","lease","latitude","longitude","deployment_period","timestamp","sensor","depth","variable","value","units","mooring"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T09:00:00.000","HOBO-10194912","2","Temperature","20.96","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T09:15:00.000","HOBO-10194912","2","Temperature","20.936","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T09:30:00.000","HOBO-10194912","2","Temperature","20.913","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T09:45:00.000","HOBO-10194912","2","Temperature","20.889","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T10:00:00.000","HOBO-10194912","2","Temperature","20.817","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T10:15:00.000","HOBO-10194912","2","Temperature","20.77","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T10:30:00.000","HOBO-10194912","2","Temperature","20.746","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T10:45:00.000","HOBO-10194912","2","Temperature","20.746","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T11:00:00.000","HOBO-10194912","2","Temperature","20.746","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T11:15:00.000","HOBO-10194912","2","Temperature","20.746","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T11:30:00.000","HOBO-10194912","2","Temperature","20.77","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T11:45:00.000","HOBO-10194912","2","Temperature","20.793","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T12:00:00.000","HOBO-10194912","2","Temperature","20.77","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T12:15:00.000","HOBO-10194912","2","Temperature","20.674","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T12:30:00.000","HOBO-10194912","2","Temperature","20.77","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T12:45:00.000","HOBO-10194912","2","Temperature","20.746","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T13:00:00.000","HOBO-10194912","2","Temperature","20.674","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T13:15:00.000","HOBO-10194912","2","Temperature","20.317","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T13:30:00.000","HOBO-10194912","2","Temperature","20.269","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T13:45:00.000","HOBO-10194912","2","Temperature","20.293","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T14:00:00.000","HOBO-10194912","2","Temperature","20.222","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T14:15:00.000","HOBO-10194912","2","Temperature","19.96","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T14:30:00.000","HOBO-10194912","2","Temperature","20.007","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T14:45:00.000","HOBO-10194912","2","Temperature","19.865","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T15:00:00.000","HOBO-10194912","2","Temperature","19.888","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T15:15:00.000","HOBO-10194912","2","Temperature","19.912","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T15:30:00.000","HOBO-10194912","2","Temperature","19.865","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T15:45:00.000","HOBO-10194912","2","Temperature","19.817","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T16:00:00.000","HOBO-10194912","2","Temperature","19.888","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T16:15:00.000","HOBO-10194912","2","Temperature","20.007","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T16:30:00.000","HOBO-10194912","2","Temperature","20.174","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T16:45:00.000","HOBO-10194912","2","Temperature","20.317","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T17:00:00.000","HOBO-10194912","2","Temperature","20.269","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T17:15:00.000","HOBO-10194912","2","Temperature","20.293","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T17:30:00.000","HOBO-10194912","2","Temperature","20.341","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T17:45:00.000","HOBO-10194912","2","Temperature","20.412","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T18:00:00.000","HOBO-10194912","2","Temperature","20.436","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T18:15:00.000","HOBO-10194912","2","Temperature","20.412","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T18:30:00.000","HOBO-10194912","2","Temperature","20.412","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T18:45:00.000","HOBO-10194912","2","Temperature","20.388","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T19:00:00.000","HOBO-10194912","2","Temperature","20.436","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T19:15:00.000","HOBO-10194912","2","Temperature","20.436","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T19:30:00.000","HOBO-10194912","2","Temperature","20.365","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T19:45:00.000","HOBO-10194912","2","Temperature","20.388","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T20:00:00.000","HOBO-10194912","2","Temperature","20.341","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T20:15:00.000","HOBO-10194912","2","Temperature","20.246","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T20:30:00.000","HOBO-10194912","2","Temperature","20.222","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T20:45:00.000","HOBO-10194912","2","Temperature","20.15","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T21:00:00.000","HOBO-10194912","2","Temperature","20.174","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T21:15:00.000","HOBO-10194912","2","Temperature","20.15","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T21:30:00.000","HOBO-10194912","2","Temperature","20.174","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T21:45:00.000","HOBO-10194912","2","Temperature","20.126","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T22:00:00.000","HOBO-10194912","2","Temperature","20.15","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T22:15:00.000","HOBO-10194912","2","Temperature","20.15","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T22:30:00.000","HOBO-10194912","2","Temperature","20.198","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T22:45:00.000","HOBO-10194912","2","Temperature","20.222","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T23:00:00.000","HOBO-10194912","2","Temperature","20.222","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T23:15:00.000","HOBO-10194912","2","Temperature","20.222","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T23:30:00.000","HOBO-10194912","2","Temperature","20.246","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-24T23:45:00.000","HOBO-10194912","2","Temperature","20.246","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T00:00:00.000","HOBO-10194912","2","Temperature","20.222","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T00:15:00.000","HOBO-10194912","2","Temperature","20.198","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T00:30:00.000","HOBO-10194912","2","Temperature","20.15","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T00:45:00.000","HOBO-10194912","2","Temperature","20.174","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T01:00:00.000","HOBO-10194912","2","Temperature","19.936","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T01:15:00.000","HOBO-10194912","2","Temperature","19.698","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T01:30:00.000","HOBO-10194912","2","Temperature","19.746","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T01:45:00.000","HOBO-10194912","2","Temperature","19.722","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T02:00:00.000","HOBO-10194912","2","Temperature","19.532","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T02:15:00.000","HOBO-10194912","2","Temperature","19.365","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T02:30:00.000","HOBO-10194912","2","Temperature","19.318","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T02:45:00.000","HOBO-10194912","2","Temperature","19.318","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T03:00:00.000","HOBO-10194912","2","Temperature","19.246","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T03:15:00.000","HOBO-10194912","2","Temperature","19.103","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T03:30:00.000","HOBO-10194912","2","Temperature","19.103","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T03:45:00.000","HOBO-10194912","2","Temperature","19.103","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T04:00:00.000","HOBO-10194912","2","Temperature","19.056","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T04:15:00.000","HOBO-10194912","2","Temperature","19.08","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T04:30:00.000","HOBO-10194912","2","Temperature","19.151","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T04:45:00.000","HOBO-10194912","2","Temperature","19.27","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T05:00:00.000","HOBO-10194912","2","Temperature","19.436","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T05:15:00.000","HOBO-10194912","2","Temperature","19.341","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T05:30:00.000","HOBO-10194912","2","Temperature","19.365","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T05:45:00.000","HOBO-10194912","2","Temperature","19.365","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T06:00:00.000","HOBO-10194912","2","Temperature","19.341","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T06:15:00.000","HOBO-10194912","2","Temperature","19.294","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T06:30:00.000","HOBO-10194912","2","Temperature","19.27","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T06:45:00.000","HOBO-10194912","2","Temperature","19.318","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T07:00:00.000","HOBO-10194912","2","Temperature","19.318","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T07:15:00.000","HOBO-10194912","2","Temperature","19.294","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T07:30:00.000","HOBO-10194912","2","Temperature","19.246","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T07:45:00.000","HOBO-10194912","2","Temperature","19.222","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T08:00:00.000","HOBO-10194912","2","Temperature","19.199","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T08:15:00.000","HOBO-10194912","2","Temperature","19.127","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T08:30:00.000","HOBO-10194912","2","Temperature","19.08","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T08:45:00.000","HOBO-10194912","2","Temperature","19.008","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T09:00:00.000","HOBO-10194912","2","Temperature","18.961","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T09:15:00.000","HOBO-10194912","2","Temperature","18.937","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T09:30:00.000","HOBO-10194912","2","Temperature","18.937","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T09:45:00.000","HOBO-10194912","2","Temperature","18.937","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T10:00:00.000","HOBO-10194912","2","Temperature","18.961","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T10:15:00.000","HOBO-10194912","2","Temperature","18.961","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T10:30:00.000","HOBO-10194912","2","Temperature","18.913","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T10:45:00.000","HOBO-10194912","2","Temperature","18.913","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T11:00:00.000","HOBO-10194912","2","Temperature","18.937","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T11:15:00.000","HOBO-10194912","2","Temperature","18.889","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T11:30:00.000","HOBO-10194912","2","Temperature","18.866","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T11:45:00.000","HOBO-10194912","2","Temperature","18.866","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T12:00:00.000","HOBO-10194912","2","Temperature","18.889","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T12:15:00.000","HOBO-10194912","2","Temperature","18.889","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T12:30:00.000","HOBO-10194912","2","Temperature","18.866","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T12:45:00.000","HOBO-10194912","2","Temperature","18.723","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T13:00:00.000","HOBO-10194912","2","Temperature","18.675","degrees Celsius","float"
"Salt Bay","Big Sluice","1400","43.8144","-65.9137","2017-Jun-21 to 2017-Nov-17","2017-07-25T13:15:00.000","HOBO-10194912","2","Temperature","18.675","degrees Celsius","float"
