"waterbody","station","lease","latitude","longitude","deployment_period","timestamp","sensor","depth","variable","value","units","mooring"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T18:47:48.000","aquaMeasure-670299","2","Temperature","1.65","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T18:57:59.000","aquaMeasure-670299","2","Temperature","1.65","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T19:08:07.000","aquaMeasure-670299","2","Temperature","1.63","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T19:18:15.000","aquaMeasure-670299","2","Temperature","1.63","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T19:28:25.000","aquaMeasure-670299","2","Temperature","1.63","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T19:38:33.000","aquaMeasure-670299","2","Temperature","1.63","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T19:48:42.000","aquaMeasure-670299","2","Temperature","1.63","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T19:58:50.000","aquaMeasure-670299","2","Temperature","1.63","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T20:08:58.000","aquaMeasure-670299","2","Temperature","1.61","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T20:19:09.000","aquaMeasure-670299","2","Temperature","1.61","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T20:29:17.000","aquaMeasure-670299","2","Temperature","1.61","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T20:39:27.000","aquaMeasure-670299","2","Temperature","1.61","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T20:49:36.000","aquaMeasure-670299","2","Temperature","1.59","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T20:59:44.000","aquaMeasure-670299","2","Temperature","1.59","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T21:09:53.000","aquaMeasure-670299","2","Temperature","1.57","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T21:20:01.000","aquaMeasure-670299","2","Temperature","1.57","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T21:30:12.000","aquaMeasure-670299","2","Temperature","1.57","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T21:40:21.000","aquaMeasure-670299","2","Temperature","1.59","degrees Celsius","fixed"
"St. Margarets Bay","Birchy Head","NA","44.57130379","-64.03512147","2018-Feb-20 to 2018-Apr-25","2018-02-20T21:50:29.000","aquaMeasure-670299","2","Temperature","1.61","degrees Celsius","fixed"
