"section_id","highway","section","section_length","section_description","date","description","group","type","county","ptrucks","adt","aadt","direction","_85pct","priority_points"
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2021-05-27T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2733","2550",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2021-05-27T00:00:00.000","JUST WEST OF PATTON RD (WB)","A","VC","HFX","4","1774","1350","W",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2021-05-27T00:00:00.000","JUST WEST OF PATTON RD (EB)","A","VC","HFX","4","1396","1310","E",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2020-11-24T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2350","2460",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2019-09-09T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2566","2430",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2018-11-01T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2312","2320",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2017-07-06T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD (WB)","A","VC","HFX","4","1466","1300","W",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2017-06-07T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD (EB)","A","VC","HFX","3","1383","1230","E",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2016-09-19T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2590","2440",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2015-09-28T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2195","2100",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2013-09-16T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2579","2430",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2012-10-22T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2381","2330",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2011-10-13T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2241","2160",,,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2009-11-12T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD (WB)","A","VC","HFX","8","1012","1030","W",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2009-11-12T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD (EB)","A","VC","HFX","8","981","1000","E",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2008-10-20T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD (WB)","A","VC","HFX","4","1016","1000","W",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2008-10-20T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD (EB)","A","VC","HFX","4","965","950","E",,
"1047","1","47","4.50","PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN","2007-08-01T00:00:00.000","0.5 KM EAST OF BRUSHY HILL RD","A","TC","HFX",,"2769","2450",,,
"1050","1","50","7.60","MOUNT UNIACKE CONN TO UNIACKE MINES RD (MT UNIACKE)","2021-04-21T00:00:00.000","1.5 KM WEST OF HALIFAX/HANTS COUNTY LINE","B","TC","HAN",,"6023","6290",,,
"1050","1","50","7.60","MOUNT UNIACKE CONN TO UNIACKE MINES RD (MT UNIACKE)","2019-09-09T00:00:00.000","1.5 KM WEST OF HALIFAX/HANTS COUNTY LINE","B","TC","HAN",,"6164","5520",,,
"1050","1","50","7.60","MOUNT UNIACKE CONN TO UNIACKE MINES RD (MT UNIACKE)","2019-07-03T00:00:00.000","TK 1 AT ETTER RD (MT UNIACKE)",,"SA","HAN",,,,,,"27"
"1050","1","50","7.60","MOUNT UNIACKE CONN TO UNIACKE MINES RD (MT UNIACKE)","2019-06-17T00:00:00.000","200 M WEST OF ETTER RD (WB)","B","VC","HAN","6","2984","2690","W",,
"1050","1","50","7.60","MOUNT UNIACKE CONN TO UNIACKE MINES RD (MT UNIACKE)","2019-06-17T00:00:00.000","200 M EAST OF ETTER RD (EB)","B","VC","HAN","9","3934","3545","E",,
"1050","1","50","7.60","MOUNT UNIACKE CONN TO UNIACKE MINES RD (MT UNIACKE)","2019-06-17T00:00:00.000","200 M WEST OF ETTER RD (EB)","B","VC","HAN","5","2924","2640","E",,
