"county","site_code","lake_name","station","easting","northing","topo_map","mapbook","volume__m3","area_surface","maximum_de","mean_depth","less_than","shoreline","flushing_rate","headwater","assessment","sample_depth","thermoclin","surface_temp","temperature","oxygen","bottom_disc","secchi_disc","turbidity","jtu_turbid","colour","unknown","relative","conductivity","hardness","alkalinity","ph","aluminum","calcium_mg","chloride","copper__mg","iron__mg","manganese","potassium","sodium__mg","sulphate","zinc__mg_l","nitrogen_t","nitrate","ammonia","total_phosphate","ortho_phos","silica__mg","diss_solid","suspended","organic","dissolved_ox","chlorophyl","pheophytin","lab","collector","agency","data_id","notes","alt_name"
"Victoria","16","SIEFERTS",,"677687","5140940","11K07","37C5","375,091","17.1","6","2.2","17","1.6",,"N","1996-08-20T00:00:00.000","4","B","20","17","8.2","2.4","1.35","0.2",,"96",,,"29.9","6.71","3","6.3","0.22","1.7","2.5","0.03","0.21","0.08","0.2","2.7","8","0.08","0.29","0.01","0.03","0.013","0.00050","1.9",,,,,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL",,"SIEFERTS Barachois R."
"Guysborough","233","LONG",,"548405.08797","5009056.40632","1.10E+02","270000",,,,,,,,,"1996-08-09T00:00:00.000","0","S",,,,,,"1.6",,"40",,,"30.4",,"2","5.8","0.19","1.1",,"0.005","0.3","0.12","0.5","3.3",,"0.005","0.21","0.005",,"0.008","0.00050",,,,,,"1.3","1.2","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","LONG Liscomb R."
"Halifax","933","HORSESHOE",,"507762","4972310","11D15","28A2","352,500","25.9","8","1.4","24.8","1.5","3.9","N","1996-08-09T00:00:00.000","0","S",,,,,,"0.8",,"39",,,"25.5",,"2","6","0.099","1.2",,"0.005","0.1","0.08","0.5","2.5",,"0.005","0.25","0.005",,"0.004","0.00050",,,,,,"1.7","0.9","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","HORSESHOE Tangier R."
"Halifax","933","HORSESHOE",,"507762","4972310","11D15","28A2","352,500","25.9","8","1.4","24.8","1.5","3.9","N","1996-08-09T00:00:00.000","7","B",,,,,,"3.4",,"70",,,"28",,"3","6","0.25","1.4",,"0.005","1.48","0.18","0.6","2.7",,"0.06","0.36","0.005",,"0.019","0.001",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","HORSESHOE Tangier R."
"Halifax","933","HORSESHOE",,"507762","4972310","11D15","28A2","352,500","25.9","8","1.4","24.8","1.5","3.9","N","1996-08-09T00:00:00.000","4","T",,,,,,"1.6",,"46",,,"27.7",,"2","5.9","0.16","1.3",,"0.005","0.73","0.31","0.3","2.8",,"0.08","0.26","0.005",,"0.011","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","HORSESHOE Tangier R."
"Halifax","985","BEAVERBANK","STN #1","447184","4967280","11D13",,,,,,,,,"N","1996-08-08T00:00:00.000","0","S",,,,,,"0.6",,"45",,,"38.9","6.14","0.5","5.8","0.15","1.8","5.4","0.005","0.39","0.15","0.2","4","7","0.005","0.27","0.025","0.02","0.008","0.00050","0.7","26",,,"26","5.4","1.4","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BEAVERBANK Shubenacadie R."
"Halifax","985","BEAVERBANK","STN #1","447184","4967280","11D13",,,,,,,,,"N","1996-08-08T00:00:00.000","4","T",,,,,,"1.2",,"68",,,"39.8","5.89","1","5.6","0.23","1.7","5.4","0.02","0.73","0.22","0.3","4","7","0.11","0.29","0.005","0.01","0.014","0.00050","1.4",,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BEAVERBANK Shubenacadie R."
"Halifax","985","BEAVERBANK","STN #1","447184","4967280","11D13",,,,,,,,,"N","1996-08-08T00:00:00.000","6","B",,,,,,"0.9",,"49",,,"51.9","9.88","1","5.6","0.16","3.3","6.2","0.01","0.74","0.24","0.3","4.6","9","0.08","0.22","0.01","0.02","0.014","0.00050","1.9",,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BEAVERBANK Shubenacadie R."
"Halifax","985","BEAVERBANK","STN #2","447184","4967280","11D13",,,,,,,,,"N","1996-08-08T00:00:00.000","0","S",,,,,,"0.6",,"44",,,"35.1","6.3","0.5","5.7","0.15","1.7","5.4","0.01","0.4","0.15","0.3","4","6","0.005","0.28","0.05","0.02","0.009","0.005","0.7","50",,,"50","4.3","1.4","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BEAVERBANK Shubenacadie R."
"Halifax","985","BEAVERBANK","STN #2","447184","4967280","11D13",,,,,,,,,"N","1996-08-08T00:00:00.000","7","B",,,,,,"2.7",,"67",,,"72.4","18.3","3","6","0.16","6.2","7.5","0.01","1.32","0.33","0.2","4.8","17","0.09","0.31","0.03","0.11","0.017","0.002","2.4",,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BEAVERBANK Shubenacadie R."
"Halifax","985","BEAVERBANK","STN #2","447184","4967280","11D13",,,,,,,,,"N","1996-08-08T00:00:00.000","4","T",,,,,,"0.6",,"71",,,"38.5","5.89","0.5","5.5","0.15","1.7","5.2","0.02","0.68","0.22","0.2","4.1","7","0.15","0.27","0.01","0.02","0.015","0.00050","1.6",,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BEAVERBANK Shubenacadie R."
"Halifax","120","SPRINGFIELD",,"441491","4962360","11D13","20000","1,878,150","78.9","4",,"78.9","2.04","2.37","Y","1996-08-08T00:00:00.000","0","S",,,,,,"0.6",,"2.5",,,"84.5",,"1","6.2","0.024","5.4",,"0.01","0.06","0.02","0.3","8.4",,"0.01","0.15","0.005",,"0.003","0.00050",,,,,,"2.1","0.6","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","SPRINGFIELD Shubenacadie R."
"Halifax","120","SPRINGFIELD",,"441491","4962360","11D13","20000","1,878,150","78.9","4",,"78.9","2.04","2.37","Y","1996-08-08T00:00:00.000","3","B",,,,,,"0.6",,"5",,,"84",,"2","6.2","0.026","5.3",,"0.01","0.07","0.03","0.2","8.3",,"0.08","0.17","0.005",,"0.003","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","SPRINGFIELD Shubenacadie R."
"Halifax","968","COXS","STN #1","519292","5009950","11D12",,,,,,,,,"N","1996-08-08T00:00:00.000","13","B",,,,,,"2.1",,"40",,,"79.2",,"1","5.7","0.28","2.3",,"0.05","0.91","0.19","0.05","10.3",,"0.12","0.38","0.12",,"0.018","0.005",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","COX Shubenacadie R."
"Halifax","968","COXS","STN #1","519292","5009950","11D12",,,,,,,,,"N","1996-08-08T00:00:00.000","0","S",,,,,,"0.6",,"22",,,"67.6",,"0.5","5.8","0.091","2.1",,"0.01","0.07","0.05","0.1","8.9",,"0.005","0.19","0.005",,"0.011","0.00050",,,,,,"2.6","1.1","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","COX Shubenacadie R."
"Halifax","968","COXS","STN #2","519292","5009950","11D12",,,,,,,,,"N","1996-08-08T00:00:00.000","6","T",,,,,,"1.2",,"41",,,"67.8",,"0.5","5.4","0.21","1.9",,"0.023","0.35","0.19","0.1","8.5",,"0.1","0.28","0.06",,"0.022","0.001",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","COX Shubenacadie R."
"Halifax","968","COXS","STN #2","519292","5009950","11D12",,,,,,,,,"N","1996-08-08T00:00:00.000","11","B",,,,,,"2.1",,"86",,,"75.3",,"2","5.7","0.29","2.2",,"0.005","2.03","0.27","0.1","9.3",,"0.08","0.43","0.03",,"0.023","0.005",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","COX Shubenacadie R."
"Halifax","968","COXS","STN #2","519292","5009950","11D12",,,,,,,,,"N","1996-08-08T00:00:00.000","0","S",,,,,,"0.6",,"25",,,"64.9",,"0.5","5.6","0.088","2.1",,"0.005","0.07","0.04","0.2","8.8",,"0.01","0.24","0.005",,"0.007","0.00050",,,,,,"2.7","1.3","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","COX Shubenacadie R."
"Halifax","968","COXS","STN #3","519292","5009950","11D12",,,,,,,,,"N","1996-08-08T00:00:00.000","0","S",,,,,,"0.3",,"24",,,"65.9",,"0.5","5.7","0.078","2.2",,"0.01","0.09","0.05","0.1","8.8",,"0.01","0.19","0.005",,"0.006","0.00050",,,,,,"2.8","1.1","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","COX Shubenacadie R."
"Halifax","968","COXS","STN #3","519292","5009950","11D12",,,,,,,,,"N","1996-08-08T00:00:00.000","3","B",,,,,,"0.3",,"22",,,"68",,"0.5","5.7","0.08","2.1",,"0.01","0.09","0.05","0.3","8.8",,"0.04","0.19","0.005",,"0.009","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","COX Shubenacadie R."
"Halifax","83","FOURTH",,"551681","4979480","11D12","2100","388,053","21.8","3","1.8","21.8","1.3","48.9","N","1996-08-07T00:00:00.000","0","S",,,,,,"0.6",,"75",,,"25.4",,"1","5.4","0.16","1.1",,"0.005","0.46","0.13","0.6","2.6",,"0.005","0.23","0.005",,"0.007","0.00050",,,,,,"5.1","1.3","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","FOURTH Quoddy R."
"Halifax","83","FOURTH",,"551681","4979480","11D12","2100","388,053","21.8","3","1.8","21.8","1.3","48.9","N","1996-08-07T00:00:00.000","5","B",,,,,,"1.2",,"75",,,"25.2",,"2","5.6","0.16","0.9",,"0.01","1.16","0.27","0.6","2.4",,"0.15","0.25","0.01",,"0.014","0.005",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","FOURTH Quoddy R."
"Halifax","882","SALMON RIVER BIG",,"545434","4981710","11D16","24B4",,,,,,,,"N","1996-08-07T00:00:00.000","0","S",,,,,,"1.2",,"60",,,"23.5",,"2","5.4","0.15","0.9",,"0.005","0.35","0.07","0.6","2.6",,"0.01","0.22","0.005",,"0.006","0.00050",,,,,,"2.6","1.4","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","SALMON RIVER BIG Salmon R."
"Halifax","882","SALMON RIVER BIG",,"545434","4981710","11D16","24B4",,,,,,,,"N","1996-08-07T00:00:00.000","2","B",,,,,,"0.6",,"65",,,"24.4",,"1","5.5","0.19","0.9",,"0.03","0.43","0.1","0.5","2.5",,"0.14","0.25","0.005",,"0.01","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","SALMON RIVER BIG Salmon R."
"Guysborough","234","SHEPHERDS",,"612423","5042002","11F12",,,,,,,,,,"1996-08-02T00:00:00.000","0","S",,,,,,"0.6",,"24",,,"76.3",,"1","5.6","0.074","1.4",,"0.005","0.15","0.08","0.3","11.4",,"0.005","0.19","0.005",,"0.008","0.00050",,,,,,"3.1","1.1","Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","SHEPHERDS Tracadie R."
"Halifax","208","LITTLE",,"442605","4927270","11D05","2100","175,168","4.8","8",,"4.2","2",,"Y","1979-07-30T00:00:00.000","0","S","23","11.5","10","3","1.87",,,,,,"32",,,"6",,,,,,,,,,,,,,,,,,,,,,,,,"Lands and Forests","FK, FI, LA",,"LITTLE  EJSD9"
"Guysborough","234","SHEPHERDS",,"612423","5042002","11F12",,,,,,,,,,"1996-08-02T00:00:00.000","6","B",,,,,,"1.1",,"50",,,"71.8",,"1","5.4","0.25","1.3",,"0.03","0.68","0.24","0.2","10.6",,"0.15","0.25","0.005",,"0.033","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","SHEPHERDS Tracadie R."
"Guysborough","235","WELLS",,"616058.75069","5030309.10948","11F05",,,,,,,,,,"1996-08-02T00:00:00.000","0","S",,,,,,"1.7",,"34",,,"39",,"6","6.6","0.046","2.8",,"0.005","0.15","0.16","0.2","3.7",,"0.005","0.41","0.005",,"0.022","0.00050",,,,,,"17.2","7.5","Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","WELLS 1ER-SD14"
"Guysborough","235","WELLS",,"616058.75069","5030309.10948","11F05",,,,,,,,,,"1996-08-02T00:00:00.000","1","B",,,,,,"1.1",,"36",,,"38.6",,"7","6.6","0.036","2.6",,"0.02","0.2","0.14","0.2","3.4",,"0.04","0.44","0.005",,"0.024","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","WELLS 1ER-SD14"
"Guysborough","147","PYE",,"571742","4980660","11D16","31C1","259,956","11.6","9","2.2","10.9","1.4","2.4","Y","1996-08-01T00:00:00.000","0","S",,,,,,"1.1",,"32",,,"61.5",,"1","5.5","0.083","1",,"0.005","0.34","0.12","0.2","8.9",,"0.005","0.18","0.005",,"0.007","0.00050",,,,,,"2.2","1.2","Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","PYE  ENSD6"
"Guysborough","147","PYE",,"571742","4980660","11D16","31C1","259,956","11.6","9","2.2","10.9","1.4","2.4","Y","1996-08-01T00:00:00.000","6","T",,,,,,"1.4",,"53",,,"63.5",,"1","5.5","0.16","1",,"0.02","1.91","0.3","0.4","9.1",,"0.08","0.22","0.02",,"0.015","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","PYE  ENSD6"
"Guysborough","147","PYE",,"571742","4980660","11D16","31C1","259,956","11.6","9","2.2","10.9","1.4","2.4","Y","1996-08-01T00:00:00.000","8","B",,,,,,"2.3",,"70",,,"65.3",,"2","5.5","0.2","1",,"0.04","1.21","0.28","0.3","9.3",,"0.14","0.26","0.02",,"0.015","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Ralph Heighton","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","PYE  ENSD6"
"Guysborough","21","GRANT LAKE RESERVOIR",,"620548","5052089","11F11",,,,,,,,,,"1996-07-31T00:00:00.000","0","S",,,,,,"0.6",,"14",,,"39.6",,"2","6.2","0.037","1.5",,"0.005","0.07","0.06","0.9","4.7",,"0.005","0.14","0.005",,"0.007","0.00050",,,,,,"1.5","0.8","Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","GRANT LAKE RESERVOIR Mill Creek"
"Guysborough","21","GRANT LAKE RESERVOIR",,"620548","5052089","11F11",,,,,,,,,,"1996-07-31T00:00:00.000","11","B",,,,,,"2.3",,"27",,,"44",,"6","6.4","0.15","1.7",,"0.01","1.02","1.93","0.8","4.5",,"0.04","0.27","0.02",,"0.018","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","GRANT LAKE RESERVOIR Mill Creek"
"Guysborough","233","LONG",,"548405.08797","5009056.40632","1.10E+02","270000",,,,,,,,,"1996-07-30T00:00:00.000","0","S",,,,,,"0.7",,"7",,,"21.7",,"2","6.1","0.074","0.5",,"0.005","0.11","0.02","0.1","2.5",,"0.01","0.2","0.005",,"0.008","0.00050",,,,,,"1.3","0.4","Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","LONG Liscomb R."
"Guysborough","233","LONG",,"548405.08797","5009056.40632","1.10E+02","270000",,,,,,,,,"1996-07-30T00:00:00.000","3","B",,,,,,"0.7",,"9",,,"18.7",,"2","5.8","0.11","0.5",,"0.02","0.13","0.03","0.2","2.4",,"0.05","0.22","0.005",,"0.005","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","LONG Liscomb R."
"Guysborough","232","BIG BROOK",,"548419.23479","5007204.87832","1.10E+02",,,,,,,,,,"1996-07-30T00:00:00.000","0","S",,,,,,"0.2",,"36",,,"29.4",,"1","5.6","0.15","0.6",,"0.005","0.24","0.05","0.2","2.3",,"0.01","0.22","0.005",,"0.007","0.00050",,,,,,"2.4","1.5","Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BIG BROOK Liscomb R."
"Guysborough","232","BIG BROOK",,"548419.23479","5007204.87832","1.10E+02",,,,,,,,,,"1996-07-30T00:00:00.000","3","B",,,,,,"0.4",,"39",,,"19.9",,"0.5","5.6","0.18","0.6",,"0.04","0.27","0.05","0.2","2.2",,"0.14","0.22","0.005",,"0.01","0.00050",,,,,,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL","Data from NSDOE data set ""Lake Survey Program 1981","BIG BROOK Liscomb R."
"Halifax","994","KEITH",,"504290","4987110","1.10E+03","28A1",,,,,,,,,"1996-01-27T00:00:00.000","0","S",,,,,,"0.7",,"17",,,"22.6","3.14","0.5","5.2",,"0.6","3.4","0.005","0.24","0.08","0.3","2.1","2","0.005",,"0.025","0.025",,"0.02","1.6",,,"4.7",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"KEITH Fish R. - L.Charlotte"
"Halifax","993","MCLEOD",,"502447","4988200","1.10E+03","28A1",,,,,,,,,"1996-01-27T00:00:00.000","0","S",,,,,,"0.5",,"20",,,"25.4","4.2","0.5","5.6",,"0.86","4.5","0.005","0.14","0.11","0.2","2.4","3","0.005",,"0.025","0.025",,"0.005","1.7",,,"6",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"MCLEOD Fish R. - L.Charlotte"
"Guysborough","218","BIG LISCOMB",,"542042","5008900","1.10E+02","270000","9,470,099","286","14",,"0","0",,,"1995-09-20T00:00:00.000","0","S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS Dept. of Fisheries",,,"BIG LISCOMB Liscomb R."
"Digby","34","ENGLISH",,"255733","4894180","21B01","04A5","321,575","17.5","6","1.8","17.5","1.5","43.6","N","1995-09-17T00:00:00.000","0","S",,,,,,"0.68",,"16",,,"53.4","7.46","2","6.4",,"1.34","9.6","0.005","0.15","0.05","0.4","6","4","0.005",,"0.025","0.025",,"0.005","0.25",,,"4.5",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"ENGLISH Salmon R. (Dig Co)"
"Digby","42","SALMON RIVER",,"256113","4896100","21B01","04A5","5,271,336","179.6","14",,"164.8","2.6","1.08","N","1995-09-17T00:00:00.000","0","S",,,,,"1.6","0.77",,"31",,,"49.5","6.16","1","5.9",,"1.15","9","0.005","0.25","0.03","0.3","5.3","4","0.01",,,,,,"1.1",,,"5.8",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"SALMON RIVER Salmon R. (Dig Co)"
"Digby","41","DOCTORS",,"250659","4882720","21B01","05A1","954,727","32.7","8","2.9","29.7","1.5","2.1","Y","1995-09-17T00:00:00.000","0","S",,,,,,"0.45",,"8",,,"76.3","7.45","1","6.3",,"1.17","16.2","0.005","0.01","0.005","0.4","9.8","6","0.005",,"0.025","0.025",,"0.005","0.25",,,"2.8",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"DOCTORS Salmon R. (Dig Co)"
"Digby","973","LOWER CORNING",,"253142","4882350","21B01","05A1","1,315,280","60.4","4.5",,"60.4","1.7",,"N","1995-09-17T00:00:00.000","0","S",,,,,,"0.51",,"27",,,"54.3","7.03","1","6.3",,"1.17","10.3","0.005","0.2","0.02","0.3","6.4","4","0.005",,"0.025","0.025",,"0.005",,,,"5.5",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"LOWER CORNING Salmon R. (Dig Co)"
"Digby","35","FARISH",,"258214","4886360","21B01","05A1","497,056","23.3","4","2.1","23.3","1.3","0.8","Y","1995-09-17T00:00:00.000","0","S",,,,,,"1.6",,"6",,,"56.3","6.82","1","6.4",,"1.25","11.3","0.005","0.04","0.03","0.4","6.5","4","0.005",,"0.025","0.025",,"0.005","0.25",,,"3.1",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"FARISH Salmon R. (Dig Co)"
"Digby","37","HECTANOOGA",,"257657","4887080","21B01","05A1","666,832","25.2","6","2.6","24.7","1.1","1.1","Y","1995-09-17T00:00:00.000","0","S",,,,,,"0.29",,"5",,,"59.8","9.29","5","6.8",,"1.91","10.4","0.005","0.01","0.02","0.6","6","4","0.005",,"0.025","0.025",,"0.005","1.1",,,"6.7",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"HECTANOOGA Salmon R. (Dig Co)"
"Digby","137","NORWOOD CLEARWATER",,"255969","4882730","21B01","05A1","966,465","30.8","10","3.9","27.7","1.4","3.3","Y","1995-09-17T00:00:00.000","0","S",,,,,,"0.44",,"8",,,"55","7.83","3","6.6",,"1.49","9.5","0.005","0.03","0.02","0.4","5.8","5","0.005",,"0.025","0.025",,"0.005","0.8",,,"2.8",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"NORWOOD CLEARWATER Salmon R. (Dig Co)"
"Digby","18","EEL",,"256494","4902530","21B01","04A4","1,662,756","83.4","4","2","83.4","2.2","33","N","1995-09-17T00:00:00.000","0","S",,,,,,"1.44",,"78",,,"53","6.77","2","6",,"1.23","9.9","0.005","0.73","0.07","0.4","6.1","3","0.005",,"0.025","0.025",,"0.005","1.2",,,"11.4",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"EEL Meteghan R."
"Digby","968","OAKLEAF",,"257762","4903800","21B01","04A4","2,052,013","94.8","9","2.2","93.9","2.1","25.6","N","1995-09-17T00:00:00.000","0","S",,,,,"1.1","0.96",,"87",,,"51.9","6.7","2","6.1",,"1.2","9.2","0.005","0.64","0.06","0.4","6.1","2","0.005",,"0.025","0.025",,"0.005","2.4",,,"12.8",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"OAKLEAF Meteghan R."
"Digby","107","HERON",,"252704","4895120","21B01","04A5","134,464","8.6","5","1.6","8.6","1.5","26.6","Y","1995-09-17T00:00:00.000","0","S",,,,,,"0.7",,"35",,,"59.2","7.72","2","6.4",,"1.28","10.7","0.005","0.25","0.005","0.3","6.7","4","0.005",,"0.025","0.025",,"0.01","1.2",,,"7.6",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"HERON Meteghan R."
"Digby","24","CLARE",,"251881","4898290","21B01","04A5","1,005,773","46","4","2.2","46","1.8","0.9","Y","1995-09-17T00:00:00.000","0","S",,,,,,"0.69",,"14",,,"73","10.5","7","6.8",,"2.08","12.9","0.005","0.06","0.03","0.8","8.2","5","0.005",,"0.025","0.025",,"0.005","0.05",,,"5.8",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"CLARE Meteghan R."
"Digby","977","LAC A PATRICE",,"264178","4902660","21A04","04B4","954,427","56.9","5","1.7","56.9","2.4","1.5","Y","1995-09-17T00:00:00.000","0","S",,,,,,"1.02",,"170",,,"66.4","6.93","0.5","5.2",,"1.46","14.3","0.005","0.83","0.08","0.4","8.1","1","0.005",,"0.025","0.025",,"0.005","3.3",,,"22",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"LAC A PATRICE Meteghan R."
"Digby","141","LAC A PIERRE",,"254748","4902370","21B01","04A4","174,060","16.4","3",,"16.4","1.7","27.07","N","1995-09-17T00:00:00.000","0","S",,,,,,"2.61",,"110",,,"60.9","7.16","0.5","5.6",,"1.22","12.1","0.005","0.8","0.07","0.4","7.1","1","0.01",,"0.025","0.025",,"0.005",,,,"15",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"LAC A PIERRE  DASD6"
"Digby","77","CLEARWATER",,"265284","4907380","21A05","04B4","436,878","12.6","8","3.5","11.6","1.4","1","Y","1995-09-17T00:00:00.000","0","S",,,,,,"0.44",,"8",,,"47.2","5.56","0.5","6.2",,"0.91","8.5","0.005","0.01","0.005","0.3","5.3","5","0.005",,"0.025","0.025",,"0.005",,,,"2.6",,,,"Environmental Chemistry Division, VG","RB","NS Dept. of Fisheries","AL",,"CLEARWATER Tusket R."
"Halifax","942","GOVERNOR",,"444333","4943520","1.10E+03","27C4","22,671,824","651.5","13","3.4","540.2","2.3",,"N","1995-07-14T00:00:00.000","0","S",,,,,"3.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.8","0.3","QEII, Environmental Services","Brad McLean","NS Power Corp.","AL, FI",,"GOVERNOR Nine Mile R."
"Halifax","942","GOVERNOR",,"444333","4943520","1.10E+03","27C4","22,671,824","651.5","13","3.4","540.2","2.3",,"N","1995-07-14T00:00:00.000","7","B",,,,,"3.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.8","0.6","QEII, Environmental Services","Brad McLean","NS Power Corp.","AL, FI",,"GOVERNOR Nine Mile R."
"Halifax","48","DARK POND",,"468427","4965480","11D14","24B3",,,,,,,,,"1995-07-04T00:00:00.000","0","S",,,,,,"0.78",,"23",,,"28.7","3.39","3","5.3",,"0.7","3.1","0.005","0.1","0.03","0.2","2.6","4","0.005",,"0.11","0.025",,"0.05","0.7",,,"4.8",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"DARK POND Porters Lake"
"Halifax","50","HORSESHOE",,"468509","4965940","11D14","24B3",,,,,,,,,"1995-07-04T00:00:00.000","0","S",,,,,,"0.76",,"64",,,"26","2.73","3","5",,"0.6","2.7","0.005","0.2","0.01","0.1","2","3","0.005",,"0.025","0.025",,"0.005","1.3",,,"8.4",,,,,,"NS Dept. of Fisheries","AL",,"HORSESHOE Porters Lake"
