"year","zone","sex","age_group","population","hypertension_count","prevalence_rate"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8180","192","2.35"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","10038","772","7.69"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12749","2243","17.59"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","11690","4282","36.63"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","7663","4355","56.83"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5526","3974","71.91"
"2005-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4813","3849","79.97"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8216","143","1.74"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9619","696","7.24"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12510","2155","17.23"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11749","3871","32.95"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","7733","3960","51.21"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4671","3080","65.94"
"2005-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2544","1806","70.99"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9867","202","2.05"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","12088","823","6.81"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","17268","2750","15.93"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","15952","5305","33.26"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","10922","5684","52.04"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7641","5282","69.13"
"2005-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6406","4755","74.23"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9778","144","1.47"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","11810","704","5.96"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16537","2428","14.68"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","15697","4752","30.27"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","10854","5016","46.21"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6775","4010","59.19"
"2005-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3785","2415","63.80"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","25660","405","1.58"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28556","1728","6.05"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33438","4883","14.60"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","27807","8880","31.93"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","17883","9601","53.69"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11675","8425","72.16"
"2006-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9535","7472","78.36"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","24948","384","1.54"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26122","1451","5.55"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31744","4545","14.32"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","26216","8075","30.80"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","16779","8418","50.17"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","9802","6523","66.55"
"2006-01-01T00:00:00.000","Zone 4 - Central","M","80 +","4888","3481","71.22"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8507","208","2.45"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9706","874","9.00"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","13841","2713","19.60"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","13836","5326","38.49"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","9738","5733","58.87"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6633","4955","74.70"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5684","4585","80.67"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8605","164","1.91"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9539","759","7.96"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","13127","2398","18.27"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14190","4930","34.74"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","9722","5274","54.25"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5568","3742","67.21"
"2006-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2926","2143","73.24"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8064","181","2.24"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9947","771","7.75"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12668","2248","17.75"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","11850","4346","36.68"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","8110","4673","57.62"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5569","4021","72.20"
"2006-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4854","3941","81.19"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8093","156","1.93"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9574","701","7.32"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12346","2208","17.88"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","11897","4002","33.64"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","8256","4330","52.45"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4780","3217","67.30"
"2006-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2593","1907","73.54"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9870","208","2.11"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11924","838","7.03"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","16976","2789","16.43"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","16153","5438","33.67"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","11651","6215","53.34"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7706","5413","70.24"
"2006-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6497","4946","76.13"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9726","154","1.58"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","11583","740","6.39"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","16321","2505","15.35"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","15863","4962","31.28"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","11450","5461","47.69"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","6950","4224","60.78"
"2006-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3850","2555","66.36"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","26048","386","1.48"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","28680","1742","6.07"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33558","5006","14.92"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","28334","9026","31.86"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","19162","10313","53.82"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","11798","8597","72.87"
"2007-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9696","7768","80.12"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","25179","406","1.61"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26327","1498","5.69"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31564","4627","14.66"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","26935","8421","31.26"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","17912","9157","51.12"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","10012","6804","67.96"
"2007-01-01T00:00:00.000","Zone 4 - Central","M","80 +","5034","3694","73.38"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8434","185","2.19"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9568","869","9.08"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","13374","2716","20.31"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","14016","5385","38.42"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","10295","6159","59.83"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6666","5066","76.00"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5699","4701","82.49"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8609","172","2.00"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9315","784","8.42"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","12763","2426","19.01"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14140","5065","35.82"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","10251","5691","55.52"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5709","3914","68.56"
"2007-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","2969","2206","74.30"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8071","177","2.19"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9805","781","7.97"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12436","2244","18.04"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","12039","4371","36.31"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","8673","5013","57.80"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5576","4094","73.42"
"2007-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4897","4029","82.27"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8004","164","2.05"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9430","692","7.34"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12122","2172","17.92"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12108","4168","34.42"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","8680","4656","53.64"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","4898","3348","68.35"
"2007-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2636","1998","75.80"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9813","210","2.14"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11718","858","7.32"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","16569","2779","16.77"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","16388","5473","33.40"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","12334","6616","53.64"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","7879","5618","71.30"
"2007-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6534","5123","78.41"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9641","156","1.62"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","11328","750","6.62"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","15858","2548","16.07"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","16128","5155","31.96"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","12083","5839","48.32"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","7139","4485","62.82"
"2007-01-01T00:00:00.000","Zone 1 - Western","M","80 +","3936","2703","68.67"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","26549","367","1.38"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","29016","1743","6.01"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33426","5061","15.14"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","29287","9240","31.55"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","20196","10894","53.94"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","12047","8867","73.60"
"2008-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9873","8061","81.65"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","25857","412","1.59"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26643","1551","5.82"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31626","4740","14.99"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","27762","8656","31.18"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","18843","9770","51.85"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","10324","7162","69.37"
"2008-01-01T00:00:00.000","Zone 4 - Central","M","80 +","5228","3942","75.40"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8394","176","2.10"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9475","854","9.01"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","12976","2709","20.88"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","14203","5490","38.65"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","10744","6496","60.46"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6767","5211","77.01"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5741","4823","84.01"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8674","167","1.93"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9274","790","8.52"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","12467","2447","19.63"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14176","5162","36.41"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","10698","6032","56.38"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","5877","4172","70.99"
"2008-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","3015","2287","75.85"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8031","174","2.17"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9775","793","8.11"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12226","2262","18.50"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","12230","4458","36.45"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","9051","5237","57.86"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5739","4258","74.19"
"2008-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","4958","4133","83.36"
"2008-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8038","170","2.11"
"2008-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9387","701","7.47"
"2008-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","12008","2214","18.44"
"2008-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12234","4315","35.27"
"2008-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","9098","4989","54.84"
"2008-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","5043","3505","69.50"
"2008-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2711","2079","76.69"
"2008-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9859","190","1.93"
"2008-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11491","893","7.77"
"2008-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","16319","2809","17.21"
"2008-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","16622","5558","33.44"
"2008-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","12942","6970","53.86"
"2008-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","8068","5821","72.15"
"2008-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6656","5344","80.29"
"2008-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9747","159","1.63"
"2008-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","11100","748","6.74"
"2008-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","15565","2587","16.62"
"2008-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","16296","5249","32.21"
"2008-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","12748","6393","50.15"
"2008-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","7307","4728","64.71"
"2008-01-01T00:00:00.000","Zone 1 - Western","M","80 +","4043","2872","71.04"
"2009-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","27058","354","1.31"
"2009-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","29257","1725","5.90"
"2009-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33396","5144","15.40"
"2009-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","30247","9541","31.54"
"2009-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","21147","11419","54.00"
"2009-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","12317","9171","74.46"
"2009-01-01T00:00:00.000","Zone 4 - Central","F","80 +","9951","8254","82.95"
"2009-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","26628","398","1.49"
"2009-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","26919","1580","5.87"
"2009-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31664","4858","15.34"
"2009-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","28585","9000","31.49"
"2009-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","19803","10444","52.74"
"2009-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","10559","7427","70.34"
"2009-01-01T00:00:00.000","Zone 4 - Central","M","80 +","5435","4212","77.50"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8466","169","2.00"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9370","863","9.21"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","12664","2660","21.00"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","14355","5591","38.95"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","11070","6756","61.03"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","6915","5341","77.24"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5777","4926","85.27"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8693","176","2.02"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9271","779","8.40"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","12188","2490","20.43"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14154","5200","36.74"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","11250","6494","57.72"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","6048","4387","72.54"
"2009-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","3064","2362","77.09"
"2009-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8038","172","2.14"
"2009-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9681","809","8.36"
"2009-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","12066","2277","18.87"
"2009-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","12436","4565","36.71"
"2009-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","9467","5532","58.43"
"2009-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5846","4384","74.99"
"2009-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","5002","4237","84.71"
"2009-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8164","181","2.22"
"2009-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9298","726","7.81"
"2009-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","11854","2273","19.17"
"2009-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12359","4484","36.28"
"2009-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","9599","5408","56.34"
"2009-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","5127","3656","71.31"
"2009-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2761","2142","77.58"
"2009-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9842","177","1.80"
"2009-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11384","907","7.97"
"2009-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","15908","2803","17.62"
"2009-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","16949","5643","33.29"
"2009-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","13569","7411","54.62"
"2009-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","8186","5946","72.64"
"2009-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6739","5493","81.51"
"2009-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","9861","148","1.50"
"2009-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","10935","766","7.01"
"2009-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","15272","2649","17.35"
"2009-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","16463","5343","32.45"
"2009-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","13404","6794","50.69"
"2009-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","7492","4975","66.40"
"2009-01-01T00:00:00.000","Zone 1 - Western","M","80 +","4129","3015","73.02"
"2010-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","27656","342","1.24"
"2010-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","29419","1695","5.76"
"2010-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","33494","5119","15.28"
"2010-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","31182","9677","31.03"
"2010-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","22270","11974","53.77"
"2010-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","12561","9373","74.62"
"2010-01-01T00:00:00.000","Zone 4 - Central","F","80 +","10213","8539","83.61"
"2010-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","27633","422","1.53"
"2010-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","27225","1597","5.87"
"2010-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31656","4848","15.31"
"2010-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","29496","9428","31.96"
"2010-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","20840","11040","52.98"
"2010-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","10826","7683","70.97"
"2010-01-01T00:00:00.000","Zone 4 - Central","M","80 +","5639","4426","78.49"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8485","152","1.79"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9358","866","9.25"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","12190","2585","21.21"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","14557","5619","38.60"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","11534","6994","60.64"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","7076","5534","78.21"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5727","4952","86.47"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8900","174","1.96"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9175","766","8.35"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","11846","2455","20.72"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14246","5324","37.37"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","11657","6801","58.34"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","6240","4568","73.21"
"2010-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","3133","2465","78.68"
"2010-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8133","161","1.98"
"2010-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9513","786","8.26"
"2010-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","11892","2251","18.93"
"2010-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","12717","4678","36.79"
"2010-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","9851","5725","58.12"
"2010-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","5896","4456","75.58"
"2010-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","5090","4340","85.27"
"2010-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8296","177","2.13"
"2010-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","9176","719","7.84"
"2010-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","11684","2301","19.69"
"2010-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12547","4586","36.55"
"2010-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","9938","5599","56.34"
"2010-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","5321","3853","72.41"
"2010-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","2857","2270","79.45"
"2010-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","9961","178","1.79"
"2010-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11246","914","8.13"
"2010-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","15484","2758","17.81"
"2010-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","17345","5737","33.08"
"2010-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","14170","7768","54.82"
"2010-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","8402","6123","72.88"
"2010-01-01T00:00:00.000","Zone 1 - Western","F","80 +","6857","5652","82.43"
"2010-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","10014","157","1.57"
"2010-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","10719","771","7.19"
"2010-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","14960","2635","17.61"
"2010-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","16823","5549","32.98"
"2010-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","13864","7088","51.13"
"2010-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","7810","5258","67.32"
"2010-01-01T00:00:00.000","Zone 1 - Western","M","80 +","4208","3148","74.81"
"2011-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","28174","326","1.16"
