"deployment_id","waterbody","ensemble","year","month","day","hour","min","sec","datetime","sensordepth","hs","h1_10","h1_3","hmax","tp","t1_10","t1_3","tmax","dp","averagedirection"
"WDC0001","Westport Harbour","1","2011","3","30","23","2","59","2011-03-30T23:02:00.000","7.82","0.33","0","0","0","9.8",,,,"244",
"WDC0001","Westport Harbour","2","2011","3","31","0","2","59","2011-03-31T00:02:00.000","8.64","0.07","0","0","0","5.6",,,,"70",
"WDC0001","Westport Harbour","3","2011","3","31","1","2","59","2011-03-31T01:02:00.000","9.67","0.15","0","0","0","9.8",,,,"21",
"WDC0001","Westport Harbour","4","2011","3","31","2","2","59","2011-03-31T02:02:00.000","10.64","0.08","0","0","0","4.4",,,,"310",
"WDC0001","Westport Harbour","5","2011","3","31","3","2","59","2011-03-31T03:02:00.000","11.27","0.17","0","0","0","9.8",,,,"164",
"WDC0001","Westport Harbour","6","2011","3","31","4","2","59","2011-03-31T04:02:00.000","11.4","0.13","0","0","0","5.6",,,,"44",
"WDC0001","Westport Harbour","7","2011","3","31","5","2","59","2011-03-31T05:02:00.000","10.99","0.12","0.24","0.19","0","25.6","10.2","8.2",,"65",
"WDC0001","Westport Harbour","8","2011","3","31","6","2","59","2011-03-31T06:02:00.000","10.25","0","0","0","0",,,,,,
"WDC0001","Westport Harbour","9","2011","3","31","7","2","59","2011-03-31T07:02:00.000","9.29","0.11","0","0","0","6.1",,,,"89",
"WDC0001","Westport Harbour","10","2011","3","31","8","2","59","2011-03-31T08:02:00.000","8.36","0.11","0.37","0.27","0.44","25.6","13.1","12.7","4.9","257",
"WDC0001","Westport Harbour","11","2011","3","31","9","2","59","2011-03-31T09:02:00.000","7.68","0.02","0","0","0","25.6",,,,"218",
"WDC0001","Westport Harbour","12","2011","3","31","10","2","59","2011-03-31T10:02:00.000","7.44","0.02","0","0","0","11.6",,,,"74",
"WDC0001","Westport Harbour","13","2011","3","31","11","2","59","2011-03-31T11:02:00.000","7.74","0.08","0","0","0","9.8",,,,"185",
"WDC0001","Westport Harbour","14","2011","3","31","12","2","59","2011-03-31T12:02:00.000","8.49","0.08","0","0","0","9.8",,,,"193",
"WDC0001","Westport Harbour","15","2011","3","31","13","2","59","2011-03-31T13:02:00.000","9.49","0.18","0","0","0","8.5",,,,"166",
"WDC0001","Westport Harbour","16","2011","3","31","14","2","59","2011-03-31T14:02:00.000","10.5","0.14","0","0","0","9.8",,,,"161",
"WDC0001","Westport Harbour","17","2011","3","31","15","2","59","2011-03-31T15:02:00.000","11.32","0.07","0","0","0","6.1",,,,"135",
"WDC0001","Westport Harbour","18","2011","3","31","16","2","59","2011-03-31T16:02:00.000","11.69","0.14","0","0","0","6.1",,,,"21",
"WDC0001","Westport Harbour","19","2011","3","31","17","2","59","2011-03-31T17:02:00.000","11.46","0.06","0","0","0","7.5",,,,"8",
