"crime_id","crime_type","offense_description","report_date","occurred_date","street_number","street_name","city","zip"
"20181460486","Larceny","Theft - Shoplifting","2017-05-26T00:00:00.000",,"1400","W SOUTHERN AVE","MESA","85202"
"20181510599","Larceny","Theft - Shoplifting","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"1190170000000","Homicide","new incident 3","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"30181510599","Larceny","Theft - Shoplifting","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"40181510599","Larceny","Theft - Shoplifting","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"20171230500","Larceny","Theft - Shoplifting","2017-05-03T00:00:00.000",,"1500","S POWER RD","MESA","85209"
"20171240815","Larceny","Theft - Shoplifting","2017-05-04T00:00:00.000",,"1200","S LONGMORE","MESA","85202"
"20171270317","Larceny","Public Indecency","2017-05-07T00:00:00.000",,"1500","S CRISMON RD","MESA","85209"
"20171270372","Burglary","Theft - Shoplifting","2017-05-07T00:00:00.000",,"1500","S CRISMON RD","MESA","85209"
"20171270537","Larceny","Theft - From Building","2017-05-07T00:00:00.000",,"900","N DOBSON RD","MESA","85201"
"20171280273","Larceny","Theft - Shoplifting","2017-05-08T00:00:00.000",,"5800","E MCKELLIPS RD","MESA","85205"
"20171300519","Larceny","Theft - Burglary","2017-05-10T00:00:00.000",,"900","S DOBSON RD","MESA","85202"
"20171330577","Larceny","Theft - Shoplifting","2017-05-13T00:00:00.000",,"900","N DOBSON RD","MESA","85201"
"20171350588","Larceny","Theft - From Motor Vehicle","2017-05-15T00:00:00.000",,"6300","E MCKELLIPS RD","MESA","85215"
"20171360402","Larceny","Theft - Shoplifting","2017-05-16T00:00:00.000",,"1600","S SIGNAL BUTTE RD","MESA","85209"
"20171360550","Larceny","Theft - Shoplifting","2017-05-16T00:00:00.000",,"1500","S POWER RD","MESA","85209"
"20171380504","Homicide","Homicide","2017-05-18T00:00:00.000",,"1200","S LONGMORE","MESA","85202"
"20171380567","Larceny","Theft - From Building","2017-05-18T00:00:00.000",,"6800","E SUPERSTITION SPRINGS BLVD","MESA","85209"
"20171390573","Larceny","Theft - Shoplifting","2017-05-19T00:00:00.000",,"1200","S POWER RD","MESA","85208"
"20171410344","Larceny","Theft - Shoplifting","2017-05-21T00:00:00.000",,"1600","S SIGNAL BUTTE RD","MESA","85209"
"20171420528","Larceny","Theft - From Building","2017-05-22T00:00:00.000",,"1900","S POWER RD","MESA","85209"
"20171440123","Aggravated Assault","Aggravated Assault - Hands, Fists, Feet, etc.","2017-05-24T00:00:00.000",,"400","S JOHNSON","MESA","85202"
"20171440252","Larceny","Theft - From Building","2017-05-24T00:00:00.000",,"2300","W MAIN ST","MESA","85201"
"20171460486","Larceny","Theft - Shoplifting","2017-05-26T00:00:00.000",,"1400","W SOUTHERN AVE","MESA","85202"
"20171510599","Larceny","Theft - Shoplifting","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"30171510599","Larceny","Theft - Shoplifting","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"40171510599","Larceny","Theft - Shoplifting","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"50171510599","Homicide","Homicide","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"60171510599","Larceny","new incident","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
"90171510599","Homicide","new incident 2","2017-05-31T00:00:00.000",,"6700","E MCKELLIPS RD","MESA","85215"
