"number","name","alternate_name","contact_name","contact_phone","contact_fax","status","address_1","address_2","city","state","zip"
"1231","Mitch...",,,,,,,,,,
"3520","Cindy...",,,,,,,,,,
"1225","Boyki...",,,,,,,,,,
"2322","Atlas...",,,,,,,,,,
"4395","J T V...",,,,,,,,,,
"1563","Cummi...",,,,,,,,,,
"3761","Charl...",,,,,,,,,,
"1707","Aqua ...",,,,,,,,,,
"3493","Madol...",,,,,,,,,,
"3930","Jonat...",,,,,,,,,,
"1966","Watso...",,,,,,,,,,
"1389","Hach ...",,,,,,,,,,
"4388","State...",,,,,,,,,,
"4181","Mothe...",,,,,,,,,,
"2949","Jk Ta...",,,,,,,,,,
"2384","Imper...",,,,,,,,,,
"2002","Jq En...",,,,,,,,,,
"2302","A T S...",,,,,,,,,,
"4540","Ben W...",,,,,,,,,,
"3739","Tommy...",,,,,,,,,,
"4772","Bonil...",,,,,,,,,,
"1088","Unite...",,,,,,,,,,
"3300","Ford,...",,,,,,,,,,
"1079","Chris...",,,,,,,,,,
"3562","Glenn...",,,,,,,,,,
"1814","Batte...",,,,,,,,,,
"3450","Mcgri...",,,,,,,,,,
"1123","Gomez...",,,,,,,,,,
"1117","Daugh...",,,,,,,,,,
"3483","Andre...",,,,,,,,,,
"2194","Utili...",,,,,,,,,,
"1859","Inter...",,,,,,,,,,
"3360","Ander...",,,,,,,,,,
"2332","Bury ...",,,,,,,,,,
"1741","Jamai...",,,,,,,,,,
"1203","S-Con...",,,,,,,,,,
"3454","T & D...",,,,,,,,,,
"1360","A 1 P...",,,,,,,,,,
"3749","Edwar...",,,,,,,,,,
"4149","Versa...",,,,,,,,,,
"4393","Unite...",,,,,,,,,,
"3932","Vicen...",,,,,,,,,,
"1629","Inter...",,,,,,,,,,
"4172","Us Ba...",,,,,,,,,,
"1561","Peak ...",,,,,,,,,,
"1473","Copy ...",,,,,,,,,,
"4764","Verti...",,,,,,,,,,
"1673","Ceque...",,,,,,,,,,
"3864","Zacha...",,,,,,,,,,
"4366","Jason...",,,,,,,,,,
"1684","Uniqu...",,,,,,,,,,
"2202","Dlb A...",,,,,,,,,,
"4626","Field...",,,,,,,,,,
"1762","Giord...",,,,,,,,,,
"3677","Thoma...",,,,,,,,,,
"3557","Sulli...",,,,,,,,,,
"5003","P & W...",,,,,,,,,,
"1125","Charl...",,,,,,,,,,
"1474","Galls...",,,,,,,,,,
"3876","Peter...",,,,,,,,,,
"2434","Bobit...",,,,,,,,,,
"3364","Polas...",,,,,,,,,,
"2490","Solid...",,,,,,,,,,
"4020","Condi...",,,,,,,,,,
"4089","Tradd...",,,,,,,,,,
"3304","Brand...",,,,,,,,,,
"1896","Zonar...",,,,,,,,,,
"3765","Zone ...",,,,,,,,,,
"3499","S J &...",,,,,,,,,,
"3212","Brian...",,,,,,,,,,
"4602","Nicho...",,,,,,,,,,
"3549","Clint...",,,,,,,,,,
"1221","Bryan...",,,,,,,,,,
"222","Oneti...",,,,,,,,,,
"1893","Acme ...",,,,,,,,,,
"2094","Dos D...",,,,,,,,,,
"4543","Home ...",,,,,,,,,,
"3782","Apple...",,,,,,,,,,
"4695","Andre...",,,,,,,,,,
"1919","Ricky...",,,,,,,,,,
"4529","Roy S...",,,,,,,,,,
"4373","Tld H...",,,,,,,,,,
"1065","Austi...",,,,,,,,,,
"3849","Donal...",,,,,,,,,,
"3548","Vwr F...",,,,,,,,,,
"4629","Divis...",,,,,,,,,,
"3667","Lisa ...",,,,,,,,,,
"3970","Juven...",,,,,,,,,,
"3669","Cody ...",,,,,,,,,,
"3733","Takkt...",,,,,,,,,,
"1687","Valen...",,,,,,,,,,
"3323","Louis...",,,,,,,,,,
"3299","Thibo...",,,,,,,,,,
"3817","Mosha...",,,,,,,,,,
"3313","Cunni...",,,,,,,,,,
"3722","Schul...",,,,,,,,,,
"3429","Futur...",,,,,,,,,,
"3884","Kevin...",,,,,,,,,,
"3811","Talki...",,,,,,,,,,
"2918","Spect...",,,,,,,,,,
"3424","Marti...",,,,,,,,,,
"4719","Dwayn...",,,,,,,,,,
"2209","Gritt...",,,,,,,,,,
"2098","Schne...",,,,,,,,,,
"4679","Bobbi...",,,,,,,,,,
"1898","Direc...",,,,,,,,,,
"4330","Joshu...",,,,,,,,,,
"4485","Garol...",,,,,,,,,,
"2138","Indus...",,,,,,,,,,
"2687","Coady...",,,,,,,,,,
"3740","Justi...",,,,,,,,,,
"3295","Safet...",,,,,,,,,,
"1724","Green...",,,,,,,,,,
"3465","Entes...",,,,,,,,,,
"1758","At&t ...",,,,,,,,,,
"1165","Beaum...",,,,,,,,,,
"3979","Texas...",,,,,,,,,,
"3445","Publi...",,,,,,,,,,
"1633","Lopez...",,,,,,,,,,
"3472","Tyler...",,,,,,,,,,
"4489","Insan...",,,,,,,,,,
"3466","C & H...",,,,,,,,,,
"3586","Calli...",,,,,,,,,,
"1459","Terra...",,,,,,,,,,
"4577","Timot...",,,,,,,,,,
"3327","Astin...",,,,,,,,,,
"1942","Brazo...",,,,,,,,,,
"4258","Bkck ...",,,,,,,,,,
"3401","H & J...",,,,,,,,,,
"3796","Mad T...",,,,,,,,,,
"3423","Maxim...",,,,,,,,,,
"3960","Ana R...",,,,,,,,,,
"3975","Randa...",,,,,,,,,,
"3617","Joey ...",,,,,,,,,,
"4770","Judso...",,,,,,,,,,
"4170","Shari...",,,,,,,,,,
"1725","Lbj S...",,,,,,,,,,
"1026","Bsn S...",,,,,,,,,,
"4168","Faro ...",,,,,,,,,,
"4313","Vibr ...",,,,,,,,,,
"1418","Lovet...",,,,,,,,,,
"1897","Emerg...",,,,,,,,,,
"1378","Griff...",,,,,,,,,,
"1607","Texas...",,,,,,,,,,
"2992","Nettl...",,,,,,,,,,
"1106","Recre...",,,,,,,,,,
"1357","Anco ...",,,,,,,,,,
"3875","Oneso...",,,,,,,,,,
"4427","Artem...",,,,,,,,,,
"3086","Frank...",,,,,,,,,,
"1602","Air T...",,,,,,,,,,
"3792","Cajun...",,,,,,,,,,
"3178","Stewa...",,,,,,,,,,
"4490","John ...",,,,,,,,,,
"3138","Resto...",,,,,,,,,,
"4508","Saman...",,,,,,,,,,
"3414","Jhw, ...",,,,,,,,,,
"2779","Stora...",,,,,,,,,,
"2088","Huber...",,,,,,,,,,
"3571","Layne...",,,,,,,,,,
"3780","Wings...",,,,,,,,,,
"3835","Brian...",,,,,,,,,,
"3580","Baker...",,,,,,,,,,
"4312","Brazo...",,,,,,,,,,
"2755","Pembe...",,,,,,,,,,
"2553","Browe...",,,,,,,,,,
"3389","Cynth...",,,,,,,,,,
"2792","Palom...",,,,,,,,,,
"2748","Arrow...",,,,,,,,,,
"3742","Heb G...",,,,,,,,,,
"2760","B W I...",,,,,,,,,,
"4262","Alleg...",,,,,,,,,,
"3741","Andre...",,,,,,,,,,
"1402","Menzi...",,,,,,,,,,
"2879","Myra'...",,,,,,,,,,
"1667","Holid...",,,,,,,,,,
"1169","Gener...",,,,,,,,,,
"1136","Polla...",,,,,,,,,,
"2994","Walle...",,,,,,,,,,
"2951","Surde...",,,,,,,,,,
"3309","Texas...",,,,,,,,,,
"1129","Haven...",,,,,,,,,,
"4210","Ashle...",,,,,,,,,,
"2074","Eaton...",,,,,,,,,,
"3418","Texas...",,,,,,,,,,
"3329","Austi...",,,,,,,,,,
"4245","Dunaw...",,,,,,,,,,
"1109","Texas...",,,,,,,,,,
"4331","Dino ...",,,,,,,,,,
"3699","Txtre...",,,,,,,,,,
"3202","Ortiz...",,,,,,,,,,
"4662","Eric ...",,,,,,,,,,
"2091","Optic...",,,,,,,,,,
"2981","Avo M...",,,,,,,,,,
"3646","Richa...",,,,,,,,,,
"2719","Choic...",,,,,,,,,,
"4193","Brand...",,,,,,,,,,
"1350","Casco...",,,,,,,,,,
"1559","Clia ...",,,,,,,,,,
"1720","Knife...",,,,,,,,,,
"3872","Miner...",,,,,,,,,,
"3561","Centr...",,,,,,,,,,
"2938","Brewe...",,,,,,,,,,
"4025","Jenni...",,,,,,,,,,
"2849","Capps...",,,,,,,,,,
"4384","Mikel...",,,,,,,,,,
"2934","The R...",,,,,,,,,,
"2360","Delta...",,,,,,,,,,
"4301","Marle...",,,,,,,,,,
"4318","Corey...",,,,,,,,,,
"3544","Ge Md...",,,,,,,,,,
"4138","Debor...",,,,,,,,,,
"4743","Extre...",,,,,,,,,,
"4621","Ubeo ...",,,,,,,,,,
"4079","Munic...",,,,,,,,,,
"3188","Amtec...",,,,,,,,,,
"4360","Kyero...",,,,,,,,,,
"1514","Texas...",,,,,,,,,,
"2521","Duff,...",,,,,,,,,,
"4463","Pam C...",,,,,,,,,,
"2304","Mutua...",,,,,,,,,,
"4121","Denni...",,,,,,,,,,
"4625","Sandy...",,,,,,,,,,
"111","Oneti...",,,,,,,,,,
"1970","Busin...",,,,,,,,,,
"4064","Men O...",,,,,,,,,,
"1102","Pinna...",,,,,,,,,,
"2454","Justi...",,,,,,,,,,
"2985","Essen...",,,,,,,,,,
"4415","Trale...",,,,,,,,,,
"2965","Cente...",,,,,,,,,,
"3997","Randy...",,,,,,,,,,
"4516","Zenne...",,,,,,,,,,
"3962","Vangu...",,,,,,,,,,
"1793","Garza...",,,,,,,,,,
"3594","Rodne...",,,,,,,,,,
"2103","Omnim...",,,,,,,,,,
"1011","Act P...",,,,,,,,,,
"3591","Gds A...",,,,,,,,,,
"3951","Fireh...",,,,,,,,,,
"1310","Hart ...",,,,,,,,,,
"1186","Schoe...",,,,,,,,,,
"4177","Georg...",,,,,,,,,,
"2865","Gunne...",,,,,,,,,,
"1541","South...",,,,,,,,,,
"2248","Univa...",,,,,,,,,,
"4653","Skyle...",,,,,,,,,,
"3725","Set S...",,,,,,,,,,
"2319","Dunha...",,,,,,,,,,
"1090","Swank...",,,,,,,,,,
"1613","South...",,,,,,,,,,
"4317","Micha...",,,,,,,,,,
"2216","Munic...",,,,,,,,,,
"4146","Bruce...",,,,,,,,,,
"2875","Bryan...",,,,,,,,,,
"3507","Willd...",,,,,,,,,,
"3054","Par E...",,,,,,,,,,
"2912","Micro...",,,,,,,,,,
"2754","Commi...",,,,,,,,,,
"2368","Billi...",,,,,,,,,,
"1398","Neutr...",,,,,,,,,,
"2220","Blalo...",,,,,,,,,,
"3786","Abuel...",,,,,,,,,,
"1599","Texas...",,,,,,,,,,
"2982","All A...",,,,,,,,,,
"2910","Sunsh...",,,,,,,,,,
"3037","Cobra...",,,,,,,,,,
"2880","Code ...",,,,,,,,,,
"4718","Apart...",,,,,,,,,,
"1077","Nat'l...",,,,,,,,,,
"1650","Union...",,,,,,,,,,
"1115","Lance...",,,,,,,,,,
"3412","Valde...",,,,,,,,,,
"2961","Autho...",,,,,,,,,,
"3939","Matth...",,,,,,,,,,
"2145","Snap ...",,,,,,,,,,
"2475","Defen...",,,,,,,,,,
"4176","Willi...",,,,,,,,,,
"1787","Apple...",,,,,,,,,,
"1886","Axon ...",,,,,,,,,,
"4097","Jerry...",,,,,,,,,,
"3478","Demit...",,,,,,,,,,
"4624","Utili...",,,,,,,,,,
"3813","Onlin...",,,,,,,,,,
"3759","Saber...",,,,,,,,,,
"4133","Matth...",,,,,,,,,,
"3978","Mark ...",,,,,,,,,,
