"the_geom","segmentid","planareaid","councildis","color","startloc","endloc","restlen","offset","insidectyb","landuse","facilityid","condition","globalid"
"MULTILINESTRING ((-122.29274069606352 37.80933169733133, -122.29267382293253 37.809317485520836))","118","2","3","Blue","192.0","212.0","20.0","Right","-1","Res","45631",,"5ab5cc7c-ac78-4c6e-9ec9-e20551bf7a35"
"MULTILINESTRING ((-122.29343166346567 37.81184563558266, -122.29339147841921 37.811896958207235))","223","2","3","Blue","204.74287","182.74287","22.0","Left","-1","Res","45645",,"3b4aba61-9aa6-4acb-916a-f5d3147d6da0"
"MULTILINESTRING ((-122.2906328181654 37.81532131390579, -122.2906261527434 37.81531982720301))","238","2","3","Blue","6.0","8.0","2.0","Left","-1","Com","45675",,"2a4e5ccc-8a4f-40c3-9679-f797bc3e5723"
"MULTILINESTRING ((-122.27723734638461 37.82366996147787, -122.27708527046916 37.82363244097257))","980","2","3","Blue","81.72859","35.72859","46.0","Right","-1","EssFac","45706",,"d31c2ce1-4a86-4222-925c-318ff1275b8a"
"MULTILINESTRING ((-122.27304813091621 37.824037600306895, -122.27298870779653 37.82402270382412))","715","2","3","Blue","689.0","707.0","18.0","Left","-1","Res","45720",,"9c304825-5fa9-49be-889b-4807552b5c54"
"MULTILINESTRING ((-122.28281202255373 37.799757253873146, -122.28277808151347 37.79981133805692))","4","2","3","Blue","61.0","83.0","22.0","Left","-1","Com","45729",,"5f009add-6b48-43f9-b58b-10041e3b002f"
"MULTILINESTRING ((-122.2916505048345 37.81317333401286, -122.29159481698592 37.813160747711564, -122.29158063060463 37.813157423334125))","230","2","3","Blue","118.0","139.0","21.0","Left","-1","Res","45745",,"8f9b2e88-fbc1-4ef1-b2f5-a48ae655f0fc"
"MULTILINESTRING ((-122.2916643823093 37.81329851611805, -122.29159460269409 37.813282341763596))","231","2","3","Blue","126.11377","105.11377","21.0","Right","-1","Com","45755",,"94eec343-9041-4041-9fe0-8408add44e26"
"MULTILINESTRING ((-122.29214641548114 37.81296523918661, -122.29212987181184 37.81301432405984, -122.29212754597508 37.813020935358274))","227","2","3","Blue","117.0","138.0","21.0","Left","-1","Res","45756",,"2f71879e-2b65-42bc-8c15-f7d80c15edb8"
"MULTILINESTRING ((-122.2947270993652 37.811650193025734, -122.2947095256461 37.81164141161023))","409","2","3","Blue","174.56927","168.56927","6.0","Left","-1","Com","45810",,"fa9dcaaa-1503-46e9-bf4b-be70bfbc7927"
"MULTILINESTRING ((-122.29467437592753 37.81162384790499, -122.29466266047935 37.811617992716414))","409","2","3","Blue","190.56927","186.56927","4.0","Left","-1","Com","45811",,"2b8ef847-38c5-4204-9867-dbf9e9edf17b"
"MULTILINESTRING ((-122.29219497987643 37.81373758606438, -122.29217555803385 37.8137613760036, -122.29216463428301 37.81377434514003))","241","2","3","Blue","120.47353","104.47353","16.0","Right","-1","Res","45874",,"7900e30d-fc43-496d-b00a-da09a31cacf4"
"MULTILINESTRING ((-122.28132478287355 37.838529385645586, -122.28126369947768 37.83853923310724))","14","3","1","Blue","245.09563","227.09563","18.0","Right","-1","Res","45933",,"7d1b1cad-425c-4322-97d4-274cbca61542"
"MULTILINESTRING ((-122.2799698741324 37.83853377505602, -122.27998553398812 37.83859290314902))","10","3","1","Blue","194.72905","172.72905","22.0","Right","-1","EssFac","45944",,"b472cded-bfd8-4b32-b81d-bb9069ba27b9"
"MULTILINESTRING ((-122.27979198184369 37.837864013304554, -122.2798058571623 37.83791782524647))","786","3","1","Blue","132.89896","112.89896","20.0","Right","-1","EssFac","45947",,"18d0b437-d551-47ca-99a8-cc8d7ce754ee"
"MULTILINESTRING ((-122.28020161928016 37.83977801563531, -122.28022119129386 37.83983356015052))","1","3","1","Blue","148.0","169.0","21.0","Left","-1","Res","45957",,"90caecb7-bf66-47f1-a135-aefd6311c642"
"MULTILINESTRING ((-122.28025731415163 37.84066744634572, -122.28019021832026 37.84068106975749))","32","3","1","Blue","62.0","82.0","20.0","Left","-1","Res","45977",,"08855485-5364-4ac6-bfa8-cf33afa5f9ae"
"MULTILINESTRING ((-122.27987150674849 37.840745765663634, -122.27980771200035 37.840758539714315))","32","3","1","Blue","177.0","196.0","19.0","Left","-1","Res","45978",,"79cddb71-6cfb-4ba2-aee3-6f07375f7aa2"
"MULTILINESTRING ((-122.27891546710035 37.84034088590046, -122.27884822995156 37.840354062795186))","34","3","1","Blue","432.16649","412.16649","20.0","Right","-1","Res","45986",,"125af288-7ef9-4ecb-a040-d80789440ee6"
"MULTILINESTRING ((-122.27999390904924 37.840014822483276, -122.27993010521466 37.84002756971342))","35","3","1","Blue","81.0","100.0","19.0","Left","-1","Res","45991",,"f17f6964-cf3d-493e-9056-ea328cea6f57"
"MULTILINESTRING ((-122.29674046056769 37.80379530160715, -122.29672150124514 37.80384812797605))","1215","2","3","Blue","342.03762","322.03762","20.0","Right","-1","Res","46017",,"62900141-3b50-4127-bf3c-7ccba94f363b"
"MULTILINESTRING ((-122.29953660710677 37.80739871420935, -122.29947011478802 37.807383422620944))","1305","2","3","Blue","287.97003","267.97003","20.0","Left","-1","Res","46077",,"440418ef-b427-4015-a464-895ef7ba3f29"
"MULTILINESTRING ((-122.30000885836041 37.81127350362536, -122.2999503982971 37.81124407800346))","451","2","3","Blue","297.80402","277.80402","20.0","Left","-1","Res","46106",,"d5bbf7ae-91fb-4eed-b732-24c1969bec52"
"MULTILINESTRING ((-122.2991603396765 37.81083357315987, -122.29910225199646 37.81080368904866))","1118","2","3","Blue","142.85886","122.85886","20.0","Left","-1","Res","46110",,"048a5b2d-8fb1-49cb-9bd8-ea3bbfed54e9"
"MULTILINESTRING ((-122.29923357530826 37.81138573517013, -122.29919079273486 37.81143900637841))","1116","2","3","Blue","132.69367","109.69367","23.0","Left","-1","EssFac","46123",,"b7796205-7c19-460e-9301-c0f8a9de5811"
"MULTILINESTRING ((-122.27213920400295 37.84122712750335, -122.27215290027614 37.84128935181756))","606","3","1","Blue","40.27758","17.27758","23.0","Right","-1","Res","46147",,"88125b2b-3d76-48e4-b77a-9a009f16197f"
"MULTILINESTRING ((-122.2687558954068 37.843648027152895, -122.26868715295736 37.84365474308057))","337","3","1","Blue","451.46532","431.46532","20.0","Right","-1","Res","46186",,"4f417ab8-71aa-4f20-8b33-8ed413052f30"
"MULTILINESTRING ((-122.26906733648958 37.844527684319864, -122.26899560776853 37.8445372081931))","334","3","1","Blue","395.0","416.0","21.0","Right","-1","Res","46205",,"a3c25e8d-3711-4d9b-9c55-5c40dc99934a"
"MULTILINESTRING ((-122.26965819990266 37.84706357232297, -122.26959333324506 37.847072343863324))","1691","3","1","Blue","398.1551","379.1551","19.0","Left","0","Res","46206",,"0200251f-67f1-4096-8a1c-c1e2f427ad0c"
"MULTILINESTRING ((-122.26882790986707 37.844559473202814, -122.2687595965667 37.84456854290829))","334","3","1","Blue","485.09703","465.09703","20.0","Right","-1","Res","46210",,"669f25df-ca4c-48d3-b70d-5f144ac3e2cc"
"MULTILINESTRING ((-122.28299042805925 37.84122739249796, -122.28301045950379 37.84128568543836))","79","3","1","Blue","37.0","59.0","22.0","Left","-1","EssFac","46219",,"f735554b-011c-41ee-96a8-eff911ea424b"
"MULTILINESTRING ((-122.29594627560132 37.80902744470768, -122.29591609829943 37.809065605425765, -122.29590931870416 37.80907388964404))","1106","2","3","Blue","240.78251","220.78251","20.0","Right","-1","Res","46370",,"07cbbcef-4c01-45cb-a61f-44241c8d7036"
"MULTILINESTRING ((-122.30107150617255 37.808578582205165, -122.30100721380214 37.808546201064225))","1156","2","3","Blue","117.35793","95.35793","22.0","Left","-1","Res","46379",,"4efd2f4f-89ca-433a-8856-31e23fb1a3ae"
"MULTILINESTRING ((-122.28353132952566 37.84089008967693, -122.28351901633849 37.840895121441534))","76","3","1","Blue","122.0","126.0","4.0","Right","-1","Res","46470",,"d405cd1f-374e-4251-a6f3-e6d79b3347a5"
"MULTILINESTRING ((-122.29390686970075 37.80798128738589, -122.29388921755267 37.808031552880266))","107","2","3","Blue","287.0","306.0","19.0","Left","-1","Res","46511",,"092d9417-147c-499f-9a14-fdf446f15986"
"MULTILINESTRING ((-122.2936616042628 37.80914266272827, -122.29363929175803 37.809203296912735))","135","2","3","Blue","736.62112","713.62112","23.0","Right","-1","Res","46522",,"dffbf7b0-a437-4df9-a6e2-b10327f1e167"
"MULTILINESTRING ((-122.29457309046454 37.809321330796365, -122.29455401739516 37.8093741314124))","137","2","3","Blue","704.0","724.0","20.0","Left","-1","Res","46527",,"762f2934-1d9a-4c43-8f92-8dd41f9711c4"
"MULTILINESTRING ((-122.29466818547408 37.80906298311837, -122.29464677063378 37.809120964268786))","137","2","3","Blue","606.0","628.0","22.0","Left","-1","Res","46528",,"bd057f4a-8673-409a-a463-db3b57394b65"
"MULTILINESTRING ((-122.29392192634437 37.806310726163524, -122.29385520000402 37.80629609376744))","101","2","3","Blue","179.20168","159.20168","20.0","Right","-1","Res","46563",,"de8016d1-140a-4a5a-b708-a44505e7b905"
"MULTILINESTRING ((-122.28127791970928 37.83976531647212, -122.28118708364761 37.83978289096485))","3","3","1","Blue","377.20254","350.20254","27.0","Left","-1","Res","46689",,"0d2f8e9c-7c0e-42a4-b5f0-222ae70df184"
"MULTILINESTRING ((-122.27786475970528 37.83745842489776, -122.27779715161745 37.837470340669284))","816","3","1","Blue","293.0","313.0","20.0","Left","-1","Res","46724",,"bf21eeb2-f964-4401-91ff-02ac27bc2114"
"MULTILINESTRING ((-122.27868224810895 37.83884411794088, -122.27860745139759 37.838855600012494))","796","3","1","Blue","366.07963","344.07963","22.0","Left","-1","Res","46750",,"45b9e6c8-f3c1-46e4-aa92-d5d72f5515ec"
"MULTILINESTRING ((-122.27882933410628 37.83892281389477, -122.27875797868651 37.83893393867999))","797","3","1","Blue","308.0","329.0","21.0","Right","-1","Res","46754",,"106ba397-1f77-43d3-91ed-c02c1d5383bb"
"MULTILINESTRING ((-122.27880116451189 37.839467189748326, -122.27872970647012 37.83947789520352))","799","3","1","Blue","384.75873","363.75873","21.0","Left","-1","Res","46755",,"16b15789-983c-4ff5-872f-2c67328fb2be"
"MULTILINESTRING ((-122.27749660181084 37.8413246794426, -122.27742943492851 37.841338085152486))","41","3","1","Blue","265.31869","245.31869","20.0","Right","-1","Res","46915",,"960a49bc-1756-40b0-a6aa-1ba90a397c21"
"MULTILINESTRING ((-122.27906769869547 37.84673205909764, -122.27899614115434 37.846742365069545))","168","3","1","Blue","83.3086","62.3086","21.0","Left","-1","Com","46959",,"21c5752f-5e69-495c-aa54-a8b3856f3b96"
"MULTILINESTRING ((-122.27405588501888 37.83837607903861, -122.27398429426803 37.83838620596762))","1813","3","1","Blue","417.0","438.0","21.0","Right","-1","Res","47039",,"029b9f7d-85d5-47c6-93d2-5b6edbedcb2f"
"MULTILINESTRING ((-122.27523301850842 37.83951811065053, -122.27521378338123 37.839570875701035))","806","3","1","Blue","26.0","46.0","20.0","Right","-1","Res","47080",,"468b0e7f-3b72-441d-82cb-ffdea21c9e9d"
"MULTILINESTRING ((-122.27795115620087 37.841124528145656, -122.27788415763995 37.84113845066179))","38","3","1","Blue","98.0","118.0","20.0","Left","-1","Res","47084",,"83b40968-03ba-4726-a70b-47d73d59f4e1"
"MULTILINESTRING ((-122.27562567274353 37.8428700377551, -122.27562822777679 37.84293317101669))","195","3","1","Blue","110.32034","87.32034","23.0","Left","-1","Res","47128",,"de70600a-561c-4a08-b98c-655d7dab2da4"
"MULTILINESTRING ((-122.28268697853066 37.84419449700393, -122.28261842788405 37.844202361756295))","102","3","1","Blue","361.0","381.0","20.0","Right","-1","Res","47137",,"c5636596-a87a-4556-86b8-a45ab32d64e5"
"MULTILINESTRING ((-122.28266300280535 37.841252830719306, -122.28258650876938 37.84128498605672))","80","3","1","Blue","96.0","121.0","25.0","Right","-1","EssFac","47138",,"a344dde6-2f7d-4cbd-8b35-8f587ed96511"
"MULTILINESTRING ((-122.28384029738532 37.846234683953355, -122.28376847240403 37.84624374784543))","111","3","1","Blue","220.0","241.0","21.0","Right","-1","Res","47149",,"20da74e0-bf8c-4540-a65f-bd60f18d81a6"
"MULTILINESTRING ((-122.28353132952566 37.84089008967693, -122.28351901633849 37.840895121441534))","76","3","1","Blue","122.0","126.0","4.0","Right","-1","Res","47178",,"819b58b0-492f-4911-ac66-6d326624b899"
"MULTILINESTRING ((-122.27620052230809 37.84147845430193, -122.27613353911738 37.841492427850454))","1788","3","1","Blue","133.75099","113.75099","20.0","Left","-1","Res","47193",,"67ff5b26-4362-4ea2-8fe8-7b24660313e8"
"MULTILINESTRING ((-122.27573988266072 37.83927736029024, -122.27566805816835 37.83928638960504))","808","3","1","Blue","147.99733","126.99733","21.0","Left","-1","Res","47294",,"e32123c8-a491-4d18-b01e-923166002093"
"MULTILINESTRING ((-122.27933574763367 37.84697419160211, -122.27934764467402 37.84703108654365))","1668","3","1","Blue","71.72162","50.72162","21.0","Left","-1","Res","47317",,"4314b8c6-9f63-4401-b5bf-6cee0345b8f3"
"MULTILINESTRING ((-122.286163587531 37.84340878726972, -122.286100984427 37.84342485399102))","1627","3","1","Blue","144.47922","125.47922","19.0","Left","-1","Res","47335",,"9e5b01f6-65d5-4cf6-9670-ce5d2ef3d32d"
"MULTILINESTRING ((-122.27487459940798 37.84286536412054, -122.27488761031347 37.842922105763314))","1794","3","1","Blue","205.06994","184.06994","21.0","Right","-1","Com","47355",,"a7e0299a-4fd9-4ad8-8247-57f7327969a2"
"MULTILINESTRING ((-122.27502056160186 37.84350268700678, -122.27503429303263 37.84355652320638))","1795","3","1","Blue","194.0","214.0","20.0","Right","-1","Com","47359",,"bb02747e-1073-4de9-b043-00e761ec2715"
"MULTILINESTRING ((-122.2824199498026 37.84943678888007, -122.28235651424137 37.849450663599946))","162","3","1","Blue","377.41028","358.41028","19.0","Left","0","Res","47482",,"9998142e-9c22-466b-a6c6-c319493b7548"
"MULTILINESTRING ((-122.27430285548289 37.845664165639064, -122.27423099885512 37.84567306648813))","213","3","1","Blue","257.0","278.0","21.0","Right","-1","Res","47538",,"4fc3aa51-aeeb-4f74-b672-c64a0840cef3"
"MULTILINESTRING ((-122.27514088703165 37.84457616723294, -122.27514252453405 37.84457858659408))","208","3","1","Blue","9.0","10.0","1.0","Left","-1","Res","47540",,"8a7ba3f5-8555-4881-8097-b4fa62aad727"
"MULTILINESTRING ((-122.27452264590865 37.844933676789886, -122.27447346995883 37.844968346547034))","207","3","1","Blue","223.0","242.0","19.0","Right","-1","Res","47547",,"74c3a586-f8ca-49b8-8f1f-b46031236ca7"
"MULTILINESTRING ((-122.26865196544836 37.85092113871054, -122.2686626814151 37.85098372967887))","1703","3","1","Blue","206.0","229.0","23.0","Left","-1","Res","47570",,"7ad301f7-7fbf-4266-8311-2e7f45a3662c"
"MULTILINESTRING ((-122.2736565599717 37.8312720552172, -122.27364565015274 37.831315136134386))","747","3","1","Blue","209.25026","193.25026","16.0","Left","-1","Res","47620",,"f2972c73-9353-4fc8-a293-ed7f954c7b1f"
"MULTILINESTRING ((-122.2728596203445 37.82871976381759, -122.27282812801415 37.82871477951386, -122.27279155708287 37.82870965703642))","732","3","1","Blue","431.42565","411.42565","20.0","Left","-1","Res","47638",,"4b8b297c-f51b-4a6f-b6b0-0bbbb097c293"
"MULTILINESTRING ((-122.27316063017989 37.829809637144166, -122.27308606424783 37.82979728157932))","740","3","1","Blue","244.0","266.0","22.0","Right","-1","Com","47653",,"87522d59-4cfe-4aa2-a8c0-0ebd123a8690"
"MULTILINESTRING ((-122.27202989569014 37.83009418137427, -122.2720173863855 37.8301482039602))","743","3","1","Blue","511.42236","491.42236","20.0","Left","-1","Res","47662",,"70fa55f4-ef85-4bef-abc6-5413264c4026"
"MULTILINESTRING ((-122.27523740260945 37.82827179055332, -122.27521396095331 37.82826812582922, -122.27517251354755 37.82826328564162))","1594","3","1","Blue","829.0","848.0","19.0","Right","-1","Com","47671",,"31c58868-495a-422f-ac1f-9f1eab33d7d8"
"MULTILINESTRING ((-122.25265019676723 37.826673306693365, -122.25270880596159 37.82672003162222))","1283","3","1","Blue","85.0","109.0","24.0","Left","-1","Com","47696",,"9ebdd294-391e-4e5e-bf3c-79b606645c96"
"MULTILINESTRING ((-122.25501513958298 37.827004395726874, -122.25494754814969 37.82697653651578))","1278","3","1","Blue","498.33449","476.33449","22.0","Right","-1","Com","47715",,"b40dc06e-6094-46d5-ac8e-ff289d5a0abd"
"MULTILINESTRING ((-122.26874570858337 37.84772903785999, -122.26875931812951 37.84778569088842))","235","3","1","Blue","18.0","39.0","21.0","Left","-1","Res","47746",,"95d87119-1c3c-4f72-976c-fa89d2d6bfb0"
"MULTILINESTRING ((-122.26717770473066 37.84776076287822, -122.26710930729138 37.847769437219235))","227","3","1","Blue","449.0","469.0","20.0","Left","-1","Res","47750",,"5507cbb4-4fb8-4975-b52d-19b84fd53c7a"
"MULTILINESTRING ((-122.26597862953889 37.84730601058714, -122.26591033128209 37.84731516308072))","225","3","1","Blue","783.92643","763.92643","20.0","Right","-1","Res","47760",,"7a9f334a-8893-4d7c-9a7c-2c9224758e92"
"MULTILINESTRING ((-122.27349885957535 37.83533709038604, -122.2734600184915 37.835331113633515, -122.27343114734215 37.83532562144163))","1609","3","1","Blue","874.70986","854.70986","20.0","Right","-1","Res","47864",,"f1b25ee9-4a1f-419d-973f-b458fe1f7a31"
"MULTILINESTRING ((-122.27576089782711 37.82723051222356, -122.27568635187363 37.827218095846135))","1560","3","1","Blue","840.0","862.0","22.0","Left","-1","Res","47890",,"ebb76202-0d72-4480-991b-836afb31b125"
"MULTILINESTRING ((-122.271386505688 37.829132773258365, -122.27138269464851 37.82914870927446, -122.27137496392777 37.82917855257843))","770","3","1","Blue","168.24278","185.24278","17.0","Right","-1","Res","47902",,"09a74db3-28f6-4702-87e9-d00b1aa94a0f"
"MULTILINESTRING ((-122.27271646846292 37.82675109330863, -122.27264507140507 37.826740182242865))","722","3","1","Blue","588.0","609.0","21.0","Left","-1","Res","47913",,"65f68498-0b78-4615-ab5c-a0f173b848fa"
"MULTILINESTRING ((-122.26949244501508 37.82598682281751, -122.26947967346442 37.826040806738064))","719","3","1","Blue","298.0","318.0","20.0","Right","-1","Res","47930",,"5a62ff10-4a0d-4335-90e0-466b447c85ba"
"MULTILINESTRING ((-122.27155050650191 37.83946103403379, -122.27147873543993 37.83947032853705))","621","3","1","Blue","19.0","40.0","21.0","Left","-1","Res","47955",,"a808e294-8c8a-4418-a0a9-a8c00baec721"
"MULTILINESTRING ((-122.26747402118238 37.84935221127645, -122.26739884105422 37.849362039021166))","1695","3","1","Blue","1084.0","1106.0","22.0","Right","-1","Com","47979",,"2e7b8f48-25bb-4ee7-a3a2-a4cf22e2ec1a"
"MULTILINESTRING ((-122.26871980928794 37.84918215996368, -122.26863459178982 37.84919431528238))","1695","3","1","Blue","719.0","744.0","25.0","Right","-1","Com","47981",,"c1994acd-76a1-4132-8744-492844077681"
"MULTILINESTRING ((-122.2678887725364 37.846202683423456, -122.26783751996894 37.84620940623812))","270","3","1","Blue","152.0","167.0","15.0","Left","-1","Res","47996",,"500622fe-cf8a-4229-aa34-512273b8d915"
"MULTILINESTRING ((-122.26683232986365 37.84317065754516, -122.26684406113635 37.843224790407454))","300","3","1","Blue","280.74015","260.74015","20.0","Right","-1","Res","48012",,"6b5267bb-bf65-45c3-b66a-b0c277531f1a"
"MULTILINESTRING ((-122.27304197603777 37.837589061144584, -122.2729700946975 37.83759779500864))","638","3","1","Blue","136.8334","115.8334","21.0","Right","-1","Res","48051",,"f0fb5b7c-b3d5-4593-9c17-bc660b1cc3ef"
"MULTILINESTRING ((-122.27114573860018 37.83642206255503, -122.27115608420758 37.83647637179648))","651","3","1","Blue","114.40219","94.40219","20.0","Right","-1","Res","48058",,"5820414a-b208-4907-a98a-12d1337cf468"
"MULTILINESTRING ((-122.26706953186995 37.83893079573518, -122.26708026063099 37.83899338495647))","328","3","1","Blue","227.32105","204.32105","23.0","Right","-1","Res","48088",,"49f8733f-3eb1-4596-b9b1-9b47095d2969"
"MULTILINESTRING ((-122.26847503933173 37.84082792819896, -122.2684066343063 37.840836535026014))","345","3","1","Blue","341.0","361.0","20.0","Right","-1","Res","48147",,"f96b4b54-3083-47ec-aee7-94cca1e7e1c6"
"MULTILINESTRING ((-122.26834503585248 37.835249512009376, -122.26827711903674 37.835238764129414))","659","3","1","Blue","361.0","381.0","20.0","Right","-1","Res","48180",,"9d0d45d4-93c2-47d2-b8fe-383aaca7a930"
"MULTILINESTRING ((-122.26816513927264 37.83508425459697, -122.26808029600994 37.835070616058644))","662","3","1","Blue","446.60871","421.60871","25.0","Left","-1","Com","48224",,"ed388c19-9b02-45cd-b5af-a6acb4932f23"
"MULTILINESTRING ((-122.26945618548174 37.834568373390354, -122.26939163154772 37.834558302072956))","667","3","1","Blue","113.00571","94.00571","19.0","Left","-1","Res","48231",,"2de6f853-ac3a-4b49-9d6b-c2c918e344c3"
"MULTILINESTRING ((-122.26848447037015 37.83441676343324, -122.2684267118121 37.83440775135356))","667","3","1","Blue","397.00571","380.00571","17.0","Left","-1","Res","48234",,"1d082519-dcb7-4ae3-9d2f-cd70cbeb8127"
"MULTILINESTRING ((-122.26571888098782 37.839453393229725, -122.26566762261828 37.839460065699875))","322","3","1","Blue","382.15481","367.15481","15.0","Right","-1","Res","48288",,"41d26ff0-1a93-4cf3-92ca-493800195eaa"
"MULTILINESTRING ((-122.27164863456308 37.830405588501236, -122.27158063369534 37.83039520160255))","768","3","1","Blue","87.0","107.0","20.0","Right","-1","Res","48306",,"5e5ede39-ebcc-4717-a25c-33b72671cf75"
"MULTILINESTRING ((-122.27190745887647 37.830592219054985, -122.27189199180468 37.83065137951148))","751","3","1","Blue","74.59993","52.59993","22.0","Left","-1","Res","48309",,"7f70fff6-5e01-482e-9722-81886b9a9539"
"MULTILINESTRING ((-122.27187441533262 37.830718606565725, -122.27185613610231 37.8307885233783))","751","3","1","Blue","125.59993","99.59993","26.0","Left","-1","Res","48310",,"a456d069-3454-47fb-ac86-c51b29f12b51"
"MULTILINESTRING ((-122.2768414281734 37.8285198166086, -122.27678369490543 37.82851071906522))","1594","3","1","Blue","357.0","374.0","17.0","Right","-1","Com","48318",,"9cdfa07c-47f2-4182-b2fb-788ae2ab014b"
"MULTILINESTRING ((-122.27172583475503 37.83129209857658, -122.27171218465764 37.83134594719267))","752","3","1","Blue","34.83556","14.83556","20.0","Left","-1","Res","48319",,"48f8256d-cd68-42c0-9cd1-e3ed34180abb"
"MULTILINESTRING ((-122.27293658039322 37.83150046056902, -122.27286870689542 37.831489557909215))","749","3","1","Blue","188.0","208.0","20.0","Right","-1","Res","48325",,"fda4f08a-5b17-4bd1-bbea-9b8252195ccb"
"MULTILINESTRING ((-122.26753387948202 37.82949968317046, -122.26738603938513 37.82947251778916, -122.26716126076029 37.82943731178028))","1414","3","1","Blue","346.94108","236.94108","110.0","Left","-1","EssFac","48340",,"4cd16ba7-5c71-4d0b-9c94-90c0f97e25f3"
"MULTILINESTRING ((-122.27218785788725 37.82596016835891, -122.2721714714271 37.82601917331232))","720","3","1","Blue","104.5625","82.5625","22.0","Right","-1","Res","48353",,"01ba5ff2-029c-49f2-9410-d09d73a1e10c"
"MULTILINESTRING ((-122.27184147871901 37.82735069138908, -122.2718408273483 37.827353389393565))","726","3","1","Blue","210.68695","209.68695","1.0","Right","-1","Res","48356",,"f8d12d12-4477-42b0-9f64-aa8bc5f4a90d"
"MULTILINESTRING ((-122.26165649309667 37.825430677979064, -122.26165396973802 37.82544130361281, -122.26164143901352 37.82548709670042))","1463","3","1","Blue","39.04086","18.04086","21.0","Right","-1","Com","48375",,"e22cd096-df20-4d08-963d-6c2c10490642"
"MULTILINESTRING ((-122.2616588139661 37.835876538361035, -122.26158434089498 37.835863811820076))","1162","3","1","Blue","266.19507","244.19507","22.0","Right","-1","Res","48464",,"9b3b08ed-f284-479b-888f-191b12a217dd"
"MULTILINESTRING ((-122.27631955970303 37.83113085635744, -122.27625147904399 37.83112080136338))","778","3","1","Blue","61.0","81.0","20.0","Right","-1","Res","48522",,"4f74b836-c8a8-4082-b0b5-71b2bb4cb8e9"
"MULTILINESTRING ((-122.26465658244815 37.83539216401399, -122.26461249179776 37.835384962475175))","1181","3","1","Blue","66.0","79.0","13.0","Right","-1","Res","48553",,"dcc64873-55b5-47d0-853e-65346c59ec9f"
"MULTILINESTRING ((-122.27042661953138 37.83180483030698, -122.2703621613037 37.83179438953061))","689","3","1","Blue","37.93561","18.93561","19.0","Left","-1","Res","48596",,"b553c755-4e53-4aea-aa04-fb3885a81947"
"MULTILINESTRING ((-122.24833985896821 37.829601613185815, -122.24827984472435 37.82964720357072))","1355","3","1","Blue","280.0","304.0","24.0","Right","-1","Com","48634",,"c0a0889e-f0d4-4570-9291-41e3c0f00253"
"MULTILINESTRING ((-122.2569433999702 37.824307568023876, -122.25691359623379 37.82433030795247, -122.25688115376242 37.824355275232485))","1503","3","1","Blue","171.0","196.0","25.0","Right","-1","EssFac","48637",,"90e4a8bc-dc84-4af7-a20a-8504766689c7"
"MULTILINESTRING ((-122.26237835168916 37.836005066078144, -122.2622939640856 37.83598974849664))","1162","3","1","Blue","56.19507","31.19507","25.0","Right","-1","Res","48659",,"855392cc-758d-46d6-892b-272a9761b7e3"
"MULTILINESTRING ((-122.27546630781707 37.829251515315086, -122.27542201085393 37.82924517887484))","1592","3","1","Blue","1063.0","1076.0","13.0","Right","-1","Res","48727",,"b59924cb-13ba-429b-89be-7c43356a682e"
"MULTILINESTRING ((-122.27747873064006 37.828986786224974, -122.27741874239658 37.829000210137124, -122.27741538220981 37.82900085373906))","1592","3","1","Blue","465.0","484.0","19.0","Right","-1","Res","48777",,"0bfbe8a8-6808-4adb-a6e5-3a7cfc559910"
"MULTILINESTRING ((-122.2714346894293 37.82802229227497, -122.27142161128856 37.828073430570704))","709","3","1","Blue","141.43437","122.43437","19.0","Left","-1","Res","48798",,"7c080f37-1747-4844-824c-96907b804067"
"MULTILINESTRING ((-122.2753490076342 37.83330813670962, -122.27525761472262 37.8332925129588))","1597","3","1","Blue","534.0","561.0","27.0","Left","-1","Res","48841",,"0f542129-438c-4c2a-976c-0b66f0365575"
"MULTILINESTRING ((-122.26432552203549 37.83009999944969, -122.26432449192772 37.83010178567091, -122.2643167983956 37.83015439438343))","1405","3","1","Blue","40.58468","20.58468","20.0","Right","-1","Res","48881",,"3fb8d776-98b8-4ff5-b04f-ab1ef6ed2983"
"MULTILINESTRING ((-122.26467501604378 37.830096361093176, -122.26461036409977 37.83008670502978))","1406","3","1","Blue","596.2277","577.2277","19.0","Right","-1","Res","48894",,"1bcadc7a-3f81-4a1f-a208-23ae31082389"
"MULTILINESTRING ((-122.26144538431926 37.82879716700205, -122.26137765871998 37.828785707664046))","1456","3","1","Blue","855.43122","835.43122","20.0","Right","-1","Com","48998",,"5a487839-30ce-46af-a48e-a32f477a195b"
"MULTILINESTRING ((-122.26261101524615 37.838015708843926, -122.26254316490368 37.8380267263829))","376","3","1","Blue","455.9119","435.9119","20.0","Right","-1","Res","49000",,"6d89004f-c91b-45f9-be5f-2ec475eccba6"
"MULTILINESTRING ((-122.26165134473877 37.8440164234715, -122.26157661432659 37.844028193720895))","430","3","1","Blue","962.71867","940.71867","22.0","Right","-1","EssFac","49012",,"26004131-493b-44f7-b621-81048c8acefd"
"MULTILINESTRING ((-122.26411468008057 37.84871084687772, -122.26403960376635 37.8487211584708))","243","3","1","Blue","426.34894","404.34894","22.0","Left","-1","Res","49049",,"8d1f800d-9e0a-4672-a675-53c1c1624aa8"
