"race","percent_chronic_absence","year","school_year"
"African American","22.23203444088751600","2016","2016-17"
"Asian","5.16926819379687800","2016","2016-17"
"Latino","12.5513987192450300","2016","2016-17"
"White","5.62563067608476300","2016","2016-17"
