"fine_amount","ticket_number","violation_external_code","city","state","street","voided","ticket_issue_datetime","latitude","longitude","geocoder_rating"
"73","1721088493","10.16.110","Oakland","CA","1 AIRPORTDR AIRPORT DRIVE","false","2017-01-01T07:33:00.000","37.8796936","-122.184656","100"
"43","843619590","4152.5","Oakland","CA","7100 EARHART ROAD","false","2017-01-01T12:28:00.000","37.73669447","-122.2169286","1"
"93","9592","5200.A","Oakland","CA","583 MONTCLAIR AVE","false","2017-01-01T14:10:00.000","37.8048917","-122.2427041","1"
"78","848916134","22500.H","Oakland","CA","2025 TELEGRAGH AVE","false","2017-01-01T16:05:00.000","37.80980154","-122.2697223","11"
"73","843620008","10.16.110","Oakland","CA","1 AIRPORT DRIVE","false","2017-01-02T01:38:00.000","37.72967448","-122.2003554","1"
"88","848920523","22500.E","Oakland","CA","920 21ST ST","false","2017-01-02T07:52:00.000","37.81357321","-122.2795174","1"
"73","837285560","10.28.250","Oakland","CA","1450 HIGH ST","false","2017-01-02T11:24:00.000","37.77255313","-122.2143902","1"
"156","843619601","5204","Oakland","CA","1 AIRPORT DRIVE","false","2017-01-02T11:54:00.000","37.72967448","-122.2003554","1"
"73","843629105","10.16.110","Oakland","CA","1 AIRPORT DRIVE","false","2017-01-02T14:05:00.000","37.72967448","-122.2003554","1"
"78","848917520","22500.H","Oakland","CA","4200 PIEDMONT","false","2017-01-02T17:17:00.000","37.82784686","-122.2503179","1"
"88","848904683","22500.E","Oakland","CA","2700 8TH AVE","false","2017-01-02T22:25:00.000","37.80139774","-122.2396685","1"
"66","1722472791","10.28.240","Oakland","CA","401 BRUSH ST","false","2017-01-03T02:13:00.000","37.80025328","-122.2827478","1"
"66","1722472802","10.28.240","Oakland","CA","627 8TH ST","false","2017-01-03T02:20:00.000","37.80208036","-122.2788437","1"
"66","1722472813","10.28.240","Oakland","CA","657 12TH ST","false","2017-01-03T02:24:00.000","37.80500702","-122.277591","1"
"66","1722472824","10.28.240","Oakland","CA","657 12TH ST","false","2017-01-03T02:26:00.000","37.80500702","-122.277591","1"
"66","1722472835","10.28.240","Oakland","CA","624 14TH ST","false","2017-01-03T02:30:00.000","37.80607635","-122.2753406","1"
"66","1722472846","10.28.240","Oakland","CA","1305 MARTIN LUTHER KING JR WAY","false","2017-01-03T02:36:00.000","37.80627559","-122.2760722","1"
"66","1722472850","10.28.240","Oakland","CA","1309 MARTIN LUTHER KING JR WAY","false","2017-01-03T02:38:00.000","37.80628895","-122.2760638","1"
"66","1722472861","10.28.240","Oakland","CA","1015 MARTIN LUTHER KING JR WAY","false","2017-01-03T02:41:00.000","37.80358076","-122.2777541","1"
"66","1722380192","10.28.240","Oakland","CA","425 7TH ST","false","2017-01-03T03:08:00.000","37.79928142","-122.2738867","1"
"66","1722380203","10.28.240","Oakland","CA","989 FRANKLIN ST","false","2017-01-03T03:31:00.000","37.80096305","-122.2719209","1"
"66","1722380214","10.28.240","Oakland","CA","2051 WEBSTER ST","false","2017-01-03T03:35:00.000","37.80918418","-122.266136","1"
