"id","entity_name","fiscal_year","entity_id","estimated_population","field_type","category","line_description","value","city_state"
"233","Calistoga","2014","1185","5224","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","4020000","Calistoga, CA"
"234","Calistoga","2014","1185","5224","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","1813400","Calistoga, CA"
"235","Calistoga","2014","1185","5224","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","8119628","Calistoga, CA"
"236","Calistoga","2014","1185","5224","DEBT","Debt","Lease Obligations_Balance End of Year","4109359","Calistoga, CA"
"237","Camarillo","2014","1186","66752","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","9771000","Camarillo, CA"
"238","Camarillo","2014","1186","66752","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Camarillo, CA"
"239","Camarillo","2014","1186","66752","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Camarillo, CA"
"240","Camarillo","2014","1186","66752","DEBT","Debt","Lease Obligations_Balance End of Year","9774109","Camarillo, CA"
"241","Campbell","2014","1187","41993","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Campbell, CA"
"242","Campbell","2014","1187","41993","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Campbell, CA"
"243","Campbell","2014","1187","41993","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Campbell, CA"
"244","Campbell","2014","1187","41993","DEBT","Debt","Lease Obligations_Balance End of Year","30270906","Campbell, CA"
"245","Canyon Lake","2014","1188","10826","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Canyon Lake, CA"
"246","Canyon Lake","2014","1188","10826","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","741025","Canyon Lake, CA"
"247","Canyon Lake","2014","1188","10826","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Canyon Lake, CA"
"248","Canyon Lake","2014","1188","10826","DEBT","Debt","Lease Obligations_Balance End of Year","0","Canyon Lake, CA"
"249","Capitola","2014","1189","10136","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","2375000","Capitola, CA"
"250","Capitola","2014","1189","10136","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Capitola, CA"
"251","Capitola","2014","1189","10136","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Capitola, CA"
"252","Capitola","2014","1189","10136","DEBT","Debt","Lease Obligations_Balance End of Year","4052139","Capitola, CA"
"253","Carlsbad","2014","1190","110169","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","70990000","Carlsbad, CA"
"254","Carlsbad","2014","1190","110169","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","905000","Carlsbad, CA"
"255","Carlsbad","2014","1190","110169","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","19836576","Carlsbad, CA"
"256","Carlsbad","2014","1190","110169","DEBT","Debt","Lease Obligations_Balance End of Year","26860725","Carlsbad, CA"
"257","Carmel-By-The-Sea","2014","1191","3722","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Carmel-By-The-Sea, CA"
"258","Carmel-By-The-Sea","2014","1191","3722","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","439462","Carmel-By-The-Sea, CA"
"259","Carmel-By-The-Sea","2014","1191","3722","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Carmel-By-The-Sea, CA"
"260","Carmel-By-The-Sea","2014","1191","3722","DEBT","Debt","Lease Obligations_Balance End of Year","9473815","Carmel-By-The-Sea, CA"
"261","Carpinteria","2014","1192","13442","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Carpinteria, CA"
"262","Carpinteria","2014","1192","13442","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Carpinteria, CA"
"263","Carpinteria","2014","1192","13442","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Carpinteria, CA"
"264","Carpinteria","2014","1192","13442","DEBT","Debt","Lease Obligations_Balance End of Year","0","Carpinteria, CA"
"265","Carson","2014","1193","92636","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","28600000","Carson, CA"
"266","Carson","2014","1193","92636","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Carson, CA"
"267","Carson","2014","1193","92636","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Carson, CA"
"268","Carson","2014","1193","92636","DEBT","Debt","Lease Obligations_Balance End of Year","0","Carson, CA"
"269","Cathedral City","2014","1194","52595","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","54403191","Cathedral City, CA"
"270","Cathedral City","2014","1194","52595","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","132276","Cathedral City, CA"
"271","Cathedral City","2014","1194","52595","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Cathedral City, CA"
"272","Cathedral City","2014","1194","52595","DEBT","Debt","Lease Obligations_Balance End of Year","1744268","Cathedral City, CA"
"273","Ceres","2014","1195","46463","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","1080000","Ceres, CA"
"274","Ceres","2014","1195","46463","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Ceres, CA"
"275","Ceres","2014","1195","46463","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","34297","Ceres, CA"
"276","Ceres","2014","1195","46463","DEBT","Debt","Lease Obligations_Balance End of Year","20613071","Ceres, CA"
"277","Cerritos","2014","1196","49741","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Cerritos, CA"
"278","Cerritos","2014","1196","49741","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Cerritos, CA"
"279","Cerritos","2014","1196","49741","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Cerritos, CA"
"280","Cerritos","2014","1196","49741","DEBT","Debt","Lease Obligations_Balance End of Year","20676705","Cerritos, CA"
"281","Chico","2014","1197","88389","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Chico, CA"
"283","Chico","2014","1197","88389","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","51965601","Chico, CA"
"284","Chico","2014","1197","88389","DEBT","Debt","Lease Obligations_Balance End of Year","0","Chico, CA"
"285","Chino","2014","1198","81747","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","158950000","Chino, CA"
"286","Chino","2014","1198","81747","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Chino, CA"
"287","Chino","2014","1198","81747","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","242000","Chino, CA"
"288","Chino","2014","1198","81747","DEBT","Debt","Lease Obligations_Balance End of Year","3640444","Chino, CA"
"289","Chino Hills","2014","1199","76131","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","47400000","Chino Hills, CA"
"290","Chino Hills","2014","1199","76131","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","25725845","Chino Hills, CA"
"291","Chino Hills","2014","1199","76131","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Chino Hills, CA"
"292","Chino Hills","2014","1199","76131","DEBT","Debt","Lease Obligations_Balance End of Year","46395332","Chino Hills, CA"
"293","Chowchilla","2014","1200","18971","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","17534550","Chowchilla, CA"
"294","Chowchilla","2014","1200","18971","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","787500","Chowchilla, CA"
"295","Chowchilla","2014","1200","18971","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Chowchilla, CA"
"296","Chowchilla","2014","1200","18971","DEBT","Debt","Lease Obligations_Balance End of Year","9367677","Chowchilla, CA"
"297","Chula Vista","2014","1201","256139","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","192430000","Chula Vista, CA"
"298","Chula Vista","2014","1201","256139","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","13553722","Chula Vista, CA"
"299","Chula Vista","2014","1201","256139","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Chula Vista, CA"
"300","Chula Vista","2014","1201","256139","DEBT","Debt","Lease Obligations_Balance End of Year","185847008","Chula Vista, CA"
"301","Citrus Heights","2014","1202","84544","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Citrus Heights, CA"
"302","Citrus Heights","2014","1202","84544","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","19646575","Citrus Heights, CA"
"303","Cotati","2012","1223","7276","DEBT","Debt","Lease Obligations_Balance End of Year","0","Cotati, CA"
"304","Citrus Heights","2014","1202","84544","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Citrus Heights, CA"
"305","Citrus Heights","2014","1202","84544","DEBT","Debt","Lease Obligations_Balance End of Year","0","Citrus Heights, CA"
"306","Claremont","2014","1203","35920","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","13615000","Claremont, CA"
"307","Claremont","2014","1203","35920","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","4625000","Claremont, CA"
"308","Claremont","2014","1203","35920","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Claremont, CA"
"309","Claremont","2014","1203","35920","DEBT","Debt","Lease Obligations_Balance End of Year","0","Claremont, CA"
"310","Clayton","2014","1204","11200","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Clayton, CA"
"311","Clayton","2014","1204","11200","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Clayton, CA"
"312","Clayton","2014","1204","11200","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Clayton, CA"
"313","Clayton","2014","1204","11200","DEBT","Debt","Lease Obligations_Balance End of Year","0","Clayton, CA"
"314","Clearlake","2014","1205","15194","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Clearlake, CA"
"315","Clearlake","2014","1205","15194","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Clearlake, CA"
"316","Clearlake","2014","1205","15194","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Clearlake, CA"
"317","Clearlake","2014","1205","15194","DEBT","Debt","Lease Obligations_Balance End of Year","256327","Clearlake, CA"
"318","Cloverdale","2014","1206","8641","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","1150000","Cloverdale, CA"
"319","Cloverdale","2014","1206","8641","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","24800","Cloverdale, CA"
"320","Cloverdale","2014","1206","8641","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","1505487","Cloverdale, CA"
"321","Cloverdale","2014","1206","8641","DEBT","Debt","Lease Obligations_Balance End of Year","0","Cloverdale, CA"
"322","Clovis","2014","1207","102188","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","137555000","Clovis, CA"
"323","Clovis","2014","1207","102188","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","11743162","Clovis, CA"
"324","Clovis","2014","1207","102188","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","1754410","Clovis, CA"
"325","Clovis","2014","1207","102188","DEBT","Debt","Lease Obligations_Balance End of Year","30605629","Clovis, CA"
"326","Coachella","2014","1208","43633","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Coachella, CA"
"327","Coachella","2014","1208","43633","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Coachella, CA"
"328","Coachella","2014","1208","43633","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Coachella, CA"
"329","Coachella","2014","1208","43633","DEBT","Debt","Lease Obligations_Balance End of Year","10773562","Coachella, CA"
"330","Coalinga","2014","1209","16467","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","1319000","Coalinga, CA"
"331","Coalinga","2014","1209","16467","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","60000","Coalinga, CA"
"332","Coalinga","2014","1209","16467","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","26134","Coalinga, CA"
"333","Coalinga","2014","1209","16467","DEBT","Debt","Lease Obligations_Balance End of Year","27330520","Coalinga, CA"
"334","Colfax","2014","1210","1998","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","26000","Colfax, CA"
"335","Colfax","2014","1210","1998","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","363713","Colfax, CA"
"336","Colfax","2014","1210","1998","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","9670267","Colfax, CA"
"337","Colfax","2014","1210","1998","DEBT","Debt","Lease Obligations_Balance End of Year","0","Colfax, CA"
"338","Colma","2014","1211","1470","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Colma, CA"
"339","Colma","2014","1211","1470","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Colma, CA"
"340","Colma","2014","1211","1470","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Colma, CA"
"341","Colma","2014","1211","1470","DEBT","Debt","Lease Obligations_Balance End of Year","0","Colma, CA"
"342","Colton","2014","1212","53057","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","28005534","Colton, CA"
"343","Colton","2014","1212","53057","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","1829298","Colton, CA"
"344","Colton","2014","1212","53057","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","5042850","Colton, CA"
"345","Colton","2014","1212","53057","DEBT","Debt","Lease Obligations_Balance End of Year","92829294","Colton, CA"
"346","Colusa","2014","1213","6171","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Colusa, CA"
"347","Colusa","2014","1213","6171","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Colusa, CA"
"348","Colusa","2014","1213","6171","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","13340569","Colusa, CA"
"349","Colusa","2014","1213","6171","DEBT","Debt","Lease Obligations_Balance End of Year","0","Colusa, CA"
"350","Commerce","2014","1214","13003","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Commerce, CA"
"351","Commerce","2014","1214","13003","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Commerce, CA"
"352","Commerce","2014","1214","13003","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Commerce, CA"
"353","Commerce","2014","1214","13003","DEBT","Debt","Lease Obligations_Balance End of Year","19488630","Commerce, CA"
"354","Compton","2014","1215","98082","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","66915000","Compton, CA"
"355","Compton","2014","1215","98082","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","3452067","Compton, CA"
"356","Compton","2014","1215","98082","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Compton, CA"
"357","Compton","2014","1215","98082","DEBT","Debt","Lease Obligations_Balance End of Year","75368199","Compton, CA"
"358","Concord","2014","1216","124656","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","9115000","Concord, CA"
"359","Concord","2014","1216","124656","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","417500","Concord, CA"
"360","Concord","2014","1216","124656","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","472377","Concord, CA"
"361","Concord","2014","1216","124656","DEBT","Debt","Lease Obligations_Balance End of Year","29755412","Concord, CA"
"362","Corcoran","2014","1217","22515","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Corcoran, CA"
"363","Corcoran","2014","1217","22515","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Corcoran, CA"
"364","Corcoran","2014","1217","22515","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","386087","Corcoran, CA"
"365","Corcoran","2014","1217","22515","DEBT","Debt","Lease Obligations_Balance End of Year","55093537","Corcoran, CA"
"366","Corning","2014","1218","7598","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Corning, CA"
"367","Corning","2014","1218","7598","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","2429000","Corning, CA"
"368","Corning","2014","1218","7598","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","6318238","Corning, CA"
"369","Corning","2014","1218","7598","DEBT","Debt","Lease Obligations_Balance End of Year","5730362","Corning, CA"
"370","Corona","2014","1219","159132","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","113315000","Corona, CA"
"371","Corona","2014","1219","159132","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Corona, CA"
"372","Corona","2014","1219","159132","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Corona, CA"
"373","Corona","2014","1219","159132","DEBT","Debt","Lease Obligations_Balance End of Year","109141532","Corona, CA"
"374","Coronado","2014","1220","23419","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","3280000","Coronado, CA"
"375","Coronado","2014","1220","23419","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","69276","Coronado, CA"
"376","Coronado","2014","1220","23419","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Coronado, CA"
"377","Coronado","2014","1220","23419","DEBT","Debt","Lease Obligations_Balance End of Year","0","Coronado, CA"
"378","Corte Madera","2014","1221","9381","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","10430000","Corte Madera, CA"
"379","Corte Madera","2014","1221","9381","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Corte Madera, CA"
"380","Corte Madera","2014","1221","9381","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Corte Madera, CA"
"381","Corte Madera","2014","1221","9381","DEBT","Debt","Lease Obligations_Balance End of Year","1314467","Corte Madera, CA"
"382","Costa Mesa","2014","1222","111846","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Costa Mesa, CA"
"383","Costa Mesa","2014","1222","111846","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Costa Mesa, CA"
"384","Costa Mesa","2014","1222","111846","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Costa Mesa, CA"
"385","Costa Mesa","2014","1222","111846","DEBT","Debt","Lease Obligations_Balance End of Year","37608994","Costa Mesa, CA"
"386","Cotati","2014","1223","7288","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","4955000","Cotati, CA"
"387","Cotati","2014","1223","7288","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Cotati, CA"
"388","Cotati","2014","1223","7288","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Cotati, CA"
"389","Cotati","2014","1223","7288","DEBT","Debt","Lease Obligations_Balance End of Year","0","Cotati, CA"
"390","Covina","2014","1224","48619","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Covina, CA"
"391","Covina","2014","1224","48619","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Covina, CA"
"392","Covina","2014","1224","48619","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Covina, CA"
"393","Covina","2014","1224","48619","DEBT","Debt","Lease Obligations_Balance End of Year","52296203","Covina, CA"
"394","Crescent City","2014","1225","6935","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Crescent City, CA"
"395","Crescent City","2014","1225","6935","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Crescent City, CA"
"396","Crescent City","2014","1225","6935","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","45493863","Crescent City, CA"
"397","Crescent City","2014","1225","6935","DEBT","Debt","Lease Obligations_Balance End of Year","43109","Crescent City, CA"
"398","Cudahy","2014","1226","24142","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Cudahy, CA"
"399","Cudahy","2014","1226","24142","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Cudahy, CA"
"400","Cudahy","2014","1226","24142","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Cudahy, CA"
"401","Cudahy","2014","1226","24142","DEBT","Debt","Lease Obligations_Balance End of Year","0","Cudahy, CA"
"402","Culver City","2014","1227","39579","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","17335000","Culver City, CA"
"403","Culver City","2014","1227","39579","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","205510","Culver City, CA"
"404","Culver City","2014","1227","39579","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","130000","Culver City, CA"
"405","Culver City","2014","1227","39579","DEBT","Debt","Lease Obligations_Balance End of Year","1611433","Culver City, CA"
"406","Cupertino","2014","1228","59946","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Cupertino, CA"
"407","Cupertino","2014","1228","59946","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Cupertino, CA"
"408","Cupertino","2014","1228","59946","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Cupertino, CA"
"409","Cupertino","2014","1228","59946","DEBT","Debt","Lease Obligations_Balance End of Year","50729499","Cupertino, CA"
"410","Cypress","2014","1229","48886","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","2120000","Cypress, CA"
"411","Cypress","2014","1229","48886","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","5000000","Cypress, CA"
"412","Cypress","2014","1229","48886","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Cypress, CA"
"413","Cypress","2014","1229","48886","DEBT","Debt","Lease Obligations_Balance End of Year","0","Cypress, CA"
"414","Daly City","2014","1230","105076","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","5815000","Daly City, CA"
"415","Daly City","2014","1230","105076","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Daly City, CA"
"416","Daly City","2014","1230","105076","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","2914000","Daly City, CA"
"417","Daly City","2014","1230","105076","DEBT","Debt","Lease Obligations_Balance End of Year","0","Daly City, CA"
"418","Dana Point","2014","1231","34037","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","44130000","Dana Point, CA"
"419","Dana Point","2014","1231","34037","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Dana Point, CA"
"420","Dana Point","2014","1231","34037","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Dana Point, CA"
"421","Dana Point","2014","1231","34037","DEBT","Debt","Lease Obligations_Balance End of Year","0","Dana Point, CA"
"422","Danville","2014","1232","43146","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Danville, CA"
"423","Danville","2014","1232","43146","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Danville, CA"
"424","Danville","2014","1232","43146","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Danville, CA"
"425","Danville","2014","1232","43146","DEBT","Debt","Lease Obligations_Balance End of Year","0","Danville, CA"
"426","Davis","2014","1233","66656","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","27315000","Davis, CA"
"427","Davis","2014","1233","66656","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Davis, CA"
"428","Davis","2014","1233","66656","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","13553679","Davis, CA"
"429","Davis","2014","1233","66656","DEBT","Debt","Lease Obligations_Balance End of Year","34942442","Davis, CA"
"430","Del Mar","2014","1234","4234","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","1230000","Del Mar, CA"
"431","Del Mar","2014","1234","4234","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","704000","Del Mar, CA"
"432","Del Mar","2014","1234","4234","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","4971535","Del Mar, CA"
"433","Del Mar","2014","1234","4234","DEBT","Debt","Lease Obligations_Balance End of Year","898375","Del Mar, CA"
"434","Del Rey Oaks","2014","1235","1665","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Del Rey Oaks, CA"
"435","Del Rey Oaks","2014","1235","1665","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Del Rey Oaks, CA"
"436","Del Rey Oaks","2014","1235","1665","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Del Rey Oaks, CA"
"437","Del Rey Oaks","2014","1235","1665","DEBT","Debt","Lease Obligations_Balance End of Year","94185","Del Rey Oaks, CA"
"438","Delano","2014","1236","52591","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Delano, CA"
"439","Delano","2014","1236","52591","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Delano, CA"
"440","Delano","2014","1236","52591","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","41807131","Delano, CA"
"441","Delano","2014","1236","52591","DEBT","Debt","Lease Obligations_Balance End of Year","41289275","Delano, CA"
"442","Desert Hot Springs","2014","1237","28001","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","11475000","Desert Hot Springs, CA"
"443","Desert Hot Springs","2014","1237","28001","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","20697000","Desert Hot Springs, CA"
"444","Desert Hot Springs","2014","1237","28001","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Desert Hot Springs, CA"
"445","Desert Hot Springs","2014","1237","28001","DEBT","Debt","Lease Obligations_Balance End of Year","12032440","Desert Hot Springs, CA"
"446","Diamond Bar","2014","1238","56400","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Diamond Bar, CA"
"447","Diamond Bar","2014","1238","56400","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Diamond Bar, CA"
"448","Diamond Bar","2014","1238","56400","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Diamond Bar, CA"
"449","Diamond Bar","2014","1238","56400","DEBT","Debt","Lease Obligations_Balance End of Year","16309208","Diamond Bar, CA"
"450","Dinuba","2014","1239","23666","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Dinuba, CA"
"451","Dinuba","2014","1239","23666","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","1319087","Dinuba, CA"
"452","Dinuba","2014","1239","23666","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","7190987","Dinuba, CA"
"453","Dinuba","2014","1239","23666","DEBT","Debt","Lease Obligations_Balance End of Year","59987814","Dinuba, CA"
"454","Dixon","2014","1240","19005","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Dixon, CA"
"455","Dixon","2014","1240","19005","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Dixon, CA"
"456","Dixon","2014","1240","19005","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Dixon, CA"
"457","Dixon","2014","1240","19005","DEBT","Debt","Lease Obligations_Balance End of Year","3121311","Dixon, CA"
"458","Dorris","2014","1241","938","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Dorris, CA"
"459","Dorris","2014","1241","938","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","0","Dorris, CA"
"460","Dorris","2014","1241","938","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Dorris, CA"
"461","Dorris","2014","1241","938","DEBT","Debt","Lease Obligations_Balance End of Year","0","Dorris, CA"
"462","Dos Palos","2014","1242","5050","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","0","Dos Palos, CA"
"463","Dos Palos","2014","1242","5050","DEBT","Debt","Other Long-Term Debt_Amount Outstanding, EOF","243703","Dos Palos, CA"
"464","Dos Palos","2014","1242","5050","DEBT","Debt","Construction Financed_Amount Outstanding, EOF","0","Dos Palos, CA"
"465","Dos Palos","2014","1242","5050","DEBT","Debt","Lease Obligations_Balance End of Year","0","Dos Palos, CA"
"466","Downey","2014","1243","113363","DEBT","Debt","Bonded Debt_Principal Outstanding, EOF","19075000","Downey, CA"
