"entity_name","fiscal_year","entity_id","estimated_population","category","line_description","value","city_state"
"Redondo Beach","2014","1463","67717","Assets","Total Assets_General","248053948","Redondo Beach, CA"
"Santa Maria","2014","1515","101103","Assets","Total Assets_General","247413296","Santa Maria, CA"
"Pomona","2014","1450","151713","Assets","Total Assets_Enterprise","246560616","Pomona, CA"
"Coronado","2014","1220","23419","Assets","Total Assets_General","245514028","Coronado, CA"
"Rialto","2014","1466","101429","Assets","Total Assets_General","244170919","Rialto, CA"
"Westminster","2014","1585","91652","Assets","Total Assets_General","240301332","Westminster, CA"
"El Centro","2014","1249","44311","Assets","Total Assets_Enterprise","236338747","El Centro, CA"
"Pleasanton","2014","1447","73067","Assets","Total Assets_Enterprise","236179322","Pleasanton, CA"
"Culver City","2014","1227","39579","Assets","Total Assets_General","233706145","Culver City, CA"
"Chula Vista","2014","1201","256139","Assets","Total Assets_Enterprise","232317752","Chula Vista, CA"
"Lompoc","2014","1358","43314","Assets","Total Assets_Enterprise","231677214","Lompoc, CA"
"Roseville","2014","1479","126956","Assets","Total Assets_Trust and Agency","224028821","Roseville, CA"
"Berkeley","2014","1164","117372","Assets","Total Assets_Enterprise","216831676","Berkeley, CA"
"Redwood City","2014","1464","80768","Assets","Total Assets_General","214920039","Redwood City, CA"
"Woodland","2014","1595","57223","Assets","Total Assets_Enterprise","212647075","Woodland, CA"
"Arcadia","2014","1141","57500","Assets","Total Assets_General","211524874","Arcadia, CA"
"Norwalk","2014","1411","106630","Assets","Total Assets_General","210933363","Norwalk, CA"
"Sierra Madre","2014","1529","11094","Assets","Total Assets_General","209981986","Sierra Madre, CA"
"Galt","2014","1279","24289","Assets","Total Assets_General","208454941","Galt, CA"
"Salinas","2014","1482","155205","Assets","Total Assets_General","208292662","Salinas, CA"
"Rancho Santa Margarita","2014","1459","48834","Assets","Total Assets_General","206027942","Rancho Santa Margarita, CA"
"Napa","2014","1403","78358","Assets","Total Assets_Enterprise","205946682","Napa, CA"
"Colton","2014","1212","53057","Assets","Total Assets_General","205695277","Colton, CA"
"Bell Gardens","2014","1159","42667","Assets","Total Assets_General","205626825","Bell Gardens, CA"
"Antioch","2014","1139","106455","Assets","Total Assets_Enterprise","203358724","Antioch, CA"
"Perris","2014","1437","72103","Assets","Total Assets_General","202511093","Perris, CA"
"Anaheim","2014","1136","348305","Assets","Total Assets_Special Revenue","201017056","Anaheim, CA"
"Alameda","2014","1130","75988","Assets","Total Assets_Enterprise","199711067","Alameda, CA"
"Petaluma","2014","1438","59000","Assets","Total Assets_General","190844890","Petaluma, CA"
"Stockton","2014","1544","300899","Assets","Total Assets_Internal Service","188622288","Stockton, CA"
"Sierra Madre","2014","1529","11094","Assets","Total Assets_Internal Service","187135944","Sierra Madre, CA"
"Newark","2014","1407","43856","Assets","Total Assets_General","185753024","Newark, CA"
"Ukiah","2014","1565","16185","Assets","Total Assets_Enterprise","179306456","Ukiah, CA"
"Colton","2014","1212","53057","Assets","Total Assets_Enterprise","179246402","Colton, CA"
"Monterey","2014","1393","28381","Assets","Total Assets_General","177238252","Monterey, CA"
"Barstow","2014","1156","23292","Assets","Total Assets_General","177109322","Barstow, CA"
"Santa Ana","2014","1509","331953","Assets","Total Assets_Special Revenue","173429413","Santa Ana, CA"
"Santa Paula","2014","1517","30448","Assets","Total Assets_Enterprise","172916813","Santa Paula, CA"
"Banning","2014","1155","30325","Assets","Total Assets_General","171871201","Banning, CA"
"Ontario","2014","1418","167382","Assets","Total Assets_Special Revenue","169793174","Ontario, CA"
"Sacramento","2014","1481","475122","Assets","Total Assets_Special Revenue","168251000","Sacramento, CA"
"Compton","2014","1215","98082","Assets","Total Assets_General","168158189","Compton, CA"
"Folsom","2014","1268","74014","Assets","Total Assets_Enterprise","166990742","Folsom, CA"
"Lompoc","2014","1358","43314","Assets","Total Assets_General","165813607","Lompoc, CA"
"Los Gatos","2014","1366","30532","Assets","Total Assets_General","164358744","Los Gatos, CA"
"Poway","2014","1455","48979","Assets","Total Assets_General","163817220","Poway, CA"
"West Sacramento","2014","1583","50836","Assets","Total Assets_Enterprise","162007060","West Sacramento, CA"
"Suisun City","2014","1545","28549","Assets","Total Assets_General","161984454","Suisun City, CA"
"La Habra","2014","1327","61717","Assets","Total Assets_General","160156335","La Habra, CA"
"Manhattan Beach","2014","1372","35619","Assets","Total Assets_General","159499764","Manhattan Beach, CA"
"Palo Alto","2014","1430","66861","Assets","Total Assets_Capital Projects","158197468","Palo Alto, CA"
"Los Angeles","2014","1364","3904657","Assets","Total Assets_Debt Service","158155075","Los Angeles, CA"
"El Cerrito","2014","1250","24087","Assets","Total Assets_General","156454797","El Cerrito, CA"
"Watsonville","2014","1579","52508","Assets","Total Assets_Enterprise","156081009","Watsonville, CA"
"Victorville","2014","1571","120590","Assets","Total Assets_Enterprise","155588064","Victorville, CA"
"Chino","2014","1198","81747","Assets","Total Assets_Enterprise","155346152","Chino, CA"
"San Jose","2014","1496","1000536","Assets","Total Assets_Capital Projects","153875543","San Jose, CA"
"Lathrop","2014","1346","19831","Assets","Total Assets_Enterprise","153798261","Lathrop, CA"
"El Paso De Robles","2014","1252","30469","Assets","Total Assets_Enterprise","152497613","El Paso De Robles, CA"
"Malibu","2014","1370","12865","Assets","Total Assets_General","152421658","Malibu, CA"
"La Canada Flintridge","2014","1326","20535","Assets","Total Assets_General","149973463","La Canada Flintridge, CA"
"Whittier","2014","1588","86538","Assets","Total Assets_General","149329601","Whittier, CA"
"South San Francisco","2014","1541","65710","Assets","Total Assets_Enterprise","147800284","South San Francisco, CA"
"Lakewood","2014","1343","81224","Assets","Total Assets_General","146943108","Lakewood, CA"
"Placentia","2014","1444","52094","Assets","Total Assets_General","146415292","Placentia, CA"
"El Centro","2014","1249","44311","Assets","Total Assets_General","145445405","El Centro, CA"
"Mountain View","2014","1400","76781","Assets","Total Assets_Enterprise","145038202","Mountain View, CA"
"San Francisco","2014","1492","836620","Assets","Total Assets_Debt Service","144555369","San Francisco, CA"
"Ceres","2014","1195","46463","Assets","Total Assets_General","142797972","Ceres, CA"
"Sacramento","2014","1481","475122","Assets","Total Assets_Debt Service","142523000","Sacramento, CA"
"South Lake Tahoe","2014","1539","21409","Assets","Total Assets_General","142207325","South Lake Tahoe, CA"
"Madera","2014","1369","63008","Assets","Total Assets_Enterprise","139524166","Madera, CA"
"Seaside","2014","1524","33534","Assets","Total Assets_General","137588414","Seaside, CA"
"Newport Beach","2014","1409","86874","Assets","Total Assets_Enterprise","136883710","Newport Beach, CA"
"Ridgecrest","2014","1468","28638","Assets","Total Assets_General","135164723","Ridgecrest, CA"
"Aliso Viejo","2014","8635","49951","Assets","Total Assets_General","134691454","Aliso Viejo, CA"
"Fresno","2014","1277","515609","Assets","Total Assets_Special Revenue","131515919","Fresno, CA"
"Montebello","2014","1392","63527","Assets","Total Assets_General","131261562","Montebello, CA"
"Rancho Palos Verdes","2014","1458","42358","Assets","Total Assets_General","130048627","Rancho Palos Verdes, CA"
"Fullerton","2014","1278","140131","Assets","Total Assets_Enterprise","129895645","Fullerton, CA"
"Big Bear Lake","2014","1166","5121","Assets","Total Assets_General","127166400","Big Bear Lake, CA"
"Salinas","2014","1482","155205","Assets","Total Assets_Enterprise","125867520","Salinas, CA"
"Upland","2014","1567","75147","Assets","Total Assets_Enterprise","125572118","Upland, CA"
"Santa Clarita","2014","1512","209130","Assets","Total Assets_Special Revenue","125500631","Santa Clarita, CA"
"Eureka","2014","1260","26914","Assets","Total Assets_Enterprise","123801249","Eureka, CA"
"San Bernardino","2014","1484","212721","Assets","Total Assets_Special Revenue","122650514","San Bernardino, CA"
"Morgan Hill","2014","1398","41197","Assets","Total Assets_Enterprise","122446267","Morgan Hill, CA"
"Ontario","2014","1418","167382","Assets","Total Assets_Capital Projects","122322522","Ontario, CA"
"Hermosa Beach","2014","1301","19750","Assets","Total Assets_General","119561456","Hermosa Beach, CA"
"Daly City","2014","1230","105076","Assets","Total Assets_General","119554387","Daly City, CA"
"Palos Verdes Estates","2014","1431","13665","Assets","Total Assets_General","118659046","Palos Verdes Estates, CA"
"Palm Desert","2014","1427","50417","Assets","Total Assets_Special Revenue","118285825","Palm Desert, CA"
"Garden Grove","2014","1280","173953","Assets","Total Assets_Enterprise","116047818","Garden Grove, CA"
"Porterville","2014","1452","55697","Assets","Total Assets_Enterprise","114134407","Porterville, CA"
"Palo Alto","2014","1430","66861","Assets","Total Assets_Internal Service","113341778","Palo Alto, CA"
"Garden Grove","2014","1280","173953","Assets","Total Assets_Internal Service","113140660","Garden Grove, CA"
"Irwindale","2014","1320","1466","Assets","Total Assets_General","110841322","Irwindale, CA"
"Menifee","2014","10255","83716","Assets","Total Assets_General","110765283","Menifee, CA"
"Atwater","2014","1148","29050","Assets","Total Assets_Enterprise","110457908","Atwater, CA"
"San Juan Capistrano","2014","1498","35900","Assets","Total Assets_Enterprise","110207874","San Juan Capistrano, CA"
"Anaheim","2014","1136","348305","Assets","Total Assets_Internal Service","108829000","Anaheim, CA"
"Duarte","2014","1244","21668","Assets","Total Assets_General","108334768","Duarte, CA"
"Santa Monica","2014","1516","92185","Assets","Total Assets_Capital Projects","107593777","Santa Monica, CA"
"California City","2014","1182","13276","Assets","Total Assets_Special Revenue","107128490","California City, CA"
"Fontana","2014","1269","202177","Assets","Total Assets_Enterprise","104622374","Fontana, CA"
"Signal Hill","2014","1530","11411","Assets","Total Assets_General","104472255","Signal Hill, CA"
"Compton","2014","1215","98082","Assets","Total Assets_Enterprise","104397707","Compton, CA"
"Concord","2014","1216","124656","Assets","Total Assets_Enterprise","104240520","Concord, CA"
"San Fernando","2014","1491","24222","Assets","Total Assets_General","101546297","San Fernando, CA"
"Oroville","2014","1423","15980","Assets","Total Assets_General","101077534","Oroville, CA"
"Santa Monica","2014","1516","92185","Assets","Total Assets_Internal Service","100481663","Santa Monica, CA"
"Oakland","2014","1414","404355","Assets","Total Assets_Debt Service","99500000","Oakland, CA"
"Azusa","2014","1152","48385","Assets","Total Assets_General","97492491","Azusa, CA"
"Millbrae","2014","1384","22605","Assets","Total Assets_General","97022923","Millbrae, CA"
"Martinez","2014","1376","36842","Assets","Total Assets_General","96442373","Martinez, CA"
"Fillmore","2014","1266","15339","Assets","Total Assets_Enterprise","95601936","Fillmore, CA"
"Atascadero","2014","1146","28675","Assets","Total Assets_General","93653399","Atascadero, CA"
"Los Banos","2014","1365","37168","Assets","Total Assets_General","93534152","Los Banos, CA"
"Oceanside","2014","1416","171183","Assets","Total Assets_Special Revenue","90348094","Oceanside, CA"
"Covina","2014","1224","48619","Assets","Total Assets_General","89966303","Covina, CA"
"Bellflower","2014","1160","77741","Assets","Total Assets_General","89405307","Bellflower, CA"
"Banning","2014","1155","30325","Assets","Total Assets_Enterprise","89056715","Banning, CA"
"Temple City","2014","1553","36134","Assets","Total Assets_General","88931717","Temple City, CA"
"Palo Alto","2014","1430","66861","Assets","Total Assets_Special Revenue","88904472","Palo Alto, CA"
"Campbell","2014","1187","41993","Assets","Total Assets_General","88301749","Campbell, CA"
"Santa Ana","2014","1509","331953","Assets","Total Assets_Internal Service","88210911","Santa Ana, CA"
"Fresno","2014","1277","515609","Assets","Total Assets_Internal Service","87440749","Fresno, CA"
"San Bruno","2014","1485","43223","Assets","Total Assets_General","87275492","San Bruno, CA"
"Orange","2014","1419","139279","Assets","Total Assets_Enterprise","86996449","Orange, CA"
"Mountain View","2014","1400","76781","Assets","Total Assets_Capital Projects","86985261","Mountain View, CA"
"Roseville","2014","1479","126956","Assets","Total Assets_Capital Projects","86200098","Roseville, CA"
"Lemoore","2014","1349","25281","Assets","Total Assets_General","85656248","Lemoore, CA"
"Norco","2014","1410","26582","Assets","Total Assets_Enterprise","85013903","Norco, CA"
"West Sacramento","2014","1583","50836","Assets","Total Assets_Special Revenue","84583621","West Sacramento, CA"
"Moreno Valley","2014","1397","199258","Assets","Total Assets_Special Revenue","84407906","Moreno Valley, CA"
"Chino","2014","1198","81747","Assets","Total Assets_Special Revenue","84299425","Chino, CA"
"Roseville","2014","1479","126956","Assets","Total Assets_Special Revenue","82781203","Roseville, CA"
"Tustin","2014","1563","78360","Assets","Total Assets_Enterprise","81438086","Tustin, CA"
"South Pasadena","2014","1540","26011","Assets","Total Assets_General","80985063","South Pasadena, CA"
"Los Banos","2014","1365","37168","Assets","Total Assets_Enterprise","80790163","Los Banos, CA"
"Santa Rosa","2014","1518","170236","Assets","Total Assets_Internal Service","78676109","Santa Rosa, CA"
"Placerville","2014","1445","10527","Assets","Total Assets_Enterprise","77737570","Placerville, CA"
"Dinuba","2014","1239","23666","Assets","Total Assets_Enterprise","77674998","Dinuba, CA"
"Eureka","2014","1260","26914","Assets","Total Assets_General","77552497","Eureka, CA"
"Riverside","2014","1473","314034","Assets","Total Assets_Capital Projects","77190780","Riverside, CA"
"Encinitas","2014","1256","61204","Assets","Total Assets_Enterprise","77187957","Encinitas, CA"
"Pleasanton","2014","1447","73067","Assets","Total Assets_Internal Service","76547763","Pleasanton, CA"
"Arroyo Grande","2014","1143","17334","Assets","Total Assets_General","76382676","Arroyo Grande, CA"
"Orange","2014","1419","139279","Assets","Total Assets_Special Revenue","75611551","Orange, CA"
"El Monte","2014","1251","115064","Assets","Total Assets_Special Revenue","74690256","El Monte, CA"
"Rio Vista","2014","1470","7934","Assets","Total Assets_Enterprise","74562435","Rio Vista, CA"
"Colma","2014","1211","1470","Assets","Total Assets_General","74324009","Colma, CA"
"Belmont","2014","1161","26559","Assets","Total Assets_General","73669353","Belmont, CA"
"Patterson","2014","1436","20922","Assets","Total Assets_General","73634986","Patterson, CA"
"Moraga","2014","1396","16348","Assets","Total Assets_General","73220148","Moraga, CA"
"Imperial Beach","2014","1313","26675","Assets","Total Assets_General","73079810","Imperial Beach, CA"
"Norwalk","2014","1411","106630","Assets","Total Assets_Enterprise","71771340","Norwalk, CA"
"Hillsborough","2014","1305","11260","Assets","Total Assets_Enterprise","71442757","Hillsborough, CA"
"Millbrae","2014","1384","22605","Assets","Total Assets_Enterprise","71348428","Millbrae, CA"
"Hesperia","2014","1302","91506","Assets","Total Assets_Special Revenue","71179280","Hesperia, CA"
"Lawndale","2014","1347","33228","Assets","Total Assets_General","69895015","Lawndale, CA"
"San Bruno","2014","1485","43223","Assets","Total Assets_Trust and Agency","69732152","San Bruno, CA"
"Stockton","2014","1544","300899","Assets","Total Assets_Trust and Agency","69446482","Stockton, CA"
"Rancho Cordova","2014","8975","67839","Assets","Total Assets_Special Revenue","69279188","Rancho Cordova, CA"
"Manteca","2014","1373","72880","Assets","Total Assets_Capital Projects","68655100","Manteca, CA"
"Scotts Valley","2014","1522","11954","Assets","Total Assets_General","68554862","Scotts Valley, CA"
"Del Mar","2014","1234","4234","Assets","Total Assets_General","67490581","Del Mar, CA"
"Port Hueneme","2014","1451","22399","Assets","Total Assets_General","67409208","Port Hueneme, CA"
"Patterson","2014","1436","20922","Assets","Total Assets_Enterprise","66791480","Patterson, CA"
"Solana Beach","2014","1532","13099","Assets","Total Assets_General","66690299","Solana Beach, CA"
"Modesto","2014","1387","206785","Assets","Total Assets_Internal Service","66287713","Modesto, CA"
"Fremont","2014","1276","223972","Assets","Total Assets_Special Revenue","65767567","Fremont, CA"
"El Cajon","2014","1248","101256","Assets","Total Assets_Enterprise","64116711","El Cajon, CA"
"Burbank","2014","1178","105543","Assets","Total Assets_Special Revenue","63965678","Burbank, CA"
"Camarillo","2014","1186","66752","Assets","Total Assets_Enterprise","63427373","Camarillo, CA"
"Calexico","2014","1181","40564","Assets","Total Assets_Enterprise","63405120","Calexico, CA"
"Marina","2014","1375","22956","Assets","Total Assets_Enterprise","63033337","Marina, CA"
"Elk Grove","2014","1254","160688","Assets","Total Assets_Capital Projects","62881204","Elk Grove, CA"
"Fillmore","2014","1266","15339","Assets","Total Assets_General","62653283","Fillmore, CA"
"Milpitas","2014","1385","70092","Assets","Total Assets_Special Revenue","62344973","Milpitas, CA"
"Elk Grove","2014","1254","160688","Assets","Total Assets_Enterprise","61040842","Elk Grove, CA"
"Highland","2014","1304","54033","Assets","Total Assets_General","60925667","Highland, CA"
"Crescent City","2014","1225","6935","Assets","Total Assets_Enterprise","60626304","Crescent City, CA"
"Downey","2014","1243","113363","Assets","Total Assets_Enterprise","60376094","Downey, CA"
"Cloverdale","2014","1206","8641","Assets","Total Assets_General","59406962","Cloverdale, CA"
"Santa Rosa","2014","1518","170236","Assets","Total Assets_Special Revenue","59051672","Santa Rosa, CA"
"Pismo Beach","2014","1442","7705","Assets","Total Assets_General","58834859","Pismo Beach, CA"
"Chula Vista","2014","1201","256139","Assets","Total Assets_Special Revenue","58699898","Chula Vista, CA"
"El Segundo","2014","1253","16897","Assets","Total Assets_Enterprise","57723101","El Segundo, CA"
"Long Beach","2014","1359","470292","Assets","Total Assets_Capital Projects","57716000","Long Beach, CA"
"East Palo Alto","2014","1247","28934","Assets","Total Assets_General","57362975","East Palo Alto, CA"
"Burbank","2014","1178","105543","Assets","Total Assets_Debt Service","57352686","Burbank, CA"
"Emeryville","2014","1255","10491","Assets","Total Assets_Special Revenue","56692359","Emeryville, CA"
"Culver City","2014","1227","39579","Assets","Total Assets_Capital Projects","56561046","Culver City, CA"
"Santa Ana","2014","1509","331953","Assets","Total Assets_Capital Projects","56158754","Santa Ana, CA"
"Seal Beach","2014","1523","24591","Assets","Total Assets_Enterprise","55920090","Seal Beach, CA"
"Lindsay","2014","1351","12650","Assets","Total Assets_Enterprise","55133167","Lindsay, CA"
"Atascadero","2014","1146","28675","Assets","Total Assets_Internal Service","55125987","Atascadero, CA"
"Monterey Park","2014","1394","61777","Assets","Total Assets_Enterprise","54764497","Monterey Park, CA"
"Pleasanton","2014","1447","73067","Assets","Total Assets_Capital Projects","54316406","Pleasanton, CA"
"Tiburon","2014","1555","9090","Assets","Total Assets_General","54153683","Tiburon, CA"
"Perris","2014","1437","72103","Assets","Total Assets_Special Revenue","53981385","Perris, CA"
"Grass Valley","2014","1287","12668","Assets","Total Assets_Enterprise","53775448","Grass Valley, CA"
"Corcoran","2014","1217","22515","Assets","Total Assets_Enterprise","53749530","Corcoran, CA"
"Wildomar","2014","9995","33718","Assets","Total Assets_General","53368071","Wildomar, CA"
"Martinez","2014","1376","36842","Assets","Total Assets_Enterprise","53367013","Martinez, CA"
"Alameda","2014","1130","75988","Assets","Total Assets_Special Revenue","52694938","Alameda, CA"
"Burbank","2014","1178","105543","Assets","Total Assets_Capital Projects","52239483","Burbank, CA"
"Lincoln","2014","1350","45206","Assets","Total Assets_Trust and Agency","51751033","Lincoln, CA"
"Loma Linda","2014","1356","23614","Assets","Total Assets_Enterprise","51412344","Loma Linda, CA"
"Sanger","2014","1508","24908","Assets","Total Assets_Enterprise","50494861","Sanger, CA"
"Downey","2014","1243","113363","Assets","Total Assets_Internal Service","50230935","Downey, CA"
"Corona","2014","1219","159132","Assets","Total Assets_Capital Projects","49817518","Corona, CA"
"Brentwood","2014","1174","54741","Assets","Total Assets_Internal Service","49748627","Brentwood, CA"
"Camarillo","2014","1186","66752","Assets","Total Assets_Internal Service","49291654","Camarillo, CA"
"Thousand Oaks","2014","1554","129039","Assets","Total Assets_Capital Projects","49175476","Thousand Oaks, CA"
"Whittier","2014","1588","86538","Assets","Total Assets_Special Revenue","48790467","Whittier, CA"
"Buena Park","2014","1177","82344","Assets","Total Assets_Enterprise","48647957","Buena Park, CA"
"La Palma","2014","1331","15896","Assets","Total Assets_General","48603765","La Palma, CA"
"Pittsburg","2014","1443","66368","Assets","Total Assets_Special Revenue","48586079","Pittsburg, CA"
"Antioch","2014","1139","106455","Assets","Total Assets_Special Revenue","47839286","Antioch, CA"
"Fort Bragg","2014","1270","7350","Assets","Total Assets_General","47730061","Fort Bragg, CA"
"San Marino","2014","1502","13341","Assets","Total Assets_General","47501535","San Marino, CA"
"Milpitas","2014","1385","70092","Assets","Total Assets_Capital Projects","47450540","Milpitas, CA"
"Culver City","2014","1227","39579","Assets","Total Assets_Special Revenue","47147131","Culver City, CA"
"Daly City","2014","1230","105076","Assets","Total Assets_Internal Service","46937585","Daly City, CA"
"Newport Beach","2014","1409","86874","Assets","Total Assets_Special Revenue","46574898","Newport Beach, CA"
"San Mateo","2014","1503","100106","Assets","Total Assets_Capital Projects","46483154","San Mateo, CA"
"Twentynine Palms","2014","1564","26576","Assets","Total Assets_General","46145356","Twentynine Palms, CA"
"San Clemente","2014","1488","64874","Assets","Total Assets_Capital Projects","46086596","San Clemente, CA"
"Inglewood","2014","1317","111795","Assets","Total Assets_Enterprise","46067750","Inglewood, CA"
"Carlsbad","2014","1190","110169","Assets","Total Assets_Internal Service","45938979","Carlsbad, CA"
"Grass Valley","2014","1287","12668","Assets","Total Assets_General","45738776","Grass Valley, CA"
"Santa Maria","2014","1515","101103","Assets","Total Assets_Internal Service","45581199","Santa Maria, CA"
"Oroville","2014","1423","15980","Assets","Total Assets_Special Revenue","45506201","Oroville, CA"
"Berkeley","2014","1164","117372","Assets","Total Assets_Internal Service","45448344","Berkeley, CA"
"Westminster","2014","1585","91652","Assets","Total Assets_Special Revenue","44987088","Westminster, CA"
"Danville","2014","1232","43146","Assets","Total Assets_Capital Projects","44831637","Danville, CA"
"Torrance","2014","1556","147706","Assets","Total Assets_Internal Service","44549464","Torrance, CA"
"Hollister","2014","1306","36676","Assets","Total Assets_General","44535024","Hollister, CA"
"Manteca","2014","1373","72880","Assets","Total Assets_Special Revenue","43803082","Manteca, CA"
"Fullerton","2014","1278","140131","Assets","Total Assets_Internal Service","43669609","Fullerton, CA"
"Corona","2014","1219","159132","Assets","Total Assets_Enterprise","43478187","Corona, CA"
"Watsonville","2014","1579","52508","Assets","Total Assets_Special Revenue","42902761","Watsonville, CA"
"Menlo Park","2014","1381","32896","Assets","Total Assets_Special Revenue","42741336","Menlo Park, CA"
"Soledad","2014","1533","24997","Assets","Total Assets_General","42642412","Soledad, CA"
"Belmont","2014","1161","26559","Assets","Total Assets_Enterprise","42341235","Belmont, CA"
"Ceres","2014","1195","46463","Assets","Total Assets_Enterprise","42290390","Ceres, CA"
"San Buenaventura","2014","1486","108961","Assets","Total Assets_Special Revenue","41957380","San Buenaventura, CA"
"Malibu","2014","1370","12865","Assets","Total Assets_Enterprise","41930365","Malibu, CA"
"Walnut Creek","2014","1576","66183","Assets","Total Assets_Special Revenue","41784657","Walnut Creek, CA"
"La Quinta","2014","1333","39032","Assets","Total Assets_Enterprise","41773292","La Quinta, CA"
"Shafter","2014","1527","17461","Assets","Total Assets_Enterprise","41424346","Shafter, CA"
"Westminster","2014","1585","91652","Assets","Total Assets_Enterprise","41062994","Westminster, CA"
"Auburn","2014","1149","13804","Assets","Total Assets_Enterprise","40896124","Auburn, CA"
"Palm Springs","2014","1428","46135","Assets","Total Assets_Special Revenue","40681877","Palm Springs, CA"
"National City","2014","1404","59381","Assets","Total Assets_Special Revenue","40403329","National City, CA"
"Elk Grove","2014","1254","160688","Assets","Total Assets_Special Revenue","40379801","Elk Grove, CA"
"Berkeley","2014","1164","117372","Assets","Total Assets_Capital Projects","39933475","Berkeley, CA"
"Emeryville","2014","1255","10491","Assets","Total Assets_Capital Projects","39928098","Emeryville, CA"
"Laguna Woods","2014","1339","16581","Assets","Total Assets_General","39698997","Laguna Woods, CA"
"Imperial","2014","1312","16708","Assets","Total Assets_Enterprise","39575898","Imperial, CA"
"Turlock","2014","1562","70132","Assets","Total Assets_Special Revenue","39401823","Turlock, CA"
"Riverside","2014","1473","314034","Assets","Total Assets_Special Revenue","39341757","Riverside, CA"
"Pleasanton","2014","1447","73067","Assets","Total Assets_Special Revenue","38983613","Pleasanton, CA"
"West Sacramento","2014","1583","50836","Assets","Total Assets_Capital Projects","38979276","West Sacramento, CA"
"Rancho Cucamonga","2014","1456","172299","Assets","Total Assets_Enterprise","38676953","Rancho Cucamonga, CA"
"Brawley","2014","1172","25897","Assets","Total Assets_General","38663226","Brawley, CA"
"Santa Clara","2014","1511","121229","Assets","Total Assets_Capital Projects","38133377","Santa Clara, CA"
"Woodland","2014","1595","57223","Assets","Total Assets_Special Revenue","38041674","Woodland, CA"
"Adelanto","2014","1128","32511","Assets","Total Assets_General","38014674","Adelanto, CA"
"Ione","2014","1318","6759","Assets","Total Assets_General","37744351","Ione, CA"
"Fairfield","2014","1263","110018","Assets","Total Assets_Capital Projects","37311759","Fairfield, CA"
"Greenfield","2014","1288","13153","Assets","Total Assets_General","37301640","Greenfield, CA"
"Avenal","2014","1151","13239","Assets","Total Assets_General","37233214","Avenal, CA"
"Anaheim","2014","1136","348305","Assets","Total Assets_Trust and Agency","37174921","Anaheim, CA"
"Sand City","2014","1507","343","Assets","Total Assets_General","36769597","Sand City, CA"
"South Lake Tahoe","2014","1539","21409","Assets","Total Assets_Special Revenue","36744302","South Lake Tahoe, CA"
"Jurupa Valley","2014","11163","97774","Assets","Total Assets_General","36558504","Jurupa Valley, CA"
"Benicia","2014","1163","27454","Assets","Total Assets_Internal Service","36492655","Benicia, CA"
"Beverly Hills","2014","1165","34677","Assets","Total Assets_Special Revenue","36286238","Beverly Hills, CA"
"Oakdale","2014","1413","21442","Assets","Total Assets_General","36265657","Oakdale, CA"
"Redwood City","2014","1464","80768","Assets","Total Assets_Special Revenue","36065754","Redwood City, CA"
"San Mateo","2014","1503","100106","Assets","Total Assets_Internal Service","36042613","San Mateo, CA"
"Hayward","2014","1297","151037","Assets","Total Assets_Special Revenue","35516883","Hayward, CA"
"Ceres","2014","1195","46463","Assets","Total Assets_Special Revenue","35460633","Ceres, CA"
"Arcata","2014","1142","17734","Assets","Total Assets_General","35261321","Arcata, CA"
"Fresno","2014","1277","515609","Assets","Total Assets_Trust and Agency","35061721","Fresno, CA"
"Monterey","2014","1393","28381","Assets","Total Assets_Special Revenue","34899802","Monterey, CA"
"San Carlos","2014","1487","29219","Assets","Total Assets_Enterprise","34794854","San Carlos, CA"
"Desert Hot Springs","2014","1237","28001","Assets","Total Assets_Enterprise","34749561","Desert Hot Springs, CA"
"Brentwood","2014","1174","54741","Assets","Total Assets_Capital Projects","34711571","Brentwood, CA"
"Gardena","2014","1281","60082","Assets","Total Assets_Debt Service","34223392","Gardena, CA"
"Richmond","2014","1467","106138","Assets","Total Assets_Special Revenue","34155276","Richmond, CA"
"Camarillo","2014","1186","66752","Assets","Total Assets_Capital Projects","33995082","Camarillo, CA"
"Blythe","2014","1170","18992","Assets","Total Assets_Enterprise","33863665","Blythe, CA"
"Auburn","2014","1149","13804","Assets","Total Assets_General","33635759","Auburn, CA"
"Davis","2014","1233","66656","Assets","Total Assets_Capital Projects","33580308","Davis, CA"
"Tracy","2014","1557","85146","Assets","Total Assets_Special Revenue","33497125","Tracy, CA"
"Gridley","2014","1289","6739","Assets","Total Assets_Enterprise","33480338","Gridley, CA"
"Truckee","2014","1559","15981","Assets","Total Assets_Special Revenue","33138074","Truckee, CA"
"Santa Barbara","2014","1510","90385","Assets","Total Assets_Internal Service","33095909","Santa Barbara, CA"
"Cypress","2014","1229","48886","Assets","Total Assets_Internal Service","32663597","Cypress, CA"
"Yreka","2014","1599","7840","Assets","Total Assets_Enterprise","32501967","Yreka, CA"
"Anderson","2014","1137","10361","Assets","Total Assets_General","32258523","Anderson, CA"
"Santa Fe Springs","2014","1514","17349","Assets","Total Assets_Enterprise","32204372","Santa Fe Springs, CA"
"Marysville","2014","1377","12266","Assets","Total Assets_Enterprise","32080686","Marysville, CA"
"Long Beach","2014","1359","470292","Assets","Total Assets_Trust and Agency","31992000","Long Beach, CA"
"Whittier","2014","1588","86538","Assets","Total Assets_Internal Service","31903497","Whittier, CA"
"West Hollywood","2014","1582","35072","Assets","Total Assets_Debt Service","31748401","West Hollywood, CA"
