"pin","class","nbhd","hd_sf","town_code","type_resd","apts","ext_wall","roof_cnst","rooms","beds","bsmt","bsmt_fin","heat","oheat","air","frpl","attic_type","attic_fnsh","hbath","tp_plan","tp_dsgn","cnst_qlty","renovation","site","gar1_size","gar1_cnst","gar1_att","gar1_area","gar2_size","gar2_cnst","gar2_att","gar2_area","porch","ot_impr","bldg_sf","repair_cnd","multi_code","ncu","est_land","est_bldg","sale_date","doc_no","sale_price","centroid_x","centroid_y","tractce","total_bldg_sf","multi_ind","addr","modeling_group","fbath","age","use_1","n_units","per_ass","condo_class_factor","multi_family_ind","large_lot","condition_desirability_and_utility","o_hare_noise","floodplain","road_proximity","condo_strata","sale_year","sale_quarter","sale_half_year","sale_quarter_of_year","sale_month_of_year","sale_half_of_year","most_recent_sale","age_squared","age_decade","age_decade_squared","lot_size_squared","improvement_size_squared","pure_market_filter","garage_indicator","neigborhood_code_mapping_","square_root_of_lot_size","square_root_of_age","square_root_of_improvement_size","town_and_neighborhood"
"01191010060000","204","21","220766","10","1","0","2","4","9","5","3","1","1","5","1","2","3","0","1","2","1","2",,"2","5","2","1","2","7","0","0","0","3","0","4075","2","2","0","165570","682440","2019-07-16T00:00:00.000","01919722133","1","-88.2354162192669","42.107896296776","804201",,"0","5 EAGLE POINTE DR","SF","4","25","1",,,,,,,"0","0","1",,"2019","91","46","3","7","2","1","625","2.5","6.25","48737626756","16605625","0","1","21","469.8574251834273","5","63.835726674018524","1021"
"13121080620000","204","42","7560","71","1","0","2","1","6","5","2","3","2","5","0","1","3","0","0","0","0","2",,"2","1","3","1","2","7","0","0","0","3","0","2538","2","2","0","113400","328520","2014-08-26T00:00:00.000","01423812014","560000","-87.7024857407608","41.9810139650378","40300",,"0","2923 W CATALPA AVE","SF","2","62","1",,,,,,,"0","0","0",,"2014","71","36","3","8","2","1","3844","6.2","38.440000000000005","57153600","6441444","1","1","42","86.94826047713663","7.874007874011811","50.37856687124","7142"
"07294100180000","202","40","11132","35","1","0","1","1","6","3","3","1","1","5","0","0","3","0","1","0","0","2",,"2","0","0","0","0","7","0","0","0","3","0","984","2","2","0","41740","141530","2016-05-20T00:00:00.000","01614113043","186000","-88.1174851862571","42.0069018356447","804807",,"0","1520 HARVARD LN","SF","1","49","1",,,,,,,"0","0","0",,"2016","78","39","2","5","1","1","2401","4.9","24.010000000000005","123921424","968256","1","0","40","105.50829351287983","7","31.368774282716245","3540"
"17101320401172","299","30","39335","74",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"12140","13640","2016-02-04T00:00:00.000","01603518060","40000","-87.6256865709851","41.8898328900474","81500",,"0","405 N WABASH AVE","FIXED",,"41","1","351","0.0026843","299",,,"GR","0","0","0",,"2016","77","39","1","2","1","1","1681","4.1","16.81","1547242225",,"0",,"30","198.33053219310435","6.4031242374328485",,"7430"
"16202230160000","203","30","3780","15","1","0","2","2","5","2","1","3","1","5","1","0","3","0","0","2","0","2",,"2","3","1","2","2","7","0","0","0","1","0","1034","2","2","0","26460","64810","2017-09-06T00:00:00.000","01724946239","219000","-87.765037449521","41.8605671002301","813400",,"0","1431 S 56TH CT","SF","1","99","1",,,,,,,"0","0","0",,"2017","83","42","3","9","2","1","9801","9.9","98.01","14288400","1069156","1","1","30","61.48170459575759","9.9498743710662","32.155870381627054","1530"
"09334100120000","203","40","10020","22","5","0","3","1","6","3","1","1","1","5","1","0","1","1","1","2","2","2",,"2","4","1","2","2","7","0","0","0","3","0","1419","2","2","0","55110","167990","2017-08-08T00:00:00.000","01722016033","245000","-87.8717112956576","41.9965685445299","806600",,"0","3139 STILLWELL DR","SF","1","69","1",,,,,,,"1","0","0",,"2017","83","42","3","8","2","1","4761","6.9","47.61000000000001","100400400","2013561","1","1","40","100.09995004993759","8.306623862918075","37.66961640367472","2240"
"13174070550000","203","90","4750","71","5","0","2","1","5","2","1","3","1","5","1","0","1","1","0","2","2","2",,"2","0","0","0","0","7","0","0","0","1","0","1673","2","2","0","61750","236220","2016-08-09T00:00:00.000","01622256084","318000","-87.7685922482398","41.9589007712979","150402",,"0","5634 W CULLOM AVE","SF","2","74","1",,,,,,,"0","0","0",,"2016","79","40","3","8","2","1","5476","7.4","54.760000000000005","22562500","2798929","1","0","90","68.92024376045111","8.602325267042627","40.90232267243512","7190"
"12274050420000","203","81","4375","20","5","0","3","1","5","3","3","3","2","5","0","0","2","1","0","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","1140","2","2","0","25150","160800","2014-01-02T00:00:00.000","01400222034","190000","-87.8482759128813","41.927319828844","811200",,"0","2608 N RHODES AVE","SF","1","63","1",,,,,,,"0","0","0",,"2014","69","35","1","1","1","1","3969","6.3","39.69","19140625","1299600","1","1","81","66.14378277661477","7.937253933193772","33.76388603226827","2081"
"17204020381005","299","141","20674","77",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"5510","83290","2014-05-09T00:00:00.000","01412919129","52000","-87.6530953731564","41.8594950223448","310400",,"0","1061 W 16TH ST","NCHARS",,"109","1","70","0.01482","299",,,"AV","0","0","0",,"2014","70","35","2","5","1","0","11881","10.9","118.81","427414276",,"1",,"141","143.78456106272327","10.44030650891055",,"77141"
"20264140050000","211","70","4687","70","2","0","2","1","11","4","1","1","2","5","0","0","3","0","1","0","0","2",,"2","3","1","2","2","7","0","0","0","3","0","2090","2","2","0","46870","133520","2017-06-20T00:00:00.000","01717122071","1","-87.588853255202","41.7566374804606","834200",,"0","1447 E 76TH ST","MF","2","92","2",,,,"211",,,"0","0","1",,"2017","82","41","2","6","1","0","8464","9.2","84.63999999999999","21967969","4368100","0","1","70","68.46166810705097","9.591663046625438","45.71651780264984","7070"
"20264140050000","211","70","4687","70","2","0","2","1","11","4","1","1","2","5","0","0","3","0","1","0","0","2",,"2","3","1","2","2","7","0","0","0","3","0","2090","2","2","0","46870","133520","2017-07-07T00:00:00.000","01718806066","63000","-87.588853255202","41.7566374804606","834200",,"0","1447 E 76TH ST","MF","2","92","2",,,,"211",,,"0","0","1",,"2017","83","42","3","7","2","0","8464","9.2","84.63999999999999","21967969","4368100","1","1","70","68.46166810705097","9.591663046625438","45.71651780264984","7070"
"15083150251069","299","80","71351","31",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"7180","23030","2017-11-01T00:00:00.000","01730517010","38000","-87.9026124520874","41.8808959787168","818300",,"0","605 N WOLF RD","NCHARS",,"47","1","72","0.01389","299",,,,"0","0","1",,"2017","84","42","4","11","2","1","2209","4.7","22.090000000000003","5090965201",,"1",,"80","267.1160796358018","6.855654600401044",,"3180"
"02092020161031","299","50","118134","29",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"10520","64270","2016-01-21T00:00:00.000","01602119100","85000","-88.0700296578144","42.1360224422068","803610",,"0","1413 N STERLING AVE","NCHARS",,"25","1","32","0.0297","299",,,,"0","0","1",,"2016","77","39","1","1","1","0","625","2.5","6.25","13955641956",,"1",,"50","343.7062699457198","5",,"2950"
"03261020081065","299","82","478612","38",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"9980","215620","2014-11-21T00:00:00.000","01432541008","240000","-87.9213591858868","42.0886274521895","802605",,"0","678 MULBERRY DR","NCHARS",,"16","1","103","0.010427","299",,,,"0","1","1",,"2014","72","36","4","11","2","0","256","1.6","2.5600000000000005","229069446544",,"1",,"82","691.817895114025","4",,"3882"
"13172310190000","203","90","4375","71","1","0","2","1","6","3","1","3","2","5","0","1","1","3","0","0","0","2",,"2","3","1","2","2","7","0","0","0","1","0","1214","2","2","0","56870","204800","2018-05-29T00:00:00.000","01814944010","1","-87.7688628292223","41.9618626351786","150401",,"0","4446 N PARKSIDE AVE","SF","1","105","1",,,,,,,"0","0","0",,"2018","86","43","2","5","1","1","11025","10.5","110.25","19140625","1473796","0","1","90","66.14378277661477","10.246950765959598","34.84250278036869","7190"
"03093080961231","299","53","2069659","38",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"16240","70970","2016-02-29T00:00:00.000","01606050000","166000","-87.9577372742258","42.1300643331328","802503",,"0","1669 HOPI TRL","NCHARS",,"36","1","453","0.0020927","299",,,,"0","0","1",,"2016","77","39","1","2","1","1","1296","3.6","12.96","4283488376281",,"1",,"53","1438.6309464209367","6",,"3853"
"32324220490000","203","142","11663","12","1","0","2","1","5","3","1","3","2","5","0","0","3","0","0","0","0","2",,"2","3","1","2","2","7","0","0","0","3","0","1133","2","2","0","29150","82270","2014-03-05T00:00:00.000","01406435052","59000","-87.6446875637571","41.4700035444572","829600",,"0","171 W 34TH ST","SF","1","60","1",,,,,,"AV","0","0","1",,"2014","69","35","1","3","1","0","3600","6","36","136025569","1283689","1","1","142","107.99537027113709","7.745966692414834","33.66006535941367","12142"
"12362250410000","205","80","5586","20","2","0","2","1","6","3","4","3","1","5","1","0","3","0","0","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","1154","2","2","0","43290","160140","2017-04-21T00:00:00.000","01711129001","1","-87.8142260046568","41.9171603593851","811000",,"0","2031 N 75TH CT","SF","1","74","1",,,,,,,"0","0","0",,"2017","82","41","2","4","1","1","5476","7.4","54.760000000000005","31203396","1331716","0","1","80","74.73954776421918","8.602325267042627","33.97057550292606","2080"
"12123090180000","203","440","6936","71","1","0","2","1","6","3","4","3","1","5","0","1","3","0","1","2","0","2",,"2","0","0","0","0","7","0","0","0","3","93","1384","2","2","0","69360","214910","2013-07-03T00:00:00.000","01318419056","170400","-87.8187810735954","41.9729552327037","100500",,"0","5072 N OTTAWA AVE","SF","1","58","1",,,,,,,"0","0","0",,"2013","67","34","3","7","2","1","3364","5.8","33.64","48108096","1915456","1","0","440","83.28265125462805","7.615773105863909","37.20215047547655","71440"
"16073230511004","299","40","14475","27",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"6390","78280","2018-08-06T00:00:00.000","01821818142","136800","-87.8019021380279","41.8810443467894","812801",,"0","410 WISCONSIN AVE","NCHARS",,"51","1","17","0.057","299",,,,"0","0","0","3","2018","87","44","3","8","2","1","2601","5.1","26.009999999999998","209525625",,"1",,"40","120.31209415515964","7.14142842854285",,"2740"
"25322110400000","203","345","4566","72","1","0","2","1","5","3","4","3","1","5","1","0","2","3","0","0","0","2",,"2","4","1","2","2","7","0","0","0","3","0","1066","2","2","0","20540","90190","2013-05-31T00:00:00.000","01315147025","70000","-87.642369251245","41.6614779823545","530503",,"0","825 W VERMONT AVE","SF","1","52","1",,,,,,,"0","0","1",,"2013","66","33","2","5","1","0","2704","5.2","27.040000000000003","20848356","1136356","1","1","345","67.5721836261046","7.211102550927978","32.64965543462902","72345"
"25094200170000","202","330","4092","72","1","0","1","1","5","2","1","3","1","5","0","0","2","3","0","0","0","2",,"2","3","1","2","2","7","0","0","0","3","0","880","2","2","0","20460","60250","2017-12-01T00:00:00.000","01733515152","13000","-87.6280194528428","41.7091553255816","490700",,"0","10155 S WENTWORTH AVE","SF","1","93","1",,,,,,,"0","0","0",,"2017","84","42","4","12","2","0","8649","9.3","86.49000000000001","16744464","774400","1","1","330","63.968742366877905","9.643650760992955","29.664793948382652","72330"
"25063190210000","205","271","5903","72","2","0","2","1","6","4","1","1","1","5","1","2","2","3","1","0","0","2",,"2","1","2","1","2","7","0","0","0","1","0","1652","2","2","0","50170","234610","2015-04-21T00:00:00.000","01511129050","1","-87.6788059700479","41.7215923130421","720100",,"0","9440 S BELL AVE","SF","1","68","1",,,,,,,"0","0","0",,"2015","74","37","2","4","1","1","4624","6.8","46.239999999999995","34845409","2729104","0","1","271","76.83098333354845","8.246211251235321","40.64480286580315","72271"
"10253170190000","207","10","3750","75","2","0","2","1","6","3","1","1","1","5","1","0","3","0","1","2","0","2",,"2","0","0","0","0","7","0","0","0","3","0","1693","2","2","0","45000","225210","2013-10-30T00:00:00.000","01330316028","252000","-87.7075273970984","42.0148811068313","20200",,"0","3116 W SHERWIN AVE","SF","1","60","1",,,,,,,"0","0","0",,"2013","68","34","4","10","2","1","3600","6","36","14062500","2866249","1","0","10","61.237243569579455","7.745966692414834","41.14608122288197","7510"
"18243070330000","203","111","10200","21","1","0","2","1","6","4","4","3","1","5","1","0","2","1","0","2","0","2",,"2","3","1","2","2","7","0","0","0","3","0","1375","2","2","0","38250","133770","2019-07-24T00:00:00.000","01920508203","239900","-87.8123681331157","41.7674722318055","820501",,"0","6807 MAPLE CT","SF","1","65","1",,,,,,,"0","0","0",,"2019","91","46","3","7","2","1","4225","6.5","42.25","104040000","1890625","1","1","111","100.99504938362078","8.06225774829855","37.080992435478315","21111"
"15124010040000","211","91","4200","31","2","6","2","1","28","10","1","1","2","5","0","0","3","0","0","2","2","2",,"2","0","0","0","0","7","0","0","0","3","0","4851","2","2","0","25200","308040","2014-12-23T00:00:00.000","01435735058","400000","-87.8140677582411","41.8859700751367","815900",,"0","7552 BROWN AVE","MF","6","50","2",,,,"211",,,"0","0","0",,"2014","72","36","4","12","2","1","2500","5","25","17640000","23532201","1","0","91","64.8074069840786","7.0710678118654755","69.6491205974634","3191"
"13162180120000","203","101","3750","71","5","0","1","1","5","3","1","3","1","5","0","0","1","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","1260","2","2","0","48750","166320","2017-10-02T00:00:00.000","01727529031","1","-87.7551832400917","41.9630994904581","150200",,"0","5105 W WINDSOR AVE","SF","1","98","1",,,,,,"AV","0","0","0",,"2017","84","42","4","10","2","1","9604","9.8","96.04000000000002","14062500","1587600","0","1","101","61.237243569579455","9.899494936611665","35.4964786985977","71101"
"25091180890000","205","282","5187","72","2","0","1","1","5","3","2","3","1","5","0","0","3","0","0","0","0","2",,"2","1","1","2","2","7","0","0","0","3","0","1259","2","2","0","31120","73260","2013-09-11T00:00:00.000","01325433092","52300","-87.6398212681049","41.7177281738262","730500",,"0","9700 S LOWE AVE","SF","1","66","1",,,,,,,"0","0","0",,"2013","67","34","3","9","2","1","4356","6.6","43.559999999999995","26904969","1585081","1","1","282","72.02083032012335","8.12403840463596","35.482389998420345","72282"
"16314050260000","203","70","4059","11","1","0","1","1","5","2","1","3","1","5","1","0","2","3","0","2","2","2",,"2","1","1","2","2","7","0","0","0","1","0","1022","2","2","0","32470","99030","2017-03-07T00:00:00.000","01706639008","132000","-87.7861722486725","41.8271440678852","815500",,"0","3545 SCOVILLE AVE","SF","1","94","1",,,,,,,"0","0","0",,"2017","81","41","1","3","1","1","8836","9.4","88.36000000000001","16475481","1044484","1","1","70","63.7102817447859","9.695359714832659","31.96873472629156","1170"
"13084200300000","203","402","3690","71","5","0","2","1","5","3","1","1","1","5","1","0","1","1","1","2","2","2",,"2","1","1","2","2","7","0","0","0","3","0","1473","2","2","0","44280","227770","2013-06-04T00:00:00.000","01315501113","240000","-87.7737778077015","41.9710027995434","110400",,"0","4950 N MENARD AVE","SF","1","62","1",,,,,,,"0","0","0",,"2013","66","33","2","6","1","1","3844","6.2","38.440000000000005","13616100","2169729","1","1","402","60.74537019394976","7.874007874011811","38.379682124790975","71402"
"04324020751060","299","11","315449","25",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"10240","43740","2016-11-22T00:00:00.000","01632734046","91214","-87.8569007914227","42.0668285063903","802004",,"0","716 COBBLESTONE CIR","NCHARS",,"37","1","156","0.006184","299",,,,"0","0","1",,"2016","80","40","4","11","2","0","1369","3.7","13.690000000000001","99508071601",,"1",,"11","561.648466569615","6.082762530298219",,"2511"
"03271000231057","299","81","101774","38",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"3740","95520","2016-02-05T00:00:00.000","01603633035","135000","-87.9425965317183","42.094292765976","802608",,"0","250 W PARLIAMENT PL","NCHARS",,"43","1","76","0.0147376","299",,,,"0","0","0",,"2016","77","39","1","2","1","0","1849","4.3","18.49","10357947076",,"1",,"81","319.02037552482443","6.557438524302",,"3881"
"13272100040000","203","120","3750","71","1","0","2","1","6","3","1","1","2","5","0","0","1","3","0","0","0","2",,"2","3","1","2","2","7","0","0","0","1","0","1255","2","2","0","54370","191920","2019-09-23T00:00:00.000","01926642062","190000","-87.7355727090286","41.9358929790849","200100",,"0","3017 N LOWELL AVE","SF","1","91","1",,,,,,,"0","0","0",,"2019","91","46","3","9","2","1","8281","9.1","82.80999999999999","14062500","1575025","1","1","120","61.237243569579455","9.539392014169456","35.4259791678367","71120"
"07122000091176","299","100","252452","35",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"4460","79330","2018-08-20T00:00:00.000","01823249087","132000","-88.0392247604679","42.0639911332678","804603",,"0","1926 PRAIRIE SQUARE","NCHARS",,"39","1","226","0.005442","299",,,,"0","0","0","2","2018","87","44","3","8","2","1","1521","3.9","15.209999999999999","63732012304",,"1",,"100","502.44601700083166","6.244997998398398",,"35100"
"13024180110000","204","50","3750","71","5","0","2","1","6","3","1","1","2","5","0","1","1","1","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","2407","2","2","0","45000","304550","2014-10-31T00:00:00.000","01430404094","397500","-87.7171498740949","41.9855651319678","130300",,"0","5725 N DRAKE AVE","SF","1","85","1",,,,,,,"0","0","0",,"2014","72","36","4","10","2","1","7225","8.5","72.25","14062500","5793649","1","1","50","61.237243569579455","9.219544457292887","49.06118628814432","7150"
"25292110700000","207","310","5250","72","2","0","3","1","7","2","3","1","1","5","0","0","2","3","0","2","0","2",,"2","3","1","2","2","7","0","0","0","3","0","1463","2","2","0","28870","91850","2015-11-16T00:00:00.000","01532016055","1","-87.6510976767769","41.6715922240657","530400",,"0","12219 S RACINE AVE","SF","1","59","1",,,,,,,"0","0","0",,"2015","76","38","4","11","2","0","3481","5.9","34.81","27562500","2140369","0","1","310","72.4568837309472","7.681145747868608","38.24918299781056","72310"
"13072230340000","203","430","4500","71","1","0","2","1","6","3","1","3","1","5","1","0","3","0","0","2","0","2",,"2","1","1","2","2","7","0","0","0","2","0","1152","2","2","0","49500","190950","2016-05-05T00:00:00.000","01612650012","259000","-87.7956023420853","41.9784085764661","100600",,"0","6709 W HIGGINS AVE","SF","1","60","1",,,,,,,"1","0","1",,"2016","78","39","2","5","1","1","3600","6","36","20250000","1327104","1","1","430","67.08203932499369","7.745966692414834","33.94112549695428","71430"
"12364130350000","205","80","5000","20","2","0","2","1","6","3","1","3","1","5","1","0","3","0","1","2","2","2",,"2","4","1","2","2","7","0","0","0","3","0","1464","2","2","0","38750","216970","2017-08-16T00:00:00.000","01722857035","285000","-87.8086988192536","41.9129661673628","810900",,"0","1812 N 73RD AVE","SF","1","65","1",,,,,,,"0","0","0",,"2017","83","42","3","8","2","0","4225","6.5","42.25","25000000","2143296","1","1","80","70.71067811865476","8.06225774829855","38.262252939417984","2080"
"27021170010000","278","31","10000","28","2","0","3","1","8","4","3","3","1","5","1","1","3","0","1","0","0","2",,"2","3","2","1","2","7","0","0","0","3","0","2436","2","2","0","37500","245380","2013-09-24T00:00:00.000","01326746076","264900","-87.8251082332222","41.6417608914442","824105",,"0","13707 84TH AVE","SF","2","33","1",,,,,,,"0","0","0",,"2013","67","34","3","9","2","0","1089","3.3","10.889999999999999","100000000","5934096","1","1","31","100","5.744562646538029","49.35585071701227","2831"
"10362140111015","299","40","18913","75",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"10870","71130","2015-06-22T00:00:00.000","01517335058","85500","-87.6913547407663","42.0089005831632","20302",,"0","2432 W LUNT AVE","NCHARS",,"89","1","18","0.0479","299",,,,"0","0","0",,"2015","74","37","2","6","1","1","7921","8.9","79.21000000000001","357701569",,"1",,"40","137.5245432641025","9.433981132056603",,"7540"
"12363020980000","205","70","5750","20","2","0","2","1","6","3","1","3","1","5","1","1","3","0","1","2","2","2",,"2","3","1","2","2","7","0","0","0","3","0","1487","2","2","0","41680","230730","2019-09-20T00:00:00.000","01926317093","270000","-87.8190738884859","41.9154260947023","811000",,"0","1935 N 77TH CT","SF","1","67","1",,,,,,,"0","0","0",,"2019","91","46","3","9","2","1","4489","6.7","44.89","33062500","2211169","1","1","70","75.82875444051551","8.18535277187245","38.561638969317684","2070"
"13301330421014","299","200","13305","71",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"8560","67570","2018-05-11T00:00:00.000","01813144058","108500","-87.8003667177947","41.9310841741143","180100",,"0","6964 W DIVERSEY AVE","NCHARS",,"51","1","18","0.0585","299",,,,"0","0","0","2","2018","86","43","2","5","1","1","2601","5.1","26.009999999999998","177023025",,"1",,"200","115.34730165894649","7.14142842854285",,"71200"
"04363040040000","203","180","9600","25","1","0","2","1","7","4","1","3","1","5","1","1","3","0","1","0","0","2",,"2","1","2","1","2","7","0","0","0","3","0","1547","2","2","0","81600","330840","2016-10-31T00:00:00.000","01630522082","410000","-87.7844213758733","42.0718126216511","802200",,"0","1009 GOLFVIEW RD","SF","1","65","1",,,,,,,"0","0","0",,"2016","80","40","4","10","2","0","4225","6.5","42.25","92160000","2393209","1","1","180","97.97958971132712","8.06225774829855","39.331920878594275","25180"
"13261280410000","211","70","3150","71","3","3","2","2","21","12","1","3","2","5","0","0","3","0","3","2","0","2",,"2","3","2","2","2","7","0","0","0","3","0","6924","2","2","0","37800","556160","2015-04-24T00:00:00.000","01511415031","465000","-87.7200091947709","41.9327322241896","210502",,"0","2828 N LAWNDALE AVE","MF","3","117","2",,,,"211",,,"0","0","0",,"2015","74","37","2","4","1","1","13689","11.7","136.89","9922500","47941776","1","1","70","56.124860801609124","10.816653826391969","83.21057625085888","7170"
"14332000151002","299","12","16650","74",,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"3",,,,,,"41650","209970","2018-03-12T00:00:00.000","01807146125","305000","-87.6386081958467","41.9248110596003","71400",,"0","2336 N COMMONWEALTH AVE","NCHARS",,"54","1","48","0.027797","299",,,,"0","0","0","5","2018","85","43","1","3","1","1","2916","5.4","29.160000000000004","277222500",,"1",,"12","129.0348790056394","7.3484692283495345",,"7412"
