"year","sentencing_result","offense_type","age","defendant_count"
"2016","Prison","Violate Bail Bond","32","1"
"2016","Prison","Violate Bail Bond","19","1"
"2016","Probation","Violate Bail Bond","21","2"
"2016","2nd Chance Probation","Vehicular Invasion","25","1"
"2016","Prison","Vehicular Invasion","56","1"
"2016","Prison","Vehicular Invasion","32","1"
"2016","Prison","Vehicular Invasion","48","1"
"2016","Prison","Vehicular Invasion","29","1"
"2016","Probation","Vehicular Invasion","26","1"
"2016","Probation","Vehicular Invasion","19","1"
"2016","Probation","Vehicular Invasion","40","1"
"2016","Probation","Vehicular Invasion","22","1"
"2016","Jail","Vehicular Hijacking","16","1"
"2016","Prison","Vehicular Hijacking","35","2"
"2016","Prison","Vehicular Hijacking","19","9"
"2016","Prison","Vehicular Hijacking","54","1"
"2016","Prison","Vehicular Hijacking","21","5"
"2016","Prison","Vehicular Hijacking","16","1"
"2016","Prison","Vehicular Hijacking","20","2"
"2016","Prison","Vehicular Hijacking","43","1"
"2016","Prison","Vehicular Hijacking","45","1"
"2016","Prison","Vehicular Hijacking","23","2"
"2016","Prison","Vehicular Hijacking","32","1"
"2016","Prison","Vehicular Hijacking","22","2"
"2016","Prison","Vehicular Hijacking","29","1"
"2016","Prison","Vehicular Hijacking","56","1"
"2016","Prison","Vehicular Hijacking","17","3"
"2016","Prison","Vehicular Hijacking","24","2"
"2016","Prison","Vehicular Hijacking","27","1"
"2016","Prison","Vehicular Hijacking","28","2"
"2016","Prison","Vehicular Hijacking","15","1"
"2016","Prison","Vehicular Hijacking","18","4"
"2016","Prison","Vehicular Hijacking","25","1"
"2016","Prison","Vehicular Hijacking","26","1"
"2016","Prison","Vehicular Hijacking","42","1"
"2016","Probation","Vehicular Hijacking","31","1"
"2016","Probation","Vehicular Hijacking","23","1"
"2016","Probation","Vehicular Hijacking","21","1"
"2016","Probation","Vehicular Hijacking","18","1"
"2016","2nd Chance Probation","UUW - Unlawful Use of Weapon","31","1"
"2016","2nd Chance Probation","UUW - Unlawful Use of Weapon","18","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","27","3"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","51","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","21","2"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","20","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","18","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","36","2"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","19","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","24","3"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","35","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","25","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","30","1"
"2016","Conditional Discharge","UUW - Unlawful Use of Weapon","32","1"
"2016","Cook County Boot Camp","UUW - Unlawful Use of Weapon","22","1"
"2016","Cook County Boot Camp","UUW - Unlawful Use of Weapon","25","1"
"2016","Cook County Boot Camp","UUW - Unlawful Use of Weapon","21","1"
"2016","Cook County Boot Camp","UUW - Unlawful Use of Weapon","18","2"
"2016","Cook County Boot Camp","UUW - Unlawful Use of Weapon","23","1"
"2016","Cook County Boot Camp","UUW - Unlawful Use of Weapon","29","1"
"2016","Death","UUW - Unlawful Use of Weapon","21","1"
"2016","Jail","UUW - Unlawful Use of Weapon","24","4"
"2016","Jail","UUW - Unlawful Use of Weapon","22","2"
"2016","Jail","UUW - Unlawful Use of Weapon","27","2"
"2016","Jail","UUW - Unlawful Use of Weapon","37","1"
"2016","Jail","UUW - Unlawful Use of Weapon","48","2"
"2016","Jail","UUW - Unlawful Use of Weapon","25","1"
"2016","Jail","UUW - Unlawful Use of Weapon","28","1"
"2016","Jail","UUW - Unlawful Use of Weapon","23","3"
"2016","Jail","UUW - Unlawful Use of Weapon","19","1"
"2016","Jail","UUW - Unlawful Use of Weapon","46","1"
"2016","Jail","UUW - Unlawful Use of Weapon","43","1"
"2016","Jail","UUW - Unlawful Use of Weapon","21","2"
"2016","Jail","UUW - Unlawful Use of Weapon","35","1"
"2016","Jail","UUW - Unlawful Use of Weapon","36","1"
"2016","Jail","UUW - Unlawful Use of Weapon","31","1"
"2016","Jail","UUW - Unlawful Use of Weapon","29","1"
"2016","Jail","UUW - Unlawful Use of Weapon","18","2"
"2016","Jail","UUW - Unlawful Use of Weapon","45","1"
"2016","Prison","UUW - Unlawful Use of Weapon","48","5"
"2016","Prison","UUW - Unlawful Use of Weapon","50","5"
"2016","Prison","UUW - Unlawful Use of Weapon","53","3"
"2016","Prison","UUW - Unlawful Use of Weapon","45","6"
"2016","Prison","UUW - Unlawful Use of Weapon","61","1"
"2016","Prison","UUW - Unlawful Use of Weapon","18","134"
"2016","Prison","UUW - Unlawful Use of Weapon","27","51"
"2016","Prison","UUW - Unlawful Use of Weapon","49","5"
"2016","Prison","UUW - Unlawful Use of Weapon","34","31"
"2016","Prison","UUW - Unlawful Use of Weapon","29","32"
"2016","Prison","UUW - Unlawful Use of Weapon","31","44"
"2016","Prison","UUW - Unlawful Use of Weapon","55","2"
"2016","Prison","UUW - Unlawful Use of Weapon","39","16"
"2016","Prison","UUW - Unlawful Use of Weapon","57","3"
"2016","Prison","UUW - Unlawful Use of Weapon","30","40"
"2016","Prison","UUW - Unlawful Use of Weapon","47","3"
"2016","Prison","UUW - Unlawful Use of Weapon","46","8"
"2016","Prison","UUW - Unlawful Use of Weapon","22","99"
"2016","Prison","UUW - Unlawful Use of Weapon","64","1"
"2016","Prison","UUW - Unlawful Use of Weapon","28","37"
"2016","Prison","UUW - Unlawful Use of Weapon","38","15"
"2016","Prison","UUW - Unlawful Use of Weapon","20","113"
"2016","Prison","UUW - Unlawful Use of Weapon","35","24"
"2016","Prison","UUW - Unlawful Use of Weapon","54","2"
"2016","Prison","UUW - Unlawful Use of Weapon","43","4"
"2016","Prison","UUW - Unlawful Use of Weapon","51","7"
"2016","Prison","UUW - Unlawful Use of Weapon","26","65"
"2016","Prison","UUW - Unlawful Use of Weapon","17","5"
"2016","Prison","UUW - Unlawful Use of Weapon","19","133"
"2016","Prison","UUW - Unlawful Use of Weapon","52","7"
"2016","Prison","UUW - Unlawful Use of Weapon","44","4"
"2016","Prison","UUW - Unlawful Use of Weapon","36","19"
"2016","Prison","UUW - Unlawful Use of Weapon","37","19"
"2016","Prison","UUW - Unlawful Use of Weapon","59","4"
"2016","Prison","UUW - Unlawful Use of Weapon","58","1"
"2016","Prison","UUW - Unlawful Use of Weapon","33","28"
"2016","Prison","UUW - Unlawful Use of Weapon","41","11"
"2016","Prison","UUW - Unlawful Use of Weapon","63","1"
"2016","Prison","UUW - Unlawful Use of Weapon","56","6"
"2016","Prison","UUW - Unlawful Use of Weapon","60","2"
"2016","Prison","UUW - Unlawful Use of Weapon","42","6"
"2016","Prison","UUW - Unlawful Use of Weapon","32","27"
"2016","Prison","UUW - Unlawful Use of Weapon","21","136"
"2016","Prison","UUW - Unlawful Use of Weapon","62","1"
"2016","Prison","UUW - Unlawful Use of Weapon","25","69"
"2016","Prison","UUW - Unlawful Use of Weapon","40","17"
"2016","Prison","UUW - Unlawful Use of Weapon","24","85"
"2016","Prison","UUW - Unlawful Use of Weapon","23","98"
"2016","Probation","UUW - Unlawful Use of Weapon","44","1"
"2016","Probation","UUW - Unlawful Use of Weapon","35","4"
"2016","Probation","UUW - Unlawful Use of Weapon","33","5"
"2016","Probation","UUW - Unlawful Use of Weapon","36","5"
"2016","Probation","UUW - Unlawful Use of Weapon","62","1"
"2016","Probation","UUW - Unlawful Use of Weapon","25","18"
"2016","Probation","UUW - Unlawful Use of Weapon","78","1"
"2016","Probation","UUW - Unlawful Use of Weapon","24","16"
"2016","Probation","UUW - Unlawful Use of Weapon","37","2"
"2016","Probation","UUW - Unlawful Use of Weapon","32","5"
"2016","Probation","UUW - Unlawful Use of Weapon","39","2"
"2016","Probation","UUW - Unlawful Use of Weapon","55","1"
"2016","Probation","UUW - Unlawful Use of Weapon","43","1"
"2016","Probation","UUW - Unlawful Use of Weapon","38","5"
"2016","Probation","UUW - Unlawful Use of Weapon","22","22"
"2016","Probation","UUW - Unlawful Use of Weapon","29","7"
"2016","Probation","UUW - Unlawful Use of Weapon","59","2"
"2016","Probation","UUW - Unlawful Use of Weapon","64","2"
"2016","Probation","UUW - Unlawful Use of Weapon","42","2"
"2016","Probation","UUW - Unlawful Use of Weapon","31","5"
"2016","Probation","UUW - Unlawful Use of Weapon","18","18"
"2016","Probation","UUW - Unlawful Use of Weapon","52","1"
"2016","Probation","UUW - Unlawful Use of Weapon","21","23"
"2016","Probation","UUW - Unlawful Use of Weapon","68","1"
"2016","Probation","UUW - Unlawful Use of Weapon","56","2"
"2016","Probation","UUW - Unlawful Use of Weapon","26","15"
"2016","Probation","UUW - Unlawful Use of Weapon","57","1"
"2016","Probation","UUW - Unlawful Use of Weapon","34","4"
"2016","Probation","UUW - Unlawful Use of Weapon","47","1"
"2016","Probation","UUW - Unlawful Use of Weapon","85","1"
"2016","Probation","UUW - Unlawful Use of Weapon","49","4"
"2016","Probation","UUW - Unlawful Use of Weapon","27","13"
"2016","Probation","UUW - Unlawful Use of Weapon","20","17"
"2016","Probation","UUW - Unlawful Use of Weapon","30","8"
"2016","Probation","UUW - Unlawful Use of Weapon","23","20"
"2016","Probation","UUW - Unlawful Use of Weapon","17","1"
"2016","Probation","UUW - Unlawful Use of Weapon","61","1"
"2016","Probation","UUW - Unlawful Use of Weapon","48","1"
"2016","Probation","UUW - Unlawful Use of Weapon","28","16"
"2016","Probation","UUW - Unlawful Use of Weapon","19","15"
"2016","Probation","UUW - Unlawful Use of Weapon","66","1"
"2016","Probation","UUW - Unlawful Use of Weapon","40","4"
"2016","Probation","UUW - Unlawful Use of Weapon","46","1"
"2016","Probation Terminated Instanter","UUW - Unlawful Use of Weapon","27","1"
"2016","Probation Terminated Instanter","UUW - Unlawful Use of Weapon","18","1"
"2016","Probation Terminated Instanter","UUW - Unlawful Use of Weapon","21","1"
"2016","Probation Terminated Unsatisfactorily","UUW - Unlawful Use of Weapon","22","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","18","2"
"2016","Supervision","UUW - Unlawful Use of Weapon","61","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","27","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","31","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","53","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","39","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","24","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","29","2"
"2016","Supervision","UUW - Unlawful Use of Weapon","20","3"
"2016","Supervision","UUW - Unlawful Use of Weapon","34","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","35","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","22","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","48","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","25","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","47","1"
"2016","Supervision","UUW - Unlawful Use of Weapon","60","1"
"2016",,"UUW - Unlawful Use of Weapon","23","2"
"2016",,"UUW - Unlawful Use of Weapon","20","1"
"2016",,"UUW - Unlawful Use of Weapon","27","1"
"2016",,"UUW - Unlawful Use of Weapon","26","2"
"2016",,"UUW - Unlawful Use of Weapon","19","2"
"2016",,"UUW - Unlawful Use of Weapon","45","1"
"2016",,"UUW - Unlawful Use of Weapon","25","1"
"2016",,"UUW - Unlawful Use of Weapon","36","1"
"2016",,"UUW - Unlawful Use of Weapon","33","1"
"2016",,"UUW - Unlawful Use of Weapon","18","1"
"2016",,"UUW - Unlawful Use of Weapon","28","1"
"2016",,"UUW - Unlawful Use of Weapon","64","1"
"2016","Conditional Discharge","Unlawful Restraint","42","1"
"2016","Jail","Unlawful Restraint","26","1"
"2016","Prison","Unlawful Restraint","33","1"
"2016","Prison","Unlawful Restraint","20","1"
"2016","Prison","Unlawful Restraint","35","1"
"2016","Prison","Unlawful Restraint","18","1"
"2016","Prison","Unlawful Restraint","19","1"
"2016","Prison","Unlawful Restraint","25","1"
"2016","Probation","Unlawful Restraint","27","1"
"2016","Probation","Unlawful Restraint","20","1"
"2016","Probation","Unlawful Restraint","37","2"
"2016","Probation","Unlawful Restraint","52","1"
"2016","Probation","Unlawful Restraint","23","1"
"2016","Probation","Unlawful Restraint","29","1"
"2016","Probation","Unlawful Restraint","31","1"
"2016","Probation","Unlawful Restraint","22","2"
"2016","2nd Chance Probation","Theft by Deception","53","1"
"2016","Jail","Theft by Deception","23","1"
"2016","Prison","Theft by Deception","19","1"
"2016","Prison","Theft by Deception","43","1"
"2016","Prison","Theft by Deception","41","1"
"2016","Prison","Theft by Deception","45","1"
"2016","Prison","Theft by Deception","47","3"
"2016","Probation","Theft by Deception","33","1"
"2016","Probation","Theft by Deception","27","2"
"2016","Probation","Theft by Deception","36","1"
"2016","Probation","Theft by Deception","38","2"
"2016","Probation","Theft by Deception","41","1"
"2016","Probation","Theft by Deception","45","2"
"2016","Probation","Theft by Deception","31","3"
"2016","Probation","Theft by Deception","30","1"
"2016","Probation","Theft by Deception","29","1"
"2016","Probation","Theft by Deception","26","1"
"2016","Probation","Theft by Deception","24","1"
"2016","Probation","Theft by Deception","19","2"
"2016","2nd Chance Probation","Theft","37","2"
"2016","2nd Chance Probation","Theft","18","9"
"2016","2nd Chance Probation","Theft","30","3"
"2016","2nd Chance Probation","Theft","26","2"
"2016","2nd Chance Probation","Theft","28","2"
"2016","2nd Chance Probation","Theft","29","5"
"2016","2nd Chance Probation","Theft","33","1"
"2016","2nd Chance Probation","Theft","24","4"
"2016","2nd Chance Probation","Theft","22","4"
"2016","2nd Chance Probation","Theft","20","4"
"2016","2nd Chance Probation","Theft","45","2"
"2016","2nd Chance Probation","Theft","23","6"
"2016","2nd Chance Probation","Theft","25","5"
"2016","2nd Chance Probation","Theft","38","1"
"2016","2nd Chance Probation","Theft","44","1"
"2016","2nd Chance Probation","Theft","19","4"
"2016","2nd Chance Probation","Theft","39","3"
"2016","2nd Chance Probation","Theft","62","1"
"2016","2nd Chance Probation","Theft","52","1"
"2016","2nd Chance Probation","Theft","27","3"
"2016","2nd Chance Probation","Theft","41","3"
"2016","2nd Chance Probation","Theft","59","1"
"2016","2nd Chance Probation","Theft","43","2"
"2016","2nd Chance Probation","Theft","36","2"
"2016","2nd Chance Probation","Theft","31","2"
"2016","2nd Chance Probation","Theft","47","2"
"2016","2nd Chance Probation","Theft","50","1"
"2016","2nd Chance Probation","Theft","21","6"
"2016","2nd Chance Probation","Theft","42","1"
"2016","Conditional Discharge","Theft","20","1"
"2016","Conditional Discharge","Theft","46","2"
"2016","Conditional Discharge","Theft","43","2"
"2016","Conditional Discharge","Theft","28","3"
"2016","Conditional Discharge","Theft","35","1"
"2016","Conditional Discharge","Theft","24","3"
"2016","Conditional Discharge","Theft","29","1"
"2016","Conditional Discharge","Theft","40","1"
"2016","Conditional Discharge","Theft","32","1"
"2016","Conditional Discharge","Theft","45","1"
"2016","Conditional Discharge","Theft","21","1"
"2016","Conditional Discharge","Theft","18","1"
"2016","Conditional Discharge","Theft","50","1"
"2016","Conditional Discharge","Theft","22","1"
"2016","Conditional Discharge","Theft","55","1"
"2016","Conditional Discharge","Theft","58","2"
"2016","Conditional Discharge","Theft","53","1"
"2016","Cook County Boot Camp","Theft","21","1"
"2016","Cook County Boot Camp","Theft","25","1"
"2016","Cook County Boot Camp","Theft","24","1"
"2016","Jail","Theft","23","2"
"2016","Jail","Theft","52","2"
"2016","Jail","Theft","60","1"
"2016","Jail","Theft","32","1"
"2016","Jail","Theft","28","1"
"2016","Jail","Theft","46","1"
"2016","Jail","Theft","19","1"
"2016","Jail","Theft","59","1"
"2016","Jail","Theft","43","1"
"2016","Jail","Theft","48","1"
"2016","Jail","Theft","37","1"
"2016","Jail","Theft","39","1"
"2016","Jail","Theft","27","2"
"2016","Jail","Theft","44","1"
"2016","Jail","Theft","20","1"
"2016","Jail","Theft","22","1"
"2016","Jail","Theft","24","2"
"2016","Jail","Theft","18","1"
"2016","Prison","Theft","51","5"
"2016","Prison","Theft","39","1"
"2016","Prison","Theft","47","6"
"2016","Prison","Theft","46","9"
"2016","Prison","Theft","45","4"
"2016","Prison","Theft","35","9"
"2016","Prison","Theft","59","1"
"2016","Prison","Theft","33","3"
"2016","Prison","Theft","38","3"
"2016","Prison","Theft","52","9"
"2016","Prison","Theft","44","3"
"2016","Prison","Theft","48","9"
"2016","Prison","Theft","42","5"
"2016","Prison","Theft","32","6"
"2016","Prison","Theft","43","3"
"2016","Prison","Theft","34","3"
"2016","Prison","Theft","36","2"
"2016","Prison","Theft","40","5"
"2016","Prison","Theft","60","5"
"2016","Prison","Theft","53","3"
"2016","Prison","Theft","54","3"
"2016","Prison","Theft","41","2"
"2016","Prison","Theft","31","1"
"2016","Prison","Theft","26","8"
"2016","Prison","Theft","25","3"
"2016","Prison","Theft","27","3"
"2016","Prison","Theft","28","9"
"2016","Prison","Theft","56","3"
"2016","Prison","Theft","24","2"
"2016","Prison","Theft","29","9"
"2016","Prison","Theft","22","8"
"2016","Prison","Theft","23","12"
"2016","Prison","Theft","21","10"
"2016","Prison","Theft","19","1"
"2016","Prison","Theft","20","8"
"2016","Prison","Theft","30","4"
"2016","Prison","Theft","62","2"
"2016","Prison","Theft","58","5"
"2016","Prison","Theft","18","1"
"2016","Prison","Theft","57","1"
"2016","Prison","Theft","49","4"
"2016","Prison","Theft","37","5"
"2016","Probation","Theft","27","9"
"2016","Probation","Theft","21","16"
"2016","Probation","Theft","34","13"
"2016","Probation","Theft","25","10"
"2016","Probation","Theft","26","13"
"2016","Probation","Theft","29","7"
"2016","Probation","Theft","38","10"
"2016","Probation","Theft","39","9"
"2016","Probation","Theft","36","8"
"2016","Probation","Theft","35","4"
"2016","Probation","Theft","59","1"
"2016","Probation","Theft","43","5"
"2016","Probation","Theft","42","4"
"2016","Probation","Theft","57","1"
"2016","Probation","Theft","37","3"
"2016","Probation","Theft","23","18"
"2016","Probation","Theft","19","11"
"2016","Probation","Theft","56","5"
"2016","Probation","Theft","20","11"
"2016","Probation","Theft","58","1"
"2016","Probation","Theft","18","8"
"2016","Probation","Theft","40","7"
"2016","Probation","Theft","22","6"
"2016","Probation","Theft","44","10"
"2016","Probation","Theft","64","1"
"2016","Probation","Theft","65","1"
"2016","Probation","Theft","60","2"
"2016","Probation","Theft","66","2"
"2016","Probation","Theft","68","1"
"2016","Probation","Theft","55","2"
"2016","Probation","Theft","47","1"
"2016","Probation","Theft","33","5"
"2016","Probation","Theft","32","7"
"2016","Probation","Theft","45","6"
"2016","Probation","Theft","17","1"
"2016","Probation","Theft","48","6"
"2016","Probation","Theft","41","6"
"2016","Probation","Theft","46","6"
"2016","Probation","Theft","30","6"
"2016","Probation","Theft","52","6"
"2016","Probation","Theft","31","9"
"2016","Probation","Theft","51","4"
"2016","Probation","Theft","54","4"
"2016","Probation","Theft","49","3"
"2016","Probation","Theft","28","6"
"2016","Probation","Theft","50","5"
"2016","Probation","Theft","24","12"
"2016","Probation","Theft","53","8"
"2016","Probation Terminated Instanter","Theft","19","1"
"2016","Supervision","Theft","53","1"
"2016","Supervision","Theft","44","1"
"2016","Supervision","Theft","29","1"
"2016","Supervision","Theft","33","2"
"2016","Supervision","Theft","18","1"
"2016","Supervision","Theft","43","1"
"2016","Supervision","Theft","20","1"
"2016",,"Theft","24","1"
"2016",,"Theft","36","1"
"2016",,"Theft","48","1"
"2016","Conditional Discharge","Tampering","44","1"
"2016","Probation","Tampering","30","1"
"2016","Probation","Tampering","38","1"
"2016","Probation","Tampering","27","1"
"2016","2nd Chance Probation","Stalking","26","1"
"2016","Jail","Stalking","33","1"
"2016","Prison","Stalking","23","1"
"2016","Prison","Stalking","48","1"
"2016","Prison","Stalking","49","1"
"2016","Prison","Stalking","46","1"
"2016","Prison","Stalking","51","1"
"2016","Prison","Stalking","34","1"
"2016","Prison","Stalking","57","1"
"2016","Prison","Stalking","37","2"
"2016","Prison","Stalking","33","2"
"2016","Prison","Stalking","44","2"
"2016","Prison","Stalking","24","2"
"2016","Prison","Stalking","63","1"
"2016","Prison","Stalking","29","2"
"2016","Prison","Stalking","22","1"
"2016","Prison","Stalking","21","1"
"2016","Probation","Stalking","43","1"
"2016","Probation","Stalking","60","1"
"2016","Probation","Stalking","63","1"
"2016","Probation","Stalking","32","1"
"2016","Probation","Stalking","26","1"
"2016","Probation","Stalking","64","1"
"2016","Probation","Stalking","30","1"
"2016","Probation","Stalking","20","1"
"2016","Probation","Stalking","23","1"
"2016","Supervision","Stalking","56","1"
"2016","Conditional Discharge","Sex Crimes","46","1"
"2016","Jail","Sex Crimes","46","1"
"2016","Jail","Sex Crimes","36","1"
"2016","Jail","Sex Crimes","41","1"
"2016","Jail","Sex Crimes","24","1"
"2016","Jail","Sex Crimes","29","1"
"2016","Jail","Sex Crimes","51","1"
"2016","Jail","Sex Crimes","21","1"
"2016","Jail","Sex Crimes","59","1"
"2016","Jail","Sex Crimes","31","2"
"2016","Jail","Sex Crimes","50","1"
"2016","Jail","Sex Crimes","19","1"
"2016","Prison","Sex Crimes","61","1"
"2016","Prison","Sex Crimes","58","2"
"2016","Prison","Sex Crimes","55","3"
"2016","Prison","Sex Crimes","59","3"
"2016","Prison","Sex Crimes","60","1"
"2016","Prison","Sex Crimes","53","7"
"2016","Prison","Sex Crimes","54","3"
"2016","Prison","Sex Crimes","50","4"
"2016","Prison","Sex Crimes","51","7"
"2016","Prison","Sex Crimes","18","10"
"2016","Prison","Sex Crimes","15","3"
"2016","Prison","Sex Crimes","22","7"
"2016","Prison","Sex Crimes","52","1"
"2016","Prison","Sex Crimes","49","2"
"2016","Prison","Sex Crimes","67","2"
"2016","Prison","Sex Crimes","16","2"
"2016","Prison","Sex Crimes","17","3"
"2016","Prison","Sex Crimes","19","6"
"2016","Prison","Sex Crimes","44","3"
"2016","Prison","Sex Crimes","43","5"
"2016","Prison","Sex Crimes","20","7"
"2016","Prison","Sex Crimes","45","6"
"2016","Prison","Sex Crimes","69","1"
"2016","Prison","Sex Crimes","46","6"
"2016","Prison","Sex Crimes","21","19"
"2016","Prison","Sex Crimes","4","1"
"2016","Prison","Sex Crimes","66","1"
"2016","Prison","Sex Crimes","40","5"
"2016","Prison","Sex Crimes","41","3"
"2016","Prison","Sex Crimes","25","5"
"2016","Prison","Sex Crimes","42","16"
"2016","Prison","Sex Crimes","70","2"
"2016","Prison","Sex Crimes","23","14"
"2016","Prison","Sex Crimes","47","2"
"2016","Prison","Sex Crimes","37","3"
"2016","Prison","Sex Crimes","64","3"
"2016","Prison","Sex Crimes","39","8"
"2016","Prison","Sex Crimes","36","4"
"2016","Prison","Sex Crimes","38","8"
"2016","Prison","Sex Crimes","48","3"
"2016","Prison","Sex Crimes","33","8"
"2016","Prison","Sex Crimes","34","6"
"2016","Prison","Sex Crimes","29","10"
"2016","Prison","Sex Crimes","56","2"
"2016","Prison","Sex Crimes","30","6"
"2016","Prison","Sex Crimes","57","2"
"2016","Prison","Sex Crimes","28","8"
"2016","Prison","Sex Crimes","31","8"
"2016","Prison","Sex Crimes","32","8"
"2016","Prison","Sex Crimes","24","9"
"2016","Prison","Sex Crimes","26","6"
"2016","Prison","Sex Crimes","35","5"
"2016","Prison","Sex Crimes","27","8"
"2016","Probation","Sex Crimes","53","1"
"2016","Probation","Sex Crimes","50","1"
"2016","Probation","Sex Crimes","54","2"
"2016","Probation","Sex Crimes","52","1"
"2016","Probation","Sex Crimes","57","1"
"2016","Probation","Sex Crimes","58","1"
"2016","Probation","Sex Crimes","45","1"
"2016","Probation","Sex Crimes","46","2"
"2016","Probation","Sex Crimes","32","1"
"2016","Probation","Sex Crimes","72","1"
"2016","Probation","Sex Crimes","74","1"
"2016","Probation","Sex Crimes","60","1"
"2016","Probation","Sex Crimes","14","1"
"2016","Probation","Sex Crimes","49","1"
"2016","Probation","Sex Crimes","39","3"
"2016","Probation","Sex Crimes","78","1"
"2016","Probation","Sex Crimes","41","2"
"2016","Probation","Sex Crimes","80","1"
"2016","Probation","Sex Crimes","21","3"
"2016","Probation","Sex Crimes","38","4"
"2016","Probation","Sex Crimes","16","2"
"2016","Probation","Sex Crimes","33","2"
"2016","Probation","Sex Crimes","34","1"
"2016","Probation","Sex Crimes","18","5"
"2016","Probation","Sex Crimes","35","1"
"2016","Probation","Sex Crimes","19","2"
"2016","Probation","Sex Crimes","31","3"
"2016","Probation","Sex Crimes","42","3"
"2016","Probation","Sex Crimes","65","2"
"2016","Probation","Sex Crimes","20","3"
"2016","Probation","Sex Crimes","22","2"
"2016","Probation","Sex Crimes","37","1"
"2016","Probation","Sex Crimes","27","6"
"2016","Probation","Sex Crimes","30","2"
"2016","Probation","Sex Crimes","28","2"
"2016","Probation","Sex Crimes","43","1"
"2016","Probation","Sex Crimes","40","4"
"2016","Probation","Sex Crimes","61","3"
"2016","Probation","Sex Crimes","25","4"
"2016","Probation","Sex Crimes","62","2"
"2016","Probation","Sex Crimes","26","3"
"2016","Probation","Sex Crimes","48","2"
"2016","Probation","Sex Crimes","29","5"
"2016","Probation","Sex Crimes","23","1"
"2016","Probation","Sex Crimes","17","2"
"2016","Probation","Sex Crimes","24","5"
"2016","Probation","Sex Crimes","63","2"
"2016","Supervision","Sex Crimes","23","1"
"2016","Supervision","Sex Crimes","24","1"
"2016","Supervision","Sex Crimes","26","1"
"2016","Supervision","Sex Crimes","14","1"
"2016","Supervision","Sex Crimes","35","1"
"2016","Supervision","Sex Crimes","47","1"
"2016",,"Sex Crimes","38","1"
"2016",,"Sex Crimes","46","1"
"2016",,"Sex Crimes","17","2"
"2016",,"Sex Crimes","43","1"
