"registration_account","company","tax_type","address_line_1","address_line_2","city","state","zip_code","location"
"21002350","A B PETROLEUM SERVICES, INC.","FUEL TAX / DIESEL","7115 VIRGINIA RD STE 103",,"CRYSTAL LAKE","IL","60014 - 3110","POINT (-88.326502 42.225613)"
"21002350","A B PETROLEUM SERVICES, INC.","FUEL TAX / DIESEL","7115 VIRGINIA RD STE 103",,"CRYSTAL LAKE","IL","60014 - 3110","POINT (-88.326502 42.225613)"
"21001957","ADVANCED PETROLEUM LLC","FUEL TAX / DIESEL","12346 S KEELER AVE",,"ALSIP","IL","60803 - 1813","POINT (-87.725081 41.667701)"
"10854185","ADVANCE ENERGY LLC","FUEL TAX / DIESEL","3580 N HOBART RD STE C",,"HOBART","IN","46342 - 1442","POINT (-87.240781 41.552701)"
"10793157","AL WARREN OIL COMPANY, INC.","FUEL TAX / DIESEL","4243 S KNOX AVE",,"CHICAGO","IL","60632 - 3933","POINT (-87.739671 41.815619)"
"21003789","ANABI OIL CORPORATION","FUEL TAX / DIESEL","1450 N BENSON AVE UNIT A",,"UPLAND","CA","91786 - 2127","POINT (-117.68094 34.115877)"
"10793079","APEX OIL COMPANY","FUEL TAX / DIESEL","8235 FORSYTH BLVD",,"SAINT LOUIS","MO","63105 - 1623","POINT (-90.343434 38.651716)"
"10793082","ARNESON OIL COMPANY","FUEL TAX / DIESEL","110 N ROBINSON ST",,"SHERIDAN","IL","60551 - 2032","POINT (-88.680156 41.530033)"
"11111966","ARROW ENERGY INC.","FUEL TAX / DIESEL","1404 INDUSTRIAL DR STE 3",,"SALINE","MI","48176 - 9495","POINT (-83.758468 42.187149)"
"10838692","ASCENT AVIATION GROUP, INC.","FUEL TAX / DIESEL","1 MILL ST",,"PARISH","NY","13131 - 4123","POINT (-76.125606 43.40793)"
"10793193","ATLAS OIL CO.","FUEL TAX / DIESEL","24501 ECORSE RD",,"TAYLOR","MI","48180 - 1641","POINT (-83.275173 42.255299)"
"10793077","AVALON PETROLEUM COMPANY","FUEL TAX / DIESEL","200 E COURT ST STE 720",,"KANKAKEE","IL","60901 - 3856","POINT (-87.863523 41.120244)"
"10793080","AVFUEL CORPORATION","FUEL TAX / DIESEL","47 W ELLSWORTH RD",,"ANN ARBOR","MI","48108 - 2206","POINT (-83.729918 42.229601)"
"10793138","BARON-HUOT OIL CO.","FUEL TAX / DIESEL","1 E BRADFORD DR",,"BRADLEY","IL","60915 - 1261","POINT (-87.859081 41.149808)"
"10849707","BECK OIL CO OF ILLINOIS","FUEL TAX / DIESEL","850 E THOMPSON ST",,"PRINCETON","IL","61356 - 2572","POINT (-89.448034 41.364285)"
"21002591","BELL FUELS SERVICE CO","FUEL TAX / DIESEL","1515 CREEK DR",,"MORRIS","IL","60450 - 6857","POINT (-88.439953 41.372171)"
"10793163","BENCHMART RESOURCES, INC.","FUEL TAX / DIESEL","702 SW 8TH ST # MS 0555",,"BENTONVILLE","AR","72716 - 6209","POINT (-94.217438 36.364281)"
"21002446","BIOSPHERE FUELS, LLC","FUEL TAX / DIESEL",,,,,,
"21001680","BLACK DOG PETROLEUM LLC","FUEL TAX / DIESEL","2305 ENTERPRISE DR",,"WESTCHESTER","IL","60154 - 5802","POINT (-87.908679 41.845054)"
