"ret_type","return_type_desc","business_name","address_1","address_2","state","zip"
"1","Liquor Home Rule Tax","A.B. COMPANY OF WISCONSIN, INC.","6525 PROESEL AVE.",,"IL","60712"
"1","Liquor Home Rule Tax","ABRUZZI WINE CO.","15 W. 23RD STREET",,"IL","60411"
"1","Liquor Home Rule Tax","AGAVES AGRICOLA CURIEL","523 S. RIVER STREET",,"IL","60505"
"1","Liquor Home Rule Tax","AL CAPONE DIST., INC.","220 N. 4TH STREET",,"IL","60174"
"1","Liquor Home Rule Tax","AMBERLAND LIQUOR DIST., INC.","3415 CHURCH ST",,"IL","60076"
"1","Liquor Home Rule Tax","AMERICAN WHOLSALER WINE & SPRT","4300 REGENCY DR",,"IL","60025"
"1","Liquor Home Rule Tax","AMPED IGUANA LLC","4036 N. LINCOLN AVE",,"IL","60618"
"1","Liquor Home Rule Tax","ARTISAN BEVERAGE CO.","2220 ARTHUR AVE.",,"IL","60007"
"1","Liquor Home Rule Tax","ATOMIC BRANDS, INC.","500  W. SUPERIOR ST., STE.  1312",,"IL","60654"
"1","Liquor Home Rule Tax","BALTIC FOOD DISTRIBUTING","1349 ENTERPRISE DR.",,"IL","60446"
"1","Liquor Home Rule Tax","BATTAGLIA DIST. CO., INC.","2545 S ASHLAND AVE",,"IL","60608"
"1","Liquor Home Rule Tax","BAUM WINE IMPORTS, INC.","480 N. YORK RD",,"IL","60106-1606"
"1","Liquor Home Rule Tax","BEIVUMA, INC.","2885 DIEHL ROAD",,"IL","60540"
"1","Liquor Home Rule Tax","BELARMIN, INC.","140 SHEPARD AVE UNIT G",,"IL","60090"
"1","Liquor Home Rule Tax","BEST WINE & SPIRIT, INC.","4425 W MONTROSE AVE",,"IL","60641"
"1","Liquor Home Rule Tax","BEV ART/WILD BLOSSOM","10033 S. WESTERN AVE.",,"IL","60643"
"1","Liquor Home Rule Tax","BINNY BEVERAGE DEPOT","1132 S. JEFFERSON",,"IL","60607"
"1","Liquor Home Rule Tax","BINNY'S BEVERAGE DEPOT","767 W GOLF RD",,"IL","60016"
"1","Liquor Home Rule Tax","BINNY'S BEVERAGE DEPOT","323 W GOLF RD",,"IL","60173"
"1","Liquor Home Rule Tax","BINNY'S BEVERAGE DEPOT","7300 W NORTH AVE",,"IL","60707"
"1","Liquor Home Rule Tax","BINNY'S BEVERAGE DEPOT","8935 N MILWAUKEE AVE",,"IL","60714"
"1","Liquor Home Rule Tax","BINNY'S BEVERAGE DEPOT","103A ORLAND PARK PL",,"IL","60462"
"1","Liquor Home Rule Tax","BLINK BEVERAGE LLC","2220 ARTHUR AVE",,"IL","60007"
"1","Liquor Home Rule Tax","BLUE RIBBON PRODUCTS CO.","2410 W MC DONOUGH ST",,"IL","60436"
"1","Liquor Home Rule Tax","BLUE STAR INTERNATIONAL IMPORT","49 E OAK ST PENTHSE",,"IL","60611"
"1","Liquor Home Rule Tax","BON VIVANT DISTRIBUTING LLC","1100 W. MONTROSE AVE., UNIT 504",,"IL","60613"
"1","Liquor Home Rule Tax","BOZIC'S IMPORTS & WHOLESALE LQ","6906 FOREST PRESERVE DR",,"IL","60706"
"1","Liquor Home Rule Tax","BURKE BEVERAGES, INC.","536 EAST AVE",,"IL","60525"
"1","Liquor Home Rule Tax","CAMARYN WINE & SPIRITS, INC.","2220 ARTHUR AVE",,"IL","60007"
"1","Liquor Home Rule Tax","CENTRAL BEVERAGE CO.","2601 S 25TH AVE",,"IL","60153"
"1","Liquor Home Rule Tax","CHEESE CHALET III","GOLD STANDARD ENTERPRISES","LOCATION: CHICAGO-53RD ST","IL","60714"
"1","Liquor Home Rule Tax","CHELSEA VENTURES, LLC","1601 S. CANAL STREET",,"IL","60616"
"1","Liquor Home Rule Tax","CHICAGO BEER DIST., CO.","2064 W 167TH ST",,"IL","60426"
"1","Liquor Home Rule Tax","CHICAGO DISTRIBUTING LLC","4841 S CALIFORNIA AVE",,"IL","60632"
"1","Liquor Home Rule Tax","CHICAGO WINE SOURCE LTD","2220 ARTHUR AVE",,"IL","60007"
"1","Liquor Home Rule Tax","CHICAGOLAND WINE SCENE","3942 N LOWELL AVE",,"IL","60641"
"1","Liquor Home Rule Tax","CITY BEVERAGE-ARLINGTON HGHTS","1401 E ALGONQUIN ROAD",,"IL","60005"
"1","Liquor Home Rule Tax","CLD IMPORTS LLC","1300 S GROVE AVE STE.204",,"IL","60010"
"1","Liquor Home Rule Tax","CONNOISSEUR WINE","7510 CALDWELL AVE.",,"IL","60714"
"1","Liquor Home Rule Tax","CRACOVIA, INC.","5632 N. NORTHWEST HWY.",,"IL","60646"
"1","Liquor Home Rule Tax","CREAM WINE CO., LLC","118 N PEORIA, 3RD FLOOR",,"IL","60607"
"1","Liquor Home Rule Tax","CROWN IMPORTS LLC","1 S. DEARBORN, STE. 1700",,"IL","60603"
"1","Liquor Home Rule Tax","D. M. EMPORIUM IMPORTS, INC.","2803 N 76TH CT",,"IL","60635"
"1","Liquor Home Rule Tax","D.W.S. DIRECT WAREHOUSE SALES","250 N. ARTESIAN AVE.",,"IL","60612"
"1","Liquor Home Rule Tax","DALMATA IMPORT CO.","5768 W. 77TH STREET",,"IL","60459"
"1","Liquor Home Rule Tax","DE VINE DISTRIBUTORS LLC","3034 W. DEVON AVE., STE. 104",,"IL","60659"
"1","Liquor Home Rule Tax","DI TOMMASO IMPORTS","2220 ARTHUR AVE",,"IL","60007"
"1","Liquor Home Rule Tax","DIME GROUP INTERNATIONAL, INC.","1340 ENSELL ROAD",,"IL","60047"
"1","Liquor Home Rule Tax","DISTINCTIVE IMPORTS LLC","2220 ARTHUR AVE",,"IL","60007"
"1","Liquor Home Rule Tax","DOWNUNDER BEVERAGE LLC","520 W HURON, STE.611",,"IL","60610"
"1","Liquor Home Rule Tax","EAGLE EYE IMPORTS-ILLINOIS LLC","1600 S ASHLAND AVE",,"IL","60613"
"1","Liquor Home Rule Tax","ELGIN BEVERAGE CO.","1685 FLEETWOOD DR",,"IL","60123"
"1","Liquor Home Rule Tax","ENOTRENDS LLC","675 E. IRVING PARK ROAD, SUITE 301-C",,"IL","60172"
"1","Liquor Home Rule Tax","ENYE DISTRIBUTION GROUP, INC.","2220 ARTHUR AVE.",,"IL","60007"
"1","Liquor Home Rule Tax","EUCLID BEVERAGE, LTD.","200 OVERLAND DR",,"IL","60542"
"1","Liquor Home Rule Tax","EUROPEAN HERITAGE WINES & SPRT","507 WEST GOLF ROAD",,"IL","60005"
"1","Liquor Home Rule Tax","EXPEDITION WINES & SPIRITS LLC","1040 SUNSET ROAD",,"IL","60093"
"1","Liquor Home Rule Tax","EXPRESSIONS OF CULTURE","992 PINE STREET",,"IL","60093"
"1","Liquor Home Rule Tax","FANTIS IMPORTS, INC.","3612 N ACORN LN",,"IL","60131"
"1","Liquor Home Rule Tax","FOOD DEPOT INTERNATIONAL","1178 FLEX COURT",,"IL","60047"
"1","Liquor Home Rule Tax","FOTIS & SONS IMPORTS CHICAGO","540 WINDY POINT",,"IL","60139"
"1","Liquor Home Rule Tax","FRESH ISLAND JUICE CO., INC.","153 S WHEELING RD",,"IL","60090"
"1","Liquor Home Rule Tax","FUJIYAMA SAKE INC.","383 CROSSEN AVE.",,"IL","60007"
"1","Liquor Home Rule Tax","FULTON STREET BREWERY LLC","1800 W FULTON ST",,"IL","60612"
"1","Liquor Home Rule Tax","GARCIA'S WHOLESALE WINE & SPRT","2445 W. 24TH PLACE, SUITE D & E",,"IL","60608"
"1","Liquor Home Rule Tax","GARNACHA LTD","215 PARK STREET",,"IL","60106"
"1","Liquor Home Rule Tax","GENEVA BOTTLING WORKS, INC.","302-324 N. RIVER ROAD",,"IL","60134"
"1","Liquor Home Rule Tax","GLAZER'S DIST OF ILLINOIS, INC","2600 W 35TH ST",,"IL","60632"
"1","Liquor Home Rule Tax","GLOBAL WHOLESALER WINE & SPIRITS, INC.","724 ANTHONY TRAIL",,"IL","60062"
"1","Liquor Home Rule Tax","GNG DISTRIBUTING OF IL LTD.","405 SOUTH 12TH AVE.",,"IL","60174"
"1","Liquor Home Rule Tax","GOLD STANDARD ENTERPRISES","3000 N CLARK ST",,"IL","60657"
"1","Liquor Home Rule Tax","GOLD STANDARD ENTERPRISES","71 LINDEN AVE",,"IL","60022"
"1","Liquor Home Rule Tax","GOLD STANDARD ENTERPRISES","3121 THATCHER",,"IL","60171"
"1","Liquor Home Rule Tax","GOLD STANDARD ENTERPRISES","5100 W DEMPSTER ST",,"IL","60077"
"1","Liquor Home Rule Tax","GOLD STANDARD ENTERPRISES","213 W GRAND AVE",,"IL","60610"
"1","Liquor Home Rule Tax","GOOSE ISLAND BREWING CO","1800 N CLYBOURN",,"IL","60614"
"1","Liquor Home Rule Tax","GOOSE ISLAND WRIGLEYVILLE","3535 N CLARK",,"IL","60657"
"1","Liquor Home Rule Tax","GRANT IMPORTING & DIST. CO","2701 W 23RD ST",,"IL","60155"
"1","Liquor Home Rule Tax","GRAPE NEWS IMPORTING LTD.","1537 W WOLFRAM",,"IL","60657"
"1","Liquor Home Rule Tax","GRECIAN WINES & SPIRITS DIST.","755 THOMAS DR",,"IL","60106"
"1","Liquor Home Rule Tax","H2 VINO","520 W ROSCOE STE. B",,"IL","60657"
"1","Liquor Home Rule Tax","HAUS WINE & SPIRITS, INC .","4250 N MARINE DR UNIT 1116",,"IL","60613"
"1","Liquor Home Rule Tax","HAYES BEER DIST., CO.","12160 S CENTRAL AVE",,"IL","60803"
"1","Liquor Home Rule Tax","HEINEKEN USA INCORPORATED","50 MAIN ST",,"NY","10606"
"1","Liquor Home Rule Tax","HERITAGE WINE CELLARS","6600 W. HOWARD ST",,"IL","60714"
"1","Liquor Home Rule Tax","HIRAM WALKER DIST., INC.","1 TOWER LANE ST.2670",,"IL","60181"
"1","Liquor Home Rule Tax","IA DISTRIBUTING","1300 THIRD STREET",,"IL","62046"
"1","Liquor Home Rule Tax","IMPERIAL DISTRIBUTORS, INC.","2961 OLD HIGGINS ROAD",,"IL","60007"
"1","Liquor Home Rule Tax","IMPORTS INC./CHICAGO","1850 N LEAVITT ST",,"IL","60647"
"1","Liquor Home Rule Tax","INTERTRADE USA CO.","540 W. COLFAX STREET, SUITE 1",,"IL","60067"
"1","Liquor Home Rule Tax","ISLAND SPIRITS DISTRIBUTION","1187 ROSE AVE.",,"IL","60554"
"1","Liquor Home Rule Tax","J & B BRANDS CO.","3250 N. KILPATRICK AVE.",,"IL","60641"
"1","Liquor Home Rule Tax","J & B BRANDS CORP.","6238 W. ADDISON STREET",,"IL","60634-4101"
"1","Liquor Home Rule Tax","J & B IMPORT, INC.","3238 N KILPATRICK AVE",,"IL","60641"
"1","Liquor Home Rule Tax","JAY MIDWEST, INC.","6356 OAKTON ST",,"IL","60053"
"1","Liquor Home Rule Tax","JDI IMPORTS","2259 N MONTICELLO",,"IL","60647"
"1","Liquor Home Rule Tax","JFC INTERNATIONAL, INC.","815 TURNBERRY CT",,"IL","60103"
"1","Liquor Home Rule Tax","JIN TRADING CORP.","2121 S. FOSTER AVE.",,"IL","60090"
"1","Liquor Home Rule Tax","JM SELECT, INC.","1427 W. JEFFREY DRIVE",,"IL","60101"
"1","Liquor Home Rule Tax","JOHNSON BROTHERS LIQUOR CO. OF CA",,,,
"1","Liquor Home Rule Tax","JOM WINE & SPIRIT, INC.","1724 N RAND ROAD",,"IL","60074"
"1","Liquor Home Rule Tax","JOMADA IMPORTS","500 CAPITAL DRIVE",,"IL","60047"
"1","Liquor Home Rule Tax","JOSEPH MULLARKEY DIST.","2200 RIDGE DR",,"IL","60025"
"1","Liquor Home Rule Tax","JULIENNE IMPORTING CO","2725 W COYLE",,"IL","60645"
"1","Liquor Home Rule Tax","K GLOBAL FOOD, INC.","880 N. ENTERPRISES STREET, STE. J",,"IL","60084"
"1","Liquor Home Rule Tax","KERN IMPORTERS & MKGT, INC.","266 GOLFVIEW TER",,"IL","60067-2464"
"1","Liquor Home Rule Tax","KOREN FOODS CORP.","3426 W. TOUHY AVE.",,"IL","60712"
"1","Liquor Home Rule Tax","KOVAL DISTILLERY","5121 N. RAVENWOOD AVE",,"IL","60640"
"14","Parking Home Rule Tax","CARMEN'S LOT","1119 W ADDISON",,"IL","60613"
"1","Liquor Home Rule Tax","KOVEX IMPORTS, INC.","5080 N. KIMBERLY AVE., UNIT 102",,"IL","60630"
"1","Liquor Home Rule Tax","KOZOL BROTHERS INC.","2010 S BRIGGS ST",,"IL","60433"
"1","Liquor Home Rule Tax","L & V DISTRIBUTORS","8108 PYOTT RD",,"IL","60039"
"1","Liquor Home Rule Tax","LA PREFERDA, INC.","3400 W 35TH ST",,"IL","60632"
"1","Liquor Home Rule Tax","LAGNIAPPE LLC","728 W. JACKSON, STE. 307",,"IL","60661"
"1","Liquor Home Rule Tax","LEONEL & NOEL INC","4476 N ELSTON AVE",,"IL","60630"
"1","Liquor Home Rule Tax","LION DISTRIBUTORS","3687 COMMERCIAL AVE",,"IL","60062"
"1","Liquor Home Rule Tax","LITUSCO DISTRIBUTING CO.","844 EAGLE DRIVE",,"IL","60106"
"1","Liquor Home Rule Tax","LOCAL WINE CO., LLC","118 N PEORIA ST., STE. 3",,"IL","60607"
"1","Liquor Home Rule Tax","LOUIS GLUNZ WINE, INC","630 MARGATE DR.",,"IL","60069"
"1","Liquor Home Rule Tax","LOUIS GLUNZ, INC.","7100 N CAPITOL DR",,"IL","60712"
"1","Liquor Home Rule Tax","MARCOS WHOLESALE","14300 CALIFORNIA AVE",,"IL","60406-3329"
"1","Liquor Home Rule Tax","MATRICS IMPORTING","6161 W. 95TH STREET",,"IL","60453"
"1","Liquor Home Rule Tax","MAVERICK WINE CO. LLC","1101 ELLIS",,"IL","60106"
"1","Liquor Home Rule Tax","MAXWELL STREET TRADING, INC.","1040 NATIONAL AVE., UNIT B",,"IL","60101"
"1","Liquor Home Rule Tax","MERRITT DISTRIBUTORS LLC","4331 PROSPECT AVE",,"IL","60515"
"1","Liquor Home Rule Tax","METRO PREMIUM WINES, INC.","1481 ELMHURST RD",,"IL","60007"
"1","Liquor Home Rule Tax","MIDWAY LIQUOR DISTRIBUTIONS, INC.","8212 LEIGH AVE",,"IL","60053"
"1","Liquor Home Rule Tax","MIDWAY WHOLESALER CO.","1030 W DIVISION ST",,"IL","60610"
"1","Liquor Home Rule Tax","MIDWAY WHOLESALERS CO.","41 W 84TH ST",,"IL","60620"
"1","Liquor Home Rule Tax","MIDWAY WHOLESALERS, INC.","12665 PULASKI ROAD",,"IL","60803"
"1","Liquor Home Rule Tax","MIDWAY WHOLESALERS, INC.","2166 N MANNHEIM RD",,"IL","60018"
"1","Liquor Home Rule Tax","MIDWAY WHOLESALERS, INC.","12665 PULASKI ROAD",,"IL","60638"
"1","Liquor Home Rule Tax","MIDWEST WINE & SPIRITS, INC.","706 N. INDUSTRIAL DRIVE",,"IL","60126"
"1","Liquor Home Rule Tax","MIDWEST WINE SELECTIONS LLC","801 PATE DRIVE",,"IL","60172"
"1","Liquor Home Rule Tax","MISTER LEASING CORP.","2772 SKOKIE VALLEY RD",,"IL","60035"
"1","Liquor Home Rule Tax","MONSIEUR TOUTON SELECTION LTD","10 E. ONTARIO ST., STE. 3504",,"IL","60611"
"1","Liquor Home Rule Tax","MONTROSE WHOLESALE","4419 W MONTROSE",,"IL","60641"
"1","Liquor Home Rule Tax","MOUNSEF INTERNATIONAL, INC.","4738 N KEDZIE AVE",,"IL","60625"
"1","Liquor Home Rule Tax","NDC SYSTEMS LP","670 W NORTH FRONTAGE ROAD",,"IL","60440"
"1","Liquor Home Rule Tax","NEXT IMPORTS LTD.","700 E. PARK AVE., UNIT 1087",,"IL","60048"
"1","Liquor Home Rule Tax","NINE 4 NINE LLC","222 N. MAPLEWOOD AVE.",,"IL","60612"
"1","Liquor Home Rule Tax","NISHIMOTO TRADING CO., LTD.","545 FULLERTON AVE",,"IL","60188"
"1","Liquor Home Rule Tax","NOVOVINO WINE CO. LLC","630 N FRANKLIN ST., SUITE 1001",,"IL","60610"
"1","Liquor Home Rule Tax","OLD LEMONT IMPORTS, LTD","341 WHEELER DR.",,"IL","60439"
"1","Liquor Home Rule Tax","ORANGE DISTRIBUTING CO.","901 HASTINGS LANE",,"IL","60089"
"1","Liquor Home Rule Tax","PEERLESS LIQUORS, INC.","4900 W FLOURNOY",,"IL","60644"
"1","Liquor Home Rule Tax","PLATINUM DISTRIBUTING","480 YORK ROAD",,"IL","60106"
"1","Liquor Home Rule Tax","PURE WINE CO.","2220 ARTHUR AVE.",,"IL","60007"
"1","Liquor Home Rule Tax","R & M BRANDS, INC.","1057 ZYGMUNT CIRCLE",,"IL","60559"
"1","Liquor Home Rule Tax","RACCONTO","2000 N HAWTHORN ST",,"IL","60160"
"1","Liquor Home Rule Tax","RESONANCE WINE CO. LLC","9227 GULFSTREAM ROAD, UNIT D",,"IL","60423"
"1","Liquor Home Rule Tax","REVOLUTION BREWING LLC","2323 N. MILWAUKEE AVE",,"IL","60647"
"1","Liquor Home Rule Tax","RICHARD STURM DISTILLERS, INC.","2201 S. HALSTED STREET",,"IL","60608"
"1","Liquor Home Rule Tax","RIVER NORTH SALES & SERVICE,IN","4300 S. HALSTED STREET",,"IL","60607"
