"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"3300 Hillwood","Chattanooga","TN","37411","2022-08-27T15:46:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-093351","4","Inactive/Suspended","35.050543","-85.2388","POINT (-85.2388 35.050543)","5"
"100 Frazier Ave","Chattanooga","TN","37405","2022-08-27T15:30:00.000","TN0330100","A4","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-094435","3","Pending/Possible Leads","35.063592","-85.308206","POINT (-85.308206 35.063592)","2"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-27T15:21:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-093340","2","Cleared by Arrest","35.008625","-85.20513700000001","POINT (-85.205137 35.008625)","6"
"200 S Seminole Dr","Chattanooga","TN","37411","2022-08-27T15:15:00.000","TN0330100","C2","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-093336","3","Pending/Possible Leads","35.023474","-85.257542","POINT (-85.257542 35.023474)","9"
"5400 Tennessee Ave","Chattanooga","TN","37409","2022-08-27T14:50:00.000","TN0330100","A12","Adam S","23H","All Other Larceny","Part 1 Crimes","22-093330","3","Pending/Possible Leads","34.988814","-85.326764","POINT (-85.326764 34.988814)","7"
"400 Chestnut St","Chattanooga","TN","37402","2022-08-27T14:40:00.000","TN0330100","A7","Adam S","23H","All Other Larceny","Part 1 Crimes","22-093432","3","Pending/Possible Leads","35.050978","-85.31106100000001","POINT (-85.311061 35.050978)","7"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-27T14:32:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-093326","3","Pending/Possible Leads","35.030019","-85.154075","POINT (-85.154075 35.030019)","4"
"3300 Pinewood Ave","Chattanooga","TN","37411","2022-08-27T13:56:00.000","TN0330100","C2","Charlie S","23D","Theft From Buildings","Part 1 Crimes","22-093309","3","Pending/Possible Leads","35.031597","-85.25288400000001","POINT (-85.252884 35.031597)","9"
"3100 Broad St","Chattanooga","TN","37408","2022-08-27T13:00:00.000","TN0330100","A11","Adam S","23C","Shoplifting","Part 1 Crimes","22-093313","2","Cleared by Arrest","35.017852","-85.321284","POINT (-85.321284 35.017852)","7"
"8300 Igou Gap Rd","Chattanooga","TN","37421","2022-08-27T11:30:00.000","TN0330100","C8","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-093938","2","Cleared by Arrest","35.015837999999995","-85.13419999999999","POINT (-85.1342 35.015838)","4"
"7000 E Brainerd Rd","Chattanooga","TN","37421","2022-08-27T11:19:00.000","TN0330100","C8","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-093253","3","Pending/Possible Leads","35.017249","-85.173517","POINT (-85.173517 35.017249)","6"
"2100 E 5th St","Chattanooga","TN","37404","2022-08-27T10:00:00.000","TN0330100","B4","Baker N","23H","All Other Larceny","Part 1 Crimes","22-093238","3","Pending/Possible Leads","35.039028","-85.269514","POINT (-85.269514 35.039028)","8"
"6900 Lee Hwy","Chattanooga","TN","37421","2022-08-27T09:10:00.000","TN0330100","C6","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-093244","3","Pending/Possible Leads","35.043946999999996","-85.167252","POINT (-85.167252 35.043947)","6"
"Kellys Ferry Ave","Chattanooga","TN","37419","2022-08-27T09:00:00.000","TN0330100","A13","Adam S","23H","All Other Larceny","Part 1 Crimes","22-099469","3","Pending/Possible Leads","35.022881","-85.387614","POINT (-85.387614 35.022881)","1"
"3800 Larry Dr","Chattanooga","TN","37411","2022-08-27T03:30:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-093205","4","Inactive/Suspended","35.041703999999996","-85.232415","POINT (-85.232415 35.041704)","9"
"4500 Shawhan Rd","Chattanooga","TN","37411","2022-08-27T00:00:00.000","TN0330100","C2","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-093214","4","Inactive/Suspended","35.036867","-85.220476","POINT (-85.220476 35.036867)","5"
"3000 Towerway Dr","Chattanooga","TN","37406","2022-08-26T21:45:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-093201","4","Inactive/Suspended","35.06611","-85.233367","POINT (-85.233367 35.06611)","5"
"2100 E 12th St","Chattanooga","TN","37404","2022-08-26T21:30:00.000","TN0330100","B5","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-093346","4","Inactive/Suspended","35.02742","-85.276461","POINT (-85.276461 35.02742)","8"
"300 Labeling Way","Chattanooga","TN","37419","2022-08-26T20:00:00.000","TN0330100","A13","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-093957","3","Pending/Possible Leads","35.013407","-85.38460699999999","POINT (-85.384607 35.013407)","1"
"500 Signal Mountain Rd","Chattanooga","TN","37405","2022-08-26T20:00:00.000","TN0330100","A5","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094789","3","Pending/Possible Leads","35.093953","-85.331516","POINT (-85.331516 35.093953)","1"
"2000 Marina Cove Dr","Chattanooga","TN","37343","2022-08-26T20:00:00.000","TN0330100","A2","Adam N","23H","All Other Larceny","Part 1 Crimes","22-093241","3","Pending/Possible Leads","35.1431","-85.180557","POINT (-85.180557 35.1431)",
"3000 N Hickory St","Chattanooga","TN","37406","2022-08-26T19:02:00.000","TN0330100","B2","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-093033","3","Pending/Possible Leads","35.073831","-85.254903","POINT (-85.254903 35.073831)","8"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-26T18:59:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-093032","3","Pending/Possible Leads","35.039138","-85.153069","POINT (-85.153069 35.039138)","4"
"3000 Jersey Pike","Chattanooga","TN","37421","2022-08-26T18:30:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-093190","4","Inactive/Suspended","35.058172000000006","-85.195936","POINT (-85.195936 35.058172)","6"
"7800 E Brainerd Rd","Chattanooga","TN","37421","2022-08-26T18:03:00.000","TN0330100","C8","Charlie N","23C","Shoplifting","Part 1 Crimes","22-093277","3","Pending/Possible Leads","35.008262","-85.155773","POINT (-85.155773 35.008262)","4"
"200 Market St","Chattanooga","TN","37402","2022-08-26T18:00:00.000","TN0330100","A7","Adam S","23C","Shoplifting","Part 1 Crimes","22-093015","2","Cleared by Arrest","35.054919","-85.308717","POINT (-85.308717 35.054919)","7"
"2200 E 27th Street Ct","Chattanooga","TN","37407","2022-08-26T17:50:00.000","TN0330100","B8","Baker S","23H","All Other Larceny","Part 1 Crimes","22-093000","3","Pending/Possible Leads","35.01178","-85.281883","POINT (-85.281883 35.01178)","8"
"1700 Vance Ave","Chattanooga","TN","37404","2022-08-26T16:32:00.000","TN0330100","B5","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-092872","3","Pending/Possible Leads","35.032022999999995","-85.27975599999999","POINT (-85.279756 35.032023)","9"
"3800 Rae Trl","Chattanooga","TN","37406","2022-08-26T15:47:00.000","TN0330100","C1","Charlie S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-092944","4","Inactive/Suspended","35.049408","-85.22586","POINT (-85.22586 35.049408)","5"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-26T14:10:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-092910","2","Cleared by Arrest","35.009624","-85.205496","POINT (-85.205496 35.009624)","6"
"700 E Martin Luther King Blvd","Chattanooga","TN","37403","2022-08-26T14:02:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-092928","3","Pending/Possible Leads","35.042116","-85.29817800000001","POINT (-85.298178 35.042116)","8"
"300 E Main St","Chattanooga","TN","37408","2022-08-26T11:30:00.000","TN0330100","A10","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-092861","3","Pending/Possible Leads","35.035446","-85.303038","POINT (-85.303038 35.035446)","8"
"4100 Hixson Pike","Chattanooga","TN","37415","2022-08-26T11:00:00.000","TN0330100","A3","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-098578","4","Inactive/Suspended","35.116946","-85.255566","POINT (-85.255566 35.116946)","2"
"5400 Dayton Blvd","Chattanooga","TN","37415","2022-08-26T10:47:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-092830","3","Pending/Possible Leads","35.150166","-85.273024","POINT (-85.273024 35.150166)","1"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-26T08:38:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-092808","3","Pending/Possible Leads","35.016490999999995","-85.37584100000001","POINT (-85.375841 35.016491)","1"
"1600 Jeanaga Trl","Chattanooga","TN","37411","2022-08-26T08:17:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-092781","4","Inactive/Suspended","35.044419","-85.23179400000001","POINT (-85.231794 35.044419)","9"
"5200 Highway 153","Chattanooga","TN","37343","2022-08-26T07:42:00.000","TN0330100","A2","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-092770","3","Pending/Possible Leads","35.126038","-85.23928199999999","POINT (-85.239282 35.126038)","3"
"1200 Cypress Street Ct","Chattanooga","TN","37402","2022-08-26T07:00:00.000","TN0330100","A6","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-093904","3","Pending/Possible Leads","35.04231","-85.31724200000001","POINT (-85.317242 35.04231)","7"
"2600 Long St","Chattanooga","TN","37408","2022-08-26T04:00:00.000","TN0330100","A10","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-092793","3","Pending/Possible Leads","35.02691","-85.31401799999999","POINT (-85.314018 35.02691)","7"
"2000 S Willow St","Chattanooga","TN","37404","2022-08-26T01:55:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-092724","3","Pending/Possible Leads","35.018442","-85.28016099999999","POINT (-85.280161 35.018442)","8"
"2000 E 23rd St","Chattanooga","TN","37404","2022-08-25T23:30:00.000","TN0330100","B6","Baker S","23D","Theft From Buildings","Part 1 Crimes","22-092818","3","Pending/Possible Leads","35.018336000000005","-85.280494","POINT (-85.280494 35.018336)","8"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-08-25T23:02:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-092541","3","Pending/Possible Leads","35.03661","-85.146245","POINT (-85.146245 35.03661)","4"
"5500 Hixson Pike","Chattanooga","TN","37343","2022-08-25T20:50:00.000","TN0330100","A2","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-092696","4","Inactive/Suspended","35.144577000000005","-85.222095","POINT (-85.222095 35.144577)","3"
"7300 Lee Hwy","Chattanooga","TN","37421","2022-08-25T18:35:00.000","TN0330100","C9","Charlie N","23C","Shoplifting","Part 1 Crimes","22-092597","3","Pending/Possible Leads","35.053871","-85.14663900000001","POINT (-85.146639 35.053871)","6"
"2100 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-25T18:00:00.000","TN0330100","C7","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-092610","3","Pending/Possible Leads","35.03405","-85.158247","POINT (-85.158247 35.03405)","4"
"2000 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-25T17:42:00.000","TN0330100","C7","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-092561","3","Pending/Possible Leads","35.03237","-85.160279","POINT (-85.160279 35.03237)","4"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-25T16:30:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-092554","2","Cleared by Arrest","35.008762000000004","-85.204355","POINT (-85.204355 35.008762)","6"
"500 Kilmer St","Chattanooga","TN","37404","2022-08-25T14:57:00.000","TN0330100","B4","Baker N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-092491","3","Pending/Possible Leads","35.040081","-85.262678","POINT (-85.262678 35.040081)","9"
"2100 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-25T14:00:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-092895","3","Pending/Possible Leads","35.03456","-85.159475","POINT (-85.159475 35.03456)","4"
"6100 Shallowford Rd","Chattanooga","TN","37421","2022-08-25T13:51:00.000","TN0330100","C6","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-092468","4","Inactive/Suspended","35.050441","-85.182931","POINT (-85.182931 35.050441)","6"
"5900 Hwy 153","Chattanooga","TN","37343","2022-08-25T13:00:00.000","TN0330100","A1","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-094001","3","Pending/Possible Leads","35.1645888","-85.250265","POINT (-85.250265 35.1645888)","3"
"3600 Brainerd Rd","Chattanooga","TN","37411","2022-08-25T12:56:00.000","TN0330100","C2","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-092450","3","Pending/Possible Leads","35.024241","-85.247185","POINT (-85.247185 35.024241)","9"
"1700 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-25T12:45:00.000","TN0330100","C8","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-092848","3","Pending/Possible Leads","35.023096","-85.159699","POINT (-85.159699 35.023096)","4"
"E 11th St","Chattanooga","TN","37402","2022-08-25T10:46:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-092420","3","Pending/Possible Leads","35.043636","-85.30967299999999","POINT (-85.309673 35.043636)","7"
"1600 Union Ave","Chattanooga","TN","37404","2022-08-25T10:30:00.000","TN0330100","B5","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-094420","3","Pending/Possible Leads","35.034427","-85.280575","POINT (-85.280575 35.034427)","9"
"5400 Lee Ave","Chattanooga","TN","37410","2022-08-25T09:33:00.000","TN0330100","A12","Adam S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-092372","4","Inactive/Suspended","34.986948","-85.32457400000001","POINT (-85.324574 34.986948)","7"
"3700 6th Ave","Chattanooga","TN","37407","2022-08-25T09:21:00.000","TN0330100","B9","Baker S","23H","All Other Larceny","Part 1 Crimes","22-092373","3","Pending/Possible Leads","34.999022000000004","-85.285527","POINT (-85.285527 34.999022)","7"
"3100 Broad St","Chattanooga","TN","37408","2022-08-25T07:11:00.000","TN0330100","A11","Adam S","23H","All Other Larceny","Part 1 Crimes","22-092364","3","Pending/Possible Leads","35.019847","-85.321925","POINT (-85.321925 35.019847)","7"
"4000 6th Ave","Chattanooga","TN","37407","2022-08-25T06:00:00.000","TN0330100","B9","Baker S","23H","All Other Larceny","Part 1 Crimes","22-092337","3","Pending/Possible Leads","34.996147","-85.28839500000001","POINT (-85.288395 34.996147)","7"
"2000 E 12th St","Chattanooga","TN","37404","2022-08-25T02:56:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-092300","1","Unfounded","35.027176999999995","-85.27645","POINT (-85.27645 35.027177)","8"
"5000 13th Ave","Chattanooga","TN","37407","2022-08-25T01:38:00.000","TN0330100","B9","Baker S","23H","All Other Larceny","Part 1 Crimes","22-092655","3","Pending/Possible Leads","34.984705","-85.284564","POINT (-85.284564 34.984705)",
"1300 S Lyerly St","Chattanooga","TN","37404","2022-08-25T01:00:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-092313","4","Inactive/Suspended","35.024961","-85.272754","POINT (-85.272754 35.024961)","8"
"3000 Jersey Pike","Chattanooga","TN","37421","2022-08-24T21:06:00.000","TN0330100","C1","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-092615","3","Pending/Possible Leads","35.057622","-85.19581600000001","POINT (-85.195816 35.057622)","6"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-24T20:17:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-092374","3","Pending/Possible Leads","35.040218","-85.15345599999999","POINT (-85.153456 35.040218)","4"
"6100 Shallowford Rd","Chattanooga","TN","37421","2022-08-24T18:00:00.000","TN0330100","C6","Charlie N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-092455","3","Pending/Possible Leads","35.050235","-85.183323","POINT (-85.183323 35.050235)","6"
"5700 Highway 153","Chattanooga","TN","37343","2022-08-24T17:15:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-092186","3","Pending/Possible Leads","35.152099","-85.246453","POINT (-85.246453 35.152099)","3"
"5700 Highway 153","Chattanooga","TN","37343","2022-08-24T16:20:00.000","TN0330100","A1","Adam N","23C","Shoplifting","Part 1 Crimes","22-092138","3","Pending/Possible Leads","35.152972999999996","-85.245549","POINT (-85.245549 35.152973)","3"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-24T16:16:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-092143","3","Pending/Possible Leads","35.030426000000006","-85.155737","POINT (-85.155737 35.030426)","4"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-08-24T16:04:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-092125","3","Pending/Possible Leads","35.035973","-85.14908000000001","POINT (-85.14908 35.035973)","4"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-24T16:00:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-092119","3","Pending/Possible Leads","34.9962284","-85.337419","POINT (-85.337419 34.9962284)","7"
"700 E 11th St","Chattanooga","TN","37403","2022-08-24T14:13:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-092079","3","Pending/Possible Leads","35.039717","-85.300848","POINT (-85.300848 35.039717)","8"
"6300 E Brainerd Rd","Chattanooga","TN","37421","2022-08-24T13:50:00.000","TN0330100","C4","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-092069","3","Pending/Possible Leads","35.017221","-85.19638099999999","POINT (-85.196381 35.017221)","6"
"5500 Highway 153","Chattanooga","TN","37343","2022-08-24T12:29:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-092062","3","Pending/Possible Leads","35.144072","-85.24845699999999","POINT (-85.248457 35.144072)","3"
"5700 Highway 153","Chattanooga","TN","37343","2022-08-24T12:11:00.000","TN0330100","A1","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-092041","4","Inactive/Suspended","35.152294","-85.245783","POINT (-85.245783 35.152294)","3"
"6900 Lee Hwy","Chattanooga","TN","37421","2022-08-24T11:38:00.000","TN0330100","C6","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-092012","3","Pending/Possible Leads","35.043343","-85.166727","POINT (-85.166727 35.043343)","6"
"200 S St Marks Ave","Chattanooga","TN","37411","2022-08-24T11:32:00.000","TN0330100","C3","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091994","4","Inactive/Suspended","35.0823082","-85.26452599999999","POINT (-85.264526 35.0823082)","8"
"5500 Highway 153","Chattanooga","TN","37343","2022-08-24T11:30:00.000","TN0330100","A1","Adam N","23D","Theft From Buildings","Part 1 Crimes","22-092049","3","Pending/Possible Leads","35.143677000000004","-85.248493","POINT (-85.248493 35.143677)","3"
"5400 Highway 153","Chattanooga","TN","37343","2022-08-24T11:00:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-092454","3","Pending/Possible Leads","35.138609","-85.247949","POINT (-85.247949 35.138609)","2"
"2200 E 23rd St","Chattanooga","TN","37407","2022-08-24T09:40:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-091961","3","Pending/Possible Leads","35.015812000000004","-85.276753","POINT (-85.276753 35.015812)","8"
"100 Walnut St","Chattanooga","TN","37403","2022-08-24T08:48:00.000","TN0330100","A7","Adam S","23H","All Other Larceny","Part 1 Crimes","22-091941","3","Pending/Possible Leads","35.055406000000005","-85.308284","POINT (-85.308284 35.055406)","7"
"400 Gillespie Rd","Chattanooga","TN","37411","2022-08-24T08:30:00.000","TN0330100","C2","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-092206","3","Pending/Possible Leads","35.027072999999994","-85.241632","POINT (-85.241632 35.027073)","5"
"2600 Dodson Ave","Chattanooga","TN","37406","2022-08-24T08:30:00.000","TN0330100","B2","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-092333","4","Inactive/Suspended","35.067225","-85.252153","POINT (-85.252153 35.067225)","9"
"4000 Tennessee Ave","Chattanooga","TN","37409","2022-08-24T07:01:00.000","TN0330100","A12","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-091905","4","Inactive/Suspended","35.006881","-85.327968","POINT (-85.327968 35.006881)","7"
"900 Clifton Pl","Chattanooga","TN","37404","2022-08-24T05:55:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091888","4","Inactive/Suspended","35.027825","-85.27254300000001","POINT (-85.272543 35.027825)","9"
"5300 Slayton Ave","Chattanooga","TN","37410","2022-08-23T23:00:00.000","TN0330100","A12","Adam S","23H","All Other Larceny","Part 1 Crimes","22-092059","3","Pending/Possible Leads","34.989666","-85.320847","POINT (-85.320847 34.989666)","7"
"4100 12th Ave","Chattanooga","TN","37407","2022-08-23T22:00:00.000","TN0330100","B9","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-091953","4","Inactive/Suspended","34.994232000000004","-85.28325299999999","POINT (-85.283253 34.994232)","7"
"6400 Hixson Pike","Chattanooga","TN","37343","2022-08-23T21:45:00.000","TN0330100","A1","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-098125","3","Pending/Possible Leads","35.0143026","-85.19704700000001","POINT (-85.197047 35.0143026)","6"
"1200 Peeples St","Chattanooga","TN","37403","2022-08-23T21:37:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-091817","3","Pending/Possible Leads","35.037418","-85.30049","POINT (-85.30049 35.037418)","8"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-23T21:30:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-091823","2","Cleared by Arrest","35.007919","-85.204976","POINT (-85.204976 35.007919)","6"
"3000 E 30th St","Chattanooga","TN","37407","2022-08-23T20:09:00.000","TN0330100","B8","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-091792","3","Pending/Possible Leads","35.007362","-85.275125","POINT (-85.275125 35.007362)","7"
"1000 N Natchez Rd","Chattanooga","TN","37405","2022-08-23T20:00:00.000","TN0330100","A4","Adam N","23H","All Other Larceny","Part 1 Crimes","22-091847","3","Pending/Possible Leads","35.080294","-85.295699","POINT (-85.295699 35.080294)","2"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-23T19:50:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-091789","3","Pending/Possible Leads","35.034725","-85.151856","POINT (-85.151856 35.034725)","4"
"2000 Mccallie Ave","Chattanooga","TN","37404","2022-08-23T19:00:00.000","TN0330100","B5","Baker S","23H","All Other Larceny","Part 1 Crimes","22-092100","3","Pending/Possible Leads","35.035388","-85.273556","POINT (-85.273556 35.035388)","9"
"1200 E 28th St","Chattanooga","TN","37404","2022-08-23T15:49:00.000","TN0330100","B7","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091929","3","Pending/Possible Leads","35.018603000000006","-85.297671","POINT (-85.297671 35.018603)","8"
"2000 E Polymer Dr","Chattanooga","TN","37421","2022-08-23T15:47:00.000","TN0330100","C4","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091665","4","Inactive/Suspended","35.044557000000005","-85.192997","POINT (-85.192997 35.044557)","6"
"500 Signal Mountain Rd","Chattanooga","TN","37405","2022-08-23T15:22:00.000","TN0330100","A5","Adam N","23C","Shoplifting","Part 1 Crimes","22-091677","3","Pending/Possible Leads","35.094435000000004","-85.33064999999999","POINT (-85.33065 35.094435)","1"
"3500 Taylor St","Chattanooga","TN","37406","2022-08-23T15:18:00.000","TN0330100","B1","Baker N","23H","All Other Larceny","Part 1 Crimes","22-091622","3","Pending/Possible Leads","35.077439","-85.244847","POINT (-85.244847 35.077439)","9"
"900 E Main St","Chattanooga","TN","37408","2022-08-23T15:00:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091982","4","Inactive/Suspended","35.031875","-85.296486","POINT (-85.296486 35.031875)","7"
"2600 Frost St","Chattanooga","TN","37406","2022-08-23T13:00:00.000","TN0330100","B2","Baker N","23H","All Other Larceny","Part 1 Crimes","22-091993","3","Pending/Possible Leads","35.06904","-85.243459","POINT (-85.243459 35.06904)","5"
"2300 Shallowford Village Dr","Chattanooga","TN","37421","2022-08-23T12:59:00.000","TN0330100","C9","Charlie N","23C","Shoplifting","Part 1 Crimes","22-091619","3","Pending/Possible Leads","35.042831","-85.157694","POINT (-85.157694 35.042831)","6"
"300 W Bell Ave","Chattanooga","TN","37405","2022-08-23T12:14:00.000","TN0330100","A4","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091599","4","Inactive/Suspended","35.067942","-85.311673","POINT (-85.311673 35.067942)","1"
"500 Signal Mountain Rd","Chattanooga","TN","37405","2022-08-23T11:20:00.000","TN0330100","A5","Adam N","23C","Shoplifting","Part 1 Crimes","22-091589","3","Pending/Possible Leads","35.093388000000004","-85.330686","POINT (-85.330686 35.093388)","1"
"4200 Cromwell Rd","Chattanooga","TN","37421","2022-08-23T11:19:00.000","TN0330100","C1","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091584","4","Inactive/Suspended","35.065111","-85.196988","POINT (-85.196988 35.065111)","5"
"3700 Cummings Hwy","Chattanooga","TN","37419","2022-08-23T10:39:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-091570","3","Pending/Possible Leads","35.018238","-85.37998400000001","POINT (-85.379984 35.018238)","1"
"1900 Northpoint Blvd","Chattanooga","TN","37343","2022-08-23T10:20:00.000","TN0330100","A1","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091582","4","Inactive/Suspended","35.138062","-85.244019","POINT (-85.244019 35.138062)","3"
"700 Market St","Chattanooga","TN","37402","2022-08-23T10:15:00.000","TN0330100","A7","Adam S","23C","Shoplifting","Part 1 Crimes","22-091567","3","Pending/Possible Leads","35.047964","-85.308638","POINT (-85.308638 35.047964)","7"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-23T09:15:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-091561","3","Pending/Possible Leads","35.040023000000005","-85.153969","POINT (-85.153969 35.040023)","4"
"2000 E 13th St","Chattanooga","TN","37404","2022-08-23T04:55:00.000","TN0330100","B5","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-091485","3","Pending/Possible Leads","35.02745","-85.27728499999999","POINT (-85.277285 35.02745)","8"
"3200 4th Ave","Chattanooga","TN","37407","2022-08-22T22:00:00.000","TN0330100","B7","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-091532","3","Pending/Possible Leads","35.006012","-85.286582","POINT (-85.286582 35.006012)","7"
