"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"4500 Highland Ave","Chattanooga","TN","37410","2022-06-12T02:25:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-061761","3","Pending/Possible Leads","35.001303","-85.317599","POINT (-85.317599 35.001303)","7"
"5700 Lee Hwy","Chattanooga","TN","37421","2022-06-12T01:01:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-061740","3","Pending/Possible Leads","35.019166999999996","-85.202998","POINT (-85.202998 35.019167)","6"
"1200 Poplar St","Chattanooga","TN","37402","2022-06-12T00:29:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-061733","2","Cleared by Arrest","35.041909","-85.315781","POINT (-85.315781 35.041909)","7"
"4900 15th Ave","Chattanooga","TN","37407","2022-06-11T23:30:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-061711","2","Cleared by Arrest","34.986729","-85.28375799999999","POINT (-85.283758 34.986729)","7"
"Highway 27 Sb Rd","Chattanooga","TN","37408","2022-06-11T19:00:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-061607","3","Pending/Possible Leads","35.032936","-85.31763000000001","POINT (-85.31763 35.032936)","7"
"1100 Vannoy Dr","Chattanooga","TN","37411","2022-06-11T18:50:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-061601","3","Pending/Possible Leads","35.030736","-85.220716","POINT (-85.220716 35.030736)","5"
"7000 Amin Dr","Chattanooga","TN","37421","2022-06-11T16:06:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-061543","2","Cleared by Arrest","35.042299","-85.158193","POINT (-85.158193 35.042299)","6"
"1200 E Main St","Chattanooga","TN","37408","2022-06-11T02:15:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-061347","3","Pending/Possible Leads","35.029714","-85.28899799999999","POINT (-85.288998 35.029714)","8"
"1900 Cooley St","Chattanooga","TN","37406","2022-06-11T00:15:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-061313","3","Pending/Possible Leads","35.050862","-85.267026","POINT (-85.267026 35.050862)","8"
"00 Tunnel Blvd","Chattanooga","TN","37411","2022-06-10T19:53:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-061228","2","Cleared by Arrest","35.026989","-85.246309","POINT (-85.246309 35.026989)","9"
"3400 Campbell St","Chattanooga","TN","37406","2022-06-10T19:26:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-061203","3","Pending/Possible Leads","35.073848","-85.24118800000001","POINT (-85.241188 35.073848)","9"
"4100 Dorris St","Chattanooga","TN","37410","2022-06-10T17:22:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-061180","2","Cleared by Arrest","35.00255","-85.310643","POINT (-85.310643 35.00255)","7"
"400 Tunnel Blvd","Chattanooga","TN","37411","2022-06-10T17:15:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-061172","3","Pending/Possible Leads","35.034236","-85.243482","POINT (-85.243482 35.034236)",
"2100 Cleveland Ave","Chattanooga","TN","37404","2022-06-10T16:37:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-061161","3","Pending/Possible Leads","35.041483","-85.269038","POINT (-85.269038 35.041483)","8"
"17200 Block I-24 East","Chattanooga","TN","37419","2022-06-10T12:48:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-061079","2","Cleared by Arrest","34.9995161","-85.396343","POINT (-85.396343 34.9995161)","1"
"1200 Arlington Ave","Chattanooga","TN","37406","2022-06-10T05:28:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-060951","2","Cleared by Arrest","35.048964000000005","-85.259398","POINT (-85.259398 35.048964)","8"
"900 Valerie Ln","Chattanooga","TN","37343","2022-06-09T17:50:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-060802","2","Cleared by Arrest","35.180609999999994","-85.247069","POINT (-85.247069 35.18061)","3"
"2400 Nimitz St","Chattanooga","TN","37406","2022-06-09T12:00:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-061416","3","Pending/Possible Leads","35.05988","-85.229165","POINT (-85.229165 35.05988)","5"
"7600 Standifer Gap Rd","Chattanooga","TN","37421","2022-06-09T11:30:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-066460","3","Pending/Possible Leads","35.050985999999995","-85.132789","POINT (-85.132789 35.050986)","4"
"1900 Broad St","Chattanooga","TN","37408","2022-06-09T06:10:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-060577","3","Pending/Possible Leads","35.033592","-85.313512","POINT (-85.313512 35.033592)","7"
"5700 Hixson Home Pl","Chattanooga","TN","37343","2022-06-09T04:30:00.000","TN0330100","A1","Adam N","11A","Forcible Rape","Part 1 Crimes","22-060774","1","Unfounded","35.151648","-85.227274","POINT (-85.227274 35.151648)","3"
"7700 Lee Hwy","Chattanooga","TN","37421","2022-06-09T02:30:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-060557","3","Pending/Possible Leads","35.060866000000004","-85.134431","POINT (-85.134431 35.060866)","6"
"5700 Lee Hwy","Chattanooga","TN","37421","2022-06-09T00:48:00.000","TN0330100","C4","Charlie S","11A","Forcible Rape","Part 1 Crimes","22-060541","I","Closed","35.018218","-85.202315","POINT (-85.202315 35.018218)","6"
"100 Interstate 75 Sb","Chattanooga","TN","37421","2022-06-08T22:25:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-060503","3","Pending/Possible Leads","35.007389","-85.20223299999999","POINT (-85.202233 35.007389)","6"
"700 Arlington Ave","Chattanooga","TN","37404","2022-06-08T17:35:00.000","TN0330100","B4","Baker N","120","Robbery","Part 1 Crimes","22-060422","3","Pending/Possible Leads","35.04126","-85.263904","POINT (-85.263904 35.04126)","8"
"1400 Riverside Dr","Chattanooga","TN","37406","2022-06-08T17:20:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-060483","3","Pending/Possible Leads","35.055918","-85.28416","POINT (-85.28416 35.055918)","8"
"5900 Portview Cir","Chattanooga","TN","37421","2022-06-08T17:00:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-060403","2","Cleared by Arrest","35.02518","-85.199744","POINT (-85.199744 35.02518)","5"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-06-08T16:10:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-060389","2","Cleared by Arrest","35.018129","-85.374205","POINT (-85.374205 35.018129)","1"
"3200 Idlewild Dr","Chattanooga","TN","37411","2022-06-08T13:56:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-060333","3","Pending/Possible Leads","35.022996","-85.256602","POINT (-85.256602 35.022996)","9"
"900 E 3rd St","Chattanooga","TN","37403","2022-06-07T22:00:00.000","TN0330100","A8","Adam S","120","Robbery","Part 1 Crimes","22-060166","2","Cleared by Arrest","35.048823","-85.289588","POINT (-85.289588 35.048823)","8"
"700 Fulton St","Chattanooga","TN","37402","2022-06-07T21:18:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-060076","3","Pending/Possible Leads","35.050689","-85.321321","POINT (-85.321321 35.050689)","7"
"1600 Parkway Dr","Chattanooga","TN","37406","2022-06-07T19:23:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-060032","3","Pending/Possible Leads","35.047565","-85.234636","POINT (-85.234636 35.047565)","5"
"1500 E 13th St","Chattanooga","TN","37404","2022-06-07T18:54:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-060038","2","Cleared by Arrest","35.029872000000005","-85.284694","POINT (-85.284694 35.029872)","8"
"200 Croll Ct","Chattanooga","TN","37410","2022-06-07T16:13:00.000","TN0330100","A11","Adam S","120","Robbery","Part 1 Crimes","22-059933","3","Pending/Possible Leads","35.010488","-85.310186","POINT (-85.310186 35.010488)","7"
"2500 De Sales Ave","Chattanooga","TN","37404","2022-06-06T20:38:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-059657","2","Cleared by Arrest","35.041706","-85.261328","POINT (-85.261328 35.041706)","9"
"7500 Goodwin Rd","Chattanooga","TN","37421","2022-06-06T20:18:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-059644","3","Pending/Possible Leads","35.028542","-85.150633","POINT (-85.150633 35.028542)","4"
"1200 King St","Chattanooga","TN","37403","2022-06-06T20:06:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-059670","2","Cleared by Arrest","35.041104999999995","-85.306044","POINT (-85.306044 35.041105)","8"
"3100 Broad St","Chattanooga","TN","37408","2022-06-06T15:35:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-059531","2","Cleared by Arrest","35.019168","-85.320177","POINT (-85.320177 35.019168)","7"
"2400 Rossville Blvd","Chattanooga","TN","37408","2022-06-06T14:30:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-059503","3","Pending/Possible Leads","35.020839","-85.294724","POINT (-85.294724 35.020839)","8"
"3800 Mcdowell St","Chattanooga","TN","37411","2022-06-06T12:45:00.000","TN0330100","C2","Charlie S","120","Robbery","Part 1 Crimes","22-059456","3","Pending/Possible Leads","35.038005","-85.230643","POINT (-85.230643 35.038005)","9"
"1000 Runyan Dr","Chattanooga","TN","37405","2022-06-06T00:00:00.000","TN0330100","A5","Adam N","11A","Forcible Rape","Part 1 Crimes","22-060329","1","Unfounded","35.107837","-85.317374","POINT (-85.317374 35.107837)","1"
"3900 6th Ave","Chattanooga","TN","37407","2022-06-05T23:09:00.000","TN0330100","B9","Baker S","120","Robbery","Part 1 Crimes","22-059253","4","Inactive/Suspended","34.997209","-85.28833200000001","POINT (-85.288332 34.997209)","7"
"2200 Wilcox Blvd","Chattanooga","TN","37406","2022-06-05T22:20:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-059240","3","Pending/Possible Leads","35.053835","-85.261826","POINT (-85.261826 35.053835)","8"
"1900 Citico Ave","Chattanooga","TN","37404","2022-06-05T19:20:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-059186","3","Pending/Possible Leads","35.045785","-85.268014","POINT (-85.268014 35.045785)","8"
"1800 Newell Ave","Chattanooga","TN","37404","2022-06-05T18:55:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-059205","3","Pending/Possible Leads","35.046752999999995","-85.270065","POINT (-85.270065 35.046753)","8"
"5600 Lake Resort Dr","Chattanooga","TN","37415","2022-06-05T16:46:00.000","TN0330100","A2","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-059135","3","Pending/Possible Leads","35.108674","-85.223086","POINT (-85.223086 35.108674)","3"
"2600 E 44th St","Chattanooga","TN","37407","2022-06-05T16:15:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-059126","2","Cleared by Arrest","34.992775","-85.287683","POINT (-85.287683 34.992775)","7"
"700 E 11th St","Chattanooga","TN","37403","2022-06-05T08:30:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-058992","2","Cleared by Arrest","35.041305","-85.300102","POINT (-85.300102 35.041305)","8"
"2100 Mccallie Ave","Chattanooga","TN","37404","2022-06-05T02:39:00.000","TN0330100","B4","Baker N","09A","Murder & Non-Negligent Manslaughter","Part 1 Crimes","22-058952","2","Cleared by Arrest","35.035687","-85.271345","POINT (-85.271345 35.035687)","8"
"2100 Mccallie Ave","Chattanooga","TN","37404","2022-06-05T02:39:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-058952","2","Cleared by Arrest","35.034166","-85.27046","POINT (-85.27046 35.034166)","9"
"2200 E 26th Street Ct","Chattanooga","TN","37407","2022-06-05T01:25:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-058933","2","Cleared by Arrest","35.013605000000005","-85.281698","POINT (-85.281698 35.013605)","8"
"1400 N Chamberlain Ave","Chattanooga","TN","37406","2022-06-05T00:40:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-058928","3","Pending/Possible Leads","35.050623","-85.257673","POINT (-85.257673 35.050623)","9"
"1300 Fort St","Chattanooga","TN","37402","2022-06-04T23:15:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-058894","3","Pending/Possible Leads","35.040903","-85.313437","POINT (-85.313437 35.040903)","7"
"500 Cherokee Blvd","Chattanooga","TN","37405","2022-06-04T20:02:00.000","TN0330100","A4","Adam N","11A","Forcible Rape","Part 1 Crimes","22-058716","3","Pending/Possible Leads","35.067478","-85.316181","POINT (-85.316181 35.067478)","1"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-06-04T18:41:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-058795","3","Pending/Possible Leads","35.015637999999996","-85.3758","POINT (-85.3758 35.015638)","1"
"700 E 11th St","Chattanooga","TN","37403","2022-06-04T12:00:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-058797","3","Pending/Possible Leads","35.04041","-85.301104","POINT (-85.301104 35.04041)","8"
"1900 Northpoint Blvd","Chattanooga","TN","37343","2022-06-04T11:30:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-059418","2","Cleared by Arrest","35.140122","-85.242366","POINT (-85.242366 35.140122)","3"
"2000 E 23rd St","Chattanooga","TN","37404","2022-06-03T18:35:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-058378","2","Cleared by Arrest","35.018999","-85.281869","POINT (-85.281869 35.018999)","8"
"700 E 11th St","Chattanooga","TN","37403","2022-06-03T16:00:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-058315","3","Pending/Possible Leads","35.040709","-85.299206","POINT (-85.299206 35.040709)","8"
"4700 Calderwood Cir","Chattanooga","TN","37416","2022-06-03T14:54:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-058293","3","Pending/Possible Leads","35.089583999999995","-85.185112","POINT (-85.185112 35.089584)","5"
"3300 Pinewood Ave","Chattanooga","TN","37411","2022-06-03T08:18:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-058167","3","Pending/Possible Leads","35.030046999999996","-85.25225999999999","POINT (-85.25226 35.030047)","9"
"2100 Allin St","Chattanooga","TN","37406","2022-06-03T07:22:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-058138","2","Cleared by Arrest","35.076173","-85.24795999999999","POINT (-85.24796 35.076173)","9"
"2300 Shallowford Village Dr","Chattanooga","TN","37421","2022-06-03T00:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-058087","2","Cleared by Arrest","35.045693","-85.156278","POINT (-85.156278 35.045693)","6"
"2300 Mccallie Ave","Chattanooga","TN","37404","2022-06-02T18:04:00.000","TN0330100","B4","Baker N","11A","Forcible Rape","Part 1 Crimes","22-057913","3","Pending/Possible Leads","35.034992","-85.266695","POINT (-85.266695 35.034992)","9"
"1500 Pheasant Run","Chattanooga","TN","37421","2022-06-02T15:50:00.000","TN0330100","A1","Adam N","11A","Forcible Rape","Part 1 Crimes","22-057452","I","Closed","35.038805","-85.190095","POINT (-85.190095 35.038805)","6"
"3700 Central Ave","Chattanooga","TN","37410","2022-06-02T14:45:00.000","TN0330100","A11","Adam S","120","Robbery","Part 1 Crimes","22-057889","4","Inactive/Suspended","35.007887000000004","-85.30899000000001","POINT (-85.30899 35.007887)","7"
"1800 E 23rd St","Chattanooga","TN","37404","2022-06-01T17:44:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-057555","2","Cleared by Arrest","35.019603","-85.28560900000001","POINT (-85.285609 35.019603)","8"
"7000 Mccutcheon Rd","Chattanooga","TN","37421","2022-06-01T17:20:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-057577","3","Pending/Possible Leads","35.045236","-85.15811","POINT (-85.15811 35.045236)","6"
"200 Sequoia Dr","Chattanooga","TN","37411","2022-06-01T14:56:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-057475","3","Pending/Possible Leads","35.019971","-85.23269","POINT (-85.23269 35.019971)","5"
"100 Signal Hills Dr","Chattanooga","TN","37405","2022-06-01T13:20:00.000","TN0330100","A5","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-057437","2","Cleared by Arrest","35.098727000000004","-85.330652","POINT (-85.330652 35.098727)","1"
"5000 Club Dr","Chattanooga","TN","37411","2022-06-01T03:40:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-057290","3","Pending/Possible Leads","35.012001000000005","-85.22731","POINT (-85.22731 35.012001)","6"
"100 Highway 153 Sb","Chattanooga","TN","37421","2022-06-01T03:00:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-057418","3","Pending/Possible Leads","35.03413","-85.184242","POINT (-85.184242 35.03413)","6"
"600 E 11th St","Chattanooga","TN","37403","2022-06-01T03:00:00.000","TN0330100","A9","Adam S","11A","Forcible Rape","Part 1 Crimes","22-057470","1","Unfounded","35.041646","-85.300784","POINT (-85.300784 35.041646)","8"
"2300 Shallowford Village Dr","Chattanooga","TN","37421","2022-06-01T00:44:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-057262","3","Pending/Possible Leads","35.042743","-85.15689400000001","POINT (-85.156894 35.042743)","6"
"1200 Grove St","Chattanooga","TN","37402","2022-05-31T23:41:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-057238","I","Closed","35.045111999999996","-85.317433","POINT (-85.317433 35.045112)","7"
"2100 E 23rd St","Chattanooga","TN","37404","2022-05-31T22:33:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-057220","3","Pending/Possible Leads","35.019082","-85.279649","POINT (-85.279649 35.019082)","8"
"5200 Highway 153","Chattanooga","TN","37343","2022-05-31T16:20:00.000","TN0330100","A2","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-058695","3","Pending/Possible Leads","35.123836000000004","-85.24026","POINT (-85.24026 35.123836)","3"
"400 E Martin Luther King Blvd","Chattanooga","TN","37403","2022-05-30T19:10:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-056759","3","Pending/Possible Leads","35.044866999999996","-85.304776","POINT (-85.304776 35.044867)","8"
"2200 Polymer Dr","Chattanooga","TN","37421","2022-05-30T18:00:00.000","TN0330100","C4","Charlie S","120","Robbery","Part 1 Crimes","22-057360","3","Pending/Possible Leads","35.050925","-85.189954","POINT (-85.189954 35.050925)","6"
"7000 Shallowford Rd","Chattanooga","TN","37421","2022-05-30T17:00:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-056839","3","Pending/Possible Leads","35.042332","-85.15933","POINT (-85.15933 35.042332)","6"
"6900 Lee Hwy","Chattanooga","TN","37421","2022-05-30T13:10:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-056709","2","Cleared by Arrest","35.043943999999996","-85.162082","POINT (-85.162082 35.043944)","6"
"6900 Lee Hwy","Chattanooga","TN","37421","2022-05-30T13:10:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-056645","2","Cleared by Arrest","35.044216","-85.163294","POINT (-85.163294 35.044216)","6"
"4900 Highway 58","Chattanooga","TN","37416","2022-05-30T13:00:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-056641","3","Pending/Possible Leads","35.09327699999999","-85.183769","POINT (-85.183769 35.093277)","3"
"2000 E 23rd St","Chattanooga","TN","37404","2022-05-30T08:10:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-056548","2","Cleared by Arrest","35.017869","-85.281926","POINT (-85.281926 35.017869)","8"
"800 W Main Street Ct","Chattanooga","TN","37402","2022-05-29T21:00:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-056417","3","Pending/Possible Leads","35.040381000000004","-85.31989700000001","POINT (-85.319897 35.040381)","7"
"700 Dodson Ave","Chattanooga","TN","37404","2022-05-29T20:27:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-056430","3","Pending/Possible Leads","35.041966","-85.265282","POINT (-85.265282 35.041966)","8"
"4700 Bonny Oaks Dr","Chattanooga","TN","37416","2022-05-29T15:36:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-056241","3","Pending/Possible Leads","35.075941","-85.193546","POINT (-85.193546 35.075941)","5"
"3900 Marigold Dr","Chattanooga","TN","37421","2022-05-29T13:51:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-056247","2","Cleared by Arrest","35.061094999999995","-85.211295","POINT (-85.211295 35.061095)","5"
"2600 Glenwood Pkwy","Chattanooga","TN","37406","2022-05-29T12:20:00.000","TN0330100","B4","Baker N","120","Robbery","Part 1 Crimes","22-056251","3","Pending/Possible Leads","35.047716","-85.229896","POINT (-85.229896 35.047716)","5"
"1400 Vance Rd","Chattanooga","TN","37421","2022-05-29T11:30:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-056208","3","Pending/Possible Leads","35.025622999999996","-85.18580200000001","POINT (-85.185802 35.025623)","6"
"1100 Grove St","Chattanooga","TN","37402","2022-05-29T10:00:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-056298","3","Pending/Possible Leads","35.044647","-85.31830099999999","POINT (-85.318301 35.044647)","7"
"700 N Germantown Rd","Chattanooga","TN","37411","2022-05-29T06:56:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-056144","3","Pending/Possible Leads","35.03403","-85.241094","POINT (-85.241094 35.03403)","9"
"900 Market St","Chattanooga","TN","37402","2022-05-29T05:30:00.000","TN0330100","A9","Adam S","120","Robbery","Part 1 Crimes","22-056150","4","Inactive/Suspended","35.045428","-85.30971699999999","POINT (-85.309717 35.045428)","7"
"100 Walnut St","Chattanooga","TN","37403","2022-05-28T22:53:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-056081","2","Cleared by Arrest","35.054863000000005","-85.307344","POINT (-85.307344 35.054863)","7"
"4500 Rossville Blvd","Chattanooga","TN","37407","2022-05-28T19:00:00.000","TN0330100","B9","Baker S","120","Robbery","Part 1 Crimes","22-056044","4","Inactive/Suspended","34.990392","-85.29020899999999","POINT (-85.290209 34.990392)","7"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-05-28T14:30:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-055917","3","Pending/Possible Leads","35.007773","-85.205515","POINT (-85.205515 35.007773)","6"
"5000 14th Ave","Chattanooga","TN","37407","2022-05-28T08:50:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-055822","3","Pending/Possible Leads","34.984655","-85.285472","POINT (-85.285472 34.984655)",
"7100 Bonny Oaks Dr","Chattanooga","TN","37421","2022-05-28T06:30:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-055796","3","Pending/Possible Leads","35.067802","-85.147153","POINT (-85.147153 35.067802)","6"
"2600 Acuff St","Chattanooga","TN","37406","2022-05-28T05:45:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-055787","2","Cleared by Arrest","35.063550000000006","-85.228936","POINT (-85.228936 35.06355)","5"
"2300 Shallowford Village Dr","Chattanooga","TN","37421","2022-05-28T00:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-057383","3","Pending/Possible Leads","35.044209","-85.15860300000001","POINT (-85.158603 35.044209)","6"
"700 E 11th St","Chattanooga","TN","37403","2022-05-27T20:55:00.000","TN0330100","A9","Adam S","11A","Forcible Rape","Part 1 Crimes","22-055650","I","Closed","35.041305","-85.300229","POINT (-85.300229 35.041305)","8"
"3100 13th Ave","Chattanooga","TN","37407","2022-05-27T20:40:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-055667","2","Cleared by Arrest","35.004104999999996","-85.278623","POINT (-85.278623 35.004105)","7"
"3300 Pinewood Ave","Chattanooga","TN","37411","2022-05-27T19:30:00.000","TN0330100","C2","Charlie S","120","Robbery","Part 1 Crimes","22-055633","3","Pending/Possible Leads","35.030376","-85.251344","POINT (-85.251344 35.030376)","9"
"4000 Amnicola Hwy","Chattanooga","TN","37406","2022-05-27T14:22:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-055469","3","Pending/Possible Leads","35.093022000000005","-85.253256","POINT (-85.253256 35.093022)","8"
"2100 E 23rd St","Chattanooga","TN","37404","2022-05-27T02:30:00.000","TN0330100","B6","Baker S","120","Robbery","Part 1 Crimes","22-055296","1","Unfounded","35.01784","-85.280142","POINT (-85.280142 35.01784)","8"
"600 E 11th St","Chattanooga","TN","37403","2022-05-27T00:18:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-055263","3","Pending/Possible Leads","35.040689","-85.300863","POINT (-85.300863 35.040689)","8"
"5700 Grubb Rd","Chattanooga","TN","37343","2022-05-26T19:35:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-055151","2","Cleared by Arrest","35.151545999999996","-85.240605","POINT (-85.240605 35.151546)","3"
"2100 E 23rd St","Chattanooga","TN","37404","2022-05-26T08:47:00.000","TN0330100","B6","Baker S","120","Robbery","Part 1 Crimes","22-054925","3","Pending/Possible Leads","35.018977","-85.27949799999999","POINT (-85.279498 35.018977)","8"
"7700 Basswood Dr","Chattanooga","TN","37416","2022-05-26T02:14:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-054857","2","Cleared by Arrest","35.080974999999995","-85.167839","POINT (-85.167839 35.080975)","5"
"3900 Kellys Ferry Rd","Chattanooga","TN","37419","2022-05-25T10:49:00.000","TN0330100","A13","Adam S","11A","Forcible Rape","Part 1 Crimes","22-054568","I","Closed","35.02423099999999","-85.382307","POINT (-85.382307 35.024231)","1"
"700 Fulton St","Chattanooga","TN","37402","2022-05-24T22:15:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-054389","2","Cleared by Arrest","35.051093","-85.321688","POINT (-85.321688 35.051093)","7"
"1400 Dodson Ave","Chattanooga","TN","37406","2022-05-24T13:58:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-054202","3","Pending/Possible Leads","35.053925","-85.259417","POINT (-85.259417 35.053925)","9"
