"objectid","safegraph_place_id","parent_safegraph_place_id","location_name","brands","top_category","sub_category","naics_code","street_address","city","region","postal_code","iso_country_code","phone_number","category_tags","data_version","raw_visit_counts","total_visits","daily_average","date","visits","day_of_week","most_recent_date_indicator","placemean","placestdev","placetscore","categorymean","categorystdev","categorytscore","chattanoogamean","chattanoogastdev","chattanoogatscore","geometry","id"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-12T00:00:00.000",,"1-Sun","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200412"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-13T00:00:00.000",,"1-Mon","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200413"
"45324","sg:053b6d9e2a114a06997745ba47f7b492",,"Sir Goony's Fun Zone",,,,,"Sir Goonys Fun Zone","Chattanooga","TN","37421","US",,,"20200406",,,,"2020-04-18T00:00:00.000",,"1-Sat","N",,,"0","2.02","11.92",,"4.04","14.16",,"POINT (-85.207886 35.014633)","sg:053b6d9e2a114a06997745ba47f7b492_20200418"
"1543527","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200706",,,,"2020-07-14T00:00:00.000",,"1-Tue","N",,,"0","0.08","0.62",,"3.52","16.82",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200714"
"1543527","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200706",,,,"2020-07-15T00:00:00.000",,"1-Wed","N",,,"0","0.08","0.62",,"3.52","16.82",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200715"
"1543527","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200706",,,,"2020-07-16T00:00:00.000",,"1-Thu","N",,,"0","0.08","0.62",,"3.52","16.82",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200716"
"1543527","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200706",,,,"2020-07-17T00:00:00.000",,"1-Fri","N",,,"0","0.08","0.62",,"3.52","16.82",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200717"
"1543527","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200706",,,,"2020-07-18T00:00:00.000",,"1-Sat","N",,,"0","0.08","0.62",,"3.52","16.82",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200718"
"1543527","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200706",,,,"2020-07-19T00:00:00.000",,"1-Sun","Y",,,"0","0.08","0.62",,"3.52","16.82",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200719"
"4105956","sg:001843d3f6ec412793eb5a3b5a69cfc1","sg:1c5afe20c4624d92a9a1fdaf910a1470","BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200706",,"0","1.36","2020-07-13T00:00:00.000","0","1-Mon","N","0","0","0","1.17","3.35","-0.35","3.52","16.82","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200713"
"4105956","sg:001843d3f6ec412793eb5a3b5a69cfc1","sg:1c5afe20c4624d92a9a1fdaf910a1470","BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200706",,"0","1.36","2020-07-14T00:00:00.000","0","1-Tue","N","0","0","0","1.17","3.35","-0.35","3.52","16.82","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200714"
"4105956","sg:001843d3f6ec412793eb5a3b5a69cfc1","sg:1c5afe20c4624d92a9a1fdaf910a1470","BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200706",,"0","1.36","2020-07-15T00:00:00.000","0","1-Wed","N","0","0","0","1.17","3.35","-0.35","3.52","16.82","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200715"
"5183134","sg:0b4bd26661b64b9e854f3f9164b599a2",,"Parker Auto Sales I",,,,,"6012 Ringgold Rd","Chattanooga","TN","37412","US","+14238939391",,"20200406",,,,"2020-04-18T00:00:00.000",,"1-Sat","N",,,"0","2.02","11.92",,"4.04","14.16",,"POINT (-85.215065 34.98969)","sg:0b4bd26661b64b9e854f3f9164b599a2_20200418"
"4105956","sg:001843d3f6ec412793eb5a3b5a69cfc1","sg:1c5afe20c4624d92a9a1fdaf910a1470","BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200706",,"0","1.36","2020-07-16T00:00:00.000","0","1-Thu","N","0","0","0","1.17","3.35","-0.35","3.52","16.82","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200716"
"4105956","sg:001843d3f6ec412793eb5a3b5a69cfc1","sg:1c5afe20c4624d92a9a1fdaf910a1470","BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200706",,"0","1.36","2020-07-17T00:00:00.000","0","1-Fri","N","0","0","0","1.17","3.35","-0.35","3.52","16.82","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200717"
"4105956","sg:001843d3f6ec412793eb5a3b5a69cfc1","sg:1c5afe20c4624d92a9a1fdaf910a1470","BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200706",,"0","1.36","2020-07-18T00:00:00.000","0","1-Sat","N","0","0","0","1.17","3.35","-0.35","3.52","16.82","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200718"
"4105956","sg:001843d3f6ec412793eb5a3b5a69cfc1","sg:1c5afe20c4624d92a9a1fdaf910a1470","BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200706",,"0","1.36","2020-07-19T00:00:00.000","0","1-Sun","Y","0","0","0","1.17","3.35","-0.35","3.52","16.82","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200719"
"2377477","sg:001c0995db404414bc38f2a28a717041",,"Harbor Freight Tools","Harbor Freight Tools","Building Material and Supplies Dealers","Hardware Stores","444130","5839 Brainerd Rd","Chattanooga","TN","37411","US","+14238990130",,"20200706","102","0","18.07","2020-07-13T00:00:00.000","0","1-Mon","N","6.55","9.83","-0.67","1.06","7.62","-0.14","3.52","16.82","-0.21","POINT (-85.21211 35.01477)","sg:001c0995db404414bc38f2a28a717041_20200713"
"2377477","sg:001c0995db404414bc38f2a28a717041",,"Harbor Freight Tools","Harbor Freight Tools","Building Material and Supplies Dealers","Hardware Stores","444130","5839 Brainerd Rd","Chattanooga","TN","37411","US","+14238990130",,"20200706","102","0","18.07","2020-07-14T00:00:00.000","0","1-Tue","N","6.55","9.83","-0.67","1.06","7.62","-0.14","3.52","16.82","-0.21","POINT (-85.21211 35.01477)","sg:001c0995db404414bc38f2a28a717041_20200714"
"2377477","sg:001c0995db404414bc38f2a28a717041",,"Harbor Freight Tools","Harbor Freight Tools","Building Material and Supplies Dealers","Hardware Stores","444130","5839 Brainerd Rd","Chattanooga","TN","37411","US","+14238990130",,"20200706","102","0","18.07","2020-07-15T00:00:00.000","0","1-Wed","N","6.55","9.83","-0.67","1.06","7.62","-0.14","3.52","16.82","-0.21","POINT (-85.21211 35.01477)","sg:001c0995db404414bc38f2a28a717041_20200715"
"2377477","sg:001c0995db404414bc38f2a28a717041",,"Harbor Freight Tools","Harbor Freight Tools","Building Material and Supplies Dealers","Hardware Stores","444130","5839 Brainerd Rd","Chattanooga","TN","37411","US","+14238990130",,"20200706","102","0","18.07","2020-07-16T00:00:00.000","0","1-Thu","N","6.55","9.83","-0.67","1.06","7.62","-0.14","3.52","16.82","-0.21","POINT (-85.21211 35.01477)","sg:001c0995db404414bc38f2a28a717041_20200716"
"2377477","sg:001c0995db404414bc38f2a28a717041",,"Harbor Freight Tools","Harbor Freight Tools","Building Material and Supplies Dealers","Hardware Stores","444130","5839 Brainerd Rd","Chattanooga","TN","37411","US","+14238990130",,"20200706","102","0","18.07","2020-07-17T00:00:00.000","0","1-Fri","N","6.55","9.83","-0.67","1.06","7.62","-0.14","3.52","16.82","-0.21","POINT (-85.21211 35.01477)","sg:001c0995db404414bc38f2a28a717041_20200717"
"1806865","sg:01156f21aa514b5688542acd7c564af0",,"Curate",,"Personal Care Services","Beauty Salons","812112","9447 Bradmore Ln Ste 201","Ooltewah","TN","37363","US","+14236613243",,"20200406",,,,"2020-04-15T00:00:00.000",,"1-Wed","N",,,"0","0.09","0.54",,"4.04","14.16",,"POINT (-85.05535000000002 35.083405)","sg:01156f21aa514b5688542acd7c564af0_20200415"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-22T00:00:00.000",,"1-Wed","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200422"
"2377477","sg:001c0995db404414bc38f2a28a717041",,"Harbor Freight Tools","Harbor Freight Tools","Building Material and Supplies Dealers","Hardware Stores","444130","5839 Brainerd Rd","Chattanooga","TN","37411","US","+14238990130",,"20200706","102","0","18.07","2020-07-18T00:00:00.000","0","1-Sat","N","6.55","9.83","-0.67","1.06","7.62","-0.14","3.52","16.82","-0.21","POINT (-85.21211 35.01477)","sg:001c0995db404414bc38f2a28a717041_20200718"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-23T00:00:00.000",,"1-Thu","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200423"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-24T00:00:00.000",,"1-Fri","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200424"
"4107893","sg:0776a5003d7f466e838ed5228a29f275","sg:4d07fa174af149aaabf4edd3b34fd880","Hair Den",,,,,"3920 Ringgold Rd Ste E","Chattanooga","TN","37412","US",,,"20200406",,,,"2020-04-18T00:00:00.000",,"1-Sat","N",,,"0","2.02","11.92",,"4.04","14.16",,"POINT (-85.253365 34.9975)","sg:0776a5003d7f466e838ed5228a29f275_20200418"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-14T00:00:00.000",,"1-Tue","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200414"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-15T00:00:00.000",,"1-Wed","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200415"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-16T00:00:00.000",,"1-Thu","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200416"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-17T00:00:00.000",,"1-Fri","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200417"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-18T00:00:00.000",,"1-Sat","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200418"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-19T00:00:00.000",,"1-Sun","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200419"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-20T00:00:00.000",,"1-Mon","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200420"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-21T00:00:00.000",,"1-Tue","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200421"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-25T00:00:00.000",,"1-Sat","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200425"
"3424102","sg:001641bfa1764101b9325a04f9001dc0",,"Brenda Sims Crye Leike Realtors",,"Offices of Real Estate Agents and Brokers","Offices of Real Estate Agents and Brokers","531210","5870 Highway 153","Hixson","TN","37343","US",,,"20200406",,,,"2020-04-26T00:00:00.000",,"1-Sun","N",,,"0","0.16","0.92",,"4.04","14.16",,"POINT (-85.2475 35.162766)","sg:001641bfa1764101b9325a04f9001dc0_20200426"
,"sg:0069b5111f734959a3772fb858ac2c32",,"Inspire Chiropractic",,"Offices of Other Health Practitioners","Offices of Chiropractors","621310","400 E Main St Ste 140B","Chattanooga","TN","37408","US","+14238347125",,"20200506",,,,"2020-05-06T00:00:00.000",,"1-Wed","N",,,"0","0.68","1.75",,"5.33","17.48",,"POINT (-85.30234 35.034122)","sg:0069b5111f734959a3772fb858ac2c32_20200506"
,"sg:0069b5111f734959a3772fb858ac2c32",,"Inspire Chiropractic",,"Offices of Other Health Practitioners","Offices of Chiropractors","621310","400 E Main St Ste 140B","Chattanooga","TN","37408","US","+14238347125",,"20200506",,,,"2020-05-07T00:00:00.000",,"1-Thu","N",,,"0","0.68","1.75",,"5.33","17.48",,"POINT (-85.30234 35.034122)","sg:0069b5111f734959a3772fb858ac2c32_20200507"
,"sg:0069b5111f734959a3772fb858ac2c32",,"Inspire Chiropractic",,"Offices of Other Health Practitioners","Offices of Chiropractors","621310","400 E Main St Ste 140B","Chattanooga","TN","37408","US","+14238347125",,"20200506",,,,"2020-05-08T00:00:00.000",,"1-Fri","N",,,"0","0.68","1.75",,"5.33","17.48",,"POINT (-85.30234 35.034122)","sg:0069b5111f734959a3772fb858ac2c32_20200508"
,"sg:0069b5111f734959a3772fb858ac2c32",,"Inspire Chiropractic",,"Offices of Other Health Practitioners","Offices of Chiropractors","621310","400 E Main St Ste 140B","Chattanooga","TN","37408","US","+14238347125",,"20200506",,,,"2020-05-09T00:00:00.000",,"1-Sat","N",,,"0","0.68","1.75",,"5.33","17.48",,"POINT (-85.30234 35.034122)","sg:0069b5111f734959a3772fb858ac2c32_20200509"
,"sg:0069b5111f734959a3772fb858ac2c32",,"Inspire Chiropractic",,"Offices of Other Health Practitioners","Offices of Chiropractors","621310","400 E Main St Ste 140B","Chattanooga","TN","37408","US","+14238347125",,"20200506",,,,"2020-05-10T00:00:00.000",,"1-Sun","N",,,"0","0.68","1.75",,"5.33","17.48",,"POINT (-85.30234 35.034122)","sg:0069b5111f734959a3772fb858ac2c32_20200510"
"3657227","sg:001843d3f6ec412793eb5a3b5a69cfc1",,"BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200406",,"0","1.36","2020-04-12T00:00:00.000","0","1-Sun","N","0.05","0.22","-0.22","0.91","2.08","-0.43","4.04","14.16","-0.29","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200412"
"3657227","sg:001843d3f6ec412793eb5a3b5a69cfc1",,"BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200406",,"0","1.36","2020-04-13T00:00:00.000","0","1-Mon","N","0.05","0.22","-0.22","0.91","2.08","-0.43","4.04","14.16","-0.29","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200413"
"3657227","sg:001843d3f6ec412793eb5a3b5a69cfc1",,"BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200406",,"0","1.36","2020-04-14T00:00:00.000","1","1-Tue","N","0.05","0.22","4.25","0.91","2.08","0.05","4.04","14.16","-0.21","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200414"
"2377477","sg:001c0995db404414bc38f2a28a717041",,"Harbor Freight Tools","Harbor Freight Tools","Building Material and Supplies Dealers","Hardware Stores","444130","5839 Brainerd Rd","Chattanooga","TN","37411","US","+14238990130",,"20200706","102","0","18.07","2020-07-19T00:00:00.000","0","1-Sun","Y","6.55","9.83","-0.67","1.06","7.62","-0.14","3.52","16.82","-0.21","POINT (-85.21211 35.01477)","sg:001c0995db404414bc38f2a28a717041_20200719"
"3657227","sg:001843d3f6ec412793eb5a3b5a69cfc1",,"BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200406",,"0","1.36","2020-04-15T00:00:00.000","0","1-Wed","N","0.05","0.22","-0.22","0.91","2.08","-0.43","4.04","14.16","-0.29","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200415"
"3657227","sg:001843d3f6ec412793eb5a3b5a69cfc1",,"BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200406",,"0","1.36","2020-04-16T00:00:00.000","0","1-Thu","N","0.05","0.22","-0.22","0.91","2.08","-0.43","4.04","14.16","-0.29","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200416"
"3657227","sg:001843d3f6ec412793eb5a3b5a69cfc1",,"BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200406",,"0","1.36","2020-04-17T00:00:00.000","0","1-Fri","N","0.05","0.22","-0.22","0.91","2.08","-0.43","4.04","14.16","-0.29","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200417"
"3657227","sg:001843d3f6ec412793eb5a3b5a69cfc1",,"BoxLunch",,"Clothing Stores","Women's Clothing Stores","448120","2100 Hamilton Place Blvd","Chattanooga","TN","37421","US","+14238930270",,"20200406",,"0","1.36","2020-04-18T00:00:00.000","0","1-Sat","N","0.05","0.22","-0.22","0.91","2.08","-0.43","4.04","14.16","-0.29","POINT (-85.15865 35.033733)","sg:001843d3f6ec412793eb5a3b5a69cfc1_20200418"
"1270091","sg:00263887a3d042d5b0899de2973d5ed7",,"Threads",,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores","453220","1207 Taft Hwy","Signal Mountain","TN","37377","US","+14238864004",,"20200706","17","0","4.07","2020-07-13T00:00:00.000","0","1-Mon","N","0.75","1.12","-0.67","3.61","12.2","-0.3","3.52","16.82","-0.21","POINT (-85.32974 35.139256)","sg:00263887a3d042d5b0899de2973d5ed7_20200713"
